molregno,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations
1036,192.22,0.72,4,1,47.29,2,N,0,,7.30,1.13,0.88,NEUTRAL,228.68,1,14,0.70,192.0899,C10H13ClN2O2,4,1,0
1037,487.43,4.79,7,1,103.26,7,N,0,5.86,0.29,5.01,3.61,ACID,487.43,4,35,0.40,487.1355,C24H20F3N3O5,8,1,0
1038,231.30,1.18,5,2,80.00,1,N,0,,8.61,1.61,0.42,BASE,231.30,1,17,0.76,231.1484,C12H17N5,5,4,0
1039,347.80,3.07,5,0,64.43,1,N,0,,2.86,2.55,2.55,NEUTRAL,347.80,2,24,0.74,347.1037,C17H18ClN3O3,6,0,0
1040,282.27,2.06,4,1,41.05,1,N,0,,8.75,2.34,0.98,BASE,282.27,2,20,0.87,282.1092,C13H13F3N4,4,1,0
1041,229.29,0.62,5,2,67.07,1,N,0,,8.79,0.64,-0.76,BASE,229.29,2,17,0.70,229.1327,C12H15N5,5,3,0
1042,231.30,1.18,5,2,80.00,1,N,0,,8.64,1.61,0.40,BASE,231.30,1,17,0.76,231.1484,C12H17N5,5,4,0
1044,298.18,2.21,3,1,44.48,2,Y,0,,9.91,2.34,-0.06,BASE,334.64,1,17,0.91,297.0364,C13H17BrClNO2,3,2,0
1045,259.10,1.61,4,1,47.29,3,N,0,,7.30,1.20,0.94,NEUTRAL,295.56,1,14,0.90,258.0004,C9H12BrClN2O2,4,1,0
1046,178.19,0.33,4,1,47.29,2,N,0,,7.30,0.29,0.04,NEUTRAL,214.65,1,13,0.66,178.0742,C9H11ClN2O2,4,1,0
1048,215.25,3.07,3,1,52.30,2,N,0,,9.80,2.12,-0.19,BASE,251.71,3,16,0.71,215.0946,C13H14ClNO2,3,2,0
1049,194.23,1.28,4,1,47.29,3,N,0,,7.30,1.18,0.93,NEUTRAL,230.69,1,14,0.74,194.1055,C10H15ClN2O2,4,1,0
1050,196.25,1.36,4,1,47.29,3,N,0,,7.30,1.31,1.05,NEUTRAL,232.71,1,14,0.79,196.1212,C10H17ClN2O2,4,1,0
1051,315.33,2.38,6,0,65.05,3,N,0,,6.36,1.51,1.47,NEUTRAL,351.79,3,23,0.69,315.1107,C17H18ClNO5,6,0,0
1052,154.17,0.33,4,1,47.29,1,N,0,,7.30,0.06,-0.19,NEUTRAL,190.63,1,11,0.63,154.0742,C7H11ClN2O2,4,1,0
1053,287.28,2.46,3,1,44.48,2,Y,0,,9.91,2.45,0.05,BASE,323.74,1,20,0.91,287.1133,C14H17ClF3NO2,3,2,0
1054,398.59,4.28,3,2,52.57,8,N,0,12.74,,5.94,5.94,NEUTRAL,398.59,1,29,0.51,398.2933,C25H38N2O2,4,2,0
1057,258.28,0.49,5,2,78.35,2,N,0,1.03,9.09,-1.32,-1.32,ZWITTERION,258.28,2,19,0.82,258.1117,C13H14N4O2,6,2,0
1058,214.27,1.04,4,1,41.05,1,N,0,,8.75,1.47,0.10,BASE,214.27,2,16,0.77,214.1218,C12H14N4,4,1,0
1060,341.82,0.68,6,1,92.42,2,N,0,10.08,6.58,1.28,1.22,NEUTRAL,341.82,2,22,0.86,341.0713,C13H16ClN5O2S,7,2,0
1061,325.33,4.90,3,1,42.24,2,N,0,,3.63,4.08,4.08,NEUTRAL,325.33,2,23,0.80,325.1290,C17H18F3NO2,3,1,0
1063,216.19,2.55,4,0,52.58,1,N,0,,,1.78,1.78,NEUTRAL,216.19,3,16,0.59,216.0423,C12H8O4,4,0,0
1064,276.72,3.64,2,1,46.53,4,N,0,4.20,,3.70,0.67,ACID,276.72,2,19,0.93,276.0553,C15H13ClO3,3,1,0
1065,247.30,0.88,6,2,89.23,2,N,0,,8.30,0.94,0.00,NEUTRAL,247.30,1,18,0.81,247.1433,C12H17N5O,6,4,0
1066,228.25,0.57,4,1,58.12,1,N,0,13.92,2.73,0.72,0.72,NEUTRAL,228.25,2,17,0.77,228.1011,C12H12N4O,5,1,0
1067,232.26,1.18,4,1,41.05,1,N,0,,8.75,1.61,0.24,BASE,232.26,2,17,0.80,232.1124,C12H13FN4,4,1,0
1068,335.49,3.17,4,2,50.72,11,N,0,,9.67,3.43,1.20,BASE,335.49,1,24,0.61,335.2460,C20H33NO3,4,2,0
1069,346.43,2.16,5,0,76.57,8,N,0,,4.93,2.62,2.62,NEUTRAL,346.43,1,25,0.41,346.1893,C19H26N2O4,6,0,0
1070,285.28,1.61,5,0,63.91,4,N,0,,0.73,1.44,1.44,NEUTRAL,285.28,3,21,0.68,285.1026,C14H12FN5O,6,0,0
1071,1044.05,,,,,,,,,,,,,1044.05,,,,1043.4423,C45H64F3N9O16,,,
1072,305.72,1.90,5,0,64.43,1,N,0,,2.87,1.50,1.50,NEUTRAL,305.72,2,21,0.75,305.0567,C14H12ClN3O3,6,0,0
1073,271.28,1.24,5,0,64.43,1,N,0,,2.87,0.89,0.89,NEUTRAL,271.28,2,20,0.73,271.0957,C14H13N3O3,6,0,0
1074,333.34,1.33,7,2,96.28,7,N,0,,8.27,0.35,-0.57,NEUTRAL,369.80,3,24,0.63,333.1212,C17H20ClNO6,7,2,0
1075,392.29,3.76,6,2,89.23,4,N,0,,7.88,3.87,3.27,NEUTRAL,392.29,2,26,0.83,391.0967,C18H19Cl2N5O,6,4,0
1076,273.38,2.17,5,2,80.00,1,N,0,,8.40,2.64,1.62,NEUTRAL,273.38,1,20,0.82,273.1953,C15H23N5,5,4,0
1077,429.58,4.54,4,2,50.72,14,N,0,,9.57,5.23,3.09,BASE,429.58,2,31,0.43,429.2679,C26H36FNO3,4,2,0
1078,208.24,0.88,3,1,73.05,1,N,0,9.57,0.49,0.74,0.73,NEUTRAL,208.24,2,14,0.76,208.0306,C9H8N2O2S,4,2,0
1079,383.52,0.09,7,2,118.80,7,N,0,8.18,6.50,-0.58,-0.55,NEUTRAL,383.52,1,23,0.64,383.0643,C12H21N3O5S3,8,3,0
1080,297.34,2.98,5,1,55.63,4,N,0,,3.51,2.77,2.77,NEUTRAL,297.34,3,22,0.80,297.1390,C16H16FN5,5,1,0
1081,449.48,4.13,7,2,98.46,8,N,0,,8.04,4.04,3.31,NEUTRAL,449.48,2,32,0.59,449.2039,C22H26F3N5O2,7,4,0
1082,301.34,2.55,5,2,75.61,4,N,0,,8.72,1.82,0.49,BASE,301.34,3,22,0.57,301.1314,C17H19NO4,5,2,0
1083,182.22,1.11,4,1,47.29,3,N,0,,7.30,0.94,0.69,NEUTRAL,218.68,1,13,0.76,182.1055,C9H15ClN2O2,4,1,0
1084,182.22,1.11,4,1,47.29,2,N,0,,7.30,0.84,0.58,NEUTRAL,218.68,1,13,0.74,182.1055,C9H15ClN2O2,4,1,0
1085,305.16,0.29,4,2,120.32,2,N,0,7.94,,0.39,0.29,NEUTRAL,305.16,1,16,0.82,303.9146,C6H6Cl2N2O4S2,6,4,0
1086,247.30,0.88,6,2,89.23,2,N,0,,8.47,0.94,-0.14,NEUTRAL,247.30,1,18,0.81,247.1433,C12H17N5O,6,4,0
1087,298.18,2.21,3,1,44.48,2,Y,0,,9.91,2.34,-0.06,BASE,334.64,1,17,0.91,297.0364,C13H17BrClNO2,3,2,0
1088,263.26,2.61,3,1,44.48,4,N,0,,9.90,2.37,-0.03,BASE,263.26,1,18,0.91,263.1133,C12H16F3NO2,3,2,0
1090,274.16,2.36,3,1,44.48,4,N,0,,9.90,2.26,-0.14,BASE,274.16,1,15,0.92,273.0364,C11H16BrNO2,3,2,0
1091,276.72,3.64,2,1,46.53,4,N,0,4.22,,3.70,0.69,ACID,276.72,2,19,0.93,276.0553,C15H13ClO3,3,1,0
1092,166.15,1.46,2,1,38.38,0,Y,0,11.35,9.13,0.95,-0.72,BASE,166.15,0,11,0.58,166.0718,C6H9F3N2,2,2,0
1093,242.29,0.74,6,2,103.79,1,N,0,,8.10,0.95,0.18,NEUTRAL,242.29,1,18,0.76,242.1280,C12H14N6,6,4,0
1094,196.25,1.50,4,1,47.29,4,N,0,,7.30,1.39,1.13,NEUTRAL,232.71,1,14,0.74,196.1212,C10H17ClN2O2,4,1,0
1095,168.20,0.72,4,1,47.29,2,N,0,,7.30,0.42,0.17,NEUTRAL,204.66,1,12,0.71,168.0899,C8H13ClN2O2,4,1,0
1096,258.32,1.34,5,1,82.28,3,N,0,7.51,,1.60,1.39,NEUTRAL,258.32,2,16,0.90,258.0133,C9H10N2O3S2,5,2,0
1097,1006.08,,,,,,,,,,,,,1006.08,,,,1005.4655,C45H67N9O17,,,
1098,1051.07,,,,,,,,,,,,,1051.07,,,,1050.4506,C45H66N10O19,,,
1099,392.25,3.18,5,0,64.43,1,N,0,,2.86,2.72,2.72,NEUTRAL,392.25,2,24,0.70,391.0532,C17H18BrN3O3,6,0,0
1100,375.86,3.70,5,0,64.43,3,N,0,,2.86,3.41,3.41,NEUTRAL,375.86,2,26,0.77,375.1350,C19H22ClN3O3,6,0,0
1101,255.28,1.62,6,2,75.86,3,N,0,9.97,3.58,1.42,1.41,NEUTRAL,255.28,3,19,0.74,255.1120,C13H13N5O,6,2,0
1102,276.72,3.64,2,1,46.53,4,N,0,4.20,,3.70,0.67,ACID,276.72,2,19,0.93,276.0553,C15H13ClO3,3,1,0
1103,276.72,3.64,2,1,46.53,4,N,0,4.22,,3.70,0.68,ACID,276.72,2,19,0.93,276.0553,C15H13ClO3,3,1,0
1104,522.64,4.18,7,2,110.13,4,N,1,13.30,,3.97,3.97,NEUTRAL,522.64,1,38,0.35,522.2618,C31H38O7,7,2,1
1106,276.72,3.64,2,1,46.53,4,N,0,4.17,,3.70,0.65,ACID,276.72,2,19,0.93,276.0553,C15H13ClO3,3,1,0
1108,273.29,2.61,5,0,55.82,3,N,0,,8.66,1.73,0.44,BASE,309.75,3,20,0.69,273.1001,C15H16ClNO4,5,0,0
1109,251.10,0.68,3,2,86.18,1,N,0,10.32,1.26,0.52,0.52,NEUTRAL,251.10,1,12,0.72,249.9412,C6H7BrN2O2S,4,4,0
1110,190.20,0.06,3,2,86.18,1,N,0,10.16,1.14,-0.11,-0.11,NEUTRAL,190.20,1,12,0.61,190.0212,C6H7FN2O2S,4,4,0
1111,230.27,0.28,4,1,55.10,1,N,0,,8.68,0.37,-0.93,BASE,230.27,2,17,0.56,230.1168,C12H14N4O,5,1,0
1112,739.15,,,,,,,,,,,,,739.15,,,,739.1590,C22H22B2F8N6Pt+4,,,
1113,366.50,2.40,5,0,66.92,5,N,0,,7.85,3.48,2.89,NEUTRAL,366.50,0,26,0.55,366.2519,C20H34N2O4,6,0,0
1114,543.53,0.00,12,6,206.07,5,N,3,8.00,9.03,0.53,0.10,BASE,543.53,2,39,0.24,543.1741,C27H29NO11,12,7,3
1115,984.98,1.43,20,6,325.43,10,N,3,8.02,,2.64,2.55,NEUTRAL,984.98,2,69,0.04,984.2834,C46H52N2O20S,22,6,3
1116,276.72,3.64,2,1,46.53,4,N,0,4.22,,3.70,0.69,ACID,276.72,2,19,0.93,276.0553,C15H13ClO3,3,1,0
1117,350.40,2.78,6,2,111.96,2,N,0,,3.95,2.98,2.98,NEUTRAL,350.40,4,25,0.57,350.0837,C18H14N4O2S,6,4,0
1118,288.32,2.75,4,0,52.58,3,N,0,,,-2.44,-2.44,NEUTRAL,323.78,3,21,0.55,288.1230,C16H18ClNO4,5,0,0
1119,411.59,4.40,4,2,50.72,14,N,0,,9.56,5.08,2.95,BASE,411.59,2,30,0.45,411.2773,C26H37NO3,4,2,0
1122,297.34,2.84,5,1,55.63,5,N,0,,3.54,2.64,2.64,NEUTRAL,297.34,3,22,0.79,297.1390,C16H16FN5,5,1,0
1123,372.47,2.28,5,0,66.92,6,N,0,,7.85,2.66,2.08,NEUTRAL,372.47,1,27,0.44,372.2049,C21H28N2O4,6,0,0
1124,236.28,-1.42,6,1,107.41,1,N,0,7.21,,-0.59,-0.93,NEUTRAL,236.28,1,14,0.64,236.0038,C5H8N4O3S2,7,2,0
1125,222.25,-0.86,6,2,115.04,2,N,0,6.55,,-1.04,-2.08,NEUTRAL,222.25,1,13,0.63,221.9881,C4H6N4O3S2,7,3,0
1126,126.20,1.16,2,1,38.38,0,Y,0,,11.66,0.52,-1.89,BASE,126.20,0,9,0.52,126.1157,C7H14N2,2,2,0
1127,303.39,4.52,4,1,51.80,2,N,0,,4.87,4.37,4.37,NEUTRAL,303.39,4,22,0.59,303.0830,C18H13N3S,3,2,0
1128,353.43,2.33,7,2,98.46,6,N,0,,8.02,2.58,1.88,NEUTRAL,353.43,2,26,0.78,353.1852,C19H23N5O2,7,4,0
1129,501.46,4.84,7,1,103.26,8,N,1,5.86,0.93,5.25,3.84,ACID,501.46,4,36,0.37,501.1512,C25H22F3N3O5,8,1,1
1130,319.29,-0.42,5,3,146.34,2,N,0,9.14,,-0.77,-0.77,NEUTRAL,319.29,1,19,0.63,318.9908,C7H8F3N3O4S2,7,6,1
1131,299.35,3.22,5,1,55.63,3,N,0,,3.49,2.92,2.92,NEUTRAL,299.35,3,22,0.81,299.1546,C16H18FN5,5,1,0
1132,285.33,2.83,5,1,55.63,4,N,0,,3.51,2.63,2.63,NEUTRAL,285.33,3,21,0.80,285.1390,C15H16FN5,5,1,0
