assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,curated_by,activity_count,assay_source,src_id,src_assay_id,chembl_id,updated_on,updated_by,orig_description,mc_tax_id,mc_organism,mc_target_type,mc_target_name,mc_target_accession,cell_id,bao_format,tissue_id,curation_comment,variant_id,aidx,job_id,log_id,ridx,tid_fixed
221,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,,,,,,12052,H,8,Autocuration,4,ORIGINAL,1,,CHEMBL615254,2011-01-19 17:05:09,LJB Desc Spelling,Invitro inhibitory activity against rat platelet 12-lipoxygenase at 100 microM,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
222,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,,,,,,12052,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615255,2011-01-19 17:05:05,LJB Desc Spelling,Invitro inhibitory activity against rat platelet 12-lipoxygenase at 30 microM,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
223,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,,,,,12052,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615256,2011-01-19 17:04:42,LJB Desc Spelling,Invitro inhibitory activity against rat platelet 12-lipoxygenaseat 10 microM,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
224,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,,,,,,12052,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615257,2011-01-19 15:40:49,LJB Desc Spelling,Invitro inhibitory activity against rat platelet 12-lipoxygenase,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
225,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,,,,,,12052,H,8,Autocuration,5,ORIGINAL,1,,CHEMBL615258,2011-01-19 17:05:06,LJB Desc Spelling,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 microM.,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
226,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,,Homo sapiens,9606,,,41M,,80007,N,1,Intermediate,5,ORIGINAL,1,,CHEMBL615259,2013-02-14 14:00:47,set cell-type from tid,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,,,,,621,BAO_0000219,,,,CLD0,0,0,CLD0,
227,12989,In vitro antitumor activity against 41M cell line.,F,,,Homo sapiens,9606,,,41M,,80007,N,1,Expert,37,ORIGINAL,1,,CHEMBL615260,2013-02-14 14:00:47,set cell-type from tid,In vitro antitumor activity against 41M cell line was determined,,,,,,621,BAO_0000219,,,,CLD0,0,0,CLD0,
228,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,,Homo sapiens,9606,,,41M,,80007,N,1,Intermediate,9,ORIGINAL,1,,CHEMBL615261,2013-02-14 14:00:47,set cell-type from tid,cytotoxicity aganist 41M cells incubated for 24h in MTT assay.,,,,,,621,BAO_0000219,,,,CLD0,0,0,CLD0,
229,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,,Homo sapiens,9606,,,41M/CDDP,,80007,N,1,Intermediate,5,ORIGINAL,1,,CHEMBL615262,2013-02-14 14:00:47,set cell-type from tid,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,,,,,,BAO_0000219,,,,CLD0,0,0,CLD0,
230,12989,In vitro antitumor activity against 41McisR cell line.,F,,,Homo sapiens,9606,,,41McisR,,80007,N,1,Expert,37,ORIGINAL,1,,CHEMBL615263,2013-02-14 14:00:47,set cell-type from tid,In vitro antitumor activity against 41McisR cell line was determined,,,,,,5599,BAO_0000219,,,,CLD0,0,0,CLD0,
231,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,,Homo sapiens,9606,,,41McisR,,80007,N,1,Expert,25,ORIGINAL,1,,CHEMBL838393,2013-12-05 18:44:55,george_spelling,Resistant factor of the compound was determined between IC50 of resistant line to that of 41McisR cell line,,,,,,5599,BAO_0000219,,,,CLD0,0,0,CLD0,
232,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,,Homo sapiens,9606,,,41McisR,,80007,N,1,Intermediate,9,ORIGINAL,1,,CHEMBL615264,2013-02-14 14:00:47,set cell-type from tid,cytotoxicity aganist 41McisR cells incubated for 24h in MTT assay,,,,,,5599,BAO_0000219,,,,CLD0,0,0,CLD0,
233,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,,Homo sapiens,9606,,,,,84,D,9,Expert,1,ORIGINAL,1,,CHEMBL615265,2006-04-20 15:42:47,admin_actype,Inhibitory activity of the compound against 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
234,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,Homo sapiens,9606,,,,,68,D,9,Expert,13,ORIGINAL,1,,CHEMBL615266,2006-04-20 15:42:47,admin_actype,Inhibitory activity of the compound against 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
235,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,,,,,,68,H,8,Expert,25,ORIGINAL,1,,CHEMBL615267,2010-10-26 17:10:29,SQL-abbr-desc,Inhibitory activity of the compound against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
236,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,,,,,10201,H,8,Expert,10,ORIGINAL,1,,CHEMBL615268,2006-04-20 15:43:45,admin_actype,Equilibrium dissociation constant of the compound towards human 5'-methylthioadenosine phosphorylase,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
237,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,,,,,,10201,H,8,Expert,6,ORIGINAL,1,,CHEMBL615269,2006-04-20 15:43:45,admin_actype,Equilibrium dissociation constant of the compound towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
238,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,,,,,10201,H,8,Expert,16,ORIGINAL,1,,CHEMBL615270,2006-04-20 15:43:45,admin_actype,Initial dissociation constant of the compound towards human 5'-methylthioadenosine phosphorylase,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
239,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,,,,,12220,H,8,Autocuration,2,ORIGINAL,1,,CHEMBL615271,2006-11-28 16:58:32,BautoJPO,"Evaluated for inhibitory activitie on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100microM",,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
240,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,562,,,,,11303,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615272,2006-11-23 12:25:28,BautoJPO,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1mM; NT=Not tested",,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
241,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,562,,,,,11303,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615103,2006-11-28 16:58:32,BautoJPO,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1mM; NT=Not tested",,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
242,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,,Escherichia coli,562,,,,,11303,H,8,Autocuration,2,ORIGINAL,1,,CHEMBL615104,2006-11-23 12:25:28,BautoJPO,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1mM;NT=Not tested",,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
243,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,,,,,12220,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615105,2006-11-28 16:58:32,BautoJPO,"Evaluated for inhibitory activitie on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100microM",,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
244,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,,,,,,12220,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL872866,2006-11-23 12:26:18,BautoJPO,"Evaluated for inhibitory activitie on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100microM",,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
245,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823,,,,,11303,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615106,2013-12-05 18:44:55,george_spelling,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase  (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
246,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,,Sus scrofa,9823,,,,,11303,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615107,2006-04-20 15:43:24,admin_actype,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
247,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823,,,,,11303,H,8,Autocuration,2,ORIGINAL,1,,CHEMBL615108,2006-04-20 15:43:24,admin_actype,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
248,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,9823,,,,,11303,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615109,2006-04-20 15:43:24,admin_actype,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
249,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823,,,,,11303,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615110,2006-04-20 15:43:24,admin_actype,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
250,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823,,,,,11303,H,8,Autocuration,3,ORIGINAL,1,,CHEMBL840105,2006-04-20 15:43:24,admin_actype,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
251,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,9823,,,,,11303,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615111,2006-04-20 15:43:24,admin_actype,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
252,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823,,,,,11303,H,8,Autocuration,2,ORIGINAL,1,,CHEMBL615112,2006-04-20 15:43:24,admin_actype,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
253,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,,Sus scrofa,9823,,,,,11303,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615113,2006-04-20 15:43:24,admin_actype,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
254,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,,Sus scrofa,9823,,,,,11303,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615114,2006-04-20 15:43:24,admin_actype,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
255,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823,,,,,11303,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615115,2006-04-20 15:43:24,admin_actype,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
256,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823,,,,,11303,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615116,2006-04-20 15:43:41,admin_actype,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
257,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,,,,,,11303,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615698,2013-12-19 14:25:23,george_spelling,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase ,competitive against (+)-L-5,10-methenyltetrahydrofolate",,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
258,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823,,,,,22226,U,0,Autocuration,4,ORIGINAL,1,,CHEMBL615699,2006-04-20 15:43:24,admin_actype,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
259,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,,Sus scrofa,9823,,,,,22226,U,0,Autocuration,1,ORIGINAL,1,,CHEMBL615700,2006-04-20 15:43:24,admin_actype,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
260,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,,Saccharomyces cerevisiae,4932,,,,,100249,H,8,Expert,12,ORIGINAL,1,,CHEMBL615701,2006-04-20 15:42:47,admin_actype,Compound was evaluated for inhibition of 5-Desaturase Inhibitor (an Enzyme Late in the Biosynthesis of the Fungal Sterol Ergosterol).,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
261,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,10116,,,,,22226,U,0,Autocuration,8,ORIGINAL,1,,CHEMBL615702,2004-10-31 12:48:03,admin,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
262,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,10116,,,,,22226,U,0,Autocuration,9,ORIGINAL,1,,CHEMBL615703,2004-10-31 12:48:03,admin,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
263,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,,Rattus norvegicus,10116,,,,,22226,U,0,Autocuration,7,ORIGINAL,1,,CHEMBL615704,2004-10-31 12:48:03,admin,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
264,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,,,,,104698,H,6,Autocuration,14,ORIGINAL,1,,CHEMBL615705,2006-04-20 15:43:22,admin_actype,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
265,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,,,,,104698,H,6,Autocuration,1,ORIGINAL,1,,CHEMBL615706,2006-04-20 15:43:22,admin_actype,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
266,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,,Cavia porcellus,10141,,Ileum,,,20033,D,9,Intermediate,12,ORIGINAL,1,,CHEMBL615707,2013-03-07 16:01:20,H2D_target_reset,Relative ability of the compound to increase cholinergically mediated contractions in isolated ileum of guinea pig,,,,,,,BAO_0000221,2116,,,CLD0,0,0,CLD0,
267,12211,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,,,,,,10623,H,8,Expert,9,ORIGINAL,1,,CHEMBL615708,2006-04-20 15:42:35,admin_actype,Stimulatory activity of intragastric pressure was tested in the rat,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
268,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,,,,,,121,H,8,Autocuration,7,ORIGINAL,1,,CHEMBL615709,2004-10-31 12:48:03,spell,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetin as a radioligand.,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
269,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,,Rattus norvegicus,10116,,,,,22221,N,1,Autocuration,5,ORIGINAL,1,,CHEMBL615710,2006-04-20 15:42:35,admin_actype,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,,,,,,BAO_0000218,,,,CLD0,0,0,CLD0,
270,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,,,,,12688,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615711,2011-06-09 17:19:30,F_type_fix,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
271,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,,Homo sapiens,9606,,,,,121,D,9,Expert,14,ORIGINAL,1,,CHEMBL615712,2006-04-20 15:43:45,admin_actype,Binding affinity of the compound was evaluated at 5-HT reuptake site labeled with [3H]-paroxetine,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
272,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,,Homo sapiens,9606,,,,,121,D,9,Expert,1,ORIGINAL,1,,CHEMBL836325,2006-04-20 15:43:45,admin_actype,Binding affinity of the compound was evaluated at 5-HT reuptake site labeled with [3H]-paroxetine; No data,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
273,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,,,,,,12198,H,8,Autocuration,2,ORIGINAL,1,,CHEMBL615713,2011-01-19 17:05:01,LJB Desc Spelling,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
274,11863,Inhibition constant of high-affinity 5-HT uptake,B,,,,,,,,,12198,H,8,Autocuration,2,ORIGINAL,1,,CHEMBL615714,2006-04-20 15:43:45,admin_actype,Inhibition constant of high-affinity 5-HT uptake,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
275,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,,,,,,12198,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615715,2013-12-05 18:11:28,george_spelling,Michealis Menton constant was reported for high affinity transport of 5-HT,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
276,11863,Maximum rate was determined for high affinity transport of 5-HT,F,,,,,,,,,12198,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615716,2004-10-31 12:48:03,admin,Maximum rate was determined for high affinity transport of 5-HT,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
