cell_id,cell_name,cell_description,cell_source_tissue,cell_source_organism,cell_source_tax_id,clo_id,efo_id,cellosaurus_id,cl_lincs_id,chembl_id,cell_ontology_id
1241,DoTc2-4510,DoTc2-4510,,Homo sapiens,9606,CLO_0002808,,CVCL_1181,,CHEMBL3308728,
1242,DV-90,DV-90,,Homo sapiens,9606,CLO_0002847,,CVCL_1184,LCL-1636,CHEMBL3308729,
1243,EFO-21,EFO-21,,Homo sapiens,9606,CLO_0002892,,CVCL_0029,LCL-1515,CHEMBL3308730,
1244,EGI-1,EGI-1,,Homo sapiens,9606,CLO_0002895,,CVCL_1193,LCL-1787,CHEMBL3308731,
1245,ESS-1,ESS-1,,Homo sapiens,9606,CLO_0002954,,CVCL_1205,LCL-1507,CHEMBL3308384,
1246,FTC-133,FTC-133,,Homo sapiens,9606,CLO_0003402,,CVCL_1219,LCL-1677,CHEMBL3308732,
1247,G-402,G-402,,Homo sapiens,9606,CLO_0003435,EFO_0002180,CVCL_1221,LCL-1751,CHEMBL3308733,
1248,GAMG,GAMG,,Homo sapiens,9606,CLO_0003450,,CVCL_1226,LCL-1351,CHEMBL3308734,
1249,GP5d,GP5d,,Homo sapiens,9606,CLO_0003555,,CVCL_1235,LCL-1176,CHEMBL3308735,
1250,H-EMC-SS,H-EMC-SS,,Homo sapiens,9606,CLO_0003701,,CVCL_1238,LCL-1458,CHEMBL3308736,
1251,H4,H4,Neuroglioma cells,Homo sapiens,9606,CLO_0003599,EFO_0002184,CVCL_1239,LCL-1401,CHEMBL3308507,
1252,HCC1143,HCC1143,,Homo sapiens,9606,CLO_0003630,EFO_0001169,CVCL_1245,LCL-1329,CHEMBL3308737,
1253,HCC1419,HCC1419,,Homo sapiens,9606,CLO_0003636,EFO_0005372,CVCL_1251,LCL-1314,CHEMBL3308738,
1254,HCC1569,HCC1569,,Homo sapiens,9606,CLO_0003640,EFO_0001173,CVCL_1255,LCL-1480,CHEMBL3308497,
1255,HCC38,HCC38,,Homo sapiens,9606,CLO_0003655,EFO_0001180,CVCL_1267,LCL-1334,CHEMBL3308578,
1256,HCC70,HCC70,,Homo sapiens,9606,CLO_0003658,EFO_0001181,CVCL_1270,LCL-1335,CHEMBL3308739,
1257,HEC-1,HEC-1,,Homo sapiens,9606,,,CVCL_1274,LCL-1496,CHEMBL3308740,
1258,HGC-27,HGC-27,,Homo sapiens,9606,CLO_0003739,,CVCL_1279,LCL-1882,CHEMBL3308741,
1259,HN,HN,,Homo sapiens,9606,CLO_0003788,,CVCL_1283,LCL-1209,CHEMBL3308742,
1260,HO-1-N-1,HO-1-N-1,,Homo sapiens,9606,,,CVCL_1284,LCL-1204,CHEMBL3308743,
1261,HPAF-II,HPAF-II,,Homo sapiens,9606,CLO_0003816,EFO_0002198,CVCL_0313,LCL-1736,CHEMBL3308744,
1262,HT-3,HT-3,,Homo sapiens,9606,CLO_0004286,EFO_0002204,CVCL_1293,LCL-1304,CHEMBL3308745,
1263,HT55,HT55,,Homo sapiens,9606,CLO_0004287,,CVCL_1294,LCL-1163,CHEMBL3308746,
1264,HTC-C3,HTC-C3,,Homo sapiens,9606,,,CVCL_1295,LCL-1689,CHEMBL3308747,
1265,HuO9,HuO9,,Homo sapiens,9606,,,CVCL_1298,LCL-1423,CHEMBL3308748,
1266,HuP-T3,HuP-T3,,Homo sapiens,9606,CLO_0004300,,CVCL_1299,LCL-1790,CHEMBL3308399,
1267,IGR-1,IGR-1,,Homo sapiens,9606,CLO_0006669,,CVCL_1303,LCL-1247,CHEMBL3308749,
1268,KOSC-2,KOSC-2,,Homo sapiens,9606,,,CVCL_1337,,CHEMBL3308750,
1269,KP-4,KP-4,,Homo sapiens,9606,,,CVCL_1338,LCL-1725,CHEMBL3308751,
1270,KYSE-140,KYSE-140,,Homo sapiens,9606,CLO_0007128,,CVCL_1347,LCL-1547,CHEMBL3308752,
1271,KYSE-180,KYSE-180,,Homo sapiens,9606,CLO_0007130,,CVCL_1349,LCL-1549,CHEMBL3308389,
1272,KYSE-270,KYSE-270,,Homo sapiens,9606,CLO_0007131,,CVCL_1350,LCL-1552,CHEMBL3308753,
1273,KYSE-410,KYSE-410,,Homo sapiens,9606,CLO_0007133,,CVCL_1352,LCL-1554,CHEMBL3308754,
1274,KYSE-450,KYSE-450,,Homo sapiens,9606,CLO_0007134,,CVCL_1353,LCL-1550,CHEMBL3308755,
1275,LN-405,LN-405,,Homo sapiens,9606,CLO_0007364,,CVCL_1378,LCL-1395,CHEMBL3308756,
1276,LU-99A,LU-99A,,Homo sapiens,9606,,,CVCL_1393,,CHEMBL3308757,
1277,MC-IXC,MC-IXC,,Homo sapiens,9606,CLO_0007615,EFO_0002230,CVCL_1398,LCL-1967,CHEMBL3308758,
1278,MDA-MB-157,MDA-MB-157,,Homo sapiens,9606,CLO_0007632,EFO_0001206,CVCL_0618,LCL-1916,CHEMBL3308759,
1279,MDA-MB-175-VII,MDA-MB-175-VII,,Homo sapiens,9606,CLO_0007633,EFO_0001208,CVCL_1400,LCL-1317,CHEMBL3308404,
1280,MDA-MB-415,MDA-MB-415,,Homo sapiens,9606,CLO_0007637,EFO_0001212,CVCL_0621,LCL-1469,CHEMBL3308760,
1281,MEL-JUSO,MEL-JUSO,,Homo sapiens,9606,CLO_0007676,,CVCL_1403,LCL-1252,CHEMBL3308761,
1282,MFE-280,MFE-280,,Homo sapiens,9606,CLO_0007692,,CVCL_1405,LCL-1500,CHEMBL3308455,
1283,MFE-296,MFE-296,,Homo sapiens,9606,CLO_0007693,,CVCL_1406,LCL-1501,CHEMBL3308374,
1284,MHH-ES-1,MHH-ES-1,,Homo sapiens,9606,CLO_0007718,,CVCL_1411,LCL-1454,CHEMBL3308762,
1286,MOG-G-CCM,MOG-G-CCM,,Homo sapiens,9606,CLO_0007817,,CVCL_2613,LCL-1396,CHEMBL3308456,
1287,NCCIT,NCCIT,,Homo sapiens,9606,CLO_0007955,,CVCL_1451,,CHEMBL3308379,
1288,NCI-H1048,NCI-H1048,,Homo sapiens,9606,CLO_0007979,EFO_0002248,CVCL_1453,LCL-1810,CHEMBL3308763,
1289,NCI-H1437,NCI-H1437,,Homo sapiens,9606,CLO_0007997,EFO_0002254,CVCL_1472,LCL-1637,CHEMBL3308764,
1290,NCI-H1563,NCI-H1563,,Homo sapiens,9606,CLO_0008000,EFO_0002255,CVCL_1475,LCL-1661,CHEMBL3308457,
1291,NCI-H1581,NCI-H1581,,Homo sapiens,9606,CLO_0008003,EFO_0002257,CVCL_1479,LCL-1783,CHEMBL3308765,
1292,NCI-H1623,NCI-H1623,,Homo sapiens,9606,CLO_0008005,EFO_0002259,CVCL_1481,LCL-1639,CHEMBL3308766,
1293,NCI-H1651,NCI-H1651,,Homo sapiens,9606,CLO_0008008,EFO_0002261,CVCL_1484,LCL-1633,CHEMBL3308383,
1294,NCI-H1693,NCI-H1693,,Homo sapiens,9606,CLO_0008012,,CVCL_1488,LCL-1640,CHEMBL3308458,
1295,NCI-H1703,NCI-H1703,,Homo sapiens,9606,CLO_0008014,EFO_0002264,CVCL_1490,LCL-1582,CHEMBL3308503,
1296,NCI-H1734,NCI-H1734,,Homo sapiens,9606,CLO_0008015,,CVCL_1491,LCL-1641,CHEMBL3308767,
1297,NCI-H1755,NCI-H1755,,Homo sapiens,9606,CLO_0008016,,CVCL_1492,LCL-1642,CHEMBL3308768,
1298,NCI-H1793,NCI-H1793,,Homo sapiens,9606,CLO_0008020,EFO_0002267,CVCL_1496,LCL-1645,CHEMBL3308579,
1299,NCI-H2009,NCI-H2009,,Homo sapiens,9606,CLO_0008038,EFO_0002273,CVCL_1514,LCL-1647,CHEMBL3308459,
1300,NCI-H2030,NCI-H2030,,Homo sapiens,9606,CLO_0008041,EFO_0002274,CVCL_1517,LCL-1648,CHEMBL3308769,
1301,NCI-H2087,NCI-H2087,,Homo sapiens,9606,CLO_0008048,EFO_0002277,CVCL_1524,LCL-1650,CHEMBL3308770,
1302,NCI-H2122,NCI-H2122,,Homo sapiens,9606,CLO_0008055,EFO_0002279,CVCL_1531,LCL-1651,CHEMBL3308771,
1303,NCI-H2170,NCI-H2170,,Homo sapiens,9606,CLO_0008059,EFO_0002281,CVCL_1535,LCL-1590,CHEMBL3308460,
1304,NCI-H2196,NCI-H2196,,Homo sapiens,9606,CLO_0008063,,CVCL_1539,LCL-1816,CHEMBL3308772,
1305,NCI-H2342,NCI-H2342,,Homo sapiens,9606,CLO_0008073,,CVCL_1549,LCL-1654,CHEMBL3308773,
1306,NCI-H2405,NCI-H2405,,Homo sapiens,9606,CLO_0008075,EFO_0002288,CVCL_1551,LCL-1655,CHEMBL3308774,
1307,NCI-H28,NCI-H28,,Homo sapiens,9606,CLO_0008079,,CVCL_1555,,CHEMBL3308775,
1308,NCI-H650,NCI-H650,,Homo sapiens,9606,CLO_0008101,EFO_0002298,CVCL_1575,LCL-1672,CHEMBL3308461,
1309,NCI-H727,NCI-H727,,Homo sapiens,9606,CLO_0008111,,CVCL_1584,LCL-1153,CHEMBL3308393,
1310,NCI-H810,NCI-H810,,Homo sapiens,9606,CLO_0008117,EFO_0002305,CVCL_1590,LCL-1670,CHEMBL3308483,
1314,OAW-28,OAW-28,,Homo sapiens,9606,CLO_0008228,,CVCL_1614,,CHEMBL3308479,
1315,OAW-42,OAW-42,,Homo sapiens,9606,CLO_0008229,,CVCL_1615,,CHEMBL3308397,
1316,OE19,OE19,,Homo sapiens,9606,CLO_0008238,EFO_0002308,CVCL_1622,LCL-1796,CHEMBL3308462,
1317,OE33,OE33,,Homo sapiens,9606,CLO_0008240,EFO_0002310,CVCL_0471,LCL-1797,CHEMBL3308776,
1318,PANC-08-13,PANC-08-13,,Homo sapiens,9606,CLO_0008379,,CVCL_1638,,CHEMBL3308777,
1320,RERF-LC-MS,RERF-LC-MS,,Homo sapiens,9606,,EFO_0002852,CVCL_1655,LCL-1665,CHEMBL3308463,
1321,RMG-I,RMG-I,,Homo sapiens,9606,,,CVCL_1662,LCL-1805,CHEMBL3308778,
1322,RO82-W-1,RO82-W-1,,Homo sapiens,9606,CLO_0008860,,CVCL_0582,LCL-1680,CHEMBL3308779,
1323,RPMI-2650,RPMI-2650,,Homo sapiens,9606,CLO_0008876,,CVCL_1664,,CHEMBL3308780,
1324,S-117,S-117,,Homo sapiens,9606,CLO_0008911,,CVCL_1674,LCL-1777,CHEMBL3308464,
1325,SAS,SAS,,Homo sapiens,9606,,,CVCL_1675,LCL-1221,CHEMBL3308781,
1326,SCC-9,SCC-9,,Homo sapiens,9606,CLO_0008969,,CVCL_1685,LCL-1225,CHEMBL3308782,
1327,SCH,SCH,,Homo sapiens,9606,,EFO_0002856,CVCL_1687,LCL-1148,CHEMBL3308783,
1328,SCLC-21H,SCLC-21H,,Homo sapiens,9606,CLO_0008972,,CVCL_0024,LCL-1822,CHEMBL3308465,
1329,SJRH30,SJRH30,,Homo sapiens,9606,CLO_0009030,EFO_0002329,CVCL_0041,LCL-1408,CHEMBL3308364,
1330,SK-CO-1,SK-CO-1,,Homo sapiens,9606,CLO_0009035,,CVCL_0626,LCL-1184,CHEMBL3308784,
1331,SK-N-AS,SK-N-AS,,Homo sapiens,9606,CLO_0009051,EFO_0002859,CVCL_1700,LCL-1969,CHEMBL3308785,
1332,SKG-IIIa,SKG-IIIa,,Homo sapiens,9606,,,CVCL_1704,LCL-1804,CHEMBL3308786,
1333,SNG-M,SNG-M,,Homo sapiens,9606,,,CVCL_1707,LCL-1503,CHEMBL3308466,
1334,SNU-423,SNU-423,,Homo sapiens,9606,CLO_0009099,EFO_0002348,CVCL_0366,LCL-1935,CHEMBL3308367,
1335,SNU-449,SNU-449,,Homo sapiens,9606,CLO_0009100,EFO_0002349,CVCL_0454,LCL-1936,CHEMBL3308480,
1336,SNU-475,SNU-475,,Homo sapiens,9606,CLO_0009101,EFO_0002350,CVCL_0497,LCL-1937,CHEMBL3308787,
1337,SW13,SW13,,Homo sapiens,9606,CLO_0009209,,CVCL_0542,LCL-1676,CHEMBL3308467,
1338,SW1463,SW1463,,Homo sapiens,9606,CLO_0009212,EFO_0002362,CVCL_1718,LCL-1291,CHEMBL3308788,
1339,SW1783,SW1783,,Homo sapiens,9606,CLO_0009191,EFO_0002364,CVCL_1722,LCL-1399,CHEMBL3308369,
1340,SW1990,SW1990,,Homo sapiens,9606,CLO_0009194,EFO_0002365,CVCL_1723,LCL-1750,CHEMBL3308789,
1341,SW756,SW756,,Homo sapiens,9606,CLO_0009223,EFO_0002370,CVCL_1727,LCL-1544,CHEMBL3308790,
1342,SW780,SW780,,Homo sapiens,9606,CLO_0009199,EFO_0002371,CVCL_1728,LCL-1718,CHEMBL3308468,
1343,TCO-1,TCO-1,,Homo sapiens,9606,,,CVCL_3179,,CHEMBL3308791,
1344,TGW,TGW,,Homo sapiens,9606,,,CVCL_1771,LCL-1962,CHEMBL3308792,
1345,U-118-MG,U-118-MG,,Homo sapiens,9606,CLO_0009451,,CVCL_0633,,CHEMBL3308793,
1346,8505C,8505C,,Homo sapiens,9606,CLO_0001513,,CVCL_1054,LCL-1686,CHEMBL3308353,
1347,BFTC-905,BFTC-905,,Homo sapiens,9606,CLO_0001948,EFO_0002115,CVCL_1083,LCL-1710,CHEMBL3308470,
1348,CAL-148,CAL-148,,Homo sapiens,9606,CLO_0002181,EFO_0005357,CVCL_1106,LCL-1464,CHEMBL3308794,
1349,CCF-STTG1,CCF-STTG1,,Homo sapiens,9606,CLO_0002329,EFO_0002127,CVCL_1118,LCL-1394,CHEMBL3308795,
1350,COLO-792,COLO-792,,Homo sapiens,9606,CLO_0002560,,CVCL_1134,,CHEMBL3308796,
1351,EFM-19,EFM-19,,Homo sapiens,9606,CLO_0002888,EFO_0002175,CVCL_0253,LCL-1311,CHEMBL3308502,
1352,GCT,GCT,,Homo sapiens,9606,CLO_0003464,EFO_0002182,CVCL_1229,LCL-1752,CHEMBL3308471,
1353,HCC1937,HCC1937,,Homo sapiens,9606,CLO_0003645,EFO_0001174,CVCL_0290,LCL-1331,CHEMBL3308371,
1354,HSC-2,HSC-2,,Homo sapiens,9606,,,CVCL_1287,LCL-1206,CHEMBL3308482,
1355,IPC-298,IPC-298,,Homo sapiens,9606,CLO_0006961,,CVCL_1307,LCL-1250,CHEMBL3308797,
1356,LK-2,LK-2,,Homo sapiens,9606,,EFO_0003141,CVCL_1377,LCL-1587,CHEMBL3308472,
1357,MEL-HO,MEL-HO,,Homo sapiens,9606,CLO_0007675,,CVCL_1402,LCL-1251,CHEMBL3308798,
1358,NB69,NB69,,Homo sapiens,9606,,,CVCL_1448,LCL-1999,CHEMBL3308799,
1359,NCI-H1650,NCI-H1650,,Homo sapiens,9606,CLO_0008007,EFO_0002260,CVCL_1483,LCL-1612,CHEMBL3308800,
1360,NCI-H2029,NCI-H2029,,Homo sapiens,9606,CLO_0008040,,CVCL_1516,LCL-1814,CHEMBL3308473,
1361,NCI-H2452,NCI-H2452,,Homo sapiens,9606,CLO_0008077,,CVCL_1553,LCL-1230,CHEMBL3308580,
1362,NH-6,NH-6,,Homo sapiens,9606,,,CVCL_1606,,CHEMBL3308801,
1363,PFSK-1,PFSK-1,,Homo sapiens,9606,CLO_0008425,EFO_0005234,CVCL_1642,LCL-1407,CHEMBL3308802,
1364,SCC-4,SCC-4,,Homo sapiens,9606,CLO_0008968,,CVCL_1684,LCL-1224,CHEMBL3308803,
1365,SK-N-DZ,SK-N-DZ,,Homo sapiens,9606,CLO_0009054,EFO_0002336,CVCL_1701,LCL-1970,CHEMBL3308474,
1366,SW1710,SW1710,,Homo sapiens,9606,CLO_0009213,,CVCL_1721,LCL-1719,CHEMBL3308804,
1367,TYK-nu,TYK-nu,,Homo sapiens,9606,,,CVCL_1776,LCL-1700,CHEMBL3308805,
1369,UACC-812,UACC-812,,Homo sapiens,9606,CLO_0009467,EFO_0001258,CVCL_1781,LCL-1319,CHEMBL3308475,
1370,UACC-893,UACC-893,,Homo sapiens,9606,CLO_0009468,EFO_0002385,CVCL_1782,LCL-1320,CHEMBL3308807,
1371,UMC-11,UMC-11,,Homo sapiens,9606,CLO_0009483,EFO_0002386,CVCL_1784,LCL-1154,CHEMBL3308343,
1372,VM-CUB-1,VM-CUB-1,,Homo sapiens,9606,CLO_0009545,,CVCL_1786,,CHEMBL3308476,
1373,VMRC-LCP,VMRC-LCP,,Homo sapiens,9606,,,CVCL_1788,LCL-1594,CHEMBL3308808,
1374,VMRC-MELG,VMRC-MELG,,Homo sapiens,9606,,,CVCL_1789,LCL-1258,CHEMBL3308809,
1375,VMRC-RCZ,VMRC-RCZ,,Homo sapiens,9606,,,CVCL_1791,LCL-1760,CHEMBL3308810,
1376,WM-115,WM-115,,Homo sapiens,9606,CLO_0009613,EFO_0002390,CVCL_0040,LCL-1260,CHEMBL3308813,
1377,YKG-1,YKG-1,,Homo sapiens,9606,,,CVCL_1796,LCL-1361,CHEMBL3308093,
1378,ZR-75-30,ZR-75-30,,Homo sapiens,9606,CLO_0009728,EFO_0001263,CVCL_1661,LCL-1322,CHEMBL3308094,
1379,AU565,AU565,,Homo sapiens,9606,CLO_0001769,EFO_0001087,CVCL_1074,LCL-1462,CHEMBL3308095,
1380,BHT-101,BHT-101,,Homo sapiens,9606,CLO_0001974,EFO_0002116,CVCL_1085,LCL-1688,CHEMBL3308096,
1381,Ca-Ski,Ca-Ski,,Homo sapiens,9606,CLO_0002201,,CVCL_1100,,CHEMBL3308097,
1382,CAL-27,CAL-27,,Homo sapiens,9606,CLO_0002182,,CVCL_1107,,CHEMBL3308098,
1383,CAL-62,CAL-62,,Homo sapiens,9606,CLO_0002187,EFO_0002126,CVCL_1112,LCL-1683,CHEMBL3308099,
1384,CaR-1,CaR-1,,Homo sapiens,9606,,,CVCL_1116,LCL-1288,CHEMBL3308100,
1385,CHP-212,CHP-212,,Homo sapiens,9606,CLO_0002467,EFO_0002133,CVCL_1125,LCL-1964,CHEMBL3308101,
1386,COLO-741,COLO-741,,Homo sapiens,9606,CLO_0002558,,CVCL_1133,,CHEMBL3308102,
1387,DK-MG,DK-MG,,Homo sapiens,9606,CLO_0002782,EFO_0002161,CVCL_1173,LCL-1350,CHEMBL3308814,
1388,EFE-184,EFE-184,,Homo sapiens,9606,CLO_0002887,,CVCL_1191,LCL-1494,CHEMBL3308103,
1389,EPLC-272H,EPLC-272H,,Homo sapiens,9606,CLO_0002942,,CVCL_1197,LCL-1581,CHEMBL3308104,
1390,GMS-10,GMS-10,,Homo sapiens,9606,CLO_0003547,,CVCL_1233,LCL-1352,CHEMBL3308105,
1391,HCC1395,HCC1395,,Homo sapiens,9606,CLO_0003634,EFO_0002185,CVCL_1249,LCL-1330,CHEMBL3308106,
1392,HCC1954,HCC1954,,Homo sapiens,9606,CLO_0003647,EFO_0001175,CVCL_1259,LCL-1332,CHEMBL3308107,
1393,HLE,HLE,,Homo sapiens,9606,,,CVCL_1281,LCL-1939,CHEMBL3308108,
1394,HSC-4,HSC-4,,Homo sapiens,9606,,,CVCL_1289,LCL-1218,CHEMBL3308109,
1395,HuH-28,HuH-28,,Homo sapiens,9606,,,CVCL_2955,,CHEMBL3308110,
1396,HuP-T4,HuP-T4,,Homo sapiens,9606,CLO_0004302,EFO_0002208,CVCL_1300,LCL-1791,CHEMBL3308815,
1397,KU-19-19,KU-19-19,,Homo sapiens,9606,CLO_0007123,,CVCL_1344,LCL-1715,CHEMBL3308111,
1398,LCLC-97TM1,LCLC-97TM1,,Homo sapiens,9606,CLO_0007283,,CVCL_1376,LCL-1782,CHEMBL3308112,
1399,M059J,M059J,,Homo sapiens,9606,CLO_0007445,,CVCL_0400,LCL-1356,CHEMBL3308113,
1400,ME-180,ME-180,,Homo sapiens,9606,CLO_0007657,,CVCL_1401,LCL-1305,CHEMBL3308114,
1401,MFM-223,MFM-223,,Homo sapiens,9606,CLO_0007695,,CVCL_1408,LCL-1318,CHEMBL3308115,
1402,MSTO-211H,MSTO-211H,,Homo sapiens,9606,CLO_0007880,EFO_0002839,CVCL_1430,LCL-1776,CHEMBL3308116,
1403,NCI-H1573,NCI-H1573,,Homo sapiens,9606,CLO_0008002,EFO_0002256,CVCL_1478,LCL-1638,CHEMBL3308117,
1404,NCI-H1666,NCI-H1666,,Homo sapiens,9606,CLO_0008009,EFO_0002262,CVCL_1485,LCL-1673,CHEMBL3308118,
1405,NCI-H1792,NCI-H1792,,Homo sapiens,9606,CLO_0008019,EFO_0002266,CVCL_1495,LCL-1644,CHEMBL3308816,
1406,NCI-H2052,NCI-H2052,,Homo sapiens,9606,CLO_0008042,EFO_0002275,CVCL_1518,,CHEMBL3308119,
1407,NCI-H2228,NCI-H2228,,Homo sapiens,9606,CLO_0008067,EFO_0002284,CVCL_1543,LCL-1652,CHEMBL3308120,
1408,NCI-H441,NCI-H441,,Homo sapiens,9606,CLO_0008087,EFO_0002292,CVCL_1561,LCL-1911,CHEMBL3308121,
1409,NCI-H838,NCI-H838,,Homo sapiens,9606,CLO_0008121,EFO_0002307,CVCL_1594,LCL-1623,CHEMBL3308122,
1410,NY,NY,,Homo sapiens,9606,,,CVCL_1613,LCL-1429,CHEMBL3308123,
1411,PANC-03-27,PANC-03-27,,Homo sapiens,9606,CLO_0008376,,CVCL_1635,,CHEMBL3308124,
1412,RCM-1,RCM-1,,Homo sapiens,9606,,,CVCL_1648,LCL-1290,CHEMBL3308125,
1413,RVH-421,RVH-421,,Homo sapiens,9606,CLO_0008902,,CVCL_1672,LCL-1255,CHEMBL3308126,
1414,SCCH-26,SCCH-26,,Homo sapiens,9606,,,CVCL_1686,LCL-1968,CHEMBL3308127,
1415,SK-MEL-30,SK-MEL-30,,Homo sapiens,9606,CLO_0009045,,CVCL_0039,LCL-1257,CHEMBL3308128,
1416,SNU-387,SNU-387,,Homo sapiens,9606,CLO_0009097,EFO_0002346,CVCL_0250,LCL-1933,CHEMBL3308817,
1417,SW1417,SW1417,,Homo sapiens,9606,CLO_0009211,EFO_0002361,CVCL_1717,LCL-1185,CHEMBL3308129,
1418,SW626,SW626,,Homo sapiens,9606,CLO_0009222,,CVCL_1725,LCL-1529,CHEMBL3308130,
1419,SW948,SW948,,Homo sapiens,9606,CLO_0009226,EFO_0002375,CVCL_0632,LCL-1187,CHEMBL3308131,
1422,CAL-12T,CAL-12T,,Homo sapiens,9606,CLO_0002180,,CVCL_1105,LCL-1603,CHEMBL3308132,
1423,CoCM-1,CoCM-1,,Homo sapiens,9606,,,CVCL_1127,LCL-1196,CHEMBL3308133,
1424,EFO-27,EFO-27,,Homo sapiens,9606,CLO_0002893,,CVCL_1192,LCL-1521,CHEMBL3308134,
1425,HCC1806,HCC1806,,Homo sapiens,9606,CLO_0003644,EFO_0005373,CVCL_1258,LCL-1960,CHEMBL3308135,
1426,HuO-3N1,HuO-3N1,,Homo sapiens,9606,,,CVCL_1297,LCL-1422,CHEMBL3308818,
1427,LU-135,LU-135,,Homo sapiens,9606,,EFO_0002828,CVCL_1389,LCL-1809,CHEMBL3308136,
1428,MOG-G-UVW,MOG-G-UVW,,Homo sapiens,9606,CLO_0007818,,CVCL_2614,LCL-1397,CHEMBL3308137,
1429,NCI-H1993,NCI-H1993,,Homo sapiens,9606,CLO_0008036,EFO_0002272,CVCL_1512,LCL-1646,CHEMBL3308138,
1430,NCI-H661,NCI-H661,,Homo sapiens,9606,CLO_0008103,EFO_0002299,CVCL_1577,LCL-1785,CHEMBL3308139,
1431,PLC-PRF-5,PLC-PRF-5,,Homo sapiens,9606,CLO_0008459,,CVCL_0485,,CHEMBL3308140,
1432,SK-NEP-1,SK-NEP-1,,Homo sapiens,9606,CLO_0009055,EFO_0002337,CVCL_0631,LCL-1802,CHEMBL3308141,
1433,SW900,SW900,,Homo sapiens,9606,CLO_0009202,EFO_0002374,CVCL_1731,LCL-1593,CHEMBL3308819,
1434,DB,DB,,Homo sapiens,9606,CLO_0002709,EFO_0002158,CVCL_1168,LCL-1119,CHEMBL3308866,
1435,HH,HH,,Homo sapiens,9606,CLO_0003744,EFO_0002194,CVCL_1280,LCL-1141,CHEMBL3308142,
1436,HT,HT,,Homo sapiens,9606,CLO_0004265,EFO_0002200,CVCL_1290,LCL-1949,CHEMBL3308143,
1437,K5,K5,,Homo sapiens,9606,,,CVCL_1322,LCL-1692,CHEMBL3308144,
1438,RL,RL,,Homo sapiens,9606,CLO_0008828,EFO_0002319,CVCL_1660,LCL-1133,CHEMBL3308515,
1439,TT,TT,,Homo sapiens,9606,CLO_0009421,EFO_0002382,CVCL_1774,LCL-1690,CHEMBL3308145,
1440,YT,YT,,Homo sapiens,9606,CLO_0009718,,CVCL_1797,LCL-1913,CHEMBL3308146,
1441,697,697,,Homo sapiens,9606,CLO_0001008,,CVCL_0079,LCL-1042,CHEMBL3308147,
1442,ACN,ACN,,Homo sapiens,9606,CLO_0001655,,CVCL_1068,LCL-1982,CHEMBL3308148,
1443,CMK,CMK,,Homo sapiens,9606,CLO_0002526,EFO_0003037,CVCL_0216,LCL-1051,CHEMBL3308149,
1444,DEL,DEL,,Homo sapiens,9606,CLO_0002742,,CVCL_1170,,CHEMBL3308516,
1445,EB2,EB2,,Homo sapiens,9606,CLO_0002873,EFO_0002173,CVCL_1186,LCL-2031,CHEMBL3308867,
1446,ES1,ES1,,Homo sapiens,9606,,,CVCL_1198,LCL-1439,CHEMBL3308820,
1447,ES3,ES3,,Homo sapiens,9606,,,CVCL_1199,LCL-1440,CHEMBL3308150,
1448,ES4,ES4,,Homo sapiens,9606,,,CVCL_1200,LCL-1441,CHEMBL3308151,
1449,ES5,ES5,,Homo sapiens,9606,,,CVCL_1201,LCL-1442,CHEMBL3308517,
1450,ES6,ES6,,Homo sapiens,9606,,,CVCL_1202,LCL-1443,CHEMBL3308152,
1451,ES7,ES7,,Homo sapiens,9606,,,CVCL_1203,LCL-1444,CHEMBL3308821,
1452,ES8,ES8,,Homo sapiens,9606,,,CVCL_1204,LCL-1445,CHEMBL3308153,
1453,GAK,GAK,,Homo sapiens,9606,,,CVCL_1225,LCL-1272,CHEMBL3308154,
1454,KGN,KGN,,Homo sapiens,9606,,,CVCL_0375,LCL-1297,CHEMBL3308155,
1455,KLE,KLE,,Homo sapiens,9606,CLO_0007104,EFO_0002220,CVCL_1329,LCL-1505,CHEMBL3308518,
1456,NB1,NB1,,Homo sapiens,9606,,,CVCL_8812,LCL-1977,CHEMBL3308822,
1457,NB5,NB5,,Homo sapiens,9606,,,CVCL_8822,LCL-1995,CHEMBL3308156,
1458,NB6,NB6,,Homo sapiens,9606,,,CVCL_8823,LCL-1996,CHEMBL3308157,
1459,NB7,NB7,,Homo sapiens,9606,,,CVCL_8824,LCL-1997,CHEMBL3308158,
1460,REH,REH,,Homo sapiens,9606,,,CVCL_1650,LCL-1039,CHEMBL3308823,
1461,TUR,TUR,,Homo sapiens,9606,CLO_0009447,,CVCL_1775,LCL-2063,CHEMBL3308519,
1462,A388,A388,,Homo sapiens,9606,CLO_0001584,,CVCL_1063,LCL-1342,CHEMBL3308159,
1463,BC-3,BC-3,,Homo sapiens,9606,CLO_0001891,EFO_0002046,CVCL_1080,LCL-1948,CHEMBL3308890,
1464,BOKU,BOKU,,Homo sapiens,9606,,,CVCL_1089,LCL-1545,CHEMBL3308160,
1465,CESS,CESS,,Homo sapiens,9606,CLO_0002360,EFO_0002130,CVCL_0209,LCL-1050,CHEMBL3308863,
1466,CW-2,CW-2,,Homo sapiens,9606,,,CVCL_1151,LCL-1190,CHEMBL3308161,
1467,DSH1,DSH1,,Homo sapiens,9606,,,CVCL_1182,LCL-1706,CHEMBL3308520,
1468,EB-3,EB-3,,Homo sapiens,9606,CLO_0002874,,CVCL_1185,LCL-2032,CHEMBL3308824,
