who_name,level1,level2,level3,level4,level5,level1_description,level2_description,level3_description,level4_description
colestipol,C,C10,C10A,C10AC,C10AC02,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Bile acid sequestrants
colextran,C,C10,C10A,C10AC,C10AC03,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Bile acid sequestrants
colesevelam,C,C10,C10A,C10AC,C10AC04,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Bile acid sequestrants
niceritrol,C,C10,C10A,C10AD,C10AD01,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Nicotinic acid and derivatives
nicotinic acid,C,C10,C10A,C10AD,C10AD02,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Nicotinic acid and derivatives
nicofuranose,C,C10,C10A,C10AD,C10AD03,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Nicotinic acid and derivatives
aluminium nicotinate,C,C10,C10A,C10AD,C10AD04,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Nicotinic acid and derivatives
nicotinyl alcohol (pyridylcarbinol),C,C10,C10A,C10AD,C10AD05,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Nicotinic acid and derivatives
acipimox,C,C10,C10A,C10AD,C10AD06,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Nicotinic acid and derivatives
"nicotinic acid, combinations",C,C10,C10A,C10AD,C10AD52,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Nicotinic acid and derivatives
dextrothyroxine,C,C10,C10A,C10AX,C10AX01,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
probucol,C,C10,C10A,C10AX,C10AX02,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
tiadenol,C,C10,C10A,C10AX,C10AX03,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
meglutol,C,C10,C10A,C10AX,C10AX05,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
omega-3-triglycerides incl. other esters and acids,C,C10,C10A,C10AX,C10AX06,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
magnesium pyridoxal 5-phosphate glutamate,C,C10,C10A,C10AX,C10AX07,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
policosanol,C,C10,C10A,C10AX,C10AX08,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
ezetimibe,C,C10,C10A,C10AX,C10AX09,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
alipogene tiparvovec,C,C10,C10A,C10AX,C10AX10,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
mipomersen,C,C10,C10A,C10AX,C10AX11,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
lomitapide,C,C10,C10A,C10AX,C10AX12,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
evolocumab,C,C10,C10A,C10AX,C10AX13,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
alirocumab,C,C10,C10A,C10AX,C10AX14,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
lovastatin and nicotinic acid,C,C10,C10B,C10BA,C10BA01,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS",HMG CoA reductase inhibitors in combination with other lipid modifying agents
simvastatin and ezetimibe,C,C10,C10B,C10BA,C10BA02,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS",HMG CoA reductase inhibitors in combination with other lipid modifying agents
pravastatin and fenofibrate,C,C10,C10B,C10BA,C10BA03,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS",HMG CoA reductase inhibitors in combination with other lipid modifying agents
simvastatin and fenofibrate,C,C10,C10B,C10BA,C10BA04,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS",HMG CoA reductase inhibitors in combination with other lipid modifying agents
atorvastatin and ezetimibe,C,C10,C10B,C10BA,C10BA05,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS",HMG CoA reductase inhibitors in combination with other lipid modifying agents
rosuvastatin and ezetimibe,C,C10,C10B,C10BA,C10BA06,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS",HMG CoA reductase inhibitors in combination with other lipid modifying agents
simvastatin and acetylsalicylic acid,C,C10,C10B,C10BX,C10BX01,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors, other combinations"
pravastatin and acetylsalicylic acid,C,C10,C10B,C10BX,C10BX02,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors, other combinations"
atorvastatin and amlodipine,C,C10,C10B,C10BX,C10BX03,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors, other combinations"
"simvastatin, acetylsalicylic acid and ramipril",C,C10,C10B,C10BX,C10BX04,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors, other combinations"
rosuvastatin and acetylsalicylic acid,C,C10,C10B,C10BX,C10BX05,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors, other combinations"
"atorvastatin, acetylsalicylic acid and ramipril",C,C10,C10B,C10BX,C10BX06,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors, other combinations"
"rosuvastatin, amlodipine and lisinopril",C,C10,C10B,C10BX,C10BX07,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors, other combinations"
atorvastatin and acetylsalicylic acid,C,C10,C10B,C10BX,C10BX08,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors, other combinations"
rosuvastatin and amlodipine,C,C10,C10B,C10BX,C10BX09,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors, other combinations"
rosuvastatin and valsartan,C,C10,C10B,C10BX,C10BX10,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors, other combinations"
"atorvastatin, amlodipine and perindopril",C,C10,C10B,C10BX,C10BX11,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors, other combinations"
"atorvastatin, acetylsalicylic acid and perindopril",C,C10,C10B,C10BX,C10BX12,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors, other combinations"
"rosuvastatin, perindopril and indapamide",C,C10,C10B,C10BX,C10BX13,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors, other combinations"
"rosuvastatin, amlodipine and perindopril",C,C10,C10B,C10BX,C10BX14,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors, other combinations"
atorvastatin and perindopril,C,C10,C10B,C10BX,C10BX15,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors, other combinations"
nystatin,D,D01,D01A,D01AA,D01AA01,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Antibiotics
natamycin,D,D01,D01A,D01AA,D01AA02,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Antibiotics
hachimycin,D,D01,D01A,D01AA,D01AA03,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Antibiotics
pecilocin,D,D01,D01A,D01AA,D01AA04,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Antibiotics
mepartricin,D,D01,D01A,D01AA,D01AA06,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Antibiotics
pyrrolnitrin,D,D01,D01A,D01AA,D01AA07,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Antibiotics
griseofulvin,D,D01,D01A,D01AA,D01AA08,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Antibiotics
combinations,D,D01,D01A,D01AA,D01AA20,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Antibiotics
clotrimazole,D,D01,D01A,D01AC,D01AC01,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
miconazole,D,D01,D01A,D01AC,D01AC02,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
econazole,D,D01,D01A,D01AC,D01AC03,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
chlormidazole,D,D01,D01A,D01AC,D01AC04,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
isoconazole,D,D01,D01A,D01AC,D01AC05,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
tiabendazole,D,D01,D01A,D01AC,D01AC06,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
tioconazole,D,D01,D01A,D01AC,D01AC07,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
ketoconazole,D,D01,D01A,D01AC,D01AC08,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
sulconazole,D,D01,D01A,D01AC,D01AC09,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
bifonazole,D,D01,D01A,D01AC,D01AC10,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
oxiconazole,D,D01,D01A,D01AC,D01AC11,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
fenticonazole,D,D01,D01A,D01AC,D01AC12,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
omoconazole,D,D01,D01A,D01AC,D01AC13,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
sertaconazole,D,D01,D01A,D01AC,D01AC14,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
fluconazole,D,D01,D01A,D01AC,D01AC15,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
flutrimazole,D,D01,D01A,D01AC,D01AC16,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
eberconazole,D,D01,D01A,D01AC,D01AC17,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
luliconazole,D,D01,D01A,D01AC,D01AC18,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
efinaconazole,D,D01,D01A,D01AC,D01AC19,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
imidazoles/triazoles in combination with corticosteroids,D,D01,D01A,D01AC,D01AC20,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
"miconazole, combinations",D,D01,D01A,D01AC,D01AC52,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
"bifonazole, combinations",D,D01,D01A,D01AC,D01AC60,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
bromochlorosalicylanilide,D,D01,D01A,D01AE,D01AE01,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
methylrosaniline,D,D01,D01A,D01AE,D01AE02,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
tribromometacresol,D,D01,D01A,D01AE,D01AE03,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
undecylenic acid,D,D01,D01A,D01AE,D01AE04,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
polynoxylin,D,D01,D01A,D01AE,D01AE05,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
2-(4-chlorphenoxy)-ethanol,D,D01,D01A,D01AE,D01AE06,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
chlorphenesin,D,D01,D01A,D01AE,D01AE07,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
ticlatone,D,D01,D01A,D01AE,D01AE08,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
sulbentine,D,D01,D01A,D01AE,D01AE09,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
ethyl hydroxybenzoate,D,D01,D01A,D01AE,D01AE10,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
haloprogin,D,D01,D01A,D01AE,D01AE11,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
salicylic acid,D,D01,D01A,D01AE,D01AE12,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
selenium sulfide,D,D01,D01A,D01AE,D01AE13,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
ciclopirox,D,D01,D01A,D01AE,D01AE14,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
terbinafine,D,D01,D01A,D01AE,D01AE15,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
amorolfine,D,D01,D01A,D01AE,D01AE16,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
dimazole,D,D01,D01A,D01AE,D01AE17,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
tolnaftate,D,D01,D01A,D01AE,D01AE18,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
tolciclate,D,D01,D01A,D01AE,D01AE19,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
combinations,D,D01,D01A,D01AE,D01AE20,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
flucytosine,D,D01,D01A,D01AE,D01AE21,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
naftifine,D,D01,D01A,D01AE,D01AE22,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
butenafine,D,D01,D01A,D01AE,D01AE23,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
tavaborole,D,D01,D01A,D01AE,D01AE24,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
"undecylenic acid, combinations",D,D01,D01A,D01AE,D01AE54,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
griseofulvin,D,D01,D01B,D01BA,D01BA01,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR SYSTEMIC USE,Antifungals for systemic use
terbinafine,D,D01,D01B,D01BA,D01BA02,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR SYSTEMIC USE,Antifungals for systemic use
carbamide,D,D02,D02A,D02AE,D02AE01,DERMATOLOGICALS,EMOLLIENTS AND PROTECTIVES,EMOLLIENTS AND PROTECTIVES,Carbamide products
"carbamide, combinations",D,D02,D02A,D02AE,D02AE51,DERMATOLOGICALS,EMOLLIENTS AND PROTECTIVES,EMOLLIENTS AND PROTECTIVES,Carbamide products
aminobenzoic acid,D,D02,D02B,D02BA,D02BA01,DERMATOLOGICALS,EMOLLIENTS AND PROTECTIVES,PROTECTIVES AGAINST UV-RADIATION,Protectives against UV-radiation for topical use
octinoxate,D,D02,D02B,D02BA,D02BA02,DERMATOLOGICALS,EMOLLIENTS AND PROTECTIVES,PROTECTIVES AGAINST UV-RADIATION,Protectives against UV-radiation for topical use
betacarotene,D,D02,D02B,D02BB,D02BB01,DERMATOLOGICALS,EMOLLIENTS AND PROTECTIVES,PROTECTIVES AGAINST UV-RADIATION,Protectives against UV-radiation for systemic use
afamelanotide,D,D02,D02B,D02BB,D02BB02,DERMATOLOGICALS,EMOLLIENTS AND PROTECTIVES,PROTECTIVES AGAINST UV-RADIATION,Protectives against UV-radiation for systemic use
cadexomer iodine,D,D03,D03A,D03AX,D03AX01,DERMATOLOGICALS,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
dextranomer,D,D03,D03A,D03AX,D03AX02,DERMATOLOGICALS,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
dexpanthenol,D,D03,D03A,D03AX,D03AX03,DERMATOLOGICALS,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
calcium pantothenate,D,D03,D03A,D03AX,D03AX04,DERMATOLOGICALS,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
hyaluronic acid,D,D03,D03A,D03AX,D03AX05,DERMATOLOGICALS,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
becaplermin,D,D03,D03A,D03AX,D03AX06,DERMATOLOGICALS,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
crilanomer,D,D03,D03A,D03AX,D03AX09,DERMATOLOGICALS,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
enoxolone,D,D03,D03A,D03AX,D03AX10,DERMATOLOGICALS,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
sodium chlorite,D,D03,D03A,D03AX,D03AX11,DERMATOLOGICALS,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
trolamine,D,D03,D03A,D03AX,D03AX12,DERMATOLOGICALS,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
Betulae cortex,D,D03,D03A,D03AX,D03AX13,DERMATOLOGICALS,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
trypsin,D,D03,D03B,D03BA,D03BA01,DERMATOLOGICALS,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,ENZYMES,Proteolytic enzymes
collagenase,D,D03,D03B,D03BA,D03BA02,DERMATOLOGICALS,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,ENZYMES,Proteolytic enzymes
bromelains,D,D03,D03B,D03BA,D03BA03,DERMATOLOGICALS,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,ENZYMES,Proteolytic enzymes
"collagenase, combinations",D,D03,D03B,D03BA,D03BA52,DERMATOLOGICALS,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,ENZYMES,Proteolytic enzymes
thonzylamine,D,D04,D04A,D04AA,D04AA01,DERMATOLOGICALS,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
mepyramine,D,D04,D04A,D04AA,D04AA02,DERMATOLOGICALS,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
thenalidine,D,D04,D04A,D04AA,D04AA03,DERMATOLOGICALS,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
tripelennamine,D,D04,D04A,D04AA,D04AA04,DERMATOLOGICALS,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
chloropyramine,D,D04,D04A,D04AA,D04AA09,DERMATOLOGICALS,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
promethazine,D,D04,D04A,D04AA,D04AA10,DERMATOLOGICALS,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
tolpropamine,D,D04,D04A,D04AA,D04AA12,DERMATOLOGICALS,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
dimetindene,D,D04,D04A,D04AA,D04AA13,DERMATOLOGICALS,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
clemastine,D,D04,D04A,D04AA,D04AA14,DERMATOLOGICALS,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
bamipine,D,D04,D04A,D04AA,D04AA15,DERMATOLOGICALS,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
pheniramine,D,D04,D04A,D04AA,D04AA16,DERMATOLOGICALS,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
