protclasssyn_id,protein_class_id,protein_class_synonym,syn_type
37436,146,RECEPT NERVE GROWTH FACTOR,UMLS
37437,146,RECEPT NGF,UMLS
37438,146,Neurotrophin Receptors,UMLS
37439,146,NGF RECEPT,UMLS
37440,146,NGF Receptors,UMLS
37441,146,ConceptWiki:c68ccf07-d003-434d-bdef-dd7c91b0181f,CW_XREF
37442,146,MESH:D017475,MESH_XREF
37540,147,"Receptors, GABA-B",CONCEPT_WIKI
37541,147,Baclofen Receptors,CONCEPT_WIKI
37542,147,GABA-B Receptors,CONCEPT_WIKI
37543,147,Baclofen Receptor,CONCEPT_WIKI
37544,147,"Receptors, Baclofen",CONCEPT_WIKI
37545,147,GABA B Receptors,CONCEPT_WIKI
37546,147,"Receptor, Baclofen",CONCEPT_WIKI
37547,147,"Receptors, GABA B",CONCEPT_WIKI
37548,147,"Receptor, GABA-B",CONCEPT_WIKI
37550,147,GABA B Receptor,CONCEPT_WIKI
37551,147,RECEPT GABA B,CONCEPT_WIKI
37552,147,RECEPT BACLOFEN,CONCEPT_WIKI
37553,147,GABA B RECEPT,CONCEPT_WIKI
37554,147,GABA-B Receptor,CONCEPT_WIKI
37555,147,BACLOFEN RECEPT,CONCEPT_WIKI
37556,147,GABA-B Receptors,UMLS
37557,147,Baclofen Receptors,UMLS
37558,147,Baclofen Receptor,UMLS
37559,147,"Receptors, Baclofen",UMLS
37560,147,GABA B Receptors,UMLS
37561,147,"Receptor, Baclofen",UMLS
37562,147,"Receptors, GABA B",UMLS
37563,147,"Receptor, GABA-B",UMLS
37564,147,"Receptors, GABA-B",UMLS
37565,147,GABA B Receptor,UMLS
37566,147,RECEPT GABA B,UMLS
37567,147,RECEPT BACLOFEN,UMLS
37568,147,GABA B RECEPT,UMLS
37569,147,GABA-B Receptor,UMLS
37570,147,BACLOFEN RECEPT,UMLS
37571,147,ConceptWiki:c17faa47-689f-4109-a362-c42f88c6ba33,CW_XREF
37572,147,MESH:D018080,MESH_XREF
37573,148,CMGC kinase group,CONCEPT_WIKI
37574,149,Epidermal growth factor receptor (EGFR),CONCEPT_WIKI
37594,15,Subtilisin,CONCEPT_WIKI
37595,15,Serine peptidase S8 family,CONCEPT_WIKI
37596,15, Subtilisin family,CONCEPT_WIKI
37598,15,Subtilisin,UMLS
37599,15,ConceptWiki:505a1f7d-16b6-4ebf-9fad-925a6a876afb,CW_XREF
37600,15,MESH:D020860,MESH_XREF
37601,150,Fibroblast growth factor receptor (FGFR),CONCEPT_WIKI
37602,150,"Receptors, Fibroblast Growth Factor",CONCEPT_WIKI
37603,150,RECEPT FGF,CONCEPT_WIKI
37604,150,"Receptor, FGF",CONCEPT_WIKI
37605,150,Fibroblast Growth Factor Receptors,CONCEPT_WIKI
37606,150,FGF RECEPT,CONCEPT_WIKI
37608,150,FIBROBLAST GROWTH FACTOR RECEPT,CONCEPT_WIKI
37609,150,FGF Receptor,CONCEPT_WIKI
37610,150,Fibroblast Growth Factor Receptor,CONCEPT_WIKI
37611,150,RECEPT FIBROBLAST GROWTH FACTOR,CONCEPT_WIKI
37612,150,"Receptors, FGF",CONCEPT_WIKI
37613,150,FGF Receptors,CONCEPT_WIKI
37614,150,RECEPT FGF,UMLS
37615,150,"Receptor, FGF",UMLS
37616,150,Fibroblast Growth Factor Receptors,UMLS
37617,150,FGF RECEPT,UMLS
37618,150,"Receptors, Fibroblast Growth Factor",UMLS
37619,150,FIBROBLAST GROWTH FACTOR RECEPT,UMLS
37620,150,Fibroblast Growth Factor Receptor,UMLS
37621,150,FGF Receptor,UMLS
37622,150,"Receptors, FGF",UMLS
37623,150,RECEPT FIBROBLAST GROWTH FACTOR,UMLS
37624,150,FGF Receptors,UMLS
37625,150,ConceptWiki:bc07d467-d040-4794-ae55-a6c412778290,CW_XREF
37626,150,MESH:D017468,MESH_XREF
37627,151,Insulin receptor (InsR),CONCEPT_WIKI
37628,152,Janus kinase (Jak),CONCEPT_WIKI
37629,152,Janus Kinases,CONCEPT_WIKI
37630,152,"Kinases, JAK",CONCEPT_WIKI
37632,152,"Kinases, Janus",CONCEPT_WIKI
37633,152,JAK Kinases,CONCEPT_WIKI
37634,152,"Kinases, JAK",UMLS
37635,152,Janus Kinases,UMLS
37636,152,JAK Kinases,UMLS
37637,152,"Kinases, Janus",UMLS
37638,152,ConceptWiki:18fff8b1-2639-4b1a-9c7d-31a1ed54bfb4,CW_XREF
37639,152,MESH:D053612,MESH_XREF
37640,153,Janus kinase (Jak),CONCEPT_WIKI
37641,153,Janus Kinases,CONCEPT_WIKI
37642,153,"Kinases, JAK",CONCEPT_WIKI
37644,153,"Kinases, Janus",CONCEPT_WIKI
37645,153,JAK Kinases,CONCEPT_WIKI
37646,153,"Kinases, JAK",UMLS
37647,153,Janus Kinases,UMLS
37648,153,JAK Kinases,UMLS
37649,153,"Kinases, Janus",UMLS
37650,153,ConceptWiki:18fff8b1-2639-4b1a-9c7d-31a1ed54bfb4,CW_XREF
37651,153,MESH:D053612,MESH_XREF
37652,154,Serine/threonine-protein phosphatase regulartory subunits,CONCEPT_WIKI
37653,154,"Protein phosphatases, regulatory subunits",CONCEPT_WIKI
37654,155,HPr kinase/phosphorylase,CONCEPT_WIKI
37657,155,ConceptWiki:1711e9f6-bd6c-4b17-a36a-139adfec5caf,CW_XREF
37658,156,Tyrosine-protein phosphatase,CONCEPT_WIKI
37659,156,Tyrosine-specific phosphatases,CONCEPT_WIKI
37662,156,ConceptWiki:82706bf5-0178-465e-8748-d14213341bf0,CW_XREF
37696,158,other serine/threonine-protein kinases,CONCEPT_WIKI
37747,1583,ConceptWiki:469528bf-5e36-449d-be6c-45481a005d01,CW_XREF
37837,159,Platelet-derived growth factor receptor,CONCEPT_WIKI
37838,159,"Receptors, Platelet-Derived Growth Factor",CONCEPT_WIKI
37839,159,RECEPT PDGF,CONCEPT_WIKI
37840,159,Platelet-Derived Growth Factor Receptor,CONCEPT_WIKI
37841,159,Platelet Derived Growth Factor Receptors,CONCEPT_WIKI
37842,159,Platelet Derived Growth Factor Receptor,CONCEPT_WIKI
37843,159,PLATELET DERIVED GROWTH FACTOR RECEPT,CONCEPT_WIKI
37845,159,PDGF Receptors,CONCEPT_WIKI
37846,159,"Receptor, PDGF",CONCEPT_WIKI
37847,159,PDGF RECEPT,CONCEPT_WIKI
37848,159,Platelet-Derived Growth Factor Receptors,CONCEPT_WIKI
37849,159,RECEPT PLATELET DERIVED GROWTH FACTOR,CONCEPT_WIKI
37850,159,"Receptors, PDGF",CONCEPT_WIKI
37851,159,"Receptors, Platelet Derived Growth Factor",CONCEPT_WIKI
37852,159,PDGF Receptor,CONCEPT_WIKI
37853,159,RECEPT PDGF,UMLS
37854,159,Platelet-Derived Growth Factor Receptor,UMLS
37855,159,Platelet Derived Growth Factor Receptors,UMLS
37856,159,Platelet Derived Growth Factor Receptor,UMLS
37857,159,PLATELET DERIVED GROWTH FACTOR RECEPT,UMLS
37858,159,"Receptors, Platelet-Derived Growth Factor",UMLS
37859,159,PDGF Receptors,UMLS
37860,159,"Receptor, PDGF",UMLS
37861,159,PDGF RECEPT,UMLS
37862,159,Platelet-Derived Growth Factor Receptors,UMLS
37863,159,RECEPT PLATELET DERIVED GROWTH FACTOR,UMLS
37864,159,"Receptors, Platelet Derived Growth Factor",UMLS
37865,159,"Receptors, PDGF",UMLS
37866,159,PDGF Receptor,UMLS
37867,159,ConceptWiki:7ff0af17-5bf1-4a25-ac24-e301c34ea21c,CW_XREF
37868,159,MESH:D017479,MESH_XREF
37900,1590,ConceptWiki:81eb9013-81b9-4abe-9927-5325845fac1e,CW_XREF
37935,16,Kexin,CONCEPT_WIKI
37936,16,Serine peptidase S8 family,CONCEPT_WIKI
37937,16, Kexin family,CONCEPT_WIKI
37940,16,ConceptWiki:72d187b1-1d70-4ca1-b467-cfe47f49718e,CW_XREF
37941,160,Vascular endothelial growth factor receptor (VEGFR),CONCEPT_WIKI
37942,160,"Receptors, Vascular Endothelial Growth Factor",CONCEPT_WIKI
37943,160,VASCULAR ENDOTHELIAL CELL GROWTH FACTOR RECEPT,CONCEPT_WIKI
37944,160,Vascular Endothelial Growth Factor Receptor,CONCEPT_WIKI
37945,160,"Receptor, Vascular Permeability Factor",CONCEPT_WIKI
37946,160,"Receptor, Vascular Endothelial Cell Growth Factor",CONCEPT_WIKI
37947,160,RECEPT VASCULAR PERMEABILITY FACTOR,CONCEPT_WIKI
37948,160,VEGF Receptors,CONCEPT_WIKI
37949,160,VEGF RECEPT,CONCEPT_WIKI
37950,160,VPF Receptor,CONCEPT_WIKI
37951,160,Vascular Permeability Factor Receptor,CONCEPT_WIKI
37952,160,VPF RECEPT,CONCEPT_WIKI
37953,160,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPT,CONCEPT_WIKI
37955,160,Vascular Endothelial Cell Growth Factor Receptor,CONCEPT_WIKI
37956,160,VASCULAR PERMEABILITY FACTOR RECEPT,CONCEPT_WIKI
37957,160,VEGF Receptor,CONCEPT_WIKI
37958,160,RECEPT VASCULAR ENDOTHELIAL GROWTH FACTOR,CONCEPT_WIKI
37959,160,"Receptors, VEGF",CONCEPT_WIKI
37960,160,VASCULAR ENDOTHELIAL CELL GROWTH FACTOR RECEPT,UMLS
37961,160,Vascular Endothelial Growth Factor Receptor,UMLS
37962,160,"Receptor, Vascular Permeability Factor",UMLS
37963,160,"Receptor, Vascular Endothelial Cell Growth Factor",UMLS
37964,160,RECEPT VASCULAR PERMEABILITY FACTOR,UMLS
37965,160,VEGF RECEPT,UMLS
37966,160,VEGF Receptors,UMLS
37967,160,VPF Receptor,UMLS
37968,160,Vascular Permeability Factor Receptor,UMLS
37969,160,Vascular Endothelial Cell Growth Factor Receptor,UMLS
37970,160,"Receptors, Vascular Endothelial Growth Factor",UMLS
37971,160,VPF RECEPT,UMLS
37972,160,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPT,UMLS
37973,160,VASCULAR PERMEABILITY FACTOR RECEPT,UMLS
37974,160,VEGF Receptor,UMLS
37975,160,RECEPT VASCULAR ENDOTHELIAL GROWTH FACTOR,UMLS
37976,160,"Receptors, VEGF",UMLS
37977,160,ConceptWiki:3754378b-8ed4-482b-aa3c-213498704b7a,CW_XREF
37978,160,MESH:D040262,MESH_XREF
37983,1614,Discoidin domain receptor (Ddr),CONCEPT_WIKI
37984,1614,discoidin receptor,CONCEPT_WIKI
37985,1614,discoidin receptors,CONCEPT_WIKI
37986,1614,discoidin domain receptor,CONCEPT_WIKI
37988,1614,discoidin receptors,UMLS
37989,1614,discoidin domain receptor,UMLS
37990,1614,discoidin receptor,UMLS
37991,1614,ConceptWiki:9f01f276-0a32-458e-ad31-10467ae3b420,CW_XREF
37992,1614,MESH:C046287,MESH_XREF
37993,1618,G-protein-coupled receptor kinase,CONCEPT_WIKI
37994,1618,G-Protein-Coupled Receptor Kinases,CONCEPT_WIKI
37996,1618,G Protein Coupled Receptor Kinases,CONCEPT_WIKI
37997,1618,"Receptor Kinases, G-Protein-Coupled",CONCEPT_WIKI
37998,1618,"Kinases, G-Protein-Coupled Receptor",CONCEPT_WIKI
37999,1618,G-Protein-Coupled Receptor Kinases,UMLS
38000,1618,"Receptor Kinases, G-Protein-Coupled",UMLS
38001,1618,G Protein Coupled Receptor Kinases,UMLS
38002,1618,"Kinases, G-Protein-Coupled Receptor",UMLS
38003,1618,ConceptWiki:5decdb75-42d6-47f6-a57f-bc89f2662d5f,CW_XREF
38004,1618,MESH:D054768,MESH_XREF
38009,1623,Mixed lineage kinase,CONCEPT_WIKI
38011,1629,Eukaryotic translation initiation factor 2-alpha kinase,CONCEPT_WIKI
38012,1629,eIF-2 Kinase,CONCEPT_WIKI
38013,1629,DSRNA Dep Protein Kinase,CONCEPT_WIKI
38014,1629,"Kinase, eIF-2",CONCEPT_WIKI
38015,1629,"Kinase, eIF-2alpha",CONCEPT_WIKI
38016,1629,Double Stranded RNA-Dependent Kinase (dsl),CONCEPT_WIKI
38017,1629,eIF 2 Kinase,CONCEPT_WIKI
38018,1629,Hemin-Controlled Translational Repressor,CONCEPT_WIKI
38019,1629,Self-Phosphorylating Protein Kinase,CONCEPT_WIKI
38020,1629,RNA-Dependent Protein Kinase,CONCEPT_WIKI
38021,1629,Heme-Controlled Translational Repressor,CONCEPT_WIKI
38022,1629,"Kinase PKR, Protein",CONCEPT_WIKI
38023,1629,DSRNA-Dep Protein Kinase,CONCEPT_WIKI
38024,1629,"Kinase, Heme-Regulated eIF-2alpha",CONCEPT_WIKI
38025,1629,"Repressor, Hemin Controlled",CONCEPT_WIKI
38026,1629,"eRF, eIF 2 Recycling Factor",CONCEPT_WIKI
38027,1629,Double Stranded RNA Dependent eIF 2 alpha Protein Kinase,CONCEPT_WIKI
38028,1629,"Protein Kinase, RNA Activated",CONCEPT_WIKI
38029,1629,eIF 2alpha Kinase,CONCEPT_WIKI
38030,1629,"Protein Kinase, P68",CONCEPT_WIKI
38031,1629,Heme-Controlled Inhibitor,CONCEPT_WIKI
38032,1629,"Kinase, DSRNA-Dep Protein",CONCEPT_WIKI
38033,1629,p68 Kinase,CONCEPT_WIKI
38034,1629,DAI Protein Kinase,CONCEPT_WIKI
38035,1629,RNA Dependent Protein Kinase,CONCEPT_WIKI
38036,1629,"Kinase, p68",CONCEPT_WIKI
38037,1629,"eRF, eIF-2 Recycling Factor",CONCEPT_WIKI
38038,1629,Protein Kinase PKR,CONCEPT_WIKI
38039,1629,Self Phosphorylating Protein Kinase,CONCEPT_WIKI
38040,1629,Heme Regulated eIF 2alpha Kinase,CONCEPT_WIKI
38041,1629,"Translational Repressor, Hemin-Controlled",CONCEPT_WIKI
38042,1629,"Inhibitor, Heme-Controlled",CONCEPT_WIKI
38043,1629,dsRNA-Activated Inhibitor,CONCEPT_WIKI
38044,1629,Heme Controlled Repressor,CONCEPT_WIKI
38045,1629,"eIF-2alpha Kinase, Heme-Regulated",CONCEPT_WIKI
38046,1629,"Protein Kinase, Self-Phosphorylating",CONCEPT_WIKI
38047,1629,"Kinase, TIK",CONCEPT_WIKI
38048,1629,Heme-Regulated eIF-2alpha Kinase,CONCEPT_WIKI
38049,1629,"Kinase, p65",CONCEPT_WIKI
38050,1629,"Kinase, RNA-Dependent Protein",CONCEPT_WIKI
38051,1629,"Protein Kinase, RNA-Dependent",CONCEPT_WIKI
38052,1629,"Protein Kinase, DSRNA-Dep",CONCEPT_WIKI
38053,1629,P A 068 KINASE,CONCEPT_WIKI
38054,1629,"Translational Repressor, Heme-Controlled",CONCEPT_WIKI
38055,1629,"Repressor, Heme Controlled",CONCEPT_WIKI
38056,1629,Hemin Controlled Repressor,CONCEPT_WIKI
38057,1629,TIK Kinase,CONCEPT_WIKI
38058,1629,"Protein Kinase, DAI",CONCEPT_WIKI
38059,1629,Heme Controlled Inhibitor,CONCEPT_WIKI
38060,1629,p65 Kinase,CONCEPT_WIKI
38061,1629,"PKR, Protein Kinase",CONCEPT_WIKI
38062,1629,"Kinase, Self-Phosphorylating Protein",CONCEPT_WIKI
38063,1629,Hemin Controlled Translational Repressor,CONCEPT_WIKI
38064,1629,P68 Protein Kinase,CONCEPT_WIKI
38065,1629,"Controlled Repressor, Hemin",CONCEPT_WIKI
38066,1629,Heme Controlled Translational Repressor,CONCEPT_WIKI
38067,1629,"Repressor, Heme-Controlled Translational",CONCEPT_WIKI
38068,1629,EIF 02 A KINASE,CONCEPT_WIKI
38069,1629,"Kinase, DAI Protein",CONCEPT_WIKI
38070,1629,"Repressor, Hemin-Controlled Translational",CONCEPT_WIKI
38071,1629,"Controlled Repressor, Heme",CONCEPT_WIKI
38072,1629,"Kinase, P68 Protein",CONCEPT_WIKI
38073,1629,Eukaryotic Initiation Factor 2alpha Kinase,CONCEPT_WIKI
38075,1629,dsRNA Activated Inhibitor,CONCEPT_WIKI
38076,1629,"Inhibitor, dsRNA-Activated",CONCEPT_WIKI
38077,1629,eIF-2alpha Kinase,CONCEPT_WIKI
38078,1629,Double Stranded RNA-Dependent eIF-2 alpha Protein Kinase,CONCEPT_WIKI
38079,1629,DSRNA Dep Protein Kinase,UMLS
38080,1629,"Kinase, eIF-2",UMLS
38081,1629,"Kinase, eIF-2alpha",UMLS
38082,1629,Double Stranded RNA-Dependent Kinase (dsl),UMLS
38083,1629,Hemin-Controlled Translational Repressor,UMLS
38084,1629,eIF 2 Kinase,UMLS
38085,1629,Self-Phosphorylating Protein Kinase,UMLS
38086,1629,RNA-Dependent Protein Kinase,UMLS
38087,1629,Heme-Controlled Translational Repressor,UMLS
38088,1629,"Kinase PKR, Protein",UMLS
38089,1629,DSRNA-Dep Protein Kinase,UMLS
38090,1629,"Kinase, Heme-Regulated eIF-2alpha",UMLS
38091,1629,"Repressor, Hemin Controlled",UMLS
38092,1629,"eRF, eIF 2 Recycling Factor",UMLS
38093,1629,Double Stranded RNA Dependent eIF 2 alpha Protein Kinase,UMLS
38094,1629,"Protein Kinase, RNA Activated",UMLS
38095,1629,eIF 2alpha Kinase,UMLS
38096,1629,"Protein Kinase, P68",UMLS
38097,1629,Heme-Controlled Inhibitor,UMLS
38098,1629,p68 Kinase,UMLS
38099,1629,"Kinase, DSRNA-Dep Protein",UMLS
38100,1629,"Kinase, p68",UMLS
38101,1629,RNA Dependent Protein Kinase,UMLS
38102,1629,DAI Protein Kinase,UMLS
38103,1629,"eRF, eIF-2 Recycling Factor",UMLS
38104,1629,Protein Kinase PKR,UMLS
38105,1629,Self Phosphorylating Protein Kinase,UMLS
38106,1629,Heme Regulated eIF 2alpha Kinase,UMLS
38107,1629,"Translational Repressor, Hemin-Controlled",UMLS
38108,1629,"Inhibitor, Heme-Controlled",UMLS
38109,1629,dsRNA-Activated Inhibitor,UMLS
38110,1629,Heme Controlled Repressor,UMLS
38111,1629,"eIF-2alpha Kinase, Heme-Regulated",UMLS
38112,1629,"Protein Kinase, Self-Phosphorylating",UMLS
38113,1629,"Kinase, TIK",UMLS
38114,1629,Heme-Regulated eIF-2alpha Kinase,UMLS
38115,1629,"Kinase, p65",UMLS
38116,1629,"Kinase, RNA-Dependent Protein",UMLS
38117,1629,"Protein Kinase, DSRNA-Dep",UMLS
38118,1629,"Protein Kinase, RNA-Dependent",UMLS
38119,1629,"Translational Repressor, Heme-Controlled",UMLS
38120,1629,P A 068 KINASE,UMLS
38121,1629,Hemin Controlled Repressor,UMLS
38122,1629,"Repressor, Heme Controlled",UMLS
38123,1629,TIK Kinase,UMLS
38124,1629,"Protein Kinase, DAI",UMLS
38125,1629,Heme Controlled Inhibitor,UMLS
38126,1629,p65 Kinase,UMLS
38127,1629,"PKR, Protein Kinase",UMLS
38128,1629,"Kinase, Self-Phosphorylating Protein",UMLS
38129,1629,P68 Protein Kinase,UMLS
38130,1629,Hemin Controlled Translational Repressor,UMLS
38131,1629,"Controlled Repressor, Hemin",UMLS
38132,1629,"Repressor, Heme-Controlled Translational",UMLS
38133,1629,Heme Controlled Translational Repressor,UMLS
38134,1629,EIF 02 A KINASE,UMLS
38135,1629,"Kinase, DAI Protein",UMLS
38136,1629,"Repressor, Hemin-Controlled Translational",UMLS
38137,1629,"Controlled Repressor, Heme",UMLS
38138,1629,"Kinase, P68 Protein",UMLS
38139,1629,Eukaryotic Initiation Factor 2alpha Kinase,UMLS
38140,1629,eIF-2 Kinase,UMLS
38141,1629,dsRNA Activated Inhibitor,UMLS
38142,1629,"Inhibitor, dsRNA-Activated",UMLS
38143,1629,eIF-2alpha Kinase,UMLS
38144,1629,Double Stranded RNA-Dependent eIF-2 alpha Protein Kinase,UMLS
38145,1629,ConceptWiki:9f6d7f07-bec1-4d59-9095-630f756567b7,CW_XREF
38146,1629,MESH:D019892,MESH_XREF
38174,1638,Raf kinase,CONCEPT_WIKI
38175,1638,raf Kinases,CONCEPT_WIKI
38176,1638,Proto-Oncogene Proteins raf,CONCEPT_WIKI
38177,1638,"Kinases, raf",CONCEPT_WIKI
38178,1638,raf Serine Theonine Protein Kinases,CONCEPT_WIKI
38179,1638,raf Proto Oncogene Proteins,CONCEPT_WIKI
38180,1638,raf Serine-Theonine Protein Kinases,CONCEPT_WIKI
38181,1638,Proto Oncogene Proteins raf,CONCEPT_WIKI
38183,1638,raf MAP Kinase Kinase Kinases,CONCEPT_WIKI
38184,1638,"Proteins raf, Proto-Oncogene",CONCEPT_WIKI
38185,1638,raf Proto-Oncogene Proteins,CONCEPT_WIKI
38186,1638,"Proto-Oncogene Proteins, raf",CONCEPT_WIKI
38187,1638,"Kinases, raf",UMLS
38188,1638,Proto-Oncogene Proteins raf,UMLS
38189,1638,raf Serine Theonine Protein Kinases,UMLS
38190,1638,raf Proto Oncogene Proteins,UMLS
38191,1638,Proto Oncogene Proteins raf,UMLS
38192,1638,raf Serine-Theonine Protein Kinases,UMLS
38193,1638,raf Kinases,UMLS
38194,1638,"Proteins raf, Proto-Oncogene",UMLS
38195,1638,raf MAP Kinase Kinase Kinases,UMLS
38196,1638,raf Proto-Oncogene Proteins,UMLS
38197,1638,"Proto-Oncogene Proteins, raf",UMLS
38198,1638,ConceptWiki:4c21d6a4-d0e1-4b00-87b7-8a550a3a2fcb,CW_XREF
38199,1638,MESH:D048490,MESH_XREF
38209,1640,"CmGC kinase group, Rck family, Mak subfamily",CONCEPT_WIKI
38210,1647,RIO kinase family,CONCEPT_WIKI
38211,1648,ribosomal protein S6 kinase,CONCEPT_WIKI
38212,1648,Ribosomal Protein S6 Kinases,CONCEPT_WIKI
38213,1648,RIBOSOMAL PROTEIN KINASES S 06,CONCEPT_WIKI
38214,1648,S6 H4 Kinase,CONCEPT_WIKI
38216,1648,Ribosomal Protein S6 Kinase,CONCEPT_WIKI
38217,1648,S A 006 KINASE,CONCEPT_WIKI
38218,1648,S6 Kinase,CONCEPT_WIKI
38219,1648,S6-H4 Kinase,CONCEPT_WIKI
38220,1648,RIBOSOMAL PROTEIN KINASES S 06,UMLS
38221,1648,S6 H4 Kinase,UMLS
38222,1648,Ribosomal Protein S6 Kinases,UMLS
38223,1648,Ribosomal Protein S6 Kinase,UMLS
38224,1648,S A 006 KINASE,UMLS
38225,1648,S6 Kinase,UMLS
38226,1648,S6-H4 Kinase,UMLS
38227,1648,ConceptWiki:7675886f-bc19-4ac9-abcc-b3590de0bc67,CW_XREF
38228,1648,MESH:D019893,MESH_XREF
38229,1649,Tyrosine-protein kinase Sev,CONCEPT_WIKI
38230,165,"Receptors, Glucagon",CONCEPT_WIKI
38231,165,Glucagon Receptor,CONCEPT_WIKI
38233,165,RECEPT GLUCAGON,CONCEPT_WIKI
38234,165,"Receptor, Glucagon",CONCEPT_WIKI
38235,165,GLUCAGON RECEPT,CONCEPT_WIKI
38236,165,Glucagon Receptors,CONCEPT_WIKI
38237,165,Glucagon Receptor,UMLS
38238,165,"Receptors, Glucagon",UMLS
38239,165,RECEPT GLUCAGON,UMLS
38240,165,GLUCAGON RECEPT,UMLS
38241,165,"Receptor, Glucagon",UMLS
38242,165,Glucagon Receptors,UMLS
38243,165,ConceptWiki:2bce7d0e-dc12-4c73-bc95-42075f222df2,CW_XREF
38244,165,MESH:D018027,MESH_XREF
38245,1657,Tousled-Like Kinase (TLK),CONCEPT_WIKI
38246,1657,Serine/threonine-protein kinase tousled-like,CONCEPT_WIKI
38247,166,secretin receptor,CONCEPT_WIKI
38248,166,secretin receptors,CONCEPT_WIKI
38249,166,"receptor, secretin",CONCEPT_WIKI
38251,166,secretin receptors,UMLS
38252,166,"receptor, secretin",UMLS
38253,166,secretin receptor,UMLS
38254,166,ConceptWiki:d4b80506-426b-43ca-897f-0371ae1a615c,CW_XREF
38255,166,MESH:C029937,MESH_XREF
38256,1664,ABC1 domain containing kinase,CONCEPT_WIKI
38257,1668,myotonic dystrophy protein kinase (DMPK),CONCEPT_WIKI
38258,1668,myotonic dystrophy protein kinase,CONCEPT_WIKI
38260,1668,myotonic dystrophy protein,CONCEPT_WIKI
38261,1668,DM-kinase,CONCEPT_WIKI
38262,1668,myotonin-protein kinase,CONCEPT_WIKI
38263,1668,myotonin,CONCEPT_WIKI
38264,1668,DM protein kinase,CONCEPT_WIKI
38265,1668,MDGP protein,CONCEPT_WIKI
38266,1668,myotonic dystrophy protein kinase,UMLS
38267,1668,myotonic dystrophy protein,UMLS
38268,1668,DM-kinase,UMLS
38269,1668,myotonin-protein kinase,UMLS
38270,1668,DM protein kinase,UMLS
38271,1668,myotonin,UMLS
38272,1668,MDGP protein,UMLS
38273,1668,ConceptWiki:51fe4811-92c7-4701-9fa9-5000a45b8a87,CW_XREF
38274,1668,MESH:C081123,MESH_XREF
38275,1669,Dual-specificity tyrosine regulated kinase (DYRK),CONCEPT_WIKI
38276,1669,Dyrk kinase,CONCEPT_WIKI
38277,1669,dual specificity protein kinase Dyrk,CONCEPT_WIKI
38278,1669,dual specificity tyrosine-phosphorylation regulated kinase,CONCEPT_WIKI
38280,1669,dual specificity protein kinase Dyrk,UMLS
38281,1669,dual specificity tyrosine-phosphorylation regulated kinase,UMLS
38282,1669,Dyrk kinase,UMLS
38283,1669,ConceptWiki:b344a8b9-1429-4220-9ff3-9c94ebd2d9d7,CW_XREF
38284,1669,MESH:C099490,MESH_XREF
38285,167,Cytochrome P-450 CYP1A1,CONCEPT_WIKI
38286,167,"Cytochrome P450, family 1, subfamily A, polypeptide 1",CONCEPT_WIKI
38287,167,Ethylresorufin O-Deethylase,CONCEPT_WIKI
38289,167,CYP1A1,CONCEPT_WIKI
38290,167,Ethoxyresorufin O-Deethylase,CONCEPT_WIKI
38291,167,EROD,CONCEPT_WIKI
38292,167,7-Ethoxyresorufin O-Deethylase,CONCEPT_WIKI
38293,167,CYTOCHROME P 450 CYP 001 A 001,CONCEPT_WIKI
38294,167,Cytochrome P 450 CYP1A1,CONCEPT_WIKI
38295,167,Ethoxyresorufin Dealkylase,CONCEPT_WIKI
38296,167,CYP1A1 Protein,CONCEPT_WIKI
38297,167,CYP 001 A 001,CONCEPT_WIKI
38298,167,Cytochrome P450 IA1,CONCEPT_WIKI
38299,167,CYP 1A1,CONCEPT_WIKI
38300,167,Ethylresorufin O-Deethylase,UMLS
38301,167,CYP1A1,UMLS
38302,167,Cytochrome P-450 CYP1A1,UMLS
38303,167,Ethoxyresorufin O-Deethylase,UMLS
38304,167,EROD,UMLS
38305,167,CYTOCHROME P 450 CYP 001 A 001,UMLS
38306,167,7-Ethoxyresorufin O-Deethylase,UMLS
38307,167,Cytochrome P 450 CYP1A1,UMLS
38308,167,Ethoxyresorufin Dealkylase,UMLS
38309,167,CYP 001 A 001,UMLS
38310,167,CYP1A1 Protein,UMLS
38311,167,Cytochrome P450 IA1,UMLS
38312,167,CYP 1A1,UMLS
38313,167,ConceptWiki:61f8b87f-c00a-48d1-bf90-ee3016209f7d,CW_XREF
38314,167,MESH:D019363,MESH_XREF
38325,1674,Interleukin-1 receptor-associated kinase (IRAK),CONCEPT_WIKI
38326,1674,Interleukin-1 Receptor-Associated Kinases,CONCEPT_WIKI
38327,1674,INTERLEUKIN 001 RECEPTOR ASSOCIATED KINASES,CONCEPT_WIKI
38328,1674,"Receptor-Associated Kinase, IL-1",CONCEPT_WIKI
38329,1674,Interleukin 1 Receptor Associated Kinase,CONCEPT_WIKI
38330,1674,"Kinase, IL-1 Receptor-Associated",CONCEPT_WIKI
38331,1674,IL-1 Receptor-Associated Kinase,CONCEPT_WIKI
38332,1674,"Receptor-Associated Kinase, Interleukin-1",CONCEPT_WIKI
38334,1674,"Receptor-Associated Kinases, Interleukin-1",CONCEPT_WIKI
38335,1674,"Kinases, IRAK",CONCEPT_WIKI
38336,1674,IL 1 Receptor Associated Kinase,CONCEPT_WIKI
38337,1674,"Kinase, Interleukin-1 Receptor-Associated",CONCEPT_WIKI
