tid,target_type,pref_name,tax_id,organism,chembl_id,species_group_flag
100074,SINGLE PROTEIN,"AMP-activated protein kinase, alpha-2 subunit",10116,Rattus norvegicus,CHEMBL4637,0
100075,SINGLE PROTEIN,TGF-beta receptor type II,9606,Homo sapiens,CHEMBL4267,0
100077,SINGLE PROTEIN,Cell division cycle 7-related protein kinase,9606,Homo sapiens,CHEMBL5443,0
100078,SINGLE PROTEIN,Nerve growth factor receptor Trk-A,10116,Rattus norvegicus,CHEMBL4220,0
100079,SINGLE PROTEIN,Tyrosine-protein kinase receptor RET,9606,Homo sapiens,CHEMBL2041,0
100080,SINGLE PROTEIN,Serine/threonine-protein kinase PAK 4,9606,Homo sapiens,CHEMBL4482,0
100081,CELL-LINE,PBMC,9606,Homo sapiens,CHEMBL613107,0
100083,SINGLE PROTEIN,Tyrosine-protein kinase JAK3,10090,Mus musculus,CHEMBL5250,0
100084,CELL-LINE,PASMC,9823,Sus scrofa,CHEMBL613548,0
100085,CELL-LINE,DMS-114,9606,Homo sapiens,CHEMBL614642,0
100086,CELL-LINE,Astrocytes,,,CHEMBL614871,0
100088,CELL-LINE,Skut1B,9606,Homo sapiens,CHEMBL614678,0
100089,CELL-LINE,F5.12,10090,Mus musculus,CHEMBL614948,0
100090,CELL-LINE,ABAE,9606,Homo sapiens,CHEMBL613546,0
100091,CELL-LINE,HS27,9606,Homo sapiens,CHEMBL614666,0
100092,CELL-LINE,NCI-H630,9606,Homo sapiens,CHEMBL612540,0
100093,CELL-LINE,LX-1,9606,Homo sapiens,CHEMBL614389,0
100094,CELL-LINE,MLF,10090,Mus musculus,CHEMBL613547,0
100095,CELL-LINE,MIP,9606,Homo sapiens,CHEMBL614390,0
100096,SINGLE PROTEIN,Activator of S phase kinase DBF4,9606,Homo sapiens,CHEMBL4483,0
100097,SINGLE PROTEIN,Tyrosine-protein kinase BTK,9606,Homo sapiens,CHEMBL5251,0
100098,SINGLE PROTEIN,Serine/threonine-protein kinase WEE1,9606,Homo sapiens,CHEMBL5491,0
100100,SINGLE PROTEIN,Voltage-gated T-type calcium channel alpha-1G subunit,9606,Homo sapiens,CHEMBL4641,0
100101,SINGLE PROTEIN,Voltage-gated T-type calcium channel alpha-1I subunit,9606,Homo sapiens,CHEMBL5558,0
100102,SINGLE PROTEIN,Geranylgeranyl transferase type II alpha subunit,9606,Homo sapiens,CHEMBL5249,0
100103,SINGLE PROTEIN,Cell division control protein 28,559292,Saccharomyces cerevisiae S288c,CHEMBL5213,0
100104,SINGLE PROTEIN,Serine/threonine-protein kinase ILK-1,9606,Homo sapiens,CHEMBL5247,0
100106,SINGLE PROTEIN,Inositol-trisphosphate 3-kinase B,9606,Homo sapiens,CHEMBL5165,0
100107,SINGLE PROTEIN,Tyrosine-protein kinase V-ABL,11788,Abelson murine leukemia virus,CHEMBL5166,0
100108,SINGLE PROTEIN,RAS guanyl releasing protein 3,9606,Homo sapiens,CHEMBL3638,0
100110,SINGLE PROTEIN,Voltage-gated potassium channel subunit Kv1.3,10116,Rattus norvegicus,CHEMBL4248,0
100112,SINGLE PROTEIN,Potassium channel subfamily K member 3,10116,Rattus norvegicus,CHEMBL4294,0
100114,SINGLE PROTEIN,Voltage-gated potassium channel subunit Kv1.6,9606,Homo sapiens,CHEMBL5279,0
100115,SINGLE PROTEIN,Voltage-gated potassium channel subunit Kv3.1,9606,Homo sapiens,CHEMBL5529,0
100117,SINGLE PROTEIN,Voltage-gated potassium channel subunit Kv7.2,10116,Rattus norvegicus,CHEMBL5530,0
100118,SINGLE PROTEIN,Voltage-gated potassium channel subunit Kv7.3,10116,Rattus norvegicus,CHEMBL5531,0
100119,SINGLE PROTEIN,Progesterone receptor,10090,Mus musculus,CHEMBL4969,0
100120,SINGLE PROTEIN,Cytochrome P450 11B1,10116,Rattus norvegicus,CHEMBL4970,0
100121,SINGLE PROTEIN,Cytochrome P450 2C11,10116,Rattus norvegicus,CHEMBL4971,0
100122,SINGLE PROTEIN,Cytochrome P450 2A2,10116,Rattus norvegicus,CHEMBL3705,0
100123,SINGLE PROTEIN,Cytochrome P450 4A4,9986,Oryctolagus cuniculus,CHEMBL4743,0
100124,SINGLE PROTEIN,Cytochrome P450-cam,303,Pseudomonas putida,CHEMBL5594,0
100125,SINGLE PROTEIN,ETS domain protein Elk-1,9606,Homo sapiens,CHEMBL4453,0
100126,SINGLE PROTEIN,Serine/threonine-protein kinase B-raf,9606,Homo sapiens,CHEMBL5145,0
100127,SINGLE PROTEIN,Tyrosine-protein kinase FGR,9606,Homo sapiens,CHEMBL4454,0
100128,SINGLE PROTEIN,Breakpoint cluster region protein,9606,Homo sapiens,CHEMBL5146,0
100129,SINGLE PROTEIN,Ephrin type-B receptor 4,9606,Homo sapiens,CHEMBL5147,0
100131,SINGLE PROTEIN,Casein kinase I alpha,10090,Mus musculus,CHEMBL5148,0
100132,SINGLE PROTEIN,Casein kinase I delta,10090,Mus musculus,CHEMBL5175,0
100137,SINGLE PROTEIN,C-C chemokine receptor type 3,9544,Macaca mulatta,CHEMBL5176,0
100138,SINGLE PROTEIN,C-X3-C chemokine receptor 1,9606,Homo sapiens,CHEMBL4843,0
100139,SINGLE PROTEIN,Urotensin II receptor,9544,Macaca mulatta,CHEMBL4845,0
100140,SINGLE PROTEIN,Serine/threonine-protein kinase c-TAK1,9606,Homo sapiens,CHEMBL5600,0
100141,SINGLE PROTEIN,Nck adaptor protein 1,9606,Homo sapiens,CHEMBL4846,0
100142,SINGLE PROTEIN,Bile acid transporter,10116,Rattus norvegicus,CHEMBL4847,0
100143,SINGLE PROTEIN,Vitamin D receptor,10090,Mus musculus,CHEMBL5601,0
100144,SINGLE PROTEIN,Flap endonuclease 1,9606,Homo sapiens,CHEMBL5027,0
100145,SINGLE PROTEIN,DNA excision repair protein ERCC-5,9606,Homo sapiens,CHEMBL4736,0
100146,SINGLE PROTEIN,Cytochrome P450 26A1,9606,Homo sapiens,CHEMBL5141,0
100147,SINGLE PROTEIN,Eukaryotic translation initation factor,9606,Homo sapiens,CHEMBL4848,0
100148,SINGLE PROTEIN,Neuronal acetylcholine receptor protein alpha-4 subunit,10090,Mus musculus,CHEMBL4457,0
100151,SINGLE PROTEIN,Coagulation factor XIII,9606,Homo sapiens,CHEMBL4530,0
100154,SINGLE PROTEIN,ADAM12,9606,Homo sapiens,CHEMBL5030,0
100155,SINGLE PROTEIN,ADAM10,9606,Homo sapiens,CHEMBL5028,0
100156,SINGLE PROTEIN,Collagen-binding protein 1,9606,Homo sapiens,CHEMBL5286,0
100157,SINGLE PROTEIN,Galectin-3,9606,Homo sapiens,CHEMBL4531,0
100158,SINGLE PROTEIN,Alkaline phosphatase placental type,9606,Homo sapiens,CHEMBL4458,0
100159,SINGLE PROTEIN,Bile acid transporter,9606,Homo sapiens,CHEMBL5287,0
100160,SINGLE PROTEIN,L-type amino acid transporter 1,9606,Homo sapiens,CHEMBL4459,0
100162,SINGLE PROTEIN,L-type amino acid transporter 3,9606,Homo sapiens,CHEMBL4148,0
100163,SINGLE PROTEIN,L-type amino acid transporter 1,10116,Rattus norvegicus,CHEMBL4149,0
100166,SINGLE PROTEIN,Kinesin-like protein 1,9606,Homo sapiens,CHEMBL4581,0
100168,SINGLE PROTEIN,Nuclear factor NF-kappa-B p65 subunit,9606,Homo sapiens,CHEMBL5533,0
100170,SINGLE PROTEIN,Complement C3,9606,Homo sapiens,CHEMBL4917,0
100171,SINGLE PROTEIN,Seed lipoxygenase-1,3847,Glycine max,CHEMBL4586,0
100175,SINGLE PROTEIN,Glucoamylase,64495,Rhizopus oryzae,CHEMBL4449,0
100176,SINGLE PROTEIN,Amine oxidase,3888,Pisum sativum,CHEMBL5534,0
100177,SINGLE PROTEIN,Beta-lactamase OXA-1,562,Escherichia coli,CHEMBL4951,0
100178,SINGLE PROTEIN,Lysozyme,10665,Enterobacteria phage T4,CHEMBL5206,0
100179,SINGLE PROTEIN,Excitatory amino acid transporter 1,10116,Rattus norvegicus,CHEMBL4190,0
100180,SINGLE PROTEIN,Excitatory amino acid transporter 4,10116,Rattus norvegicus,CHEMBL3700,0
100181,SINGLE PROTEIN,Serine/threonine-protein phosphatase,10710,Enterobacteria phage lambda,CHEMBL3695,0
100182,SINGLE PROTEIN,Alkaline phosphatase,83333,Escherichia coli K-12,CHEMBL4217,0
100183,CELL-LINE,PA-1,9606,Homo sapiens,CHEMBL614949,0
100184,CELL-LINE,BRISTOL8,9606,Homo sapiens,CHEMBL614950,0
100186,SINGLE PROTEIN,Fibroblast activation protein alpha,9606,Homo sapiens,CHEMBL4683,0
100187,SINGLE PROTEIN,Alpha-glucosidase,7460,Apis mellifera,CHEMBL4406,0
100188,SINGLE PROTEIN,Alpha-glucosidase,161934,Beta vulgaris,CHEMBL4348,0
100190,SINGLE PROTEIN,Mannosyl-oligosaccharide glucosidase,9606,Homo sapiens,CHEMBL4684,0
100191,CELL-LINE,RH7777,10116,Rattus norvegicus,CHEMBL614876,0
100193,SINGLE PROTEIN,Monoglyceride lipase,9606,Homo sapiens,CHEMBL4191,0
100194,SINGLE PROTEIN,N-acylsphingosine-amidohydrolase,9606,Homo sapiens,CHEMBL4349,0
100195,SINGLE PROTEIN,Homeobox protein Brn-1,9606,Homo sapiens,CHEMBL5243,0
100196,SINGLE PROTEIN,Homeobox protein Brn-2,9606,Homo sapiens,CHEMBL4189,0
100197,SINGLE PROTEIN,Alpha-galactosidase,83333,Escherichia coli K-12,CHEMBL3696,0
100198,SINGLE PROTEIN,Luciferase,7052,Luciola lateralis,CHEMBL3701,0
100199,SINGLE PROTEIN,Replication protein E1,10580,Human papillomavirus type 11,CHEMBL4953,0
100200,SINGLE PROTEIN,DNA helicase/primase complex protein,10299,Herpes simplex virus (type 1 / strain 17),CHEMBL4380,0
100201,CELL-LINE,Splenocytes,10090,Mus musculus,CHEMBL612422,0
100202,SINGLE PROTEIN,Chitin synthase 1,559292,Saccharomyces cerevisiae S288c,CHEMBL3827,0
100204,SINGLE PROTEIN,Chitin synthase 3,559292,Saccharomyces cerevisiae S288c,CHEMBL5597,0
100205,SINGLE PROTEIN,Sodium/potassium-transporting ATPase alpha-1 chain,9615,Canis lupus familiaris,CHEMBL4838,0
100207,SINGLE PROTEIN,Synaptic vesicle protein 2a,10116,Rattus norvegicus,CHEMBL4381,0
100208,SINGLE PROTEIN,Alpha-amylase,4944,Saccharomycopsis fibuligera,CHEMBL5596,0
100210,SINGLE PROTEIN,Transcription factor E2F1,9606,Homo sapiens,CHEMBL4382,0
100211,SINGLE PROTEIN,Beta-lactamase type II,817,Bacteroides fragilis,CHEMBL4840,0
100214,SINGLE PROTEIN,UDP-N-acetylmuramate--L-alanine ligase,1280,Staphylococcus aureus,CHEMBL4623,0
100215,SINGLE PROTEIN,UDP-N-acetylmuramoylalanine-D-glutamate ligase,1280,Staphylococcus aureus,CHEMBL4841,0
100216,SINGLE PROTEIN,Fibonectin-binding protein C,1773,Mycobacterium tuberculosis,CHEMBL4624,0
100217,SINGLE PROTEIN,Apoptosis regulator Bcl-X,9606,Homo sapiens,CHEMBL4625,0
100218,SINGLE PROTEIN,Holo-[acyl-carrieir-protein] synthase,224308,Bacillus subtilis (strain 168),CHEMBL4734,0
100220,SINGLE PROTEIN,Hydroxyacid oxidase 1,9606,Homo sapiens,CHEMBL4229,0
100223,SINGLE PROTEIN,Beta-glucosidase,42229,Prunus avium,CHEMBL4192,0
100224,SINGLE PROTEIN,Alpha-galactosidase,13443,Coffea arabica,CHEMBL4194,0
100225,SINGLE PROTEIN,Alpha-mannosidase,3847,Glycine max,CHEMBL4193,0
100226,SINGLE PROTEIN,Prostaglandin E synthase 2,9606,Homo sapiens,CHEMBL4411,0
100227,SINGLE PROTEIN,Hyaluronidase-1,9606,Homo sapiens,CHEMBL4528,0
100229,SINGLE PROTEIN,Alpha-glucosidase,1422,Geobacillus stearothermophilus,CHEMBL4412,0
100233,SINGLE PROTEIN,Nucleoside transporter 2,5702,Trypanosoma brucei brucei,CHEMBL3697,0
100234,SINGLE PROTEIN,Erythromycin resistance protein,1423,Bacillus subtilis,CHEMBL4251,0
100235,SINGLE PROTEIN,"Beta-1,3-glucan synthase",5476,Candida albicans,CHEMBL4844,0
100236,SINGLE PROTEIN,Organophosphorus acid anhydrolase-2,232,Alteromonas sp.,CHEMBL4252,0
100237,SINGLE PROTEIN,Beta-galactosidase,83333,Escherichia coli K-12,CHEMBL4603,0
100238,SINGLE PROTEIN,Beta-galactosidase,5061,Aspergillus niger,CHEMBL4753,0
100239,SINGLE PROTEIN,Glutamyl-tRNA(Gln) amidotransferase subunit C,301447,Streptococcus pyogenes serotype M1,CHEMBL4754,0
100240,SINGLE PROTEIN,Equilibrative nucleoside transporter 1,10116,Rattus norvegicus,CHEMBL4604,0
100241,SINGLE PROTEIN,Prion protein,10090,Mus musculus,CHEMBL3698,0
100243,SINGLE PROTEIN,UDP-galactopyranose mutase,1773,Mycobacterium tuberculosis,CHEMBL4450,0
100244,SINGLE PROTEIN,Rhizopuspepsin,4843,Rhizopus microsporus var. chinensis,CHEMBL4253,0
100245,SINGLE PROTEIN,Penicillopepsin,5079,Penicillium janthinellum,CHEMBL4254,0
100246,SINGLE PROTEIN,Saccharopepesin,559292,Saccharomyces cerevisiae S288c,CHEMBL4451,0
100247,SINGLE PROTEIN,Protein-tyrosine phosphatase 1,559292,Saccharomyces cerevisiae S288c,CHEMBL4452,0
100248,SINGLE PROTEIN,Malate dehydrogenase,274,Thermus thermophilus,CHEMBL4255,0
100249,SINGLE PROTEIN,Sterol-C5-desaturase,5476,Candida albicans,CHEMBL4256,0
100250,NUCLEIC-ACID,Calf thymus DNA,9913,Bos taurus,CHEMBL612514,0
100251,UNKNOWN,Monoclonal antibody (mAb) 2E2,9606,Homo sapiens,CHEMBL612442,0
100253,UNKNOWN,Monoclonal antibody (mAb),,,CHEMBL613294,0
100254,UNKNOWN,Monoclonal antibody (mAb) 3E7,,,CHEMBL613295,0
100255,UNKNOWN,SB-204269 binding site,,,CHEMBL612515,0
100256,SUBCELLULAR,Proteasome,,,CHEMBL612443,0
100258,UNKNOWN,AF2 neuropeptide receptor,,,CHEMBL613296,0
100259,NUCLEIC-ACID,Hairpin ribozyme RNA,,,CHEMBL612441,0
100260,NUCLEIC-ACID,Rev responsive element (RRE) RNA,,,CHEMBL613297,0
100261,NUCLEIC-ACID,Salmon testes DNA,8017,Oncorhynchus gorbuscha,CHEMBL612408,0
100262,SMALL MOLECULE,Ferriprotoporphyrin IX,5833,Plasmodium falciparum,CHEMBL613897,0
100263,NUCLEIC-ACID,Ribosomal RNA A-site,,,CHEMBL614640,0
100264,PROTEIN COMPLEX,Mitochondrial complex V; ATP synthase,9913,Bos taurus,CHEMBL612444,0
100266,UNKNOWN,Erythrocyte beta receptor,9103,Meleagris gallopavo,CHEMBL612418,0
100267,PROTEIN COMPLEX,Anti-estrogen binding site (AEBS),9606,Homo sapiens,CHEMBL612409,0
100268,UNKNOWN,Ac2-L-Lys-D-Ala-D-Ala peptide,,,CHEMBL612411,0
100269,UNKNOWN,Polycyclic aromatic hydrocarbon binding protein,10090,Mus musculus,CHEMBL612410,0
100270,SINGLE PROTEIN,DNA polymerase I,83333,Escherichia coli K-12,CHEMBL4298,0
100271,SINGLE PROTEIN,Alpha trans-inducing protein (VP16),10299,Herpes simplex virus (type 1 / strain 17),CHEMBL4218,0
100272,NUCLEIC-ACID,Internal ribosome entry site (IRES),11103,Hepatitis C virus,CHEMBL612412,0
100273,UNKNOWN,P3 purinoceptor,,,CHEMBL612413,0
100274,SUBCELLULAR,Liposome,,,CHEMBL614676,0
100275,MACROMOLECULE,Hemozoin,5833,Plasmodium falciparum,CHEMBL613898,0
100277,SINGLE PROTEIN,Ricin,3988,Ricinus communis,CHEMBL4756,0
100278,SINGLE PROTEIN,Histidinol dehydrogenase,3716,Brassica oleracea var. capitata,CHEMBL4350,0
100280,SINGLE PROTEIN,Subtilisin,1467,Bacillus lentus,CHEMBL4258,0
100281,SINGLE PROTEIN,Subtilisin,1402,Bacillus licheniformis,CHEMBL4299,0
100282,SINGLE PROTEIN,S-100 protein beta chain,9606,Homo sapiens,CHEMBL4300,0
100284,SUBCELLULAR,Ribosome,,,CHEMBL613299,0
100286,SINGLE PROTEIN,Cholecystokinin B receptor,9615,Canis lupus familiaris,CHEMBL5595,0
100287,SINGLE PROTEIN,Calcitonin gene-related peptide type 1 receptor,10116,Rattus norvegicus,CHEMBL4755,0
100288,SINGLE PROTEIN,Human herpesvirus 5 chemokine receptor,10360,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),CHEMBL4259,0
100290,SINGLE PROTEIN,Gastric inhibitory polypeptide receptor,9606,Homo sapiens,CHEMBL4383,0
100291,ORGANISM,Heliothis virescens,7102,Heliothis virescens,CHEMBL612513,0
100292,ORGANISM,Plutella xylostella,51655,Plutella xylostella,CHEMBL614677,0
100293,SINGLE PROTEIN,"Thymidine kinase, mitochondrial",9606,Homo sapiens,CHEMBL4580,0
100300,SINGLE PROTEIN,"Guanine nucleotide-binding protein G(i), alpha-1 subunit",9606,Homo sapiens,CHEMBL4741,0
100301,SINGLE PROTEIN,"Guanine nucleotide-binding protein G(k), alpha-3 subunit",9606,Homo sapiens,CHEMBL4221,0
100302,SINGLE PROTEIN,"Guanine nucleotide-binding protein G(o), alpha subunit 1",9606,Homo sapiens,CHEMBL4742,0
100303,SINGLE PROTEIN,DNA polymerase,10338,Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3),CHEMBL4859,0
100304,SINGLE PROTEIN,Apoptosis regulator Bcl-2,9606,Homo sapiens,CHEMBL4860,0
100305,SINGLE PROTEIN,dUTP pyrophosphatase,9606,Homo sapiens,CHEMBL5203,0
100306,SINGLE PROTEIN,cGMP-gated cation channel alpha 1,9913,Bos taurus,CHEMBL4907,0
100307,SINGLE PROTEIN,dUTP pyrophosphatase,36329,Plasmodium falciparum 3D7,CHEMBL4222,0
100308,SINGLE PROTEIN,"Beta-1,4-galactosyltransferase 1",9606,Homo sapiens,CHEMBL4384,0
100309,SINGLE PROTEIN,Isoprenylcysteine carboxyl methyltransferase,559292,Saccharomyces cerevisiae S288c,CHEMBL4385,0
100310,CELL-LINE,BCL1,10090,Mus musculus,CHEMBL612420,0
100311,NUCLEIC-ACID,CD40 mRNA,,,CHEMBL612417,0
100312,SINGLE PROTEIN,Vacuolar-type proton translocating pyrophosphatase 1,5691,Trypanosoma brucei,CHEMBL4386,0
100313,SINGLE PROTEIN,dUTP pyrophosphatase,5664,Leishmania major,CHEMBL4418,0
100314,SINGLE PROTEIN,Glutamine synthetase,83333,Escherichia coli K-12,CHEMBL3789,0
100319,SINGLE PROTEIN,"Lymphocyte function-associated antigen 3, CD58",9606,Homo sapiens,CHEMBL3790,0
100320,UNKNOWN,Monoclonal antibody (mAb) 2D4,,,CHEMBL614613,0
100321,UNKNOWN,Monoclonal antibody (mAb) 3C8,,,CHEMBL612416,0
100322,SINGLE PROTEIN,Mandelate racemase,303,Pseudomonas putida,CHEMBL4739,0
100323,SINGLE PROTEIN,Histone deacetylase,5807,Cryptosporidium parvum,CHEMBL4740,0
100324,SINGLE PROTEIN,Beta-ketoacyl-ACP-synthase III,5833,Plasmodium falciparum,CHEMBL4968,0
100325,SINGLE PROTEIN,Hypoxia-inducible factor 1 alpha,9606,Homo sapiens,CHEMBL4261,0
100326,SINGLE PROTEIN,Chitinase,746128,Aspergillus fumigatus,CHEMBL4638,0
100327,SINGLE PROTEIN,Endopolygalactyuronase,58369,Chondrostereum purpureum,CHEMBL4249,0
100330,SINGLE PROTEIN,Dihydrodipicolinate synthase,100226,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),CHEMBL3430,0
100331,SINGLE PROTEIN,Membrane-associated guanylate kinase-related 3,9606,Homo sapiens,CHEMBL5212,0
100333,SINGLE PROTEIN,Topoiomerase 1B,10280,Molluscum contagiosum virus subtype 1,CHEMBL4902,0
100334,SINGLE PROTEIN,Vasoactive intestinal polypeptide receptor 1,9606,Homo sapiens,CHEMBL5144,0
100335,SINGLE PROTEIN,Vasoactive intestinal polypeptide receptor 2,9606,Homo sapiens,CHEMBL4532,0
100336,CELL-LINE,HSVEC,9606,Homo sapiens,CHEMBL612419,0
100338,SINGLE PROTEIN,Lipoxin A4 receptor,9606,Homo sapiens,CHEMBL4227,0
100339,SINGLE PROTEIN,GABA transporter 1,10090,Mus musculus,CHEMBL5445,0
100340,SINGLE PROTEIN,GABA transporter 3,10090,Mus musculus,CHEMBL5205,0
100341,SINGLE PROTEIN,GABA transporter 4,10090,Mus musculus,CHEMBL3699,0
100342,SINGLE PROTEIN,GABA transporter 2,10090,Mus musculus,CHEMBL4228,0
100400,CELL-LINE,Abelson 8.1,,,CHEMBL612562,0
100401,CELL-LINE,SV-T2,10090,Mus musculus,CHEMBL612564,0
100403,ORGANISM,Syrian golden hamster,10036,Mesocricetus auratus,CHEMBL612563,0
100405,CELL-LINE,MV4-11,9606,Homo sapiens,CHEMBL613835,0
100410,SINGLE PROTEIN,Tyrosine-protein kinase receptor UFO,9606,Homo sapiens,CHEMBL4895,0
100411,SINGLE PROTEIN,PDZ-binding kinase,9606,Homo sapiens,CHEMBL4896,0
100412,SINGLE PROTEIN,Serine/threonine-protein kinase PLK3,9606,Homo sapiens,CHEMBL4897,0
100413,SINGLE PROTEIN,Neurotrophic tyrosine kinase receptor type 2,9606,Homo sapiens,CHEMBL4898,0
100414,SINGLE PROTEIN,Mitogen-activated protein kinase kinase kinase 8,9606,Homo sapiens,CHEMBL4899,0
100415,SINGLE PROTEIN,Serine/threonine-protein kinase D2,9606,Homo sapiens,CHEMBL4900,0
100416,SINGLE PROTEIN,Ephrin type-B receptor 3,9606,Homo sapiens,CHEMBL4901,0
100417,SINGLE PROTEIN,ALK tyrosine kinase receptor,9606,Homo sapiens,CHEMBL4247,0
100418,SINGLE PROTEIN,Tyrosine-protein kinase TEC,9606,Homo sapiens,CHEMBL4246,0
100419,SINGLE PROTEIN,Tyrosine-protein kinase FGR,10116,Rattus norvegicus,CHEMBL4362,0
100420,SINGLE PROTEIN,Tyrosine-protein kinase Lyn,10116,Rattus norvegicus,CHEMBL4363,0
100421,SINGLE PROTEIN,Tyrosine-protein kinase SYK,10116,Rattus norvegicus,CHEMBL4364,0
100422,SINGLE PROTEIN,Tyrosine-protein kinase CSK,10116,Rattus norvegicus,CHEMBL4365,0
100423,SINGLE PROTEIN,Protein kinase C epsilon,10090,Mus musculus,CHEMBL4366,0
100424,SINGLE PROTEIN,Tyrosine-protein kinase TXK,9606,Homo sapiens,CHEMBL4367,0
100425,SINGLE PROTEIN,Trace amine-associated receptor 1,10116,Rattus norvegicus,CHEMBL3833,0
100426,SINGLE PROTEIN,Trace amine-associated receptor 1,10090,Mus musculus,CHEMBL4908,0
100427,SINGLE PROTEIN,Prostanoid EP2 receptor,10116,Rattus norvegicus,CHEMBL4909,0
100428,SINGLE PROTEIN,Purinergic receptor P2Y2,10116,Rattus norvegicus,CHEMBL4419,0
100429,SINGLE PROTEIN,Hydroxycarboxylic acid receptor 2,10090,Mus musculus,CHEMBL4420,0
100430,SINGLE PROTEIN,HM74 nicotinic acid GPCR,9606,Homo sapiens,CHEMBL4421,0
100431,SINGLE PROTEIN,Free fatty acid receptor 1,9606,Homo sapiens,CHEMBL4422,0
100432,SINGLE PROTEIN,C-C chemokine receptor type 6,9606,Homo sapiens,CHEMBL4423,0
100433,SINGLE PROTEIN,Lysophosphatidic acid receptor Edg-7,10116,Rattus norvegicus,CHEMBL4424,0
100434,SINGLE PROTEIN,C-C chemokine receptor type 7,9606,Homo sapiens,CHEMBL4594,0
100435,SINGLE PROTEIN,Lysophosphatidic acid receptor Edg-2,10116,Rattus norvegicus,CHEMBL4595,0
100436,SINGLE PROTEIN,C-C chemokine receptor type 8,9606,Homo sapiens,CHEMBL4596,0
100438,SINGLE PROTEIN,Nucleophosmin,9606,Homo sapiens,CHEMBL5178,0
100442,SINGLE PROTEIN,Vanilloid receptor 1,10141,Cavia porcellus,CHEMBL5132,0
100443,SINGLE PROTEIN,Vanilloid receptor 1,9615,Canis lupus familiaris,CHEMBL5254,0
100444,SINGLE PROTEIN,Toll-like receptor 4,9606,Homo sapiens,CHEMBL5255,0
100445,SINGLE PROTEIN,Serine racemase,9606,Homo sapiens,CHEMBL4460,0
100446,SINGLE PROTEIN,NAD-dependent deacetylase sirtuin 3,9606,Homo sapiens,CHEMBL4461,0
100447,SINGLE PROTEIN,NAD-dependent deacetylase sirtuin 2,9606,Homo sapiens,CHEMBL4462,0
100448,SINGLE PROTEIN,NAD-dependent deacetylase sirtuin 1,9606,Homo sapiens,CHEMBL4506,0
100449,SINGLE PROTEIN,High-affinity choline transporter,9606,Homo sapiens,CHEMBL4507,0
100450,SINGLE PROTEIN,Glutaminyl-peptide cyclotransferase,9606,Homo sapiens,CHEMBL4508,0
100451,SINGLE PROTEIN,"Fructose-1,6-bisphospate aldolase",5665,Leishmania mexicana,CHEMBL4509,0
100452,SINGLE PROTEIN,Cysteine protease falcipain-3,5833,Plasmodium falciparum,CHEMBL4510,0
100453,SINGLE PROTEIN,Replicative DNA helicase,208964,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),CHEMBL4511,0
100454,SINGLE PROTEIN,Fatty acid synthase,5833,Plasmodium falciparum,CHEMBL4512,0
100455,SINGLE PROTEIN,3-oxoacyl-acyl-carrier protein reductase,5833,Plasmodium falciparum,CHEMBL4513,0
100456,SINGLE PROTEIN,Enoyl-acyl-carrier protein reductase,5833,Plasmodium falciparum,CHEMBL4150,0
100457,SINGLE PROTEIN,Hexokinase,5693,Trypanosoma cruzi,CHEMBL4151,0
100458,SINGLE PROTEIN,Peroxisome proliferator-activated receptor delta,10116,Rattus norvegicus,CHEMBL4152,0
100459,SINGLE PROTEIN,Sigma-1 receptor,10141,Cavia porcellus,CHEMBL4153,0
100460,SINGLE PROTEIN,Alpha-glucosidase-like,39947,Oryza sativa Japonica Group,CHEMBL4154,0
100461,SINGLE PROTEIN,Beta-galactosidase/ beta-glucuronidase,510516,Aspergillus oryzae (strain ATCC 42149 / RIB 40),CHEMBL4155,0
100462,SINGLE PROTEIN,Aldolase,5833,Plasmodium falciparum,CHEMBL4156,0
100463,SINGLE PROTEIN,Phospholipase B,283643,Cryptococcus neoformans var. neoformans B-3501A,CHEMBL4157,0
100464,SINGLE PROTEIN,Group X secretory phospholipase A2,10090,Mus musculus,CHEMBL4200,0
100465,SINGLE PROTEIN,Group IIE secretory phospholipase A2,10090,Mus musculus,CHEMBL4201,0
100466,SINGLE PROTEIN,UDP-N-acetylmuramoylalanine--D-glutamate ligase,170187,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),CHEMBL4359,0
100467,SINGLE PROTEIN,Monocarboxylate transporter 1,9606,Homo sapiens,CHEMBL4360,0
100468,SINGLE PROTEIN,Induced myeloid leukemia cell differentiation protein Mcl-1,9606,Homo sapiens,CHEMBL4361,0
100473,SINGLE PROTEIN,Dipeptidyl peptidase III,9606,Homo sapiens,CHEMBL4520,0
100474,SINGLE PROTEIN,Cytochrome P450 24A1,9606,Homo sapiens,CHEMBL4521,0
100475,SINGLE PROTEIN,Voltage-gated calcium channel alpha2/delta subunit 1,10090,Mus musculus,CHEMBL4676,0
100476,SINGLE PROTEIN,Apoptosis regulator Bcl-W,9606,Homo sapiens,CHEMBL4677,0
100477,SINGLE PROTEIN,Branched-chain-amino-acid transferase,10116,Rattus norvegicus,CHEMBL4678,0
100478,SINGLE PROTEIN,Branched-chain-amino-acid transferase,9606,Homo sapiens,CHEMBL4679,0
