accountid,districtid,frequency,date
2972,12,"POPLATEK MESICNE",1993-11-23
2973,23,"POPLATEK MESICNE",1996-08-15
2974,9,"POPLATEK MESICNE",1993-03-13
2976,13,"POPLATEK MESICNE",1996-08-19
2977,28,"POPLATEK MESICNE",1996-06-20
2978,74,"POPLATEK MESICNE",1995-01-06
2979,10,"POPLATEK MESICNE",1997-11-22
2980,66,"POPLATEK MESICNE",1993-12-09
2981,46,"POPLATEK MESICNE",1997-01-11
2982,19,"POPLATEK MESICNE",1996-06-04
2983,42,"POPLATEK MESICNE",1996-07-25
2985,71,"POPLATEK MESICNE",1993-04-06
2986,63,"POPLATEK MESICNE",1996-04-09
2987,18,"POPLATEK MESICNE",1993-09-16
2988,66,"POPLATEK PO OBRATU",1996-10-14
2989,4,"POPLATEK MESICNE",1993-11-28
2990,30,"POPLATEK MESICNE",1996-09-16
2991,19,"POPLATEK MESICNE",1993-05-22
2992,43,"POPLATEK MESICNE",1997-07-11
2993,1,"POPLATEK TYDNE",1996-02-13
2994,77,"POPLATEK MESICNE",1996-05-03
2995,51,"POPLATEK MESICNE",1996-12-14
2996,54,"POPLATEK MESICNE",1994-05-17
2997,40,"POPLATEK MESICNE",1997-09-09
2998,21,"POPLATEK MESICNE",1997-11-09
2999,66,"POPLATEK MESICNE",1996-10-08
3000,28,"POPLATEK MESICNE",1993-07-14
3001,1,"POPLATEK MESICNE",1993-03-24
3003,18,"POPLATEK MESICNE",1993-11-27
3004,11,"POPLATEK MESICNE",1996-08-22
3005,42,"POPLATEK PO OBRATU",1997-01-11
3006,64,"POPLATEK MESICNE",1995-01-01
3007,16,"POPLATEK MESICNE",1993-02-02
3008,72,"POPLATEK MESICNE",1993-02-27
3009,1,"POPLATEK MESICNE",1996-01-26
3010,46,"POPLATEK MESICNE",1995-09-13
3011,64,"POPLATEK MESICNE",1993-09-01
3012,49,"POPLATEK MESICNE",1997-04-18
3013,73,"POPLATEK MESICNE",1997-12-09
3014,75,"POPLATEK TYDNE",1995-03-03
3015,19,"POPLATEK MESICNE",1996-06-15
3016,26,"POPLATEK MESICNE",1996-02-23
3017,75,"POPLATEK MESICNE",1994-08-12
3018,34,"POPLATEK MESICNE",1996-12-03
3019,33,"POPLATEK MESICNE",1996-04-21
3020,3,"POPLATEK MESICNE",1996-08-09
3021,10,"POPLATEK MESICNE",1996-04-20
3022,64,"POPLATEK MESICNE",1996-10-30
3023,35,"POPLATEK MESICNE",1997-10-14
3024,1,"POPLATEK MESICNE",1996-12-18
3025,25,"POPLATEK MESICNE",1997-12-27
3026,24,"POPLATEK MESICNE",1993-02-18
3027,62,"POPLATEK MESICNE",1996-04-29
3028,27,"POPLATEK MESICNE",1993-09-15
3029,42,"POPLATEK MESICNE",1996-12-24
3030,65,"POPLATEK MESICNE",1994-06-22
3031,51,"POPLATEK MESICNE",1997-03-10
3032,5,"POPLATEK MESICNE",1993-06-07
3033,69,"POPLATEK MESICNE",1997-12-10
3035,15,"POPLATEK TYDNE",1993-08-16
3036,10,"POPLATEK MESICNE",1994-04-10
3037,44,"POPLATEK MESICNE",1994-05-26
3038,10,"POPLATEK MESICNE",1996-04-28
3039,1,"POPLATEK MESICNE",1993-12-10
3040,17,"POPLATEK MESICNE",1996-08-03
3041,70,"POPLATEK MESICNE",1996-04-04
3042,10,"POPLATEK MESICNE",1993-09-16
3043,1,"POPLATEK MESICNE",1996-12-29
3044,72,"POPLATEK MESICNE",1996-09-14
3045,1,"POPLATEK MESICNE",1995-06-08
3046,74,"POPLATEK MESICNE",1997-08-11
3047,16,"POPLATEK MESICNE",1993-02-17
3048,74,"POPLATEK TYDNE",1997-12-26
3049,61,"POPLATEK MESICNE",1994-09-08
3050,60,"POPLATEK MESICNE",1993-05-08
3051,9,"POPLATEK MESICNE",1996-01-01
3052,44,"POPLATEK MESICNE",1997-04-26
3053,11,"POPLATEK MESICNE",1993-08-23
3055,15,"POPLATEK MESICNE",1996-05-26
3056,55,"POPLATEK MESICNE",1993-12-22
3057,9,"POPLATEK MESICNE",1997-07-23
3058,44,"POPLATEK MESICNE",1994-10-23
3059,1,"POPLATEK MESICNE",1997-02-15
3060,73,"POPLATEK MESICNE",1997-06-09
3061,76,"POPLATEK MESICNE",1995-11-08
3062,17,"POPLATEK MESICNE",1997-08-15
3063,72,"POPLATEK MESICNE",1993-05-26
3064,40,"POPLATEK MESICNE",1993-05-23
3066,74,"POPLATEK MESICNE",1996-08-12
3067,46,"POPLATEK MESICNE",1997-01-30
3068,59,"POPLATEK MESICNE",1993-04-25
3069,66,"POPLATEK MESICNE",1993-03-20
3070,56,"POPLATEK MESICNE",1997-08-21
3071,41,"POPLATEK MESICNE",1996-10-03
3072,8,"POPLATEK MESICNE",1993-06-05
3074,74,"POPLATEK TYDNE",1994-10-08
3075,71,"POPLATEK MESICNE",1997-06-25
3076,54,"POPLATEK MESICNE",1993-03-27
3077,64,"POPLATEK MESICNE",1997-04-16
3078,1,"POPLATEK MESICNE",1993-07-16
3079,18,"POPLATEK MESICNE",1996-02-26
3080,57,"POPLATEK MESICNE",1995-10-29
3082,33,"POPLATEK MESICNE",1997-11-16
3083,66,"POPLATEK MESICNE",1997-03-18
3084,59,"POPLATEK TYDNE",1996-01-28
3085,66,"POPLATEK MESICNE",1997-07-03
3086,1,"POPLATEK MESICNE",1993-11-02
3087,15,"POPLATEK MESICNE",1993-12-04
3088,18,"POPLATEK MESICNE",1996-03-08
3089,12,"POPLATEK TYDNE",1996-07-02
3090,1,"POPLATEK MESICNE",1996-12-10
3091,3,"POPLATEK MESICNE",1993-11-11
3092,46,"POPLATEK MESICNE",1995-12-20
3093,16,"POPLATEK MESICNE",1996-11-21
3094,56,"POPLATEK MESICNE",1993-12-20
3096,68,"POPLATEK MESICNE",1993-06-29
3097,66,"POPLATEK MESICNE",1997-08-14
3098,1,"POPLATEK MESICNE",1996-09-16
3099,70,"POPLATEK MESICNE",1993-05-20
3100,65,"POPLATEK MESICNE",1997-06-22
3101,1,"POPLATEK MESICNE",1994-02-27
3102,33,"POPLATEK MESICNE",1997-11-23
3103,1,"POPLATEK PO OBRATU",1997-09-21
3104,1,"POPLATEK MESICNE",1997-04-29
3105,37,"POPLATEK MESICNE",1997-11-21
3106,12,"POPLATEK TYDNE",1997-09-26
3107,5,"POPLATEK MESICNE",1993-11-20
3108,53,"POPLATEK MESICNE",1993-03-14
3109,18,"POPLATEK MESICNE",1995-04-08
3110,48,"POPLATEK MESICNE",1997-01-12
3111,60,"POPLATEK MESICNE",1995-11-08
3112,38,"POPLATEK MESICNE",1994-08-12
3113,67,"POPLATEK MESICNE",1993-08-16
3114,1,"POPLATEK MESICNE",1996-06-15
3115,14,"POPLATEK MESICNE",1996-03-27
3116,54,"POPLATEK MESICNE",1996-04-05
3117,33,"POPLATEK MESICNE",1993-02-24
3118,48,"POPLATEK MESICNE",1996-03-10
3119,33,"POPLATEK MESICNE",1997-05-02
3120,1,"POPLATEK MESICNE",1996-06-20
3121,46,"POPLATEK MESICNE",1996-03-08
3122,74,"POPLATEK MESICNE",1997-05-12
3124,6,"POPLATEK MESICNE",1995-06-13
3125,37,"POPLATEK MESICNE",1996-12-16
3126,17,"POPLATEK MESICNE",1996-09-03
3127,66,"POPLATEK MESICNE",1993-08-08
3128,1,"POPLATEK MESICNE",1995-01-06
3129,5,"POPLATEK MESICNE",1993-12-05
3130,13,"POPLATEK MESICNE",1996-03-20
3131,21,"POPLATEK MESICNE",1995-10-23
3132,56,"POPLATEK MESICNE",1995-10-08
3133,66,"POPLATEK MESICNE",1993-06-14
3134,48,"POPLATEK MESICNE",1994-04-29
3135,72,"POPLATEK MESICNE",1993-12-27
3136,69,"POPLATEK MESICNE",1993-08-07
3137,39,"POPLATEK MESICNE",1996-12-15
3138,37,"POPLATEK MESICNE",1996-03-24
3139,12,"POPLATEK MESICNE",1995-08-30
3140,3,"POPLATEK MESICNE",1997-05-13
3141,1,"POPLATEK TYDNE",1995-01-06
3142,2,"POPLATEK MESICNE",1994-09-14
3143,38,"POPLATEK MESICNE",1996-10-18
3144,67,"POPLATEK MESICNE",1996-03-09
3145,4,"POPLATEK MESICNE",1993-12-03
3146,68,"POPLATEK MESICNE",1993-10-26
3147,54,"POPLATEK MESICNE",1995-04-05
3148,33,"POPLATEK MESICNE",1995-11-19
3149,57,"POPLATEK MESICNE",1996-06-27
3151,6,"POPLATEK MESICNE",1996-02-21
3152,1,"POPLATEK MESICNE",1993-07-16
3153,2,"POPLATEK MESICNE",1996-07-05
3154,1,"POPLATEK MESICNE",1997-07-02
3155,28,"POPLATEK MESICNE",1996-08-29
3156,1,"POPLATEK PO OBRATU",1997-11-16
3157,77,"POPLATEK MESICNE",1993-09-10
3158,71,"POPLATEK MESICNE",1996-10-03
3160,22,"POPLATEK MESICNE",1994-06-19
3161,48,"POPLATEK MESICNE",1996-08-26
3162,63,"POPLATEK TYDNE",1996-05-18
3163,41,"POPLATEK MESICNE",1997-05-24
3164,33,"POPLATEK MESICNE",1993-12-24
3166,71,"POPLATEK MESICNE",1993-08-10
3167,18,"POPLATEK MESICNE",1994-08-08
3168,39,"POPLATEK MESICNE",1993-02-20
3169,19,"POPLATEK MESICNE",1997-12-19
3170,1,"POPLATEK MESICNE",1996-01-12
3171,61,"POPLATEK MESICNE",1993-09-28
3172,77,"POPLATEK MESICNE",1997-05-27
3173,39,"POPLATEK MESICNE",1993-05-15
3174,65,"POPLATEK MESICNE",1997-12-10
3175,50,"POPLATEK MESICNE",1996-10-08
3176,26,"POPLATEK MESICNE",1997-03-26
3177,74,"POPLATEK MESICNE",1996-11-12
3178,4,"POPLATEK MESICNE",1996-04-27
3179,71,"POPLATEK MESICNE",1996-09-20
3180,1,"POPLATEK MESICNE",1996-06-18
3181,42,"POPLATEK MESICNE",1993-05-16
3182,6,"POPLATEK MESICNE",1996-12-20
3183,45,"POPLATEK MESICNE",1994-04-01
3184,1,"POPLATEK MESICNE",1994-02-18
3185,45,"POPLATEK MESICNE",1997-07-29
3186,10,"POPLATEK MESICNE",1995-05-28
3187,59,"POPLATEK MESICNE",1997-12-20
3188,24,"POPLATEK MESICNE",1997-02-20
3189,29,"POPLATEK MESICNE",1995-11-29
3190,1,"POPLATEK MESICNE",1996-12-30
3191,72,"POPLATEK MESICNE",1996-09-17
3192,18,"POPLATEK MESICNE",1996-07-28
3193,74,"POPLATEK MESICNE",1996-02-27
3194,11,"POPLATEK MESICNE",1997-04-19
3195,40,"POPLATEK MESICNE",1993-09-02
3196,1,"POPLATEK MESICNE",1993-12-13
3197,1,"POPLATEK MESICNE",1993-12-25
3199,66,"POPLATEK MESICNE",1996-06-06
3200,17,"POPLATEK PO OBRATU",1995-10-20
3201,4,"POPLATEK MESICNE",1994-04-17
3202,8,"POPLATEK MESICNE",1997-06-04
3203,23,"POPLATEK MESICNE",1995-08-07
3204,61,"POPLATEK MESICNE",1996-07-13
3205,1,"POPLATEK MESICNE",1995-12-17
3206,38,"POPLATEK MESICNE",1996-06-22
3208,29,"POPLATEK MESICNE",1997-08-04
3209,45,"POPLATEK MESICNE",1997-12-10
3210,1,"POPLATEK MESICNE",1993-05-17
3211,72,"POPLATEK MESICNE",1997-06-09
3212,70,"POPLATEK MESICNE",1993-07-25
3213,51,"POPLATEK MESICNE",1993-04-12
3214,67,"POPLATEK MESICNE",1997-05-10
3216,3,"POPLATEK MESICNE",1995-08-11
3217,75,"POPLATEK PO OBRATU",1997-04-23
3218,41,"POPLATEK MESICNE",1993-11-14
3219,1,"POPLATEK MESICNE",1996-03-26
3220,29,"POPLATEK MESICNE",1993-08-14
3221,5,"POPLATEK MESICNE",1993-08-17
3222,4,"POPLATEK MESICNE",1993-07-21
3223,1,"POPLATEK MESICNE",1993-12-07
3224,55,"POPLATEK MESICNE",1996-11-10
3225,1,"POPLATEK MESICNE",1993-11-01
3226,65,"POPLATEK MESICNE",1994-08-28
3227,1,"POPLATEK MESICNE",1996-06-24
3228,29,"POPLATEK MESICNE",1996-10-30
3229,64,"POPLATEK MESICNE",1995-11-18
3230,1,"POPLATEK MESICNE",1995-03-11
3231,73,"POPLATEK MESICNE",1995-04-18
3232,37,"POPLATEK MESICNE",1996-10-02
3233,31,"POPLATEK MESICNE",1995-03-03
3234,1,"POPLATEK MESICNE",1995-09-16
3235,8,"POPLATEK MESICNE",1995-01-26
3236,52,"POPLATEK MESICNE",1997-02-20
3237,20,"POPLATEK MESICNE",1993-10-02
3238,47,"POPLATEK MESICNE",1996-01-07
3239,5,"POPLATEK MESICNE",1996-06-19
3240,35,"POPLATEK TYDNE",1996-05-29
3241,44,"POPLATEK MESICNE",1993-07-16
3242,28,"POPLATEK MESICNE",1997-03-02
3243,1,"POPLATEK MESICNE",1993-11-10
3244,56,"POPLATEK MESICNE",1995-01-14
3245,45,"POPLATEK MESICNE",1997-06-26
3246,54,"POPLATEK MESICNE",1993-06-14
3247,61,"POPLATEK MESICNE",1996-04-11
3248,77,"POPLATEK MESICNE",1996-05-11
3249,74,"POPLATEK MESICNE",1996-10-11
3250,1,"POPLATEK MESICNE",1995-01-06
3251,59,"POPLATEK MESICNE",1995-05-18
3252,12,"POPLATEK MESICNE",1995-06-12
3253,71,"POPLATEK PO OBRATU",1994-03-15
3254,36,"POPLATEK MESICNE",1995-08-27
3255,1,"POPLATEK MESICNE",1993-09-15
3256,40,"POPLATEK MESICNE",1996-11-19
3258,53,"POPLATEK MESICNE",1993-06-05
3259,1,"POPLATEK MESICNE",1994-04-11
3260,68,"POPLATEK MESICNE",1993-03-25
3261,1,"POPLATEK MESICNE",1993-07-07
3262,23,"POPLATEK MESICNE",1997-06-22
3263,44,"POPLATEK MESICNE",1996-03-07
3264,70,"POPLATEK MESICNE",1993-10-23
3265,52,"POPLATEK PO OBRATU",1996-03-30
3266,14,"POPLATEK MESICNE",1997-03-29
3267,64,"POPLATEK MESICNE",1993-07-21
3268,21,"POPLATEK MESICNE",1993-09-20
3269,37,"POPLATEK MESICNE",1995-09-03
3270,30,"POPLATEK MESICNE",1995-08-08
3271,8,"POPLATEK MESICNE",1996-10-12
3272,53,"POPLATEK MESICNE",1996-08-30
3273,74,"POPLATEK MESICNE",1995-12-29
3274,76,"POPLATEK MESICNE",1997-09-17
3275,74,"POPLATEK MESICNE",1994-06-29
3276,1,"POPLATEK MESICNE",1997-12-29
3277,36,"POPLATEK MESICNE",1993-07-12
3278,4,"POPLATEK MESICNE",1996-01-02
3279,46,"POPLATEK TYDNE",1994-12-17
3280,1,"POPLATEK MESICNE",1996-04-24
3281,1,"POPLATEK MESICNE",1997-08-06
3282,1,"POPLATEK MESICNE",1996-11-24
3283,68,"POPLATEK MESICNE",1993-03-26
3284,64,"POPLATEK MESICNE",1993-05-17
3285,43,"POPLATEK MESICNE",1996-05-12
3286,8,"POPLATEK MESICNE",1996-02-26
3287,18,"POPLATEK MESICNE",1993-07-26
3288,54,"POPLATEK MESICNE",1994-09-15
3289,1,"POPLATEK MESICNE",1994-06-02
3290,19,"POPLATEK MESICNE",1996-12-09
3291,45,"POPLATEK MESICNE",1996-11-16
3292,1,"POPLATEK MESICNE",1993-12-21
3293,1,"POPLATEK MESICNE",1997-08-08
3294,75,"POPLATEK MESICNE",1996-04-09
3296,67,"POPLATEK MESICNE",1996-03-15
3297,53,"POPLATEK MESICNE",1995-02-17
3298,29,"POPLATEK MESICNE",1993-08-04
3299,11,"POPLATEK TYDNE",1997-05-16
3300,71,"POPLATEK MESICNE",1997-09-19
3301,14,"POPLATEK MESICNE",1996-04-25
3302,21,"POPLATEK MESICNE",1993-03-02
3303,1,"POPLATEK MESICNE",1995-11-17
3304,36,"POPLATEK MESICNE",1997-01-16
3305,13,"POPLATEK MESICNE",1995-12-09
3306,75,"POPLATEK MESICNE",1993-08-24
3307,30,"POPLATEK MESICNE",1994-03-13
3308,40,"POPLATEK MESICNE",1996-04-02
3309,66,"POPLATEK MESICNE",1993-11-20
3310,25,"POPLATEK MESICNE",1993-09-15
3311,8,"POPLATEK MESICNE",1996-08-18
3312,30,"POPLATEK MESICNE",1996-12-04
3314,25,"POPLATEK MESICNE",1996-10-14
3315,23,"POPLATEK MESICNE",1995-08-24
3316,28,"POPLATEK MESICNE",1993-05-06
3317,4,"POPLATEK MESICNE",1995-10-04
3318,62,"POPLATEK MESICNE",1996-06-25
3319,56,"POPLATEK MESICNE",1993-08-29
3320,1,"POPLATEK MESICNE",1995-12-01
3321,17,"POPLATEK MESICNE",1995-04-18
3322,65,"POPLATEK TYDNE",1996-03-20
3323,13,"POPLATEK MESICNE",1993-09-08
3324,3,"POPLATEK MESICNE",1997-10-17
3325,11,"POPLATEK MESICNE",1997-11-03
3326,5,"POPLATEK MESICNE",1993-11-11
3327,45,"POPLATEK MESICNE",1993-04-16
3328,1,"POPLATEK MESICNE",1997-03-17
3329,3,"POPLATEK MESICNE",1996-10-12
3330,76,"POPLATEK MESICNE",1995-07-08
3331,16,"POPLATEK MESICNE",1997-02-20
3332,17,"POPLATEK MESICNE",1997-03-25
3333,44,"POPLATEK MESICNE",1997-11-27
3334,67,"POPLATEK MESICNE",1996-07-09
3335,35,"POPLATEK MESICNE",1996-02-18
3336,51,"POPLATEK MESICNE",1994-09-19
3337,58,"POPLATEK PO OBRATU",1997-02-22
3338,25,"POPLATEK MESICNE",1995-12-24
3339,1,"POPLATEK MESICNE",1996-09-27
3342,59,"POPLATEK MESICNE",1997-10-06
3343,1,"POPLATEK MESICNE",1997-08-03
3344,70,"POPLATEK MESICNE",1997-05-15
3345,22,"POPLATEK MESICNE",1993-12-08
3346,1,"POPLATEK MESICNE",1997-07-25
3347,4,"POPLATEK MESICNE",1996-08-19
3348,4,"POPLATEK MESICNE",1994-12-08
3349,47,"POPLATEK MESICNE",1996-03-28
3350,74,"POPLATEK MESICNE",1996-07-13
3351,70,"POPLATEK MESICNE",1996-03-08
3352,42,"POPLATEK MESICNE",1993-11-08
3353,74,"POPLATEK MESICNE",1996-08-27
3354,63,"POPLATEK MESICNE",1993-11-05
3355,70,"POPLATEK MESICNE",1994-02-26
3357,54,"POPLATEK MESICNE",1995-07-26
3358,44,"POPLATEK MESICNE",1996-02-21
3359,8,"POPLATEK MESICNE",1996-07-30
3360,71,"POPLATEK MESICNE",1997-11-10
3361,45,"POPLATEK MESICNE",1993-08-26
3362,73,"POPLATEK MESICNE",1995-01-25
3363,30,"POPLATEK MESICNE",1995-06-24
3364,21,"POPLATEK TYDNE",1994-12-08
3365,11,"POPLATEK MESICNE",1997-11-18
3366,68,"POPLATEK MESICNE",1996-03-02
3367,1,"POPLATEK MESICNE",1993-04-01
3368,24,"POPLATEK MESICNE",1995-09-14
3369,8,"POPLATEK MESICNE",1994-12-01
3370,49,"POPLATEK MESICNE",1993-11-15
3371,68,"POPLATEK MESICNE",1993-11-04
3372,23,"POPLATEK MESICNE",1994-05-26
3373,27,"POPLATEK MESICNE",1996-01-18
3374,21,"POPLATEK MESICNE",1993-02-17
3375,9,"POPLATEK MESICNE",1997-01-15
3376,58,"POPLATEK MESICNE",1996-11-17
3377,74,"POPLATEK MESICNE",1996-12-02
3378,55,"POPLATEK MESICNE",1994-03-14
3379,63,"POPLATEK MESICNE",1997-01-24
3380,64,"POPLATEK MESICNE",1993-12-10
3381,68,"POPLATEK MESICNE",1997-08-02
3382,23,"POPLATEK TYDNE",1997-11-20
3383,29,"POPLATEK MESICNE",1997-09-28
3384,14,"POPLATEK MESICNE",1995-11-05
3385,1,"POPLATEK MESICNE",1997-12-21
3386,2,"POPLATEK MESICNE",1995-05-23
3387,25,"POPLATEK TYDNE",1996-12-28
3389,13,"POPLATEK MESICNE",1996-01-30
3390,12,"POPLATEK TYDNE",1996-12-22
3391,74,"POPLATEK MESICNE",1993-04-01
3392,1,"POPLATEK MESICNE",1995-06-08
3393,4,"POPLATEK MESICNE",1996-12-22
3394,23,"POPLATEK MESICNE",1996-10-09
3395,16,"POPLATEK MESICNE",1997-11-05
3396,1,"POPLATEK MESICNE",1997-11-20
3397,49,"POPLATEK MESICNE",1996-08-04
3398,43,"POPLATEK MESICNE",1997-04-15
3399,63,"POPLATEK MESICNE",1996-09-26
3401,38,"POPLATEK TYDNE",1997-10-04
3402,76,"POPLATEK TYDNE",1995-03-16
3403,63,"POPLATEK MESICNE",1997-05-20
3404,33,"POPLATEK MESICNE",1997-11-04
3405,36,"POPLATEK MESICNE",1994-03-07
3406,53,"POPLATEK MESICNE",1997-12-08
3407,28,"POPLATEK MESICNE",1993-08-24
3408,62,"POPLATEK MESICNE",1993-09-19
3409,23,"POPLATEK MESICNE",1996-03-01
3410,39,"POPLATEK MESICNE",1995-07-03
3411,19,"POPLATEK MESICNE",1996-12-17
3412,31,"POPLATEK MESICNE",1996-12-20
3413,70,"POPLATEK MESICNE",1993-07-13
3415,75,"POPLATEK MESICNE",1997-12-06
3417,48,"POPLATEK MESICNE",1995-09-28
3418,42,"POPLATEK PO OBRATU",1996-09-02
3419,1,"POPLATEK MESICNE",1994-10-29
3421,31,"POPLATEK MESICNE",1995-02-01
3422,21,"POPLATEK MESICNE",1996-03-28
3423,11,"POPLATEK MESICNE",1997-11-10
3424,74,"POPLATEK MESICNE",1993-02-16
3425,70,"POPLATEK MESICNE",1994-08-24
3426,9,"POPLATEK TYDNE",1996-07-13
3427,36,"POPLATEK MESICNE",1996-08-23
3428,27,"POPLATEK MESICNE",1997-07-12
3429,73,"POPLATEK MESICNE",1993-12-17
3430,9,"POPLATEK MESICNE",1996-12-10
3431,64,"POPLATEK MESICNE",1996-09-21
3432,1,"POPLATEK MESICNE",1996-06-25
3433,73,"POPLATEK MESICNE",1997-07-07
3434,32,"POPLATEK MESICNE",1996-05-13
3435,59,"POPLATEK MESICNE",1993-07-01
3436,5,"POPLATEK MESICNE",1995-06-24
3437,1,"POPLATEK MESICNE",1996-11-13
3438,35,"POPLATEK MESICNE",1996-12-21
3439,16,"POPLATEK MESICNE",1996-02-16
3440,22,"POPLATEK MESICNE",1995-09-22
3442,4,"POPLATEK MESICNE",1996-01-16
3443,45,"POPLATEK MESICNE",1996-07-26
3444,53,"POPLATEK TYDNE",1997-09-04
3445,1,"POPLATEK MESICNE",1994-02-22
3446,6,"POPLATEK PO OBRATU",1996-09-27
3448,58,"POPLATEK TYDNE",1996-06-06
3449,1,"POPLATEK MESICNE",1995-04-27
3450,1,"POPLATEK MESICNE",1996-12-13
3451,52,"POPLATEK MESICNE",1996-04-27
3452,63,"POPLATEK MESICNE",1996-12-13
3453,13,"POPLATEK MESICNE",1995-06-08
3454,32,"POPLATEK MESICNE",1996-10-17
3455,34,"POPLATEK MESICNE",1996-03-13
3456,32,"POPLATEK MESICNE",1993-09-06
3457,54,"POPLATEK MESICNE",1994-10-01
3458,63,"POPLATEK MESICNE",1995-07-07
3459,76,"POPLATEK MESICNE",1996-06-02
3460,16,"POPLATEK MESICNE",1997-04-08
3461,8,"POPLATEK MESICNE",1997-06-23
3462,51,"POPLATEK MESICNE",1996-03-04
3463,38,"POPLATEK MESICNE",1997-09-21
3464,25,"POPLATEK MESICNE",1995-05-05
3465,1,"POPLATEK MESICNE",1993-07-16
3466,64,"POPLATEK MESICNE",1995-02-16
3467,17,"POPLATEK MESICNE",1996-08-25
3468,32,"POPLATEK MESICNE",1996-02-14
3469,76,"POPLATEK MESICNE",1993-05-22
3470,8,"POPLATEK MESICNE",1997-01-12
3471,63,"POPLATEK MESICNE",1997-01-22
3472,55,"POPLATEK MESICNE",1996-07-21
3474,23,"POPLATEK MESICNE",1995-07-12
3476,3,"POPLATEK MESICNE",1995-12-16
3477,71,"POPLATEK MESICNE",1993-08-22
3478,30,"POPLATEK MESICNE",1994-09-04
3479,22,"POPLATEK MESICNE",1994-06-14
3480,58,"POPLATEK MESICNE",1993-09-14
3482,70,"POPLATEK MESICNE",1995-01-03
3483,40,"POPLATEK MESICNE",1993-10-12
3484,22,"POPLATEK MESICNE",1994-06-01
3485,53,"POPLATEK MESICNE",1996-06-19
3486,64,"POPLATEK MESICNE",1995-10-09
3487,41,"POPLATEK MESICNE",1993-01-08
3489,9,"POPLATEK MESICNE",1994-12-08
3490,48,"POPLATEK MESICNE",1995-11-26
3491,51,"POPLATEK MESICNE",1996-07-27
3492,33,"POPLATEK MESICNE",1995-09-10
3493,63,"POPLATEK MESICNE",1993-07-22
3494,60,"POPLATEK MESICNE",1996-07-22
3495,54,"POPLATEK MESICNE",1996-05-17
3496,42,"POPLATEK MESICNE",1997-06-11
3497,76,"POPLATEK MESICNE",1994-08-02
3498,31,"POPLATEK MESICNE",1996-11-12
3499,51,"POPLATEK MESICNE",1996-09-14
3501,36,"POPLATEK MESICNE",1997-12-13
3502,74,"POPLATEK MESICNE",1996-03-08
3503,1,"POPLATEK MESICNE",1994-07-17
3504,70,"POPLATEK MESICNE",1996-08-30
3505,46,"POPLATEK MESICNE",1993-09-23
3506,70,"POPLATEK MESICNE",1997-05-08
3507,9,"POPLATEK MESICNE",1996-12-01
3508,42,"POPLATEK MESICNE",1996-09-12
3509,2,"POPLATEK MESICNE",1993-09-05
3510,41,"POPLATEK MESICNE",1993-01-07
3511,70,"POPLATEK MESICNE",1996-07-23
3512,46,"POPLATEK MESICNE",1996-05-11
3513,20,"POPLATEK MESICNE",1993-03-03
3514,7,"POPLATEK MESICNE",1993-02-03
3515,68,"POPLATEK MESICNE",1996-06-16
3516,36,"POPLATEK TYDNE",1997-09-07
3517,26,"POPLATEK MESICNE",1996-11-22
3518,9,"POPLATEK MESICNE",1996-07-22
3519,52,"POPLATEK MESICNE",1996-02-10
3520,72,"POPLATEK MESICNE",1995-06-04
3521,75,"POPLATEK MESICNE",1993-06-22
3522,16,"POPLATEK MESICNE",1996-06-07
3523,65,"POPLATEK MESICNE",1996-05-14
3524,66,"POPLATEK MESICNE",1997-06-28
3525,70,"POPLATEK MESICNE",1995-12-01
3526,1,"POPLATEK MESICNE",1996-07-22
3527,44,"POPLATEK MESICNE",1997-01-11
3528,10,"POPLATEK MESICNE",1994-03-05
3529,12,"POPLATEK MESICNE",1997-07-08
3530,34,"POPLATEK MESICNE",1996-01-03
3531,59,"POPLATEK MESICNE",1996-05-03
3532,73,"POPLATEK MESICNE",1995-07-18
3533,74,"POPLATEK MESICNE",1994-08-29
3534,59,"POPLATEK MESICNE",1996-04-08
3535,1,"POPLATEK MESICNE",1993-10-05
3536,24,"POPLATEK MESICNE",1994-08-11
3537,45,"POPLATEK MESICNE",1997-08-22
3538,58,"POPLATEK MESICNE",1993-08-08
3539,42,"POPLATEK MESICNE",1994-06-08
3540,18,"POPLATEK MESICNE",1997-01-03
3541,70,"POPLATEK MESICNE",1997-03-02
3542,49,"POPLATEK MESICNE",1993-06-11
3543,74,"POPLATEK MESICNE",1996-07-21
3544,33,"POPLATEK MESICNE",1997-04-07
3545,51,"POPLATEK MESICNE",1993-02-17
3546,55,"POPLATEK MESICNE",1997-02-03
3547,54,"POPLATEK MESICNE",1993-08-07
3548,23,"POPLATEK MESICNE",1993-11-11
3549,27,"POPLATEK MESICNE",1996-08-14
3550,68,"POPLATEK MESICNE",1996-07-04
3551,6,"POPLATEK MESICNE",1993-10-17
3552,62,"POPLATEK MESICNE",1995-09-06
3553,70,"POPLATEK MESICNE",1995-08-30
3554,66,"POPLATEK MESICNE",1993-02-16
3555,32,"POPLATEK MESICNE",1994-09-26
3556,58,"POPLATEK MESICNE",1997-08-29
3557,72,"POPLATEK MESICNE",1996-11-02
3558,4,"POPLATEK MESICNE",1993-05-23
3559,18,"POPLATEK MESICNE",1995-12-30
3560,57,"POPLATEK MESICNE",1996-11-10
3561,33,"POPLATEK MESICNE",1997-10-15
3562,50,"POPLATEK MESICNE",1996-07-19
3563,1,"POPLATEK MESICNE",1996-07-04
