GeneID,Essential,Class,Complex,Phenotype,Motif,Chromosome,Function,Localization
G234604,Essential,Polymerases,"Replication complexes","Conditional phenotypes",?,10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234604,Essential,Polymerases,"Replication complexes","Nucleic acid metabolism defects",?,10,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234604,Essential,Polymerases,"Replication complexes","Nucleic acid metabolism defects",?,10,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G234604,Essential,Polymerases,"Replication complexes","Nucleic acid metabolism defects",?,10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234606,Non-Essential,"GTP/GDP-exchange factors (GEFs)",?,"Conditional phenotypes",?,10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",golgi
G234606,Non-Essential,"GTP/GDP-exchange factors (GEFs)",?,"Conditional phenotypes",?,10,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",golgi
G234610,Essential,ATPases,"Endonuclease SceI, mitochondrial","Stress response defects",PS00297,10,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",mitochondria
G234610,Essential,ATPases,"Endonuclease SceI, mitochondrial","Stress response defects",PS00297,10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",mitochondria
G234610,Essential,ATPases,"Endonuclease SceI, mitochondrial","Stress response defects",PS00297,10,"PROTEIN DESTINATION",mitochondria
G234610,Essential,ATPases,"Endonuclease SceI, mitochondrial","Stress response defects",PS00297,10,TRANSCRIPTION,mitochondria
G234610,Essential,ATPases,"Endonuclease SceI, mitochondrial","Stress response defects",PS00329,10,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",mitochondria
G234610,Essential,ATPases,"Endonuclease SceI, mitochondrial","Stress response defects",PS00329,10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",mitochondria
G234610,Essential,ATPases,"Endonuclease SceI, mitochondrial","Stress response defects",PS00329,10,"PROTEIN DESTINATION",mitochondria
G234610,Essential,ATPases,"Endonuclease SceI, mitochondrial","Stress response defects",PS00329,10,TRANSCRIPTION,mitochondria
G234610,Essential,ATPases,"Mitochondrial translocase complex","Stress response defects",PS00297,10,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",mitochondria
G234610,Essential,ATPases,"Mitochondrial translocase complex","Stress response defects",PS00297,10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",mitochondria
G234610,Essential,ATPases,"Mitochondrial translocase complex","Stress response defects",PS00297,10,"PROTEIN DESTINATION",mitochondria
G234610,Essential,ATPases,"Mitochondrial translocase complex","Stress response defects",PS00297,10,TRANSCRIPTION,mitochondria
G234610,Essential,ATPases,"Mitochondrial translocase complex","Stress response defects",PS00329,10,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",mitochondria
G234610,Essential,ATPases,"Mitochondrial translocase complex","Stress response defects",PS00329,10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",mitochondria
G234610,Essential,ATPases,"Mitochondrial translocase complex","Stress response defects",PS00329,10,"PROTEIN DESTINATION",mitochondria
G234610,Essential,ATPases,"Mitochondrial translocase complex","Stress response defects",PS00329,10,TRANSCRIPTION,mitochondria
G234610,Essential,"Molecular chaperones","Endonuclease SceI, mitochondrial","Stress response defects",PS00297,10,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",mitochondria
G234610,Essential,"Molecular chaperones","Endonuclease SceI, mitochondrial","Stress response defects",PS00297,10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",mitochondria
G234610,Essential,"Molecular chaperones","Endonuclease SceI, mitochondrial","Stress response defects",PS00297,10,"PROTEIN DESTINATION",mitochondria
G234610,Essential,"Molecular chaperones","Endonuclease SceI, mitochondrial","Stress response defects",PS00297,10,TRANSCRIPTION,mitochondria
G234610,Essential,"Molecular chaperones","Endonuclease SceI, mitochondrial","Stress response defects",PS00329,10,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",mitochondria
G234610,Essential,"Molecular chaperones","Endonuclease SceI, mitochondrial","Stress response defects",PS00329,10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",mitochondria
G234610,Essential,"Molecular chaperones","Endonuclease SceI, mitochondrial","Stress response defects",PS00329,10,"PROTEIN DESTINATION",mitochondria
G234610,Essential,"Molecular chaperones","Endonuclease SceI, mitochondrial","Stress response defects",PS00329,10,TRANSCRIPTION,mitochondria
G234610,Essential,"Molecular chaperones","Mitochondrial translocase complex","Stress response defects",PS00297,10,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",mitochondria
G234610,Essential,"Molecular chaperones","Mitochondrial translocase complex","Stress response defects",PS00297,10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",mitochondria
G234610,Essential,"Molecular chaperones","Mitochondrial translocase complex","Stress response defects",PS00297,10,"PROTEIN DESTINATION",mitochondria
G234610,Essential,"Molecular chaperones","Mitochondrial translocase complex","Stress response defects",PS00297,10,TRANSCRIPTION,mitochondria
G234610,Essential,"Molecular chaperones","Mitochondrial translocase complex","Stress response defects",PS00329,10,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",mitochondria
G234610,Essential,"Molecular chaperones","Mitochondrial translocase complex","Stress response defects",PS00329,10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",mitochondria
G234610,Essential,"Molecular chaperones","Mitochondrial translocase complex","Stress response defects",PS00329,10,"PROTEIN DESTINATION",mitochondria
G234610,Essential,"Molecular chaperones","Mitochondrial translocase complex","Stress response defects",PS00329,10,TRANSCRIPTION,mitochondria
G234613,Non-Essential,Polymerases,"Transcription complexes/Transcriptosome",?,PS01030,10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234613,Non-Essential,Polymerases,"Transcription complexes/Transcriptosome",?,PS01030,10,TRANSCRIPTION,nucleus
G234630,Non-Essential,"Transcription factors",?,?,PS00463,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234630,Non-Essential,"Transcription factors",?,?,PS00463,11,METABOLISM,nucleus
G234630,Non-Essential,"Transcription factors",?,?,PS00463,11,TRANSCRIPTION,nucleus
G234635,Non-Essential,"Transcription factors",?,?,?,11,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234635,Non-Essential,"Transcription factors",?,?,?,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234635,Non-Essential,"Transcription factors",?,?,?,11,TRANSCRIPTION,nucleus
G234636,Essential,Polymerases,"Replication complexes","Mating and sporulation defects",?,11,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234636,Essential,Polymerases,"Replication complexes","Mating and sporulation defects",?,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234636,Essential,Polymerases,"Replication complexes",Unknown,?,11,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234636,Essential,Polymerases,"Replication complexes",Unknown,?,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234638,Essential,Histones,"Kinetochore protein complexes","Cell cycle defects",PS00959,11,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234638,Essential,Histones,"Kinetochore protein complexes","Cell cycle defects",PS00959,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234640,Non-Essential,"Molecular chaperones",?,"Conditional phenotypes",PS00014,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",ER
G234640,Non-Essential,"Molecular chaperones",?,"Conditional phenotypes",PS00014,11,"PROTEIN DESTINATION",ER
G234640,Non-Essential,"Molecular chaperones",?,"Conditional phenotypes",PS00329,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",ER
G234640,Non-Essential,"Molecular chaperones",?,"Conditional phenotypes",PS00329,11,"PROTEIN DESTINATION",ER
G234640,Non-Essential,"Molecular chaperones",?,"Conditional phenotypes",PS01036,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",ER
G234640,Non-Essential,"Molecular chaperones",?,"Conditional phenotypes",PS01036,11,"PROTEIN DESTINATION",ER
G234640,Non-Essential,"Molecular chaperones",?,"Stress response defects",PS00014,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",ER
G234640,Non-Essential,"Molecular chaperones",?,"Stress response defects",PS00014,11,"PROTEIN DESTINATION",ER
G234640,Non-Essential,"Molecular chaperones",?,"Stress response defects",PS00329,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",ER
G234640,Non-Essential,"Molecular chaperones",?,"Stress response defects",PS00329,11,"PROTEIN DESTINATION",ER
G234640,Non-Essential,"Molecular chaperones",?,"Stress response defects",PS01036,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",ER
G234640,Non-Essential,"Molecular chaperones",?,"Stress response defects",PS01036,11,"PROTEIN DESTINATION",ER
G234642,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants",?,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",vacuole
G234642,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants",?,11,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",vacuole
G234642,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants",?,11,"IONIC HOMEOSTASIS",vacuole
G234642,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants",?,11,"PROTEIN DESTINATION",vacuole
G234642,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants",?,11,"TRANSPORT FACILITATION",vacuole
G234642,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Conditional phenotypes",?,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",vacuole
G234642,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Conditional phenotypes",?,11,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",vacuole
G234642,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Conditional phenotypes",?,11,"IONIC HOMEOSTASIS",vacuole
G234642,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Conditional phenotypes",?,11,"PROTEIN DESTINATION",vacuole
G234642,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Conditional phenotypes",?,11,"TRANSPORT FACILITATION",vacuole
G234642,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Stress response defects",?,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",vacuole
G234642,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Stress response defects",?,11,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",vacuole
G234642,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Stress response defects",?,11,"IONIC HOMEOSTASIS",vacuole
G234642,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Stress response defects",?,11,"PROTEIN DESTINATION",vacuole
G234642,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Stress response defects",?,11,"TRANSPORT FACILITATION",vacuole
G234644,Non-Essential,"Protein Kinases",?,?,PS00017,11,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234644,Non-Essential,"Protein Kinases",?,?,PS00017,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234644,Non-Essential,"Protein Kinases",?,?,PS00107,11,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234644,Non-Essential,"Protein Kinases",?,?,PS00107,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234644,Non-Essential,"Protein Kinases",?,?,PS00108,11,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234644,Non-Essential,"Protein Kinases",?,?,PS00108,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234652,Non-Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes",PS00107,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234652,Non-Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes",PS00107,11,TRANSCRIPTION,nucleus
G234652,Non-Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes",PS00108,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234652,Non-Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes",PS00108,11,TRANSCRIPTION,nucleus
G234652,Non-Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects",PS00107,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234652,Non-Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects",PS00107,11,TRANSCRIPTION,nucleus
G234652,Non-Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects",PS00108,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234652,Non-Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects",PS00108,11,TRANSCRIPTION,nucleus
G234652,Non-Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes",PS00107,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234652,Non-Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes",PS00107,11,TRANSCRIPTION,nucleus
G234652,Non-Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes",PS00108,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234652,Non-Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes",PS00108,11,TRANSCRIPTION,nucleus
G234652,Non-Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00107,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234652,Non-Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00107,11,TRANSCRIPTION,nucleus
G234652,Non-Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00108,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234652,Non-Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00108,11,TRANSCRIPTION,nucleus
G234654,Essential,ATPases,Proteasome,"Cell cycle defects",?,11,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234654,Essential,ATPases,Proteasome,"Cell cycle defects",?,11,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G234654,Essential,ATPases,Proteasome,"Cell cycle defects",?,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234654,Essential,ATPases,Proteasome,"Cell cycle defects",?,11,"PROTEIN DESTINATION",nucleus
G234654,Essential,ATPases,Proteasome,"Nucleic acid metabolism defects",?,11,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234654,Essential,ATPases,Proteasome,"Nucleic acid metabolism defects",?,11,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G234654,Essential,ATPases,Proteasome,"Nucleic acid metabolism defects",?,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234654,Essential,ATPases,Proteasome,"Nucleic acid metabolism defects",?,11,"PROTEIN DESTINATION",nucleus
G234656,Non-Essential,"GTP-binding proteins",Translocon,"Auxotrophies, carbon and",PS00017,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",ER
G234656,Non-Essential,"GTP-binding proteins",Translocon,"Auxotrophies, carbon and",PS00017,11,"PROTEIN DESTINATION",ER
G234656,Non-Essential,"GTP-binding proteins",Translocon,"Conditional phenotypes",PS00017,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",ER
G234656,Non-Essential,"GTP-binding proteins",Translocon,"Conditional phenotypes",PS00017,11,"PROTEIN DESTINATION",ER
G234659,Non-Essential,"Protein Kinases","cAMP-dependent protein kinase",?,PS00063,11,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION",cytoplasm
G234659,Non-Essential,"Protein Kinases","cAMP-dependent protein kinase",?,PS00063,11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
G234659,Non-Essential,"Protein Kinases","cAMP-dependent protein kinase",?,PS00063,11,TRANSCRIPTION,cytoplasm
