id,firstname,lastname
10377,Yul,Brynner
10378,Michael,Brynntrup
10379,Zbynek,Brynych
10380,Yevgeni,Bryunchugin
10381,Y.,Bryunchugyn
10382,Tatjana,Brzakovic
10383,"Eva Ilona",Brzeski
10384,Leonardo,Brzezicki
10386,Wojciech,Brzozowicz
10387,Nadia,Brzozowska
10388,Andrzej,Brzozowski
10389,Jaroslaw,Brzozowski
10390,Leonard,Brzozowski
10391,Maria,Brännström
10392,Markus,Bräutigam
10393,Guillaume,Bréaud
10394,Laurent,Brégéat
10395,Anne-Laure,Brénéol
10396,Günter,Brödl
10397,Herbert,Brödl
10398,Wolfgang,Brög
10400,Stefan,Brönneke
10401,Niko,Brücher
10402,"Hans (I)",Brückner
10403,Jutta,Brückner
10404,Manfred,Brückner
10405,Martina,Brückner
10406,Dietrich,Brüggemann
10407,Stephan,Brüggenthies
10408,Hanno,Brühl
10409,Jürgen,Brühns
10410,Jürgen,Brüning
10411,Werner,Brüssau
10412,Dorothee,Brüwer
10413,Shango,Bsang
10414,Eric,Bu
10415,Wancang,Bu
10416,Gene,Bua
10417,Laura,Bua
10418,Zaza,Buadze
10419,Tony,Buba
10420,Jan,Bubenícek
10421,Joachim,Bublath
10422,Hans-Waldemar,Bublitz
10423,Aleksandar,Bubnov
10424,Samuil,Bubrik
10425,Darko,Bucan
10426,Vincenzo,Buccheri
10427,Christina,Buch
10428,Franziska,Buch
10429,"Fritz Peter",Buch
10430,"Andrew (III)",Buchanan
10432,"Charles (I)",Buchanan
10433,"Colin (I)",Buchanan
10434,"Jack (I)",Buchanan
10435,"Jeff (III)",Buchanan
10436,Larry,Buchanan
10437,Robert,Buchar
10438,Ayse,Buchara
10439,Nikolaj,Buchardt
10440,Amnon,Buchbinder
10441,Jean-Marie,Buchet
10442,Nicolai,Buchhardt
10443,Bob,Buchholz
10444,Christopher,Buchholz
10445,"Gerhard T.",Buchholz
10446,Johann,Buchholz
10447,Niko,Buchholz
10448,Nikolaus,Buchholz
10449,Martin,Buchhorn
10450,Peter,Buchka
10451,Shlomo,Buchler
10452,Inez,Buchli
10453,Dieter,Buchmann
10454,Ernst,Buchmüller
10455,Roman,Buchok
10456,Dimitri,Buchowetzki
10457,José,Buchs
10458,Julio,Buchs
10459,Franck,Buchter
10460,Marek,Buchwald
10461,"Chris (II)",Buck
10462,Detlev,Buck
10463,Douglas,Buck
10464,"Frank (I)",Buck
10465,"Jeanette L.",Buck
10466,"Jim (I)",Buck
10467,Ken,Buck
10468,"Randy (III)",Buck
10469,"Bethel G.",Buckalew
10470,"Allan A.",Buckhantz
10471,Matthew,Buckingham
10472,"Royce Scott",Buckingham
10473,Tom,Buckingham
10474,"Frank M.",Buckland
10475,Jeff,Buckland
10476,Marc,Buckland
10477,Warwick,Buckland
10478,Bo,Buckley
10479,Bryan,Buckley
10480,"David (IV)",Buckley
10481,"Jason (II)",Buckley
10482,"Jeff (II)",Buckley
10483,"Jim (III)",Buckley
10484,Petrina,Buckley
10485,"Sean (III)",Buckley
10486,"William (I)",Buckley
10487,Eduard,Buckman
10488,Robert,Bucknell
10489,Noel,Buckner
10490,Colin,Bucksey
10491,"Harry H.",Buckwalter
10492,Harry,Buckwitz
10493,Don,Bucola
10494,"Harold S.",Bucquet
10495,Jan,Bucquoy
10496,Mihail,Bucur
10497,Leonard,Buczkowski
10498,Rudolf,Buczolich
10499,Zoran,Budak
10500,Ramesh,Budathoki
10501,Leighton,Budd
10502,"Robin (II)",Budd
10503,Erling,Budde
10504,Susanne,Buddenberg
10505,Colin,Budds
10506,Anne,Budgell
10507,Jack,Budgell
10508,Hennie,Budie
10509,Jos,Budie
10510,Edmond,Budina
10511,Dana,Budisavljevic
10512,Constantin,Budisteanu
10513,Jan,Budkiewicz
10514,Steven,Budlong
10515,Gerald,Budner
10516,Paul,Budnitz
10517,Dumitru,Budrala
10518,Robert,Budreau
10519,Claus,Bue
10520,Jean,Bue
10521,Klaus,Bueb
10522,"John Carl",Buechler
10523,Bradley,Buecker
10524,Carl,Buehl
10525,Urs,Buehler
10526,Mark,Buehman
10527,Kenean,Buel
10528,Álvaro,Buela
10529,Jed,Buell
10530,Tatiana,Buelna
10531,Andreu,Buenafuente
10532,Augusto,Buenaventura
10533,Nicolás,Buenaventura
10534,Rafael,Buendía
10535,Germán,Bueno
10536,Jordi,Bueno
10537,"José Luis (I)",Bueno
10538,"Juan Andrés",Bueno
10539,Lucas,Bueno
10540,Rene,Bueno
10541,Murray,Buesst
10542,Nigel,Buesst
10543,Andrés,Bufali
10544,Nicholas,Bufalo
10545,"Peter F.",Buffa
10546,Paulo,Buffara
10547,Gianni,Buffardi
10548,Cathérine,Buffat
10549,Ray,Buffer
10550,Erna,Buffie
10551,"James (I)",Buffin
10552,Ed,Buffman
10553,Vincent,Buffé
10554,Ryszard,Bugajski
10555,Charles,Bugbee
10556,Rick,Bugental
10557,Lill-Marit,Bugge
10558,Carlo,Bugiani
10559,Salvatore,Bugnatelli
10560,Marcel,Buh
10561,Valerie,Buhagiar
10562,Igor,Buharov
10563,Ivan,Buharov
10564,Victor,Buhler
10565,Uwe,Buhrdorf
10566,Werner,Buhre
10567,Chuyên,"Bui Thac"
10568,Diep,Bui
10569,"Timothy Linh",Bui
10570,Tony,Bui
10571,José,Buil
10572,Penelope,Buitenhuis
10573,Andrés,Buitrago
10574,"Juan Carlos",Buitron
10575,Djordje,Bujak
10576,Andrew,Bujalski
10577,Ulli,Bujard
10578,Hector,Bujia
10579,Françoise,Bujold
10580,Richard,Bujold
10581,Sophie,Bujold
10582,Philippe,Bujou
10583,István,Bujtor
10584,Rafi,Bukai
10585,"Syed Faisal",Bukhari
10586,Thalet,Bukhari
10587,Michal,Bukojemski
10588,Milan,Bukovac
10589,Anatoli,Bukovsky
10590,Márcio,Bukowiski
10591,Marek,Bukowski
10592,"Howard S.",Buksbaum
10593,Milos,Bukumirovic
10594,Veljko,Bulajic
10595,"Milan (II)",Bulatovic
10596,Zózimo,Bulbul
10597,Maurice,Bulbulian
10598,N.G.,Bulchandani
10599,Leo,Bulgakov
10600,"Stephanie Leigh",Bulgarino
10602,Alexander,Bulkley
10603,"Donald (II)",Bull
10604,Sheldon,Bull
10605,Stein-Roger,Bull
10606,Jonathan,Bullen
10607,"Bette Jean",Bullert
10608,Tony,Bulley
10609,Judas,Bullhorn
10610,Jared,Bullis
10611,Joseph,Bullman
10612,Gianfranco,Bullo
10613,Chip,Bulloch
10614,D.A.,Bullock
10615,Joe,Bullock
10616,Peter,Bullock
10618,Sandra,Bullock
10619,"Tim (I)",Bullock
10620,Vicangelo,Bulluck
10621,Kirsten,Bulmer
10622,Aydin,Bulut
10623,Lon,Bumgarner
10624,Yuen,Bun
10625,"Alan (II)",Bunce
10626,Raja,Bundela
10627,Michael,Bundesen
10628,Kirsten,Bundgaard
10629,Hercli,Bundi
10630,Jörg,Bundschuh
10633,Dave,Bundtzen
10634,Michael,Bundy
10636,Frank,Bunetta
10637,Boris,Buneyev
10638,Norbert,Bunge
10639,Valeri,Bunin
10640,Dana,Buning
10641,Maurice,Bunio
10642,Moritz,Bunk
10643,Bin,Bunluerit
10644,Anumat,Bunnag
10645,Chalermpol,Bunnag
10646,Rome,Bunnag
10647,Paul,Bunnell
10648,Dshamjangijn,Buntar
10649,Richard,Buntario
10650,Findlay,Bunting
10651,Judith,Bunting
10652,Mark,Buntzman
10653,Nigel,Bunyan
10654,Jeffrey,Bunzendahl
10655,Franz,Buob
10656,Alex,Buono
10657,Cara,Buono
10658,Daniel,Burak
10659,Friedrich,Burau
10660,Aleksandr,Buravsky
10661,Derek,Burbidge
10662,Ben,Burbridge
10663,Solomon,Burbridge
10664,Matt,Burch
10665,Noël,Burch
10666,Mark,Burchett
10667,Roberto,Burchielli
10668,"Jacob (II)",Burckhardt
10669,Roger,Burckhardt
10670,Ken,Burd
10671,George,Burdeau
10672,S.C.,Burden
10673,Eric,Burdett
10674,Gene,Burdette
10675,Ray,Burdis
10676,André,Bureau
10677,Martine,Bureau
10678,Patrick,Bureau
10679,Pierre,Bureau
10680,Serge,Bureau
10681,François,Bures
10682,Graeme,Burfoot
10683,John,Burgan
10684,Shannon,Burgan
10685,Robert,Burge
10686,"Stuart (I)",Burge
10687,Augustin,Burger
10688,Germain,Burger
10689,Hans,Burger
10690,Janez,Burger
10691,"Jean Christopher",Burger
10692,Jean-Claude,Burger
10693,"Jörg Th.",Burger
10694,Meret,Burger
10695,Neil,Burger
10696,"Peter (II)",Burger
10697,Preston,Burger
10698,Sander,Burger
10699,Brian,Burgess
10700,Darren,Burgess
10701,Paul,Burgess
10702,Kevin,Burget
10703,Gary,Burghoff
10704,Yacob,Burgiu
10705,Kenneth,Burgmaier
10706,Andrés,Burgos
10707,Paola,Burgos
10708,Robert,Burgos
10709,Dion,Burgoyne
10710,Charles,Burguet
10711,Henri,Burguet
10712,E.F.,Burian
10713,Vlasta,Burian
10714,Mladen,Buric
10715,Henning,Burk
10716,Michael,Burk
10717,"Alan (V)",Burke
10718,"André (I)",Burke
10719,"Bill (IV)",Burke
10720,Dale,Burke
10721,Danielle,Burke
10722,"David J.",Burke
10723,"Edward (I)",Burke
10724,"Edwin J.",Burke
10725,"Erik (I)",Burke
10726,Erin,Burke
10727,Fred,Burke
10728,"James C.E.",Burke
10729,"Kevin (III)",Burke
10730,"Lisa (I)",Burke
10731,Louis,Burke
10732,Martyn,Burke
10733,"Michael (IV)",Burke
10734,"Michael (X)",Burke
10735,"Stephen (I)",Burke
10736,"William (IV)",Burke
10737,Rémy,Burkel
10738,Erwin,Burkert
10739,James,Burkhammer
10740,Christiane,Burkhard
10741,Rudy,Burkhardt
10742,Stuart,Burkin
10743,Becky,Burklee
10744,David,Burkman
10745,Aleksandr,Burko
10746,Georgi,Burkov
10747,Arline,Burks
10748,Jason,Burlage
10749,"José Carlos",Burle
10750,Raymond,Burlet
10751,Ed,Burley
10752,Leo,Burley
10753,"Mark A.",Burley
10754,Michael,Burlingame
10755,Frederick,Burlingham
10756,Nikolai,Burlyayev
10757,Phani,Burma
10758,Daniel,Burman
10759,Joel,Burman
10760,M.K.,Burman
10761,Mandi,Burman
10762,"Mark (II)",Burman
10763,"Thomas R.",Burman
10764,W.J.,Burman
10765,"Abbas Alibhai",Burmawalla
10766,"Mastan Alibhai",Burmawalla
10767,Charles,Burmeister
10768,Bruce,Burmester
10769,Gustav,Burmester
10770,Jopi,Burnama
10771,Piet,Burnama
10772,E.L.,Burnell
10773,Pete,Burness
10774,Allison,Burnett
10775,Carol,Burnett
10776,Charles,Burnett
10777,Christina,Burnett
10778,Hugh,Burnett
10779,"J. Max",Burnett
10780,"Mark (II)",Burnett
10781,"Michael (I)",Burnett
10782,Rob,Burnett
10783,Fahim,Burney
10784,Paul,Burnford
10786,W.G.,Burnham
10787,Thomas,Burnhauser
10788,Fred,Burnley
10789,Alison,Burns
10790,"Allan (I)",Burns
10791,"Archibaldo (I)",Burns
10792,"Bobby (I)",Burns
10793,Breehn,Burns
10794,"Brian (I)",Burns
10795,Burnie,Burns
10796,"Catherine (II)",Burns
10797,Christopher,Burns
10798,"Dave (II)",Burns
10799,Deborah,Burns
10800,"Douglas N.",Burns
10801,"Edward (I)",Burns
10802,"Gary (I)",Burns
10803,Harry,Burns
10804,"James (II)",Burns
10805,"Juan David",Burns
10806,"Keith (I)",Burns
10807,"Ken (I)",Burns
10808,"Ken (IV)",Burns
10809,"Kevin (III)",Burns
10810,"Mary (II)",Burns
10811,"Michael (VIII)",Burns
10812,Neal,Burns
10813,"Neil (I)",Burns
10814,"Paul (II)",Burns
10815,Ric,Burns
10816,"Robert A.",Burns
10817,Sean,Burns
10818,"Tim (VI)",Burns
10819,"Tim (VIII)",Burns
10820,Tris,Burns
10821,"Walter (II)",Burns
10822,R.H.,Burnside
10823,Ted,Burnsten
10824,"Nicole de",Buron
10825,Pierre,Buron
10826,C.C.,Burr
10827,Jeff,Burr
10828,Wally,Burr
10829,Marc,Burrage
10830,Nick,Burrell-Davis
10831,Emil,Burri
10832,Richard,Burridge
10833,Jimmyo,Burril
10834,Christine,Burrill
10835,"Robert L.",Burrill
10836,David,Burris
10837,Patrick,Burritt
10838,Paul,Burron
10839,Brien,Burroughs
10840,Jackie,Burroughs
10841,Jim,Burroughs
10842,Jon,Burroughs
10844,Victor,Burroughs
10845,"William S.",Burroughs
10846,Geoff,Burrowes
10847,John,Burrowes
10848,Abe,Burrows
10849,Arthur,Burrows
10850,"David (I)",Burrows
10851,"David (II)",Burrows
10852,"Henry (I)",Burrows
10853,"James (II)",Burrows
10854,Stephen,Burrows
10855,John,Burrud
10856,"Ron (I)",Burrus
10857,Tom,Burruss
10858,Cade,Bursell
10859,Colette,Burson
10860,Mark,Burson
10861,Christopher,Burstall
10862,Dan,Burstall
10863,Tim,Burstall
10864,"Jessica (II)",Burstein
10865,Nanette,Burstein
10866,Kevin,Burston
10867,Thomas,Burstyn
10868,Yigal,Bursztyn
10869,Bonnie,Burt
10870,"Chris (I)",Burt
10871,Malcolm,Burt
10872,"William P.",Burt
10873,"Dan (II)",Burton
10874,"David (I)",Burton
10875,Gabrielle,Burton
10876,Geoff,Burton
10877,George,Burton
10878,"Hal (II)",Burton
10879,Herman,Burton
10880,Humphrey,Burton
10881,LeVar,Burton
10882,Maria,Burton
10883,"Richard (I)",Burton
10884,Russell,Burton
10885,"Tim (I)",Burton
10886,"Tom (I)",Burton
10887,Trill,Burton
10888,Aleksandr,Burtsev
10889,Ben,Burtt
10890,Gordon,Burwash
10891,Patricia,Burwash
10892,Istvan,Bury
10893,Curtis,Burz
10894,Leszek,Burzynski
10895,Enver,Burçkin
10896,Selahattin,Burçkin
10897,John,Busbee
10898,Alex,Busby
10899,Cecile,Busby
10900,"Linda (II)",Busby
10901,Sian,Busby
10902,"Juan Pablo",Buscarini
10903,Steve,Buscemi
10904,Albert,Busch
10905,"Benjamin B.",Busch
10906,"Charles (II)",Busch
10907,Michael,Busch
10908,"Richard (I)",Busch
10909,Rolf,Busch
10910,Christoph,Busche
10911,Noah,Buschel
10912,Christel,Buschmann
10913,Timothy,Busfield
10914,Max,"Bush II"
10915,Dan,Bush
10916,Hugh,Bush
10917,"John (V)",Bush
10918,Kate,Bush
10919,Kenneth,Bush
10920,"Lainard E.",Bush
10921,"Paul (I)",Bush
10922,"Paul (II)",Bush
10923,Stephen,Bush
10924,Dean,Bushala
10925,Anthony,Bushell
10926,"John A.",Bushelman
10927,"Francis X.",Bushman
10928,Jay,Bushman
10929,Myrna,Bushman
10930,Boris,Bushmelev
10931,Nolan,Bushnell
10932,"William H.",Bushnell
10933,Pyotr,Buslov
10934,Jacques,Busmel
10935,Manuel,"Busquets Emiliani"
10936,Ignacio,Busquier
10937,Frances,Buss
10938,Harry,Buss
10939,Jessel,Buss
10940,"John (I)",Buss
10941,Jonathan,Buss
10942,Christoph,Busse
10943,"Hans W.",Busse
10944,John,Busse
10945,Michael,Busse
10946,Georg,Bussek
10947,Jan,Bussell
10948,Steve,Bussell
10949,Gabriela,Bussenius
10950,Gustavo,Bussenius
10951,Charles,Busser
10952,Solange,Bussi
10953,Mark,Bussler
10954,Jane,Bussmann
10955,Tom,Bussmann
10956,Freddy,Busso
10957,Alfonso,Bustamante
10958,Andrés,Bustamante
10959,"Carlos (I)",Bustamante
10960,Daniel,Bustamante
10961,José,Bustamante
10962,"Juan Carlos",Bustamante
10963,Julio,Bustamante
10964,Don,Bustany
10965,Karim,Bustany
10967,Raúl,Busteros
10968,Juan,"Bustillo Oro"
10969,Dillon,Bustin
10970,Håvard,Bustnes
10971,Eduardo,Bustos
10972,Felipe,Bustos
10973,Jean-Claude,Bustros
10974,Roberto,Busó-García
10975,Pankaj,Butalia
10976,Les,Butchart
10977,"Cyril (II)",Butcher
10978,Jeff,Butcher
10979,Randy,Butcher
10980,Rodney,Butcher
10981,Stephen,Butcher
10982,"Mary Ellen",Bute
10983,Jerry,Buteyn
10984,Alec,Butler
10985,Alexander,Butler
10986,Annie,Butler
10987,Clare,Butler
10988,"Dan (I)",Butler
10989,"Dan (II)",Butler
10990,"David (I)",Butler
10991,"David H.",Butler
10992,Frank,Butler
10993,"Fred J.",Butler
10994,"George (II)",Butler
10995,H.B.,Butler
10996,Hugo,Butler
10997,"Jeanine Isabel",Butler
10998,Joshua,Butler
10999,Julian,Butler
11000,"Julie (I)",Butler
11001,"Ken (III)",Butler
11002,Kirker,Butler
11003,"Les (I)",Butler
11004,Lynton,Butler
11005,M.J.,Butler
11006,Noah,Butler
11007,"Peter (IV)",Butler
11008,"Rick (II)",Butler
11009,"Rick (III)",Butler
11010,"Rob (II)",Butler
11011,"Robert (I)",Butler
11012,Robyn,Butler
11013,Ryan,Butler
11014,Tina,Butler
11015,Wally,Butler
11016,"William (I)",Butler
11017,Yvan,Butler
11018,Hendel,Butoy
11019,Fernando,Butragueño
11020,Rimon,Butros
11021,Bill,Butt
11022,Brendon,Butt
11023,"Faisal N.",Butt
11024,Hameed,Butt
11025,Joe,Butt
11026,Lawson,Butt
11027,Masud,Butt
11028,Nasir,Butt
11029,Peter,Butt
11030,Ray,Butt
11031,Sameer,Butt
11032,"Gonzalo Ariel",Butta
11033,Nana,Buttenschøn
11034,"Sarah (II)",Butterfield
11035,Daniel,Butterworth
11036,Jez,Butterworth
11037,Jim,Butterworth
11038,John,Butterworth
11039,Kent,Butterworth
11040,Sue,Butterworth
11041,Jörg,Buttgereit
11042,Rudy,Buttignol
11044,Viktor,Buturlin
11045,Yuri,Butyrin
11046,Frits,Butzelaar
11047,Tamás,Buvári
11048,Sadhana,Buxani
11049,Adam,Buxton
11050,David,Buxton
11051,Frank,Buxton
11052,Jason,Buxton
11053,John,Buydens
11054,Frans,Buyens
11055,Nand,Buyl
11056,Bernard,Buys
11057,Hugo,Buyschaet
11058,Dirk,Buyse
11059,Jos,Buyse
11060,André,Buytaers
11061,Gabri,Buytelaar
11062,Zane,Buzby
11063,Guillermina,Buzio
11064,Edward,Buzzell
11065,Matthew,Buzzell
11066,Aldo,Buzzi
11067,Ezra,Buzzington
11068,Joyce,Buñuel
11069,"Juan Luis",Buñuel
11070,Luis,Buñuel
11071,Andy,Byatt
11072,Valeri,Bychenkov
11073,Anton,Bychkov
11074,Vladimir,Bychkov
11075,Paul,Byckowski
11076,Andy,Bydalek
11077,Jeffrey,Bydalek
11078,Glenn,Bydwell
11079,Ed,Bye
11080,Nick,Bye
11081,Juan,Byenes
11082,Jang-ho,Byeon
11083,Josh,Byer
11084,Greg,Byers
11085,"Mark (I)",Byers
11086,Michiko,Byers
11087,"Timothy John",Byford
11088,Carsten,Byhring
11089,Bob,Byington
11090,Alberto,"Byinton Jr."
11091,Carl,Byker
11092,Leonid,Bykov
11093,Rolan,Bykov
11094,Eric,Byler
11095,Louise,Bylicki
11096,"Caruth C.",Byrd
11097,Courtney,Byrd
11098,Jeff,Byrd
11099,"Jeffrey W.",Byrd
11100,Kim,Byrd
11101,Nikki,Byrd
11102,"Robert (III)",Byrd
11103,Robin,Byrd
11104,"James Ward",Byrkit
11105,Anthony,Byrne
11106,"Brendan J.",Byrne
11107,Ciara,Byrne
11108,"Darragh (II)",Byrne
11109,"David (I)",Byrne
11110,Gabriel,Byrne
11111,"Jack (II)",Byrne
11112,James,Byrne
11113,"John (IV)",Byrne
11114,"John F.",Byrne
11115,"Michael (III)",Byrne
11116,Wenona,Byrne
11117,"Jim (III)",Byrnes
11118,Joe,Byrnes
11119,"Patrick (I)",Byrnes
11120,Jenny,Byrom
11121,Edward,Byron
11123,"Tom L.",Byron
11124,John,Byrum
11125,Silvestre,Byrón
11126,Sue,Bysh
11127,Marcel,Bystron
11128,Malena,Bystrowicz
11129,"Reggie Rock",Bythewood
11130,Hyuk,Byun
11131,Young-Joo,Byun
11132,Georgi,Bzarov
11133,István,"Bácskai Lauro"
11134,Frigyes,Bán
11135,János,Bán
11136,Róbert,Bán
11137,László,Bánk
11138,Viktor,Bánky
11139,István,Básthy
11140,Vlad,Bâtca
11141,Anita,Bäckström
11142,Erik,Bäfving
11143,Rainer,Bär
11144,Lorenz,Bätz
11145,Marcel,Bäßler
11146,Kay,Bæckmann
11147,Laurent,Bécue-Renard
11148,Jean-Thomas,Bédard
11149,Louis,Bédard
11150,Christian,Bégin
11151,Thomas,Béguin
11152,Liria,Bégéja
11153,Gilles,Béhat
11154,Maurice,Béjart
11155,László,Békeffi
11156,József,Békés
11157,István,Bélai
11158,Jean-Louis,Béland
11159,"André A.",Bélanger
11160,Fernand,Bélanger
11161,"Louis (II)",Bélanger
11162,Stéphane,Bélaïsch
11163,Benjamin,Bélisle
11164,Claude,Bélisle
11165,Robert,Bélisle
11166,Michel,Béna
11167,Guy,Bénard
11169,Rémi,Bénichou
11170,Laurent,Bénégui
11171,Jacques,Béranger
11172,Réal,Bérard
11173,Thibault,Bérard
11174,Luc,Béraud
11175,Philippe,Bérenger
11176,Dániel,Béres
11177,Michel,Bériault
11178,Claude,Bérubé
11179,Alain,Bévérini
11180,Philippe,Béziat
11181,Franco,Bíttolo
11182,"Maria Luísa",Bívar
11183,Gábor,Bódy
11184,"Florian Mischa",Böder
11185,Hans-Peter,Böffgen
11186,Bernd,Böhlich
11187,Daniel,Böhm
11188,Gerlinde,Böhm
11189,"Stefan (I)",Böhm
11190,Ekkehard,Böhmer
11191,Christoph,Böll
11192,Dirk,Böll
11193,Rolf,Börjlind
11194,Sigmar,Börner
11195,Simone,Börner
11196,Géza,Böszörményi
11197,Zsuzsa,Böszörményi
11198,Jürgen,Böttcher
11199,Dieter,Böttger
11200,Fritz,Böttger
11201,Finn,Bø
11202,Grethe,Bøe
11203,Bent,Bøkmand
11204,Mihály,Búzás
11205,Lars,Büchel
11206,Jürgen,Büchmann
11207,Christiane,Büchner
11208,Norbert,Büchner
11209,Tobias,Büchner
11210,Hans-Günther,Bücking
11211,Bror,Bügler
11212,Wolf-Eckart,Bühler
11213,Katrin,Bühlig
11214,Stefan,Bühling
11215,Rolf,Bührmann
11216,Wolfgang,Büld
11217,Claus,"Bülow Christensen"
11218,Hans,Bülow
11219,Patrick,Bürge
11220,Georg,Büsch
11221,Lutz,Büscher
11222,Heinz,Bütler
11223,Gerhard,Büttenbender
11224,Gisela,Büttenbender
11225,Seetaram,C.
11226,Sundar,C.
11227,Louis,C.K.
11228,Rao,C.S.
11229,Rao,C.S.R.
11230,"Ranganatha Dasu",C.V.
11231,James,Caan
11232,Richard,Caan
11233,Scott,Caan
11234,Alberto,Cabado
11235,"Antonio R.",Cabal
11236,Fermín,Cabal
11237,Allan,Cabalfin
11238,Alberto,Caballero
11239,Alejandro,Caballero
11240,"José (II)",Caballero
11241,Juana,Caballero
11242,Laura,Caballero
11243,Mark,Caballero
11244,"Miguel (II)",Caballero
11245,"Michal (I)",Caban
11246,Simon,Caban
11247,Gino,Cabanas
11249,Jean-Charles,Cabanis
11250,Christy,Cabanne
11251,"Gustavo D.",Cabaña
11252,Stuart,Cabb
11253,Oscar,Cabeillou
11254,Stéphane,Cabel
11255,Javier,"Cabello Lapiedra"
11256,Carlos,"Cabello Wallace"
11257,Ciro,Cabello
11258,José,Cabello
11259,Ernesto,Cabellos
11260,"Juan Antonio",Cabero
11261,Edgardo,Cabeza
11262,Daniel,Cabezas
11263,Francisco,Cabezas
11264,"J. Luis",Cabezas
11265,"Juan Antonio",Cabezas
11266,"Luis Felipe",Cabezas
11267,Rafael,Cabezas
11268,Gianfranco,Cabiddu
11269,Jean,Cabin-Maley
11270,Carolyn,Cable
11272,Nicolas,Cabos
11273,Patrick,Cabouat
11274,Fernanda,Cabral
11275,Jorge,Cabral
11276,Nelly,Cabrales
11277,Francesco,Cabras
11278,Danilo,Cabreira
11279,Dominique,Cabrera
11280,Elisar,Cabrera
11281,"John (II)",Cabrera
11282,Nelson,Cabrera
11283,"Robert (II)",Cabrera
11284,Sergio,Cabrera
11285,Augusto,Cabrita
11286,Joe,Cacaci
11287,Nick,Cacas
11288,Carlo,Caccavale
11289,Ennio,Cacciato
11290,Nedjeljko,Cace
11291,Juan,Caceres
11292,Olga,Caceres
11293,Bruce,Cacho-Negrete
11294,Georges,Cachoux
11295,Ivan,Cacic
11296,Kathy,Cacicedo
11297,Michael,Cacoyannis
11298,"Matt A.",Cade
11299,Paul,Cade
11300,Patrick,Cadell
11301,Jordi,Cadena
11302,Óscar,Cadena
11303,"John (I)",Cadenhead
11304,Jean-Roger,Cadet
11305,Marc,Cadeux
11306,Anne-Marie,Cadieux
11307,Daniel,Cadieux
11308,Thomas,Cadieux
11309,Andy,Cadiff
11310,John,Cadigan
11311,Katie,Cadigan
11312,Claude,Cadiou
11313,"C. Ernest",Cadle
11314,Jeremy,Cadle
11315,Frank,Cadman
11316,Sam,Cadman
11317,Tom,Cadman
11318,Lorraine,Cadotte
11319,Martin,Cadotte
11320,Iolande,Cadrin-Rossignol
11322,Renato,Cadueri
11323,Mattias,Caduff
11324,Reto,Caduff
11325,John,Cadwell
11326,Paul,Cadéac
11327,Enrique,Cadícamo
11328,Jan,Caesaer
11329,"Burt (II)",Caesar
11330,David,Caesar
11331,Richard,Caesar
11332,Adrián,Caetano
11333,Vincent,Cafarelli
11334,Arnaud,Cafaxe
11335,John,Caffery
11336,Michael,Caffey
11337,Paula,Caffey
11338,"David (II)",Caffrey
11339,"Stephen (I)",Caffrey
11340,Eliane,Caffé
11341,Silvina,Cafici
11342,John,Cafiero
11343,David,Cage
11344,Morgan,Cage
11345,Nicolas,Cage
11346,Diego,Caggiano
11347,Mihailo,Cagic
11348,Natacha,Cagnard
11349,James,Cagney
11350,Federico,Cagnoni
11351,Bill,Cahalan
11352,George,Cahan
11353,Enrique,"Cahen Salaberry"
11354,Judith,Cahen
11355,Nicolas,Cahen
11356,Robert,Cahen
11357,Julio,Cahero
11358,"David (II)",Cahill
11359,Greg,Cahill
11360,"Jack (I)",Cahill
11361,"James (II)",Cahill
11362,Joseph,Cahill
11363,"Michael (III)",Cahill
11364,Miriam,Cahill
11365,Daniel,Cahn
11366,Dann,Cahn
11367,"Edward L.",Cahn
11368,Philip,Cahn
11369,Emma,Cahusac
11370,Jingsheng,Cai
11371,Jiwei,Cai
11372,Yuanyuan,Cai
11373,Mario,Caiano
11374,Julian,Caidan
11375,Diane,Cailhier
11376,Gerald,Caillat
11377,Francis,Caillaud
11378,Barry,Caillier
11379,Haydée,Caillot
11380,Marie,Caillou
11381,"Christopher (I)",Cain
11382,Dean,Cain
11383,Gerald,Cain
11384,Sugar,Cain
11385,Carrie,Cain-Sparks
11386,Rick,Caine
11388,Bruce,Caines
11389,Cliff,Caines
11390,Michael,Caines
11391,Silvio,Caiozzi
11392,Gérard,Cairaschi
11393,John,Caird
11394,John,Caire
11395,William,Cairncross
11396,Colin,Cairnes
11397,Dallas,Cairns
11398,"David (I)",Cairns
11399,Diane,Cairns
11400,Mark,Cairns
11401,Martin,Cairns
11402,Tom,Cairns
11403,Humberto,Cairo
11405,Yule,Caise
11406,Pablo,Caivano
11407,José,"Cajado Filho"
11408,Gene,Cajayon
11409,Paul,Cajero
11410,Marion,Cajori
11411,Ítalo,Cajueiro
11412,Biljana,Cakic-Veselic
11413,"Bekir Serdar",Cakir
11414,Yucel,Cakmakli
11415,Leon,Cakoff
11417,"Anita M.",Cal
11418,"Theron K.",Cal
11419,Peter,Calabrese
11420,Russell,Calabrese
11421,Thomas,Calabrese
11422,Neill,Calabro
11423,Thomas,Calabro
11424,Claudio,Calabrò
11425,Tino,Calabuig
11426,Terence,Calahan
11427,Matt,Calais
11428,Camilla,Calamandrei
11429,Aldo,Calamara
11430,Stephen,Calamari
11431,Stefano,Calanchi
11432,Philippe,Caland
11433,Marcos,Calandrelli
11434,Max,Calandri
