budget,homepage,id,originallanguage,originaltitle,overview,popularity,revenue,runtime,status,tagline,title,voteaverage,votecount
30250000.00,,8012,en,Get Shorty,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic Bones Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",15.585138,115101622,105,Released,"The mob is tough, but it’s nothing like show business.",Get Shorty,6.4,302
45000000.00,,1574,en,Chicago,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,32.217425,306776732,113,Released,"If You Can't Be Famous, Be Infamous",Chicago,6.9,677
34200000.00,,9032,en,Big Daddy,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",34.86859,234801895,93,Released,Nature called. Look who answered.,Big Daddy,6.1,875
30000000.00,,2770,en,American Pie 2,"The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...",36.432598,287553595,108,Released,This Summer It's All About Sticking Together.,American Pie 2,6,1344
30000000.00,http://toystory.disney.com/toy-story,862,en,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",73.640445,373554033,81,Released,,Toy Story,7.7,5269
30000000.00,,1637,en,Speed,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.",49.526736,350448145,116,Released,Get ready for rush hour,Speed,6.8,1783
30000000.00,,72570,en,The Vow,"Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.",26.780961,196114570,104,Released,,The Vow,7,1293
31000000.00,http://www.extraordinarymeasuresthemovie.com,27569,en,Extraordinary Measures,"Working-class father John Crowley is finally on the fast track to corporate success when his two young children, Megan and Patrick, are diagnosed with Pompe disease - a condition that prevents the body from breaking down sugar. With the support of his wife, Aileen, John ditches his career and teams with unconventional specialist Dr. Robert Stonehill to found a bio-tech company and develop a cure in time to save the lives of Megan and Patrick. As Dr. Stonehill works tirelessly to prove the theories that made him the black sheep of the medical community, a powerful bond is forged between the two unlikely allies.",6.487344,15134293,105,Released,Don't hope for a miracle. Make one.,Extraordinary Measures,6,89
30000000.00,http://movies.disney.com/remember-the-titans,10637,en,Remember the Titans,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into true champions.",25.996219,136706683,113,Released,History is written by the winners.,Remember the Titans,7.4,821
30000000.00,http://www.paramount.com/movies/hunt-red-october,1669,en,The Hunt for Red October,"A new Soviet nuclear missile sub (a Boomer) heading out on her maiden voyage that is being tracked by a Los Angeles class American submarine suddenly goes silent and disappears. This focuses the attention of both U.S. Intelligence and the U.S. Navy on the Russian Sub Commander .  When it is determined that the silent Soviet Boomer may be headed for American coastal waters panic ensues. A CIA analyst, Jack Ryan,  convinces the brass that the Boomer's commander may intend something other than a nuclear first strike in mind. A perilous and tense cat-and-mouse game ensues.",46.212155,199200000,134,Released,Invisible. Silent. Stolen.,The Hunt for Red October,7.2,957
25000000.00,,132363,en,The Butler,"A look at the life of Cecil Gaines who served eight presidents as the White House's head butler from 1952 to 1986, and had a unique front-row seat as political and racial history was made.",32.105328,115922175,132,Released,One quiet voice can ignite a revolution.,The Butler,7.2,1101
20000000.00,,9472,en,DodgeBall: A True Underdog Story,"When megalomaniacal White Goodman, the owner of a trendy, high-end fitness center, makes a move to take over the struggling local gym run by happy-go-lucky Pete La Fleur, there's only one way for La Fleur to fight back: dodgeball. Aided by a dodgeball guru and Goodman's attorney, La Fleur and his rag-tag team of underdogs launch a knock-down, drag-out battle in which the winner takes all.",41.156217,167722310,92,Released,Grab Life By The Ball,DodgeBall: A True Underdog Story,6.2,981
30000000.00,,2907,en,The Addams Family,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",37.179547,191502426,99,Released,Weird Is Relative,The Addams Family,6.7,848
30000000.00,,9273,en,Ace Ventura: When Nature Calls,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",34.391792,212385533,90,Released,New animals. New adventures. Same hair.,Ace Ventura: When Nature Calls,6.1,1099
37000000.00,,9880,en,The Princess Diaries,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",40.176265,165335153,115,Released,She rocks. She rules. She reigns.,The Princess Diaries,6.5,1023
26000000.00,,2925,en,The First Wives Club,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",10.704596,116400000,102,Released,Don't get mad. Get everything.,The First Wives Club,6.5,166
33000000.00,http://www.sevenmovie.com/,807,en,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the seven deadly sins in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",79.579532,327311859,127,Released,Seven deadly sins. Seven ways to die.,Se7en,8.1,5765
30000000.00,http://www.d-9.com/,17654,en,District 9,"Aliens land in South Africa and, with their ship totally disabled,  have no way home. Years later, after living in a slum and wearing out their welcome the 'Non-Humans' are being moved to a new tent city overseen by Multi-National United (MNU).",63.13678,210819611,112,Released,You are not welcome here.,District 9,7.3,3382
