actorid,movieid,role
2230,326654,"Man in car"
2231,980,Narrator
2232,113275,"Robbie Teal"
2232,307898,"The Kid"
2232,404047,"Kevin Harrelson"
2233,96113,Chauffeur
2233,194223,"D.M.I. Guard"
2233,267604,"FBI interviewer"
2233,331100,Sanford
2234,220098,Bossman
2235,335880,"Back-Up Singer"
2236,6949,"Gingis Von"
2236,117231,"Court Officer"
2236,176724,Ara
2236,321405,"Voice Coach"
2236,367966,"Prof. Hines"
2237,192413,"Opera Singer 'Nadir'"
2238,115378,"Clark Davidson"
2239,25364,"Gus' Father"
2240,71314,Darva/Galam/Mayan
2241,23578,Henry
2241,229311,Henry
2242,227034,
2243,13404,"State Police officer"
2244,249557,"Boy in Bed"
2245,90797,Himself
2245,90805,Himself
2246,79862,"Dennis Brent"
2246,177529,"Sir Pierce of Exton"
2246,347977,"Previous Tenant"
2246,397188,Charl
2246,402124,"Col. Fitzwilliam"
2247,67679,
2248,38869,Gentlemen
2249,224811,"Lt. Anstey"
2249,330366,David
2249,395647,"Horace Avery"
2250,33699,"Mine Henchman"
2250,114845,Barfly
2250,308411,Townsman
2251,13339,"Inspector Gadget"
2251,26838,"Harbor Master"
2251,90215,Himself
2251,126558,"Maxwell Smart"
2251,160478,Himself
2251,160560,Brain
2251,160563,"Inspector Gadget"
2251,160565,"Inspector Gadget (segments "T"
2251,167708,"Harry Walker"
2251,169680,Himself
2251,195483,"Donald Richardson"
2251,222620,Narrator
2251,228970,Himself
2251,236328,"Maxwell Smart"
2251,285395,
2251,342195,Himself
2251,382043,"Byron Glick"
2251,383762,"Himself/guest panelist"
2251,383987,"Howard Bannister"
2251,386676,Host
2251,389651,"Gadget Boy"
2251,389652,"Gadget Boy"
2251,389988,"Maxwell Smart (Agent 86)"
2251,389989,"Maxwell Smart"
2251,391818,"Himself (Guest Host, 1969)"
2251,392897,"Inspector Gadget"
2251,392898,"Inspector Gadget"
2251,400912,"Det. Lennie Crooke"
2251,401191,"Principal Hickey"
2251,401259,"Himself (Kraft Music Hall Pla"
2251,407843,"Tennessee Tuxedo"
2251,409509,"Tennessee Tuxedo"
2252,195365,
2253,241830,Deandre
2254,160464,Himself
2255,75612,"Ward Attendant"
2255,114067,"Don (National Guard commandin"
2256,131198,"Don Alhambra del Bolero, the "
2256,136821,"Dick Deadeye"
2256,162095,"Earl of Mountararat"
2256,213581,Mikado
2256,213582,"The Mikado of Japan"
2256,236185,Antonio
2256,250638,"Col. Calverley"
2256,250639,"Col. Calverly"
2256,256619,"The Pirate King"
2256,282950,"Sir Roderic Murgatroyd"
2256,282951,"Sir Roderic"
2256,282952,"Sir Roderic Murgatroyd"
2256,309130,"Sir Marmaduke Pointdextre"
2256,339366,"The Usher"
2256,371212,"Sgt. Meryll"
2257,105613,"Sam Jorgenson"
2258,136801,"Reporter #1"
2259,182526,Dikoj
2260,88933,Himself
2260,90365,Himself
2260,153574,Himself
2260,190318,Himself
2260,201884,Himself
2260,280259,"Black shoe and blue jeans tro"
2260,313819,"Shorbut Sweet aka Succ-U-Bus/"
2260,335890,"Himself - Interviewee"
2260,340026,"Himself (author)"
2260,391689,"Man in pub/Man in ocean"
2261,400461,"Co- Host (2001-2002)"
2261,401604,Host
2262,190269,"Mickey Rooney"
2263,311512,Cornerman
2263,316462,"Detroit Ball Player"
2264,35764,Dirt
2264,83899,"Mercenary #5"
2264,118280,Townsperson
2264,136052,Waco
2264,136055,Tebbel
2264,136056,"Billy Wilson"
2264,190572,"Cole Younger"
2264,259013,Harris
2264,282929,"Bar Bully"
2264,312828,"White scout"
2264,316262,"Thug #2"
2264,327300,"Pete Kohler"
2264,372570,"Poe Posse"
2265,114146,Himself
2266,24429,"Young Basil Exposition"
2266,27153,"Young Dawg"
2266,122793,Duane
2266,257296,"Friend at Leo's Party"
2267,114180,Clergyman
2267,203600,"Hotel Manager"
2267,320263,Congressman
2267,373300,"John Collins"
2268,209237,Worm
2269,268025,"Jay Millner"
2269,362355,Orderly
2270,2882,Henchman
2270,7036,Pickpocket
2270,10565,"Pop, Stage Door Watchman"
2270,12336,Townsman
2270,14163,"Man and Dog Act"
2270,17771,Wrangler
2270,18609,Henchman
2270,20259,"Grizzly Barr"
2270,20290,Warren
2270,26466,
2270,27298,Townsman
2270,27441,"'Tip' Crane"
2270,29083,"Kenyon's Clerk"
2270,29552,"Henchman Pete"
2270,32561,Plumber
2270,32697,"Sam (hospital attendant)"
2270,32911,"Voight (convict trusty in war"
2270,33749,"Swink Tuckson"
2270,34951,"Taxi Driver"
2270,35755,"Sarge Kincaid"
2270,35791,Blinky
2270,37414,"Panhandler Father"
2270,39212,
2270,39797,Cobbler
2270,40033,Blinkey
2270,40072,"Bertie's No. 2 Man"
2270,41225,"Prisoner in visiting room"
2270,41759,"Joe; Man in Coveralls"
2270,46560,Joe
2270,46608,Charlie
2270,47311,Patient
2270,47373,"Owens thug"
2270,48570,"Tie demo bystander"
2270,49254,"Newsstand Proprietor"
2270,50074,Mustang
2270,51767,"Stumpy (smaller prospector)"
2270,52306,"Land Agent Barclay"
2270,52638,Reporter
2270,55417,Barker
2270,56098,"Expectant father"
2270,56310,"Husband of Fat Lady"
2270,56614,"Kelner, the Fink"
2270,59838,"Injured Man"
2270,65650,"Man in Audience Next to Franz"
2270,66643,Henchman
2270,67409,"Bibben Tucker"
2270,67862,Townsman
2270,69230,"Convict Clerk"
2270,72227,"Rodeo rider"
2270,73203,Reporter
2270,75483,Sproggs
2270,77682,"Luva's Henchman"
2270,77977,Soapy
2270,78020,"Morgue Attendant"
2270,78791,Townsman
2270,79826,"2nd Piano Mover"
2270,80670,Waiter
2270,83598,
2270,83920,Villager
2270,84846,Elam
2270,88653,"Western Union Boy"
2270,89051,Dillon
2270,90863,Deputy
2270,92174,"Pony Concessioner"
2270,92223,"Limpy Watkins"
2270,92527,"Taxi Driver"
2270,95366,Judd
2270,101050,Janitor
2270,103313,"George Smith"
2270,105557,"Street Cleaner"
2270,105654,Bartender
2270,106106,Bum
2270,107445,Jordan
2270,108435,
2270,109096,"Bush Cleveland"
2270,110237,Painter
2270,110420,"Tony, undercover agent [Ch. 6"
2270,112464,"Newspaper Supplier"
2270,112495,"The Printer"
2270,112535,"Jack Bowie"
2270,112588,"Town Loafer"
2270,112631,"Mystery Rider Wade"
2270,114048,
2270,114933,"Horse seller"
2270,115064,"Bit part"
2270,115622,
2270,117176,"Eddie Withers"
2270,118208,"C.S. King, hunter"
2270,118711,Henchman
2270,119338,"Sideshow patron"
2270,120339,McKinney
2270,120755,"Man at Deer Lodge"
2270,121350,Convict
2270,123135,Husband
2270,123205,"Brady (henchman)"
2270,123218,"Andy Kent"
2270,123679,Henchman
2270,123680,Sammy
2270,124704,"Bill Collector"
2270,124715,"Bart Hamby"
2270,125805,Bartender
2270,125863,"Justice of the Peace"
2270,127115,"Doc Edwards"
2270,127188,"Practical joker"
2270,127230,"Cafe Customer"
2270,128424,Pickpocket
2270,128440,"Shell game player"
2270,128812,Proprietor
2270,130301,Zeke
2270,130886,"Hank Rivers"
2270,131401,"Pete (night clerk)"
2270,133430,"Henchman 'Professor'"
2270,133675,Waiter
2270,135823,Red
2270,135829,"Stage Driver Jim Lee"
2270,135833,"Wally Smeed"
2270,136266,
2270,137211,Latham
2270,137239,"Shorty Hillis"
2270,140849,Workman
2270,141004,Chuck
2270,142354,Henchman
2270,142477,Crew
2270,143355,
2270,143596,
2270,143604,"1st Gunman"
2270,144109,"Flier's Father"
2270,147382,Referee
2270,147854,"Stadium Usher"
2270,149129,Pierre
2270,149420,Retner
2270,149433,"Keno (Bar 20 cowboy)"
2270,152928,"Service Station Attendant"
2270,153125,"Henchman Barney, Machine gunn"
2270,153298,Saturday
2270,154373,Gimpy
2270,154623,"The Mooch"
2270,157868,Henchman
2270,161901,"Jules Mason"
2270,161910,"Squint (croupier)"
2270,161914,"Bit Part"
2270,161934,
2270,162946,"Capt. Sanchez"
2270,163251,Crook
2270,163288,"The bag thief"
2270,163437,Pedestrian
2270,163485,"Ed (building & looan deposit "
2270,163557,Counterman
2270,164446,"Whiskey Bob"
2270,166048,Detective
2270,167289,"Mateo, The Rat"
2270,168636,"Leslie, the Steward"
2270,170737,"Jim, morgue wagon attendant"
2270,170809,"Henchman Charley"
2270,170988,"Sidewalk Heckler"
2270,175119,Dugan
2270,176805,"Little Joe's driver"
2270,176912,"Hood with cane"
2270,177308,"Pool Hall Crony"
2270,177449,"Hiram Bailey (landowner) [Ch."
2270,178030,
2270,183721,Doorman
2270,184094,
2270,184428,Slim
2270,186285,Simpson
2270,186340,Henchman
2270,186345,Zeke
2270,186360,"Henchman Raymond"
2270,186397,"Station Master"
2270,186407,
2270,186700,"The Drunk"
2270,188294,Mechanic
2270,188542,Fireman
2270,190065,Radical
2270,190545,"Texas May"
2270,191704,Cashier
2270,192047,Bettor
2270,192721,"Process Server"
2270,193676,"Judge Barstow"
2270,193678,"Doc Grover [Chs. 1-2]"
2270,193741,"Newsstand Clerk"
2270,194886,Pete
2270,194887,"Assistant animalhandler"
2270,195188,Pawnbroker
2270,199534,"Elmer the Chauffeur"
2270,201033,"Slug-nutty fighter"
2270,203064,"Shorty Bates"
2270,203092,"Shifty Sheldon"
2270,203145,Porter
2270,203279,"Tennessee volunteer"
2270,203323,
2270,203470,Michaelson
2270,203490,Reporter
2270,203637,"Pete Daggett"
2270,203673,Gimpy
2270,204012,"Henchman Brown [Chs.2-3]"
2270,206528,"Nuggett Newcomb"
2270,207185,"Wilson, Pier 19 baggage clerk"
2270,207415,"Flash Faust [Ch.2]"
2270,210468,
2270,210777,"Wheels, Smokey's Gas Pumper"
2270,210783,Ace
2270,210807,
2270,210814,Sandy
2270,211545,Reporter
2270,211589,Panhandler
2270,212180,Carl
2270,213193,"Court Photographer"
2270,213475,
2270,213503,Hood
2270,213909,Gardner
2270,214059,Zeke
2270,214095,Contestant
2270,214980,Stelter
2270,215754,"Harry the Chef"
2270,215862,Heckler
2270,217984,
2270,218786,Electrician
2270,221779,Thief
2270,222675,"Taxi Driver"
2270,222678,Horsetooth
2270,222777,"Bartender at 'Florian's'"
2270,223654,Cameraman
2270,223970,Man
2270,224136,"Forgotten man"
2270,224230,
2270,224614,
2270,224806,"Cab Driver"
2270,230276,"Cash Burridge"
2270,231045,Typesetter
2270,231804,Weissenkorn
2270,232299,"Disgruntled Customer"
2270,236705,"Trustee With List"
2270,238711,"Car Thief"
2270,239845,Jones
2270,240994,Valet
2270,241507,Stubb
2270,241733,Solly
2270,241775,"Pete Mooney"
2270,241824,
2270,242812,Orderly
2270,245254,"Telegraph operator"
2270,245357,"Express rider"
2270,245420,"Gus (bartender)"
2270,245426,"Editor Barrymore"
2270,245749,"Thor (Black Raiders blacksmit"
2270,246729,Bo
2270,247224,"Butterfly Kid"
2270,247371,"Jake, Bartender"
2270,249267,Manelli
2270,250724,Constable
2270,252494,"Tobias Tinkerton"
2270,252850,Carter
2270,253126,"Western saloon set cowboy"
2270,254530,
2270,254559,"Henchman Runt (Stage guard in"
2270,254583,"Rusty Fenton"
2270,254820,"The banker"
2270,256383,"Ed Slade"
2270,260091,
2270,263074,"Red Larsen (bushwhacker)"
2270,263281,"Thomas the butler"
2270,263591,Shorty
2270,263592,"Pvt. Cramer"
2270,263601,"Miller Huggins"
2270,263941,"Man in Bluebell"
2270,264143,Citizen
2270,267575,"Purple Vigilante"
2270,270652,"Hobo [Ch. 11]"
2270,271084,"Hans Plattner, alias Bill Jas"
2270,271090,"Whiskey Wiley"
2270,272074,"Identifies Mesquiteers"
2270,272124,"Nat the Bat"
2270,274308,
2270,274984,Shorty
2270,275720,"Gang Member Ted"
2270,275974,Husband
2270,276694,Listener
2270,276724,Driver
2270,276737,"Willie the Weasel"
2270,276739,"Leslie (station agent/telegra"
2270,277447,"Customer in bakery"
2270,277736,Porter
2270,277855,Visitor
2270,277913,Sandy
2270,277951,Manny
2270,277958,"Henchman Cactus Pete [Ch.14]"
2270,277963,"Posse member"
2270,278052,Peters
2270,278110,"Henchman Jones"
2270,278563,Convict
2270,278594,Lampson
2270,279299,Jake
2270,279317,"Jeff (convict with bad leg)"
2270,279553,Jailer
2270,279598,"Greely (railroad land agent)"
2270,279744,Pablo
2270,279747,Ferris
2270,280675,"Cain Moody"
2270,281867,Busboy
2270,283093,Dishwasher
2270,284910,Customer
2270,285438,Landers
2270,287018,Fink
2270,287019,"The Tailor"
2270,288698,Gambler
2270,289588,"Farrow, a thug"
2270,291780,Zeke
2270,291812,Pickpocket
2270,292470,"Flower Truck Driver"
2270,292568,"George, Porter"
2270,292838,Writer
2270,296816,"Frederick 'Pat' Kelly, the ba"
2270,296845,Joe
2270,296848,Hawkeye
2270,296873,"Carnival Roustabout"
2270,296883,"Golf Course Caretaker"
2270,297909,"Man in audience"
2270,297936,Actor
2270,297970,"Bit Part"
2270,301954,"Man at First Meeting"
2270,305498,"Charley, Waiter"
2270,306491,"Flash Tracy"
2270,307821,"Blinky, street photographer-h"
2270,308370,Informer
2270,308376,
2270,308411,"Judge Hyde"
2270,308619,
2270,310805,"Baseball Concessionaire"
2270,310965,"Tony, the Bartender"
2270,311025,"Begger-Henchman Merkel [Chs. "
2270,312291,Himself
2270,312584,Actor
2270,312829,Blinky
2270,312830,Judge
2270,313057,Sockeye
2270,313804,"Jimmy the Weasel"
2270,315268,Dropper
2270,315556,"Johnny Behind the 8-Ball"
2270,316672,"Undetermined Role"
2270,320269,Cabbie
2270,320294,"Stage Door Watchman"
2270,320787,Spratt
2270,328065,Benny
2270,329052,"Confederate soldier"
2270,329125,Henchman
2270,329481,"Man in Alley"
2270,329948,Counterman
2270,330107,"Truck driver"
2270,330615,McCabe
2270,331097,Convict
2270,331560,Idaho
2270,331688,
2270,332025,Tramp
2270,333149,
2270,333319,
2270,333433,"Man at Hockey Ticket Window"
2270,333657,"Slug McGee"
2270,336790,Porky
2270,337074,"Thirsty Prisoner"
2270,337411,"Counter man"
2270,337654,"Eben Bowen, Farmer"
2270,337666,Lefty
2270,337710,"Pennypacker, stage passenger"
2270,339656,Pete
2270,340941,"Duke, Farrell's crony"
2270,342128,Jaki
2270,342838,"Sheriff Rankin"
2270,342951,"Stage Doorman"
2270,346066,Townsman
2270,347128,"Gen. Philip Sheridan"
2270,348102,"Ed Riley"
2270,349981,Valet
2270,350032,"Stubby the Bartender"
2270,352722,
2270,355102,"Saloon singer/Henchman"
2270,360526,Sailor
2270,360579,"Ex-Con in Alley"
2270,361300,Miner
2270,361619,"Snicker Joe"
2270,361621,"Henchman Shorty"
2270,361638,Watson
2270,361662,"Man on tour"
2270,361839,
2270,362097,Snarky
2270,363391,"Gabby stage passenger/Henchma"
2270,363457,
2270,363814,"Cranky Stage Passenger"
2270,364434,Reporter
2270,366208,"Harry Adams"
2270,367740,Pedro
2270,370566,Charlie
2270,372050,"Nick, waiter"
2270,372116,"Eddie, Circus Attendant"
2270,372641,"Man with Lynch Mob"
2270,372769,"Passenger Buying Maple Sugar"
2270,373192,Henry
2271,108382,"The Nightclub Band"
2272,203376,
2273,50223,"Seymour Polatkin"
2273,79636,"Indian Boy"
2273,156841,"Himself/Thomas Builds-the-Fir"
2273,171301,
2273,184125,"Throws it Down"
2273,187820,Razzel
2273,194855,Awasis
2273,194856,Awasis
2273,305694,"Thomas Builds-the-Fire"
2273,334453,Jacob
2273,407992,
2274,79407,"Trooper Kennedy"
2274,335488,"Capt. Stannard"
2275,39288,Michael
2276,10587,Reporter
2276,56691,Musician
2276,67171,"Bumpter Smith"
2276,117751,Registrar
2276,280896,"Slotnick's Son"
2276,297918,Bumpkin
2276,361154,Bit
2278,168286,"Fruit Catcher"
2279,159576,Himself
2279,159577,Himself
2279,159578,"Himself - Resident Expert"
2279,159579,"Resident Panel Expert"
2279,159581,Himself/panelist
2279,159582,"Himself - Resident Panel Expe"
2279,159583,"Himself - Resident Panel Expe"
2279,392813,Himself/panelist
2280,121615,"Male Prison Guard"
2281,232318,"1st MP"
2282,16644,"Lift Orderly"
2282,37136,Fletch
2282,46297,Speed
2282,59179,"Russ Simmonds"
2282,122202,Bob
2282,134663,
2282,141647,Roadie
2282,279413,Gary
2282,281800,"Drinker #3"
2282,305917,"Smokey Joe"
2282,311873,Kevin
2283,78991,John
2283,374598,"Mr. James"
2284,190103,
2284,330547,"Floor Manager"
2284,386518,"PC/DC 'Laudie' Lauderdale (19"
2284,395194,"Chris Milton"
2285,241933,Barabas
2286,257571,"Cedric's friend"
2286,324852,"Resident (slaps boy with hat "
2287,166237,"George Baxter"
2288,100943,"Himself (President, Sinn Fein"
2289,239932,"White Slaver"
2289,239933,"Johnny Gordon"
2290,314438,Salesman
2291,131198,Luiz
2291,213581,Chorus
2291,250638,"Dragoon guard"
2291,371212,"Leonard Meryll"
2292,162100,Peer
2292,213588,Noble
2292,256626,Pirate/Policeman
2293,383078,"Ed (1993-1997)"
2294,100106,"Det. Jones"
2294,148594,"Officer Jeff Westby"
2294,400621,"Zahir Arif aka Jerome Van Dyk"
2295,169374,"Hawkin, teamster"
2296,26068,"Orphan Boy"
2296,224344,"Junior Kissel"
2297,87891,Vernon
2297,102234,"Caleb James"
2297,289513,Brian
2297,299722,"Casting Assistant"
2297,307948,"Clerk #4"
2298,196918,
2299,313869,"Scott Dawson"
2299,337821,"Ethan Knoon"
2300,198983,"Harris Gang member"
2301,147384,Referee
2302,25389,Conductor
2302,85088,Doorman
2302,124374,Policeman
2302,142878,"Business Man"
2302,221307,"Waiter at Ball"
2302,223015,
2302,241892,"Police Chief"
2302,255327,Butler
2302,276948,"Mssr. Clémens"
2302,329329,"Doorman (Bette Davis Number)"
2302,342873,"Middle-aged man"
2303,298268,
2304,2500,"Von Hausen"
2304,65169,
2304,146072,"Herr Friedlander"
2304,163313,Jarms
2304,193955,"Sir Henry Strong"
2304,220878,Mason
2304,240681,"Sykes (State Fisheries & Game"
2304,324047,"Stephen Burbridge"
2305,132441,Editor
2305,178218,"Weird smooth guy"
2305,201605,Himself
2305,301222,"Steve Langston"
2305,390544,Himself
2307,321531,Referee
2308,186151,Steve
2309,246700,
2309,363694,"Clerk in superintendent's off"
2310,95154,Ted
2310,167922,"Uncle, Jr."
2311,202366,
2312,104699,"Guitars - Lustra, Donny's Ban"
2313,45094,Billy
2313,116085,Lenny
2313,267474,Drake
2313,359567,Chi
2314,108941,Farnsworth
2314,154474,"Keri's Dad"
2315,366959,Sanders
2316,109435,"Himself (baseball player)"
2317,31174,"Undetermined Role"
2317,130677,"Man in dance hall"
2317,318347,"Undetermined Role"
2318,220960,"Football Player 2"
2319,161172,Captain
2319,201939,
2320,141272,"Book Salesman"
2321,143536,
2322,238256,
2323,556,Jared
2324,221055,Johnny
2325,316153,Christopher
2325,379142,"Tony Stockdail"
2326,166746,"Tony Shields"
2326,240071,"Randy Parker"
2327,176391,
2328,252483,"Divinity Student"
2329,89328,"Himself (Zephyr skate team)"
2329,239787,Himself
2330,375808,
2331,115929,Chris
2331,131885,"Troy's Friend #1"
2331,146091,"Ross Beck"
2331,241050,"World War I Ace Vampire"
2331,241130,"Billy Bates"
2331,282046,"Nicky Clooney"
2331,283377,"Felton child"
2331,321734,
2331,381047,"Lt. Jeb Pruitt (1978)"
2332,201260,"Principal Swing Dancer"
2333,353302,Actor
2334,20625,Extra
2334,31880,
2334,39783,
2334,41979,
2334,75191,
2334,97517,"Drag Atrocity"
2334,102811,
2334,119477,
2334,120575,
2334,128849,"Sam, Ginger's fiance'"
2334,131508,
2334,133223,
2334,138289,
2334,146628,Himself
2334,150094,
2334,194270,
2334,227994,Paul
2334,277047,"Blond stud"
2334,282871,
2334,304700,
2334,343344,
2334,350305,
2334,373281,
2335,335617,Chris
2337,84247,Wayne
2337,217968,
2337,247568,Tom
2338,347662,"Federal Official #2"
2339,7674,
2339,8300,
2339,19562,
2339,26322,
2339,29181,
2339,31569,
2339,32258,
2339,35230,
2339,35570,
2339,46271,
2339,46375,
2339,47409,
2339,49495,
2339,109220,"Cicero Hopkins"
2339,117140,
2339,119975,
2339,131605,
2339,131843,
2339,132855,Jones
2339,143275,"Shorty Flynn"
2339,144771,
2339,147442,"Beauty Parlor Proprietor"
2339,150583,
2339,170751,
2339,177983,Chamberlain
2339,197532,Jimmy
2339,209644,"James Pettingill"
2339,213304,
2339,220536,
2339,238692,Delaney
2339,245680,
2339,282371,
2339,298612,
2339,315291,"Count Spinagio"
2339,321618,
2339,322720,
2339,340011,"A Painter"
2339,354544,
2339,360546,
2340,27447,"Band on Stage (Drums, Vocals)"
2341,405608,"Himself - Studio Guest Expert"
2342,51639,Killer
2343,28460,Fred
2343,55218,"Husky Miller"
2343,87552,"Disc Jockey"
2343,91228,Himself
2343,191295,"Himself,disc jockey"
2343,203917,Psychiatrist
2343,228117,"Himself - Orchestra Leader"
2343,278541,Duke
2344,612,"Brandon Herald"
2344,35213,Aaaron
2344,358267,King
2345,278217,"Lead Singer"
2345,389858,"Mr. Broussard"
2346,90437,"1st Guy"
2346,301701,Himself
2346,302719,"Joey Napoleon"
2346,381098,Host
2347,200261,"The Balloon Man"
2348,195611,"John Adams"
2349,311342,"Isaak Isugliak, the kid at th"
2350,134678,Zabrinski
2351,80640,"Bruce Lewis"
2351,385900,"Bruce Lewis"
2351,393947,"Mr. Pena (2000)"
2352,289047,Himself
2353,38515,Bartender
2354,37530,Ben
2354,148906,"Ricky King, Party Bully"
2355,6906,"Rent Collector"
2355,6907,"Insp. Hoge"
2355,18380,Ventidius
2355,46740,Lee
2355,71567,Physician
2355,78329,Samways
2355,79714,Parnell
2355,90507,"Det. Sgt. Cole"
2355,94692,"Hammer (segment "The Facts in"
2355,106047,"Miller Griffin"
2355,161918,"Teddy Henfrey"
2355,163228,"Henry VIII"
2355,177529,Gardener
2355,229728,Carter
2355,277258,Chaplain
2355,280278,Himself
2355,280279,"Dr. Everett Von Scott"
2355,312300,Gwiazda
2355,381278,Quiverful
2355,393476,Adam
2355,406385,"Alexander Krivenko"
2356,9005,Giant
2356,244034,"Additional Character Voice"
2357,379997,"Henry Walker"
2358,362384,"Himself (Maritime Archaeologi"
2359,69771,Stu
2359,141965,Stanley
2359,162364,"Senator Thomas 'Tom' Leighton"
2359,258876,Jason
2359,259278,Passenger
2359,264710,"Capt. Tom Lyman"
2359,385824,"Jack Harcourt Deveraux #1 (19"
