bookrank,id,title,bookauthor,publicationyear,publisher,languagecode,numpages,averagerating,ratingscount
1558,7549835,"Random (Narey & Winter, #1)",Craig Robertson,2010,Simon & Schuster,eng,329,3.77,718
1558,9477992,"The Bayou Trilogy: Under the Bright Lights, Muscle for the Wing, and The Ones You Do",Daniel Woodrell,2011,Mulholland Books,eng,496,3.76,1319
1558,13505524,"Keyser Run (Evelyn Morgan, #1)",J.L. Austgen,2012,"Dreampipe Publishing, Inc.",eng,374,3.89,23
1558,11966966,One for the Road,Edgar J. Rossi,,,eng,208,4.75,4
1558,13280195,One Voice Raised: A Triumph Over Rape,Jennifer A. Wheatley-Wolf,2011,Current Tome Publishing,eng,530,4.18,17
1558,13583424,The Gateway to Hell: A Mike Shannon Novel,Ray Mileur,2012,iUniverse,eng,260,4.48,23
1558,14311690,Paladin,K.D. Lassiter,2009,CreateSpace,eng,452,4.71,6
1558,17344470,"Cliff Diver (Emilia Cruz Mysteries, #1)",Carmen Amato,2013,CreateSpace Independent Publishing Platform,eng,316,4.14,82
1558,45120,The Shape of Snakes,Minette Walters,2002,Jove,eng,384,3.77,3508
1558,20445713,"Tainted Bodies (Photographer Trilogy, #1)",Sarah  Robinson,2014,,eng,333,3.8,386
1558,18607725,"Shadow Maker (Nick Baron, #2)",James R. Hannibal,2014,Berkley,eng,384,4.16,47
1558,27245902,The Heavenly Table,Donald Ray Pollock,2016,Doubleday,eng,384,4.06,2897
1558,37643484,The Unexpected Warrior: an Ace Stone adventure #1,Nicholas A. Price,2018,"Bulldog Publications, Est. 1980",eng,656,4.92,8
1558,41452829,Boulevard Dreams,E. Ryan Janz,,,eng,,3.12,43
1558,38199561,"Conspirator (Inspector Dhruvi, #2)",R.V. Raman,2018,Hachette India,eng,359,4.25,33
1575,4411706,"Buckingham Palace Gardens (Charlotte & Thomas Pitt, #25)",Anne Perry,2009,Ballantine Books,eng,391,3.84,79
1575,9845530,Four Years from Home,Larry Enright,2010,Lawrence P. Enright,eng,325,3.56,517
1575,6621101,"Deception (Alex Delaware, #25)",Jonathan Kellerman,2010,Ballantine Books,eng,338,3.99,14305
1575,8614975,"Thirteen Hours (Benny Griessel, #2)",Deon Meyer,2011,Hodder & Stoughton,eng,560,4.1,2977
1575,294046,"The Judas Strain (Sigma Force, #4)",James Rollins,2007,William Morrow,eng,464,4.15,24868
1575,13562007,Shadows Gray (Shadows #1),Melyssa Williams,2012,Melyssa Williams,eng,292,3.99,145
1575,13600762,"Shadow War II, Deadly Contact  #2",T.R. Wallace,2012,self published E Book,eng,282,4.33,3
1575,11890816,"The Gods of Gotham (Timothy Wilde, #1)",Lyndsay Faye,,Amy Einhorn Books/Putnam,eng,408,3.88,10841
1575,18049553,BAD INTENT,Michael Tabman,,,eng,,4.75,6
1575,19513985,The Perfect Day (Detective Paul Friedman Thrillers #2),Gunnar Angel Lawrence,2013,G.A.L. Publiishing,eng,536,4.29,6
1575,20975446,"Tainted Pictures (Photographer Trilogy, #2)",Sarah  Robinson,2014,KDP,eng,330,4.24,263
1575,22585967,Fraudster,R.V. Raman,2014,Hachette,eng,289,3.92,216
1575,22918059,Licensed to Thrill: Volume 6 (Hunt For Jack Reacher #2-2.5),Diane Capri,,,eng,,3.8,62
1575,8610846,"Devil Red (Hap and Leonard, #8)",Joe R. Lansdale,2011,Knopf,eng,205,3.92,1210
1575,22859802,The Bones of You,Debbie Howells,2015,Kensington,eng,313,3.67,4074
1575,34553023,Reversione: Reset the Future,Chris A. Jones,2017,Green Ivy,eng,242,4.19,954
1575,29815670,Insider,R.V. Raman,2016,Hachette,eng,352,4.28,70
1592,2051,The Simple Art of Murder,Raymond Chandler,1988,Vintage Crime/Black Lizard,eng,384,4.15,4977
1592,1182523,Samaritan,Richard Price,2004,Vintage,eng,378,3.71,1724
1592,530643,"Desert Heat (Joanna Brady, #1)",J.A. Jance,1993,Avon,eng,373,4,9002
1592,194940,"Until Dark (FBI, #3; John Mancini, #3)",Mariah Stewart,2003,Ballantine Books,eng,394,4.03,786
1592,6393198,The Kult,Shaun Jeffrey,2009,Leucrota Press,en-GB,328,3.95,266
1592,314362,Derailed,James Siegel,,,eng,,3.77,1799
1592,10779163,No Darker Fate,John Corwin,2011,John Corwin,eng,,3.98,51
1592,5975729,Bath Massacre: America's First School Bombing,Arnie Bernstein,2009,The University of Michigan Press,eng,200,4.03,310
1592,13186274,Employee of the Year,Dmitri Ragano,,,eng,,4.22,28
1592,13550944,"Michael Jahn’s New York City Mysteries: Murder at the Cathedral of St. John the Divine (Bill Donovan Mysteries, #3)",Michael Jahn,2012,Kindle,eng,,3.56,2
1592,13342793,"Painted Black (Street Stories, #1)",Debra R. Borys,2011,New Libri Press,eng,,4.21,17
1592,15814401,"Claire DeWitt and the Bohemian Highway (Claire DeWitt Mysteries, #2)",Sara Gran,2013,Houghton Mifflin Harcourt,eng,288,3.77,2542
1592,16776,"I Dreamed I Married Perry Mason (A Cece Caruso Mystery, #1)",Susan Kandel,2005,Avon,eng,280,3.47,793
1592,76909,"Last Bus to Woodstock (Inspector Morse, #1)",Colin Dexter,1996,Ivy Books,eng,282,3.9,10186
1592,13153,Hide and Seek,James Patterson,1997,,eng,368,4.12,59405
1592,21363845,No Good Deed (Thriller Mystery),Russel K. Stevens,,,eng,,4.86,14
1592,30176077,Letters From The Attic,Gabriel Farago,2016,Gabriel Farago,eng,,4.15,16
1592,1914973,"The Likeness (Dublin Murder Squad, #2)",Tana French,,,eng,466,4.06,83637
1592,32418,"Hannibal (Hannibal Lecter, #3)",Thomas  Harris,2000,Arrow,eng,564,3.76,73652
1592,26101936,The Black Widows,Jane Finch,,,eng,,4.82,7
1612,1155492,"Mexican Hat (Kevin Kerney, #2)",Michael McGarrity,2004,Pocket Books,eng,,4.04,983
1612,950252,Missionary Stew,Ross Thomas,2004,St. Martin's Griffin,eng,288,4.09,253
1612,6388743,The Ghosts of Belfast (Jack Lennon Investigations #1),Stuart Neville,2009,"Soho Press, Inc.",eng,336,3.89,5003
1612,140730,Red Lights,Georges Simenon,2006,NYRB Classics,eng,154,3.83,621
1612,1535604,"Crusader's Cross (Dave Robicheaux, #14)",James Lee Burke,2006,Pocket Books,eng,325,4.15,5830
1612,13431425,Executive Severance,Robert K. Blechman,2011,NeoPoiesis Press,eng,148,4.88,7
1612,13599610,Death Draws Nigh,Brad Simpson,2012,,eng,119,3.5,2
1612,253792,New England White,Stephen L. Carter,,,eng,,3.51,2238
1612,21455492,"Ashes, Ashes (Shadows in the Nursery, #3)",Tamara Shoemaker,2014,Route 11 Publications,eng,204,4.05,29
1612,625103,The Little Man From Archangel,Georges Simenon,2014,Penguin Books Ltd,eng,176,4,129
1612,15816054,Dante's Wood (A Mark Angelotti Novel #1),Lynne Raimondo,2013,Seventh Street Books,eng,319,3.79,306
1612,22011687,Deadly Assets (Allison Campbell Mystery #2),Wendy Tyson,2014,Henery Press,eng,296,4.13,112
1612,34510510,"Saboteur (Inspector Dhruvi, #1)",R.V. Raman,2017,Hachette India,eng,352,4.45,46
1625,147210,Tishomingo Blues,Elmore Leonard,2003,Penguin,eng,416,3.69,7192
1625,815595,"The Last Detective (Peter Diamond, #1)",Peter Lovesey,,,eng,,3.74,3244
1625,6525439,"Blackbird Fly (Bennett Sisters, #1)",Lise McClendon,2009,Thalia Press,eng,312,3.61,866
1625,4728979,"Silent on the Moor (Lady Julia Grey, #3)",Deanna Raybourn,2009,Mira Books,eng,465,4.03,10346
1625,13328743,Blood Flats,Edward Trimnell,2011,,eng,356,4.24,24
1625,9299037,Wavering,Virginia Frazier,2010,,eng,240,3.67,8
1625,11865202,"The Caller (Konrad Sejer, #10)",Karin Fossum,2011,Harvill Secker,eng,304,3.71,3271
1625,24919537,"Dying Brand (Allison Campbell Mystery, #3)",Wendy Tyson,2015,Henery Press,eng,264,4.35,74
1625,20573672,A Good Hanging (Thriller Mystery),Russel K. Stevens,,,eng,,4.86,14
1625,91374,"Web of Evil (Ali Reynolds, #2)",J.A. Jance,2007,Touchstone Books,eng,368,3.78,3811
1625,28962906,"Stalking Jack the Ripper (Stalking Jack the Ripper, #1)",Kerri Maniscalco,2016,Jimmy Patterson,eng,327,4.01,24023
1625,36086536,"A Date with Murder (Murder, She Wrote, #47)",Jessica Fletcher,2018,Berkley Books,eng,294,3.67,321
1625,38649751,"Murder, She Wrote: Manuscript for Murder",Jessica Fletcher,2018,Berkley Books,eng,307,3.67,279
1638,808382,"The Curse of the Bronze Lamp (Sir Henry Merrivale, #16)",Carter Dickson,1997,Carroll & Graf,eng,192,3.72,145
1638,930472,Murder in Exile (Frank Cole #1),Vincent H. O'Neil,2006,Minotaur Books,eng,208,3.37,115
1638,467074,"Confess, Fletch (Fletch, #2)",Gregory McDonald,2002,Vintage Crime/Black Lizard,eng,192,3.89,1782
1638,19578,Lost Boy Lost Girl,Peter Straub,2004,Ballantine Books,eng,368,3.48,4036
1638,993736,The Day After Tomorrow,Allan Folsom,1995,Vision,eng,752,4.02,265
1638,13506758,The Limping Dog,J.R. Lindermuth,2012,Whiskey Creek Press,eng,246,4.15,9
1638,5171894,"The Doomsday Key (Sigma Force, #6)",James Rollins,2009,William Morrow,eng,448,4.16,22635
1638,14121045,"A Reason to Live (Marty Singer, #1)",Matthew Iden,2012,Createspace,eng,333,3.97,986
1638,939437,The Mystery of a Hansom Cab,Fergus Hume,,,eng,,3.58,530
1638,12082836,The Resurrection of Hannah (Samantha Clark Mystery #1),Kathryne Arnold,2010,,eng,,4.2,14
1638,17590877,"Russian Dolls (The Neve & Egan Cases, #1)",Cristelle Comby,2013,Createspace Independent Publishing Platform,eng,312,4.06,74
1638,19189462,The Last of the Wise Lovers,Amnon Jackont,,,eng,,3.29,52
1638,12996425,"Kill You Twice (Archie Sheridan & Gretchen Lowell, #5)",Chelsea Cain,2012,Minotaur Books,eng,326,4.14,10051
1638,61463,"The Winter Queen (Erast Fandorin Mysteries, #1)",Boris Akunin,2004,Phoenix Press,eng,256,3.89,6567
1638,21479048,Killer Image (Allison Campbell Mystery #1),Wendy Tyson,,,eng,,3.99,135
1638,25565443,Crónicas de un ser como...,Arantxa Comes,2015,Editorial Amarante,spa,120,4.71,32
1638,30189034,La Última Bala,Raúl Garbantes,,Alba Digital Publishing,spa,169,3.44,11
1638,26867843,The Nocnista Agenda (A Financial Thriller),Christopher Hepworth,,,en-US,,4.34,22
1638,46460,Call for the Dead (George Smiley #1),John le Carré,2002,Scribner,eng,160,3.82,14862
1638,35215900,Loyalty and Deceit,Beanie Sigel,2018,C. H. A. O. S Publishing,eng,280,3.9,9
1638,318525,Red Storm Rising,Tom Clancy,1988,Random House Audio,eng,,4.17,62488
1638,26075634,The Improbable Wonders of Moojie Littleman,Robin  Gregory,2015,Mad Mystical Journey Press,eng,294,4.22,555
1638,33517563,"Strong to the Bone (Caitlin Strong, #9)",Jon Land,2017,Forge,eng,368,3.93,113
1638,50838717,Odell's Fall,Norman Bacal,,,eng,,4.4,30
1662,680031,"The Hell Screen (Sugawara Akitada, #5)",I.J. Parker,2003,St. Martin's Press,eng,352,4.01,294
1662,77606,"The Golden Spiders (Nero Wolfe, #22)",Rex Stout,1995,Crimeline,eng,206,4.08,2955
1662,1943742,"Silent in the Sanctuary (Lady Julia Grey, #2)",Deanna Raybourn,2008,Mira,eng,552,4.05,12163
1662,7096123,"The Rembrandt Affair (Gabriel Allon, #10)",Daniel Silva,2010,G.P. Putnam's Sons,eng,484,4.29,22271
1662,146859,Meeting Evil,Thomas Berger,2003,Simon & Schuster,eng,220,3.36,223
1662,1567570,Murder Inc,Sherri Rabinowitz,2006,Outskirts Press,eng,164,4.62,8
1662,5364,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,2001,Bantam,eng,743,4.32,224558
1662,20587018,Agency Rules - Never an Easy Day at the Office,Khalid Muhammad,2014,Dead Drop Books,eng,273,4.18,282
1662,16033842,La Vérité sur l'affaire Harry Quebert,Joël Dicker,2012,De Fallois / L'Âge d'Homme,fre,672,4.05,24361
1662,465226,"The Redbreast (Harry Hole, #3)",Jo Nesbø,2009,Harvill Secker,eng,519,3.93,64809
1662,27993244,"Never Never (Detective Harriet Blue, #1)",James Patterson,2016,Century,eng,342,3.62,8862
1662,36219542,Gray Hawk of Terrapin,Moss Whelan,2018,Prodigy Gold Books,eng,312,4.41,30
1662,52117102,Born Slippy,Tom Lutz,,,eng,,4.16,32
1675,219464,"Fearless Jones (Fearless Jones, #1)",Walter Mosley,2004,"Little, Brown and Company",eng,312,3.9,2048
1675,1204390,Sins Of Two Fathers: A Novel,Denis Hamill,2003,Atria Books,eng,372,3.84,47
1675,687749,"One Man's Love (The Highland Lords, #1)",Karen Ranney,2001,Avon,eng,376,3.81,672
1675,11430239,The Jackpot,David Kazzie,,,eng,325,3.78,297
1675,69366,"The Snack Thief (Inspector Montalbano, #3)",Andrea Camilleri,2003,Penguin,eng,304,4.05,3947
1675,13626546,The Folly,Irina Shapiro,2012,,en-GB,231,3.72,309
1675,8447000,A Fierce Radiance,Lauren Belfer,2011,Harper Perennial,eng,560,3.64,121
1675,16058548,On a Dime - Senseless in Lewes,Revere Reed,2012,,en-US,355,4.42,5
1675,22578265,The Case of the Sin City Sister (A Divine Private Detective Agency Mystery #2),Lynne Hinton,2015,Thomas Nelson,eng,336,3.78,272
1675,433054,Headlock,Burl Barer,2000,Deadly Alibi Press,eng,236,4.47,6
1675,31921231,Leap of Faith (The Rufino Factor Book One),Joshua Rem,2016,Solstice Publishing,eng,268,4.24,245
1675,39894464,Strong As Steel (Caitlin Strong #10),Jon Land,,,eng,,4.04,77
1687,671141,"Breakup (Kate Shugak, #7)",Dana Stabenow,1998,Berkley,en-US,256,4.29,3572
1687,1099301,"The Name of This Book Is Secret (Secret, #1)",Pseudonymous Bosch,2007,"Little, Brown Books for Young Readers",en-US,364,4.06,45182
1687,12722137,Vanishing Act in Vegas (Silver Sisters Mysteries #3),Morgan St. James,2011,L & L Dreamspell,eng,240,4.28,9
1687,32719,King Con,Stephen J. Cannell,1998,Avon,eng,448,3.93,1100
1687,10988,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,2001,Delta,eng,904,4.35,141996
1687,71683,"Uniform Justice (Commissario Brunetti, #12)",Donna Leon,2004,Penguin Books,eng,294,3.87,4211
1687,18373214,"Cockroaches (Harry Hole, #2)",Jo Nesbø,2014,Vintage Crime/Black Lizard,eng,368,3.71,23763
1687,972533,"Shadows in Bronze (Marcus Didius Falco, #2)",Lindsey Davis,1992,Fawcett Books,eng,366,4.03,3910
1687,20735474,Take One With You,Oak Anderson,2014,Valley of Saints,eng,213,3.55,451
1687,14866,Nineteen Minutes,Jodi Picoult,2007,Atria Books,eng,440,4.12,272447
1687,1979853,"A Carrion Death (Detective Kubu, #1)",Michael Stanley,2008,Harper,eng,467,3.71,1440
1698,4837032,"The Roar (The Roar, #1)",Emma Clayton,2009,Chicken House,en-US,496,4.05,8656
1698,687750,"When the Laird Returns (The Highland Lords, #2)",Karen Ranney,2002,Avon,eng,375,3.88,374
1698,12469938,The Burning of Grey,Giselle V. Steele,2012,RJ Blackstone Ltd.,eng,282,4.43,68
1698,30969,"Voice of the Violin (Inspector Montalbano, #4)",Andrea Camilleri,2004,Penguin,eng,249,4.03,3953
1698,32441,The Good Guy,Dean Koontz,2007,Bantam,eng,386,3.82,30114
1698,906491,The Throat,Peter Straub,1994,Signet,eng,704,3.94,3142
1698,703353,"Dead Simple (Roy Grace, #1)",Peter James,,,eng,,4.05,10389
1698,49127515,Don't Look for Me,Wendy   Walker,2020,St. Martin's Press,eng,352,4.44,260
1706,4590209,"Living the Vida Lola (Lola Cruz Mystery, #1)",Misa Ramirez,,,en-US,,3.79,251
1706,236857,"Kindness Goes Unpunished (Walt Longmire, #3)",Craig Johnson,2007,Viking Books,eng,288,4.21,10342
1706,15311,Exquisite Corpse: Surrealism and the Black Dahlia Murder,Mark Nelson,2006,Bulfinch Press,eng,191,3.9,314
1706,596675,"Bank Shot (Dortmunder, #2)",Donald E. Westlake,,,eng,189,4.03,1852
1706,13253026,Murder Has a Memory,Kathryn Dawn O'Brien,2011,King Pelley Publishing,eng,312,3.58,11
1706,49392,"El psicoanalista (El psicoanalista, #1)",John Katzenbach,2006,Ediciones B,spa,528,4.13,11363
1706,6094181,"Blood's a Rover (Underworld USA, #3)",James Ellroy,2009,Knopf Publishing Group,eng,633,3.92,3681
1706,121655,The Mousetrap and Other Plays,Agatha Christie,2000,NAL Trade,eng,752,4.02,4592
1714,5102107,Tangled Minds,Yvonne Mason,,,eng,,4.33,8
1714,315618,Casual Rex (Anonymous Rex #2),Eric Garcia,2002,Berkley Books,eng,352,3.66,406
1714,8703700,The Border Lords (Charlie Hood # 4),T. Jefferson Parker,2011,Dutton,eng,372,3.52,769
1714,159929,A History of Violence,John Wagner,2004,Vertigo,eng,286,3.48,2028
1714,287866,"The Irresistible MacRae (The Highland Lords, #3)",Karen Ranney,2002,Avon,eng,375,3.88,309
1714,13246685,Manhattan Affair,Jack Sussek,2012,Amazon,eng,280,3.89,16
1714,10629,Christine,Stephen King,2001,LGF,fre,411,3.78,180222
1714,10967,"The Fiery Cross (Outlander, #5)",Diana Gabaldon,2005,Dell,eng,1443,4.26,130662
1714,904488,"Resurrection Men (Inspector Rebus, #13)",Ian Rankin,2004,"Little, Brown and Company",eng,528,4.04,7443
1714,23212667,All the Missing Girls,Megan Miranda,2016,Simon & Schuster,eng,384,3.78,95583
1714,35451741,The Good Samaritan,John Marrs,,,eng,390,4.06,11818
1714,49377095,Death in Paraiso,Jack Polo,,,eng,,5,7
1726,77610,The Mother Hunt (Nero Wolfe #38),Rex Stout,1993,Crimeline,eng,208,4.15,1893
1726,1887043,"Obsession, Deceit, and Really Dark Chocolate (A Sophie Katz Murder Mystery, #3)",Kyra Davis,2007,Red Dress Ink,eng,400,3.91,2622
1726,198331,"Valhalla Rising (Dirk Pitt, #16)",Clive Cussler,2004,G.P. Putnam's Sons,eng,528,3.94,19304
1726,523482,Swift Justice: Murder & Vengeance In A California Town,Harry Farrell,1992,St. Martin's Griffin,eng,320,4.26,125
1726,10733113,Book 'Em - An Eamonn Shute Mystery,Tony McFadden,2011,Smashwords,en-GB,,3.27,14
1726,371024,The Zebra-Striped Hearse,Ross Macdonald,1998,Vintage Crime/Black Lizard,eng,288,4.09,1561
1726,16052981,"Ildvidnet (Joona Linna, #3)",Lars Kepler,2012,Gyldendal,dan,579,4.09,157
1726,11010251,The Lost Wife,Alyson Richman,2011,Berkley Books,eng,368,4.22,39263
1726,13256064,"Phantom (Harry Hole, #9)",Jo Nesbø,2012,Knopf,eng,378,4.12,24843
1726,939888,The Friends of Eddie Coyle,George V. Higgins,1995,Henry Holt & Company,eng,,4.06,35
1726,7668,Rising Sun,Michael Crichton,2004,Turtleback Books,eng,399,3.63,42827
1737,315619,Hot and Sweaty Rex (Anonymous Rex #3),Eric Garcia,2005,Ace,eng,352,3.75,264
1737,1203600,"Double Take (A Mike Connolly Mystery, #2)",Joe Hilley,2005,David C. Cook,eng,320,3.56,25
1737,6073671,Sweeping Up Glass,Carolyn Wall,2009,Delta,eng,336,3.96,2049
1737,759966,Tempest in Eden,Sandra Brown,1996,Grand Central Publishing,eng,256,3.48,59
1737,8318681,To Love a Scottish Lord (The Highland Lords #4),Karen Ranney,2009,HarperCollins e-books,en-US,,3.94,51
1737,13581545,No Simple Highway,Jerry  Richmond,2012,,eng,,3.33,15
1737,264458,"Under the Beetle's Cellar (Molly Cates, #2)",Mary Willis Walker,1996,Crimeline,eng,339,4.08,580
1737,116971,"Busman's Honeymoon (Lord Peter Wimsey, #13)",Dorothy L. Sayers,2006,HarperTorch,eng,409,4.28,14298
1737,40121205,Broken Promises (Past Imperfect Mystery Book 1),Anne  Willow,,,eng,229,4.3,1064
1746,20353,Pick-Up,Charles Willeford,1955,Beacon,eng,191,4.03,1449
1746,8528326,"Madness and Murder (Jackson, #1)",Jenny Hilborne,2010,Echelon Press,eng,,3.94,84
1746,64551,"The Death of Achilles (Erast Fandorin Mysteries, #4)",Boris Akunin,2006,Random House Trade Paperbacks,eng,320,4.1,3584
1746,1256585,"The Crazy School (Madeline Dare, #2)",Cornelia Read,2008,Grand Central Publishing,eng,326,3.32,1498
1746,13640985,Rise of the Black Serial Killer: Documenting a Startling Trend,Justin Cottrell,2012,Sons of Japheth Publishing,en-GB,480,3.5,13
1746,9408479,"Cold Wind (Joe Pickett, #11)",C.J. Box,2011,Putnam Adult,en-US,388,4.2,6625
1746,43996,Dead Sleep,Greg Iles,2002,Berkley Books,eng,452,4.05,8184
1746,202750,"Killer Weekend (Walt Fleming, #1)",Ridley Pearson,2007,Putnam Publishing Group,eng,326,3.65,1911
1746,1508221,"Dans les bois éternels (Commissaire Adamsberg, #7)",Fred Vargas,2009,Viviane Hamy,fre,442,4.04,1883
1746,25062271,"In a Dark, Dark Wood",Ruth Ware,2015,Gallery/Scout Press,eng,320,3.69,9428
1746,472331,Watchmen,Alan Moore,2005,DC Comics,eng,416,4.36,455965
1746,35389818,Silent Victim,Caroline Mitchell,2018,Thomas & Mercer,eng,325,3.95,22430
1758,189086,White Butterfly (Easy Rawlins #3),Walter Mosley,2002,Washington Square Press,eng,320,4.01,3024
1758,2261719,Ungrateful Dead: Murder at the Fillmore (the Rock & Roll Murders),Patricia Morrison,2007,Lizard Queen Press,eng,364,4,25
1758,127219,"Obsession (Alex Delaware, #21)",Jonathan Kellerman,2007,Ballantine Books,eng,347,3.84,9032
1758,7893331,The Killer of Little Shepherds: A True Crime Story and the Birth of Forensic Science,Douglas Starr,,,eng,300,3.85,4112
1758,8318689,"So In Love (The Highland Lords, #5)",Karen Ranney,2009,HarperCollins e-books,eng,,3.89,30
1758,163175,"The Smell of the Night (Inspector Montalbano, #6)",Andrea Camilleri,2005,Penguin Books,eng,229,4,2669
1758,13644633,Death of an Old Git (The Falconer Files #1),Andrea Frazer,2011,Andrea Frazer,eng,,3.6,224
1758,27264916,White Collar Blackmail,Peter   Ralph,,,eng,,4.29,529
1758,29496076,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,2017,Doubleday,eng,359,4.09,77135
1758,48852541,The Mystery of Thomas Thormes,Davide Deidda,,,eng,,4.67,6
1768,5974786,Dope Thief,Dennis Tafoya,2009,,en-US,291,3.78,216
1768,1981140,"Ragtime in Simla (Joe Sandilands, #2)",Barbara Cleverly,2004,Dell,eng,384,3.83,74
