id,compound_id,species_text,species_accession,component_text,component_accession,strain_text,source_type,source_accession,comments
5080,69682,Piper sarmentosum,NCBI:txid405319,stem,BTO:0001300,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5081,69683,Piper sarmentosum,NCBI:txid405319,stem,BTO:0001300,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5082,69683,Piper sarmentosum,NCBI:txid405319,leaf,BTO:0000713,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5083,69683,Piper sarmentosum,NCBI:txid405319,inflorescence,BTO:0000628,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5084,69683,Piper sarmentosum,NCBI:txid405319,twig,BTO:0001411,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5085,28157,Piper sarmentosum,NCBI:txid405319,twig,BTO:0001411,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5086,28157,Piper sarmentosum,NCBI:txid405319,leaf,BTO:0000713,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5087,28157,Piper sarmentosum,NCBI:txid405319,stem,BTO:0001300,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5088,28157,Cryptocarya chartacea,IPNI:895985-1,trunk bark,BTO:0001494,,PubMed Id,22050318,Ethyl acetate extract of air-dried and powdered trunk bark
5089,28157,Piper sarmentosum,NCBI:txid405319,inflorescence,BTO:0000628,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5090,69685,Piper sarmentosum,NCBI:txid405319,inflorescence,BTO:0000628,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5091,69685,Piper sarmentosum,NCBI:txid405319,stem,BTO:0001300,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5092,69685,Piper sarmentosum,NCBI:txid405319,twig,BTO:0001411,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5093,69685,Piper sarmentosum,NCBI:txid405319,leaf,BTO:0000713,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5094,69686,Piper sarmentosum,NCBI:txid405319,stem,BTO:0001300,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5095,69686,Piper sarmentosum,NCBI:txid405319,twig,BTO:0001411,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5096,69686,Piper sarmentosum,NCBI:txid405319,leaf,BTO:0000713,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5097,69686,Piper sarmentosum,NCBI:txid405319,inflorescence,BTO:0000628,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5098,69687,Piper sarmentosum,NCBI:txid405319,inflorescence,BTO:0000628,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5099,69687,Piper sarmentosum,NCBI:txid405319,stem,BTO:0001300,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5100,69687,Piper sarmentosum,NCBI:txid405319,twig,BTO:0001411,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5101,69687,Piper sarmentosum,NCBI:txid405319,leaf,BTO:0000713,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5102,69688,Piper sarmentosum,NCBI:txid405319,stem,BTO:0001300,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5103,69688,Piper sarmentosum,NCBI:txid405319,twig,BTO:0001411,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5104,69688,Piper sarmentosum,NCBI:txid405319,leaf,BTO:0000713,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5105,69688,Piper sarmentosum,NCBI:txid405319,inflorescence,BTO:0000628,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5106,69689,Piper sarmentosum,NCBI:txid405319,stem,BTO:0001300,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5107,69689,Piper sarmentosum,NCBI:txid405319,inflorescence,BTO:0000628,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5108,69689,Piper sarmentosum,NCBI:txid405319,leaf,BTO:0000713,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5109,69689,Piper sarmentosum,NCBI:txid405319,twig,BTO:0001411,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5110,66470,Piper sarmentosum,NCBI:txid405319,twig,BTO:0001411,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5111,66470,Piper sarmentosum,NCBI:txid405319,stem,BTO:0001300,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5112,66470,Piper sarmentosum,NCBI:txid405319,inflorescence,BTO:0000628,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5113,66470,Piper sarmentosum,NCBI:txid405319,leaf,BTO:0000713,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5114,35697,Piper sarmentosum,NCBI:txid405319,inflorescence,BTO:0000628,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5115,35697,Piper sarmentosum,NCBI:txid405319,twig,BTO:0001411,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5116,35697,Piper sarmentosum,NCBI:txid405319,leaf,BTO:0000713,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5117,35697,Piper sarmentosum,NCBI:txid405319,stem,BTO:0001300,,PubMed Id,21973101,"Chloroform soluble extract of aerial parts(leaves, twigs, stems, inflorescence)"
5118,69690,Salvia hydrangea,NCBI:txid392666,aerial part,BTO:0001658,,PubMed Id,21967089,"n-Hexane extract of air-dried, powdered aerial parts."
5119,69691,Salvia hydrangea,NCBI:txid392666,aerial part,BTO:0001658,,PubMed Id,21967089,"n-Hexane extract of air-dried, powdered aerial parts."
5120,69692,Xylaria polymorpha,NCBI:txid77046,fruit body,BTO:0000487,,PubMed Id,21942847,
5121,69692,Pestalotiopsis virgatula,NCBI:txid290289,mycelium,BTO:0001436,,PubMed Id,21942847,Endophytic fungus derived from the plant Terminalia chebula.
5122,69693,Pestalotiopsis virgatula,NCBI:txid290289,mycelium,BTO:0001436,,PubMed Id,21942847,Endophytic fungus derived from the plant Terminalia chebula.
5123,69694,Pestalotiopsis virgatula,NCBI:txid290289,mycelium,BTO:0001436,,PubMed Id,21942847,Endophytic fungus derived from the plant Terminalia chebula.
5124,69695,Pestalotiopsis virgatula,NCBI:txid290289,mycelium,BTO:0001436,,PubMed Id,21942847,Endophytic fungus derived from the plant Terminalia chebula.
5125,69696,Pestalotiopsis virgatula,NCBI:txid290289,mycelium,BTO:0001436,,PubMed Id,21942847,Endophytic fungus derived from the plant Terminalia chebula.
5126,69697,Pestalotiopsis virgatula,NCBI:txid290289,mycelium,BTO:0001436,,PubMed Id,21942847,Endophytic fungus derived from the plant Terminalia chebula.
5127,69698,Pestalotiopsis virgatula,NCBI:txid290289,mycelium,BTO:0001436,,PubMed Id,21942847,Endophytic fungus derived from the plant Terminalia chebula.
5128,69699,Pestalotiopsis virgatula,NCBI:txid290289,mycelium,BTO:0001436,,PubMed Id,21942847,Endophytic fungus derived from the plant Terminalia chebula.
5129,69700,Combretum griffithii,IPNI:170132-1,stem,BTO:0001300,,PubMed Id,21919533,Methanol extract of air-dried stems.
5130,69701,Combretum griffithii,IPNI:170132-1,stem,BTO:0001300,,PubMed Id,21919533,Methanol extract of air-dried stems.
5131,69702,Combretum griffithii,IPNI:170132-1,stem,BTO:0001300,,PubMed Id,21919533,Methanol extract of air-dried stems.
5132,69703,Combretum griffithii,IPNI:170132-1,stem,BTO:0001300,,PubMed Id,21919533,Methanol extract of air-dried stems.
5133,69704,Combretum griffithii,IPNI:170132-1,stem,BTO:0001300,,PubMed Id,21919533,Methanol extract of air-dried stems.
5134,69705,Nocardiopsis dassonvillei,NCBI:txid2014,spore,BTO:0001171,HR10 5,PubMed Id,21958359,Ethylacetate extract of fermentation medium inoculated with spores
5135,69706,Nocardiopsis dassonvillei,NCBI:txid2014,spore,BTO:0001171,HR10 5,PubMed Id,21958359,Ethylacetate extract of fermentation medium inoculated with spores
5136,69707,Nocardiopsis dassonvillei,NCBI:txid2014,spore,BTO:0001171,HR10 5,PubMed Id,21958359,Ethylacetate extract of fermentation medium inoculated with spores
5137,69708,Nocardiopsis dassonvillei,NCBI:txid2014,spore,BTO:0001171,HR10 5,PubMed Id,21958359,Ethylacetate extract of fermentation medium inoculated with spores
5138,69709,Nocardiopsis dassonvillei,NCBI:txid2014,spore,BTO:0001171,HR10 5,PubMed Id,21958359,Ethylacetate extract of fermentation medium inoculated with spores
5139,69710,Nocardiopsis dassonvillei,NCBI:txid2014,spore,BTO:0001171,HR10 5,PubMed Id,21958359,Ethylacetate extract of fermentation medium inoculated with spores
5140,69711,Nocardiopsis dassonvillei,NCBI:txid2014,spore,BTO:0001171,HR10 5,PubMed Id,21958359,Ethylacetate extract of fermentation medium inoculated with spores
5141,69712,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5142,69713,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5143,69714,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5144,69715,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5145,69716,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5146,69717,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5147,69718,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5148,69719,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5149,69720,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5150,69721,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5151,69722,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5152,69723,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5153,69724,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5154,69725,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5155,69726,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5156,69727,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5157,69728,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5158,69729,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5159,69730,Euphorbia prolifera,IPNI:347888-1,root,BTO:0001188,,PubMed Id,21928782,Ethyl acetate soluble part of methanol extract of air-dried roots.
5160,30816,Paeonia rockii subsp. rockii,NCBI:txid459179,root,BTO:0001188,,PubMed Id,21954959,Isolated from chloroform soluble extract of air-dried and powdered roots
5161,30816,Cordyceps sinensis,NCBI:txid72228,mycelium,BTO:0001436,,PubMed Id,21848266,Ethanolic extract of dried mycelia
5162,30816,Carthamus oxyacantha,NCBI:txid122010,aerial part,BTO:0001658,,PubMed Id,22060189,Crude ethanolic extract of aerial parts
5163,69731,Xylaria,NCBI:txid37991,,,NCY2,PubMed Id,21510613,
5164,69731,Endophytic fungi,NCBI:txid4751,,,AM 02,PubMed Id,21510613,Methanolic extract of Camarops like Endophytic fungus isolated from leaves of Alibertia macrophylla
5165,69732,Endophytic fungi,NCBI:txid4751,,,AM 02,PubMed Id,21510613,Methanolic extract of Camarops like Endophytic fungus isolated from leaves of Alibertia macrophylla
5166,69733,Endophytic fungi,NCBI:txid4751,,,AM 02,PubMed Id,21510613,Methanolic extract of Camarops like Endophytic fungus isolated from leaves of Alibertia macrophylla
5167,69734,Endophytic fungi,NCBI:txid4751,,,AM 02,PubMed Id,21510613,Methanolic extract of Camarops like Endophytic fungus isolated from leaves of Alibertia macrophylla
5168,69735,Cystobacter ferrugineus,NCBI:txid83449,latex,BTO:0000710,Cb G35,PubMed Id,21591808,Previous component: resin; Raw extract of fermented culture supplemented with XAD-16 resin
5169,69736,Cystobacter ferrugineus,NCBI:txid83449,latex,BTO:0000710,Cb G35,PubMed Id,21591808,Previous component: resin; Raw extract of fermented culture supplemented with XAD-16 resin
5170,69737,Cystobacter ferrugineus,NCBI:txid83449,latex,BTO:0000710,Cb G35,PubMed Id,21591808,Previous component: resin; Raw extract of fermented culture supplemented with XAD-16 resin
5171,69738,Cystobacter ferrugineus,NCBI:txid83449,latex,BTO:0000710,Cb G35,PubMed Id,21591808,Previous component: resin; Raw extract of fermented culture supplemented with XAD-16 resin
5172,69739,Cystobacter ferrugineus,NCBI:txid83449,latex,BTO:0000710,Cb G35,PubMed Id,21591808,Previous component: resin; Raw extract of fermented culture supplemented with XAD-16 resin
5173,69740,Cystobacter ferrugineus,NCBI:txid83449,latex,BTO:0000710,Cb G35,PubMed Id,21591808,Previous component: resin; Raw extract of fermented culture supplemented with XAD-16 resin
5174,69741,Ficus mucuso,NCBI:txid309328,fruit,BTO:0000486,,PubMed Id,21619045,Methanolic extract of air-dried and powdered figs(fruits)
5175,69742,Ficus mucuso,NCBI:txid309328,fruit,BTO:0000486,,PubMed Id,21619045,Methanolic extract of air-dried and powdered figs(fruits)
5176,69743,Ficus mucuso,NCBI:txid309328,fruit,BTO:0000486,,PubMed Id,21619045,Methanolic extract of air-dried and powdered figs(fruits)
5177,69744,Ficus mucuso,NCBI:txid309328,fruit,BTO:0000486,,PubMed Id,21619045,Methanolic extract of air-dried and powdered figs(fruits)
5178,69745,Ficus mucuso,NCBI:txid309328,fruit,BTO:0000486,,PubMed Id,21619045,Methanolic extract of air-dried and powdered figs(fruits)
5179,36062,Cordyceps sinensis,NCBI:txid72228,mycelium,BTO:0001436,,PubMed Id,21848266,Ethanolic extract of dried mycelia
5180,36062,Ficus mucuso,NCBI:txid309328,fruit,BTO:0000486,,PubMed Id,21619045,Methanolic extract of air-dried and powdered figs(fruits)
5181,18388,Ficus mucuso,NCBI:txid309328,fruit,BTO:0000486,,PubMed Id,21619045,Methanolic extract of air-dried and powdered figs(fruits)
5182,16860,Ficus mucuso,NCBI:txid309328,fruit,BTO:0000486,,PubMed Id,21619045,Methanolic extract of air-dried and powdered figs(fruits)
5183,69746,Ficus mucuso,NCBI:txid309328,fruit,BTO:0000486,,PubMed Id,21619045,Methanolic extract of air-dried and powdered figs(fruits)
5184,10038,Ficus mucuso,NCBI:txid309328,fruit,BTO:0000486,,PubMed Id,21619045,Methanolic extract of air-dried and powdered figs(fruits)
5185,69748,Ficus mucuso,NCBI:txid309328,fruit,BTO:0000486,,PubMed Id,21619045,Methanolic extract of air-dried and powdered figs(fruits)
5186,69749,Ficus mucuso,NCBI:txid309328,fruit,BTO:0000486,,PubMed Id,21619045,Methanolic extract of air-dried and powdered figs(fruits)
5187,69750,Ficus mucuso,NCBI:txid309328,fruit,BTO:0000486,,PubMed Id,21619045,Methanolic extract of air-dried and powdered figs(fruits)
5188,69751,Ficus mucuso,NCBI:txid309328,fruit,BTO:0000486,,PubMed Id,21619045,Methanolic extract of air-dried and powdered figs(fruits)
5189,69752,Maytenus mekongensis,NCBI:txid123430,root,BTO:0001188,,PubMed Id,21634414,Methylene dichloride fraction of extract of Dried roots
5190,69753,Maytenus mekongensis,NCBI:txid123430,root,BTO:0001188,,PubMed Id,21634414,Methylene dichloride fraction of extract of Dried roots
5191,69754,Maytenus mekongensis,NCBI:txid123430,root,BTO:0001188,,PubMed Id,21634414,Methylene dichloride fraction of extract of Dried roots
5192,69755,Maytenus mekongensis,NCBI:txid123430,root,BTO:0001188,,PubMed Id,21634414,Methylene dichloride fraction of extract of Dried roots
5193,69756,Maytenus mekongensis,NCBI:txid123430,root,BTO:0001188,,PubMed Id,21634414,Methylene dichloride fraction of extract of Dried roots
5194,69757,Maytenus mekongensis,NCBI:txid123430,root,BTO:0001188,,PubMed Id,21634414,Methylene dichloride fraction of extract of Dried roots
5195,69758,Maytenus mekongensis,NCBI:txid123430,root,BTO:0001188,,PubMed Id,21634414,Methylene dichloride fraction of extract of Dried roots
5196,69759,Maytenus mekongensis,NCBI:txid123430,root,BTO:0001188,,PubMed Id,21634414,Methylene dichloride fraction of extract of Dried roots
