DIAMETER_MM;INSTALLATION_DATE;MATERIAL;Geom
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10965663763767, 49.282374515273666], [-123.10977790329362, 49.28209221243406]]}"
300;1978-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.13840509730655, 49.26947484415438], [-123.13839101213165, 49.26947162275407]]}"
200;1966-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.20590191016281, 49.27001175013094], [-123.20592844931281, 49.26928722020543]]}"
150;1945-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11337016542883, 49.233592866481], [-123.11337107879712, 49.23357181669199]]}"
800;1939-01-01;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.16515971411168, 49.257656720894495], [-123.16475901524008, 49.25742702439541], [-123.16475324294566, 49.25742694267455]]}"
800;1939-01-01;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.17018510476815, 49.257735826891796], [-123.1653727414882, 49.25766009522025]]}"
150;1926-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.18339116319198, 49.251989916652086], [-123.18242791149227, 49.25198433541854]]}"
200;1925-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17592005665699, 49.26506269860929], [-123.17592146324743, 49.26502146243556]]}"
150;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14869507115456, 49.24000134960381], [-123.14859066085239, 49.24000103418225]]}"
250;1926-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14687195165352, 49.24204150019517], [-123.1468547773527, 49.242041162218214]]}"
200;1979-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14945087865944, 49.24209807409894], [-123.1494510998905, 49.24217138503336]]}"
150;1930-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14486827787785, 49.22887421665386], [-123.14478861130037, 49.22887296724385]]}"
150;1964-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11483140070877, 49.25868886283361], [-123.11481903180633, 49.25868887512624]]}"
150;1965-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11321582078419, 49.25866258107412], [-123.11320757485315, 49.25866258915406]]}"
200;1968-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11101799799665, 49.259439669443246], [-123.11101930474776, 49.25940953422496]]}"
200;1964-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.18539654748925, 49.272331467870465], [-123.18537174058883, 49.27231486655669], [-123.18536885338905, 49.27231478123667]]}"
150;1945-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1042500592979, 49.21592497507937], [-123.10343029851299, 49.21591351441141]]}"
150;1984-01-01;<blank>;"{""type"": ""LineString"", ""coordinates"": [[-123.11585316041426, 49.28805893189475], [-123.11581463019608, 49.28804772655747]]}"
250;1984-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11548542526047, 49.2881141795115], [-123.11547785673747, 49.28811193828314]]}"
250;1984-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11548542526047, 49.2881141795115], [-123.11549297067194, 49.288106526077584], [-123.11545512911812, 49.28809576969064]]}"
150;1958-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15966827748409, 49.23831026949493], [-123.15966003350796, 49.2383098311263]]}"
150;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15047055275221, 49.21950018167767], [-123.15039354589425, 49.21937038116261]]}"
150;1929-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10978063756428, 49.25391464021981], [-123.10978164029736, 49.253895857244906]]}"
200;1930-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.20279553830134, 49.271289669130056], [-123.20280297221375, 49.27112459416031]]}"
200;1966-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1523150601071, 49.22808835567235], [-123.15222713955663, 49.22808696036055]]}"
200;1966-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15222713955663, 49.22808696036055], [-123.15220653610378, 49.22808653774613]]}"
250;;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.1463902734062, 49.23075496107742], [-123.14483598934973, 49.230731004906225]]}"
200;1966-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.20563916348969, 49.27345841391623], [-123.20568605869857, 49.272163003966675]]}"
200;1965-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1017350914098, 49.226752451551995], [-123.10173291860035, 49.22669758235815]]}"
200;1946-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1107739838042, 49.22911061102522], [-123.11077397173773, 49.22910521388071]]}"
250;1926-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15162098277749, 49.242125371446726], [-123.15125963673803, 49.242119080699325]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10424654870972, 49.28151561686689], [-123.1042497114905, 49.281515793917045], [-123.10425729176964, 49.28152433249693], [-123.10425742926539, 49.28152433237288]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10709069820945, 49.28203172289484], [-123.10641616063475, 49.28190904017995]]}"
300;1976-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1021984362366, 49.28033798062341], [-123.10218313326413, 49.280471059847805]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15173919680642, 49.250175853197554], [-123.1517952270304, 49.25007557273841]]}"
100;;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.15260669546461, 49.258247041770765], [-123.15252006830626, 49.25824568993889]]}"
200;1968-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14867195219607, 49.239846481235816], [-123.14867609144358, 49.23985700034591]]}"
200;1959-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11488248107838, 49.26029795667711], [-123.11488395550735, 49.26028185378237]]}"
200;1959-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11488395550735, 49.26028185378237], [-123.1148845790069, 49.26025441776705]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1129418581248, 49.260816653850945], [-123.11295479350987, 49.26047446338256]]}"
200;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14688567343863, 49.23997445677292], [-123.14687955935563, 49.23997423966539]]}"
300;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14627172567073, 49.24947953177758], [-123.14624630440309, 49.24947920415076]]}"
150;1966-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15067140775744, 49.219560575018924], [-123.15067243932303, 49.21953852624898]]}"
150;1953-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10191706930291, 49.22474775030162], [-123.10187451019347, 49.224755433819006]]}"
200;1985-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11488873826583, 49.26230666179899], [-123.11486743366612, 49.262306233221125]]}"
200;1964-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11486201843985, 49.26234176967778], [-123.11486770834192, 49.26230614299598]]}"
450;1936-01-01;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.20930655128646, 49.26005791971557], [-123.20933556954039, 49.25922734759267]]}"
200;1929-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17808939955806, 49.25872404690321], [-123.17809751375398, 49.25849645538258]]}"
150;1948-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11099840631746, 49.23057838589421], [-123.11081571876645, 49.230569575023516]]}"
150;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11076654321599, 49.228547074078946], [-123.11074897598908, 49.22779111114454]]}"
150;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11076654321599, 49.228547074078946], [-123.11076915744401, 49.228653575461934]]}"
150;1932-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17337995767875, 49.25097284781457], [-123.17337446125971, 49.25097285606295]]}"
200;1953-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1123114026915, 49.26904789822509], [-123.11226810657529, 49.269007344974256]]}"
150;1964-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1056340747659, 49.23183283885062], [-123.10563404599671, 49.23181934599341]]}"
150;1945-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1080169010089, 49.23230879617914], [-123.1080015985007, 49.23230848665739]]}"
150;1946-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1106446409522, 49.23236428367606], [-123.11062986047655, 49.23236401897871]]}"
200;1962-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16449170866203, 49.26737402180082], [-123.16440878535401, 49.26737532719101]]}"
150;1928-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1555487421299, 49.25836458074142], [-123.1555512674267, 49.258293515128564]]}"
150;1926-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16481245258129, 49.26394531183156], [-123.16474578097122, 49.26394652232155]]}"
300;1967-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14530811227029, 49.24190652519157], [-123.1442948460026, 49.24189599345913]]}"
300;1965-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1442948460026, 49.24189599345913], [-123.14423576762496, 49.24189516770944]]}"
150;1927-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15187658599841, 49.221597919895736], [-123.1512795699459, 49.22060727109546]]}"
150;1927-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15069141946276, 49.219593372681025], [-123.15067140775744, 49.219560575018924]]}"
300;1966-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15081422042385, 49.219532062523314], [-123.15102768477995, 49.21953467111137]]}"
300;1966-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15056291670916, 49.21955891742413], [-123.15053984649462, 49.21955899246846]]}"
300;1966-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14925620832832, 49.230821195905136], [-123.1492261818235, 49.230820982829215]]}"
300;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14615423805684, 49.24947797137194], [-123.14615865827191, 49.249346185657416]]}"
150;1986-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16219125749011, 49.270836854981184], [-123.16218895634623, 49.27089389675964]]}"
150;1986-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16218497693544, 49.27101767626323], [-123.16218434415656, 49.27103431826661]]}"
150;1986-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16218434415656, 49.27103431826661], [-123.16219194166248, 49.2710455515989]]}"
150;1964-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16224686668293, 49.26934160394719], [-123.16225001588337, 49.26925397728074]]}"
300;1961-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10667384507668, 49.270185843717144], [-123.1064978831482, 49.27018241695255]]}"
200;1953-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16049625664873, 49.245284051587454], [-123.16051062370708, 49.24530385713099]]}"
150;1987-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14933990066861, 49.22915851168149], [-123.14932406338397, 49.229144589498105]]}"
150;1987-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14932467693862, 49.2291203014973], [-123.14934248228315, 49.229103637245046]]}"
150;1962-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16456275716716, 49.266558946161865], [-123.16445146590107, 49.266564771595206]]}"
200;1930-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.20284889432556, 49.2701073182251], [-123.2028516361467, 49.27004514757132]]}"
200;1930-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.20287870969014, 49.271290512596345], [-123.20279553867006, 49.271289759081405]]}"
200;1985-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10748298853665, 49.28112539132997], [-123.10748673663274, 49.28111652759259]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11161523129604, 49.28047894808226], [-123.11166726369306, 49.280511613279415]]}"
150;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14869955403468, 49.23989295112946], [-123.14869507115456, 49.24000134960381]]}"
150;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14708213771848, 49.2399778049092], [-123.14688567343863, 49.23997445677292]]}"
1200;;<blank>;"{""type"": ""Point"", ""coordinates"": [-123.11728298085997, 49.24116625995565]}"
1200;;<blank>;"{""type"": ""LineString"", ""coordinates"": [[-123.1173246129214, 49.24113925894414], [-123.11728298085997, 49.24116625995565]]}"
150;1968-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.07565560634244, 49.23680140186297], [-123.07671886535029, 49.236811063177385]]}"
100;1929-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10002999900554, 49.24327894432779], [-123.10006049266791, 49.242731557690995]]}"
150;1930-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.12006640096796, 49.25604925613864], [-123.12007771567775, 49.25556395232461]]}"
150;;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.13790759973729, 49.26798298249262], [-123.13780120720197, 49.26802256237931], [-123.13771959492043, 49.26808562608826], [-123.13778361193779, 49.26812108080871], [-123.13748582804942, 49.268351091985544]]}"
300;1969-04-09;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.08801290067277, 49.23660010502025], [-123.08801839551549, 49.23660010083383], [-123.08801905759583, 49.236586157695726]]}"
300;1959-01-23;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.08803794095247, 49.23657551092412], [-123.08806917962958, 49.236575774961615]]}"
150;1927-01-01;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.08808590579939, 49.23656487795974], [-123.08808604836557, 49.23656007438883]]}"
150;1947-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.0785309936711, 49.230859000904985], [-123.07853151685693, 49.23084244927788]]}"
150;1965-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.13361392343467, 49.26552492516724], [-123.13359265508073, 49.26595089065863]]}"
200;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.07635085141665, 49.24365870066915], [-123.0763280321868, 49.24445294106888]]}"
150;1972-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.09998489640343, 49.244518652902094], [-123.09997619911869, 49.24451850750986]]}"
100;1929-01-01;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.097484876869, 49.24442859733245], [-123.09752966372459, 49.24335261231163]]}"
150;1959-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.08136029121485, 49.23830962589556], [-123.08136084514331, 49.23829559292382]]}"
150;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.07636877745365, 49.247433862238445], [-123.0763184601083, 49.24743322084626]]}"
300;1959-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.08695394703277, 49.23279686948738], [-123.08616686839005, 49.23278794226682]]}"
150;1930-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.13771377003968, 49.26697560718889], [-123.13769315051668, 49.26697518200308]]}"
150;1955-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.07553383324911, 49.23480604761102], [-123.07553832376402, 49.234688044985084]]}"
200;1962-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.07990921172284, 49.22535401775422], [-123.07987144252034, 49.2253535941117]]}"
150;1987-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.12470930681475, 49.25713782354936], [-123.12451838250325, 49.25713426047778]]}"
150;1955-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.13988616363922, 49.21938867476541], [-123.13994040855407, 49.2193894186373]]}"
150;1955-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.13976256649676, 49.21938657555558], [-123.13988616363922, 49.21938867476541]]}"
150;1949-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.13788733317104, 49.219357849492525], [-123.13791205256933, 49.2193582697464]]}"
150;1949-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.13414790762604, 49.21931330038894], [-123.13421657152972, 49.2193141201555]]}"
200;1947-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.12693598274863, 49.27549296126451], [-123.1268767676491, 49.27545435598556]]}"
200;1947-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.0906347496136, 49.232986007988806], [-123.09063541173346, 49.23297251458938]]}"
