ACO;ShotsDate;Sex;ReceiptNumber;PitNumber;Name;KennelNumber;EnteredBy;DispositionDate;DateImpounded;Color;Code;Breed;ApproxWeight;AnimalID;Age category;Source;Status
;;M;;40060;Toby;400;Toni Peterson;2012-10-30 00:00:00;2012-10-29;Liver/White;;Pointer (German S.H);70 lbs;23636;;BROUGHT-IN;Ride Home Free
ks19;;M/N;;40017;Joey;400;Karen Sinclair;2012-10-30 00:00:00;2012-10-29;Red//White;;Aust Cattle Dog X;80 lbs;23637;;HOLDING STRAY;Ride Home Free
;;F;;87;Tessie;100;Toni Peterson;2012-11-23 00:00:00;2012-10-31;Black/Tan;;Rottie X;;23641;;BROUGHT-IN;Behavior
22;;F;12-211600DI;20079;Zoe;200;Lori Fitzgerald;2012-11-02 00:00:00;2012-11-01;White/Brown;;Cocker Spaniel;20 lbs;23652;;HOLDING STRAY;Redeemed
KE;2012-11-02;M;12-216773DA;2002;Beefy;200;Katie Ernst;2012-11-14 00:00:00;2012-11-01;Blk;;Pom X Shih Tzu?;5;23655;;TRANSFERRED;Sold
KE;;M/N;12-218122DA;20056;"Zappo now ""Bamboo""";200;Katie Ernst;2012-11-27 00:00:00;2012-11-02;Blk/White/Tan;green;Chi X Toy Rat Terrier;8;23663;;TRANSFERRED;Sold
KE;;F/S;12-216555DA-TB;20001;Mana;200;Katie Ernst;2012-11-12 00:00:00;2012-11-02;Cream;green;Spaniel X Daschund;15;23665;;TRANSFERRED;Sold
15;;M/N;;;Boston;400;Ching Koo;2012-11-04 00:00:00;2012-11-04;Black and White;;Husky X;80 lbs;23675;;HOLDING STRAY;Ride Home Free
12;;F/S;12-216191DI;20045;Sayang;200;Jeanette Nelson;2012-11-07 00:00:00;2012-11-06;Black and tan;;German Shepherd X;45 lbs;23679;;HOLDING STRAY;Redeemed
;;F/S;TU;40041;Ellie;400;Jena Chalk;2012-11-07 00:00:00;2012-11-07;Black;;Labrador;60;23682;;BROUGHT-IN;Ride Home Free
3;;F;12-216500DL;20045;Katalin;200;Bob Cristofoli;2012-11-09 00:00:00;2012-11-07;White;;Maremma Sheepdog;100;23683;;POLICE-DAY;Redeemed
22;;F;12-216428DI;20037;Sasha;200;Lori Fitzgerald;2012-11-09 00:00:00;2012-11-08;Red;;English Cocker;25 lbs;23686;;HOLDING STRAY;Redeemed
KE;2012-11-27;F/S;12-217165DA-JN;20024;Arla;200;Katie Ernst;2012-11-17 00:00:00;2012-11-08;Blk;yellow;Border X Lab;40;23688;;TRANSFERRED;Sold
12;;M;;48;Wally (new);200;Jeanette Nelson;2012-11-24 00:00:00;2012-11-10;Brindle;;French Bulldog;10 lbs;23689;;POLICE-DAY;Redeemed
23;2012-11-21;M;12-217768DA;20012;Welly (aka Wellwood);200;Brad Martin;2012-11-23 00:00:00;2012-11-10;black and tan;green;Dachshund;12 lbs;23690;;HOLDING STRAY;Sold
;;M/N;12-216716DI;20043;Strider;200;Toni Peterson;2012-11-13 00:00:00;2012-11-13;White/Tan;;Brittany Spaniel;;23699;;BROUGHT-IN;Redeemed
ks19;;M/N;12-216816DI;20079;Comet;200;Karen Sinclair;2012-11-14 00:00:00;2012-11-14;Greys;;Husky X;80 lbs;23701;;HOLDING STRAY;Redeemed
21;;F;;73;;100;Guy Palanuik;2012-11-21 00:00:00;2012-11-14;Brown white Black;;Terrier;15lbs;23702;;HOLDING STRAY;Health
22;2012-11-24;M/N;12-219953DA;20088;Grady;200;Lori Fitzgerald;2012-12-12 00:00:00;2012-11-15;Brown/White;yel/blue;Pit Bull;40 lbs;23704;;HOLDING STRAY;Sold
ks19;;;;;;100;Karen Sinclair;2012-11-27 00:00:00;2012-11-16;green;;Budgie;;23705;;HOLDING STRAY;Transferred
3;;M/N;12-217433DI;20058;Gus;200;Bob Cristofoli;2012-11-20 00:00:00;2012-11-20;Liver & White;;German S/H Pointer;60;23713;;HOLDING STRAY;Redeemed
26;;;12-217651DI;20045;Farley;200;Samantha  Law;2012-11-22 00:00:00;2012-11-21;Grey w cream feet and chin;;Tibetan Terrier X;40 lbs;23718;;HOLDING STRAY;Redeemed
;;F/S;12-217907DI;20073;Bridget;200;Toni Peterson;2012-11-24 00:00:00;2012-11-24;Brindle;;Amer Staff X;;23724;;BROUGHT-IN;Redeemed
15;;F/S;12-217966DI;20012;Nina;200;Ching Koo;2012-11-26 00:00:00;2012-11-25;Cream;;Samoyed X;80 lbs;23725;;HOLDING STRAY;Redeemed
12;2012-12-15;M/N;12-221482DA;20041;Calvin;200;Jeanette Nelson;2012-12-21 00:00:00;2012-11-26;Black;Yel/Blu;Ret X Border Collie;40 lbs;23726;;HOLDING STRAY;Sold
21;;M;12-218069DI;20023;Atticus;200;Guy Palanuik;2012-11-26 00:00:00;2012-11-26;Black;;Chow;50lbs;23728;;HOLDING STRAY;Redeemed
;;M/N;;4005;Scruff;400;Toni Peterson;2012-11-27 00:00:00;2012-11-26;White w/Black Tip Ears;;Poodle X Shih Tzu;;23729;;BROUGHT-IN;Ride Home Free
ACO 21;;M;;0;;100;Toni Peterson;2012-11-27 00:00:00;2012-11-26;Apricot;;Poodle (toy);;23730;;HOLDING STRAY;Health
12;;;;;;100;Jeanette Nelson;2012-11-27 00:00:00;2012-11-27;Brown;;Degu;.25 lbs;23732;;HOLDING STRAY;Health
ACO 03;;F;12-218509DI;20011;Bear;200;Toni Peterson;2012-11-29 00:00:00;2012-11-29;Black/Brown;;Bernese X Bouvier;;23738;;HOLDING STRAY;Redeemed
Melissa;;M/N;12-221431DA;20044;Warwick (aka Arty);200;Tammy Unrau;2012-12-21 00:00:00;2012-11-30;Red/Cream;green;Chi X Corgi;10lbs;23740;;BROUGHT-IN;Sold
;;M/N;12-218712DI;20079;Budz;200;Tamera Blanchard;2012-12-03 00:00:00;2012-12-02;Tan;;Pug;12 lbs;23742;;BROUGHT-IN;Redeemed
JF13;;F;n/a;400;Mya;400;Jez Figol;2012-12-04 00:00:00;2012-12-02;Black & White;;Border Collie X;50lbs;23744;;HOLDING STRAY;Ride Home Free
33;;F/S;12-218872DI;20079;Boo;200;Rachel Blyth;2012-12-04 00:00:00;2012-12-04;Fawn & Black;;Pug;20 lbs;23745;;BROUGHT-IN;Redeemed
ks19;;F;12-219283DI;20085;Quinn;200;Karen Sinclair;2012-12-06 00:00:00;2012-12-06;Tan;;Husky X;60 lbs;23751;;HOLDING STRAY;Redeemed
15;;F;RHF;40085;Ethel;400;Ching Koo;2012-12-09 00:00:00;2012-12-08;Black and White;;Terrier;40 lbs;23756;;HOLDING STRAY;Ride Home Free
MA11;;M/N;;4002;Quest;400;Mariana Ardeleanu;2012-12-10 00:00:00;2012-12-09;Brown/White;;HuskyX;;23759;;HOLDING STRAY;Ride Home Free
3;;F/S;;400;Juno;400;Bob Cristofoli;2012-12-14 00:00:00;2012-12-14;Black;;Portugese Water Dog;40;23770;;COMPLAINT;Ride Home Free
23;;M/N;12-220355DI-TB;20088;Dexter;200;Brad Martin;2012-12-15 00:00:00;2012-12-15;white, black, brown;;Jack Russell;18 lbs;23772;;HOLDING STRAY;Redeemed
KE;2012-12-14;F;12-221039DA;20078;Elfy (red collar);200;Katie Ernst;2012-12-20 00:00:00;2012-12-15;White;;Lab X Gr. Pyr X Husky;5;23773;;TRANSFERRED;Sold
KE;2012-12-14;M;12-221556DA;20064;"Freezy (red) now ""Chubby""";200;Katie Ernst;2012-12-22 00:00:00;2012-12-15;White;;Lab X Gr. Pyr X Husky;5;23774;;TRANSFERRED;Sold
;2012-11-24;M/N;12-221558DA;20031;Grady;200;Toni Peterson;2012-12-27 00:00:00;2012-12-17;White/Tan;yellow;Pit Bull;45;23781;;BROUGHT-IN;Sold
ks19;;F/S;13-213583DA;20032;Delilah;200;Karen Sinclair;2013-01-17 00:00:00;2012-12-18;Tan;green;Spaniel;40 lbs;23785;;HOLDING STRAY;Sold
3;;X;12-221551DI;2000;;200;Bob Cristofoli;2012-12-22 00:00:00;2012-12-18;White;;Pigeon;.025;23786;;HOLDING STRAY;Redeemed
3;;F;12-221197DI;20050;Kira;200;Bob Cristofoli;2012-12-20 00:00:00;2012-12-20;Black and Tan;;Rotweiller;50;23789;;HOLDING STRAY;Redeemed
15;2012-12-30;F/S;13-214432DI;20020;Satine (Aka Holly);200;Ching Koo;2013-01-21 00:00:00;2012-12-21;White and Brindle;yellow;Pit Bull;47 lbs;23790;;HOLDING STRAY;Redeemed
33;2012-12-30;M/N;12-221848 DA;20011;Jack;200;Rachel Blyth;2012-12-31 00:00:00;2012-12-22;White and Brown;yel/blue;Jack Russell X;20 lbs;23795;;HOLDING STRAY;Sold
12;;F;12-221895DI;20047;Gwennie;200;Jeanette Nelson;2012-12-31 00:00:00;2012-12-23;Black and tan;green;Pekinese X;10 lbs;23797;;HOLDING STRAY;Redeemed
BM;;F;;0;;100;Katie Ernst;2013-01-19 00:00:00;2012-12-28;Brn;;Degu;;23800;;OTHER;Transferred
BM;;F;;0;;100;Katie Ernst;2013-01-19 00:00:00;2012-12-28;Brn;;Degu;;23801;;OTHER;Transferred
BM;;F;;0;;100;Katie Ernst;2012-12-28 00:00:00;2012-12-28;Brn;;Degu;;23802;;OTHER;Transferred
BM;;F;;0;;100;Katie Ernst;2012-12-28 00:00:00;2012-12-28;Brn;;Degu;;23803;;OTHER;Transferred
BM;;M;;0;;100;Katie Ernst;2013-03-13 00:00:00;2012-12-28;Brn;;Degu;;23804;;OTHER;Transferred
LF;2012-11-24;M/N;;45;Grady;100;Katie Ernst;2013-01-09 00:00:00;2012-12-29;Brn/Wht;yellow;Pit Bull;50;23807;;HOLDING STRAY;Behavior
12;;M;12-201899DI-TB;20005;Whisky;200;Jeanette Nelson;2012-12-30 00:00:00;2012-12-30;Black and tan;;German Shepherd;70 lbs;23810;;HOLDING STRAY;Redeemed
ks19;;M;13-209959DI;20048;Vito;200;Karen Sinclair;2013-01-03 00:00:00;2013-01-03;Red;;Pit Bull;90 lbs;23819;;HOLDING STRAY;Redeemed
ACO 11;;M;;0;;100;Toni Peterson;2013-01-12 00:00:00;2013-01-07;Golden;;Rabbit (Lop);;23825;;BROUGHT-IN;Transferred
12;;M/N;13-211171DI;20037;Gus;200;Jeanette Nelson;2013-01-08 00:00:00;2013-01-08;Brown;;Dachshund;7 lbs;23827;;HOLDING STRAY;Redeemed
KE;2012-06-27;M/N;13-216063DA-TB;20056;Dorito;200;Katie Ernst;2013-02-02 00:00:00;2013-01-09;Blk/Tan;blue;Rottie X Dobie;80;23832;;TRANSFERRED;Sold
3;;F;;40064;LuLu;400;Bob Cristofoli;2013-01-13 00:00:00;2013-01-13;White;;Am Eskimo;15;23835;;COMPLAINT;Ride Home Free
JF13;;M/N;13-212438DI;20058;Ray Jones;200;Jez Figol;2013-01-12 00:00:00;2013-01-12;Black with Bicolour legs;;Pit Bull x Rottweiler;65lbs;23839;;HOLDING STRAY;Redeemed
12;;M/N;13-212475 DI;20040;Claudio;200;Jeanette Nelson;2013-01-28 00:00:00;2013-01-12;Tan;green;Terrier X Dachshund;18 lbs;23842;;HOLDING STRAY;Redeemed
JF13;;M;13-213586DI;20024;Chuckie;200;Jez Figol;2013-01-17 00:00:00;2013-01-13;Chocolate;blue;Labrador;70lbs;23847;;HOLDING STRAY;Redeemed
KE;2013-01-09;F/S;13-216134DA-TB;20009;Shade;200;Katie Ernst;2013-02-02 00:00:00;2013-01-15;Grey/Blk;;Husky X Mal X Shep;10;23856;;TRANSFERRED;Sold
KE;2013-01-09;M;13-214983DA;20038;Cold (now Takoda);200;Katie Ernst;2013-01-24 00:00:00;2013-01-15;Blk/Grey;;Husky X Mal X Shep;10;23857;;TRANSFERRED;Sold
;;M;13-214328DI;20047;Tyson;200;Tamera Blanchard;2013-01-21 00:00:00;2013-01-20;Brown/White;;Boxer;;23864;;BROUGHT-IN;Redeemed
KE;2013-01-29;M;13-216130DA;20058;Blue;200;Katie Ernst;2013-02-01 00:00:00;2013-01-24;Blk/White;;Mal X Lab;70;23873;;TRANSFERRED;Sold
KE;2013-01-31;F/S;;10078;Atka (Puppy);100;Katie Ernst;2013-03-30 00:00:00;2013-01-24;Blk/Grey;blue;Mal X Shep;15;23875;;TRANSFERRED;Transferred
;;;13-216490DA;20000;;200;Tamera Blanchard;2013-02-04 00:00:00;2013-01-26;Brown/Tan/White;;Hamster;;23878;;BROUGHT-IN;Sold
21;2013-02-11;F;13-218657DA;20080;Luna;200;Guy Palanuik;2013-02-23 00:00:00;2013-02-01;White;Yellow;Husky x;50lbs;23889;;HOLDING STRAY;Sold
12;;F;;44;Frisky;100;Jeanette Nelson;2013-02-14 00:00:00;2013-02-02;Black and tan;yellow;Pomeranian X;15 lbs;23890;;HOLDING STRAY;Transferred
JF13;2013-04-06;F/S;13-331669DA-;20078;Chloe (Casey);200;Jez Figol;2013-04-06 00:00:00;2013-02-02;Black;blue;Lab X Shep;55 lbs;23891;;COMPLAINT;Sold
;;F/S;;56;Sheba;100;Sarah Hicks;2013-02-27 00:00:00;2013-02-04;White/Brindle;;Pit x Amer Bulldog;60 lbs;23893;;BROUGHT-IN;Behavior
JF13;;F/S;13-216738DI;20074;Cocoa;200;Jez Figol;2013-02-06 00:00:00;2013-02-06;Brown & White;;Beagle X;60lbs;23895;;HOLDING STRAY;Redeemed
15;;F;13-216925DI;20050;Choco;200;Ching Koo;2013-02-08 00:00:00;2013-02-07;Tri colour;;Sheltie;20 lbs;23900;;HOLDING STRAY;Redeemed
15;;M;13-217069DI;20079;Toto;200;Ching Koo;2013-02-08 00:00:00;2013-02-08;White, Black and Grey;;Akita;80 lbs;23901;;HOLDING STRAY;Redeemed
26;;M;13-217125DI-TB;20040;Devil;200;Samantha  Law;2013-02-10 00:00:00;2013-02-10;Black;;Pitbull;50 lbs.;23907;;HOLDING STRAY;Redeemed
;;M/N;;0;Notorious B.I.G;100;Arlene Kumar;2013-04-06 00:00:00;2013-02-10;brown and white;;Rabbit (Flemish Giant X);17 lbs;23909;;BROUGHT-IN;Transferred
26;;F;13-217586DI;40040;Sazzy;400;Samantha  Law;2013-02-14 00:00:00;2013-02-11;Golden;;Retriever;40 lbs.;23910;;HOLDING STRAY;Ride Home Free
23;;F;13-217659DI;20077;Pucksy;200;Lori Fitzgerald;2013-02-15 00:00:00;2013-02-14;White/Tan;;Shih Tzu;10 lbs;23914;;HOLDING STRAY;Redeemed
3;;M;13-217744DI;2004;Charlie;200;Bob Cristofoli;2013-02-16 00:00:00;2013-02-15;Black/Tan;;Yorkie;3 Lbs.;23917;;HOLDING STRAY;Redeemed
KE;2013-01-31;F/S;12-218668DA;20040;Doodle;200;Katie Ernst;2013-02-25 00:00:00;2013-02-16;Blk/Grey;yellow;Shep X Husky X Collie;65;23922;;TRANSFERRED;Sold
22;;M/N;13-218328DI;2005;Tubby;200;Lori Fitzgerald;2013-02-20 00:00:00;2013-02-19;Tan;;Pom;10 lbs;23928;;POLICE-DAY;Redeemed
KE;;M/N;;60;Sammy;100;Katie Ernst;2013-04-20 00:00:00;2013-02-19;White;;Shih Tzu X;12;23929;;BROUGHT-IN;Transferred
12;2013-02-27;M/N;13-324988DA;20044;Milky;200;Jeanette Nelson;2013-03-18 00:00:00;2013-02-19;White;;Poodle (toy);3 lbs;23931;;HOLDING STRAY;Sold
JF13;;F/S;EL;40028;Maya;400;Jez Figol;2013-02-20 00:00:00;2013-02-20;Tan with black mask;;Shepherd X;80lbs;23934;;HOLDING STRAY;Ride Home Free
KE;2013-01-30;M/N;13-324061DA;20029;Popcorn (Puppy);200;Katie Ernst;2013-03-07 00:00:00;2013-02-20;Tan;;Pom X Terrier;3;23938;;TRANSFERRED;Sold
KE;2013-01-30;M/N;13-330523DI-TB;20012;Lil' Tyke;200;Katie Ernst;2013-03-30 00:00:00;2013-02-20;Brn/Blk;yellow;Pom X Terrier;3;23939;;TRANSFERRED;Sold
;2013-02-27;M/N;13-331655 DA;20048;Merlin;200;Toni Peterson;2013-04-06 00:00:00;2013-02-21;Black/Tan;yellow;German Shepherd;;23940;;BROUGHT-IN;Sold
21;;M/N;;400;Lucky;400;Guy Palanuik;2013-02-22 00:00:00;2013-02-22;Black & White;;Retriever mix;40;23942;;HOLDING STRAY;Ride Home Free
JF13;;M;13-218819DI;2006;Shylow;200;Jez Figol;2013-02-25 00:00:00;2013-02-23;Tan;;Pit Bull;75lbs;23944;;COMPLAINT;Redeemed
KE;;X;;0;;100;Karen Sinclair;2013-02-27 00:00:00;2013-02-23;Grey;;Pigeon;;23946;;BROUGHT-IN;Transferred
JF13;;F;13-323264 DIAK;20056;Lola;200;Jez Figol;2013-03-03 00:00:00;2013-03-02;Tan with grey muzzle;;Hound X;45lbs;23950;;HOLDING STRAY;Redeemed
22;;M/N;;4000;Blackie;400;Lori Fitzgerald;2013-03-04 00:00:00;2013-03-04;Black;;Lab X;80 lbs;23958;;HOLDING STRAY;Ride Home Free
KE;;F/S;13-331156DA;20038;Doodle;200;Katie Ernst;2013-04-03 00:00:00;2013-03-06;Blk/Grey/Tan;yellow;Husky X Shep X Collie;65;23961;;TRANSFERRED;Sold
KE;2013-03-13;M/N;13-330525DA-TB;20041;Hedgie (Puppy);200;Katie Ernst;2013-03-30 00:00:00;2013-03-06;Blk/Tan;;Ret X Shep X Husky;25;23963;;TRANSFERRED;Sold
;;F/S;RHF;40011;Sampsa;400;Toni Peterson;2013-03-07 00:00:00;2013-03-06;Black w/White;;Staff X Lab;;23967;;BROUGHT-IN;Ride Home Free
15;;M/N;13-324265 DI;20011;Buddy;200;Ching Koo;2013-03-08 00:00:00;2013-03-08;Brindle and White;;Beagle X;30 lbs;23970;;HOLDING STRAY;Redeemed
ACO 22;2013-03-21;F/S;13-345084DA;10088;Tosca (new name);200;Toni Peterson;2013-06-04 00:00:00;2013-03-11;Apricot;;Miniature Poodle;;23975;;COMPLAINT;Sold
12;2013-03-29;F/S;13-331247DL;20040;Billie Holiday;200;Jeanette Nelson;2013-04-18 00:00:00;2013-03-12;Tan;yel/blue;Pit Bull;50 lbs;23979;;HOLDING STRAY;Sold
3;;F;;40031;Lisha;400;Bob Cristofoli;2013-03-13 00:00:00;2013-03-12;White;;Bichon;15;23981;;HOLDING STRAY;Ride Home Free
;;F/S;13-329255DA-TB;20037;Sophie;200;Teresa Flores;2013-03-23 00:00:00;2013-03-14;Black/White;;Border Collie;25lbs;23985;;TRANSFERRED;Sold
;2013-03-28;M/N;13-330383DA;20047;Falkor;200;Teresa Flores;2013-03-28 00:00:00;2013-03-14;White;Yellow;Terrier mix;;23988;;TRANSFERRED;Sold
Elaine Lee;;M;13-325214DI-TB;20035;Milau;200;Tammy Unrau;2013-03-16 00:00:00;2013-03-15;Grey/Tan;;French Bulldog;25lbs;23992;;BROUGHT-IN;Redeemed
15;;F/S;;0;Happy;400;Ching Koo;2013-03-16 00:00:00;2013-03-16;Golden;;Golden Ret.;70 lbs;23995;;HOLDING STRAY;Ride Home Free
11;;M;13-325267DI;20088;The King;200;Tammy Unrau;2013-03-18 00:00:00;2013-03-17;Black & Tan;;Rottweiller;80 lbs;23997;;BROUGHT-IN;Redeemed
22;;M/N;13-325624DI - TU;2002;Zeus;200;Lori Fitzgerald;2013-03-19 00:00:00;2013-03-19;Black/Tan;;Rottweiler;80 lbs;24001;;HOLDING STRAY;Redeemed
21;2013-03-29;F/S;13-332642DA;23;Petal;200;Guy Palanuik;2013-04-16 00:00:00;2013-03-22;Tan;green;Chihuahua;5lbs;24011;;HOLDING STRAY;Sold
15;;M;;20048;;200;Ching Koo;2013-03-22 00:00:00;2013-03-22;Grey;;Bouvier X;80 lbs;24012;;POLICE-EMERGENCY;Redeemed
MA11;;F;13-329624DI-TB;20031;Adell;200;Mariana Ardeleanu;2013-03-24 00:00:00;2013-03-23;Chocholate;;Lab;;24018;;HOLDING STRAY;Redeemed
ks19;;F;TU;40080;Playa;400;Karen Sinclair;2013-03-26 00:00:00;2013-03-25;White;;Labradoodle;70 lbs;24025;;HOLDING STRAY;Ride Home Free
JF13;;F;Jez;400;Jingle Bells;400;Jez Figol;2013-03-26 00:00:00;2013-03-26;Black;;Miniature Poodle;20lbs;24026;;HOLDING STRAY;Ride Home Free
12;;M/N;13-329936DI;2002;Brutus;200;Jeanette Nelson;2013-03-26 00:00:00;2013-03-26;Tan;;Min Pin;15 lbs;24027;;HOLDING STRAY;Redeemed
;;F/S;13-330088DI;2002;Wednesday;200;Toni Peterson;2013-03-27 00:00:00;2013-03-26;Black/White;;Heeler X;;24029;;BROUGHT-IN;Redeemed
23;;M;13-330428DI;2009;Chico;200;Brad Martin;2013-03-28 00:00:00;2013-03-28;Tan;;Chihuahua;8 lbs;24037;;HOLDING STRAY;Redeemed
22;;M;13-330532DI-TB;20005;Shylow;200;Lori Fitzgerald;2013-03-30 00:00:00;2013-03-28;Tan;;Pit Bull;50 lbs;24039;;COMPLAINT;Redeemed
22;;;13-330533DI-TB;20080;Koda;200;Lori Fitzgerald;2013-03-30 00:00:00;2013-03-28;Black/Tan;;Shepherd;60 lbs;24040;;COMPLAINT;Redeemed
;;F;n/c;40064;Meeka;400;Tamera Blanchard;2013-03-30 00:00:00;2013-03-30;Grey/White;;Amer. Staffordshire;;24042;;BROUGHT-IN;Ride Home Free
MA11;;M;;20;Jugo;400;Mariana Ardeleanu;2013-03-30 00:00:00;2013-03-30;brown and white;;Bull Terrier;;24044;;HOLDING STRAY;Ride Home Free
12;;F/S;;20035;Goldie;200;Jeanette Nelson;2013-04-02 00:00:00;2013-03-31;Gold;;Golden Retreiver;75 lbs;24047;;POLICE-DAY;Redeemed
15;;M/N;;40080;Rocky;400;Ching Koo;2013-04-02 00:00:00;2013-03-31;Fawn;;French Bulldog X;15 lbs;24048;;HOLDING STRAY;Ride Home Free
22;2013-04-16;M;;5;Snoopy;100;Lori Fitzgerald;2013-05-14 00:00:00;2013-04-02;Tan;blue;Chihuahua X;15 lbs;24050;;HOLDING STRAY;Transferred
3;;F;;40000;Kira;400;Bob Cristofoli;2013-04-02 00:00:00;2013-04-02;Black and Tan;;Rottweiler;60;24051;;HOLDING STRAY;Ride Home Free
;;F;;0;;100;Toni Peterson;2013-04-08 00:00:00;2013-04-02;Blonde;;Ferrett;;24052;;BROUGHT-IN;Transferred
15;;F;13-331388DI;6;Roxy;200;Ching Koo;2013-04-05 00:00:00;2013-04-03;Cream & Grey;;Maltese X;10 lbs;24057;;HOLDING STRAY;Redeemed
23;;X;;0;;200;Brad Martin;2013-04-08 00:00:00;2013-04-04;redtail,bluewings,greenback;;Conure Parrot;;24059;;POLICE-DAY;Redeemed
KE;2013-04-12;M/N;13-335266DA-AK;20038;Alister;200;Katie Ernst;2013-04-28 00:00:00;2013-04-04;Blk/White;yellow;Lab X Shep;75;24060;;TRANSFERRED;Sold
22;;F/S;13-332016DI - EL;20053;Scarlet;200;Lori Fitzgerald;2013-04-08 00:00:00;2013-04-08;Blonde;;Golden Retriever;80 lbs;24066;;HOLDING STRAY;Redeemed
21;2013-05-20;M/N;DA 13-368611;11;Kipper;200;Guy Palanuik;2013-07-07 00:00:00;2013-04-08;Cream;yellow;Terrier;15lbs;24068;Young Adult;HOLDING STRAY;Sold
3;;F;;400;Ruby;400;Bob Cristofoli;2013-04-09 00:00:00;2013-04-09;White and Orange;;Brittany Spaniel;30;24071;;HOLDING STRAY;Ride Home Free
;;F;;78;Lucy;200;Toni Peterson;2013-04-11 00:00:00;2013-04-10;Sable/White;;Rough Collie;;24073;;BROUGHT-IN;Redeemed
22;;F/S;DA 14-206234;0;Mally;200;Lori Fitzgerald;2014-03-19 00:00:00;2013-04-10;White;;Rabbit;;24076;Young Adult;HOLDING STRAY;Sold
26;;F;13-332769DI;20080;Cleopatra;200;Samantha  Law;2013-04-11 00:00:00;2013-04-11;Black & White;;Papillion;20 lbs.;24077;;HOLDING STRAY;Redeemed
26;;M/N;;100;Domino;100;Samantha  Law;2013-04-14 00:00:00;2013-04-11;White, black, brown;;Pointer X Pit;42 lbs;24079;;HOLDING STRAY;Health
21;;M;13-332962DI;20088;Buddy;200;Guy Palanuik;2013-04-12 00:00:00;2013-04-12;Black brindle;;French Bull Dog;25;24080;;HOLDING STRAY;Redeemed
;2013-04-16;M/N;13-335270 DA;20031;Bouncy;200;Katie Ernst;2013-05-02 00:00:00;2013-04-12;Yellow/White;yellow;Husky X Shep;30;24082;;TRANSFERRED;Sold
;2013-05-09;F;13-351942DA;20080;Lulu;200;Katie Ernst;2013-05-17 00:00:00;2013-04-12;Blk;;Papillion X Terrier;4;24083;;TRANSFERRED;Sold
;2013-05-09;M;DA 13-367782;20064;Buddy;200;Katie Ernst;2013-07-05 00:00:00;2013-04-12;Black;;Papillon;4;24085;Puppy;TRANSFERRED;Sold
33;;X;;0;;100;Rachel Blyth;2013-04-23 00:00:00;2013-04-22;Grey/brown/white;;Pigeon x 2;;24108;;BROUGHT-IN;Transferred
Teresa;;M/N;13-334678DI;20044;Baxter;200;Tammy Unrau;2013-04-24 00:00:00;2013-04-24;Tri colour;;Bassett Hound;50lbs;24113;;BROUGHT-IN;Redeemed
;;M/N;13-334832DI;20044;Murphy;200;Karen Sinclair;2013-04-25 00:00:00;2013-04-24;White;;Maltese X;10 lbs;24115;;HOLDING STRAY;Redeemed
26;;M;13-334844DI;20040;Colby;200;Samantha  Law;2013-04-25 00:00:00;2013-04-25;White;;Highland Terrier;20 lbs.;24117;;HOLDING STRAY;Redeemed
3;;M;;4000;Little Boss;4000;Bob Cristofoli;2013-04-25 00:00:00;2013-04-25;White and Brown;;Shih Tzu mix;15;24119;;HOLDING STRAY;Ride Home Free
;2013-04-19;M/N;13-358038DA;2000;"Colin now ""Archie""";200;Katie Ernst;2013-06-07 00:00:00;2013-04-25;Black;;Terrier;3;24121;;TRANSFERRED;Sold
21;;M/N;Jez;40030;Finnegan;400;Guy Palanuik;2013-04-27 00:00:00;2013-04-26;Brown black;;Border Terrier X;20lbs;24126;;HOLDING STRAY;Ride Home Free
23;;M/N;13-335240DI;20085;Max;200;Brad Martin;2013-04-27 00:00:00;2013-04-27;Tri-Colour;;Beagle;35 lbs;24128;;HOLDING STRAY;Redeemed
26;;F;13-344814DI;20080;Nova;200;Samantha  Law;2013-05-02 00:00:00;2013-05-02;Black/White;;Shih Tzu X;10 lbs;24143;;POLICE-EMERGENCY;Redeemed
;;M/N;13-349438DI;20038;Trooper;200;Tamera Blanchard;2013-05-08 00:00:00;2013-05-05;Tan/White;;Chihuahua X;;24154;;BROUGHT-IN;Redeemed
3;;M/N;13-349299DI;20062;Max;200;Bob Cristofoli;2013-05-07 00:00:00;2013-05-07;Tri Coloured;;Beagle;30;24160;;HOLDING STRAY;Redeemed
3;;M/N;13-349420 DG;40023;Harley;400;Bob Cristofoli;2013-05-08 00:00:00;2013-05-08;Blonde;;Labradoodle;75;24162;;HOLDING STRAY;Ride Home Free
3;2013-05-20;F/S;13-359370DI;56;Pippa (now Pepper);200;Bob Cristofoli;2013-06-17 00:00:00;2013-05-09;Black;blue;Shepherd;50;24166;Young Adult;HOLDING STRAY;Sold
KE;2013-04-17;M/N;13-385870DA;20088;Dooley;200;Katie Ernst;2013-07-10 00:00:00;2013-05-09;Tan;blue;Labrador;70;24169;Young Adult;TRANSFERRED;Sold
22;;X;13-351926DI;2000;Squawky;200;Lori Fitzgerald;2013-05-21 00:00:00;2013-05-09;White;;Cockatoo (lrg);;24173;;COMPLAINT;Redeemed
3;;M;;4000;QiuQiu;400;Bob Cristofoli;2013-05-10 00:00:00;2013-05-10;Black;;Lab;40;24176;;HOLDING STRAY;Ride Home Free
15;;F/S;;;Tammy;400;Ching Koo;2013-05-11 00:00:00;2013-05-11;Black and White;;Maltipoo;10 lbs;24181;;HOLDING STRAY;Ride Home Free
