CODI;TIPUS_VIA;PARTICULES;NOM;DATA_APROV;NOTES_DATA;DESCRIPCIO1;DESCRIPCIO2;FONTS_DOC;ALTRES_NOMS
317404;plaça;de;Santa Maria;;Abans de 1865;Per l'església parroquial de Santa Maria del Mar, que hi dóna al davant, edificada de 1329 a 1390 pels mateixos feligresos. En foren mestres d'obres Berenguer de Montagut i Ramon Despuig. La plaça correspon a l'antic fossar major de la parròquia.;;{PC:MPV,fn}.;
124105;carrer;de;Ferran Valls i Taberner;23/04/1945;;Ferran Valls i Taberner (Barcelona, 1888 - 1942). Jurista i historiador. Llicenciat en filosofia i lletres a Barcelona i doctorat a Madrid. Catedràtic d'història d'Espanya a Múrcia. Membre adjunt i numerari de l'Institut d'Estudis Catalans. Director de l'Arxiu de la Corona d'Aragó i de la Biblioteca Universitària de Barcelona. Diputat per la Lliga al Parlament de Catalunya (1932) i a les Corts espanyoles (1935).;;{n80*}.;"Ferran Valls y Taberner; Núm. 2 (turó de Monterolas)"
124309;carrer;de;Ferrer Bassa;27/07/1960;;Ferrer Bassa (Barcelona, segle XIV). Pintor. Pintà la capella de Sant Miquel al claustre del monestir de Pedralbes (1346). Fou la primera figura de vàlua internacional de la pintura catalana.;;{n80*}.;
124400;carrer;de;Ferrer de Blanes;05/09/1907;;Mossèn Jaume Ferrer, anomenat de Blanes per haver-hi residit molts anys (Vidreres, 1445 - Blanes, 1523). Cosmògraf, escriptor i mercader. Els Reis Catòlics li demanaren consell sobre els projectes de Colom, ja que tenia notables coneixements sobre la línia alexandrina de demarcació de les zones d'influència dels descobriments de Castella i Portugal.;;{n80*}.;Colón
124502;passatge;de;Ferrer i Vidal;29/03/1922;;Josep Ferrer i Vidal (Vilanova i la Geltrú, 1817 - Barcelona, 1893). Economista i fabricant de teixits. Diputat i senador del Partit Conservador.;;{n80*}.;Campo
155302;carrer;de la;Ferreria;;;Per la primitiva ferreria dels germans Girona situada inicialment a l'indret, i destruïda per un incendi, motiu pel qual es traslladà al Poblenou.;;{PC:MPV,fn}.;"Herrería; Rbla. de la Herreria de San José"
155506;carrer;dels;Ferrers;;;Per la ferreria de la Mare de Déu del Remei, o Can Girona, i Macosa fins a principi dels anys noranta.;;{n80*}.;Herreros
155801;carrer;del;Ferro;25/06/1958;;Carrer del polígon de la Zona Franca, on diversos carrers són dedicats a elements, materials i estris d'ús en la indústria.;;{n80*}.;Hierro
124604;carrer;del;Ferrocarril;;Abans de 1900;Per la línia fèrria de Mataró, que hi passà ben a prop, inaugurada el 28 d'octubre de 1848 (la primera d'Espanya).;;{PC:fn}.;
124706;carrer;dels;Ferrocarrils Catalans;16/04/1962;;Societat fundada l'any 1919 per fusió de diverses companyies.;;{n80}.;Ferrocarriles Catalanes
700155;carrer;de la;Festa Major;07/07/1987;;Per les festes de tot tipus que s'hi celebraven. Conegut popularment amb aquest nom.;;{PC:MPV,fn}.;
143904;ronda;del;General Mitre;30/07/1929;;Bartolomé Mitre y Martínez (Buenos Aires, 1821 - 1906). Militar, polític, escriptor ?conreà la poesia?, historiador, bibliògraf, traductor i periodista. Fundà el diari La Nación. President de la República d'Argentina (1862 - 1868). Durant el seu mandat aconseguí que Espanya reconegués la independència argentina (1863).;;{AMAB: Retolació i numeració: c. 22428?.;Gran Via de Ronda (un tram), 29/01/1925
700158;plaça;del;General Moragues;07/07/1987;;Josep Moragues i Sobrevia, signava Mas (Sant Hilari Sacalm, 1669 - Barcelona, 1715). Militar. Governador de la Seu d'Urgell. Lluità al servei del rei arxiduc Carles III. Fou empresonat i executat pels filipistes. El seu cap fou exhibit al Portal de Mar de Barcelona fins al 1727.;;{PC:en}.;
144408;carrer;del;General Vives;07/03/1939;;Joan Miquel Vives i Feliu (Barcelona, ? - Ciudad Rodrigo, 1809). Mariscal de camp en esclatar la Guerra Gran. Comandà vint mil voluntaris, coneguts amb el nom de miquelets, als quals s'uniren els voluntaris honrats valencians, i aconseguí expulsar els francesos de la Baixa Cerdanya. L'any 1808, com a capità general de Catalunya, dirigí el setge de Barcelona contra el domini napoleònic. Conquerí la posició francesa de Sant Pere Màrtir.;;"{JViJJ;PC:MPV,fn*}.";"Xic de les Barraquetes, 1932; General Vives Vich, 28/09/1926; General Vives (Ajuntament de Sarrià); General Weyler, 1915; Casamitjana; Infanta (un tram), abans de 1900; Princesa (un tram)"
097104;carrer;de;Dalmau de Creixell;;Abans de 1980;Dalmau de Creixell (Empordà, segles XII - XIII). Cavaller al servei de Pere I i de Jaume I. Lluità en la batalla de Muret (1213). Establert a Tolosa, intervingué en les lluites contra els croats de Simó de Monfort. Se li atribueix el paper de mestre de camp en la batalla de les Navas de Tolosa (1212), tot i que sembla que no hi participà.;;{AMAB:en.c14}.;Dalmacio Creixells
700790;ronda;de;Dalt;18/04/1994;;Correspon al traçat de l'anomenat en el seu dia II Cinturó o autovia B-20.;;{PC:en}.;
161702;passatge;de la;Indústria lletra C;;;Antiga propietat de Josep Xifré, coneguda per Parque o Torre de recreo. El seu fill Josep Xifré i Hamel la vengué a la Sociedad Coll Hermanos, representada per Pasqual Coll Portabella.;;"{RP5:252.89.;64.179.;274.130.}.";
161804;plaça;de la;Infància;05/10/1962;;L'any 1959, la Comissió d'Urbanisme de Barcelona expropià trenta-una finques i una per permuta, per portar a terme el desenvolupament de l'important Pla parcial de la Zona de Levante de 1958. En l'esmentat Pla fou creada aquesta plaça.;;{RP10:634.170.}.;
162104;carrer;de la;Infanta Isabel;07/03/1939;;Elisabet Francesca d'Assís (Madrid, 1851 - 1931). Filla d'Isabel II i de Francesc d'Assís. El carrer està situat dins de la urbanització que és propietat de la marquesa de Moragas (1911). Es canvià el nom al carrer l'any 1939.;;{DIU:sg39}.;Marquesa de Moragas, 19/02/1900
162206;jardins;de;"Magalí
";10/05/2019;;"En referència al personatge literari que apareix en el poema Mireia (1859), l¿obra més reconeguda de l¿escriptor occità Frederic Mistral. Es tracta d¿un poema escrit en llengua occitana que va tenir gran influència en la literatura catalana de la Renaixença, i en què destaca la descripció del personatge femení de Magalí en una bonica cançó. L¿any 1934, l¿Ajuntament de Barcelona va comprar a la família Cuyàs la finca Can Gasparó, que incloïa aquests jardins quan encara eren privats. La casa es va convertir en l¿Escola Duran i Bas i els jardins es van obrir al públic amb el nom de Magalí. Un cop acabada la Guerra Civil, els jardins de Magalí van passar a anomenar-se jardins de les Infantes.
";;"{RP7:5.142.;INM}.";"de les Infantes; Magalí; Can Gasparó"
701827;jardins;d';Elisava;03/06/2014;;Elisava, brodadora, noble. (segle XII). Artista artesana de l'època del romànic. Brodà l'estendard  de Sant Ot, on figura una de les primeres signatures femenines conegudes, amb la inscripció Elis ava mef ecit. No se sap qui era Elisava, pregunta fins ara sense resposta. En algun escrit biogràfic se suposa que podria ser una abadessa. El pendó procedeix de la Seu d'Urgell i es pot admirar al Museu de la Indumentària de Barcelona.;;;
000180;carrer;;A;16/02/1968;;Carrer del polígon industrial del Consorci de la Zona Franca. Amb alguna excepció, els carrers anomenats amb lletres segueixen la direcció nord-sud i els anomenats amb nombres segueixen la direcció est-oest. És un dels carrers més importants de la zona.;;{DIU:s.139}.;
000601;carrer;de l';Abadessa Olzet;25/09/1931;;Sor Sobirana d'Olzet (? - 1336). Primera abadessa del monestir de Pedralbes, electa el 3 de maig de 1327.;;{SEA,fh}.;"Abadessa d'Olzet, de 1929 a 1931; Sor Sobirana d'Olzet, 1922; Monjas, abans de 1888"
000703;carrer;dels;Abaixadors;;Abans de 1865;S'hi establiren i tingueren la casa gremial els abaixadors, després d'haver-se separat de la confraria dels teixidors de llana, creada per un privilegi donat per Pere IV a Barcelona el 8 de març de 1386. Les primeres ordenances del gremi daten de 1456.;;{AHCB:RiC,m}.;"Dufort; Forn d'en Dufort, abans del segle XIV"
700689;plaça;de l';Abat Escarré;27/07/1990;;Aureli Maria Escarré i Jané (l'Arboç, 1908 - Barcelona, 1968). Monjo benedictí. Ingressà al monestir de Montserrat el 1923 i fou ordenat sacerdot el 1933. Després del 19 de juliol de 1936 pogué passar a Itàlia, gràcies a la protecció de la Generalitat. Al gener de 1939, tornà al monestir de Montserrat i fou confirmat com a prior. Fou abat coadjutor de l'abat Marcet (1941). La seva postura crítica amb el Govern el convertí en símbol i representant de l'Església catalana. El 1965 es veié obligat a abandonar Catalunya i es traslladà al monestir de Viboldone (Llombardia). El 1966 hagué de renunciar al títol d'abat de Montserrat.;;"{PC:en;gec}.";
000306;carrer;de l';Abat Odó;;Abans de 1940;Abat Odó (? - 1010). Bisbe de Girona (995) i abat del monestir de Sant Cugat del Vallès des de l'any 986 fins al 1010. Després de la incursió d'al-Mansur, l'any 985, a causa de la qual moriren l'abat Joan i dotze monjos, i es destruí el cenobi i es cremà l'arxiu, reféu el monestir i el patrimoni, i obtingué una confirmació global dels seus béns del rei franc Lotari (986) i del papa Silvestre II (1002). Morí a la batalla de Guadeira, durant l'expedició catalana a Còrdova.;;"{PC:MPV,fn;cr}.";"Otto, 1939; Abat Odó, 1934; Otto, 1907; Santa Eugènia, abans de 1900"
000500;carrer;de l';Abat Safont;;Abans de 1900;Joan de Safont i de Ferrer (Besalú, 1789 - Barcelona, 1847). Historiador, filòsof i benedictí. Abat de Sant Pau del Camp. Catedràtic de filosofia en el Col·legi de Sant Pau del Camp fins a l'exclaustració de 1835. A partir d'aquell moment, es dedicà a la docència i la divulgació de les ciències físiques. Organitzà un museu i una biblioteca.;;{AHCB:RiC,m}.;Abad Zafont
000408;carrer;de l';Abat Samsó;07/03/1939;;Miquel Samsó (Girona, 1430 - ?). Abat de Sant Salvador de Breda (1470 - 1507), diputat eclesiàstic de la Generalitat (nomenat el 22 de juliol de l'any 1470) i president de la Generalitat (1470 - 1473). Després de la mort de Carles de Viana, al setembre de 1461, esclatà la Guerra Civil catalana. S'alineà amb els antijoanistes i l'any 1472 va perdre, per ordre de Joan II, les rendes del monestir que administrava. Joan II va aconseguir entrar a Barcelona el 1472 i obligà els rebels a rendir-li obediència. Després de la signatura de la capitulació de Pedralbes, que posà fi al conflicte armat, l'abat Miquel i el jurista Joan Dusai, que havia estat un dels primers doctrinaris jurídics de la revolució de 1461, s'alinearen al costat del rei atrets per la promesa d'atorgar un perdó general i el respecte de les constitucions i els privilegis que la Generalitat disposava al servei de Catalunya.;;{PC:MPV,fn}.;"Bernat Cavaller, 1931; Abat Samsó, 1927; Bernat Cavaller, 1922; Santa Teresa, abans de 1888"
000805;carrer;d';Abd el-Kader;15/11/1950;;Abd el-Kader (Guetna, 1808 - Damasc, 1883). Emir d'Algèria. Emprengué la guerra santa contra França (1832 -1847). El 1837 aconseguí que els francesos li reconeguessin Orà i una part de la província d'Alger. El 1843 els francesos ocuparen tot Algèria i hagué de refugiar-se al Marroc. Vençut a la batalla de l'Isly (1844), s'entregà tres anys més tard als francesos i fou empresonat fins al 1852. En sortir de la presó, es traslladà a Bursa i més tard a Damasc (1855), on visqué d'una pensió que li passava l'Estat francès.;;"{n80;gec}.";Abdelcader
000907;carrer;d';Abdó Terradas;21/06/1922;;Abdó Terradas i Pulí (Figueres, 1812 - Medina Sidonia, 1856). Escriptor i polític republicà. Fundà la Societat Patriòtica i començà a difondre un ideari republicà a través d'un fulletó que es convertí en El republicano. Fou alcalde de Figueres el 1842. Es negà a jurar lleialtat a la regència del duc de la Victòria i fou empresonat. S'exilià a Perpinyà i des d'allà envià un famós Pla de la revolució. Tornà a Figueres, però el desterraren a Sigüenza (1844) i tornà a l'exili. Després de la revolució de 1854, fou elegit de nou alcalde de Figueres fins que el capità general Zapatero destituí l'Ajuntament. Anselm Clavé li dedicà l'obra coral La Revolución (1868).;;{gec}.;"Dante, 05/09/1907; Del Pino, abans de 1864"
001003;carrer;d';Abella;29/05/1945;;Poble del municipi de Vilallonga de Ter (Ripollès).;;{PC:MPV,fn}.;Núm. 40
001309;carrer;de les;Acàcies;;Abans de 1927;"L'arbre. Poc després d'obrir-se el carrer, a principi de segle XX, s'hi van plantar acàcies. La gent en va començar a dir ""el carrer de les acàcies"", nom que es féu oficial.";;{AHCB:RiC,m}.;Acacias
001400;plaça;de l';Acadèmia;;;Per l'Acadèmia de Matemàtiques destinada especialment a la formació d'enginyers militars, sancionada el 1739. Era instal·lada a l'edifici de la porteria de l'antic convent de Sant Agustí, que fou enderrocat gairebé totalment entre 1714 i 1718 per formar els glacis de la Ciutadella.;;{PC:MPV,fn}.;
001808;carrer;de l';Acer;25/06/1958;;La mescla de ferro i d'una petita quantitat de carboni. La Comissió d'Urbanisme de Barcelona aprovà el Pla parcial del sector Gran Via Sud, fonamentalment amb sòl d'ús industrial. Una sèrie de carrers foren dedicats a materials afins amb temes industrials com l'acer, el bronze, el ferro, el plom, etc.;;{DIU:s.139}.;Acero
029807;carrer;de les;Açores;24/02/1960;;Arxipèlag portuguès.;;{n80}.;Azores
001900;carrer;de l';Actor Morano;07/07/1942;;Francisco Morano Moreno (Madrid, 1876 - Barcelona, 1933). Actor teatral. Formà part de la companyia de María Tubau i actuà al Teatre Principal de Barcelona (1893 - 1894). El 1903 creà una companyia pròpia. Com a empresari i director teatral, realitzà representacions en les principals capitals de l'Estat i de l'Argentina.;;{ee}.;"Lletra B de Can Ramis; Capitán Ferrandiz, 1933; Lletra B de Casa Ramis, 1939"
002006;carrer;de l';Actriu Tubau;07/07/1942;;María Álvarez Tubau (Madrid, 1854 - 1914). Actriu dramàtica. Obtingué molt d'èxit amb la representació de les obres d'Echegaray, Marquina i Dumas fill. En retirar-se, l'any 1904, exercí de professora d'art dramàtic al Conservatori de Madrid.;;{VE,JP}.;"Lletra G de Casa Ramis, abans de 1933; Capitán Bellés, 1933; Lletra G de Casa Ramis, 1939"
542499;moll;d';Inflamables;18/05/2005;;Per l'indret de càrrega i descàrrega de productes de gas i líquids inflamables. Dins d'aquest moll, hi ha diversos carrers anomenats amb lletres.;;{APB}.;
701223;pas;de l';Institut Escola;21/04/1997;;Model de l'Instituto Escuela de Madrid, per a l'estructuració de l'ensenyament secundari. El dirigí Josep Estalella i fou instal·lat al parc de la Ciutadella. L'Institut Escola tingué un paper destacat en la formació del professorat, i l'ensenyament, en català, fou sobretot formatiu, davant la tradició formativa anterior. El 1939 significà la fi de l'Institut Escola, però la línia pedagògica d'aquesta institució i de moltes altres escoles de l'època fou continuada per professors i alumnes que hi treballaren i feren escola durant la dictadura. Publicà el Butlletí de l'Institut-Escola.;;;
162603;carrer;de l';Institut Frenopàtic;;Abans de 1900;Fa partió amb l'Institut. Fundat l'any 1862 pels doctors Tomàs Dolsa i Pau Llorach i establert a Gràcia, es traslladà l'any 1867 a l'actual emplaçament.;;{n80*}.;
162705;carrer;de l';Institut Químic de Sarrià;;;Centre de l'Església Catòlica fundat el 1916 pel jesuïta Eduard Vitòria, reconegut el 1965 per l'Estat com a escola superior d'enginyeria química.;;{n80}.;
162909;carrer;d';Iradier;07/03/1939;;Manuel Iradier y Bulfy (Vitòria, 1854 - Valsain, 1911). Explorador.;;{n80}.;"Joan Sardà, 1931; Iradier, 1927; Joan Sardà, 1922; Anselm Clavé, abans de 1922"
029953;plaça;d';Otero Pedrayo;14/12/1984;;Ramón Otero Pedrayo (Ourense, 1888 - 1976). Escriptor i polític. Conreà la novel·la, el teatre i la poesia. Membre de la generació que creà la prosa gallega moderna. Catedràtic de geografia de la Universitat de Santiago.;;{PC:fn}.;
237203;carrer;d';Otger;05/09/1907;;Otger Cataló. Personatge fabulós, imaginat per explicar l'origen del mot català i donar uns precedents a la reconquesta catalana independents i anteriors a la intervenció franca. Companys d'Otger, governador d'Aquitània (734), foren els Nou Barons de la Fama: Dapifer de Montcada, Galceran de Pinós, Hug de Mataplana, Guillem de Cervera, Guillem de Cervelló, Pere Alemany, Girbert de Ribelles, Roger d'Erill i Ramon d'Anglesola. Juraren amb Otger, al seu castell de Cataló, venjança i guerra contra els moros en defensa de la fe i per l'alliberació dels països ocupats.;;{PC:MPV,fn}.;Don Juan Prim, abans de 1900
