COVER_ELEVATION_M;TYPE;Geom;Geo Local Area
40.27;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03622408028316, 49.27825262878296]}";Hastings-Sunrise
71.34;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10110232634389, 49.24949021753769]}";Riley Park
57.62;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.06991901952587, 49.24689621689823]}";Kensington-Cedar Cottage
57.61;Storm;"{""type"": ""Point"", ""coordinates"": [-123.06989712471965, 49.24690097962876]}";Kensington-Cedar Cottage
58.49;Storm;"{""type"": ""Point"", ""coordinates"": [-123.06899238983266, 49.246488030675366]}";Kensington-Cedar Cottage
75.33;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1343614935336, 49.25711557795059]}";Shaughnessy
75.22;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13357907736611, 49.25693368438776]}";Shaughnessy
58.56;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10107369846962, 49.254595913658285]}";Riley Park
71.78;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07548788949124, 49.21890614183116]}";Victoria-Fraserview
86.79;Storm;"{""type"": ""Point"", ""coordinates"": [-123.04395738395809, 49.23854017638806]}";Renfrew-Collingwood
2.95;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18394112137338, 49.21877662820226]}";Dunbar-Southlands
4.3;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18423406728023, 49.218343578285285]}";Dunbar-Southlands
4.3;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18424400135594, 49.21831927518112]}";Dunbar-Southlands
4.6;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08236709715388, 49.26961461738988]}";Strathcona
92.88;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05988458497708, 49.23180437406876]}";Victoria-Fraserview
95.92;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05872472277514, 49.233382035238236]}";Renfrew-Collingwood
95.59;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05884963578963, 49.233887216947984]}";Kensington-Cedar Cottage
95.85;Combined;"{""type"": ""Point"", ""coordinates"": [-123.0587198261948, 49.23388647343026]}";Renfrew-Collingwood
99.25;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05635444899606, 49.23387308821879]}";Renfrew-Collingwood
95.14;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06282243385925, 49.232862751471906]}";Kensington-Cedar Cottage
94.65;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06259193633275, 49.23284715288819]}";Kensington-Cedar Cottage
97.42;Combined;"{""type"": ""Point"", ""coordinates"": [-123.0622123497546, 49.23202386948057]}";Victoria-Fraserview
91.94;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06098540256885, 49.232454460858044]}";Victoria-Fraserview
95.0;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06131243438183, 49.2320151304765]}";Victoria-Fraserview
91.94;Combined;"{""type"": ""Point"", ""coordinates"": [-123.0605333877902, 49.232450317910015]}";Victoria-Fraserview
3.95;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08188201963225, 49.26951587108803]}";Strathcona
66.21;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04389092141561, 49.2675866774816]}";Hastings-Sunrise
14.65;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1910365709251, 49.23268057883968]}";Dunbar-Southlands
3.54;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1166331469726, 49.26952651475548]}";Fairview
23.45;Combined;"{""type"": ""Point"", ""coordinates"": [-123.19678212390868, 49.2350072999521]}";Dunbar-Southlands
26.2;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1967997224657, 49.23564398115923]}";Dunbar-Southlands
26.17;Combined;"{""type"": ""Point"", ""coordinates"": [-123.19372794426205, 49.23563487979286]}";Dunbar-Southlands
29.49;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.16015977028988, 49.261087662959895]}";Kitsilano
17.47;Combined;"{""type"": ""Point"", ""coordinates"": [-123.18975292468542, 49.23331921696524]}";Dunbar-Southlands
29.51;Storm;"{""type"": ""Point"", ""coordinates"": [-123.16013813749254, 49.2610962024165]}";Kitsilano
12.69;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.192323698149, 49.23191041885553]}";Dunbar-Southlands
16.46;Storm;"{""type"": ""Point"", ""coordinates"": [-123.19229092567497, 49.2328520882309]}";Dunbar-Southlands
81.54;Storm;"{""type"": ""Point"", ""coordinates"": [-123.18807222984334, 49.24705652088225]}";Dunbar-Southlands
81.45;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18808512592905, 49.24704414043264]}";Dunbar-Southlands
33.23;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08332800515284, 49.260824284186675]}";Mount Pleasant
68.33;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1010514871729, 49.25126826747352]}";Riley Park
62.69;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10100065809245, 49.2529115594008]}";Riley Park
79.59;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07205933039452, 49.22008117128897]}";Victoria-Fraserview
74.33;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07474681386022, 49.21956002247952]}";Victoria-Fraserview
77.31;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07198525250028, 49.21900960152397]}";Victoria-Fraserview
72.7;Combined;"{""type"": ""Point"", ""coordinates"": [-123.0738367738698, 49.2190203426037]}";Victoria-Fraserview
72.84;Combined;"{""type"": ""Point"", ""coordinates"": [-123.073397200896, 49.21901791516708]}";Victoria-Fraserview
74.61;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07401123443971, 49.21952099787037]}";Victoria-Fraserview
72.47;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07401768001338, 49.21896346664291]}";Victoria-Fraserview
68.51;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07536125394854, 49.21808621520805]}";Victoria-Fraserview
79.99;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07104348900258, 49.21900549803205]}";Victoria-Fraserview
2.74;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13268428844158, 49.293325176251216]}";Downtown
8.39;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13234210810367, 49.29145712951976]}";West End
88.19;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14737701803362, 49.23771303763448]}";Shaughnessy
8.19;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13052788935529, 49.290626357732805]}";Downtown
7.92;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13056189720656, 49.29074568515093]}";Downtown
8.52;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13030204898924, 49.29046353026884]}";Downtown
5.05;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08441024604703, 49.265672526143035]}";Mount Pleasant
19.47;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08522273933262, 49.26520229019982]}";Mount Pleasant
19.47;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0852561404148, 49.26520262536672]}";Mount Pleasant
24.57;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08714644414437, 49.265179257793285]}";Mount Pleasant
32.85;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.06753475206774, 49.259550978581345]}";Kensington-Cedar Cottage
17.48;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.07809052709418, 49.26507480441706]}";Mount Pleasant
18.34;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.07798451368873, 49.265137122821024]}";Mount Pleasant
21.67;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.07730026653971, 49.26512508828903]}";Grandview-Woodland
29.72;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0718138701411, 49.259578657988314]}";Kensington-Cedar Cottage
29.73;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.07179546860122, 49.25957935306051]}";Kensington-Cedar Cottage
31.72;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.06974283916033, 49.25956248498037]}";Kensington-Cedar Cottage
28.23;Storm;"{""type"": ""Point"", ""coordinates"": [-123.07798688192311, 49.263343054781956]}";Mount Pleasant
27.56;Storm;"{""type"": ""Point"", ""coordinates"": [-123.07813372773221, 49.263638448059744]}";Mount Pleasant
27.66;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.07811721658797, 49.263627305170054]}";Mount Pleasant
28.3;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.07736405850156, 49.26356971189742]}";Grandview-Woodland
28.36;Storm;"{""type"": ""Point"", ""coordinates"": [-123.07738108056111, 49.263556117738965]}";Grandview-Woodland
5.25;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08489768619701, 49.266005702093835]}";Strathcona
5.14;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08488978715937, 49.266040375403676]}";Strathcona
71.82;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07239970825876, 49.21809956935559]}";Victoria-Fraserview
74.15;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.080173157858, 49.221741371343285]}";Sunset
75.2;Combined;"{""type"": ""Point"", ""coordinates"": [-123.08295270807442, 49.22187475159651]}";Sunset
76.85;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07095128266805, 49.218107727288746]}";Victoria-Fraserview
72.85;Storm;"{""type"": ""Point"", ""coordinates"": [-123.06785907565914, 49.24083677934156]}";Kensington-Cedar Cottage
80.0;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09685926218881, 49.23931678705405]}";Riley Park
93.24;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02557742271826, 49.214884697711334]}";Killarney
91.94;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04281838738159, 49.2363548765599]}";Renfrew-Collingwood
91.33;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04307835544104, 49.236427281599795]}";Renfrew-Collingwood
90.11;Combined;"{""type"": ""Point"", ""coordinates"": [-123.04418503627645, 49.23629796173741]}";Renfrew-Collingwood
89.89;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04411868335215, 49.236294568902885]}";Renfrew-Collingwood
91.54;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02671390991492, 49.2139764028516]}";Killarney
104.22;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02514331352457, 49.217889017890634]}";Killarney
87.36;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04473917927089, 49.236591973984325]}";Renfrew-Collingwood
97.05;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0253426240987, 49.215670010376975]}";Killarney
100.25;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02504754268197, 49.216494563950675]}";Killarney
100.16;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02503476365969, 49.216477376745466]}";Killarney
85.32;Storm;"{""type"": ""Point"", ""coordinates"": [-123.04434671876591, 49.237507382557766]}";Renfrew-Collingwood
86.45;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04351327145696, 49.2384135115869]}";Renfrew-Collingwood
1.48;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1761948279003, 49.21991483155106]}";Kerrisdale
50.14;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.2156980999167, 49.273735944116254]}";West Point Grey
64.23;Combined;"{""type"": ""Point"", ""coordinates"": [-123.21744503880316, 49.273340919933155]}";West Point Grey
58.99;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.218042259354, 49.27424740990284]}";West Point Grey
47.27;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.2165594954477, 49.274387824937534]}";West Point Grey
48.96;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.2194302559774, 49.27521719002871]}";West Point Grey
58.92;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.2190318319068, 49.27450056111389]}";West Point Grey
76.0;Combined;"{""type"": ""Point"", ""coordinates"": [-123.22265876851571, 49.27303786411611]}";West Point Grey
49.23;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.2208068903084, 49.27531713974477]}";West Point Grey
3.86;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11520446772514, 49.270759390418355]}";Fairview
20.98;Storm;"{""type"": ""Point"", ""coordinates"": [-123.20052611640938, 49.26895044289348]}";West Point Grey
22.87;Storm;"{""type"": ""Point"", ""coordinates"": [-123.20028424669003, 49.26845296887839]}";West Point Grey
22.59;Storm;"{""type"": ""Point"", ""coordinates"": [-123.20041165149135, 49.268688881064435]}";West Point Grey
101.9;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03888441426459, 49.22368854469099]}";Killarney
9.95;Storm;"{""type"": ""Point"", ""coordinates"": [-123.12848359798774, 49.20552955965618]}";Marpole
5.25;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08662164129626, 49.266096344474654]}";Mount Pleasant
57.89;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08391906893041, 49.247730081737565]}";Kensington-Cedar Cottage
57.93;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08390911268098, 49.24771705488087]}";Kensington-Cedar Cottage
13.06;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.12508686230385, 49.20723921909054]}";Marpole
66.64;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08134570901322, 49.24459565359667]}";Kensington-Cedar Cottage
75.99;Storm;"{""type"": ""Point"", ""coordinates"": [-123.14692461876093, 49.240177519878294]}";Shaughnessy
76.1;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.14691736906963, 49.24018814348687]}";Shaughnessy
72.99;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14878479490807, 49.24005178736153]}";Shaughnessy
10.57;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13285525834846, 49.29111732406932]}";West End
89.64;Combined;"{""type"": ""Point"", ""coordinates"": [-123.151972511722, 49.23830105791375]}";Shaughnessy
94.56;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14902723041085, 49.23728469875606]}";Shaughnessy
75.65;Combined;"{""type"": ""Point"", ""coordinates"": [-123.18202895393058, 49.24137229429633]}";Dunbar-Southlands
36.18;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13923768353253, 49.26451789214812]}";Fairview
17.94;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.17573350952709, 49.267617261088134]}";Kitsilano
39.21;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13962854690068, 49.26408932059099]}";Fairview
35.55;Combined;"{""type"": ""Point"", ""coordinates"": [-123.142233962759, 49.26370220919059]}";Fairview
64.29;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1673572135709, 49.23656957304422]}";Arbutus-Ridge
69.0;Combined;"{""type"": ""Point"", ""coordinates"": [-123.16627645782788, 49.23846799802332]}";Arbutus-Ridge
65.66;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1679565095053, 49.2375217051609]}";Arbutus-Ridge
65.24;Combined;"{""type"": ""Point"", ""coordinates"": [-123.16699438478597, 49.237517828733644]}";Arbutus-Ridge
74.34;Combined;"{""type"": ""Point"", ""coordinates"": [-123.17302419399344, 49.24038955741595]}";Dunbar-Southlands
36.13;Storm;"{""type"": ""Point"", ""coordinates"": [-123.14335288605584, 49.26317510140706]}";Fairview
35.92;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.14229186648657, 49.2631516221659]}";Fairview
67.07;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1693808972537, 49.238481613483515]}";Arbutus-Ridge
40.88;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13927387312381, 49.26348230231037]}";Fairview
73.3;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.10635657062133, 49.24364610985595]}";Riley Park
93.92;Storm;"{""type"": ""Point"", ""coordinates"": [-123.05247251594055, 49.22316560188224]}";Victoria-Fraserview
46.79;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11562743412442, 49.2587344302572]}";Fairview
0.0;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11475181069213, 49.259908773763016]}";Mount Pleasant
19.7;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03089172579006, 49.20749437400392]}";Killarney
29.11;Storm;"{""type"": ""Point"", ""coordinates"": [-123.07722361941364, 49.26332522621935]}";Grandview-Woodland
100.62;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03826371379805, 49.22923886467964]}";Killarney
2.47;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09845337782544, 49.2091283659431]}";Sunset
73.49;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06510168989178, 49.24345026841651]}";Kensington-Cedar Cottage
19.3;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10021088744767, 49.21263766157407]}";Sunset
16.35;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10217626860342, 49.2126840555578]}";Sunset
20.85;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10139621547933, 49.213102205123846]}";Sunset
16.56;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.19366536792248, 49.23288239105059]}";Dunbar-Southlands
12.77;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.19368180678171, 49.232287776820066]}";Dunbar-Southlands
16.56;Storm;"{""type"": ""Point"", ""coordinates"": [-123.19367236596132, 49.23287699115822]}";Dunbar-Southlands
49.84;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1456083497811, 49.217662012087]}";Marpole
10.27;Storm;"{""type"": ""Point"", ""coordinates"": [-123.19310683925939, 49.23166182367774]}";Dunbar-Southlands
23.51;Storm;"{""type"": ""Point"", ""coordinates"": [-123.15128546788742, 49.21411263475562]}";Kerrisdale
52.01;Combined;"{""type"": ""Point"", ""coordinates"": [-123.12726883581321, 49.21642182512697]}";Marpole
59.7;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.110013563581, 49.2552627841855]}";Riley Park
18.6;Combined;"{""type"": ""Point"", ""coordinates"": [-123.02551001348495, 49.27187544835704]}";Hastings-Sunrise
2.57;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09842501704722, 49.20976688482169]}";Sunset
3.46;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0985391225609, 49.20998006585502]}";Sunset
19.55;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02854935758833, 49.26932178467172]}";Hastings-Sunrise
49.57;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.10142172280582, 49.25752278740355]}";Mount Pleasant
79.08;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13272803418661, 49.221598606973174]}";Oakridge
