AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area
232;631;MCLEAN DRIVE AND E 2ND AV;"{""type"": ""Point"", ""coordinates"": [-123.07544232521425, 49.268742558454704]}";Grandview-Woodland
236;630;E 1ST AV AND COTTON DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.07155638813505, 49.26961806810565]}";Grandview-Woodland
054;803;W 55TH AV AND BALACLAVA ST;"{""type"": ""Point"", ""coordinates"": [-123.17608282712786, 49.221434359534086]}";Kerrisdale
079;790;VINE ST AND W 49TH AV;"{""type"": ""Point"", ""coordinates"": [-123.16021190874052, 49.2272221437722]}";Kerrisdale
074;758;W 45TH AV AND ELM ST;"{""type"": ""Point"", ""coordinates"": [-123.16429513821137, 49.23098988547621]}";Kerrisdale
074;765;W 47TH AV AND ELM ST;"{""type"": ""Point"", ""coordinates"": [-123.16436605266317, 49.22913432299067]}";Kerrisdale
073;758;TRAFALGAR ST AND W 45TH AV;"{""type"": ""Point"", ""coordinates"": [-123.16583698411903, 49.23101452420395]}";Kerrisdale
075;790;W 49TH AV AND MARINE CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.16375429547473, 49.22726490540994]}";Kerrisdale
038;683;W 13TH AV AND ALMA ST;"{""type"": ""Point"", ""coordinates"": [-123.18598793608756, 49.26074733752858]}";West Point Grey
032;771;CROWN ST AND W 48TH AV;"{""type"": ""Point"", ""coordinates"": [-123.19471662168185, 49.22985290067903]}";Dunbar-Southlands
212;817;E 61ST AV AND PRINCE ALBERT ST;"{""type"": ""Point"", ""coordinates"": [-123.08789692086825, 49.21476678004807]}";Sunset
135;730;CARTIER ST AND W 33RD AV;"{""type"": ""Point"", ""coordinates"": [-123.13694073860928, 49.24177647564245]}";Shaughnessy
228;755;E 43RD AV AND CULLODEN ST;"{""type"": ""Point"", ""coordinates"": [-123.07848503221832, 49.23074479331398]}";Sunset
230;762;E 47TH AV AND KNIGHT ST;"{""type"": ""Point"", ""coordinates"": [-123.07721137150006, 49.22766302142582]}";Sunset
237;765;ARGYLE ST AND E 47TH AV;"{""type"": ""Point"", ""coordinates"": [-123.07169016158986, 49.227137118710935]}";Victoria-Fraserview
231;601;ODLUM DRIVE AND PARKER ST;"{""type"": ""Point"", ""coordinates"": [-123.07584144125288, 49.275826433083175]}";Grandview-Woodland
250;814;BRIGADOON AV AND VICTORIA DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.06597438177062, 49.216622922115434]}";Victoria-Fraserview
250;795;VICTORIA DRIVE AND E 52ND AV;"{""type"": ""Point"", ""coordinates"": [-123.06580665625658, 49.222615893825584]}";Victoria-Fraserview
250;792;E 50TH AV AND VICTORIA DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.06576140065846, 49.224268386207235]}";Victoria-Fraserview
040;642;W 5TH AV AND ALMA ST;"{""type"": ""Point"", ""coordinates"": [-123.1857343142487, 49.26776570913227]}";West Point Grey
042;642;COLLINGWOOD ST AND W 5TH AV;"{""type"": ""Point"", ""coordinates"": [-123.18172697888755, 49.26769848263467]}";Kitsilano
042;650;W BROADWAY AND COLLINGWOOD ST;"{""type"": ""Point"", ""coordinates"": [-123.18184994453948, 49.26430130335568]}";Kitsilano
042;636;W 2ND AV AND COLLINGWOOD ST;"{""type"": ""Point"", ""coordinates"": [-123.18162939834373, 49.27034606790753]}";Kitsilano
130;705;GRANVILLE ST AND LAURIER AV;"{""type"": ""Point"", ""coordinates"": [-123.13903124406697, 49.25083599402479]}";Shaughnessy
125;699;ANGUS DRIVE AND ALEXANDRA ST;"{""type"": ""Point"", ""coordinates"": [-123.14359570059298, 49.25363116448544]}";Shaughnessy
320;837;BOUNDARY ROAD AND E KENT AV NORTH;"{""type"": ""Point"", ""coordinates"": [-123.02339229789096, 49.204237879695235]}";
313;839;RIVER DIST. CROSSING AND E KENT AV SOUTH;"{""type"": ""Point"", ""coordinates"": [-123.03120522205796, 49.205062026230905]}";Killarney
232;814;E 59TH AV AND DUMFRIES ST;"{""type"": ""Point"", ""coordinates"": [-123.07553273678745, 49.21638154403604]}";Victoria-Fraserview
230;811;KNIGHT ST AND E 58TH AV;"{""type"": ""Point"", ""coordinates"": [-123.07704175748717, 49.217261967753245]}";Sunset
300;822;E 63RD AV AND KERR ST;"{""type"": ""Point"", ""coordinates"": [-123.04162664058742, 49.21303745440823]}";Killarney
312;564;HIGH ROAD AND BRIDGEWAY;"{""type"": ""Point"", ""coordinates"": [-123.02557813495811, 49.292675381290756]}";Hastings-Sunrise
252;606;SALSBURY DRIVE AND WILLIAM ST;"{""type"": ""Point"", ""coordinates"": [-123.06761463548759, 49.27393013734687]}";Grandview-Woodland
252;612;SALSBURY DRIVE AND GRANT ST;"{""type"": ""Point"", ""coordinates"": [-123.0676548332799, 49.2712764246623]}";Grandview-Woodland
252;604;SALSBURY DRIVE AND NAPIER ST;"{""type"": ""Point"", ""coordinates"": [-123.06759804008534, 49.27483398352362]}";Grandview-Woodland
250;792;VICTORIA DRIVE AND E 50TH AV;"{""type"": ""Point"", ""coordinates"": [-123.06576717187347, 49.22404302451449]}";Victoria-Fraserview
199;807;E 56TH AV AND ST. GEORGE ST;"{""type"": ""Point"", ""coordinates"": [-123.09483957988432, 49.21919206578878]}";Sunset
197;807;PRINCE EDWARD ST AND E 56TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0977261706611, 49.219209179501725]}";Sunset
195;805;E 55TH AV AND SOPHIA ST;"{""type"": ""Point"", ""coordinates"": [-123.0997604228181, 49.22011144767534]}";Sunset
210;804;E 54TH AV AND FRASER ST;"{""type"": ""Point"", ""coordinates"": [-123.09089388892836, 49.220643234116075]}";Sunset
236;837;BORDEN ST AND E KENT AV NORTH;"{""type"": ""Point"", ""coordinates"": [-123.07397858005511, 49.209529357732904]}";Victoria-Fraserview
241;837;ARGYLE ST AND E KENT AV NORTH;"{""type"": ""Point"", ""coordinates"": [-123.07132674800323, 49.20897818418281]}";Victoria-Fraserview
246;837;BEATRICE ST AND E KENT AV NORTH;"{""type"": ""Point"", ""coordinates"": [-123.06782095292085, 49.20798276305411]}";Victoria-Fraserview
241;831;ISLAND AV AND ARGYLE ST;"{""type"": ""Point"", ""coordinates"": [-123.07131334926407, 49.210057708139594]}";Victoria-Fraserview
236;824;E 64TH AV AND BORDEN ST;"{""type"": ""Point"", ""coordinates"": [-123.07407291823468, 49.211984381098226]}";Victoria-Fraserview
237;824;ARGYLE ST AND E 64TH AV;"{""type"": ""Point"", ""coordinates"": [-123.07208560097584, 49.21197014853475]}";Victoria-Fraserview
242;822;E 63RD AV AND LEASIDE ST;"{""type"": ""Point"", ""coordinates"": [-123.06915210159565, 49.212840985450065]}";Victoria-Fraserview
243;821;LEASIDE ST AND JASPER CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.06872686765595, 49.21318827729252]}";Victoria-Fraserview
229;806;E 55TH AV AND CULLODEN ST;"{""type"": ""Point"", ""coordinates"": [-123.07852665228826, 49.21958282840198]}";Sunset
229;806;CULLODEN ST AND E 55TH AV;"{""type"": ""Point"", ""coordinates"": [-123.07888945337452, 49.21958572054928]}";Sunset
221;806;E 55TH AV AND ROSS ST;"{""type"": ""Point"", ""coordinates"": [-123.08303833824138, 49.21961528552276]}";Sunset
221;807;ROSS ST AND E 56TH AV;"{""type"": ""Point"", ""coordinates"": [-123.08306065320124, 49.21900876310176]}";Sunset
228;804;E 54TH AV AND CULLODEN ST;"{""type"": ""Point"", ""coordinates"": [-123.07885568908145, 49.22045981429717]}";Sunset
221;804;E 54TH AV AND ROSS ST;"{""type"": ""Point"", ""coordinates"": [-123.08300418279151, 49.220523733718785]}";Sunset
212;807;PRINCE ALBERT ST AND E 56TH AV;"{""type"": ""Point"", ""coordinates"": [-123.08777600101665, 49.219068297153555]}";Sunset
301;670;BENTALL ST AND GRANDVIEW HIGHWAY;"{""type"": ""Point"", ""coordinates"": [-123.0320010303986, 49.25814238860545]}";Renfrew-Collingwood
300;692;E 18TH AV AND RUPERT ST;"{""type"": ""Point"", ""coordinates"": [-123.03379889006074, 49.25399762784742]}";Renfrew-Collingwood
300;696;E 20TH AV AND RUPERT ST;"{""type"": ""Point"", ""coordinates"": [-123.03380100244507, 49.252321466876126]}";Renfrew-Collingwood
300;698;RUPERT ST AND E 21ST AV;"{""type"": ""Point"", ""coordinates"": [-123.03380631309291, 49.251485701232234]}";Renfrew-Collingwood
297;700;E 22ND AV AND WINDERMERE ST;"{""type"": ""Point"", ""coordinates"": [-123.03653634843893, 49.250599515252276]}";Renfrew-Collingwood
297;698;E 21ST AV AND WINDERMERE ST;"{""type"": ""Point"", ""coordinates"": [-123.03653863799614, 49.25148619171283]}";Renfrew-Collingwood
297;696;WINDERMERE ST AND E 20TH AV;"{""type"": ""Point"", ""coordinates"": [-123.03653685172264, 49.25232419618152]}";Renfrew-Collingwood
297;692;E 18TH AV AND WINDERMERE ST;"{""type"": ""Point"", ""coordinates"": [-123.03653319680485, 49.25400052860617]}";Renfrew-Collingwood
292;692;E 18TH AV AND LILLOOET ST;"{""type"": ""Point"", ""coordinates"": [-123.03905274500652, 49.2540038782108]}";Renfrew-Collingwood
292;700;LILLOOET ST AND E 22ND AV;"{""type"": ""Point"", ""coordinates"": [-123.03906641659485, 49.250606072514046]}";Renfrew-Collingwood
142;826;W 67TH AV AND MONTCALM ST;"{""type"": ""Point"", ""coordinates"": [-123.13569060037234, 49.21081118156284]}";Marpole
144;842;HUDSON ST AND WALKWAY;"{""type"": ""Point"", ""coordinates"": [-123.13491366163592, 49.20235403014865]}";Marpole
144;844;W 77TH AV AND HUDSON ST;"{""type"": ""Point"", ""coordinates"": [-123.13533870071765, 49.200967032673276]}";Marpole
144;843;HUDSON ST AND W 76TH AV;"{""type"": ""Point"", ""coordinates"": [-123.13521292429077, 49.2013822773297]}";Marpole
149;842;OAK ST AND W KENT AV NORTH;"{""type"": ""Point"", ""coordinates"": [-123.13042818179741, 49.20320452485882]}";Marpole
144;840;SW MARINE DRIVE AND HUDSON ST;"{""type"": ""Point"", ""coordinates"": [-123.13479521519746, 49.20305952610115]}";Marpole
311;700;KOOTENAY ST AND E 22ND AV;"{""type"": ""Point"", ""coordinates"": [-123.0262410660943, 49.25065595985847]}";Renfrew-Collingwood
303;700;CASSIAR ST AND E 22ND AV;"{""type"": ""Point"", ""coordinates"": [-123.03106490078112, 49.25060204250344]}";Renfrew-Collingwood
135;826;W 67TH AV AND CARTIER ST;"{""type"": ""Point"", ""coordinates"": [-123.13776073649034, 49.21084014272073]}";Marpole
218;790;E 49TH AV AND ELGIN ST;"{""type"": ""Point"", ""coordinates"": [-123.08387260792827, 49.225391750664784]}";Sunset
221;762;E 47TH AV AND ROSS ST;"{""type"": ""Point"", ""coordinates"": [-123.08263497525083, 49.22783454169532]}";Sunset
226;769;INVERNESS ST AND E 48TH AV;"{""type"": ""Point"", ""coordinates"": [-123.08002531391948, 49.22616729010156]}";Sunset
216;765;E 47TH AV AND WINDSOR ST;"{""type"": ""Point"", ""coordinates"": [-123.08518577256584, 49.227301320758876]}";Sunset
214;765;ST. CATHERINES ST AND E 47TH AV;"{""type"": ""Point"", ""coordinates"": [-123.08656462887411, 49.22731928472948]}";Sunset
211;765;CHESTER ST AND E 47TH AV;"{""type"": ""Point"", ""coordinates"": [-123.08932551606469, 49.22735458514443]}";Sunset
212;758;PRINCE ALBERT ST AND E 45TH AV;"{""type"": ""Point"", ""coordinates"": [-123.08790168083027, 49.22912716800367]}";Sunset
153;795;LAUREL ST AND W 52ND AV;"{""type"": ""Point"", ""coordinates"": [-123.12524095233093, 49.22386851402873]}";Oakridge
124;636;W 2ND AV AND FIR ST;"{""type"": ""Point"", ""coordinates"": [-123.14079165843069, 49.26970370497959]}";Fairview
150;792;OAK ST AND W 50TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12834712689818, 49.22568411865373]}";Oakridge
161;796;W 52ND AV AND NEAL ST;"{""type"": ""Point"", ""coordinates"": [-123.12232322499798, 49.22333562143369]}";Oakridge
190;706;E 23RD AV AND MAIN ST;"{""type"": ""Point"", ""coordinates"": [-123.10100292024332, 49.25024847713826]}";Riley Park
184;708;E 24TH AV AND ONTARIO ST;"{""type"": ""Point"", ""coordinates"": [-123.10495700069721, 49.24956570505713]}";Riley Park
184;707;ONTARIO ST AND E 23RD AV;"{""type"": ""Point"", ""coordinates"": [-123.10494092074137, 49.24991422176789]}";Riley Park
184;694;ONTARIO ST AND E 19TH AV;"{""type"": ""Point"", ""coordinates"": [-123.1047665206171, 49.25376410218597]}";Riley Park
197;689;PRINCE EDWARD ST AND E 16TH AV;"{""type"": ""Point"", ""coordinates"": [-123.09649581447859, 49.25653493406619]}";Mount Pleasant
190;690;E 16TH AV AND MAIN ST;"{""type"": ""Point"", ""coordinates"": [-123.10122753995722, 49.25658432582617]}";Riley Park
186;690;QUEBEC ST AND E 16TH AV;"{""type"": ""Point"", ""coordinates"": [-123.10323208085363, 49.256620799814584]}";Riley Park
197;691;E 17TH AV AND PRINCE EDWARD ST;"{""type"": ""Point"", ""coordinates"": [-123.09652755843231, 49.25563206657849]}";Riley Park
197;692;PRINCE EDWARD ST AND E 18TH AV;"{""type"": ""Point"", ""coordinates"": [-123.09656007282925, 49.25473023274638]}";Riley Park
187;693;QUEBEC ST AND E 18TH AV;"{""type"": ""Point"", ""coordinates"": [-123.10331546898966, 49.25464432289014]}";Riley Park
179;694;W 19TH AV AND COLUMBIA ST;"{""type"": ""Point"", ""coordinates"": [-123.10982912418844, 49.253861190436965]}";Riley Park
197;665;E 11TH AV AND PRINCE EDWARD ST;"{""type"": ""Point"", ""coordinates"": [-123.09617557795995, 49.260676975129726]}";Mount Pleasant
195;770;E 11TH AV AND KINGSWAY;"{""type"": ""Point"", ""coordinates"": [-123.09776706798105, 49.26107966824709]}";Mount Pleasant
153;648;W 8TH AV AND LAUREL ST;"{""type"": ""Point"", ""coordinates"": [-123.12415700243312, 49.26427890802951]}";Fairview
159;648;WILLOW ST AND W 8TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12178859554064, 49.26424082441607]}";Fairview
179;648;COLUMBIA ST AND W 8TH AV;"{""type"": ""Point"", ""coordinates"": [-123.10945169056167, 49.26384934800459]}";Mount Pleasant
173;648;W 8TH AV AND ALBERTA ST;"{""type"": ""Point"", ""coordinates"": [-123.1109298339589, 49.263879232627275]}";Mount Pleasant
159;650;WILLOW ST AND W BROADWAY;"{""type"": ""Point"", ""coordinates"": [-123.12182258522606, 49.26333024881384]}";Fairview
153;650;LAUREL ST AND W BROADWAY;"{""type"": ""Point"", ""coordinates"": [-123.12419046680485, 49.263368053437915]}";Fairview
164;739;W 37TH AV AND MANSON ST;"{""type"": ""Point"", ""coordinates"": [-123.11925270369977, 49.23735814952061]}";South Cambie
171;739;W 37TH AV AND KERSLAND DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.11448135341533, 49.237131384674235]}";Riley Park
175;739;W 37TH AV AND ALBERTA ST;"{""type"": ""Point"", ""coordinates"": [-123.11327797127966, 49.23703662761084]}";Riley Park
177;739;ELIZABETH ST AND W 37TH AV;"{""type"": ""Point"", ""coordinates"": [-123.11189330742236, 49.23705908889834]}";Riley Park
175;741;W 38TH AV AND ALBERTA ST;"{""type"": ""Point"", ""coordinates"": [-123.11331425638171, 49.23621012658281]}";Riley Park
172;822;YUKON ST AND W 63RD AV;"{""type"": ""Point"", ""coordinates"": [-123.11463003635956, 49.213170842643514]}";Marpole
170;824;W 64TH AV AND CAMBIE ST;"{""type"": ""Point"", ""coordinates"": [-123.11702477156103, 49.21230533462914]}";Marpole
170;822;CAMBIE ST AND W 63RD AV;"{""type"": ""Point"", ""coordinates"": [-123.1169883796416, 49.2132103332481]}";Marpole
169;825;LORD ST AND W 65TH AV;"{""type"": ""Point"", ""coordinates"": [-123.11859924917624, 49.211444211052466]}";Marpole
165;825;W 66TH AV AND ASH ST;"{""type"": ""Point"", ""coordinates"": [-123.12023761304216, 49.21112687255963]}";Marpole
138;830;W 70TH AV AND MONTCALM ST;"{""type"": ""Point"", ""coordinates"": [-123.135798624862, 49.20855429781993]}";Marpole
090;825;ANGUS DRIVE AND W 66TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14855262603395, 49.21150239489376]}";Marpole
121;830;SW MARINE DRIVE AND WILTSHIRE ST;"{""type"": ""Point"", ""coordinates"": [-123.14640276743766, 49.20862365096271]}";Marpole
124;824;W 65TH AV AND ADERA ST;"{""type"": ""Point"", ""coordinates"": [-123.14356371972112, 49.212306270535606]}";Marpole
124;825;ADERA ST AND W 66TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14359720302888, 49.211418034098315]}";Marpole
130;825;W 66TH AV AND GRANVILLE ST;"{""type"": ""Point"", ""coordinates"": [-123.14042853694843, 49.21136665378564]}";Marpole
130;826;GRANVILLE ST AND W 67TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14044474616986, 49.210884666451825]}";Marpole
124;823;ADERA ST AND W 64TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14353043273695, 49.21319632362957]}";Marpole
130;823;GRANVILLE ST AND W 64TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14036896796884, 49.213143700360554]}";Marpole
153;826;W 67TH AV AND LAUREL ST;"{""type"": ""Point"", ""coordinates"": [-123.12602951857198, 49.210667677545835]}";Marpole
153;825;W 66TH AV AND LAUREL ST;"{""type"": ""Point"", ""coordinates"": [-123.12600451114453, 49.211389549798206]}";Marpole
156;822;HEATHER ST AND W 63RD AV;"{""type"": ""Point"", ""coordinates"": [-123.12402693542995, 49.21334501670763]}";Marpole
293;570;MCGILL ST AND N WINDERMERE ST;"{""type"": ""Point"", ""coordinates"": [-123.03618987444491, 49.287930313701146]}";Hastings-Sunrise
295;570;TRANS CANADA HIGHWAY AND TRANS CANADA HWY;"{""type"": ""Point"", ""coordinates"": [-123.03094279517278, 49.2879412647907]}";Hastings-Sunrise
300;576;N CASSIAR ST AND CAMBRIDGE ST;"{""type"": ""Point"", ""coordinates"": [-123.03005953810872, 49.28671024849535]}";Hastings-Sunrise
305;590;E HASTINGS ST AND SKEENA ST;"{""type"": ""Point"", ""coordinates"": [-123.02832198758679, 49.281122040977806]}";Hastings-Sunrise
280;590;RENFREW ST AND E HASTINGS ST;"{""type"": ""Point"", ""coordinates"": [-123.04407652069781, 49.28112324920939]}";Hastings-Sunrise
198;580;PRINCESS AV AND POWELL ST;"{""type"": ""Point"", ""coordinates"": [-123.09140187485104, 49.28303753755049]}";Strathcona
178;585;TROUNCE ALLEY AND CARRALL ST;"{""type"": ""Point"", ""coordinates"": [-123.1042838960681, 49.28297133651395]}";Downtown
157;592;CAMBIE ST AND W PENDER ST;"{""type"": ""Point"", ""coordinates"": [-123.109971593822, 49.28150993325015]}";Downtown
011;630;NW MARINE DRIVE AND WALKWAY;"{""type"": ""Point"", ""coordinates"": [-123.22196260165713, 49.27703487043108]}";West Point Grey
095;702;HOSMER AV AND CEDAR CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.15083975139135, 49.25192331152819]}";Shaughnessy
271;668;GRANDVIEW HWY NORTH AND KAMLOOPS ST;"{""type"": ""Point"", ""coordinates"": [-123.05475512069556, 49.258174782886655]}";Renfrew-Collingwood
120;698;PINE CRESCENT AND HOSMER AV;"{""type"": ""Point"", ""coordinates"": [-123.14678462834578, 49.2533089869496]}";Shaughnessy
284;758;KILLARNEY ST AND E 45TH AV;"{""type"": ""Point"", ""coordinates"": [-123.04544195511278, 49.22931237380442]}";Killarney
144;718;HUDSON ST AND DEVONSHIRE CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.13453755566371, 49.24576955103598]}";Shaughnessy
217;712;WINDSOR ST AND E 26TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0839038172107, 49.247502991167785]}";Kensington-Cedar Cottage
214;729;ST. CATHERINES ST AND DURWARD AV;"{""type"": ""Point"", ""coordinates"": [-123.08602487528078, 49.24083049258973]}";Kensington-Cedar Cottage
221;735;ROSS ST AND E 35TH AV;"{""type"": ""Point"", ""coordinates"": [-123.08242852386388, 49.23820872550695]}";Kensington-Cedar Cottage
036;630;WALLACE ST AND POINT GREY ROAD;"{""type"": ""Point"", ""coordinates"": [-123.18944222007579, 49.27160920365794]}";West Point Grey
036;636;W 2ND AV AND WALLACE ST;"{""type"": ""Point"", ""coordinates"": [-123.18946099318532, 49.27047353795842]}";West Point Grey
035;638;W 3RD AV AND WALLACE ST;"{""type"": ""Point"", ""coordinates"": [-123.19062363437328, 49.26959950498656]}";West Point Grey
022;643;W 6TH AV AND TOLMIE ST;"{""type"": ""Point"", ""coordinates"": [-123.2120128467301, 49.26733242506547]}";West Point Grey
032;655;CROWN ST AND CROWN CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.19577856632101, 49.26493805231354]}";West Point Grey
032;655;CROWN ST AND CROWN CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.19650385149498, 49.26466876383269]}";West Point Grey
030;670;CAMOSUN ST AND W 10TH AV;"{""type"": ""Point"", ""coordinates"": [-123.19693971741852, 49.26364316138958]}";West Point Grey
