YEAR;CULTURAL_SPACE_NAME;WEBSITE;TYPE;PRIMARY_USE;ADDRESS;LOCAL_AREA;OWNERSHIP;SQUARE_FEET;NUMBER_OF_SEATS;ACTIVE_SPACE;Geom
2017;Rio Theatre;www.riotheatre.ca;Theatre/Performance;Cinema;1660 E Broadway, Vancouver, BC, V5N 1W1;Kensington-Cedar Cottage;Privately Owned;;420;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0704852, 49.2620042]}"
2017;Sarah McLachlan School of Music;www.sarahschoolofmusic.com;Educational;Educational Institution;138 E 7th Av, Vancouver, BC, V5T 1M6;Mount Pleasant;Privately Owned;16000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.101954, 49.264581]}"
2017;Skwachàys Lodge Gallery;http://skwachays.com/;Museum/Gallery;Museum/Gallery;31 W Pender St, Vancouver, BC, V6B 1R3;Downtown;Non-Profit;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.106127, 49.280978]}"
2017;St James Community Square;www.sjcommunitysquare.org;Theatre/Performance;Performance Space;3214 W 10th Av, Vancouver, BC, V6K 2L2;Kitsilano;City of Vancouver;4000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1765215, 49.2630518]}"
2017;St. James Anglican Church;www.stjames.bc.ca;Community Space;Place of Worship;303 E Cordova St, Vancouver, BC, V6A 1L4;Strathcona;Other;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0971846, 49.2825039]}"
2017;Stanley Park Nature House;http://stanleyparkecology.ca/education/nature-house/;Museum/Gallery;Museum/Gallery;Stanley Park, Vancouver, BC;Stanley Park;Vancouver Park Board/COV;500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.137914, 49.294408]}"
2017;Strathcona Community Centre;https://vancouver.ca/parks-recreation-culture/strathcona-community-centre.aspx;Community Space;Community Centre/Hall;601 Keefer St, Vancouver, BC, V6A 3V8;Strathcona;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.091546208357, 49.279779792626]}"
2017;Sunset Community Centre;http://www.mysunset.net/;Community Space;Community Centre/Hall;6810 Main St, Vancouver, BC, V5X 0A1;Sunset;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.100610434694, 49.22286659427]}"
2017;Tangent Cafe;http://tangentcafe.ca/;Cafe/Restaurant/Bar;Cafe/Restaurant;2095 Commercial Dr, Vancouver, BC, V5N 4A9;Grandview-Woodland;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0698073, 49.266022]}"
2017;The Anderson Street Space;www.bocadellupo.com/;Studio/Rehearsal;Rehearsal Studio;1405 Anderson St, Vancouver, BC, V6H 3R5;Fairview;Privately Owned;400;30;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134975, 49.271656]}"
2017;The Cobalt;http://www.thecobalt.ca/;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;917 Main St, Vancouver, BC,  V6A 2V8;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1001, 49.276514]}"
2017;The Emerald;http://emeraldsupperclub.com/;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;555 Gore Av, Vancouver, BC, V6A 2Z6;Strathcona;Privately Owned;1500;70;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0975156, 49.2796914]}"
2017;The Rhythm Room;www.s2sproductions.com;Studio/Rehearsal;Rehearsal Studio;8713 Cambie St, Vancouver, BC,;Marpole;Privately Owned;1500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1179859, 49.2064027]}"
2017;Trout Lake Community Centre;https://vancouver.ca/parks-recreation-culture/trout-lake-community-centre.aspx;Community Space;Community Centre/Hall;3360 Victoria Dr, Vancouver, BC, V5N 4M4;Kensington-Cedar Cottage;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.065438, 49.255325]}"
2017;UBC Thunderbird Arena;http://thunderbirdarena.ubc.ca/;Community Space;Arena/Stadium;2555 Wesbrook Mall, Vancouver, BC, V6T 1Z3;UBC;Government;17000;5033;Yes;"{""type"": ""Point"", ""coordinates"": [-123.2413205, 49.2612385]}"
2017;Vancouver Academy of Music;http://vancouveracademyofmusic.com;Educational;Educational Institution;1270 Chestnut St, Vancouver, BC, V6J 4R9;Kitsilano;City of Vancouver;40000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.144548, 49.274884]}"
2017;Vancouver Adapted Music;www.vams.org/;Studio/Rehearsal;Film/Recording Studio;4255 Laurel St, Vancouver, BC, V5Z 2G9;South Cambie;Privately Owned;150;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.125574, 49.247272]}"
2017;Vancouver Japanese Language School and Japanese Hall;http://www.vjls-jh.com;Community Space;Community Centre/Hall;475 Alexander St, Vancouver, BC, V6A 1C6;Strathcona;Non-Profit;36000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.093733, 49.284251]}"
2017;Vancouver Symphony Orchestra School of Music;www.vsoschoolofmusic.ca;Educational;Educational Institution;843 Seymour St, Vancouver, BC, V6B 3L4;Downtown;City of Vancouver;25000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.119768, 49.280221]}"
2017;Wil Aballe Art Projects;http://www.waapart.com/;Museum/Gallery;Museum/Gallery;688 E Hastings St, Vancouver, BC, V6A 1R1;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0757838, 49.2794145]}"
2017;Writers' Exchange;;Studio/Rehearsal;Workshop;881 E Hastings St, Vancouver, BC, V6A 1R8;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0853822, 49.2811097]}"
2016;15th Field Artillery Regiment Museum and Archives;www.memorybc.ca/museum-of-15th-field-artillery-regiment;Museum/Gallery;Museum/Gallery;2025 W 11th Av, Vancouver, BC, V6J 2C7;Kitsilano;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.151123, 49.261938]}"
2016;Alliance for Arts and Culture;http://www.allianceforarts.com;Museum/Gallery;Library/Archives;938 Howe St, Vancouver, BC, V6Z 1N9;Downtown;Privately Owned;4095;30;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1228359, 49.2803099]}"
2016;Architectural Institute of BC Gallery;www.aibc.ca;Museum/Gallery;Museum/Gallery;440 Cambie St, Vancouver, BC, V6B 2N5;Downtown;;250;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1095005, 49.2817199]}"
2016;Art Works Gallery;http://artworksbc.com/;Museum/Gallery;Museum/Gallery;225 Smithe St, Vancouver, BC, V6B 4X7;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1165781, 49.2775077]}"
2016;Arts Club Theatre - Revue Stage;http://www.artsclub.com;Theatre/Performance;Theatre;1601 Johnston St, Vancouver, BC, V6H 3R9;Fairview;Government;6428;198;Yes;"{""type"": ""Point"", ""coordinates"": [-123.13467, 49.272235]}"
2016;Arts Factory;http://www.artsfactorysociety.ca/;Studio/Rehearsal;Artist Studio;281 Industrial, Vancouver, BC, V5A 2P2;Strathcona;City of Vancouver;21000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.098517, 49.270111]}"
2016;Audain Gallery;https://www.sfu.ca/galleries/audain-gallery.html;Museum/Gallery;Museum/Gallery;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.108715, 49.282395]}"
2016;BC Sports Hall of Fame Museum;www.bcsportshalloffame.com;Museum/Gallery;Museum/Gallery;777 Pacific Blvd S, Vancouver, BC, V6B 4Y8;Downtown;Government;15000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.110438, 49.27619]}"
2016;Blue Wave Productions;www.bluewaveproductions.com/;Studio/Rehearsal;Film/Recording Studio;34 W 8th Av, Vancouver, BC, V5Y 1M7;Mount Pleasant;Privately Owned;3475;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.105751, 49.263547]}"
2016;Canadian Memorial United Church and Centre for Peace;http://canadianmemorial.org/;Community Space;Place of Worship;1825 W 16th Av, Vancouver, BC, V6J 2M3;Kitsilano;Other;1170;100;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1468654, 49.2574655]}"
2016;Chan Centre for The Performing Art - Concert Hall;http://www.chancentre.com;Theatre/Performance;Theatre;6265 Crescent Rd, Vancouver, BC, V6T 1Z1;UBC;Government;;1185;Yes;"{""type"": ""Point"", ""coordinates"": [-123.255108, 49.269523]}"
2016;Chan Centre For The Performing Art - Telus Studio Theatre;http://www.chancentre.com;Theatre/Performance;Theatre;6265 Crescent Rd, Vancouver, BC, V6T 1Z1;UBC;Government;;275;Yes;"{""type"": ""Point"", ""coordinates"": [-123.255184, 49.269509]}"
2016;Charles H. Scott Gallery;www.chscott.ecuad.ca;Museum/Gallery;Museum/Gallery;1399 Johnston St, Vancouver, BC, V6H 2R9;Fairview;Government;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.132876, 49.270485]}"
2016;Christ Church Cathedral;http://www.cathedral.vancouver.bc.ca/;Community Space;Place of Worship;690 Burrard St, Vancouver, BC, V6C 2L1;Downtown;Other;18000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1203334, 49.2844929]}"
2016;Cineworks;http://www.cineworks.ca;Studio/Rehearsal;Film/Recording Studio;1131 Howe St, Vancouver, BC, V6Z 2L7;Downtown;City of Vancouver;3000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.126284, 49.278543]}"
2016;Circle Craft Co-Operative Shop & Gallery;www.circlecraft.net/;Museum/Gallery;Museum/Gallery;1666 Johnston St, Vancouver, BC, V6H 3S2;Fairview;Government;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.135541, 49.272369]}"
2016;City of Vancouver Artist Studio;https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx;Studio/Rehearsal;Artist Studio with Residence;428 W 8th Av, Vancouver, BC, V5Y 1N9;Mount Pleasant;Privately Owned;580;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1134394, 49.2636714]}"
2016;Craft Council of British Columbia Gallery;www.craftcouncilbc.ca;Museum/Gallery;Museum/Gallery;1386 Cartwright St, Vancouver, BC, V6H 3R8;Fairview;Government;1200;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.13479, 49.269837]}"
2016;Dear Human Studio and Workshop;http://www.dearhuman.ca/about/;Studio/Rehearsal;Artist Studio;141 W 7th Av, Vancouver, BC, V5Y 1L8;Mount Pleasant;Privately Owned;800;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1078497, 49.2647531]}"
2016;Djavad Mowafaghian Cinema;http://www.sfu.ca/mecs/facilities/goldcorp-centre-for-the-arts/meeting-rooms/djavadmowafaghian.html;Theatre/Performance;Cinema;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;;350;Yes;"{""type"": ""Point"", ""coordinates"": [-123.108528, 49.282364]}"
2016;Dr. Sun Yat-Sen Classical Chinese Garden;www.vancouverchinesegarden.com;Museum/Gallery;Garden/Aquarium/Science Centre;578 Carrall St, Vancouver, BC, V6B 5K2;Downtown;City of Vancouver;5500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.104168, 49.279983]}"
2016;Electric Owl;www.electricowl.ca;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;928 Main St, Vancouver, BC, V6A 2W1;Strathcona;Privately Owned;8000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0997603, 49.2762334]}"
2016;Elm Park Field House;http://vancouver.ca/parks-recreation-culture/elm-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;5800 Elm St, Vancouver, BC, V6N 1A3;Kerrisdale;Vancouver Park Board/COV;530;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1641351, 49.2341311]}"
2016;Falaise Park Field House;http://vancouver.ca/parks-recreation-culture/falaise-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;3434 Falaise Av, Vancouver, BC, V5M 4C1;Renfrew-Collingwood;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.03, 49.2551]}"
2016;FanClub;http://vancouverfanclub.ca/;Theatre/Performance;Performance Space;1050 Granville St, Vancouver, BC, V6Z 1L2;Downtown;Privately Owned;6500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1235587, 49.2784977]}"
2016;Fei & Milton Wong Experimental Theatre;http://www.gvpta.ca/vancouver-theatre-guide/venue/fei-and-milton-wong-experimental-theatre-goldcorp-centre-for-the-arts/;Theatre/Performance;Theatre;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;;440;Yes;"{""type"": ""Point"", ""coordinates"": [-123.10859, 49.282402]}"
2016;FIELD Contemporary;www.field-contemporary.com;Museum/Gallery;Museum/Gallery;17 W Broadway, Vancouver, BC, V5Y 1P1;Mount Pleasant;Privately Owned;800;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1058083, 49.2630895]}"
2016;Fortune Sound Club;http://www.fortunesoundclub.com/;Theatre/Performance;Performance Space;147 E Pender St, Vancouver, BC, V6A 1T5;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1008605, 49.2806621]}"
2016;Gam Gallery;http://gamgallery.com/contact/;Museum/Gallery;Museum/Gallery;110 E Hastings St, Vancouver, BC, V6N 1N4;Downtown;Privately Owned;2000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.101858, 49.2813343]}"
2016;Goh Ballet Academy;www.gohballet.com;Educational;Educational Institution;2345 Main St, Vancouver, BC, V5T 3C9;Mount Pleasant;Privately Owned;12000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.101297, 49.263875]}"
2016;Hadden Park Field House;http://vancouver.ca/parks-recreation-culture/hadden-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;1015 Maple St, Vancouver, BC, V6J 3R4;Kitsilano;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1500693, 49.2770875]}"
2016;Hatch Art Gallery;http://www.ams.ubc.ca/nest/arts-and-attractions/art-gallery/;Museum/Gallery;Museum/Gallery;6133 University Blvd, Vancouver, BC, V6T 1Z1;UBC;Non-Profit;12500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.249913, 49.266025]}"
2016;Havana Gallery;www.havanarestaurant.ca;Museum/Gallery;Museum/Gallery;1212 Commercial Dr, Vancouver, BC, V5L 3X4;Grandview-Woodland;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.069421, 49.273662]}"
2016;Heritage Hall;www.heritagehall.bc.ca;Community Space;Community Centre/Hall;3102 Main St, Vancouver, BC, V5T 3G7;Mount Pleasant;City of Vancouver;3300;150;Yes;"{""type"": ""Point"", ""coordinates"": [-123.100944, 49.257332]}"
2016;Hillcrest Centre;http://vancouver.ca/parks-recreation-culture/hillcrest-centre.aspx;Community Space;Community Centre/Hall;4575 Clancy Loranger Way, Vancouver, BC, V5Y 2M4;Riley Park;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.104291617649, 49.2416922650002]}"
2016;Hot Art Wet City;http://hotartwetcity.com/;Museum/Gallery;Museum/Gallery;2206 Main St, Vancouver, BC, V5T 3C7;Mount Pleasant;Privately Owned;1036;50;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1007282, 49.2653981]}"
2016;Ian Tan Gallery;www.iantangallery.com;Museum/Gallery;Museum/Gallery;2202 Granville St, Vancouver, BC, V6H 4H7;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1383868, 49.2661646]}"
2016;Ice Box Gallery;http://www.iceboxgallery.com;Museum/Gallery;Museum/Gallery;321 Railway St, Vancouver, BC, V6A 1A4;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.097645, 49.2846363]}"
2016;Interurban Gallery;;Museum/Gallery;Museum/Gallery;1 E Hastings St, Vancouver, BC, V6A 1M9;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1043161, 49.2815282]}"
2016;Inuit Gallery of Vancouver;www.inuit.com;Museum/Gallery;Museum/Gallery;206 Cambie St, Vancouver, BC, V6B 2M9;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1088083, 49.2842455]}"
2016;James Black Gallery;http://www.thejamesblack.gallery/;Museum/Gallery;Museum/Gallery;144 E 6th Av, Vancouver, BC, V5T1J5;Mount Pleasant;Privately Owned;1500;15;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1019214, 49.2652632]}"
2016;James Tan Gallery;http://www.jamestan.com/home.htm;Museum/Gallery;Museum/Gallery;437 Columbia St, Vancouver, BC, V6A 2R9;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1023067, 49.2810853]}"
2016;Joy Kogawa House;http://www.kogawahouse.com;Studio/Rehearsal;Artist Studio;1450 W 64th Av, Vancouver, BC, V6P 2N4;Marpole;Non-Profit;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1384686, 49.2128612]}"
2016;Karen Flamenco Dance Society;http://karenflamenco.com;Studio/Rehearsal;Rehearsal Studio;60 W 7th Av, Vancouver, BC, V5Y 1L6;Mount Pleasant;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.106533, 49.2644359]}"
2016;Kerrisdale Community Centre;http://vancouver.ca/parks-recreation-culture/kerrisdale-community-centre.aspx;Community Space;Community Centre/Hall;5851 West Blvd, Vancouver, BC, V6M 3W9;Kerrisdale;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.157092907213, 49.2331853554205]}"
2016;Kitsilano Showboat;http://www.kitsilanoshowboat.com/showboat.html;Community Space;Plaza/Park/Band Shell;2300 Cornwall Av, Vancouver, BC, V6K 1B7;Kitsilano;City of Vancouver;1000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1573621, 49.2725956]}"
2016;Kitsilano War Memorial Community Centre;http://vancouver.ca/parks-recreation-culture/kitsilano-war-memorial-community-centre.aspx;Community Space;Community Centre/Hall;2690 Larch St, Vancouver, BC, V6K 4K9;Kitsilano;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.160105613733, 49.2620553391672]}"
2016;Left of Main;http://www.plasticorchidfactory.com/left-of-main/;Studio/Rehearsal;Rehearsal Studio;544 Main St, Vancouver, BC, V6A 2T9;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.099729, 49.279824]}"
2016;Magic Trout Imaginarium;http://magictroutimaginarium.tumblr.com/;Community Space;Community Centre/Hall;3360 Victoria Dr, Vancouver, BC, V5N 4M4;Grandview-Woodland;Privately Owned;176;12;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0660729, 49.2549423]}"
2016;Malkin Bowl;www.malkinbowl.com;Theatre/Performance;Theatre;610 Pipeline Rd, Vancouver, BC, V6G 3E2;Stanley Park;City of Vancouver;13105;2200;Yes;"{""type"": ""Point"", ""coordinates"": [-123.133438, 49.298848]}"
2016;Marpole-Oakridge Community Centre;http://www.marpoleoakridge.org/;Community Space;Community Centre/Hall;990 W 59th Av, Vancouver, BC, V6P 1X9;Marpole;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.127481913823, 49.2144740996897]}"
2016;Media Club;www.themediaclub.ca;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;695 Cambie St, Vancouver, BC, V6B 2P1;Downtown;City of Vancouver;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1131599, 49.2794398]}"
2016;Metro Theatre Workshop and Rehearsal Hall;;Studio/Rehearsal;Rehearsal Studio;8960 Oak St, Vancouver, BC, V6P 4B7;Marpole;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1300261, 49.203966]}"
2016;Michelle Sirois-Silver Textile Art Studio;michellesirois-silver.com;Studio/Rehearsal;Artist Studio;1610 Clark Dr, Vancouver, BC,;Grandview-Woodland;Privately Owned;200;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0770081, 49.2703062]}"
2016;Monte Clark Gallery;www.monteclarkgallery.com;Museum/Gallery;Museum/Gallery;525 Great Northern Way, Vancouver, BC, V5T 1E1;Strathcona;Privately Owned;4000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0921743, 49.26761]}"
2016;Morris and Helen Belkin Art Gallery;http://www.belkin.ubc.ca/;Museum/Gallery;Museum/Gallery;1825 Main Mall, Vancouver, BC, V6T 1Z2;UBC;Other;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.255944, 49.2683878]}"
2016;Musqueam Cultural Education Resource Centre;http://www.musqueam.bc.ca/;Community Space;Community Centre/Hall;4000 Musqueam Av, Vancouver, BC, V6N 4C6;Dunbar-Southlands;Other;1300;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1989191, 49.2236866]}"
2016;New Leaf Editions;www.newleafeditions.com;Studio/Rehearsal;Workshop;1370 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134665, 49.269841]}"
2016;Old Foundry Building;www.studiostone.ca;Studio/Rehearsal;Artist Studio;1760 Vernon Drive, Vancouver, BC, V6A 3T8;Grandview-Woodland;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0788058, 49.2689417]}"
2016;On Main Gallery;www.onmaingallery.com;Museum/Gallery;Museum/Gallery;200 E 20th Av, Vancouver, BC, V5V 1M1;Riley Park;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.10056, 49.252773]}"
2016;Oppenheimer Park;;Community Space;Plaza/Park/Band Shell;Vancouver, BC;Strathcona;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.094341, 49.282643]}"
2016;Opus Art Supplies;http://opusartsupplies.com;Other;Retail;1360 Johnston St, Vancouver, BC, V6H 3S1;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.133047, 49.270154]}"
2016;Orpheum Theatre;https://vancouver.caparks-recreation-culture/the-orpheum.aspx;Theatre/Performance;Theatre;601 Smithe St, Vancouver, BC, V6B 5G1;Downtown;City of Vancouver;;2688;Yes;"{""type"": ""Point"", ""coordinates"": [-123.12051, 49.279881]}"
