description,currency,cost,unit,parent_key
Digoxin 125 mcg tablet,USD,0.22,tablet,DB00390
Digoxin 250 mcg tablet,USD,0.22,tablet,DB00390
Toloxin 0.0625 mg Tablet,USD,0.27,tablet,DB00390
Toloxin 0.125 mg Tablet,USD,0.27,tablet,DB00390
Toloxin 0.25 mg Tablet,USD,0.27,tablet,DB00390
Digitek 125 mcg tablet,USD,0.28,tablet,DB00390
Digitek 250 mcg tablet,USD,0.28,tablet,DB00390
Lanoxicaps 0.05 mg capsule,USD,0.28,capsule,DB00390
Lanoxin 125 mcg tablet,USD,0.3,tablet,DB00390
Lanoxin 250 mcg tablet,USD,0.3,tablet,DB00390
Lanoxicaps 0.1 mg capsule,USD,0.4,capsule,DB00390
Lanoxin Pediatric 0.05 mg/ml Elixir,USD,0.41,ml,DB00390
Digoxin 0.25 mg/ml ampul,USD,0.61,ml,DB00390
Digoxin 0.25 mg tablet,USD,0.62,tablet,DB00390
Digoxin 0.125 mg tablet,USD,0.64,tablet,DB00390
Lanoxin 0.25 mg tablet,USD,0.66,tablet,DB00390
Lanoxin 0.125 mg tablet,USD,0.73,tablet,DB00390
Parsitan 50 mg Tablet,USD,0.23,tablet,DB00392
Nimodipine 30 mg capsule,USD,9.69,capsule,DB00393
Nimotop 30 mg capsule,USD,9.87,capsule,DB00393
NiMODipine 100 30 mg capsule Box,USD,952.07,box,DB00393
Qvar 40 mcg inhaler,USD,15.12,g,DB00394
Qvar 80 mcg inhaler,USD,19.05,g,DB00394
Qvar 40 mcg/act Aerosol 7.3 gm Inhaler,USD,87.5,inhaler,DB00394
Qvar 80 mcg/act Aerosol 7.3 gm Inhaler,USD,105.64,inhaler,DB00394
Beclomethasone dipro powder,USD,107.1,g,DB00394
Beconase AQ 42 mcg/spray Suspension 25 gm Inhaler,USD,149.32,inhaler,DB00394
Apo-Beclomethasone 50 mcg/dose Metered Dose Spray,USD,0.06,dose,DB00394
Mylan-Beclo Aq. 50 mcg/dose Metered Dose Spray,USD,0.06,dose,DB00394
Nu-Beclomethasone 50 mcg/dose Metered Dose Spray,USD,0.06,dose,DB00394
Qvar Cfc-Free 50 mcg/dose Metered Dose Aerosol,USD,0.16,dose,DB00394
Qvar Cfc-Free 100 mcg/dose Metered Dose Aerosol,USD,0.33,dose,DB00394
Propaderm 250 mcg/g Cream,USD,0.46,g,DB00394
Carisoprodol powder,USD,1.17,g,DB00395
Soma 250 mg tablet,USD,3.24,tablet,DB00395
Soma Compound 200-325 mg tablet,USD,4.58,tablet,DB00395
Soma 350 mg tablet,USD,5.75,tablet,DB00395
Flexall 7% gel,USD,0.05,g,DB00395
Flexall 16% gel,USD,0.06,g,DB00395
Flexall plus gel,USD,0.08,g,DB00395
Carisoprodol 350 mg tablet,USD,0.57,tablet,DB00395
Prometrium 100 mg capsule,USD,1.69,capsule,DB00396
First-progesterone vgs 25 suppository,USD,2.88,each,DB00396
First-progesterone vgs 50 suppository,USD,2.93,each,DB00396
First-progesterone vgs 100 suppository,USD,3.0,each,DB00396
First-progesterone vgs 200 suppository,USD,3.15,each,DB00396
First-progesterone vgs 400 susuppositoryp,USD,3.33,each,DB00396
Prometrium 200 mg capsule,USD,3.84,capsule,DB00396
Progesterone oil 50 mg/ml vial,USD,3.88,ml,DB00396
Progesterone 50 mg/ml,USD,6.6,ml,DB00396
Prochieve 4% gel,USD,8.56,g,DB00396
Prochieve 8% gel,USD,12.0,g,DB00396
Crinone 8% gel,USD,13.61,g,DB00396
Prochieve 8% Gel 1.45 gm Tube,USD,14.83,tube,DB00396
Crinone 8% Gel (1 Box = 6 Applications),USD,84.26,box,DB00396
Prochieve 4% Gel (18 Applicators Per Box),USD,160.18,tube,DB00396
Progesterone powder milled,USD,0.73,g,DB00396
Progesterone powder micronized,USD,0.74,g,DB00396
Entex ER 10-300 mg 12 Hour Capsule,USD,1.14,capsule,DB00397
Naldecon Senior EX 200 mg/5ml Syrup 118ml Bottle,USD,15.99,bottle,DB00397
Triaminic chest-nasal cong liq,USD,0.04,ml,DB00397
Triaminic cold & cough liquid,USD,0.04,ml,DB00397
Triaminic cold-allergy pe liq,USD,0.04,ml,DB00397
Triaminic cough-nasal cong liquid,USD,0.04,ml,DB00397
Triaminic cough-sore throat liquid,USD,0.04,ml,DB00397
Triaminic flu cough-fever suspension,USD,0.04,ml,DB00397
Triaminic flu-cough-fever liquid,USD,0.04,ml,DB00397
Triaminic-d syrup,USD,0.04,ml,DB00397
Apap allergy sinus caplet,USD,0.05,caplet,DB00397
Naldecon-dx senior,USD,0.06,ml,DB00397
Codimal dm syrup,USD,0.16,ml,DB00397
Codimal DH 5-8.33-1.66 mg/5ml Syrup,USD,0.18,ml,DB00397
Despec-exp syrup,USD,0.18,ml,DB00397
Dexatrim natural caplet,USD,0.19,caplet,DB00397
Triaminicin tablet,USD,0.23,tablet,DB00397
Childrens triaminic decon spray,USD,0.24,ml,DB00397
Triaminic softchews tablet,USD,0.25,tablet,DB00397
Triaminic cough-cold chew,USD,0.27,each,DB00397
Triaminic softchew tablet,USD,0.27,tablet,DB00397
Triaminic cgh-runny nose strip,USD,0.3,strip,DB00397
Triaminic cough strips,USD,0.3,strip,DB00397
Conex tablet,USD,0.33,tablet,DB00397
Triaminic allergy thin strip,USD,0.35,strip,DB00397
Triaminic cold-stuff nose strip,USD,0.35,strip,DB00397
Despec-tab tablet,USD,0.47,tablet,DB00397
Despec-dm tablet,USD,0.61,tablet,DB00397
Codimal la capsule,USD,0.7,capsule,DB00397
Nexavar 200 mg tablet,USD,66.61,tablet,DB00398
Reclast 5 mg/100 ml solution,USD,12.88,ml,DB00399
Reclast 5 mg/100ml Solution,USD,13.39,ml,DB00399
Zometa 4 mg/5ml Concentrate 5ml Vial,USD,1095.69,vial,DB00399
Griseofulvin powder,USD,2.2,g,DB00400
Gris-peg 125 mg tablet,USD,2.24,tablet,DB00400
Gris-peg 250 mg tablet,USD,2.75,tablet,DB00400
Grifulvin v 500 mg tablet,USD,4.78,tablet,DB00400
Griseofulvin Microsize 125 mg/5ml Suspension 120ml Bottle,USD,43.0,bottle,DB00400
Sular 10 mg 24 Hour tablet,USD,2.36,tablet,DB00401
Sular 40 mg tablet,USD,2.61,tablet,DB00401
Sular 30 mg tablet,USD,3.1,tablet,DB00401
Sular 30 mg 24 Hour tablet,USD,3.23,tablet,DB00401
Sular 40 mg 24 Hour tablet,USD,3.23,tablet,DB00401
Sular 20 mg tablet,USD,3.37,tablet,DB00401
Sular 8.5 mg tablet,USD,4.13,tablet,DB00401
Sular 25.5 mg tablet,USD,4.35,tablet,DB00401
Nisoldipine er 20 mg tablet,USD,4.65,tablet,DB00401
Sular 10 mg tablet,USD,5.04,tablet,DB00401
Sular 8.5 mg 24 Hour tablet,USD,5.04,tablet,DB00401
Nisoldipine er 30 mg tablet,USD,5.07,tablet,DB00401
Nisoldipine er 40 mg tablet,USD,5.07,tablet,DB00401
Sular 17 mg tablet,USD,5.17,tablet,DB00401
Sular 34 mg tablet,USD,5.64,tablet,DB00401
Sular 17 mg 24 Hour tablet,USD,6.48,tablet,DB00401
Sular 25.5 mg 24 Hour tablet,USD,6.84,tablet,DB00401
Sular 34 mg 24 Hour tablet,USD,6.84,tablet,DB00401
Lunesta 1 mg tablet,USD,7.24,tablet,DB00402
Lunesta 3 mg tablet,USD,7.28,tablet,DB00402
Lunesta 2 mg tablet,USD,8.08,tablet,DB00402
ALPRAZolam 0.5 mg 24 Hour tablet,USD,1.07,tablet,DB00404
Xanax 0.25 mg tablet,USD,1.09,tablet,DB00404
Alprazolam 2 mg tablet,USD,1.22,tablet,DB00404
Xanax 0.5 mg tablet,USD,1.3,tablet,DB00404
Alprazolam 1 mg/ml oral conc,USD,2.23,ml,DB00404
Xanax 1 mg tablet,USD,2.29,tablet,DB00404
ALPRAZolam 1 mg 24 Hour tablet,USD,2.33,tablet,DB00404
Niravam 0.25 mg tablet,USD,2.43,tablet,DB00404
ALPRAZolam 2 mg 24 Hour tablet,USD,2.53,tablet,DB00404
Xanax xr 0.5 mg tablet,USD,2.93,tablet,DB00404
Xanax XR 0.5 mg 24 Hour tablet,USD,3.01,tablet,DB00404
Niravam 0.5 mg tablet,USD,3.02,tablet,DB00404
Niravam 0.25 mg Dispersible Tablet,USD,3.45,dispersible tablet,DB00404
Xanax XR 1 mg 24 Hour tablet,USD,3.64,tablet,DB00404
Xanax xr 1 mg tablet,USD,3.64,tablet,DB00404
ALPRAZolam 3 mg 24 Hour tablet,USD,3.67,tablet,DB00404
Xanax 2 mg tablet,USD,3.82,tablet,DB00404
Niravam 1 mg tablet,USD,4.04,tablet,DB00404
Niravam 0.5 mg Dispersible Tablet,USD,4.2,dispersible tablet,DB00404
Xanax XR 2 mg 24 Hour tablet,USD,4.73,tablet,DB00404
Xanax xr 2 mg tablet,USD,4.84,tablet,DB00404
Niravam 1 mg Dispersible Tablet,USD,5.42,dispersible tablet,DB00404
Niravam 2 mg tablet,USD,6.86,tablet,DB00404
Xanax XR 3 mg 24 Hour tablet,USD,7.1,tablet,DB00404
Xanax xr 3 mg tablet,USD,7.25,tablet,DB00404
Niravam 2 mg Dispersible Tablet,USD,8.53,dispersible tablet,DB00404
ALPRAZolam Intensol 1 mg/ml Concentrate 30ml Bottle,USD,67.03,bottle,DB00404
Apo-Alpraz 0.25 mg Tablet,USD,0.08,tablet,DB00404
Mylan-Alprazolam 0.25 mg Tablet,USD,0.08,tablet,DB00404
Novo-Alprazol 0.25 mg Tablet,USD,0.08,tablet,DB00404
Apo-Alpraz 0.5 mg Tablet,USD,0.1,tablet,DB00404
Mylan-Alprazolam 0.5 mg Tablet,USD,0.1,tablet,DB00404
Novo-Alprazol 0.5 mg Tablet,USD,0.1,tablet,DB00404
Alprazolam 0.25 mg tablet,USD,0.55,tablet,DB00404
Alprazolam 0.5 mg tablet,USD,0.67,tablet,DB00404
Alprazolam 1 mg tablet,USD,0.78,tablet,DB00404
Ala-hist ir 2 mg tablet,USD,0.82,tablet,DB00405
Gentian violet 1% solution,USD,0.08,ml,DB00406
Gentian violet 2% solution,USD,0.16,ml,DB00406
Loxapine Succinate 5 mg capsule,USD,1.03,capsule,DB00408
Loxapine 10 mg capsule,USD,1.27,capsule,DB00408
Loxitane 5 mg capsule,USD,1.58,capsule,DB00408
Loxapine 25 mg capsule,USD,1.92,capsule,DB00408
Loxitane 10 mg capsule,USD,2.04,capsule,DB00408
Loxapine 50 mg capsule,USD,2.57,capsule,DB00408
Loxitane 25 mg capsule,USD,3.09,capsule,DB00408
Loxitane 50 mg capsule,USD,4.04,capsule,DB00408
Loxapac 50 mg/ml,USD,7.05,ml,DB00408
Pms-Loxapine 2.5 mg Tablet,USD,0.08,tablet,DB00408
Pms-Loxapine 5 mg Tablet,USD,0.16,tablet,DB00408
Pms-Loxapine 10 mg Tablet,USD,0.26,tablet,DB00408
Pms-Loxapine 25 mg Tablet,USD,0.41,tablet,DB00408
Pms-Loxapine 50 mg Tablet,USD,0.54,tablet,DB00408
Loxapine 5 mg capsule,USD,0.99,capsule,DB00408
Mupirocin 2% ointment,USD,1.94,g,DB00410
Bactroban 2% ointment,USD,3.37,g,DB00410
Bactroban 2% cream,USD,3.57,g,DB00410
Centany 2% ointment,USD,3.98,g,DB00410
Bactroban nasal 2% ointment,USD,10.03,g,DB00410
Bactroban Nasal 2% Ointment 1 gm Tube,USD,11.5,tube,DB00410
Mupirocin 2% Ointment 22 gm Tube,USD,44.46,tube,DB00410
Mupirocin powder,USD,44.8,g,DB00410
Bactroban 2% Cream 15 gm Tube,USD,62.17,tube,DB00410
Bactroban 2% Ointment 22 gm Tube,USD,77.01,tube,DB00410
Bactroban 2% Cream 30 gm Tube,USD,92.21,tube,DB00410
Taro-Mupirocin 2 % Ointment,USD,0.36,g,DB00410
Bactroban 2 % Cream,USD,0.55,g,DB00410
Bactroban 2 % Ointment,USD,0.55,g,DB00410
Isopto carbachol 1.5% drops,USD,3.07,ml,DB00411
Isopto carbachol 3% drops,USD,3.51,ml,DB00411
Miostat vial,USD,32.4,ml,DB00411
Isopto Carbachol 1.5% Solution 30ml Bottle,USD,44.99,bottle,DB00411
Isopto Carbachol 1.5% Solution 15ml Bottle,USD,48.64,bottle,DB00411
Carbachol 99% powder,USD,53.1,g,DB00411
Isopto Carbachol 3% Solution 15ml Bottle,USD,61.76,bottle,DB00411
Isopto Carbachol 1.5 % Solution,USD,0.76,ml,DB00411
Isopto Carbachol 3 % Solution,USD,0.91,ml,DB00411
Avandia 2 mg tablet,USD,3.22,tablet,DB00412
Avandia 4 mg tablet,USD,4.72,tablet,DB00412
Avandia 8 mg tablet,USD,8.69,tablet,DB00412
Mirapex 0.25 mg Tablet,USD,1.1,tablet,DB00413
Apo-Pramipexole 1 mg Tablet,USD,1.23,tablet,DB00413
Apo-Pramipexole 1.5 mg Tablet,USD,1.23,tablet,DB00413
Co Pramipexole 1 mg Tablet,USD,1.23,tablet,DB00413
Co Pramipexole 1.5 mg Tablet,USD,1.23,tablet,DB00413
Novo-Pramipexole 1 mg Tablet,USD,1.23,tablet,DB00413
Novo-Pramipexole 1.5 mg Tablet,USD,1.23,tablet,DB00413
Pms-Pramipexole 1 mg Tablet,USD,1.23,tablet,DB00413
Pms-Pramipexole 1.5 mg Tablet,USD,1.23,tablet,DB00413
Sandoz Pramipexole 1 mg Tablet,USD,1.23,tablet,DB00413
Sandoz Pramipexole 1.5 mg Tablet,USD,1.23,tablet,DB00413
Mirapex 1 mg Tablet,USD,2.2,tablet,DB00413
Mirapex 1.5 mg Tablet,USD,2.2,tablet,DB00413
Pramipexole di-hcl 0.125 mg tablet,USD,2.95,tablet,DB00413
Pramipexole di-hcl 0.25 mg tablet,USD,2.95,tablet,DB00413
Pramipexole di-hcl 0.5 mg tablet,USD,2.95,tablet,DB00413
Pramipexole di-hcl 1 mg tablet,USD,2.95,tablet,DB00413
Pramipexole di-hcl 1.5 mg tablet,USD,2.95,tablet,DB00413
Pramipexole Dihydrochloride 0.125 mg tablet,USD,3.07,tablet,DB00413
Pramipexole Dihydrochloride 0.25 mg tablet,USD,3.07,tablet,DB00413
Pramipexole Dihydrochloride 0.5 mg tablet,USD,3.07,tablet,DB00413
Pramipexole Dihydrochloride 1 mg tablet,USD,3.07,tablet,DB00413
Pramipexole Dihydrochloride 1.5 mg tablet,USD,3.07,tablet,DB00413
Mirapex 0.75 mg tablet,USD,3.28,tablet,DB00413
Mirapex 0.25 mg tablet,USD,3.42,tablet,DB00413
Mirapex 0.5 mg tablet,USD,3.42,tablet,DB00413
Mirapex 1 mg tablet,USD,3.42,tablet,DB00413
Mirapex 1.5 mg tablet,USD,3.42,tablet,DB00413
Mirapex 0.125 mg tablet,USD,3.48,tablet,DB00413
Mirapex er 0.375 mg tablet,USD,9.83,tablet,DB00413
Mirapex er 0.75 mg tablet,USD,9.83,tablet,DB00413
Mirapex er 1.5 mg tablet,USD,9.83,tablet,DB00413
Mirapex er 3 mg tablet,USD,9.83,tablet,DB00413
Mirapex er 4.5 mg tablet,USD,9.83,tablet,DB00413
Apo-Pramipexole 0.25 mg Tablet,USD,0.62,tablet,DB00413
Co Pramipexole 0.25 mg Tablet,USD,0.62,tablet,DB00413
Novo-Pramipexole 0.25 mg Tablet,USD,0.62,tablet,DB00413
Pms-Pramipexole 0.25 mg Tablet,USD,0.62,tablet,DB00413
Sandoz Pramipexole 0.25 mg Tablet,USD,0.62,tablet,DB00413
Ampicillin Sodium 250 mg/vial,USD,2.15,vial,DB00415
Ampicillin Sodium 500 mg/vial,USD,2.26,vial,DB00415
Ampicillin tr 250 mg capsule,USD,3.53,capsule,DB00415
Ampicillin Sodium 1 g/vial,USD,3.78,vial,DB00415
Ampicillin Sodium 2 g/vial,USD,7.56,vial,DB00415
Principen 250 mg/5ml Suspension 100ml Bottle,USD,7.99,bottle,DB00415
Ampicillin 1 gm vial,USD,8.64,vial,DB00415
Principen 250 mg/5ml Suspension 200ml Bottle,USD,16.27,bottle,DB00415
Ampicillin 2 gm vial,USD,16.75,vial,DB00415
Ampicillin 10 gm vial,USD,107.77,vial,DB00415
Ampicillin 250 mg capsule,USD,0.44,capsule,DB00415
Ampicillin 500 mg capsule,USD,0.5,capsule,DB00415
Ampicillin tr 500 mg capsule,USD,0.61,capsule,DB00415
Penicillin V Potassium 250 mg/5ml Solution 100ml Bottle,USD,12.99,bottle,DB00417
Apo-Pen-Vk 25 mg/ml Liquid,USD,0.06,ml,DB00417
Apo-Pen-Vk 60 mg/ml Liquid,USD,0.06,ml,DB00417
Novo-Pen-Vk 60 mg/ml Liquid,USD,0.06,ml,DB00417
Apo-Pen-Vk 300 mg Tablet,USD,0.07,tablet,DB00417
Novo-Pen-Vk 300 mg Tablet,USD,0.07,tablet,DB00417
Nu-Pen-Vk 300 mg Tablet,USD,0.07,tablet,DB00417
Penicillin vk 250 mg tablet,USD,0.23,tablet,DB00417
Veetids 250 mg tablet,USD,0.24,tablet,DB00417
Penicillin vk 500 mg tablet,USD,0.4,tablet,DB00417
Veetids 500 mg tablet,USD,0.43,tablet,DB00417
Penicillin V Potassium 250 mg tablet,USD,0.47,tablet,DB00417
Penicillin V Potassium 500 mg tablet,USD,0.77,tablet,DB00417
Seconal sodium 100 mg capsule,USD,4.91,capsule,DB00418
Seconal 100 mg capsule,USD,5.23,capsule,DB00418
Seconal sodium 100 mg pulvul,USD,0.93,each,DB00418
Zavesca 100 mg capsule,USD,160.67,capsule,DB00419
Chlorpromazine 200 mg tablet,USD,1.05,tablet,DB00420
Chlorpromazine 25 mg/ml amp,USD,8.04,ml,DB00420
Chlorpromazine 25 mg tablet,USD,0.17,tablet,DB00420
Novo-Chlorpromazine 25 mg Tablet,USD,0.18,tablet,DB00420
Novo-Chlorpromazine 50 mg Tablet,USD,0.21,tablet,DB00420
Chlorpromazine 50 mg tablet,USD,0.3,tablet,DB00420
Chlorpromazine 10 mg tablet,USD,0.32,tablet,DB00420
Novo-Chlorpromazine 100 mg Tablet,USD,0.35,tablet,DB00420
Chlorpromazine 100 mg tablet,USD,0.39,tablet,DB00420
Chlorpromazine Hcl 25 mg/ml,USD,0.88,ml,DB00420
Aldactazide 25-25 tablet,USD,1.04,tablet,DB00421
Aldactazide 25-25 mg tablet,USD,1.26,tablet,DB00421
Spironolactone 100 mg tablet,USD,1.45,tablet,DB00421
Aldactone 50 mg tablet,USD,1.84,tablet,DB00421
Aldactazide 50-50 tablet,USD,1.92,tablet,DB00421
Aldactazide 50-50 mg tablet,USD,2.02,tablet,DB00421
Aldactone 100 mg tablet,USD,2.14,tablet,DB00421
Spironolactone powder,USD,12.56,g,DB00421
Novo-Spiroton 25 mg Tablet,USD,0.11,tablet,DB00421
Novo-Spiroton 100 mg Tablet,USD,0.25,tablet,DB00421
Spironolactone 25 mg tablet,USD,0.5,tablet,DB00421
Spironolactone-HCTZ 25-25 mg tablet,USD,0.57,tablet,DB00421
Aldactone 25 mg tablet,USD,0.8,tablet,DB00421
Spironolactone 50 mg tablet,USD,0.83,tablet,DB00421
Methylin ER 10 mg,USD,1.0,tab,DB00422
Methylphenidate HCl 20 mg tablet,USD,1.05,tablet,DB00422
Methylin er 20 mg tablet,USD,1.12,tablet,DB00422
Methylphenidate HCl CR 20 mg Controlled Release Tabs,USD,1.2,tab,DB00422
Focalin 5 mg tablet,USD,1.26,tablet,DB00422
Metadate er 10 mg tablet sa,USD,1.28,tablet,DB00422
Ritalin 10 mg tablet,USD,1.29,tablet,DB00422
Methylin ER 20 mg Controlled Release Tabs,USD,1.3,tab,DB00422
Metadate er 20 mg tablet,USD,1.32,tablet,DB00422
Ritalin 5 mg tablet,USD,1.42,tablet,DB00422
Focalin 10 mg tablet,USD,1.7,tablet,DB00422
Ritalin 20 mg tablet,USD,1.87,tablet,DB00422
Ritalin sr 20 mg tablet,USD,2.67,tablet,DB00422
Ritalin SR 20 mg Controlled Release Tabs,USD,3.0,tab,DB00422
Methylphenidate er 10 mg tablet,USD,3.24,tablet,DB00422
Metadate cd 10 mg capsule,USD,4.2,capsule,DB00422
Metadate cd 20 mg capsule,USD,4.24,capsule,DB00422
Metadate cd 30 mg capsule,USD,4.24,capsule,DB00422
Concerta 18 mg tablet sa,USD,4.27,tablet,DB00422
Ritalin la 10 mg capsule,USD,4.33,capsule,DB00422
Ritalin la 20 mg capsule,USD,4.33,capsule,DB00422
Concerta 27 mg tablet sa,USD,4.37,tablet,DB00422
Ritalin LA 10 mg 24 Hour Capsule,USD,4.42,capsule,DB00422
Ritalin LA 20 mg 24 Hour Capsule,USD,4.42,capsule,DB00422
Ritalin LA 30 mg 24 Hour Capsule,USD,4.42,capsule,DB00422
Ritalin LA 40 mg 24 Hour Capsule,USD,4.42,capsule,DB00422
Ritalin la 30 mg capsule,USD,4.43,capsule,DB00422
Concerta 36 mg tablet sa,USD,4.51,tablet,DB00422
Ritalin la 40 mg capsule,USD,4.55,capsule,DB00422
Focalin XR 5 mg 24 Hour Capsule,USD,4.83,capsule,DB00422
Focalin XR 15 mg 24 Hour Capsule,USD,4.89,capsule,DB00422
Concerta 54 mg tablet sa,USD,4.91,tablet,DB00422
Focalin xr 5 mg capsule,USD,4.95,capsule,DB00422
Focalin XR 10 mg 24 Hour Capsule,USD,4.96,capsule,DB00422
Concerta 18 mg Controlled Release Tabs,USD,5.0,tab,DB00422
Concerta 27 mg Controlled Release Tabs,USD,5.0,tab,DB00422
Focalin xr 10 mg capsule,USD,5.02,capsule,DB00422
Focalin XR 30 mg 24 Hour Capsule,USD,5.15,capsule,DB00422
Daytrana 10 mg/9 hr patch,USD,5.16,patch,DB00422
Daytrana 15 mg/9 hr patch,USD,5.16,patch,DB00422
Daytrana 20 mg/9 hour patch,USD,5.16,patch,DB00422
Daytrana 30 mg/9 hour patch,USD,5.16,patch,DB00422
Focalin xr 15 mg capsule,USD,5.16,capsule,DB00422
Focalin xr 20 mg capsule,USD,5.16,capsule,DB00422
Focalin XR 20 mg 24 Hour Capsule,USD,5.31,capsule,DB00422
Focalin xr 30 mg capsule,USD,5.42,capsule,DB00422
Concerta 36 mg Controlled Release Tabs,USD,5.72,tab,DB00422
Metadate cd 40 mg capsule,USD,5.77,capsule,DB00422
Concerta 54 mg Controlled Release Tabs,USD,6.18,tab,DB00422
Metadate cd 60 mg capsule,USD,7.02,capsule,DB00422
Metadate cd 50 mg capsule,USD,7.08,capsule,DB00422
Concerta er 18 mg tablet,USD,22.11,tablet,DB00422
Concerta er 27 mg tablet,USD,22.65,tablet,DB00422
Concerta er 36 mg tablet,USD,23.38,tablet,DB00422
Concerta er 54 mg tablet,USD,25.45,tablet,DB00422
Methylphenidate hcl powder,USD,44.62,g,DB00422
Daytrana 30 20 mg/9hr Patches Box,USD,168.72,box,DB00422
Daytrana 30 10 mg/9hr Patches Box,USD,172.78,box,DB00422
Daytrana 30 30 mg/9hr Patches Box,USD,174.73,box,DB00422
Daytrana 30 15 mg/9hr Patches Box,USD,175.64,box,DB00422
Pms-Methylphenidate 5 mg Tablet,USD,0.1,tablet,DB00422
Apo-Methylphenidate 10 mg Tablet,USD,0.17,tablet,DB00422
Pms-Methylphenidate 10 mg Tablet,USD,0.17,tablet,DB00422
Methylin 5 mg tablet,USD,0.33,tablet,DB00422
Methylphenidate 5 mg tablet,USD,0.33,tablet,DB00422
Apo-Methylphenidate 20 mg Tablet,USD,0.37,tablet,DB00422
Apo-Methylphenidate Sr 20 mg Extended-Release Tablet,USD,0.37,tablet,DB00422
Pms-Methylphenidate 20 mg Tablet,USD,0.37,tablet,DB00422
Sandoz Methylphenidate 20 mg Extended-Release Tablet,USD,0.37,tablet,DB00422
Ritalin 10 mg Tablet,USD,0.38,tablet,DB00422
Methylin 10 mg tablet,USD,0.48,tablet,DB00422
Methylphenidate 10 mg tablet,USD,0.48,tablet,DB00422
Ritalin 20 mg Tablet,USD,0.67,tablet,DB00422
Ritalin Sr 20 mg Extended-Release Tablet,USD,0.67,tablet,DB00422
Methylin 20 mg tablet,USD,0.69,tablet,DB00422
Methylphenidate 20 mg tablet,USD,0.69,tablet,DB00422
Focalin 2.5 mg tablet,USD,0.76,tablet,DB00422
Methylin er 10 mg tablet,USD,0.84,tablet,DB00422
Methylphenidate HCl 5 mg tablet,USD,0.94,tablet,DB00422
Methylphenidate HCl 10 mg tablet,USD,0.95,tablet,DB00422
Robaxin 500 mg tablet,USD,1.68,tablet,DB00423
Robaxin-750 tablet,USD,1.99,tablet,DB00423
Robaxin 100 mg/ml vial,USD,2.2,ml,DB00423
Robaxin-750 750 mg tablet,USD,2.48,tablet,DB00423
Methocarbamol 500 mg tablet,USD,0.38,tablet,DB00423
Methocarbamol 750 mg tablet,USD,0.49,tablet,DB00423
Methocarbamol powder,USD,0.95,g,DB00423
Levsin 0.125 mg tablet,USD,1.08,tablet,DB00424
Symax-sl 0.125 mg tablet sl,USD,1.17,tablet,DB00424
Symax fastabs 0.125 mg tablet,USD,1.21,tablet,DB00424
Levsin/SL 0.125 mg Sublingual Tabs,USD,1.24,tab,DB00424
Symax-sr 0.375 mg tablet,USD,1.4,tablet,DB00424
Levbid 0.375 mg tablet sa,USD,1.44,tablet,DB00424
Hyoscyamine Sulfate CR 0.375 mg 12 Hour tablet,USD,1.66,tablet,DB00424
Levbid er 0.375 mg tablet,USD,2.09,tablet,DB00424
Levbid 0.375 mg 12 Hour tablet,USD,2.12,tablet,DB00424
Symax duotab,USD,2.4,tablet,DB00424
Symax-SL 0.125 mg Sublingual Tabs,USD,3.29,tab,DB00424
Symax Duotab 0.375 mg Controlled Release Tabs,USD,3.73,tab,DB00424
Hyoscyamine sulfate powder,USD,25.69,g,DB00424
Levsin 0.5 mg/ml ampul,USD,27.33,ml,DB00424
Levsin 0.125 mg/ml Solution 15ml Bottle,USD,49.09,bottle,DB00424
Anaspaz 0.125 mg tablet sl,USD,0.26,tablet,DB00424
Levsin 0.125 mg/5ml Elixir,USD,0.29,ml,DB00424
Anaspaz 0.125 mg Dispersible Tablet,USD,0.36,dispersible tablet,DB00424
Hyoscyamine sul 0.15 mg tablet sl,USD,0.39,tablet,DB00424
Hyoscyamine 0.125 mg tablet sl,USD,0.53,tablet,DB00424
Hyoscyamine su 0.125 mg tablet,USD,0.64,tablet,DB00424
Hyoscyamine sulf 0.125 mg tablet,USD,0.79,tablet,DB00424
Hyoscyamine Sulfate 0.125 mg Dispersible Tablet,USD,0.83,dispersible tablet,DB00424
Hyomax-sl 0.125 mg tablet sl,USD,0.86,tablet,DB00424
Hyoscyamine Sulfate 0.125 mg Sublingual Tabs,USD,0.88,tab,DB00424
Nulev 0.125 mg tablet,USD,0.91,tablet,DB00424
Hyoscyamine Sulfate 0.125 mg tablet,USD,0.93,tablet,DB00424
Levsin-sl 0.125 mg tablet sl,USD,0.97,tablet,DB00424
Zolpidem tartrate 10 mg tablet,USD,2.73,tablet,DB00425
Zolpidem tartrate 5 mg tablet,USD,2.73,tablet,DB00425
Edluar 10 mg sl tablet,USD,5.0,tablet,DB00425
Edluar 5 mg sl tablet,USD,5.0,tablet,DB00425
Ambien CR 12.5 mg Controlled Release Tabs,USD,6.0,tab,DB00425
Ambien CR 6.25 mg Controlled Release Tabs,USD,6.0,tab,DB00425
Ambien 5 mg tablet,USD,6.04,tablet,DB00425
Ambien 10 mg tablet,USD,6.11,tablet,DB00425
Ambien cr 12.5 mg tablet,USD,6.19,tablet,DB00425
Ambien cr 6.25 mg tablet,USD,6.19,tablet,DB00425
Famciclovir 125 mg tablet,USD,5.34,tablet,DB00426
Famciclovir 250 mg tablet,USD,5.81,tablet,DB00426
Famvir 125 mg tablet,USD,6.59,tablet,DB00426
Famvir 250 mg tablet,USD,7.16,tablet,DB00426
Famciclovir 500 mg tablet,USD,11.67,tablet,DB00426
