sequence,left_drugbank_id,left_drugbank_name,right_drugbank_id,right_drugbank_name,parent_key
2,DB01024,Mycophenolic acid,DBMET02606,6-O-desmethyl-MPA (DM-MPA),DB00688
2,DB01024,Mycophenolic acid,DBMET02610,7-O-MPA glucoside,DB00688
1,DB00690,Flurazepam,DBMET00882,Hydroxyethylflurazepam,DB00690
1,DB00690,Flurazepam,DBMET00933,N-desalkyl flurazepam,DB00690
1,DB00691,Moexipril,DBMET01140,Moexiprilat,DB00691
1,DB00695,Furosemide,DBMET02949,Furosemide glucuronide,DB00695
1,DB00695,Furosemide,DBMET00729,4-chloro-5-sulfamoylanthranilic acid,DB00695
1,DB00697,Tizanidine,DBMET00273,"5-chloro-4-(guanidino)-2,1,3-benzothiadiazole",DB00697
1,DB00697,Tizanidine,DBMET02429,"5-chloro-4-(2- imidazolin-4-on-2-ylamino)-2,1,3-benzothiazdiazole",DB00697
1,DB00698,Nitrofurantoin,DBMET00798,Aminofurantoin,DB00698
1,DB00699,Nicergoline,DBMET00320,"10-alpha-methoxy-9,10-dihydrolysergol",DB00699
1,DB00700,Eplerenone,DBMET01654,6beta-hydroxyeplerenone,DB00700
1,DB00700,Eplerenone,DBMET01655,21-hydroxyeplerenone,DB00700
1,DB00702,Icodextrin,DBMET00523,Maltotriose,DB00702
1,DB00702,Icodextrin,DBMET00525,Maltotetraose,DB00702
1,DB00702,Icodextrin,DBMET00495,Maltose,DB00702
1,DB00704,Naltrexone,DBMET00760,6-beta-naltrexol,DB00704
1,DB00705,Delavirdine,DBMET00360,N-desalkyl delavirdine,DB00705
1,DB00706,Tamsulosin,DBMET02488,Tamsulosin M-1 Metabolite,DB00706
1,DB00706,Tamsulosin,DBMET02489,Tamsulosin AM-1 Metabolite,DB00706
1,DB00706,Tamsulosin,DBMET02490,Tamsulosin M-3 Metabolite,DB00706
1,DB00706,Tamsulosin,DBMET02491,Tamsulosin M-4 Metabolite,DB00706
1,DB00706,Tamsulosin,DBMET02492,Tamsulosin M-2 Metabolite,DB00706
2,DBMET02492,Tamsulosin M-2 Metabolite,DBMET02493,Tamsulosin M-2-Glu Metabolite,DB00706
2,DBMET02491,Tamsulosin M-4 Metabolite,DBMET02494,Tamsulosin M-4-Glu Metabolite,DB00706
2,DBMET02488,Tamsulosin M-1 Metabolite,DBMET02495,Tamsulosin M-1-Glu Metabolite,DB00706
2,DBMET02488,Tamsulosin M-1 Metabolite,DBMET02496,Tamsulosin M-1-Sul Metabolite,DB00706
2,DBMET02490,Tamsulosin M-3 Metabolite,DBMET02497,Tamsulosin M-3-Glu Metabolite,DB00706
2,DBMET02490,Tamsulosin M-3 Metabolite,DBMET02498,Tamsulosin M-3-Sul Metabolite,DB00706
1,DB00709,Lamivudine,DBMET00895,Lamivudine sulfoxide,DB00709
1,DB00709,Lamivudine,DBMET00896,Lamivudine-diphosphate-choline,DB00709
1,DB00709,Lamivudine,DBMET00897,Lamivudine-diphosphate-ethanolamine,DB00709
1,DB00709,Lamivudine,DBMET00898,Lamivudine-monophosphate,DB00709
1,DB00709,Lamivudine,DBMET00899,Lamivudine-triphosphate,DB00709
1,DB00711,Diethylcarbamazine,DBMET00836,diethylcarbamazine N-oxide,DB00711
1,DB00712,Flurbiprofen,DBMET00151,4'-Hydroxyflurbiprofen,DB00712
1,DB00712,Flurbiprofen,DBMET00152,Flurbiprofen glucuronide,DB00712
1,DB00714,Apomorphine,DBMET03128,Apocodeine,DB00714
1,DB00714,Apomorphine,DBMET03129,Isoapocodeine,DB00714
1,DB00714,Apomorphine,DBMET03130,O-quinone,DB00714
1,DB00714,Apomorphine,DBMET03131,Apomorphine 10-glucuronide,DB00714
1,DB00714,Apomorphine,DBMET03132,Apomorphine 11-glucuronide,DB00714
1,DB00714,Apomorphine,DBMET03133,Norapomorphine,DB00714
1,DB00715,Paroxetine,DBMET02679,Paroxetine catechol,DB00715
2,DBMET02679,Paroxetine catechol,DBMET02680,"Metabolite 1, paroxetine",DB00715
2,DBMET02679,Paroxetine catechol,DBMET02681,"Metabolite 2, paroxetine",DB00715
2,DBMET02679,Paroxetine catechol,DBMET02682,"Metabolite 3, paroxetine",DB00715
1,DB00717,Norethisterone,DBMET02891,5α-dihydronorethisterone,DB00717
1,DB00717,Norethisterone,DBMET02894,5β-dihydronorethisterone,DB00717
1,DB00717,Norethisterone,DBMET02897,Norethisterone M1 and M2 metabolites,DB00717
1,DB00717,Norethisterone,DBMET02899,Norethisterone M4 metabolite,DB00717
2,DBMET02891,5α-dihydronorethisterone,DBMET02892,"3α,5α-tetrahydronorethisterone",DB00717
2,DBMET02891,5α-dihydronorethisterone,DBMET02893,"3β,5α-tetrahydronorethisterone",DB00717
2,DBMET02894,5β-dihydronorethisterone,DBMET02895,"3α,5β-tetrahydronorethisterone",DB00717
2,DBMET02894,5β-dihydronorethisterone,DBMET02896,"3β,5β-tetrahydronorethisterone",DB00717
2,DBMET02897,Norethisterone M1 and M2 metabolites,DBMET02898,Norethisterone M3 metabolite,DB00717
1,DB00718,Adefovir dipivoxil,DBMET01173,Adefovir,DB00718
2,DBMET01173,Adefovir,DBMET01174,Adefovir monophosphate,DB00718
3,DBMET01174,Adefovir monophosphate,DBMET01175,Adefovir Diphosphate,DB00718
1,DB00721,Procaine,DBMET01429,para-aminobenzoic acid,DB00721
1,DB00721,Procaine,DBMET03083,"N,N-diethyl-2-aminoethanol",DB00721
1,DB00727,Nitroglycerin,DBMET02594,"1,2-glyceryl dinitrate",DB00727
1,DB00727,Nitroglycerin,DBMET02595,Nitrite,DB00727
1,DB00727,Nitroglycerin,DBMET02598,"1,3-glyceryl dinitrate",DB00727
2,DBMET02595,Nitrite,DBMET02596,Nitric  oxide,DB00727
2,DBMET02595,Nitrite,DBMET02597,S-nitrosothiol,DB00727
1,DB00728,Rocuronium,DBMET00673,17-desacetyl-rocuronium,DB00728
1,DB00730,Thiabendazole,DBMET01768,5-hydroxythiabendazole,DB00730
1,DB00731,Nateglinide,DBMET01830,2-{[4-(1-hydroxypropan-2-yl)cyclohexyl]formamido}-3-phenylpropanoic acid,DB00731
1,DB00731,Nateglinide,DBMET01831,2-{[4-(2-hydroxypropan-2-yl)cyclohexyl]formamido}-3-phenylpropanoic acid,DB00731
1,DB00731,Nateglinide,DBMET01321,Nateglinide metabolite M2/M3,DB00731
1,DB00731,Nateglinide,DBMET01323,Nateglinide metabolite M1,DB00731
1,DB00731,Nateglinide,DBMET01324,Nateglinide metabolite M7,DB00731
1,DB00731,Nateglinide,DBMET01325,Nateglinide glucuronide and isomers (M4/M5/M6),DB00731
2,DBMET01321,Nateglinide metabolite M2/M3,DBMET01322,Nateglinide metabolite M11/M12,DB00731
2,DBMET01323,Nateglinide metabolite M1,DBMET01322,Nateglinide metabolite M11/M12,DB00731
2,DBMET01324,Nateglinide metabolite M7,DBMET01322,Nateglinide metabolite M11/M12,DB00731
1,DB00734,Risperidone,DBMET00323,9-hydroxyrisperidone,DB00734
1,DB00736,Esomeprazole,DBMET01164,Active Metabolite of Esomeprazole,DB00736
1,DB00736,Esomeprazole,DBMET00187,Omeprazole sulfone,DB00736
1,DB00736,Esomeprazole,DBMET01657,5-O-Desmethylomeprazole,DB00736
1,DB00736,Esomeprazole,DBMET00448,5-hydroxyesomeprazole,DB00736
1,DB00737,Meclizine,DBMET02576,Meclizine metabolite M1,DB00737
1,DB00737,Meclizine,DBMET02577,Meclizine metabolite M2,DB00737
1,DB00740,Riluzole,DBMET01737,4-OH-riluzole,DB00740
1,DB00740,Riluzole,DBMET01738,5-OH-riluzole,DB00740
1,DB00740,Riluzole,DBMET01739,7-OH-riluzole,DB00740
1,DB00740,Riluzole,DBMET01740,N-OH-riluzole,DB00740
1,DB00741,Hydrocortisone,DBMET00372,6-beta-hydrocortisol,DB00741
1,DB00741,Hydrocortisone,DBMET02900,5-beta Tetrahydrocortisol,DB00741
1,DB00741,Hydrocortisone,DBMET02901,5-alpha Tetrahydrocortisol,DB00741
1,DB00741,Hydrocortisone,DB14681,Cortisone,DB00741
1,DB00741,Hydrocortisone,DBMET02904,Tetrahydrocortisol Glucuronide 2,DB00741
1,DB00741,Hydrocortisone,DBMET02905,Tetrahydrocortisol Glucuronide 1,DB00741
1,DB00741,Hydrocortisone,DBMET02906,Tetrahydrocortisone Glucuronide 1,DB00741
1,DB00741,Hydrocortisone,DBMET02907,Tetrahydrocortisone Glucuronide 2,DB00741
2,DB14681,Cortisone,DBMET02902,Tetrahydrocortisone,DB00741
2,DB14681,Cortisone,DBMET02903,Dihydrocortisol,DB00741
1,DB00742,Mannitol,DBMET00509,Glycogen,DB00742
1,DB00744,Zileuton,DBMET00138,Hydroxyzileuton,DB00744
1,DB00744,Zileuton,DBMET00139,Zileuton sulfoxide,DB00744
1,DB00744,Zileuton,DBMET00140,Dehydroxyzyleuton,DB00744
1,DB00744,Zileuton,DBMET00141,Zileuton O-glucuronide,DB00744
2,DBMET00140,Dehydroxyzyleuton,DBMET01255,Dehydroxyzileuton sulfoxide,DB00744
1,DB00745,Modafinil,DBMET00378,modafinil acid,DB00745
1,DB00749,Etodolac,DBMET00148,6-Hydroxyetodolac,DB00749
1,DB00749,Etodolac,DBMET00149,7-Hydroxyetodolac,DB00749
1,DB00749,Etodolac,DBMET00150,Etodolac acyl glucuronide,DB00749
1,DB00754,Ethotoin,DBMET00979,p-Hydroxyl-ethotoin,DB00754
1,DB00755,Tretinoin,DBMET00298,4-Hydroxyretinoic acid,DB00755
1,DB00755,Tretinoin,DBMET00561,Retinoyl b-glucuronide,DB00755
1,DB00755,Tretinoin,DBMET00594,Retinyl beta-glucuronide,DB00755
1,DB00755,Tretinoin,DBMET00453,18-Hydroxyretinoic acid,DB00755
1,DB00755,Tretinoin,DBMET00454,"5,6-Epoxyretinoic acid",DB00755
1,DB00755,Tretinoin,DBMET00455,4-Oxoretinoic acid,DB00755
1,DB00758,Clopidogrel,DBMET01210,Clopidogrel carboxylic acid derivative,DB00758
1,DB00758,Clopidogrel,DBMET00098,2-Oxoclopidogrel,DB00758
2,DBMET00098,2-Oxoclopidogrel,DBMET01163,Active Metabolite of Clopidogrel,DB00758
1,DB00762,Irinotecan,DBMET01681,7-ethyl-10-[4-N-(5-aminopentanoic acid)-1-piperidino] carbonyloxycamptothecin,DB00762
1,DB00762,Irinotecan,DBMET01143,SN-38,DB00762
1,DB00763,Methimazole,DBMET02759,Methimazole Epoxide Metabolite,DB00763
1,DB00763,Methimazole,DBMET02768,Methimazole Sulfenic Acid Metabolite (Ring),DB00763
1,DB00763,Methimazole,DBMET02770,3-methyl-2-thiohydantoin,DB00763
2,DBMET02759,Methimazole Epoxide Metabolite,DBMET02760,Methimazole Dihydrodiol Metabolite,DB00763
2,DBMET02768,Methimazole Sulfenic Acid Metabolite (Ring),DBMET02769,Methimazole Sulfinic Acid Metabolite (Ring),DB00763
3,DBMET02760,Methimazole Dihydrodiol Metabolite,DBMET02761,Methimazole Glyoxal Metabolite,DB00763
3,DBMET02760,Methimazole Dihydrodiol Metabolite,DBMET02762,Methimazole N-methyl Thiourea Metabolite,DB00763
4,DBMET02762,Methimazole N-methyl Thiourea Metabolite,DBMET02765,Methimazole Sulfenic Acid Metabolite (Open),DB00763
5,DBMET02765,Methimazole Sulfenic Acid Metabolite (Open),DBMET02767,Methimazole Sulfinic Acid Metabolite (Open),DB00763
1,DB00764,Mometasone,DBMET00759,6-beta-hydroxy-mometasone furoate,DB00764
1,DB00766,Clavulanic acid,DBMET02720,"2,5-dihydro-4-(2- hydroxyethyl)-5-oxo-1H-pyrrole-3-carboxylic acid",DB00766
1,DB00766,Clavulanic acid,DBMET02721,1-amino-4-hydroxybutan-2-one,DB00766
1,DB00768,Olopatadine,DBMET00913,N-desmethyl olopatadine,DB00768
1,DB00768,Olopatadine,DBMET00970,Olopatadine N-oxide,DB00768
1,DB00772,Malathion,DBMET00901,Malaoxon,DB00772
1,DB00772,Malathion,DBMET00902,Malathion dicarboxylic acid,DB00772
1,DB00772,Malathion,DBMET00903,Malathion monocarboxylic acid,DB00772
1,DB00773,Etoposide,DBMET00853,Etoposide glucuronide,DB00773
1,DB00773,Etoposide,DBMET00367,3'-demethyletoposide,DB00773
1,DB00773,Etoposide,DBMET01264,Etoposide catechol,DB00773
2,DBMET01264,Etoposide catechol,DBMET01265,Etoposide ortho-quinone,DB00773
1,DB00776,Oxcarbazepine,DBMET01020,(R)-MHD,DB00776
1,DB00776,Oxcarbazepine,DBMET02802,(S)-MHD,DB00776
1,DB00776,Oxcarbazepine,DBMET02807,Oxcarbazepine sulfate metabolite,DB00776
1,DB00776,Oxcarbazepine,DBMET02808,Oxcarbazepine glucuronide metabolite,DB00776
2,DBMET02802,(S)-MHD,DBMET02803,"trans-10,11-dihydro-10,11-dihydroxycarbamazepine",DB00776
2,DBMET02802,(S)-MHD,DBMET02804,"cis-10,11-dihydro-10,11-dihydroxycarbamazepine",DB00776
2,DBMET01020,(R)-MHD,DBMET02803,"trans-10,11-dihydro-10,11-dihydroxycarbamazepine",DB00776
2,DBMET01020,(R)-MHD,DBMET02804,"cis-10,11-dihydro-10,11-dihydroxycarbamazepine",DB00776
2,DBMET01020,(R)-MHD,DBMET02805,(R)-MHD glucuronide metabolite,DB00776
2,DBMET02802,(S)-MHD,DBMET02806,(S)-MHD glucuronide metabolite,DB00776
1,DB00778,Roxithromycin,DBMET00828,descladinose roxithromycin,DB00778
1,DB00778,Roxithromycin,DBMET00944,N-di-demethyl roxithromycin,DB00778
1,DB00778,Roxithromycin,DBMET00947,N-mono roxithromycin,DB00778
1,DB00779,Nalidixic acid,DBMET00887,Hydroxynalidixic acid,DB00779
1,DB00780,Phenelzine,DB09269,Phenylacetic acid,DB00780
1,DB00780,Phenelzine,DB04325,Phenethylamine,DB00780
1,DB00780,Phenelzine,DBMET01955,4- hydroxyphenelzine,DB00780
2,DB09269,Phenylacetic acid,DBMET01954,4-hydroxyphenylacetic acid,DB00780
2,DB04325,Phenethylamine,DB09269,Phenylacetic acid,DB00780
2,DBMET01955,4- hydroxyphenelzine,DBMET01954,4-hydroxyphenylacetic acid,DB00780
3,DB09269,Phenylacetic acid,DBMET01954,4-hydroxyphenylacetic acid,DB00780
1,DB00783,Estradiol,DBMET00567,Estradiol-17beta 3-sulfate,DB00783
1,DB00783,Estradiol,DBMET00568,2-Methoxyestrone 3-glucuronide,DB00783
1,DB00783,Estradiol,DBMET00332,4-hydroxyestrone,DB00783
1,DB00783,Estradiol,DBMET00572,17-beta-Estradiol-3-glucuronide,DB00783
1,DB00783,Estradiol,DBMET00576,2-methoxy-17beta-estradiol 3-O-(beta-D-glucuronide),DB00783
1,DB00783,Estradiol,DBMET00581,17-beta-Estradiol glucuronide,DB00783
1,DB00783,Estradiol,DBMET00583,17-alpha-Estradiol-3-glucuronide,DB00783
1,DB00783,Estradiol,DBMET00600,Estradiol-17alpha 3-D-glucuronoside,DB00783
1,DB00783,Estradiol,DBMET00606,17-beta-estradiol 3-sulfate-17-(beta-D-glucuronide),DB00783
1,DB00783,Estradiol,DBMET00248,2-hydroxyestrone,DB00783
1,DB00783,Estradiol,DBMET01658,4-Hydroxyestradiol,DB00783
1,DB00783,Estradiol,DBMET00642,"17-Beta-Estradiol-3,17-beta-sulfate",DB00783
1,DB00783,Estradiol,DBMET00490,Estrone,DB00783
1,DB00783,Estradiol,DBMET00248,2-hydroxyestrone,DB00783
2,DBMET00642,"17-Beta-Estradiol-3,17-beta-sulfate",DBMET00490,Estrone,DB00783
2,DBMET00332,4-hydroxyestrone,DBMET01658,4-Hydroxyestradiol,DB00783
2,DBMET00248,2-hydroxyestrone,DBMET00247,2-hydroxyestradiol,DB00783
2,DBMET00248,2-hydroxyestrone,DBMET03006,2-methoxyestrone,DB00783
2,DBMET01658,4-Hydroxyestradiol,DBMET03007,4-methoxyestradiol,DB00783
2,DBMET00490,Estrone,DBMET00530,Estrone sulfate,DB00783
3,DBMET00490,Estrone,DBMET03004,16-alpha hydroxyestrone,DB00783
4,DBMET03004,16-alpha hydroxyestrone,DBMET00492,Estriol,DB00783
4,DBMET03004,16-alpha hydroxyestrone,DBMET03005,17-Epiestriol,DB00783
1,DB00784,Mefenamic acid,DBMET01702,3-hydroxymethyl mefenamic aci,DB00784
1,DB00787,Acyclovir,DBMET02605,8-hydroxy-acyclovir,DB00787
1,DB00787,Acyclovir,DBMET00782,9-carboxymethoxymethylguanine,DB00787
1,DB00788,Naproxen,DBMET00159,O-Desmethylnaproxen,DB00788
1,DB00788,Naproxen,DBMET00160,Naproxen O-glucuronide,DB00788
2,DBMET00159,O-Desmethylnaproxen,DBMET01259,O-Desmethylnaproxen sulfate,DB00788
2,DBMET00159,O-Desmethylnaproxen,DBMET01260,O-Desmethylnaproxen acyl glucuronide,DB00788
2,DBMET00159,O-Desmethylnaproxen,DBMET01261,O-Desmethylnaproxen O-glucuronide,DB00788
1,DB00790,Perindopril,DBMET00984,Perindopril Acyl-beta-D-glucuronide,DB00790
1,DB00790,Perindopril,DBMET00985,Perindoprilat,DB00790
1,DB00790,Perindopril,DBMET00986,Perindoprilat glucuronide,DB00790
1,DB00794,Primidone,DBMET00285,Phenobarbital,DB00794
1,DB00794,Primidone,DBMET02951,Phenylethylmalonamide (PEMA),DB00794
1,DB00796,Candesartan cilexetil,DB13919,Candesartan,DB00796
2,DB13919,Candesartan,DBMET00005,O-Deethylated candesartan,DB00796
2,DB13919,Candesartan,DBMET00006,Candesartan N2-glucuronide,DB00796
2,DB13919,Candesartan,DBMET00007,Candesartan O-glucuronide,DB00796
1,DB00799,Tazarotene,DBMET01005,Tazarotenic acid,DB00799
1,DB00802,Alfentanil,DBMET01579,N-phenylpropionamide,DB00802
1,DB00802,Alfentanil,DBMET01580,"2-(4-ethyl-5-oxo-1,2,3,4-tetrazol-1-yl)acetaldehyde",DB00802
1,DB00802,Alfentanil,DBMET00345,AMX,DB00802
1,DB00802,Alfentanil,DBMET00346,noralfentanil,DB00802
1,DB00805,Minaprine,DBMET01705,4-Hydroxyminaprine,DB00805
1,DB00808,Indapamide,DBMET01331,Indapamide metabolite M5,DB00808
1,DB00808,Indapamide,DBMET01334,Indapamide metabolite M1,DB00808
1,DB00808,Indapamide,DBMET01336,Indapamide epoxide intermediate,DB00808
2,DBMET01331,Indapamide metabolite M5,DBMET01332,Indapamide metabolite M4,DB00808
2,DBMET01334,Indapamide metabolite M1,DBMET01335,Indapamide metabolite M3,DB00808
2,DBMET01336,Indapamide epoxide intermediate,DBMET01337,Indapamide metabolite M6,DB00808
2,DBMET01336,Indapamide epoxide intermediate,DBMET03145,Indapamide glutathione conjugate M7,DB00808
3,DBMET01332,Indapamide metabolite M4,DBMET01333,Indapamide metabolite M2,DB00808
3,DBMET01335,Indapamide metabolite M3,DBMET01333,Indapamide metabolite M2,DB00808
1,DB00813,Fentanyl,DBMET00341,norfentanyl,DB00813
1,DB00813,Fentanyl,DBMET02568,Despropionylfentanyl,DB00813
1,DB00813,Fentanyl,DBMET02569,Hydroxyfentanyl,DB00813
2,DBMET02569,Hydroxyfentanyl,DBMET02570,Hydroxynorfentanyl,DB00813
1,DB00814,Meloxicam,DBMET00755,5'-hydroxymethyl meloxicam,DB00814
2,DBMET00755,5'-hydroxymethyl meloxicam,DBMET00754,5'-carboxy meloxicam,DB00814
1,DB00816,Orciprenaline,DBMET00975,Orciprenaline-3-O-sulfate,DB00816
1,DB00818,Propofol,DBMET01729,4-OH-propofol,DB00818
1,DB00818,Propofol,DBMET00193,4-Hydroxypropofol,DB00818
1,DB00818,Propofol,DBMET00194,Propofol glucuronide,DB00818
2,DBMET00194,Propofol glucuronide,DBMET01311,1-Quinol glucuronide,DB00818
2,DBMET00193,4-Hydroxypropofol,DBMET01311,1-Quinol glucuronide,DB00818
2,DBMET00193,4-Hydroxypropofol,DBMET01312,4-Quinol sulfate,DB00818
1,DB00825,Levomenthol,DBMET01828,"p-Menthane-3,-8-diol",DB00825
1,DB00829,Diazepam,DBMET00831,desmethyldiazepam,DB00829
1,DB00829,Diazepam,DB14028,Nordazepam,DB00829
1,DB00829,Diazepam,DB00231,Temazepam,DB00829
1,DB00829,Diazepam,DBMET00246,Oxazepam,DB00829
2,DB14028,Nordazepam,DBMET00246,Oxazepam,DB00829
2,DB00231,Temazepam,DBMET00246,Oxazepam,DB00829
2,DB14028,Nordazepam,DBMET01219,Nordiazepam O-glucuronide,DB00829
1,DB00834,Mifepristone,DBMET01703,Monodemethylated mifepristone,DB00834
1,DB00834,Mifepristone,DBMET01704,17alpha-hydroxymifepristone,DB00834
1,DB00836,Loperamide,DBMET01697,N-Desmethyloperamide,DB00836
1,DB00842,Oxazepam,DBMET00650,Oxazepam glucuronide,DB00842
1,DB00843,Donepezil,DBMET02730,6-O-desmethyl donepezil,DB00843
1,DB00843,Donepezil,DBMET02731,"M1 metabolite, Donepezil",DB00843
1,DB00843,Donepezil,DBMET02732,"M2, Donepezil",DB00843
1,DB00843,Donepezil,DBMET02735,"M4, Donepezil",DB00843
1,DB00843,Donepezil,DBMET02736,"M6, Donepezil",DB00843
2,DBMET02731,"M1 metabolite, Donepezil",DBMET02733,"M11, Donepezil",DB00843
2,DBMET02732,"M2, Donepezil",DBMET02734,"M12, Donepezil",DB00843
1,DB00849,Methylphenobarbital,DBMET00285,Phenobarbital,DB00849
1,DB00850,Perphenazine,DBMET01720,N-Dealkylated perphenazine,DB00850
1,DB00850,Perphenazine,DBMET01721,Perphenazine sulfoxide,DB00850
1,DB00852,Pseudoephedrine,DBMET02950,Norpseudoephedrine,DB00852
1,DB00857,Terbinafine,DBMET01203,Terbinafine dihydrodiol derivative (1),DB00857
1,DB00857,Terbinafine,DBMET00068,Hydroxyterbinafine,DB00857
1,DB00857,Terbinafine,DBMET01204,Terbinafine dihydrodiol derivative (2),DB00857
1,DB00857,Terbinafine,DBMET00069,N-Desmethylterbinafine,DB00857
1,DB00857,Terbinafine,DBMET00070,1-Naphtaldehyde,DB00857
2,DBMET00068,Hydroxyterbinafine,DBMET01178,Carboxyterbinafine,DB00857
2,DBMET00068,Hydroxyterbinafine,DBMET01179,N-Desmethylhydroxyterbinafine,DB00857
2,DBMET00069,N-Desmethylterbinafine,DBMET01179,N-Desmethylhydroxyterbinafine,DB00857
2,DBMET00070,1-Naphtaldehyde,DBMET01180,1-Naphthoic acid,DB00857
2,DBMET00070,1-Naphtaldehyde,DBMET01181,1-Nahthalenemethanol,DB00857
2,DBMET00069,N-Desmethylterbinafine,DBMET01205,N-Desmethylterbinafine dihydrodiol derivative (1),DB00857
2,DBMET00069,N-Desmethylterbinafine,DBMET01206,N-Desmethylterbinafine dihydrodiol derivative (2),DB00857
2,DBMET01203,Terbinafine dihydrodiol derivative (1),DBMET01205,N-Desmethylterbinafine dihydrodiol derivative (1),DB00857
2,DBMET01204,Terbinafine dihydrodiol derivative (2),DBMET01206,N-Desmethylterbinafine dihydrodiol derivative (2),DB00857
1,DB00860,Prednisolone,DBMET02848,Δ6-prednisolone (M-XI),DB00860
1,DB00860,Prednisolone,DBMET02849,20α-dihydro-prednisolone (M-III),DB00860
1,DB00860,Prednisolone,DBMET02850,20β-dihydro-prednisolone (M-II),DB00860
1,DB00860,Prednisolone,DBMET02851,6αhydroxy-prednisolone (M-VII),DB00860
1,DB00860,Prednisolone,DBMET02853,6βhydroxy-prednisolone(M-VI),DB00860
1,DB00860,Prednisolone,DB00635,Prednisone,DB00860
2,DBMET02851,6αhydroxy-prednisolone (M-VII),DBMET02852,"6α,11β,17α,20β,21-pentahydroxypregnan-1,4-diene-3-one (M-X)",DB00860
2,DBMET02853,6βhydroxy-prednisolone(M-VI),DBMET02854,"6β,11β,17α,20β,21-pentahydroxypregnan-1,4-diene-3-one (M-VIII)",DB00860
2,DBMET02853,6βhydroxy-prednisolone(M-VI),DBMET02856,"6β,11β,17α,21-tetrahydroxy-5ξ-pregn-1-en-3,20-dione (M-XIV)",DB00860
2,DBMET02853,6βhydroxy-prednisolone(M-VI),DBMET02857,"6β,11β,17α,20α,21-pentahydroxypregnan-1,4-diene-3-one (M-IX)",DB00860
2,DB00635,Prednisone,DBMET02859,"17α,21-dihydroxy-pregnan-1,4,6-trien-3,11,30-trione (M-XVII)",DB00860
2,DB00635,Prednisone,DBMET02860,20α-dihydro-prednisone (M-V),DB00860
2,DB00635,Prednisone,DBMET02861,20β-dihydro-prednisone (M-IV),DB00860
2,DB00635,Prednisone,DBMET02863,6α-hydroxy-prednisone (M-XIII),DB00860
2,DB00635,Prednisone,DBMET02864,6βhydroxy-prednisone (M-XII),DB00860
3,DBMET02854,"6β,11β,17α,20β,21-pentahydroxypregnan-1,4-diene-3-one (M-VIII)",DBMET02855,"6β,11β,17α,20β,21-pentahydroxy-5ξ-pregn-1-en-3-one (M-XV)",DB00860
3,DBMET02857,"6β,11β,17α,20α,21-pentahydroxypregnan-1,4-diene-3-one (M-IX)",DBMET02858,"6β,11β,17α,20α,21-pentahydroxy-5ξ-pregn-1-en-3-one (M-XVI)",DB00860
3,DBMET02861,20β-dihydro-prednisone (M-IV),DBMET02862,"17α,20ξ,21-trihydroxy-5ξ-pregn-1-en-3,11-dione(M-XVIII)",DB00860
4,DBMET02855,"6β,11β,17α,20β,21-pentahydroxy-5ξ-pregn-1-en-3-one (M-XV)",DBMET02856,"6β,11β,17α,21-tetrahydroxy-5ξ-pregn-1-en-3,20-dione (M-XIV)",DB00860
4,DBMET02858,"6β,11β,17α,20α,21-pentahydroxy-5ξ-pregn-1-en-3-one (M-XVI)",DBMET02856,"6β,11β,17α,21-tetrahydroxy-5ξ-pregn-1-en-3,20-dione (M-XIV)",DB00860
1,DB00863,Ranitidine,DBMET01735,Desmethylranitidine,DB00863
1,DB00863,Ranitidine,DBMET02353,Ranitidine N-Oxide,DB00863
1,DB00863,Ranitidine,DBMET02354,Ranitidine S-Oxide,DB00863
1,DB00864,Tacrolimus,DBMET00390,31-O-Demethyltacrolimus,DB00864
1,DB00864,Tacrolimus,DBMET01667,13-O-Desmethyltacrolimus,DB00864
1,DB00864,Tacrolimus,DBMET01668,15-O-Desmethyltacrolimus,DB00864
1,DB00864,Tacrolimus,DBMET00670,13-demethyl tacrolimus,DB00864
1,DB00865,Benzphetamine,DBMET00621,Amphetamine,DB00865
1,DB00865,Benzphetamine,DBMET00634,Methamphetamine,DB00865
1,DB00866,Alprenolol,DBMET00740,4-hydroxy-alprenolol,DB00866
1,DB00868,Benzonatate,DBMET02977,4-(butylamino)benzoic acid,DB00868
1,DB00869,Dorzolamide,DBMET03010,N-desethyldorzolamide,DB00869
1,DB00870,Suprofen,DBMET00162,Suprofen S-oxide,DB00870
1,DB00870,Suprofen,DBMET00163,"Thiophene-4,5-epoxide",DB00870
1,DB00870,Suprofen,DBMET00164,Suprofen glucuronide,DB00870
1,DB14596,Loteprednol etabonate,DBMET02133,Δ1-cortienic acid etabonate (PJ-91),DB14596
2,DBMET02133,Δ1-cortienic acid etabonate (PJ-91),DBMET02134,Δ1-cortienic acid (PJ-90),DB14596
1,DB00874,Guaifenesin,DBMET00802,beta-(2-methoxyphenoxy)-lactic acid,DB00874
1,DB00877,Sirolimus,DBMET01748,39-O-Desmethylsirolimus,DB00877
1,DB00877,Sirolimus,DBMET01749,16-O-Desmethylsirolimus,DB00877
