form,route,strength,parent_key
Liquid,Topical,3000 mL/4000mL,DB00898
Liquid,Topical,3024 mL/3780mL,DB00898
Liquid,Topical,3028 mL/1001,DB00898
Liquid,Topical,3028.32 mL/3785.4mL,DB00898
Liquid,Topical,3028.33 mL/3785.41mL,DB00898
Liquid,Topical,3028.33 mL/3785mL,DB00898
Liquid,Topical,3028.33 mL/3785.42mL,DB00898
Liquid,Topical,310.5 mL/476mL,DB00898
Liquid,Topical,3154.382 mL/3785.41mL,DB00898
Liquid,Topical,320 mL/473mL,DB00898
Liquid,Topical,36.58 mL/59mL,DB00898
Liquid,Topical,378.4 mL/473mL,DB00898
Liquid,Topical,378540 mL/378541mL,DB00898
Liquid,Topical,4 mL/5mL,DB00898
Liquid,Topical,435 mL/580mL,DB00898
Liquid,Topical,53.3 g/100mL,DB00898
Liquid,Topical,62 kg/100L,DB00898
Liquid,Topical,62 mg/1mL,DB00898
Liquid,Topical,620 mL/1000mL,DB00898
Liquid,Topical,621 mL/946mL,DB00898
Liquid,Topical,63 mg/1mL,DB00898
Liquid,Topical,630 mL/1000mL,DB00898
Liquid,Topical,70 mL/70mL,DB00898
Liquid,Topical,700 L/1000L,DB00898
Liquid,Topical,71 mL/100mL,DB00898
Liquid,Topical,72.82 mL/100mL,DB00898
Liquid,Topical,73.3 mL/100mL,DB00898
Liquid,Topical,736.84 mL/1000mL,DB00898
Liquid,Topical,74 mL/100mL,DB00898
Liquid,Topical,757 mL/946mL,DB00898
Liquid,Topical,77.7 mL/100mL,DB00898
Liquid,Topical,80 mL/80mL,DB00898
Liquid,Topical,80 mL/1000mL,DB00898
Liquid,Topical,80 g/100g,DB00898
Liquid,Topical,80 d/100d,DB00898
Liquid,Topical,80.5 mL/100mL,DB00898
Liquid,Topical,80.8 mL/100mL,DB00898
Liquid,Topical,800 L/1000L,DB00898
Liquid,Topical,8000 L/10000L,DB00898
Liquid,Topical,815.49 L/1022.6L,DB00898
Liquid,Topical,833 mL/1000mL,DB00898
Liquid,Topical,84 mL/120mL,DB00898
Liquid,Topical,908.5 L/1135L,DB00898
Liquid,Topical,95 mL/100mL,DB00898
Liquid,Topical,99 mL/100mL,DB00898
Liquid,Topical; Ureteral; Vaginal,80 mL/100mL,DB00898
Lotion,Extracorporeal,375 mL/500mL,DB00898
Lotion,Topical,.073 mL/100L,DB00898
Lotion,Topical,0.7 L/1L,DB00898
Lotion,Topical,558 mg/1mL,DB00898
Lotion,Topical,567 mg/1mL,DB00898
Lotion,Topical,80 mL/100mL,DB00898
Ointment,Topical,80 mL/100mL,DB00898
Solution,Topical,2391 mL/3785mL,DB00898
Solution,Topical,63 mL/100mL,DB00898
Solution,Topical,72 mL/100mL,DB00898
Solution,Topical,77 g/100g,DB00898
Solution,Topical,8 mL/10mL,DB00898
Solution / drops,Topical,80 mL/100mL,DB00898
"Solution, gel forming / drops",Cutaneous; Topical,80 mL/100mL,DB00898
"Solution, gel forming / drops",Topical,80 mL/100mL,DB00898
Spray,Extracorporeal; Topical,75 mL/100mL,DB00898
Spray,Topical,.63 mL/1mL,DB00898
Spray,Topical,0.625 mL/1mL,DB00898
Spray,Topical,1 mL/1mL,DB00898
Spray,Topical,68 mL/100mL,DB00898
Spray,Topical,70 mL/70mL,DB00898
Spray,Topical,75 g/100mL,DB00898
Spray,Topical,80 mL/120mL,DB00898
Spray,Topical,86 mL/100mL,DB00898
"Spray, metered",Topical,80 mL/100mL,DB00898
Swab,Topical,0.7 mL/1,DB00898
Swab,Topical,63 mL/100mL,DB00898
Swab,Topical,65 mL/100mL,DB00898
,Topical,70 mL/100mL,DB00898
Spray,Topical,95 mL/118mL,DB00898
Gel,Topical,69 mL/100g,DB00898
Solution,Topical,7 1/1,DB00898
Gel,Topical,2.835 L/3.785L,DB00898
Gel,Topical,2649 mL/3783mL,DB00898
Liquid,Topical,72 mL/1,DB00898
Lotion,Topical,971.37414 L/1248L,DB00898
Solution,Topical,60 mL/100g,DB00898
Gel,Topical,5 mL/8mL,DB00898
Solution,Topical,166.4 L/208L,DB00898
Solution,Topical,168.11466 L/208L,DB00898
Gel,Topical,62.0000 mL/100mL,DB00898
Gel,Topical,62 g/1mL,DB00898
Spray,Topical,750 mg/1mL,DB00898
Gel,Extracorporeal,390 mL/500mL,DB00898
Gel,Extracorporeal,78 mL/100mL,DB00898
Gel,Topical,222.72299 mL/300mL,DB00898
Gel,Topical,664.3 L/1021.95L,DB00898
Gel,Topical,715.4 L/1021.95L,DB00898
Gel,Topical,766.5 L/1021.95L,DB00898
Gel,Topical,80 mL/1g,DB00898
Gel,Topical,55 g/100mL,DB00898
Gel,Topical,62 g/100mL,DB00898
Liquid,Topical,766.46 L/1021.95L,DB00898
Liquid,Topical,817.56 L/1021.95L,DB00898
Gel,Topical,62 mg/117.6mL,DB00898
Spray,Topical,0.8 mL/1mL,DB00898
Gel,Topical,68 mL/68mL,DB00898
Liquid,Topical,750 mL/1L,DB00898
Liquid,Topical,70.473 mL/100mL,DB00898
Spray,Topical,62 g/100g,DB00898
Spray,Topical,65 g/100g,DB00898
Gel,Topical,660 mg/1mL,DB00898
Liquid,Topical,65.5 mL/100mL,DB00898
Solution,Topical,7 mL/1,DB00898
Cloth,Topical,66 mL/100mL,DB00898
Cloth,Topical,75 mL/100g,DB00898
Solution,Topical,75 1/1001,DB00898
Gel,Topical,65 g/100g,DB00898
Liquid,Topical,65 mL/1mL,DB00898
Aerosol,Topical,70 mL/100mL,DB00898
Spray,Topical,47 mL/59mL,DB00898
Gel,Topical,60.146532 mL/100mL,DB00898
Gel,Topical,670 mg/1mL,DB00898
Gel,Topical,62 mg/100mL,DB00898
Gel,Topical,62 mg/1mL,DB00898
Cloth,Topical,2.7 g/1,DB00898
Cloth,Topical,62 1/1001,DB00898
Cloth,Topical,620 mg/1g,DB00898
Cloth,Topical,620 mg/1mL,DB00898
Cloth,Topical,67 mL/100mL,DB00898
Liquid,Extracorporeal,2835 mL/3780mL,DB00898
Gel,Extracorporeal,375 mL/500mL,DB00898
Liquid,Topical,165.61 mL/236.59mL,DB00898
Liquid,Extracorporeal,3000 mL/4000mL,DB00898
Gel,Topical,70 1/100mL,DB00898
Gel,Topical,62 g/100g,DB00898
Liquid,Topical,62 mL/100L,DB00898
Solution,Topical,80 L/1000mL,DB00898
Gel,Topical,62 mL/500mL,DB00898
Gel,Topical,0.73 mL/1mL,DB00898
Spray,Topical,0.73 mL/1mL,DB00898
Liquid,Topical,79 mL/100mL,DB00898
Spray,Topical,350 mL/500mL,DB00898
Liquid,Topical,80 mL/1,DB00898
Spray,Topical,4.65 mL/7.5mL,DB00898
Solution,Topical,2.4 mL/3mL,DB00898
Solution,Topical,0.7 mL/285mL,DB00898
Gel,Topical,350 mL/500mL,DB00898
Spray,Topical,49.6 mL/80mL,DB00898
Liquid,Topical,60 g/100g,DB00898
Liquid,Topical,0.30 mL/1mL,DB00898
Solution,Topical,65 mL/100mL,DB00898
Solution,Topical,1 mL/1mL,DB00898
Solution,Topical,42 mg/25mL,DB00898
Soap,Topical,0.62 mL/1mL,DB00898
Gel,Topical,70 mL/70mL,DB00898
Gel,Topical,6 g/200g,DB00898
Gel,Topical,4.5 g/150g,DB00898
Gel,Topical,2 g/200g,DB00898
Gel,Topical,0.62 mL/500mL,DB00898
Gel,Topical,76.448 mL/100mL,DB00898
Gel,Topical,82.404 mL/100mL,DB00898
Powder,Topical,1 mg/100mg,DB00898
,Topical,68 mL/100mL,DB00898
Gel,Topical,6 mL/200mL,DB00898
Gel,Topical,5.4 mg/180mL,DB00898
Gel,Topical,1.8 mg/180mL,DB00898
Solution,Topical,1.8 mg/180mL,DB00898
Gel,Topical,4 mg/50mL,DB00898
Aerosol,Topical,,DB00898
Liquid,Topical,657.9 mL/750mL,DB00898
Liquid,Topical,17.57 g/30mL,DB00898
Liquid,Topical,0.74 g/473g,DB00898
Spray,Topical,62 mL/1mL,DB00898
Solution,Topical,62 L/100L,DB00898
Solution,Topical,75 L/100L,DB00898
Gel,Topical,310 g/500mL,DB00898
"Aerosol, foam",Topical,54.7 g/100g,DB00898
Gel,Topical,72.34 mL/100mL,DB00898
Gel,Topical,600 mL/1L,DB00898
Solution,Topical,73 mL/100mL,DB00898
Lotion,Topical,70 mL/100mL,DB00898
Gel,Topical,.6329 mL/.9242mL,DB00898
Gel,Topical,10.35 mL/14.78mL,DB00898
Gel,Topical,315 mL/450mL,DB00898
Gel,Topical,42 mL/60mL,DB00898
Gel,Topical,73.3 L/100L,DB00898
Liquid,Cutaneous,80 mL/100mL,DB00898
Gel,Topical,166 mL/200mL,DB00898
Gel,Topical,416 mL/500mL,DB00898
Gel,Topical,833 mL/1000mL,DB00898
Gel,Topical,99.996 mL/120mL,DB00898
"Aerosol, spray",Topical,72 mL/100mL,DB00898
"Aerosol, spray",Topical,75 mL/100mL,DB00898
Solution,Topical,3.028 L/3.785L,DB00898
Liquid,Topical,73 mL/100mL,DB00898
Solution,Topical,75 mL/100mL,DB00898
Gel,Topical,0.62 g/1g,DB00898
Gel,Topical,266.1615 mL/354.882mL,DB00898
Liquid,Topical,56.525 g/100mL,DB00898
,Topical,0.7 mL/1mL,DB00898
,Topical,0.75 mL/1mL,DB00898
Gel,Topical,63 mL/100mL,DB00898
Liquid,Cutaneous,54.7 mL/100mL,DB00898
Gel,Cutaneous,62 mL/100mL,DB00898
Gel,Topical,0.7224 g/1mL,DB00898
Cloth,Topical,0.5 mL/1,DB00898
Gel,Extracorporeal,228 mL/300mL,DB00898
Gel,Extracorporeal,351.4 mL/502mL,DB00898
Gel,Extracorporeal,380 mL/500mL,DB00898
Gel,Extracorporeal,45.6 mL/60mL,DB00898
Gel,Extracorporeal,68.4 mL/100mL,DB00898
Gel,Extracorporeal,70 1/100mL,DB00898
Gel,Extracorporeal,76 mL/100mL,DB00898
Gel,Extracorporeal,760 mL/1000mL,DB00898
Gel,Topical,.60 g/.9g,DB00898
Gel,Topical,.60 g/1,DB00898
Gel,Topical,.60 g/1mL,DB00898
Gel,Topical,.62 kg/100L,DB00898
Gel,Topical,0.7 g/1mL,DB00898
Gel,Topical,168.75 mL/225mL,DB00898
Gel,Topical,187.5 mL/250mL,DB00898
Gel,Topical,19.61 mL/100mL,DB00898
Gel,Topical,22.5 mL/30mL,DB00898
Gel,Topical,262.5 mL/350mL,DB00898
Gel,Topical,3600 mL/4800mL,DB00898
Gel,Topical,375 mL/500mL,DB00898
Gel,Topical,540.26 g/1L,DB00898
Gel,Topical,6 mL/10mL,DB00898
Gel,Topical,60 %,DB00898
Gel,Topical,60 g/1mL,DB00898
Gel,Topical,65 kg/100L,DB00898
Gel,Topical,660 mL/1000mL,DB00898
Gel,Topical,665 mL/1000mL,DB00898
Gel,Topical,665 mL/1L,DB00898
Gel,Topical,665 mL/1g,DB00898
Gel,Topical,665 mg/1L,DB00898
Gel,Topical,700 mg/1000mL,DB00898
Gel,Topical,700 mg/1L,DB00898
Gel,Topical,75 mL/100mL,DB00898
Gel,Topical,900 mL/1200mL,DB00898
Liquid,Extracorporeal,0.7 L/1L,DB00898
Liquid,Extracorporeal,1.4 L/2L,DB00898
Liquid,Extracorporeal,165.2 mL/236mL,DB00898
Liquid,Extracorporeal,21 mL/30mL,DB00898
Liquid,Extracorporeal,22.5 mL/30mL,DB00898
Liquid,Extracorporeal,247.5 mL/330mL,DB00898
Liquid,Extracorporeal,351.4 mL/502mL,DB00898
Liquid,Extracorporeal,375 mL/500mL,DB00898
Liquid,Extracorporeal,41.3 mL/59mL,DB00898
Liquid,Extracorporeal,413.7 mL/591mL,DB00898
Liquid,Extracorporeal,60 mL/80mL,DB00898
Liquid,Topical,131.4 mL/180mL,DB00898
Liquid,Topical,1400 mL/2000mL,DB00898
Liquid,Topical,146 mL/200mL,DB00898
Liquid,Topical,172.28 mL/236mL,DB00898
Liquid,Topical,182.5 mL/250mL,DB00898
Liquid,Topical,21 mL/30mL,DB00898
Liquid,Topical,21.9 mL/30mL,DB00898
Liquid,Topical,219 mL/300mL,DB00898
Liquid,Topical,245 mL/350mL,DB00898
Liquid,Topical,255.5 mL/350mL,DB00898
Liquid,Topical,36.5 mL/50mL,DB00898
Liquid,Topical,365 mL/500mL,DB00898
Liquid,Topical,392 mL/560mL,DB00898
Liquid,Topical,43.8 mL/60mL,DB00898
Liquid,Topical,689.5 mL/985mL,DB00898
Liquid,Topical,730 mL/1000mL,DB00898
"Solution, concentrate",Topical,37.5 mL/50mL,DB00898
Gel,Topical,147 mL/237mL,DB00898
Gel,Topical,33 mL/53mL,DB00898
Gel,Topical,146 mL/236mL,DB00898
Liquid,Topical,146 mL/236mL,DB00898
Gel,Topical,0.665 g/1mL,DB00898
Gel,Topical,18.6 mL/30mL,DB00898
Liquid,Topical,65 g/100g,DB00898
Liquid,Topical,71 g/100g,DB00898
Gel,Topical,65.0000 mL/100mL,DB00898
Swab,Topical,65.9 mg/1,DB00898
Cloth,Topical,70 mL/100mL,DB00898
Liquid,Topical,80 g/100mL,DB00898
Liquid,Topical,78 g/100mL,DB00898
Liquid,Topical,0.45 mL/1mL,DB00898
Liquid,Topical,600 mL/1000mL,DB00898
Spray,Topical,65.3 g/100mL,DB00898
Gel,Topical,65.3 g/100mL,DB00898
Gel,Topical,73.7 g/100mL,DB00898
Gel,Topical,0.68 mL/1mL,DB00898
Gel,Topical,680 mg/1mL,DB00898
Solution,Topical,80 g/100mL,DB00898
Liquid,Topical,8333 mL/10000mL,DB00898
Solution,Topical,70 g/100mL,DB00898
Gel,Topical,58 mL/100mL,DB00898
Liquid,Extracorporeal,395 mL/500mL,DB00898
Gel,Extracorporeal,298.5 mL/300mL,DB00898
Gel,Extracorporeal,497.5 mL/500mL,DB00898
Gel,Extracorporeal,79.6 mL/80mL,DB00898
Patch,Topical,,DB00898
Gel,Extracorporeal,300 mL/500mL,DB00898
Gel,Extracorporeal,35 mL/50mL,DB00898
Gel,Topical,37.2 g/60mL,DB00898
Solution,Topical,60 L/100L,DB00898
Lotion,Topical,613.8 mg/1mL,DB00898
Cloth,Topical,0.6152 1/1,DB00898
Gel,Topical,620 mg/100mL,DB00898
Gel,Topical,14.88 g/30mL,DB00898
Liquid,Topical,83 g/100mL,DB00898
Gel,Topical,73.68 mL/100mL,DB00898
Gel,Topical,35 g/50g,DB00898
Liquid,Topical,47.32 mL/59.15mL,DB00898
Solution,Topical,69 mL/100g,DB00898
Liquid,Topical,62 mg/100mL,DB00898
Liquid,Topical,68 g/100mL,DB00898
Solution,Topical,0.7 L/1L,DB00898
Solution,Topical,62 mL/0.1L,DB00898
Solution,Topical,70 mL/100mL,DB00898
Soap,Topical,63 mL/100mL,DB00898
Spray,Topical,63 mL/100mL,DB00898
Solution,Percutaneous,42 mg/25mL,DB00898
Liquid,Topical,670 mg/1mL,DB00898
Cloth,Topical,0.66 1/1,DB00898
Gel,Topical,345 mL/500mL,DB00898
Cloth,Topical,800 mg/1g,DB00898
Gel,Topical,32.3 mL/50mL,DB00898
Kit,Ophthalmic,,DB00898
Solution,Topical,6.5 mL/1,DB00898
Gel,Topical,14000 mL/20000mL,DB00898
Gel,Topical,210 mL/300mL,DB00898
Cloth,Topical,65 mL/100mL,DB00898
Liquid,Topical,0.48 mL/1mL,DB00898
Tincture,Topical,,DB00898
Liquid,Topical,300 mL/500mL,DB00898
Cloth,Topical,3.6 g/1,DB00898
Spray,Topical,0.75 mL/1mL,DB00898
Gel,Topical,61 L/100L,DB00898
Gel,Topical,73 L/100L,DB00898
Gel,Topical,72.8 mL/100mL,DB00898
Gel,Topical,88.7 mL/100mL,DB00898
Gel,Topical,37.34 g/52.6g,DB00898
Gel,Topical,70.7 mL/100mL,DB00898
Spray,Topical,71 mL/100mL,DB00898
Gel,Topical,40.6 mL/60mL,DB00898
Cloth,Topical,4 mL/1,DB00898
Liquid,Topical,700 mg/1mL,DB00898
Liquid,Topical,118.3 mL/118.3mL,DB00898
Liquid,Topical,3785 mL/3785mL,DB00898
Liquid,Topical,473 mL/473mL,DB00898
Liquid,Topical,236 mL/236mL,DB00898
Gel,Topical,17.98 mL/29mL,DB00898
Liquid,Topical,40 mL/50mL,DB00898
Liquid,Topical,400 mL/500mL,DB00898
Cloth,Topical,62 mg/1,DB00898
,Intramuscular; Oral; Topical,,DB00898
Spray,Topical,350 g/500mL,DB00898
Liquid,Topical,41.3 mL/59mL,DB00898
Spray,Topical,310 mL/500mL,DB00898
Gel,Topical,84 mL/120mL,DB00898
Spray,Topical,112.5 mL/150mL,DB00898
"Aerosol, spray",Cutaneous,75 mL/100mL,DB00898
Spray,Topical,0.69 mL/1mL,DB00898
Gel,Topical,72 L/100L,DB00898
Patch,Topical,15 1/1001,DB00898
Gel,Topical,355 mL/500mL,DB00898
Gel,Topical,0.734 g/1mL,DB00898
Liquid,Topical,42 mL/60mL,DB00898
Emulsion,Topical,80 mL/100mL,DB00898
Solution,Topical,80 L/100L,DB00898
Liquid,Topical,0.5 g/10mL,DB00898
Gel,Topical,68 g/100mL,DB00898
Gel,Topical,0.62 g/1,DB00898
Gel,Topical,64.5 mL/100mL,DB00898
Spray,Topical,55 mL/100mL,DB00898
Gel,Topical,38.97 mL/59mL,DB00898
Solution,Topical,47.2 mL/59mL,DB00898
Gel,Topical,2646 mL/3780mL,DB00898
Liquid,Topical,2646 mL/3780mL,DB00898
Gel,Topical,71 mL/100mL,DB00898
Lotion,Topical,,DB00898
Liquid,Extracorporeal,310 mL/500mL,DB00898
Liquid,Extracorporeal,46.5 mL/75mL,DB00898
Gel,Topical,0.8 L/1L,DB00898
Gel,Topical,0.7 L/1L,DB00898
Liquid,Topical,757.04 mL/946.3mL,DB00898
Gel,Topical,0.62 mg/1mL,DB00898
Spray,Topical,24.9 mL/30mL,DB00898
Spray,Topical,620 mL/1000mL,DB00898
Liquid,Topical,390 mL/500mL,DB00898
Gel,Topical,554 mL/554mL,DB00898
Gel,Topical,86.8 mL/140mL,DB00898
Spray,Topical,0.7 mL/1mL,DB00898
Liquid,Topical,620 mg/1g,DB00898
Lotion,Topical,.62 mL/1mL,DB00898
Lotion,Topical,0.62 mL/1mL,DB00898
Gel,Topical,0.62 g/1mL,DB00898
Cloth,Topical,0.70 1/1,DB00898
Gel,Topical,153.34 mL/237mL,DB00898
Spray,Topical,35 g/50mL,DB00898
Gel,Topical,70.4 mL/100mL,DB00898
Gel,Topical,0.7 g/118g,DB00898
Gel,Topical,0.7 g/59g,DB00898
Lotion,Topical,0.7 g/340g,DB00898
Liquid,Topical,800 mL/1000mL,DB00898
Spray,Topical,83 mL/100mL,DB00898
Liquid,Vaginal,5 g/100g,DB00898
Gel,Topical,63.16 mL/100mL,DB00898
Liquid,Topical,378 mL/473mL,DB00898
Gel,Topical,148.8 mL/240mL,DB00898
Liquid,Topical,1 g/100g,DB00898
Gel,Topical,62.5 g/100mL,DB00898
Gel,Topical,62.0 g/100g,DB00898
Gel,Topical,19.428 mL/30mL,DB00898
Gel,Topical,49.0 mL/70mL,DB00898
Liquid,Topical,83 mL/100mL,DB00898
Spray,Topical,35 mL/50mL,DB00898
Gel,Topical,70.01595407 mL/100mL,DB00898
Gel,Topical,245 mL/350mL,DB00898
Gel,Topical,77 g/100mL,DB00898
Liquid,Topical,300 mL/375mL,DB00898
Liquid,Topical,94.64 mL/118.3mL,DB00898
Gel,Topical,210 g/300mL,DB00898
Gel,Topical,42.0 g/60mL,DB00898
Liquid,Topical,3028 mL/3785mL,DB00898
Liquid,Topical,15142 L/18317L,DB00898
Gel,Extracorporeal,375 g/500g,DB00898
Gel,Topical,0.7 g/1g,DB00898
Liquid,Extracorporeal,39.6 mL/60mL,DB00898
Liquid,Extracorporeal,42 mL/60mL,DB00898
Kit,Topical,665 mL/1L,DB00898
,Dental; Topical,,DB00898
,Topical,62 mL/100mL,DB00898
Kit,Dental; Topical,,DB00898
Gel,Topical,48 mL/60mL,DB00898
Gel,Topical,43.4 g/70mL,DB00898
Gel,Topical,61.9937 mL/100mL,DB00898
Gel,Topical,350.0 g/500mL,DB00898
"Gel, dentifrice",Dental,50 g/100g,DB00898
Spray,Topical,650 mg/1mL,DB00898
Spray,Topical,710 g/1000mL,DB00898
Liquid,Topical,672 g/1000mL,DB00898
Liquid,Topical,35 mL/50mL,DB00898
Liquid,Topical,350 mL/500mL,DB00898
Liquid,Topical,310 mL/500mL,DB00898
Gel,Topical,400 mL/500mL,DB00898
Liquid,Topical,0.8075 mL/1000mL,DB00898
Liquid,Topical,65.1846 mL/100mL,DB00898
Liquid,Topical,65.2459 mL/100mL,DB00898
Gel,Topical,56 mL/80mL,DB00898
Spray,Topical,64 mL/100mL,DB00898
Cloth,Topical,0.6175 g/1g,DB00898
Gel,Topical,350 g/500g,DB00898
Solution,Topical,2.25 mL/1,DB00898
Swab,Topical,75 mL/100mL,DB00898
Liquid,Topical,60 mL/100mL,DB00898
Solution,Topical,170.3436 mL/236.588mL,DB00898
Gel,Topical,21 g/30mL,DB00898
Swab,Topical,0.75 g/3.793g,DB00898
Soap,Percutaneous,0.7 mL/1mL,DB00898
Gel,Topical,36.7 mL/59mL,DB00898
Gel,Topical,73 L/100mL,DB00898
Gel,Topical,175 mL/250mL,DB00898
Liquid,Topical,80 mL/100mL,DB00898
Cloth,Topical,0.72 mL/1mL,DB00898
Patch,Topical,0.72 mL/1mL,DB00898
Gel,Topical,2914.76 mL/3785.4mL,DB00898
Liquid,Topical,0.71 L/1L,DB00898
Cloth,Topical,0.70 mL/1mL,DB00898
Cloth,Topical,0.7 mL/1mL,DB00898
Stick,Topical,0.70 mL/1mL,DB00898
Cloth,Topical,0.659 mL/1,DB00898
Liquid,Topical,189.3 mL/236.6mL,DB00898
Gel,Topical,67 g/100mL,DB00898
Gel,Topical,40.2 g/60mL,DB00898
Solution,Topical,0.7 mL/1mL,DB00898
Gel,Topical,225 mL/300mL,DB00898
Gel,Topical,2838.75 mL/3785mL,DB00898
Gel,Topical,750 mL/1000mL,DB00898
Gel,Topical,62 mL/62mL,DB00898
Gel,Topical,16.2 mL/30mL,DB00898
Gel,Topical,111.6 mL/180mL,DB00898
Gel,Topical,297.6 mL/480mL,DB00898
Gel,Topical,74.13 mL/100mL,DB00898
Gel,Topical,310.0 g/500mL,DB00898
Gel,Topical,28 g/40mL,DB00898
Gel,Topical,64.6 g/100mL,DB00898
Liquid,Topical,415 mL/500mL,DB00898
Gel,Topical,0.93 mL/1.5mL,DB00898
Solution,Oral,,DB00898
Spray,Topical,340.56 mL/470mL,DB00898
Liquid,Topical,8 mL/1mL,DB00898
Solution,Topical,75.85 mL/100mL,DB00898
Liquid,Topical,75 L/100L,DB00898
"Aerosol, foam",Topical,40 mg/1mL,DB00898
Liquid,Topical,68 mg/1mL,DB00898
"Aerosol, spray",Topical,80 mL/100mL,DB00898
Swab,Topical,65.9 g/100g,DB00898
Gel,Topical,71 mL/1mL,DB00898
Spray,Topical,71 mL/1mL,DB00898
Gel,Topical,70 mg/100mL,DB00898
Solution,Topical,73.8 mL/1mL,DB00898
Spray,Topical,80 ng/100mL,DB00898
Liquid,Topical,0.08 L/0.1L,DB00898
Gel,Extracorporeal,39.75 mL/53mL,DB00898
Solution,Topical,78 mL/100mL,DB00898
"Aerosol, foam",Topical,620 mg/1g,DB00898
Gel,Topical,60 g/100mL,DB00898
Gel,Topical,0.7 mL/1mL,DB00898
Gel,Topical,31 mL/50mL,DB00898
Gel,Topical,65.6 mL/100mL,DB00898
Liquid,Topical,76 mL/100mL,DB00898
Solution,Topical,83 L/100L,DB00898
Solution,Topical,534 mg/1mL,DB00898
Gel,Topical,.7 mL/1mL,DB00898
Swab,Topical,0.62 mL/1mL,DB00898
"Aerosol, foam",Topical,0.625 mL/1mL,DB00898
Liquid,Topical,0.70 mL/1mL,DB00898
Cloth,Topical,0.62 mL/1,DB00898
Lotion,Topical,65 mL/100mL,DB00898
Cloth,Topical,0.62 mL/1mL,DB00898
Gel,Topical,0.85 mL/1mL,DB00898
Gel,Topical,0.70 mL/1mL,DB00898
Gel,Topical,70 mL/1000mL,DB00898
Spray,Topical,73.7 g/100mL,DB00898
Solution,Topical,,DB00898
Gel,Topical,1085 mL/1550mL,DB00898
Gel,Topical,56 mL/70mL,DB00898
Liquid,Topical,112.5 mL/150mL,DB00898
Liquid,Topical,150 mL/200mL,DB00898
Liquid,Topical,187.5 mL/250mL,DB00898
Liquid,Topical,37.5 mL/50mL,DB00898
Liquid,Topical,45 mL/60mL,DB00898
Liquid,Topical,52.5 mL/70mL,DB00898
Liquid,Topical,56.25 mL/75mL,DB00898
Liquid,Topical,60 mL/80mL,DB00898
Liquid,Topical,90 mL/120mL,DB00898
Spray,Topical,,DB00898
Spray,Topical,0.62 mL/1mL,DB00898
Swab,Topical,,DB00898
"Aerosol, foam",Topical,62.5 mL/100g,DB00898
Solution,Topical,539.4 mg/1mL,DB00898
Solution,Topical,539.71 mg/1mL,DB00898
Solution,Topical,620 mg/1mL,DB00898
Gel,Topical,157.5 mL/225mL,DB00898
Gel,Topical,163.8 mL/234mL,DB00898
Swab,Topical,665 mL/1L,DB00898
Gel,Topical,62.5 mL/100mL,DB00898
Liquid,Topical,68 mL/100mL,DB00898
Cloth,Topical,0.62 1/1,DB00898
Spray,Topical,44.8 g/56g,DB00898
Cloth,Topical,65.67 mL/100mL,DB00898
Gel,Topical,20.3 mL/29mL,DB00898
Gel,Cutaneous; Topical,68 mL/100mL,DB00898
Liquid,Extracorporeal,345 mL/500mL,DB00898
Liquid,Extracorporeal,69 mL/100mL,DB00898
Gel,Extracorporeal,312.5 mL/500mL,DB00898
Gel,Topical,62.0 g/100mL,DB00898
Liquid,Topical,94.635295 mL/118.294mL,DB00898
Gel,Topical,620 mg/1mL,DB00898
Liquid,Topical,610 mg/1mL,DB00898
Spray,Topical,0.67 mL/1mL,DB00898
Gel,Topical,275.63 g/436.63g,DB00898
Liquid,Topical,15141.68 mL/18927.1mL,DB00898
Gel,Cutaneous,0.625 mL/1mL,DB00898
Gel,Topical,165.9 g/237mL,DB00898
Liquid,Topical,210 mL/300mL,DB00898
Liquid,Topical,0.64 mL/1mL,DB00898
Gel,Topical,69.9 mL/100mL,DB00898
Liquid,Topical,56.07 1/56.071,DB00898
Cloth,Topical,2.25 mL/1U,DB00898
Spray,Topical,73.333 mL/100mL,DB00898
"Aerosol, foam",Topical,0.67 g/1mL,DB00898
Gel,Topical,75.0 g/100mL,DB00898
Gel,Topical,124 g/200mL,DB00898
Spray,Topical,63 mL/1mL,DB00898
Solution,Topical,0.659 mL/1mL,DB00898
Cloth,Topical,0.659 mL/1mL,DB00898
Gel,Topical,620 mL/1L,DB00898
Solution,Topical,74 mL/100mL,DB00898
Swab,Topical,0.659 mL/1mL,DB00898
Lotion,Topical,0.7 mL/1mL,DB00898
Gel,Topical,67 L/67L,DB00898
Gel,Topical,166 mL/236mL,DB00898
Spray,Topical,72 g/100mL,DB00898
Cloth,Topical,1.75 mL/1,DB00898
Cloth,Extracorporeal,270 mL/501,DB00898
Cloth,Extracorporeal,75 mL/501,DB00898
Spray,Topical,650 mL/1L,DB00898
Gel,Topical,6.2 mg/1mL,DB00898
Spray,Topical,60 mL/100mL,DB00898
Cloth,Topical,70.6 mg/100mg,DB00898
Cloth,Extracorporeal,67.5 mL/251,DB00898
Cloth,Extracorporeal,291.18 mL/801,DB00898
Cloth,Topical,0.7 mL/0.7mL,DB00898
Cloth,Topical,0.75 mL/1g,DB00898
Cloth,Topical,26.25 mL/1,DB00898
Cloth,Topical,75 1/1,DB00898
Patch,Topical,0.75 U/1U,DB00898
Gel,Topical,21 mL/30mL,DB00898
Liquid,Topical,195 mL/300mL,DB00898
Spray,Topical,210 g/300mL,DB00898
Gel,Topical,800 mL/1000mL,DB00898
