synonym,language,coder,drugbank-id
Quinethazon,english,,DB01325
Quinethazonum,latin,inn,DB01325
"(6R,7R)-7-(R)-Mandelamido-3-(((1-methyl-1H-tetrazol-5-yl)thio)methyl)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-carboxylic acid",english,,DB01326
"(6R,7R)-7-{[(2R)-2-hydroxy-2-phenylacetyl]amino}-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",english,,DB01326
Cefadole,english,,DB01326
Cefamandol,spanish,inn,DB01326
Céfamandole,french,inn,DB01326
Cefamandole,english,inn,DB01326
Cefamandolum,latin,inn,DB01326
Cephadole,english,,DB01326
Cephamandole,english,,DB01326
L-Cefamandole,english,,DB01326
"(6R,7R)-3-{[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanyl]methyl}-8-oxo-7-[(1H-tetrazol-1-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",english,,DB01327
Cefamezin,english,,DB01327
Cefazolin,english,inn/ban/usp,DB01327
Cefazolina,spanish,inn,DB01327
Cefazoline,french,inn,DB01327
Cefazolinum,latin,inn,DB01327
Cephamezine,english,,DB01327
Cephazolidin,english,,DB01327
Cephazolin,english,,DB01327
Cephazoline,english,,DB01327
CEZ,english,,DB01327
"(6R,7R)-7-{[(2R)-2-hydroxy-2-phenylacetyl]amino}-8-oxo-3-({[1-(sulfomethyl)-1H-tetrazol-5-yl]sulfanyl}methyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",english,,DB01328
Cefonicid,english,inn,DB01328
Cefonicido,spanish,inn,DB01328
Cefonicidum,latin,inn,DB01328
"(6R,7R)-7-((R)-2-(4-Ethyl-2,3-dioxo-1-piperazinylcarboxamido)-2-(4-hydroxyphenyl)acetamido)-3-((1-methyl-1H-tetrazol-5-yl)thiomethyl)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-en-2-carbonsaeure",german,,DB01329
"(6R,7R)-7-[[2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-(4-hydroxyphenyl)acetyl]amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",english,,DB01329
Cefoperazone,english,inn,DB01329
Cefoperazono,spanish,inn,DB01329
Cefoperazonum,latin,inn,DB01329
"(6R,7S)-7-(4-(carbamoylcarboxymethylene)-1,3-dithiethane-2-carboxamido)-7-methoxy-3-(((1-methyl-1H-tetrazol-5- yl)thio)methyl)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2- carboxylic acid",english,,DB01330
Cefotetan,english,inn/usan,DB01330
Cefotetanum,latin,inn,DB01330
"(6R,7S)-4-[(carbamoyloxy)methyl]-7-methoxy-8-oxo-7-[(thiophen-2-enyl)acetamido]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",english,,DB01331
Cefoxitin,english,inn/usan,DB01331
Cefoxitina,spanish,inn,DB01331
Cefoxitine,french,inn,DB01331
Cefoxitinum,latin,inn,DB01331
Ceftoxitin,english,,DB01331
Cephoxitin,english,,DB01331
CFX,english,,DB01331
Rephoxitin,english,,DB01331
7-[2-(2-Amino-thiazol-4-yl)-2-methoxyimino-acetylamino]-8-oxo-5-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid,english,,DB01332
Ceftizoxima,spanish,inn,DB01332
Ceftizoxime,english,inn,DB01332
Ceftizoximum,latin,inn,DB01332
syn-7-(2-(2-Amino-4-thiazolyl)-2-methoxyiminoacetamido)-3-cephem-4-carboxylic acid,english,,DB01332
"(6R,7R)-7-((R)-2-Amino-2-(1,4-cyclohexadien-1-yl)acetamido)-3-methyl-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid",english,,DB01333
"(6R,7R)-7-{[(2R)-2-amino-2-cyclohexa-1,4-dien-1-ylacetyl]amino}-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",english,,DB01333
"7-(D-2-Amino-2-(1,4-cyclohexadienyl)acetamide)desacetoxycephalosporanicacid",english,,DB01333
CED,english,,DB01333
Cefradina,spanish,inn,DB01333
Cefradine,english,inn,DB01333
Cefradinum,latin,inn,DB01333
Cephradin,english,,DB01333
Cephradine,english,,DB01333
Dimethylchondrocurarine,english,,DB01336
"O,O-Dimethylchondrocurarine",english,,DB01336
Pancuronium,english,,DB01337
Pipecurium,english,,DB01338
Pipecuronium,english,,DB01338
Vecuronio,spanish,,DB01339
Vecuronium cation,english,,DB01339
Cilazapril,english/spanish/french/german,inn,DB01340
Cilazapril anhydrous,english,,DB01340
Cilazaprilum,latin,inn,DB01340
forasartán,spanish,inn,DB01342
poly(styrene-4-sulfonic acid),english,,DB01344
Polystyrene sulfonate,english,,DB01344
Polystyrene sulfonic acid,english,,DB01344
polystyrenesulfonic acid,english,,DB01344
Tolevamer,english,inn,DB01344
Potassium (ion),english,,DB01345
Potassium ion,english,,DB01345
potassium(1+),english,iupac,DB01345
potassium(1+) ion,english,,DB01345
potassium(I) cation,english,,DB01345
Espirapril,spanish,,DB01348
Spirapril,english,inn,DB01348
Spiraprilum,latin,,DB01348
Tasosartan,english,inn/ban/usan,DB01349
"5-ethyl-5-(3-methylbutyl)-2,4,6(1H,3H,5H)-pyrimidinetrione",english,,DB01351
5-ethyl-5-(3-methylbutyl)barbituric acid,english,,DB01351
5-ethyl-5-isoamylbarbituric acid,english,,DB01351
5-ethyl-5-isopentylbarbituric acid,english,,DB01351
Amobarbital,english,inn,DB01351
Amobarbitale,italian,dcit,DB01351
Amylobarbitone,english,,DB01351
Barbamil,english,,DB01351
Barbamyl,english,,DB01351
"5-(1-methylethyl)-5-(2-propenyl)-2,4,6(1H,3H,5H)-pyrimidinetrione",english,,DB01352
5-allyl-5-isopropylbarbituric acid,english,,DB01352
"5-allyl-5-isopropylpyrimidine-2,4,6(1H,3H,5H)-trione",english,,DB01352
5-isopropyl-5-allylbarbituric acid,english,,DB01352
Allypropymal,english,,DB01352
Aprobarbital,english,inn/dcf,DB01352
Aprobarbitale,italian,dcit,DB01352
Aprobarbitalum,latin,inn,DB01352
Butethal,english,,DB01353
Butobarbital,english,inn/ban,DB01353
Butobarbitone,english,,DB01353
Heptabarb,english,,DB01354
Heptabarbe,french,inn,DB01354
Heptabarbital,english,inn,DB01354
Heptabarbitone,english,,DB01354
Heptabarbo,spanish,inn,DB01354
Heptabarbum,latin,inn,DB01354
"5-(1-cyclohexen-1-yl)-1,5-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione",english,,DB01355
"5-(1-cyclohexen-1-yl)-1,5-dimethylbarbituric acid",english,,DB01355
"5-Cyclohex-1-enyl-1,5-dimethyl-pyrimidine-2,4,6-trione",english,,DB01355
Hexobarbitone,english,,DB01355
Methexenyl,english,,DB01355
Methylhexabital,english,,DB01355
Li(+),english,,DB01356
Lithium ion,english,,DB01356
"Lithium, ion",english,,DB01356
"Lithium, ion (li1+)",english,,DB01356
Mestranol,english,inn/usan,DB01357
(2S)-1-(tert-butylamino)-3-(2-cyclopentylphenoxy)propan-2-ol,english,,DB01359
Penbutolol,english,inn/ban,DB01359
Penbutololum,latin,inn,DB01359
Iohexol,english,inn/usan,DB01362
Iohexolum,latin,inn,DB01362
"N,N'-Bis(2,3-dihydroxypropyl)-5-(N-(2,3-dihydroxypropyl)acetamido)-2,4,6-triiodoisophthalamide",english,,DB01362
Cao ma huang root,english,,DB01363
Chinese ephedra root (ephedra sinica),english,,DB01363
Chinese jointfir,english,,DB01363
Ephedra,english,,DB01363
Ephedra ma-huang root,english,,DB01363
Ephedra root (ephedra sinica),english,,DB01363
Ephedra sinica root,english,,DB01363
Ephedrae radix,english,,DB01363
Hemp yellow root,english,,DB01363
Ma huang gen (ephedra sinica),english,,DB01363
Mahuanggen (ephedra sinica),english,,DB01363
(-)-Ephedrine,english,,DB01364
"(1R,2S)-1-Phenyl-1-hydroxy-2-methylaminopropane",english,,DB01364
Efedrina,spanish,,DB01364
L-Ephedrine,english,,DB01364
L-erythro-2-(Methylamino)-1-phenylpropan-1-ol,english,,DB01364
L(−)-ephedrine,english,,DB01364
Mefentermina,spanish,inn,DB01365
Mephentermine,english,inn,DB01365
Mephenterminum,latin,inn,DB01365
(1R)-N-propargylindan-1-amine,english,,DB01367
(R)-indan-1-yl-prop-2-ynyl-amine,english,,DB01367
(R)-N-2-Propynyl-1-indanamine,english,,DB01367
RAS,english,,DB01367
Rasagilina,spanish,,DB01367
Rasagiline,english,inn/usan,DB01367
Quinupristin,english,inn/usan,DB01369
Al,english,,DB01370
Aluminio,spanish,,DB01370
Aluminium,english/german,iupac,DB01370
Aluminium atom,english,,DB01370
Aluminium metallicum,english,,DB01370
Aluminum,english,,DB01370
Aluminum metal,english,,DB01370
Aluminum powder,english,,DB01370
Metallic aluminum,english,,DB01370
Calcio,spanish,,DB01373
"Calcium, elemental",english,,DB01373
Elemental calcium,english,,DB01373
Kalzium,german,,DB01373
"Aluminium, dihydroxide stearate",english,,DB01375
Aluminum monostearate,english,,DB01375
Aluminum stearate 300,english,,DB01375
Dibasic aluminium stearate,english,,DB01375
Dibasic aluminum stearate,english,,DB01375
Dihydroxy(stearato)aluminium,english,,DB01375
Dihydroxy(stearato)aluminum,english,,DB01375
Dihydroxyaluminum stearate,english,,DB01375
Magnesia,english,,DB01377
Magnesium ion,english,,DB01378
"Magnesium, ion(Mg2+)",english,,DB01378
Cortisone 21-acetate,english,,DB01380
Cortone acetate,english,,DB01380
Common ginkgo leaf,english,,DB01381
Ginkgo,english,,DB01381
Ginkgo biloba extract,english,,DB01381
Ginkgo biloba leaf,english,,DB01381
Ginkgo biloba leaf dry extract,english,,DB01381
Ginkgo biloba leaf tincture,english,,DB01381
Ginkgo extract,english,,DB01381
Ginkgo folium,english,,DB01381
Ginkgo leaf,english,,DB01381
Ginkgo macrophylla leaf,english,,DB01381
Maidenhair extract,english,,DB01381
Maidenhair tree leaf,english,,DB01381
Pterophyllus salisburiensis leaf,english,,DB01381
Salisburia adiantifolia leaf,english,,DB01381
Salisburia biloba leaf,english,,DB01381
Salisburia ginkgo leaf,english,,DB01381
Salisburia macrophylla leaf,english,,DB01381
Tanakan,english,,DB01381
Yinxingye,english,,DB01381
Glidiazine,english,,DB01382
Glycodiazine,english,,DB01382
Glymidine,english,,DB01382
Glymidinum,latin,,DB01382
Parametasona,spanish,inn,DB01384
Parametasone,italian,dcit,DB01384
Paramethasone,english,inn/ban,DB01384
Paramethasonum,latin,inn,DB01384
Baking soda,english,,DB01390
Bicarbonate of soda,english,,DB01390
Carbonic acid monosodium salt,english,,DB01390
E 500,english,,DB01390
E-500,english,,DB01390
E500,english,,DB01390
NaHCO3,english,,DB01390
Natriumhydrogenkarbonat,german,,DB01390
Sodio bicarbonato,spanish,,DB01390
Sodium acid carbonate,english,,DB01390
Sodium hydrogen carbonate,english,,DB01390
Sodium hydrogencarbonate,english,iupac,DB01390
(+)-yohimbine,english,,DB01392
"(16α,17α)-17-hydroxyyohimban-16-carboxylic acid methyl ester",english,,DB01392
17α-hydroxyyohimban-16α-carboxylic acid methyl ester,english,,DB01392
Johimbin,german,,DB01392
Quebrachin,german,,DB01392
Yohimbic acid methyl ester,english,,DB01392
Yohimbin,german,,DB01392
Yohimbine,english,,DB01392
Yohimbinum,latin,,DB01392
2-(p-(2-(p-Chlorobenzamido)ethyl)phenoxy)-2-methylpropionic acid,english,,DB01393
Bezafibrate,english,inn/usan,DB01393
Bezafibrato,spanish,inn,DB01393
Bezafibratum,latin,inn,DB01393
Colchicin,german,,DB01394
Colchicina,italian,,DB01394
Colchicine,english,inn,DB01394
Colchicinum,latin,,DB01394
"1,2-Dihydrospirorenone",english,,DB01395
"6β,7β;15β,16β-Dimethylene-3-oxo-17α-pregn-4-ene-21,17-carbolactone",english,,DB01395
Dehydrospirorenone,english,,DB01395
Drospirenona,spanish,inn,DB01395
Drospirenone,english,inn/usan,DB01395
Drospirénone,french,inn,DB01395
Drospirenonum,latin,inn,DB01395
DRSP,english,,DB01395
Digitoksin,english,,DB01396
Digitoxin,english,inn,DB01396
Digitoxina,spanish,inn,DB01396
Digitoxine,french,inn,DB01396
Digitoxinum,latin,inn,DB01396
Digitoxoside,english,,DB01396
Magnesium salicylate,english,,DB01397
Magnesium salicylate anhydrous,english,,DB01397
2-Carboxyphenyl salicylate,english,,DB01399
Disalicylic acid,english,,DB01399
Disalicylsäure,german,,DB01399
O-Salicylcylsalicylsäure,german,,DB01399
o-Salicylsalicylic acid,english,,DB01399
Salicylic acid bimolecular ester,english,,DB01399
Salicyloxysalicylic acid,english,,DB01399
Salicyloylsalicylic acid,english,,DB01399
Salicylsalicylic acid,english,,DB01399
Salsalate,english/french,inn/usan,DB01399
Salsalato,spanish,inn,DB01399
Salsalatum,latin,inn,DB01399
Sasapyrin,english,,DB01399
Sasapyrine,english,,DB01399
Sasapyrinum,latin,,DB01399
(m-Hydroxyphenyl)trimethylammonium dimethylcarbamate,english,,DB01400
"3-Trimethylammoniumphenyl N,N-dimethylcarbamate",english,,DB01400
Eustigmin,english,,DB01400
Eustigmine,english,,DB01400
m-Trimethylammoniumphenyldimethylcarbamate,english,,DB01400
Neostigmina,spanish,,DB01400
"(-)-(2R)-3-(2-methoxy-10H-phenothiazin-10-yl)-N,N,2-trimethylpropan-1-amine",english,,DB01403
(-)-10-(3-(Dimethylamino)-2-methylpropyl)-2-methoxyphenothiazine,english,,DB01403
2-Methoxytrimeprazine,english,,DB01403
Levomepromazina,spanish,inn,DB01403
Levomepromazine,english,inn,DB01403
Lévomépromazine,french,inn,DB01403
Levomepromazinum,latin,inn,DB01403
Methotrimeprazine,english,usan,DB01403
Aralia ginseng root,english,,DB01404
Asian ginseng root,english,,DB01404
Chinese ginseng root,english,,DB01404
Ginseng (panax ginseng),english,,DB01404
Ginseng extract,english,,DB01404
"Ginseng, asian",english,,DB01404
Hong shen root,english,,DB01404
Insam root,english,,DB01404
Korean ginseng,english,,DB01404
Korean ginseng root,english,,DB01404
Ninjin root,english,,DB01404
Panax ginseng,english,,DB01404
Panax ginseng root,english,,DB01404
Panax ginseng root extract,english,,DB01404
Panax schinseng root,english,,DB01404
Panax verus root,english,,DB01404
Red ginseng,english,,DB01404
Ren seng root,english,,DB01404
Ren shen,english,,DB01404
Ren shen root,english,,DB01404
True ginseng root,english,,DB01404
Temafloxacin,english,inn,DB01405
Temafloxacina,spanish,,DB01405
Temafloxacine,french,,DB01405
Temafloxacinum,latin,,DB01405
Danazol,english,inn/usan,DB01406
Danazolum,latin,inn,DB01406
(±)-clenbuterol,english,,DB01407
"1-(4-Amino-3,5-dichloro-phenyl)-2-tert-butylamino-ethanol",english,,DB01407
"4-amino-3,5-dichloro-α-(((1,1-dimethylethyl)amino)methyl)benzenemethanol",english,,DB01407
"4-amino-α-((tert-butylamino)methyl)-3,5-dichlorobenzyl alcohol",english,,DB01407
Clenbuterol,english/spanish,inn,DB01407
Clenbutérol,french,inn,DB01407
Clenbuterolum,latin,inn,DB01407
(±)-5-(2-(tert-butylamino)-1-hydroxyethyl)-m-phenylene bis(dimethylcarbamate),english,,DB01408
bambutérol,spanish/french,inn,DB01408
Bambuterol,spanish,,DB01408
Bambuterolum,latin,inn,DB01408
Ciclesonida,spanish,,DB01410
Ciclesonide,english,inn/usan,DB01410
"3,7-dihydro-3,7-dimethyl-1H-purine-2,6-dione",english,,DB01412
"3,7-dimethylpurine-2,6-dione",english,,DB01412
"3,7-dimethylxanthine",english,,DB01412
Theobromin,german,,DB01412
Théobromine,french,,DB01412
Theobromine,english,inn/ban,DB01412
"(6R,7R)-7-{[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-3-[(1-methylpyrrolidinium-1-yl)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",english,,DB01413
Cefepima,spanish,inn,DB01413
Cefepime,english,inn/usan,DB01413
Cefepimum,latin,inn,DB01413
Cefacetrile,english,inn/ban,DB01414
Cefacetrilo,spanish,inn,DB01414
Cefacetrilum,latin,inn,DB01414
Cephacetrile,english,,DB01414
"(+)-(6R,7R)-7-((Z)-2-(2-amino-4-thiazolyl)-4-carboxycrotonamido)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid",english,,DB01415
Ceftibuten,english,usan,DB01415
Ceftibutene,french,inn,DB01415
Ceftibuteno,english,inn,DB01415
Ceftibutenum,latin,inn,DB01415
cis-ceftibuten,english,,DB01415
Cefpodoxima,spanish,inn,DB01416
Cefpodoxime,english,inn,DB01416
Cefpodoximum,latin,inn,DB01416
3-(alpha-(4'-Nitrophenyl)-beta-acetylethyl)-4-hydroxycoumarin,english,,DB01418
3-(alpha-(p-Nitrophenol)-beta-acetylethyl)-4-hydroxycoumarin,english,,DB01418
3-(alpha-Acetonyl-4-nitrobenzyl)-4-hydroxycoumarin,english,,DB01418
3-(alpha-Acetonyl-p-nitrobenzyl)-4-hydroxycoumarin,english,,DB01418
3-(alpha-p-Nitrophenyl-beta-acetylethyl)-4-hydroxycoumarin,english,,DB01418
4-Hydroxy-3-(1-(4-nitrophenyl)-3-oxobutyl)-2H-1-benzopyran-2-one,english,,DB01418
4-Hydroxy-3-[1-(4-nitrophenyl)-3-oxobutyl]-2H-chromen-2-one,english,,DB01418
Acenocoumarin,english,,DB01418
Acénocoumarol,french,inn,DB01418
Acenocoumarol,english,inn,DB01418
Acenocoumarolum,latin,inn,DB01418
Acenocumarol,spanish,inn,DB01418
Acenocumarolo,english,,DB01418
Acenokumarin,english,,DB01418
Nicoumalone,english,,DB01418
Nicumalon,english,,DB01418
Nitrophenylacetylethyl-4-hydroxycoumarine,english,,DB01418
Nitrovarfarian,english,,DB01418
Nitrowarfarin,english,,DB01418
"(1R,2R,3S,4R,6S)-4,6-diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl)-beta-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside",english,,DB01421
Aminosidin,english,,DB01421
Aminosidine,english,,DB01421
Catenulin,english,,DB01421
Crestomycin,english,,DB01421
Estomycin,english,,DB01421
Hydroxymycin,english,,DB01421
Monomycin A,english,,DB01421
Neomycin E,english,,DB01421
Paromomicina,spanish,inn,DB01421
Paromomycin,english,inn,DB01421
Paromomycin I,english,,DB01421
Paromomycine,french,inn,DB01421
Paromomycinum,latin,inn,DB01421
Paucimycin,english,,DB01421
Paucimycinum,latin,,DB01421
Zygomycin A1,english,,DB01421
5-Nitro-8-hydroxyquinoline,english,,DB01422
5-Nitro-8-oxyquinoline,english,,DB01422
5-Nitro-8-quinolinol,english,,DB01422
5-Nitrox,english,,DB01422
5-NOK,english,,DB01422
5NOK,english,,DB01422
8-Hydroxy-5-nitroquinoline,english,,DB01422
Nitroxolina,spanish,inn,DB01422
Nitroxoline,english,inn,DB01422
Nitroxolinum,latin,inn,DB01422
Stepronin,english,inn,DB01423
Stepronine,french,inn,DB01423
Stepronino,spanish,inn,DB01423
Steproninum,latin,inn,DB01423
Tiofacic,english,,DB01423
(Dimethylamino)phenazone,english,,DB01424
"1-Phenyl-2,3-dimethyl-4-(dimethylamino)-5-pyrazolone",english,,DB01424
"1-Phenyl-2,3-dimethyl-4-dimethylaminopyrazol-5-one",english,,DB01424
"1,5-Dimethyl-4-dimethylamino-2-phenyl-3-pyrazolone",english,,DB01424
"2,3-Dimethyl-4-dimethylamino-1-phenyl-5-pyrazolone",english,,DB01424
"3-Keto-1,5-dimethyl-4-dimethylamino-2-phenyl-2,3-dihydropyrazole",english,,DB01424
"4-(Dimethylamino)-1,2-dihydro-1,5-dimethyl-2-phenyl-3H-pyrazol-3-one",english,,DB01424
"4-(Dimethylamino)-1,5-dimethyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one",english,,DB01424
4-(Dimethylamino)antipyrine,english,,DB01424
"4-Dimethylamino-1-phenyl-2,3-dimethylpyrazolone",english,,DB01424
"4-Dimethylamino-2,3-dimethyl-1-phenyl-3-pyrazolin-5-one",english,,DB01424
"4-Dimethylamino-2,3-dimethyl-1-phenyl-5-pyrazolone",english,,DB01424
4-Dimethylaminoantipyrine,english,,DB01424
4-Dimethylaminophenazone,english,,DB01424
Aminofenazona,spanish,inn,DB01424
Aminofenazone,english,,DB01424
Aminophenazon,german,,DB01424
Aminophenazone,english,inn,DB01424
Aminophenazonum,latin,inn,DB01424
Aminopyrine,english,,DB01424
Dimethylaminoantipyrine,english,,DB01424
Dimethylaminoazophene,english,,DB01424
Dimethylaminophenazon,german,,DB01424
Dimethylaminophenazone,english,,DB01424
Dimethylaminophenyldimethylpyrazolone,english,,DB01424
Dipyrine,english,,DB01424
Alizaprida,spanish,inn,DB01425
Alizapride,english,inn,DB01425
Alizapridum,latin,inn,DB01425
(+)-Ajmaline,english,,DB01426
"(5aR,6S,8S,10S,11S,11aS,12aR,13R)-5-methyl-5a,6,8,9,10,11,11a,12-octahydro-5H-6,10:11,12a-dimethanoindolo[3,2-b]quinolizine-8,13-diol",english,,DB01426
Ajmalin,english,,DB01426
Ajmaline,english,jan,DB01426
Amrinona,spanish,inn,DB01427
Amrinone,english,inn,DB01427
Amrinonum,latin,inn,DB01427
Inamrinone,english,usan,DB01427
2-Benzoyl-5-methoxyphenol,english,,DB01428
2-Hydroxy-4-methoxybenzophenone,english,,DB01428
4-Methoxy-2-hydroxybenzophenone,english,,DB01428
Benzophenone-3,english,,DB01428
Oxibenzona,spanish,inn,DB01428
Oxybenzone,english,inn/usan,DB01428
Oxybenzonum,latin,inn,DB01428
Aprindina,spanish,inn,DB01429
Aprindine,english,inn/ban/usan,DB01429
Aprindinum,latin,inn,DB01429
"2,4-Bis(allylamino)-6-(4-(bis(p-fluorophenyl)methyl)-1-piperazinyl)-s-triazine",english,,DB01430
Almitrina,spanish,inn,DB01430
Almitrine,english,inn,DB01430
Almitrinum,latin,inn,DB01430
17α-allylestr-4-en-17β-ol,english,,DB01431
3-deketo-17α-allyl-19-nortestosterone,english,,DB01431
Alilestrenol,spanish,inn,DB01431
Allilestrenolo,italian,dcit,DB01431
Allyl estrenol,english,,DB01431
Allylestrenol,english,inn/jan,DB01431
Allylestrenolum,latin,inn,DB01431
Allyloestrenol,english,,DB01431
Cholestyramine resin,english,,DB01432
Colestiramina,spanish,,DB01432
Colestyramine,english,,DB01432
Acetilmetadol,spanish,inn,DB01433
Acetylmethadol,english,,DB01433
Acetylmethadolum,latin,inn,DB01433
"delta,4-Estrene-3,17-dione",english,,DB01434
"delta4-Estrene-3,17-dione",english,,DB01434
"1,2-Dihydro-1,5-dimethyl-2-phenyl-3H-pyrazol-3-one",english,,DB01435
"2,3-Dimethyl-1-phenyl-5-pyrazolone",english,,DB01435
Analgesine,english,,DB01435
Antipyrine,english,,DB01435
Fenazon,czech,,DB01435
Fenazona,spanish,inn,DB01435
