brand,company,drugbank-id
Securo,Valeant,DB00602
Vermectin,Atlantic Lab,DB00602
Depo-subq provera 104,,DB00603
Enteropride,,DB00604
Kinestase,,DB00604
Prepulsid,Janssen-Ortho,DB00604
Pridesia,,DB00604
Propulsid Quicksolv,Janssen-Ortho,DB00604
Acquirel,,DB00606
Anhydron,Lilly,DB00606
Doburil,Boehringer Ingelheim,DB00606
Fluidil,,DB00606
Renazide,,DB00606
Tensodiural,,DB00606
Valmiran,Boehringer Ingelheim,DB00606
Nallpen,,DB00607
Unipen,,DB00607
Artrichin,,DB00608
Bemaphate,,DB00608
Capquin,,DB00608
Malarex,Actavis,DB00608
Nivaquine B,Sanofi,DB00608
Resoquine,,DB00608
Reumachlor,,DB00608
Sanoquin,,DB00608
Ethatyl,Sanofi,DB00609
Ethide,Lupin,DB00609
Ethiokox,Radicura,DB00609
Ethomid,Vesalius Pharma,DB00609
Etionamida,AC Farma,DB00609
Etomid,Macleods,DB00609
Eton,Umeda,DB00609
Etyomid,Koçak,DB00609
Myobid,Panacea,DB00609
Trecator-SC,,DB00609
Tubermin,Meiji Seika Kaisha,DB00609
Aramine,Merck,DB00610
Metaramin,,DB00610
Pressonex,,DB00610
Butaro,Lotus Pharmaceuticals,DB00611
Butrum,Aristo,DB00611
Bisocor,,DB00612
Cardicor,Bayer,DB00612
Concor,Merck,DB00612
Concore,Merck,DB00612
Detensiel,Merck Santé,DB00612
Emconcor,Merck,DB00612
Emcor,Merck,DB00612
Euradal,Lacer,DB00612
Isoten,Meda,DB00612
Monocor,Biovail Pharmaceuticals,DB00612
Soprol,Helsinn,DB00612
Basoquin,,DB00613
Camoquin,Parke Davis,DB00613
Flavoquine,,DB00613
Dependal-M,GlaxoSmithKline,DB00614
Furoxone,Roberts Laboratories,DB00614
Ansatipin,Pfizer,DB00615
Ansatipine,SERB,DB00615
Ributin,Lupin,DB00615
Paradione,,DB00617
Declostatin,,DB00618
Ledermycin,Takeda,DB00618
Celonib,Celon,DB00619
Enliven,Orion,DB00619
Imatib,Grey Inversiones,DB00619
Mesylonib,Miracalus,DB00619
Mitinab,Glenmark,DB00619
Plivatinib,Pliva,DB00619
Shantinib,Shantha,DB00619
Delphicort,,DB00620
Flutex,,DB00620
Kenacort,,DB00620
Omcilon-A,,DB00620
Oracort,,DB00620
Tri-Nasal,,DB00620
Triacet,,DB00620
Triacort,,DB00620
Triaderm,,DB00620
Tricortone,,DB00620
Trilone,,DB00620
Tristoject,,DB00620
Anavar,Pfizer Inc.,DB00621
Xtendrol,Atlantis,DB00621
Anatensol,Bristol-Myers Squibb,DB00623
Dapotum D,,DB00623
Fludecasin,Tanabe Mitsubishi Pharma,DB00623
Fludecate,Rafa,DB00623
Flumezin,Tanabe Mitsubishi Pharma,DB00623
Funazine,Johnson,DB00623
Lyogen,Lundbeck,DB00623
Lyogen Depot,Lundbeck,DB00623
Lyogen Retard,Lundbeck,DB00623
Metoten,Hemofarm,DB00623
Modecate,Bristol-Myers Squibb,DB00623
Moditen,Bristol-Myers Squibb,DB00623
Moditen Depo,Krka,DB00623
Permitil,,DB00623
Andronate 100,,DB00624
Andronate 200,,DB00624
Andropatch,GlaxoSmithKline,DB00624
Andropository 200,,DB00624
Andryl 200,,DB00624
Bio-T-Gel,"BioSante Pharmaceuticals, Inc. and Teva Pharmaceuticals USA, Inc.",DB00624
Nebido,Bayer,DB00624
Sustanon,Organon,DB00624
Synandrol F,,DB00624
Testamone 100,,DB00624
Testaqua IM,,DB00624
Testoderm,,DB00624
Testoderm TTS,,DB00624
Testogel,Bayer,DB00624
Testolin,,DB00624
Testopatch,Pierre Fabre,DB00624
Testopel Pellets,,DB00624
Testrin-P.A,,DB00624
Testro AQ,,DB00624
Virormone,Nordic Pharma,DB00624
E.F.,McNeil & Argus,DB00625
Efavir,Cipla,DB00625
Efcure,Emcure Pharmaceuticals,DB00625
Efferven,Ranbaxy Laboratories,DB00625
Estiva,Hetero,DB00625
Evirenz,Alkem Laboratories,DB00625
Viranz,Aurobindo Pharma,DB00625
Baciguent,Upjohn,DB00626
Anksen,Sanovel,DB00628
Calner,Medipharm,DB00628
Cloranxen,Teva,DB00628
Clorazepatum,sanofi-aventis,DB00628
Clozene,Weidar,DB00628
Dipot,Asian,DB00628
Flulium,Pharmasant,DB00628
Gen-xene,Alra,DB00628
Justum,Sandoz,DB00628
Manotran,March,DB00628
Medipax,Tecnifar,DB00628
Mendon,Abbott Japan,DB00628
Polizep,Polipharm,DB00628
Tencilan,Finadiet,DB00628
Trancap,T P Drug,DB00628
Transene,sanofi-aventis,DB00628
Tranxen,sanofi-aventis,DB00628
Tranxène,sanofi-aventis,DB00628
Tranxene,Lundbeck,DB00628
Tranxilene,sanofi-aventis,DB00628
Tranxilium,sanofi-aventis,DB00628
Zetran-5,Masa Lab,DB00628
Lisapres,Libbs,DB00629
Rexitene,L.P.B.,DB00629
Wytens,Alfresa Pharma,DB00629
Wytensin,Wyeth,DB00629
Alenotop,Pliva,DB00630
Alned,Laboratorios Belmac,DB00630
Arendal,Ivax,DB00630
Beenos,Gedeon Richter,DB00630
Berlex,Duncan,DB00630
Denfos,Biofarma,DB00630
Densidron,Mepha,DB00630
Dronat,Farmavita,DB00630
Durost,Perumed,DB00630
Fixopan,Grupo Farma,DB00630
Forosa,Kemofarmacija,DB00630
Fosagen,Aspen Pharmacare,DB00630
Fosalen,Teriak,DB00630
Fosmin,Hospimedikka,DB00630
Fostolin,Actavis,DB00630
Fosval,Saval,DB00630
Huesobone,Farmaceutica Latina,DB00630
Lendrate,Actavis,DB00630
Oseolen,Intipharma,DB00630
Ostemax,Polpharma,DB00630
Clofazic,Raffo,DB00631
Blistex,DDD,DB00632
Erazaban,Healthcare,DB00632
Healip,Aco Hud,DB00632
Lafrost,Incepta,DB00632
Dexdor,Orion,DB00633
Dexem,Themis Medicare,DB00633
Acetopt,Sigma Pharma,DB00634
Albucid,Allergan,DB00634
Anginamide,Medgenix,DB00634
Antebor,Kela,DB00634
Apisulfa,Amman,DB00634
Blef-10,Allergan,DB00634
Bleph,Allergan,DB00634
Cetazin,Sigmapharm,DB00634
Oftasul,Dr. Collado,DB00634
Optal,Olan-Kemed,DB00634
Riacetamid,Riyadh Pharma,DB00634
Sulfacil,Farmak,DB00634
Sulphacalyre,Wallace,DB00634
Unisulf,Roster,DB00634
Delta-Cortef,Upjohn,DB00635
Meticorten,,DB00635
Orasone,,DB00635
Alufibrate,The Central,DB00636
Atromid-S,,DB00636
Binograc,Kotobuki Seiyaku,DB00636
Clobrate,Johnson,DB00636
ELPI,,DB00636
Hisunsero,Newai Chem,DB00636
Koliva,Golden Horse,DB00636
Lipofacton,,DB00636
Myanlin,Sinton,DB00636
Acemiz,Lupin,DB00637
Alerkin,Incobra,DB00637
Astemison,,DB00637
Astesen,Senosiain,DB00637
Hismanal,Janssen,DB00637
Histalong,Biofarma,DB00637
Lergibrumizol,Bruluart,DB00637
Stemiz,Cadila HC,DB00637
Femstat,Bayer,DB00639
Femstat 3,Bayer,DB00639
Gynazol,Gedeon Richter,DB00639
Gynazole,OM,DB00639
Gynofort,Gedeon Richter,DB00639
Gynomyk,Will,DB00639
Inulead,Fuji Yakuhin,DB00639
Mycelex-3,Bayer,DB00639
Volusol,Farmindustria,DB00639
Adenocor,Sanofi-Aventis,DB00640
Adenoject,Sun,DB00640
Adenoz,Celon,DB00640
Adenozer,Purzer,DB00640
Adesin,Dae Han New Pharm,DB00640
Adrekar,Sanofi-Aventis,DB00640
Atépadène,Mayoly-Spindler,DB00640
Cardimax,AC Farma,DB00640
Cardiovert,Sanofi-Aventis,DB00640
Krenosin,Sanofi-Aventis,DB00640
Osiden,Square,DB00640
Pisdeno,Pisa,DB00640
Cholestat,Kalbe,DB00641
Colemin,Biohorm,DB00641
Labistatin,Sandoz,DB00641
Lipex,Merck Sharp & Dohme,DB00641
Medipo,Mediolanum Farmaceutici,DB00641
Nivelipol,Temis-Lostalo,DB00641
Simovil,Merck Sharp & Dohme,DB00641
Sinvacor,Merck Sharp & Dohme,DB00641
Sivastin,Sigma-Tau,DB00641
Sivatin,Rowex,DB00641
Sivinar,Anfarm,DB00641
Sorfox,Galex,DB00641
Sotovastin,Bros,DB00641
Starezin,Leovan Pharmaceuticals,DB00641
Starstat,Lupin,DB00641
Starzoko,Daewoong,DB00641
Stasiva,Pharmanel,DB00641
Statex,Pliva,DB00641
Staticor,Darnitsa,DB00641
Statinal,Alet Pharmaceuticals,DB00641
Stativer,Iapharm,DB00641
Synvinolin,,DB00641
Lomper,Esteve,DB00643
Meberix,Aversi,DB00643
Mebex,Cipla,DB00643
Mebezol,Johnson,DB00643
Mebfil,Fourrts Laboratories,DB00643
Mebutar,Andromaco,DB00643
Mebzol,Julphar,DB00643
Mendazole,GlaxoSmithKline,DB00643
Mezole,Yuan Chou,DB00643
Minyoozole,Emil,DB00643
Mopen,Li Taka Pharmaceuticals,DB00643
Multielmin,Osorio de Moraes,DB00643
Necamin,Aché,DB00643
Ovex,McNeil,DB00643
Panamox,Jayson,DB00643
Pantelmin,Janssen,DB00643
Tesical,Sintesina,DB00643
Thelmox,Remedica,DB00643
Ticoquer,Root,DB00643
Fertagyl,,DB00644
Gonadorelin,Intrapharm,DB00644
HRF,Intrapharm,DB00644
Hypocrine,Tanabe Mitsubishi Pharma,DB00644
Kryptocur,Sanofi-Aventis,DB00644
Lutrelef,Ferring,DB00644
Relefact,Sanofi-Aventis,DB00644
Dyclone,AstraZeneca,DB00645
Adiclair,Ardeypharm,DB00646
Afunginal,Euro Generics,DB00646
Biofanal,Pfleger,DB00646
Candacide,Be-Tabs Pharmaceuticals,DB00646
Candermil,LKM,DB00646
Candex,Square,DB00646
Candidias,Fabra,DB00646
Candistat,Ambalal Sarabhai Enterprises,DB00646
Candistin,Pharos,DB00646
Canstat,Aspen Pharmacare,DB00646
Cazetin,Ifars,DB00646
Diaper NZ,Cheminter,DB00646
Dipni,Omega,DB00646
Enystin,Kalbe,DB00646
Fukangning,Deyer,DB00646
Fungatin,Ferron,DB00646
Fungicidin Leciva,Zentiva,DB00646
Fungistin,Beximco,DB00646
Fungostatin,Nobel,DB00646
Funistatin,Nobel,DB00646
Gynostatin,Iqfarma,DB00646
Kandistatin,Metiska,DB00646
Kenalon,Ta Fong,DB00646
Lederlind,Riemser,DB00646
Ledernyst,Riemser,DB00646
Lystin,Biolab,DB00646
Nilstat,Glenmark,DB00646
Nyaderm,Taro,DB00646
Nystan,Bristol Myers Squibb,DB00646
Abalgin,DLF,DB00647
Dacoton,Standard,DB00647
Deprancol,Parke Davis,DB00647
Depronal,Pfizer,DB00647
Dolene,,DB00647
Doloxene,Aspen Pharmacare,DB00647
Lisodren,Bristol-Myers Squibb,DB00648
Opeprim,Yakult Honsha,DB00648
Actastav,Actavis,DB00649
Ai Fu Ding,Wujing Medicine,DB00649
Avostav,Ranbaxy Laboratories,DB00649
Estavudox,Biotoscana,DB00649
Exvihr,Biogen,DB00649
Flamistav,Flamingo Pharmacueticals,DB00649
Landstav,Landsteiner,DB00649
Lion,Filaxis,DB00649
Mai Si Ting,Meijisi Pharmaceutical,DB00649
S.T.V.,Ivax,DB00649
Sazi,NEGPF,DB00649
Stadine,Stadine,DB00649
Stag,Hetero,DB00649
Stamar,LKM,DB00649
Stavex,Aurobindo,DB00649
Stavir,Cipla,DB00649
Stavubergen,Paylos,DB00649
Zerit XR,Bristol-Myers Squibb,DB00649
Uzel,,DB00650
Wellcovorin,,DB00650
Corphyllin,Nippon Shinyaku,DB00651
Dilor,Savage,DB00651
Fortal,Sanofi-Aventis,DB00652
Fortral,Sanofi-Aventis,DB00652
Fortwin,Terapia,DB00652
Pangon,L.B.S.,DB00652
Pentagin,Daiichi Sankyo,DB00652
Sosegon,Sanofi-Aventis,DB00652
Stopain,Beximco,DB00652
Talwin PX,Sanofi-Aventis,DB00652
Arulatan,Dr. Gerhard Mann,DB00654
Gaap,Sophia,DB00654
Gaap Ofteno,Sophia,DB00654
Gaax,Chile,DB00654
Glaucogesic,Atlas,DB00654
Glaumax,Kevelt,DB00654
Glauprost,Arrow,DB00654
Hysite,Pfizer,DB00654
Iopize,SIFI,DB00654
Ioprost,FDC,DB00654
Ioptame,Cadila,DB00654
Klonaprost,Klonal,DB00654
Lanoprost,Synpac-Kingdom,DB00654
Lanotan,Kuk Je,DB00654
Laprost,Oftalmi,DB00654
Latacris,Sun-Farm,DB00654
Latalux,Jelfa,DB00654
Latan-Ophtal,Winzer,DB00654
Lataneau,Alapis Pharma,DB00654
Estrone,Watson,DB00655
Beneficat,,DB00656
Deprax,,DB00656
Desirel,,DB00656
Desyrel Dividose,Bristol-Myers Squibb,DB00656
Mesyrel,,DB00656
Molipaxin,,DB00656
Thombran,,DB00656
Trialodine,,DB00656
Trittico,,DB00656
Phosblock,Kyowa Hakko Kirin,DB00658
Regtect,"Nippon Shinyaku Co., Ltd.",DB00659
Bosoptin,Bosnalijek,DB00661
Isoptin,Abbott,DB00661
Verisop,Gerard,DB00661
Vermin,Ratiopharm,DB00661
Vermine,Pharmasant,DB00661
Verogalid,Ivax,DB00661
Verogalid ER,Ivax,DB00661
Verpamil,Mylan,DB00661
Vertab,Trinity-Chiesi,DB00661
Vetrimil,CCPC,DB00661
Zolvera,Rosemont,DB00661
Benzacot,,DB00662
Stemetic,,DB00662
Tebamide,GlaxoSmithKline,DB00662
Tribenzagan,,DB00662
Trimazide,,DB00662
Cerson,Riemser,DB00663
Locacorten,Novartis,DB00663
Locorten,Novartis,DB00663
Testohgen,Maeda Yakuhin,DB00663
Kelfizina,,DB00664
Nafarelil,Fuji Yakuhin,DB00666
Nasanyl,Pfizer,DB00666
Synarela,Pfizer,DB00666
Synrelina,Pfizer,DB00666
Epi EZ Pen JR,,DB00668
Adracon,Inti,DB00669
Altaxa,Alapis Pharma,DB00669
Apigrane,Advanced Pharmaceutical,DB00669
Boots Pharmacy Migraine Relief,Boots,DB00669
Cinie,Zentiva,DB00669
Frimig,Orion,DB00669
Illument,Pliva,DB00669
Imigen,Mylan,DB00669
Imigran,GlaxoSmithKline,DB00669
Imigran mite,GlaxoSmithKline,DB00669
Imigran Radis,GlaxoSmithKline,DB00669
Imigrane,GlaxoSmithKline,DB00669
Imitrex Oral,GlaxoSmithKline,DB00669
Migralgin,GMP,DB00669
Migraneitor,Driburg,DB00669
Nazdav,Dr. Reddy's,DB00669
Sapphirex,Hemofarm,DB00669
Sumatran,Rowex,DB00669
Sumax,Libbs,DB00669
Suminat,Sun,DB00669
Youshu,Simcere,DB00669
Anquwei,Panion & BF,DB00670
Folinzepin,Tsuruhara Seiyaku,DB00670
Garendopine,Choseido Pharmaceutical,DB00670
Gaspin,Gentle,DB00670
Gastrozepin,Boehringer Ingelheim,DB00670
Gastsion,Shiono Kemikaru,DB00670
Gaszepin,Swiss Pharm,DB00670
Karoderin,Nippon Chemiphar,DB00670
Kawaipin,Siu Guan,DB00670
Kiccalzin,Takata Seiyaku,DB00670
Lizepine,Health Chemical,DB00670
Lonzepin,Li Ta,DB00670
Muszepin,Royal,DB00670
Pilenzel,Taiyo Pharmaceutical,DB00670
Pin,Tatsumi Kagaku,DB00670
Pirepine,Yu Sheng,DB00670
Pirodeine,Medisa Shinyaku,DB00670
Pizepine,Yuan Chou,DB00670
Ranclic,Towa Yakuhin,DB00670
Regastric,Jinup,DB00670
Stomazepin,Taisho Yakuhin,DB00670
Ulopine,Panbiotic,DB00670
Cefixoral,Menarini,DB00671
Cefspan,GlaxoSmithKline,DB00671
Cephoral,Merck,DB00671
Fixam,Solas,DB00671
Fixspor,Invision,DB00671
Hifen,Hetero,DB00671
InfectoOpticef,Infectopharm,DB00671
Kuracef,Sanofi-Aventis,DB00671
Letix,Adley,DB00671
Ofex,Delta,DB00671
Omnatax-O,Abbott,DB00671
Oracef,Micro Labs,DB00671
Oroken,Sanofi Aventis,DB00671
Sancefix,Sandoz,DB00671
Secef,Novartis,DB00671
Supran,Teva,DB00671
Suprax 125,Lupin,DB00671
Tricef,Merck,DB00671
Unixime,Firma,DB00671
Uro-Cephoral,Merck,DB00671
Abemide,Kobayashi Kako,DB00672
Chloronase,Hoechst,DB00672
Dabinese,Pfizer,DB00672
Diabeedol,Sriprasit Dispensary,DB00672
Diabemide,Guidotti,DB00672
Diabezin,Prince,DB00672
Diabitex,Plantex-Ikapharm,DB00672
Dibecon,Pharmasant,DB00672
Glycemin,Siam Bheasach,DB00672
Hypomide,Aspen Pharmacare,DB00672
Litangen,Ming Ta,DB00672
Propamide,Atlantic,DB00672
Trane,Omega,DB00672
Aprecap,Glenmark,DB00673
Lycoremine,,DB00674
Nivalin,,DB00674
Reminyl,,DB00674
Adifen,Medicamerc,DB00675
Adopan,Sawai Seiyaku,DB00675
Bilem,Teva Int'l,DB00675
Caditam,Cadila,DB00675
Citofen,,DB00675
Crisafeno,LKM,DB00675
Doctamoxifene,Docpharma,DB00675
Ebefen,Ebewe,DB00675
Fenahex,Sandoz,DB00675
Genox,Merck Serono,DB00675
Gynatam,Biogalenic,DB00675
Istubal,AstraZeneca,DB00675
Mammonex,CP Pharmaceuticals,DB00675
Neophedan,Aspen Pharmacare,DB00675
Noltam,,DB00675
Nolvadex-D,AstraZeneca,DB00675
Novofen,Remedica,DB00675
Oncomox,Sun,DB00675
Tadex,Orion,DB00675
Tamifen,Medochemie,DB00675
Tamizam,Mithra,DB00675
Tamofen,Sanofi-Aventis,DB00675
Tamoneprin,Actavis,DB00675
Tamoplex,Pharmachemie,DB00675
Tamoxen,Ascent,DB00675
Tamoxilon,Celon,DB00675
Tamtero,Hetero,DB00675
Tecnotax,Zodiac,DB00675
Tomifen,Alkem,DB00675
Valodex,,DB00675
Zemide,,DB00675
Acaril-S,Medifarma,DB00676
Acarilbial,Bial,DB00676
Acarsan,Biosintética,DB00676
Acil,Didy Pharmaceutical,DB00676
Antiscabiosum,Strathmann,DB00676
Antiscabiosum für Kinder,Strathmann,DB00676
Ascabiol,Sanofi-Aventis,DB00676
Ascalol,Pharmaghreb,DB00676
B.B. Lotion,Washington,DB00676
BE BO,Aesculap,DB00676
Benzalcor,Corsalud,DB00676
Benzilbenzoat,Labor,DB00676
Benzogal,Rafarm,DB00676
Benzotal,Grindeks,DB00676
Bezo,Medisearch,DB00676
Finsarna,Qualicont,DB00676
Gensarna,Gencopharmaceutical,DB00676
Miticocan,Aché,DB00676
Novoscabin,Polon,DB00676
Opele,Beta Health Care,DB00676
Pharcobenzyl,Pharco,DB00676
Sanasar,Kley Hertz,DB00676
Saniscabis,Neo-Fármaco,DB00676
Scabicon,Medicon,DB00676
Scabiex,Rekah,DB00676
Scabin,Abdi Ibrahim,DB00676
Scabisol,Jayson,DB00676
Scabitox,Bosnalijek,DB00676
Tekoce,Jadran,DB00676
Zilaben,Cristália,DB00676
Diflupyl,,DB00677
Floropryl,Merck,DB00677
Fluopryl,Merck,DB00677
Neoglaucit,,DB00677
Lortaan,,DB00678
Aldazine,,DB00679
Mallorol,,DB00679
Malloryl,,DB00679
Meleril,,DB00679
Mellaril-S,,DB00679
Mellerets,,DB00679
Mellerette,,DB00679
Melleretten,,DB00679
Melleril,,DB00679
Novoridazine,,DB00679
Orsanil,,DB00679
Ridazin,,DB00679
Ridazine,,DB00679
Sonapax,,DB00679
Thioril,,DB00679
Etmozins,Olainfarm,DB00680
Abelect,Cephalon,DB00681
Ampho-Moronal,Dermapharm,DB00681
Amphocil,Alza,DB00681
Amphocin,Pfizer,DB00681
Amphotericin,Bristol-Myers Squibb,DB00681
Fungilin,Sigma,DB00681
Fungisome,,DB00681
Fungizone Intravenous,Bristol-Myers Squibb,DB00681
Halizon,Fuji Yakuhin,DB00681
Lawarin,,DB00682
Marevan,,DB00682
Waran,,DB00682
Warfant,,DB00682
Anquil,General Pharma,DB00683
Benzosed,Pharmaceutical,DB00683
Dalam,Richmond,DB00683
Damizol,Specifar,DB00683
Demizolam,Dem Ilaç,DB00683
Doricum,Roche,DB00683
Dormicum,Roche,DB00683
Dormid,Scott,DB00683
Dormipron,Chalver,DB00683
Dormire,Cristália,DB00683
Dormitol,Square,DB00683
Dormixal,Demo,DB00683
Dormonid,Roche,DB00683
Drimnorth,Northia,DB00683
Epistatus,IFET,DB00683
Flormidal,Galenika,DB00683
Fulsed,Ranbaxy,DB00683
Fulsed Injection,Terapia,DB00683
Garen,Bio-Pharma,DB00683
Gobbizolam,Gobbi,DB00683
Hipnazolam,EMS,DB00683
Hipnoz,Pharos,DB00683
Hypnofast,Incepta,DB00683
Hypnovel,Roche,DB00683
Ipnovel,Roche,DB00683
Nocturna,Lafi,DB00683
Setam,Rimsa,DB00683
Talentum,Fisiopharma,DB00683
Terap,Sanitas,DB00683
Versed,Roche,DB00683
Aktob,Akorn,DB00684
Alveoterol,Tetrafarm,DB00684
Amgy,Kobec,DB00684
Bactob,Solitaire,DB00684
Belbarmicina,Quimica Luar,DB00684
Bideon Biotic,Fecofar,DB00684
Bioptic,Bausch & Lomb,DB00684
Bramitob,Torrex,DB00684
Gernebcin,Infectopharm,DB00684
Nebcin,Lilly,DB00684
Obracin,EuroCept,DB00684
Tobracin,Opso Saline,DB00684
Tobramaxin,Alcon,DB00684
Trovan,Pfizer,DB00685
Comfora,Swati Spentose Pvt. Ltd.,DB00686
Fibrase,Teofarma,DB00686
Fibrezym,Bene,DB00686
Hemoclar,Sanofi Winthrop,DB00686
Hémoclar,Sanofi-Aventis,DB00686
Tavan-SP,Sanofi-Aventis,DB00686
Thrombocid,Bene-Chemie,DB00686
Adixone,Genopharm,DB00687
Astonin,Merck,DB00687
Cortineff,Polfa Pabianice,DB00687
Florinef Acetaat,Bristol-Myers Squibb,DB00687
Florinefe,Bristol-Myers Squibb,DB00687
Fludrocortison,Bristol-Myers Squibb,DB00687
Lonikan,Merck,DB00687
CellCept  Oral Suspension ,"Genentech USA, Inc.",DB00688
CellCept Intravenous,"Genentech USA, Inc.",DB00688
Kafocin,Lilly,DB00689
Dalmadorm,Meda,DB00690
Dalmadorm medium,Meda,DB00690
Felison,SIT,DB00690
Flunox,Teofarma,DB00690
Insumin,,DB00690
Sompan,I.C.N.,DB00690
Valdorm,Valeas,DB00690
Regitin,Novartis,DB00692
Regitina,Novartis,DB00692
Vigamed,Grupo Cimed,DB00692
Cerubidin,Sanofi-Aventis,DB00694
Cérubidine,Sanofi-Aventis,DB00694
Daunoblastin,Pfizer,DB00694
Daunoblastina,Pfizer,DB00694
Daunorrubicina,GP-Pharm,DB00694
Maxidauno,Varifarma,DB00694
Diurapid,Mibe Jena,DB00695
Diurin,Mylan,DB00695
Diurmessel,Biomep,DB00695
Eutensin,Sanofi,DB00695
Frumex,,DB00695
Frusenex,,DB00695
Frusol,Rosemont,DB00695
Furo-Puren,Actavis,DB00695
Seguril,Sanofi,DB00695
Anervan,Recip,DB00696
Antimigraine,Ta Fong,DB00696
Enxak,Cazi,DB00696
Ergam,Gedeon Richter,DB00696
Ergo-Kranit,Krewel Meuselbach,DB00696
Gynaemine,Sriprasit Dispensary,DB00696
Gynergen,,DB00696
Wigrettes,,DB00696
Cimbrar,Euroetika,DB00697
Musant,Actavis,DB00697
Myores,Meprofarm,DB00697
Navizan,Caber,DB00697
Relaxkov,Blaskov,DB00697
Sirdalid,Novartis,DB00697
Sirdalud,Novartis,DB00697
Sirdalud MR,Novartis,DB00697
Sizolan,Dr. Reddy's,DB00697
Spaslax,Panion & BF,DB00697
Telzanine,Nisshin Seiyaku,DB00697
Ternelin,Novartis,DB00697
Tizadin,ACL,DB00697
Tizaflex,Actavis,DB00697
Tizalud,Opsonin,DB00697
Tizan,Sun,DB00697
Zanpeak,Tatsumi Kagaku,DB00697
Zitanid,Novell,DB00697
Furabid,Goldshield,DB00698
Niftran,,DB00698
Siraliden,,DB00698
Urantoin,Basel,DB00698
Urolong,Thiemann,DB00698
Sermion,,DB00699
Agemerase,GlaxoSmithKline,DB00701
Prozei,"Kissei Pharmaceuticals Co., Ltd.",DB00701
Adept,Baxter,DB00702
"Dextrin, Caloreen",Baxter,DB00702
Icodial,,DB00702
Naptazane,Fera Pharmaceuticals,DB00703
Abernil,Medochemie,DB00704
Adepend,AOP Orphan,DB00704
Antaxon,Zambon,DB00704
Antaxone,Pharmazam,DB00704
Arrop,Quimico,DB00704
Celupan,,DB00704
Depade,,DB00704
Dependex,Amomed,DB00704
Nalerona,ABL Pharma,DB00704
Nalorex,Bristol-Myers Squibb,DB00704
Naltax,Navana,DB00704
Naltrekson,Wyeth,DB00704
Narcoral,Sirton,DB00704
Neksi,GMP,DB00704
Nemexin,Bristol-Myers Squibb,DB00704
Opizone,Britannia,DB00704
Revez,Soubeiran Chobet,DB00704
Trexan,Du Pont,DB00704
Vivitrex,,DB00704
Betamsal,Hemofarm,DB00706
Contiflo XL,Ranbaxy,DB00706
Flomaxtra,Astellas,DB00706
Harnal D,Astellas,DB00706
Maxrin,Square,DB00706
Mecir,Boehringer Ingelheim,DB00706
Omexel,Astellas,DB00706
Omipro,Jelfa,DB00706
Omix,Astellas,DB00706
Omnic,Astellas Pharma Europe,DB00706
Pradif,Boehringer Ingelheim,DB00706
Ranomax,Ranbaxy,DB00706
Salover,Aversi,DB00706
Secotex,Boehringer Ingelheim,DB00706
Stronazon,Actavis,DB00706
Tamsact,Actavis,DB00706
Tamsol,Apex,DB00706
Tamsul,Aspen Pharmacare,DB00706
Urimax,Celeris,DB00706
PhotoBarr,Axcan,DB00707
Photofrin II,,DB00707
Chronogesic,DURECT,DB00708
Disufen,Angenerico,DB00708
Fastfen,Cristália,DB00708
Sufenta Forte,Janssen,DB00708
Sufenta mite,Janssen,DB00708
Sufentil,Claris Lifesciences Ltd.,DB00708
Zuftil,Pisa,DB00708
Amilitrap,Dosa,DB00709
Antiheb,Mebiphar,DB00709
Avilam,Beximco,DB00709
Avolam,Ranbaxy Laboratories,DB00709
Epivir-HBV,GlaxoSmithKline,DB00709
Flamivud,Flamingo Pharmacueticals,DB00709
Ganvirel,Ivax,DB00709
Hepavir,Square,DB00709
Hepitec,GlaxoSmithKline,DB00709
Heptavir,Hetero,DB00709
Heptodin,GlaxoSmithKline,DB00709
Heptodine,GlaxoSmithKline,DB00709
Lamda,Cadila,DB00709
Lamibergen,Paylos,DB00709
Lamidac,Zydus,DB00709
Lamitec,Zifam India,DB00709
Lamivir,Incepta,DB00709
Zeffix,GlaxoSmithKline,DB00709
ADRONiL,,DB00710
Banocide,GlaxoSmithKline,DB00711
Banocide Forte,GlaxoSmithKline,DB00711
Camin,,DB00711
Carbilazine,,DB00711
Caricide,,DB00711
Cypip,,DB00711
Decet,RND Labs,DB00711
Dicarb,Inga,DB00711
Diethizine,Pond's Chemical,DB00711
Eofil,,DB00711
Ethodryl,,DB00711
Hetrazan,Wyeth,DB00711
Notezine,Sanofi-Aventis,DB00711
Spatonin,,DB00711
Supatonin,Tanabe Mitsubishi Pharma,DB00711
Acustop Cataplasma,Sang-A,DB00712
Adofeed,Lead Chemical,DB00712
Antadys,Theramex,DB00712
Cebutid,Almirall,DB00712
Flurofen,Abbott Laboratories Ltd.,DB00712
Ocuflur,Allergan,DB00712
Stayban,Tokuhon,DB00712
Strefen,Reckitt Benckiser,DB00712
Strepfen,Reckitt Benckiser,DB00712
Strepsils,Reckitt Benckiser,DB00712
Strepsils Intensive,Reckitt Benckiser,DB00712
TransAct,Reckitt Benckiser,DB00712
Urbifen,General Pharma,DB00712
Zepolas,Mikasa Seiyaku,DB00712
Bactocill,Baxter Healthcare,DB00713
Biocilina,Biogalenic,DB00713
Bristopen,Bristol-Myers Squibb,DB00713
Dicloxal Ox,Magma,DB00713
InfectoStaph,Infectopharm,DB00713
Ocillina,CCPC,DB00713
Oxacil,Unimed,DB00713
