food_interaction,drugbank_id
Avoid alcohol. Co-administration with alcohol may result in neuropsychiatric adverse effects and potentiation of CNS depressant effects.,DB01156
Take with or without food. Co-administration with food does not significantly affect pharmacokinetics.,DB01156
Take with or without food. A meal does not significantly affect the extent of absorption but delays Tmax by 40 minutes.,DB01162
Limit caffeine intake.,DB01165
Take with or without food. The absorption is unaffected by food.,DB01165
Avoid grapefruit products.,DB01166
Take on an empty stomach. A high fat meal will increase absorption.,DB01166
Avoid grapefruit products.,DB01167
"Avoid multivalent ions. Calcium, iron, and aluminum containing products taken up to 2 hours before and 6 hours after administration can decrease drug concentrations.",DB01167
Take with food.,DB01167
"Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of procarbazine and may precipitate a disulfiram-like-reaction (nausea, flushing).",DB01168
"Avoid tyramine-containing foods and supplements. Foods that contain tyramine include yogurt, aged cheese, ripe bananas, wine, and sourdough bread.",DB01168
Take with or without food. The absorption is unaffected by food.,DB01170
Avoid excessive or chronic alcohol consumption.,DB01171
"Avoid tyramine-containing foods and supplements. Avoid excess consumption (<100mg) of tyramine. Food that contains tyramine includes yogurt, aged cheese, ripe bananas, wine, and sourdough bread.",DB01171
Take after a meal.,DB01171
Avoid alcohol.,DB01173
Take with or without food. Food does not significantly affect absorption.,DB01173
Administer vitamin supplements.,DB01174
Avoid alcohol.,DB01174
Limit caffeine intake.,DB01174
Take on an empty stomach. Taking this medication on an empty stomach increases the speed of absorption.,DB01174
Take with or without food. The absorption is unaffected by food.,DB01175
Avoid alcohol.,DB01176
Take with or without food. The absorption is unaffected by food.,DB01176
Avoid alcohol. Ingesting alcohol may worsen nausea and vomiting caused by ifosfamide.,DB01181
"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of ifosfamide to its active metabolite, therefore reducing its efficacy.",DB01181
Avoid grapefruit products.,DB01182
Take with or without food. Take consistently at the same time in regard to meals.,DB01182
"Take separate from meals. When formulated as a buccal film or sublingual form, avoid eating or drinking until the film has completely dissolved.",DB01183
Take before a meal. Take 15-30 minutes before meals.,DB01184
Take with food.,DB01185
Take with or without food.,DB01186
Take with a full glass of water. Clindamycin may cause esophageal irritation if the dosage form becomes lodged.,DB01190
Take with or without food. Food does not appreciably alter the absorption of clindamycin.,DB01190
Take with food.,DB01191
Avoid alcohol. Ingesting alcohol has unpredictable effects on the pharmacokinetics of oxymorphone. Alcohol may also potentiate the CNS depressant effects of oxymorphone.,DB01192
Take on an empty stomach. Take oxymorphone at least one hour before or two hours after eating as food may increase the absorption of oxymorphone.,DB01192
"Take with or without food. Food decreases absorption rate and maximum concentration, but not to a clinically significant extent.",DB01193
Take with or without food. The absorption is unaffected by food.,DB01195
Avoid milk and dairy products.,DB01196
Take on an empty stomach.,DB01196
"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice).",DB01197
Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia.,DB01197
Limit salt intake. Salt may attenuate the antihypertensive effect.,DB01197
Take separate from meals. The presence of food decreases absorption. Take one hour prior to meals.,DB01197
Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant actions of zopiclone.,DB01198
"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of zopiclone, increasing its sedative effects.",DB01198
Avoid alcohol.,DB01200
Take with food. Food reduces irritation.,DB01200
Take with food. Taking rifapentine with food increases its bioavailability and reduces gastrointestinal upset. Rifapentine tablets can be crushed and mixed with semisolid food if necessary.,DB01201
"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",DB01202
Avoid alcohol.,DB01203
Avoid natural licorice.,DB01203
Take with or without food. The absorption is unaffected by food.,DB01203
"Take separate from meals. Eating during an intravenous infusion of flumazenil increases the elimination of flumazenil, potentially through elevated hepatic blood flow.",DB01205
Take with food. Food increases absorption.,DB01211
"Avoid alcohol. Fomepizole reduces the metabolism of alcohol by alcohol dehydrogenase, and alcohol also reduces fomepizole metabolism and elimination.",DB01213
Avoid alcohol.,DB01215
Take with or without food. The absorption is unaffected by food.,DB01215
Take with or without food. The absorption is unaffected by food.,DB01216
"Take with or without food. Co-administration with food reduces the rate, but not the overall extent, of absorption.",DB01217
"Take on an empty stomach. Food increases the bioavailability 6-fold, which may increase the risk of cardiotoxicity.",DB01218
Take with or without food. The absorption is unaffected by food.,DB01219
"Take with or without food. Fatty meals may increase the systemic AUC of rifaximin, but do not impact Cmax. Rifaximin is an antibacterial used for local action in the gastrointestinal tract; therefore, changes in systemic exposure may not significantly impact efficacy.",DB01220
Avoid alcohol.,DB01221
"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",DB01222
Administer vitamin supplements. Aminophylline may reduce Vitamin B6 levels as an adverse effect. Consider supplementation.,DB01223
"Avoid excessive or chronic alcohol consumption. Ingesting a large amount of alcohol may reduce aminophylline clearance, therefore increasing its serum concentration.",DB01223
"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of aminophylline.",DB01223
Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of aminophylline. Therefore it may reduce the serum concentration and effectiveness of aminophylline.,DB01223
"Limit caffeine intake. Excessive caffeine intake with aminophylline may exacerbate caffiene-like side effects such as nausea, nervousness, irritability, insomnia and tremors.",DB01223
Take with food. This may reduce gastric irritation. Aminophylline absorption is slower when taken with food.,DB01223
Avoid alcohol.,DB01224
"Take with or without food. If taken with food, take with a light meal.",DB01224
"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic.",DB01225
"Avoid echinacea. Co-administration may decrease the effectiveness of immunosuppressants, and echinacea may induce CYP3A4 increasing paclitaxel metabolism.",DB01229
"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of paclitaxel.",DB01229
Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of paclitaxel and may reduce its serum concentration.,DB01229
Avoid alcohol.,DB01230
Limit caffeine intake.,DB01230
Take with or without food. Food does not significantly affect absorption.,DB01230
Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,DB01232
Take after a meal.,DB01232
Avoid alcohol.,DB01233
Take before a meal. Co-administration with food decreases bioavailability - take 30 minutes before meals.,DB01233
Avoid alcohol.,DB01234
Take with food. Food reduces irritation.,DB01234
Avoid multivalent ions. Iron salts may reduce levodopa absorption.,DB01235
Take with or without food. A diet high in protein may delay absorption and AUC of levodopa.,DB01235
Avoid alcohol. Alcohol may increase CNS effects.,DB01238
Drink plenty of fluids. Drink water to avoid dehydration while taking aripiprazole.,DB01238
Take with or without food. Food does not affect absorption.,DB01238
Avoid alcohol.,DB01239
Take with food. Food reduces irritation.,DB01239
Take before a meal. Take 30 minutes before meals.,DB01241
Avoid alcohol.,DB01242
Avoid grapefruit products.,DB01242
Take with food. Food reduces irritation.,DB01242
Avoid alcohol. Alcohol can potentiate hypotension and dizziness when taken with this drug.,DB01244
Take with food. Food reduces nausea.,DB01244
Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of alimemazine/trimeprazine.,DB01246
Take after a meal. Taking alimemazine/trimeprazine after eating may reduce drowsiness by allowing for more gradual absorption.,DB01246
Avoid alcohol.,DB01247
Avoid caffeine.,DB01247
