number,country,approved,expires,pediatric-extension,parent_key
6248726,United States,2001-06-19,2018-06-19,false,DB00702
7919499,United States,2011-04-05,2029-10-15,false,DB00704
6537586,United States,2003-03-25,2019-11-12,false,DB00704
6331317,United States,2001-12-18,2019-11-12,false,DB00704
6667061,United States,2003-12-23,2020-11-25,true,DB00704
5792477,United States,1998-08-11,2017-11-02,true,DB00704
6395304,United States,2002-05-28,2019-11-12,false,DB00704
7799345,United States,2010-09-21,2020-05-25,false,DB00704
5916598,United States,1999-06-29,2017-11-02,true,DB00704
6379703,United States,2002-04-30,2019-06-30,true,DB00704
6495164,United States,2002-12-17,2020-05-25,false,DB00704
6403114,United States,2002-06-11,2017-11-02,true,DB00704
6379704,United States,2002-04-30,2020-05-19,false,DB00704
6596316,United States,2003-07-22,2019-06-30,true,DB00704
6713090,United States,2004-03-30,2019-11-12,false,DB00704
6194006,United States,2001-02-27,2019-06-30,true,DB00704
6264987,United States,2001-07-24,2020-05-19,false,DB00704
6495166,United States,2002-12-17,2019-11-12,false,DB00704
6534092,United States,2003-03-18,2020-05-19,false,DB00704
6939033,United States,2005-09-06,2019-11-12,false,DB00704
8685443,United States,2014-04-01,2025-07-03,false,DB00704
8158156,United States,2012-04-17,2027-06-19,false,DB00704
7682633,United States,2010-03-23,2027-06-19,false,DB00704
8623418,United States,2014-01-07,2029-11-07,false,DB00704
8685444,United States,2014-04-01,2025-07-03,false,DB00704
8846104,United States,2014-09-30,2027-06-19,false,DB00704
7815934,United States,2010-10-19,2027-12-12,false,DB00704
7682634,United States,2010-03-23,2027-06-19,false,DB00704
8877247,United States,2014-11-04,2027-06-19,false,DB00704
8722085,United States,2014-05-13,2027-11-08,false,DB00704
8318788,United States,2012-11-27,2027-11-08,false,DB00704
7462626,United States,2008-12-09,2024-07-20,false,DB00704
8815889,United States,2014-08-26,2024-07-20,false,DB00704
9107837,United States,2015-08-18,2027-06-04,false,DB00704
9125868,United States,2015-09-08,2027-11-08,false,DB00704
8916195,United States,2014-12-23,2030-02-02,false,DB00704
9248123,United States,2016-02-02,2032-01-13,false,DB00704
8088786,United States,2012-01-03,2029-02-03,false,DB00704
7375111,United States,2008-05-20,2025-03-26,false,DB00704
10231964,United States,2019-03-19,2034-07-02,false,DB00704
10307376,United States,2019-06-04,2027-11-08,false,DB00704
5563142,United States,1996-10-08,2013-10-08,false,DB00705
2184598,Canada,2005-05-03,2015-03-01,false,DB00705
2071529,Canada,2001-03-20,2010-12-24,false,DB00705
6177101,United States,2001-01-23,2019-06-07,false,DB00705
4703063,United States,1987-10-27,2010-04-27,false,DB00706
2490299,Canada,2008-08-26,2023-12-24,false,DB00706
2144077,Canada,2005-05-24,2013-09-10,false,DB00706
5565467,United States,1996-10-15,2015-11-20,false,DB00706
5145863,United States,1992-09-08,2009-12-15,false,DB00707
2094974,Canada,1996-10-22,2013-04-27,false,DB00707
8778393,United States,2014-07-15,2027-01-05,false,DB00708
8778394,United States,2014-07-15,2027-01-05,false,DB00708
8535714,United States,2013-09-17,2027-01-05,false,DB00708
9320710,United States,2016-04-26,2027-01-05,false,DB00708
8202535,United States,2012-06-19,2030-10-22,false,DB00708
8226978,United States,2012-07-24,2027-01-05,false,DB00708
8865743,United States,2014-10-21,2030-10-22,false,DB00708
8865211,United States,2014-10-21,2027-01-05,false,DB00708
8574189,United States,2013-11-05,2030-03-16,false,DB00708
8231900,United States,2012-07-31,2027-01-05,false,DB00708
8252328,United States,2012-08-28,2027-01-05,false,DB00708
9744129,United States,2017-08-29,2027-01-05,false,DB00708
8945592,United States,2015-02-03,2031-07-29,false,DB00708
8252329,United States,2012-08-28,2027-01-05,false,DB00708
10245228,United States,2019-04-02,2027-01-05,false,DB00708
10342762,United States,2019-07-09,2027-01-05,false,DB00708
10507180,United States,2019-12-17,2027-01-05,false,DB00708
7119202,United States,2006-10-10,2009-08-08,false,DB00709
2070230,Canada,2004-08-03,2012-06-02,false,DB00709
2100269,Canada,1999-02-23,2012-01-03,false,DB00709
9242986,United States,2016-01-26,2029-10-08,false,DB00709
5905082,United States,1999-05-18,2016-11-18,true,DB00709
6004968,United States,1999-12-21,2018-09-20,true,DB00709
7217713,United States,2007-05-15,2023-04-21,true,DB00709
7435734,United States,2008-10-14,2023-04-21,true,DB00709
7754731,United States,2010-07-13,2029-09-11,true,DB00709
7169780,United States,2007-01-30,2024-04-03,true,DB00709
6417191,United States,2002-07-09,2016-09-28,true,DB00709
8129385,United States,2012-03-06,2027-10-05,false,DB00709
7820660,United States,2010-10-26,2023-04-25,false,DB00709
6294540,United States,2001-09-25,2018-11-14,true,DB00709
8486975,United States,2013-07-16,2031-10-07,false,DB00709
10603282,United States,2016-11-29,2036-11-29,false,DB00709
4927814,United States,1990-05-22,2012-03-17,false,DB00710
2346662,Canada,2006-05-09,2019-10-01,false,DB00710
7192938,United States,2007-03-20,2023-11-06,true,DB00710
7718634,United States,2010-05-18,2023-11-06,true,DB00710
7410957,United States,2008-08-12,2023-05-06,false,DB00710
6294196,United States,2001-09-25,2019-10-07,false,DB00710
6143326,United States,2000-11-07,2017-04-21,false,DB00710
6703408,United States,2004-03-09,2022-10-21,false,DB00715
5789449,United States,1998-08-04,2009-07-06,false,DB00715
2445678,Canada,2009-11-24,2016-07-19,false,DB00715
2168829,Canada,1997-12-16,2016-02-05,false,DB00715
7598271,United States,2009-10-06,2023-02-12,false,DB00715
6121291,United States,2000-09-19,2017-09-17,true,DB00715
5811436,United States,1998-09-22,2016-03-22,true,DB00715
6063927,United States,2000-05-16,2019-10-23,true,DB00715
6172233,United States,2001-01-09,2018-07-15,true,DB00715
7229640,United States,2007-06-12,2017-01-19,true,DB00715
6548084,United States,2003-04-15,2017-01-19,true,DB00715
5874447,United States,1999-02-23,2017-06-10,false,DB00715
8658663,United States,2014-02-25,2029-04-06,false,DB00715
8946251,United States,2015-02-03,2026-08-04,false,DB00715
6133289,United States,2000-10-17,2015-11-19,true,DB00715
5900423,United States,1999-05-04,2015-11-19,true,DB00715
5872132,United States,1999-02-16,2015-11-19,true,DB00715
6080759,United States,2000-06-27,2015-11-19,true,DB00715
9393237,United States,2016-07-19,2026-08-04,false,DB00715
RE38628,United States,2004-10-19,2012-08-22,false,DB00716
6036976,United States,2000-03-14,2016-12-13,false,DB00717
6667050,United States,2003-12-23,2019-04-06,false,DB00717
7704984,United States,2010-04-27,2029-02-02,false,DB00717
6652880,United States,2003-11-25,2020-03-29,false,DB00717
5663159,United States,1997-09-02,2014-09-02,false,DB00718
2298057,Canada,2008-11-18,2018-07-23,false,DB00718
2051239,Canada,2003-03-25,2011-09-12,false,DB00718
6451340,United States,2002-09-17,2018-07-23,false,DB00718
9463183,United States,2016-10-11,2035-11-06,false,DB00722
9616096,United States,2017-04-11,2035-11-06,false,DB00722
9814751,United States,2017-11-14,2035-11-06,false,DB00722
10039800,United States,2018-08-07,2035-11-06,false,DB00722
10265370,United States,2019-04-23,2035-11-06,false,DB00722
10406199,United States,2019-09-10,2035-11-06,false,DB00722
4689338,United States,1987-08-25,2009-08-25,false,DB00724
7696159,United States,2010-04-13,2024-10-01,true,DB00724
8222270,United States,2012-07-17,2029-12-11,false,DB00724
8236816,United States,2012-08-07,2029-12-11,false,DB00724
8299109,United States,2012-10-30,2029-12-11,false,DB00724
8598196,United States,2013-12-03,2029-08-18,false,DB00724
10238645,United States,2019-03-26,2029-08-18,false,DB00724
10238644,United States,2019-03-26,2029-12-11,false,DB00724
5186938,United States,1993-02-16,2010-02-16,false,DB00727
7872049,United States,2011-01-18,2028-03-14,false,DB00727
6500456,United States,2002-12-31,2018-09-16,false,DB00727
5869082,United States,1999-02-09,2016-04-16,false,DB00727
9101592,United States,2015-08-11,2032-03-11,false,DB00727
RE34878,United States,1995-03-14,2009-09-08,false,DB00731
2271865,Canada,2003-10-14,2017-11-14,false,DB00731
2114678,Canada,1999-04-27,2014-02-01,false,DB00731
6559188,United States,2003-05-06,2020-09-15,false,DB00731
6641841,United States,2003-11-04,2017-11-14,false,DB00731
6844008,United States,2005-01-18,2017-11-14,false,DB00731
6878749,United States,2005-04-12,2020-09-15,false,DB00731
6110921,United States,2000-08-29,2013-11-19,false,DB00734
2406536,Canada,2009-12-22,2021-04-19,false,DB00734
2194564,Canada,1998-01-27,2015-07-04,false,DB00734
6667061,United States,2003-12-23,2020-11-25,true,DB00734
5792477,United States,1998-08-11,2017-11-02,true,DB00734
5916598,United States,1999-06-29,2017-11-02,true,DB00734
6379703,United States,2002-04-30,2019-06-30,true,DB00734
6403114,United States,2002-06-11,2017-11-02,true,DB00734
6596316,United States,2003-07-22,2019-06-30,true,DB00734
6194006,United States,2001-02-27,2019-06-30,true,DB00734
6224905,United States,2001-05-01,2017-12-10,true,DB00734
9186413,United States,2015-11-17,2028-02-13,false,DB00734
10010612,United States,2018-07-03,2028-02-13,false,DB00734
9180197,United States,2015-11-10,2028-02-13,false,DB00734
9597402,United States,2017-03-21,2026-09-26,false,DB00734
10058554,United States,2018-08-28,2026-09-26,false,DB00734
10406160,United States,2019-09-10,2026-06-26,false,DB00734
10376590,United States,2019-08-13,2028-02-13,false,DB00734
9161914,United States,2015-10-20,2033-01-31,false,DB00735
8778365,United States,2014-07-15,2033-01-31,false,DB00735
10166206,United States,2019-01-01,2033-01-31,false,DB00735
10166205,United States,2019-01-01,2033-01-31,false,DB00735
5877192,United States,1999-03-02,2014-05-27,false,DB00736
2346988,Canada,2009-02-10,2019-11-03,false,DB00736
1338377,Canada,1996-06-11,2013-06-11,false,DB00736
6147103,United States,2000-11-14,2019-04-09,true,DB00736
5900424,United States,1999-05-04,2016-11-04,true,DB00736
6369085,United States,2002-04-09,2018-11-25,true,DB00736
6428810,United States,2002-08-06,2020-05-03,true,DB00736
7411070,United States,2008-08-12,2018-11-25,true,DB00736
8466175,United States,2013-06-18,2018-11-25,true,DB00736
8852636,United States,2014-10-07,2022-05-31,false,DB00736
8858996,United States,2014-10-14,2022-05-31,false,DB00736
6926907,United States,2005-08-09,2023-02-28,false,DB00736
7745466,United States,2010-06-29,2018-10-13,false,DB00736
9161920,United States,2015-10-20,2022-05-31,false,DB00736
9198888,United States,2015-12-01,2022-05-31,false,DB00736
8945621,United States,2015-02-03,2031-10-17,false,DB00736
8557285,United States,2013-10-15,2022-05-31,false,DB00736
9220698,United States,2015-12-29,2031-03-10,false,DB00736
5714504,United States,1998-02-03,2015-08-03,true,DB00736
9345695,United States,2016-05-24,2022-05-31,false,DB00736
9393208,United States,2016-07-19,2029-09-03,false,DB00736
6191148,United States,2001-02-20,2019-04-09,true,DB00736
6166213,United States,2000-12-26,2019-04-09,true,DB00736
9707181,United States,2017-07-18,2022-05-31,false,DB00736
5527814,United States,1996-06-18,2013-06-18,false,DB00740
2151604,Canada,2005-09-20,2013-12-10,false,DB00740
2117466,Canada,2000-01-25,2012-10-22,false,DB00740
8765150,United States,2014-07-01,2029-03-12,false,DB00740
5635497,United States,1997-06-03,2014-06-03,false,DB00741
7378405,United States,2008-05-27,2026-12-19,false,DB00741
7981877,United States,2011-07-19,2025-01-23,false,DB00741
RE39264,United States,2006-09-05,2016-08-02,false,DB00741
6514980,United States,2003-02-04,2019-01-24,false,DB00741
7223387,United States,2007-05-29,2021-07-24,false,DB00741
4916246,United States,1990-04-10,2012-04-10,false,DB00743
5422123,United States,1995-06-06,2012-06-06,false,DB00744
4873259,United States,1989-10-10,2010-12-09,false,DB00744
RE37516,United States,2002-01-15,2014-10-06,false,DB00745
2165824,Canada,2005-08-02,2014-06-14,false,DB00745
2201967,Canada,2002-12-10,2015-10-04,false,DB00745
7297346,United States,2007-11-20,2024-05-29,true,DB00745
8062667,United States,2011-11-22,2029-03-29,false,DB00748
9522191,United States,2016-12-20,2027-06-15,false,DB00748
6031007,United States,2000-02-29,2017-04-01,false,DB00750
7429602,United States,2008-09-30,2020-11-29,false,DB00751
5470567,United States,1995-11-28,2010-03-19,false,DB00755
5955109,United States,1999-09-21,2016-09-21,false,DB00755
6353029,United States,2002-03-05,2020-08-24,false,DB00755
6531141,United States,2003-03-11,2020-03-07,false,DB00755
8247395,United States,2012-08-21,2022-10-22,false,DB00755
8653053,United States,2014-02-18,2022-10-25,false,DB00755
7939516,United States,2011-05-10,2025-05-04,false,DB00755
7915243,United States,2011-03-29,2026-03-22,false,DB00755
6387383,United States,2002-05-14,2020-08-03,false,DB00755
6517847,United States,2003-02-11,2020-08-03,false,DB00755
4906755,United States,1990-03-06,2011-07-02,false,DB00757
1329203,Canada,1994-05-03,2011-05-03,false,DB00757
4847265,United States,1989-07-11,2011-11-17,false,DB00758
2334870,Canada,2005-03-15,2019-06-10,false,DB00758
1336777,Canada,1995-08-22,2012-08-22,false,DB00758
6429210,United States,2002-08-06,2019-12-10,true,DB00758
6504030,United States,2003-01-07,2019-12-10,true,DB00758
6350468,United States,2002-02-26,2018-12-14,false,DB00759
4943569,United States,1990-07-24,2010-06-21,false,DB00760
1322371,Canada,1993-09-21,2010-09-21,false,DB00760
9694025,United States,2017-07-04,2031-08-08,false,DB00760
8680136,United States,2014-03-25,2031-08-17,false,DB00760
10183034,United States,2019-01-22,2031-08-08,false,DB00760
10172874,United States,2019-01-08,2031-08-08,false,DB00760
10561675,United States,2011-08-08,2031-08-08,false,DB00760
7291324,United States,2007-11-06,2022-10-22,false,DB00761
7169381,United States,2007-01-30,2024-09-01,false,DB00761
7658914,United States,2010-02-09,2024-09-01,false,DB00761
7084130,United States,2006-08-01,2021-11-29,false,DB00761
9326969,United States,2016-05-03,2033-09-10,false,DB00761
9592252,United States,2017-03-14,2032-08-11,false,DB00761
9707297,United States,2017-07-18,2033-09-10,false,DB00761
8999313,United States,2015-04-07,2033-09-10,false,DB00761
10016504,United States,2018-07-10,2033-09-10,false,DB00761
2202531,Canada,2005-05-03,2015-10-11,false,DB00762
2294031,Canada,2005-01-18,2018-07-27,false,DB00762
6403569,United States,2002-06-11,2020-10-28,true,DB00762
6794370,United States,2004-09-21,2020-11-01,true,DB00762
8703181,United States,2014-04-22,2025-05-02,false,DB00762
8329213,United States,2012-12-11,2025-05-02,false,DB00762
8992970,United States,2015-03-31,2025-05-02,false,DB00762
8147867,United States,2012-04-03,2028-08-29,false,DB00762
9364473,United States,2016-06-14,2033-06-12,false,DB00762
9492442,United States,2016-11-15,2033-06-12,false,DB00762
9339497,United States,2016-05-17,2033-06-12,false,DB00762
9452162,United States,2016-09-27,2033-06-12,false,DB00762
9717724,United States,2017-08-01,2033-06-12,false,DB00762
9730891,United States,2017-08-15,2025-05-02,false,DB00762
9724303,United States,2017-08-08,2025-05-02,false,DB00762
9782349,United States,2017-10-10,2025-05-02,false,DB00762
10456360,United States,2019-10-29,2036-10-15,false,DB00762
5394868,United States,1995-03-07,2012-06-25,false,DB00764
2282360,Canada,2004-11-09,2018-03-16,false,DB00764
2091360,Canada,1997-04-08,2011-09-06,false,DB00764
6127353,United States,2000-10-03,2018-04-03,true,DB00764
6240918,United States,2001-06-05,2017-08-20,true,DB00764
8173172,United States,2012-05-08,2018-09-17,true,DB00764
6503537,United States,2003-01-07,2018-09-17,true,DB00764
5829434,United States,1998-11-03,2016-05-03,true,DB00764
6068832,United States,2000-05-30,2017-08-27,false,DB00764
7067502,United States,2006-06-27,2020-11-21,true,DB00764
7566705,United States,2009-07-28,2020-11-21,true,DB00764
8109918,United States,2012-02-07,2024-03-12,false,DB00764
