kind,value,source,parent_key
logP,-0.3,,DB00594
pKa,8.7,,DB00594
Water Solubility,313 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00595
Melting Point,184.5 °C,PhysProp,DB00595
logP,-0.90,SANGSTER (1994),DB00595
logS,-3.14,"ADME Research, USCD",DB00595
pKa,3.27 (at 25 °C),"KORTUM,G ET AL (1961)",DB00595
Water Solubility,Mostly insoluble,,DB00596
logP,2.9,,DB00596
Melting Point,188 °C,"U.S. Patent 4,012,444.",DB00598
Boiling Point,552.7,http://www.chemspider.com/Chemical-Structure.3734.html,DB00598
pKa,9.3,https://pubchem.ncbi.nlm.nih.gov/compound/Labetalol#section=Caco2-Permeability,DB00598
logP,2.85,"HANSCH,C ET AL. (1995)",DB00599
logS,-3.36,"ADME Research, USCD",DB00599
pKa,7.55,SANGSTER (1994),DB00599
Water Solubility,251 mg/L,,DB00600
Melting Point,122 °C,PhysProp,DB00600
logP,3.2,,DB00600
Water Solubility,3 mg/mL,,DB00601
logP,0.9,,DB00601
Water Solubility,Insoluble,,DB00602
Melting Point,155 °C,,DB00602
Water Solubility,10mM,Chemspider,DB00603
Melting Point,205-209,FDA Approved Drug Products: Medroxyprogesterone Acetate Subcutaneous Injection,DB00603
Water Solubility,2.71 mg/L,,DB00604
Melting Point,110 °C,,DB00604
logP,3.3,,DB00604
Water Solubility,3000 mg/L,MERCK INDEX (1996); pH 7,DB00605
Melting Point,183 °C,PhysProp,DB00605
logP,3.42,SANGSTER (1993),DB00605
pKa,4.7,MERCK INDEX (1996),DB00605
Melting Point,229-230,"Muller, E. and Hasspacher, K.; US. Patent 3,275,625; September 27,1966; assigned to
Boehringer lngelheim GmbH, Germany.",DB00606
logP,1.95,"YAMAZAKI,M ET AL. (1984)",DB00606
Water Solubility,Soluble,,DB00607
logP,3.3,,DB00607
Melting Point,87-89.5,ChemSpider,DB00608
logP,4.63,"HANSCH,C ET AL. (1995)",DB00608
pKa,10.1,SANGSTER (1994),DB00608
Water Solubility,Practically insoluble,,DB00609
Melting Point,166,"Chimie et Atomistique, France: British Patent 800,250: August 20, 1958.",DB00609
logP,0.5,,DB00609
Water Solubility,1000 g/L,,DB00610
Melting Point,107.5 °C,PhysProp,DB00610
Boiling Point,218 °C,PhysProp,DB00610
logP,-0.27,"HANSCH,C ET AL. (1995); ion-corrected",DB00610
pKa,8.79,SANGSTER (1994),DB00610
Water Solubility,Moderate,,DB00611
Melting Point,272-274,"Monkovic, I. and Conway, T.T.; U.S. Patent 3,775,414; November 27,1973; Monkovic,  I.,Wong, H. and Lim, G.; U.S. Patent 3,980,641; September 14, 1976; Pachter, IJ., Belleau, B.R. and Monkovic, I.; U.S. Patent 3,819,635; June 25,1974; and Lim, G. and Hooper, J.W.; U.S. Patent 4,017,497; April 12,1977; all assigned to Bristol-Myers Company.",DB00611
logP,3.3,,DB00611
Melting Point,100-103,https://www.sandoz.ca/sites/www.sandoz.ca/files/Bisoprolol_TAB_Monograph.pdf,DB00612
Boiling Point,445.0±45.0,http://www.chemspider.com/Chemical-Structure.2312.html,DB00612
logP,2.2,http://www.hmdb.ca/metabolites/HMDB0014750,DB00612
logS,-3.7,http://www.hmdb.ca/metabolites/HMDB0014750,DB00612
pKa,9.5,https://www.sandoz.ca/sites/www.sandoz.ca/files/Bisoprolol_TAB_Monograph.pdf,DB00612
Melting Point,206-208,"Burckhalter, J.H., Jones, E.M., Rawlins, A.L., Tendick, F.H, and 2,474,821; July 5,1949; assigned to Parke, Davis & Co.",DB00613
logP,3.7,,DB00613
Water Solubility,40 mg/L (at 25 °C),MERCK INDEX (1996); pH 6,DB00614
Melting Point,254-256,"Drake, G.D., Gever, G. and Hayes, K.J.; U.S. Patent 2,759,931; August 21, 1956; assigned to The Norwich Pharmacal Company.
Gever, G. and O'Keefe, C.J.; U.S. Patent 2,927,l IO; March 1, 1960; assigned to The Norwich Pharmacal Company",DB00614
logP,-0.04,"DEBNATH,AK ET AL. (1991)",DB00614
Water Solubility,Minimally soluble (0.19 mg/mL),,DB00615
logP,4.1,,DB00615
logP,3.7,,DB00616
Water Solubility,8.4 mg/mL,,DB00617
Boiling Point,101.5 °C,,DB00617
logP,0.3,,DB00617
Water Solubility,1520 mg/L (at 21 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00618
Melting Point,220-223 °C,,DB00618
logP,0.2,,DB00618
logS,-2.52,"ADME Research, USCD",DB00618
Water Solubility,Very soluble in water at pH < 5.5 (mesylate salt),,DB00619
Melting Point,226 °C (mesylate salt),,DB00619
logP,3,,DB00619
Melting Point,270,Chemspider,DB00620
Melting Point,236.5 °C,PhysProp,DB00621
logP,4.2,,DB00621
Water Solubility,2.2 mg/L,,DB00622
Melting Point,136-138 °C,PhysProp,DB00622
logP,3.82,SANGSTER (1993),DB00622
Water Solubility,31.1 mg/L (at 37 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00623
Melting Point,224-226 (Salt),"U.S. Patent 3,058,979",DB00623
Boiling Point,268-274 °C at 5.00E-01 mm Hg,PhysProp,DB00623
logP,4.36,"HANSCH,C ET AL. (1995)",DB00623
logS,-4.15,"ADME Research, USCD",DB00623
pKa,7.9,"EL TAYAR,N ET AL. (1985)",DB00623
Water Solubility,23.4 mg/L (at 25 °C),"YALKOWSKY,SH & HE,Y (2003)",DB00624
Melting Point,155 °C,PhysProp,DB00624
logP,3.32,"HANSCH,C ET AL. (1995)",DB00624
caco2 Permeability,-4.34,"ADME Research, USCD",DB00624
Melting Point,139-141 °C,,DB00625
logP,4.6,,DB00625
Water Solubility,Freely soluble,"O'Neil, M.J. (ed.). The Merck Index - An Encyclopedia of Chemicals, Drugs, and Biologicals. Cambridge, UK: Royal Society of Chemistry, 2013., p. 166",DB00626
Water Solubility,1.8E+004 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00627
Melting Point,236-239,http://www.chemspider.com/Chemical-Structure.913.html?rid=9af4dd1d-a79e-4e6d-ab2a-9fe7ca6a3248,DB00627
Boiling Point,292.4,http://www.chemspider.com/Chemical-Structure.913.html?rid=9af4dd1d-a79e-4e6d-ab2a-9fe7ca6a3248,DB00627
logP,0.147,http://www.chemspider.com/Chemical-Structure.913.html?rid=9af4dd1d-a79e-4e6d-ab2a-9fe7ca6a3248,DB00627
logS,-0.84,"ADME Research, USCD",DB00627
pKa,4.75 (at 25 °C),"DEAN,JA (1985)",DB00627
Water Solubility,Very soluble,,DB00628
logP,3,,DB00628
Melting Point,225-227,"British Patent 1,019,120.",DB00629
logP,3.2,,DB00629
caco2 Permeability,-4.5,"ADME Research, USCD",DB00629
Melting Point,235,https://www.tcichemicals.com/eshop/en/us/commodity/A2120/,DB00630
pKa,2.72 (at 25 °C),MERCK INDEX (1996),DB00630
logP,0,,DB00631
Melting Point,65-72 °C,,DB00632
logP,9,,DB00632
Water Solubility,Freely soluble in water,,DB00633
logP,2.8,,DB00633
pKa,7.1,,DB00633
Water Solubility,1.25E+004 mg/L (at 37 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00634
Melting Point,183 °C,PhysProp,DB00634
logP,-0.96,"HANSCH,C ET AL. (1995)",DB00634
logS,-1.23,"ADME Research, USCD",DB00634
Water Solubility,Very slightly soluble,MSDS,DB00635
Melting Point,230 - 235 °C (decomposes),MSDS,DB00635
logP,1.46,MSDS,DB00635
Water Solubility,Insoluble,,DB00636
Melting Point,118-119,"Jones, W.G.M.,Thorp, J.M. and Waring, W.S.; U.S. Patent 3,262,850; July 26, 1966; assigned to Imperial Chemical Industries Limited, England.",DB00636
Boiling Point,149 °C at 2.00E+01 mm Hg,PhysProp,DB00636
logP,3.3,,DB00636
Water Solubility,432 mg/L,,DB00637
Melting Point,149.1 °C,PhysProp,DB00637
logP,5.8,,DB00637
Water Solubility,"280 mg/mL (at 80 °C), insoluble at room temperature",,DB00638
Melting Point,178 °C,,DB00638
Water Solubility,Nitrate salt: 0.26 mg/ml (practically insoluble),,DB00639
Melting Point,~159°C with decomposition (nitrate salt),,DB00639
logP,6.7,,DB00639
Water Solubility,8230 mg/L,,DB00640
Melting Point,235.5 °C,PhysProp,DB00640
logP,-1.05,"HANSCH,C ET AL. (1995)",DB00640
Water Solubility,Insoluble ,FDA label ,DB00641
Melting Point,135-138 °C,PhysProp,DB00641
logP,4.68,"HANSCH,C ET AL. (1995)",DB00641
logP,-1.5,,DB00642
Water Solubility,71.3 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00643
Melting Point,288.5 °C,PhysProp,DB00643
logP,2.83,SANGSTER (1994),DB00643
logS,-3.88,"ADME Research, USCD",DB00643
Water Solubility,1 mg/mL,,DB00644
logP,-3.6,,DB00644
Water Solubility,Soluble (HCl salt),,DB00645
Melting Point,174-175,"Bockstahler, E.R.; U.S.Patent 2,771,391; November 20,1956; assigned to Allied Laboratories, Inc.
Florestano, H.J., Jeffries, S.F., Osborne, C.E. and Bahler, M.E.; U.S. Patent 2,868,689;
January 13, 1959; assigned to Allied Laboratories, Inc.",DB00645
logP,3.7,,DB00645
Water Solubility,360 mg/L (at 24 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00646
Melting Point,160 °C (decomposes),MSDS,DB00646
logP,0.5,,DB00646
Water Solubility,3.32 mg/L (at 25 °C),"MCFARLAND,JW ET AL. (2001)",DB00647
Melting Point,75.5 °C,PhysProp,DB00647
logP,4.18,"HANSCH,C ET AL. (1995)",DB00647
Water Solubility,0.1 mg/L (at 25 °C),"BIGGAR,JW & RIGGS,RI (1974)",DB00648
Melting Point,77 °C,PhysProp,DB00648
logP,6,,DB00648
logS,-6.51,"ADME Research, USCD",DB00648
Water Solubility,5-10 g/100 mL at 21 °C,,DB00649
Melting Point,159-160 °C,,DB00649
logP,-0.72,SANGSTER (1993),DB00649
Water Solubility,Complete,,DB00650
Melting Point,245 ºC,,DB00650
logP,-3.2,,DB00650
Water Solubility,3.33E+005 mg/L (at 25 °C),MERCK INDEX (1996),DB00651
Melting Point,155-157,"Jones, J.W. and Maney, P.V.; U.S. Patent 2,575,344; November 20,1951; assigned to the
State of Iowa.",DB00651
logP,-1.9,,DB00651
logS,-0.17,"ADME Research, USCD",DB00651
Melting Point,146.3 °C,PhysProp,DB00652
logP,4.64,DAYLIGHT (1999),DB00652
pKa,8.88,SANGSTER (1994),DB00652
Water Solubility,710 mg/mL,,DB00653
Melting Point,1124 °C (decomposition),,DB00653
logP,-0.91,,DB00653
Boiling Point,583.8,https://www.lookchem.com/Latanoprost/,DB00654
logP,2.18,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL448/,DB00654
pKa,7.93,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL448/,DB00654
Water Solubility,0.76 g/L at 20 ºC,'MSDS',DB00655
Melting Point,258-261 °C,'MSDS',DB00655
Boiling Point,445.2 °C,'MSDS',DB00655
logP,2.6 ,'MSDS',DB00655
logS,-3.96,"ADME Research, USCD",DB00655
Melting Point,231-234,https://pdf.hres.ca/dpd_pm/00007839.PDF,DB00656
Boiling Point,528.5,https://www.lookchem.com/Trazodone/,DB00656
logP,2.68,http://www.t3db.ca/toxins/T3D2852,DB00656
logS,-3.1,http://www.t3db.ca/toxins/T3D2852,DB00656
pKa,6.74,https://patents.google.com/patent/EP1931346B1,DB00656
Melting Point,249 with decomposition,"U.S. Patent 2,831,027.",DB00657
Boiling Point,72 °C at 4.00E+00 mm Hg,PhysProp,DB00657
logP,2.7,,DB00657
Water Solubility,Insoluble,,DB00658
logP,0.559,,DB00658
logP,-1.1,,DB00659
Melting Point,122 °C,PhysProp,DB00660
logP,2.3,,DB00660
Water Solubility,40 mg/L,,DB00662
Melting Point,188.7 °C,PhysProp,DB00662
logP,2.29,"EL TAYER,N ET AL. (1985)",DB00662
pKa,8.78,"EL TAYAR,N ET AL. (1985)",DB00662
Water Solubility,0.392 mg/L,,DB00663
Melting Point,219 °C (base only),,DB00663
logP,3.86,"HANSCH,C ET AL. (1995)",DB00663
Water Solubility,4030 mg/L,,DB00664
Melting Point,176 °C,PhysProp,DB00664
logP,0.70,"HANSCH,C ET AL. (1995)",DB00664
logP,1.8,,DB00665
Water Solubility,less than 0.1 mg/mL at 64° F,https://pubchem.ncbi.nlm.nih.gov/compound/epinephrine#section=Melting-Point,DB00668
Melting Point,211.5 ,https://pubchem.ncbi.nlm.nih.gov/compound/epinephrine,DB00668
Boiling Point,215,MSDS,DB00668
logP,-1.37,https://pubchem.ncbi.nlm.nih.gov/compound/epinephrine#section=Vapor-Pressure,DB00668
caco2 Permeability,-6.02,https://pubchem.ncbi.nlm.nih.gov/compound/epinephrine#section=Stability,DB00668
pKa,8.59 (at 25 °C),https://pubchem.ncbi.nlm.nih.gov/compound/epinephrine#section=Stability,DB00668
Water Solubility,54mg/mL,"Sumatriptan Tablets, USP monograph",DB00669
Melting Point,169-170,http://www.chemspider.com/Chemical-Structure.5165.html,DB00669
logP,0.93,"ADLARD,M ET AL. (1995)",DB00669
pKa,4.9,"Sumatriptan Tablets, USP monograph",DB00669
logP,0.6,,DB00670
caco2 Permeability,-6.36,"ADME Research, USCD",DB00670
Water Solubility,55.11 mg/L,,DB00671
Melting Point,218-225 °C,,DB00671
logP,-0.4,,DB00671
Water Solubility,258 mg/L (at 37 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00672
Melting Point,129.2-129.8,"McLamore, W.M.; U S . Patent 3,349,124; October 24,1967; assigned to Chas. Pfizer Co.,
Inc.",DB00672
logP,2.27,"HANSCH,C ET AL. (1995)",DB00672
logS,-3.03,"ADME Research, USCD",DB00672
pKa,5.13,"LIPINSKI,CA ET AL. (1991)",DB00672
Water Solubility,Practically insoluble,,DB00673
logP,4.5,,DB00673
Melting Point,97 °C,http://www.chemspider.com/Chemical-Structure.2015313.html?rid=1b2fa2ba-dc6c-450e-bcf7-467741bd4eb1,DB00675
Water Solubility,15.4 mg/L,,DB00676
Melting Point,21 °C,PhysProp,DB00676
Boiling Point,323.5 °C,PhysProp,DB00676
logP,3.97,"HANSCH,C ET AL. (1995)",DB00676
Water Solubility,1.54E+004 mg/L (at 25 °C),MERCK INDEX (1996),DB00677
Boiling Point,"62 @ 9mm, 46 @ 5mm","U.S. Patent 2,409,039.",DB00677
logP,1.17,"CZERWINSKI,SE ET AL. (1998)",DB00677
Water Solubility,<1mg/mL,http://www.chemspider.com/Chemical-Structure.3824.html,DB00678
Melting Point,178-184,http://www.chemspider.com/Chemical-Structure.3824.html,DB00678
Boiling Point,682,http://www.chemspider.com/Chemical-Structure.3824.html,DB00678
logP,1.19,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/20-386S019_Cozaar_EAFONSI.pdf,DB00678
pKa,5.5,MERCK INDEX (1996); approx.,DB00678
Water Solubility,0.0336 mg/L,,DB00679
Melting Point,73 °C,PhysProp,DB00679
Boiling Point,230 °C at 2.00E-02 mm Hg,PhysProp,DB00679
logP,5.90,"HANSCH,C ET AL. (1995)",DB00679
pKa,9.5,"EL TAYAR,N ET AL. (1985)",DB00679
Water Solubility,0.457 mg/L,,DB00680
Melting Point,156-157 °C,PhysProp,DB00680
logP,2.98,SANGSTER (1994),DB00680
Water Solubility,750 mg/L (at 28 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00681
Melting Point,170.0 °C,,DB00681
logP,0.8,,DB00681
Water Solubility,17 mg/L (at 20 °C),"TOMLIN,C (1997)",DB00682
Melting Point,161 °C,PhysProp,DB00682
logP,2.70,"HANSCH,C ET AL. (1995)",DB00682
logS,-3.89,"ADME Research, USCD",DB00682
caco2 Permeability,-4.68,"ADME Research, USCD",DB00682
pKa,5.0,"UFER, M (2005)",DB00682
Water Solubility,soluble,FDA label,DB00683
Melting Point,161-164,MSDS,DB00683
Boiling Point,497,MSDS,DB00683
Water Solubility,1E+003 mg/ml,,DB00684
logP,-5.8,,DB00684
Water Solubility,12.3 mg/L (at 25 °C),"MCFARLAND,JW ET AL. (2001)",DB00685
logP,0.31,DAYLIGHT (2002),DB00685
logP,-8,,DB00686
Water Solubility,43 μg/mL ,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2009/050722s021,050723s019,050758s019,050759s024lbl.pdf",DB00688
Melting Point,93-94,https://pubchem.ncbi.nlm.nih.gov/compound/Mycophenolate-mofetil#section=Experimental-Properties,DB00688
Boiling Point,637.6±55.0,http://www.chemspider.com/Chemical-Structure.4444535.html,DB00688
logP,2.5,http://www.hmdb.ca/metabolites/HMDB0014826,DB00688
pKa,5.6 for the morpholino group and 8.5 for the phenolic group,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2009/050722s021,050723s019,050758s019,050759s024lbl.pdf",DB00688
Water Solubility,154 mg/L,,DB00689
Melting Point,237 dec °C,PhysProp,DB00689
logP,-0.3,,DB00689
Water Solubility,500 mg/mL (HCl salt),,DB00690
Melting Point,190-220,"British Patent 1,040,548.",DB00690
logP,3.8,,DB00690
Water Solubility,Soluble (about 10% weight-to-volume) in distilled water at room temperature as HCl salt.,,DB00691
logP,2.7,,DB00691
Melting Point,174.5 °C,PhysProp,DB00692
logP,3.3,,DB00692
Water Solubility,600 mg/mL (sodium salt),,DB00693
Melting Point,315 dec °C,PhysProp,DB00693
logP,3.4,,DB00693
Water Solubility,39.2 mg/L,,DB00694
Melting Point,208-209 °C,PhysProp,DB00694
logP,1.83,SANGSTER (1993),DB00694
Water Solubility,73.1 mg/L (at 30 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00695
Melting Point,220,MSDS,DB00695
logP,2.03,SANGSTER (1993),DB00695
logS,-3.66,"ADME Research, USCD",DB00695
caco2 Permeability,-6.5,"ADME Research, USCD",DB00695
Water Solubility,Slight,,DB00696
Melting Point,213.5 dec °C,PhysProp,DB00696
logP,2,,DB00696
Water Solubility,slightly soluble,FDA label,DB00697
Melting Point,280,https://www.lookchem.com/Tizanidine-hydrochloride/,DB00697
Boiling Point,391.2,https://www.lookchem.com/Tizanidine/,DB00697
logP,1.72,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1079/,DB00697
pKa,7.48,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1079/,DB00697
Water Solubility,79.5 mg/L (at 24 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00698
Melting Point,223-228,"Gever, G.; U.S. Patent 2,802,002; August 6, 1957; assigned to The Norwich Pharmacal Co.",DB00698
logP,-0.47,"HANSCH,C ET AL. (1995)",DB00698
pKa,7.2,SANGSTER (1994),DB00698
logP,3.3,,DB00699
Water Solubility,Slightly soluble,,DB00700
logP,1.3,,DB00700
Water Solubility,80 mg/mL,,DB00702
Water Solubility,3500 mg/L,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00703
Melting Point,213.5 °C,PhysProp,DB00703
logP,0.13,"HANSCH,C ET AL. (1995)",DB00703
logS,-1.83,"ADME Research, USCD",DB00703
pKa,7.30,,DB00703
Water Solubility,100 mg/mL (as hydrochloride salt),,DB00704
Melting Point,168-170 °C,PhysProp,DB00704
logP,1.92,"HANSCH,C ET AL. (1995)",DB00704
Melting Point,226-228 °C,,DB00705
logP,2.8,,DB00705
Water Solubility,Sparingly soluble in water,FDA Label,DB00706
Melting Point,230,FDA Label,DB00706
logP,2.8,,DB00707
Water Solubility,Soluble,MSDS,DB00708
Melting Point,136.3,MSDS,DB00708
logP,3.95,https://pubchem.ncbi.nlm.nih.gov/compound/sufentanil#section=Solubility,DB00708
logS,-3.71,https://pubchem.ncbi.nlm.nih.gov/compound/sufentanil#section=Solubility,DB00708
Water Solubility,70 mg/ml,,DB00709
Melting Point,160-162 °C,,DB00709
logP,-1.4,,DB00709
Water Solubility,Freely soluble,FDA Label,DB00710
Melting Point,113-115,ChemSpider,DB00710
Water Solubility,63.7 mg/mL at 25 °C,"MEYLAN,WM et al. (1996)",DB00711
Melting Point,150-155,"Kushner, S. and Brancone, L.; US. Patent 2,467,893; April 19,1949; assigned to American
Cyanamid Company.
Kushner, S. and Brancone, L.; US. Patent 2,467,895; April 19, 1949; assigned to American
Cyanamid Company.",DB00711
logP,0.1,,DB00711
Water Solubility,8 mg/L (at 22 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00712
Melting Point,110-111 °C,"Adams, S.S., Bernard, J., Nicholson, J.S. and Blancafort, A.R.; U.S. Patent 3,755,427; Aug. 28, 1973; assigned to The Boots Company Ltd.",DB00712
logP,4.16,"HANSCH,C ET AL. (1995)",DB00712
logS,-4.49,"ADME Research, USCD",DB00712
Water Solubility,13.9 mg/L,,DB00713
Melting Point,188 °C,PhysProp,DB00713
logP,2.38,"HANSCH,C ET AL. (1995)",DB00713
pKa,2.72,SANGSTER (1994),DB00713
logP,2.0,"Borkar et al, 2017",DB00714
Water Solubility,5.4 mg/mL,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2008/020031s060,020936s037,020710s024lbl.pdf",DB00715
Melting Point,120-138,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2008/020031s060,020936s037,020710s024lbl.pdf",DB00715
Boiling Point,451.7±45.0 ,http://www.chemspider.com/Chemical-Structure.39888.html,DB00715
logP,2.53,https://ca.gsk.com/media/530543/paxil_pm-2014-11-13.pdf,DB00715
pKa,9.90,https://ca.gsk.com/media/530543/paxil_pm-2014-11-13.pdf,DB00715
Water Solubility,145 mg/L,,DB00716
Melting Point,299 dec °C,PhysProp,DB00716
logP,2.22,SANGSTER (1994),DB00716
Melting Point,202-208C,Canadian Jencycla label,DB00717
Water Solubility,19 mg/mL at pH 2.0 and 0.4 mg/mL at pH 7.2.,FDA label ,DB00718
logP,1.91,FDA label ,DB00718
Water Solubility,Very soluble,,DB00719
Melting Point,152-154,"REM p. 1131 Villani, F.J.; U.S. Patents 3,326,924; January 20, 1967; 3,357,986; December 12, 1967; and 3,419,565; December 31,1968; all assigned to Schering Corp.",DB00719
logP,3.59,BIOBYTE (1995),DB00719
Melting Point,250 °C,PhysProp,DB00720
Water Solubility,9450 mg/L (at 30 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00721
Melting Point,61 °C,PhysProp,DB00721
logP,2.14,"AVDEEF,A (1997)",DB00721
logS,-1.4,"ADME Research, USCD",DB00721
pKa,8.05 (at 15 °C),"PERRIN,DD (1965)",DB00721
Water Solubility,9.7E+004 mg/L,MERCK INDEX (1996),DB00722
Melting Point,148,ChemSpider,DB00722
logP,-1.01,MERCK INDEX (1996); pH 7,DB00722
pKa,2.5 (at 25 °C),MERCK INDEX (1996),DB00722
Water Solubility,Soluble (185 g/L),,DB00723
logP,0.8,,DB00723
Water Solubility,Poorly soluble,,DB00724
Melting Point,292-294 °C,,DB00724
logP,2.7,,DB00724
Melting Point,191-192 °C,PhysProp,DB00725
logP,3.421,,DB00725
Water Solubility,Slightly soluble,,DB00726
Melting Point,45 °C,PhysProp,DB00726
logP,4.2,,DB00726
Water Solubility,poor solubility in water,http://www.inchem.org/documents/icsc/icsc/eics0186.htm,DB00727
Melting Point,13.5 ,http://www.inchem.org/documents/icsc/icsc/eics0186.htm,DB00727
Boiling Point,160,http://www.inchem.org/documents/icsc/icsc/eics0186.htm,DB00727
logP,1.62,http://www.inchem.org/documents/icsc/icsc/eics0186.htm,DB00727
logS,-3,http://www.hmdb.ca/metabolites/HMDB0014865,DB00727
pKa,-5.6,http://www.hmdb.ca/metabolites/HMDB0014865,DB00727
Water Solubility,Complete,,DB00728
Water Solubility,50 mg/L (at 25 °C),"WAUCHOPE,RD ET AL. (1991A)",DB00730
Melting Point,300 °C,PhysProp,DB00730
logP,2.47,"NIELSEN,LS ET AL. (1992)",DB00730
pKa,4.64 (at 25 °C),"CHAMBERLAIN,K ET AL. (1996)",DB00730
Water Solubility,Practically insoluble,,DB00731
