atc_code,level_1,code_1,level_2,code_2,level_3,code_3,level_4,code_4,drugbank-id
C01CA24,Adrenergic and dopaminergic agents,C01CA,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01C,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB00668
S01EA01,Sympathomimetics in glaucoma therapy,S01EA,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00668
R01AA14,"Sympathomimetics, plain",R01AA,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01A,NASAL PREPARATIONS,R01,RESPIRATORY SYSTEM,R,DB00668
R03AA01,Alpha- and beta-adrenoreceptor agonists,R03AA,"ADRENERGICS, INHALANTS",R03A,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB00668
S01EA51,Sympathomimetics in glaucoma therapy,S01EA,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00668
N02CC01,Selective serotonin (5HT1) agonists,N02CC,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N,DB00669
G01AE10,Sulfonamides,G01AE,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00669
A02BX03,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02BX,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB00670
J01DD08,Third-generation cephalosporins,J01DD,OTHER BETA-LACTAM ANTIBACTERIALS,J01D,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00671
A10BB02,Sulfonylureas,A10BB,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A,DB00672
A04AD12,Other antiemetics,A04AD,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04,ALIMENTARY TRACT AND METABOLISM,A,DB00673
N06DA04,Anticholinesterases,N06DA,ANTI-DEMENTIA DRUGS,N06D,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB00674
L02BA01,Anti-estrogens,L02BA,HORMONE ANTAGONISTS AND RELATED AGENTS,L02B,ENDOCRINE THERAPY,L02,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB00675
P03AX01,"Other ectoparasiticides, incl. scabicides",P03AX,"ECTOPARASITICIDES, INCL. SCABICIDES",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB00676
C09CA01,"Angiotensin II receptor blockers (ARBs), plain",C09CA,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09C,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00678
C09DA01,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00678
C09DB06,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,C09DB,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00678
N05AC02,Phenothiazines with piperidine structure,N05AC,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB00679
C01BG01,"Other antiarrhythmics, class I and III",C01BG,"ANTIARRHYTHMICS, CLASS I AND III",C01B,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB00680
G01AA03,Antibiotics,G01AA,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00681
A07AA07,Antibiotics,A07AA,INTESTINAL ANTIINFECTIVES,A07A,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A,DB00681
A01AB04,Antiinfectives and antiseptics for local oral treatment,A01AB,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01,ALIMENTARY TRACT AND METABOLISM,A,DB00681
J02AA01,Antibiotics,J02AA,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00681
B01AA03,Vitamin K antagonists,B01AA,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01,BLOOD AND BLOOD FORMING ORGANS,B,DB00682
N05CD08,Benzodiazepine derivatives,N05CD,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB00683
S01AA12,Antibiotics,S01AA,ANTIINFECTIVES,S01A,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00684
J01GB01,Other aminoglycosides,J01GB,AMINOGLYCOSIDE ANTIBACTERIALS,J01G,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00684
J01MA13,Fluoroquinolones,J01MA,QUINOLONE ANTIBACTERIALS,J01M,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00685
C05BA04,Heparins or heparinoids for topical use,C05BA,ANTIVARICOSE THERAPY,C05B,VASOPROTECTIVES,C05,CARDIOVASCULAR SYSTEM,C,DB00686
G04BX15,Other urologicals,G04BX,UROLOGICALS,G04B,UROLOGICALS,G04,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00686
S02CA07,Corticosteroids and antiinfectives in combination,S02CA,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02C,OTOLOGICALS,S02,SENSORY ORGANS,S,DB00687
S01CA06,Corticosteroids and antiinfectives in combination,S01CA,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01C,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00687
H02AA02,Mineralocorticoids,H02AA,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02A,CORTICOSTEROIDS FOR SYSTEMIC USE,H02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H,DB00687
S03CA05,Corticosteroids and antiinfectives in combination,S03CA,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S03C,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03,SENSORY ORGANS,S,DB00687
N05CD01,Benzodiazepine derivatives,N05CD,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB00690
C09AA13,"ACE inhibitors, plain",C09AA,"ACE INHIBITORS, PLAIN",C09A,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00691
C09BA13,ACE inhibitors and diuretics,C09BA,"ACE INHIBITORS, COMBINATIONS",C09B,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00691
V03AB36,Antidotes,V03AB,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03,VARIOUS,V,DB00692
C04AB01,Imidazoline derivatives,C04AB,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04,CARDIOVASCULAR SYSTEM,C,DB00692
S01JA01,Colouring agents,S01JA,DIAGNOSTIC AGENTS,S01J,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00693
S01JA51,Colouring agents,S01JA,DIAGNOSTIC AGENTS,S01J,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00693
L01DB02,Anthracyclines and related substances,L01DB,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,L01D,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB00694
L01XY01,Combinations of antineoplastic agents,L01XY,OTHER ANTINEOPLASTIC AGENTS,L01X,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB00694
C03EB01,High-ceiling diuretics and potassium-sparing agents,C03EB,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03E,DIURETICS,C03,CARDIOVASCULAR SYSTEM,C,DB00695
C03CA01,"Sulfonamides, plain",C03CA,HIGH-CEILING DIURETICS,C03C,DIURETICS,C03,CARDIOVASCULAR SYSTEM,C,DB00695
G01AE10,Sulfonamides,G01AE,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00695
C03CB01,Sulfonamides and potassium in combination,C03CB,HIGH-CEILING DIURETICS,C03C,DIURETICS,C03,CARDIOVASCULAR SYSTEM,C,DB00695
N02CA02,Ergot alkaloids,N02CA,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N,DB00696
N02CA52,Ergot alkaloids,N02CA,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N,DB00696
N02CA72,Ergot alkaloids,N02CA,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N,DB00696
M03BX02,Other centrally acting agents,M03BX,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03B,MUSCLE RELAXANTS,M03,MUSCULO-SKELETAL SYSTEM,M,DB00697
J01XE01,Nitrofuran derivatives,J01XE,OTHER ANTIBACTERIALS,J01X,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00698
J01XE51,Nitrofuran derivatives,J01XE,OTHER ANTIBACTERIALS,J01X,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00698
C04AE02,Ergot alkaloids,C04AE,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04,CARDIOVASCULAR SYSTEM,C,DB00699
C03DA04,Aldosterone antagonists,C03DA,POTASSIUM-SPARING AGENTS,C03D,DIURETICS,C03,CARDIOVASCULAR SYSTEM,C,DB00700
J05AE05,Protease inhibitors,J05AE,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00701
G01AE10,Sulfonamides,G01AE,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00703
S01EC05,Carbonic anhydrase inhibitors,S01EC,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00703
N02AA56,Natural opium alkaloids,N02AA,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N,DB00704
N07BB04,Drugs used in alcohol dependence,N07BB,DRUGS USED IN ADDICTIVE DISORDERS,N07B,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N,DB00704
A08AA62,Centrally acting antiobesity products,A08AA,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08,ALIMENTARY TRACT AND METABOLISM,A,DB00704
J05AG02,Non-nucleoside reverse transcriptase inhibitors,J05AG,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00705
G04CA52,Alpha-adrenoreceptor antagonists,G04CA,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04C,UROLOGICALS,G04,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00706
G04CA02,Alpha-adrenoreceptor antagonists,G04CA,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04C,UROLOGICALS,G04,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00706
G01AE10,Sulfonamides,G01AE,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00706
G04CA53,Alpha-adrenoreceptor antagonists,G04CA,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04C,UROLOGICALS,G04,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00706
L01XD01,Sensitizers used in photodynamic/radiation therapy,L01XD,OTHER ANTINEOPLASTIC AGENTS,L01X,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB00707
N01AH03,Opioid anesthetics,N01AH,"ANESTHETICS, GENERAL",N01A,ANESTHETICS,N01,NERVOUS SYSTEM,N,DB00708
J05AR02,"Antivirals for treatment of HIV infections, combinations",J05AR,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00709
J05AR11,"Antivirals for treatment of HIV infections, combinations",J05AR,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00709
J05AR07,"Antivirals for treatment of HIV infections, combinations",J05AR,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00709
J05AR01,"Antivirals for treatment of HIV infections, combinations",J05AR,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00709
J05AR13,"Antivirals for treatment of HIV infections, combinations",J05AR,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00709
J05AR12,"Antivirals for treatment of HIV infections, combinations",J05AR,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00709
J05AR24,"Antivirals for treatment of HIV infections, combinations",J05AR,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00709
J05AR04,"Antivirals for treatment of HIV infections, combinations",J05AR,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00709
J05AR16,"Antivirals for treatment of HIV infections, combinations",J05AR,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00709
J05AR05,"Antivirals for treatment of HIV infections, combinations",J05AR,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00709
J05AF05,Nucleoside and nucleotide reverse transcriptase inhibitors,J05AF,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00709
M05BA06,Bisphosphonates,M05BA,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05B,DRUGS FOR TREATMENT OF BONE DISEASES,M05,MUSCULO-SKELETAL SYSTEM,M,DB00710
M05BB09,"Bisphosphonates, combinations",M05BB,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05B,DRUGS FOR TREATMENT OF BONE DISEASES,M05,MUSCULO-SKELETAL SYSTEM,M,DB00710
P02CB02,Piperazine and derivatives,P02CB,ANTINEMATODAL AGENTS,P02C,ANTHELMINTICS,P02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB00711
M02AA19,"Antiinflammatory preparations, non-steroids for topical use",M02AA,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02,MUSCULO-SKELETAL SYSTEM,M,DB00712
M01AE09,Propionic acid derivatives,M01AE,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01,MUSCULO-SKELETAL SYSTEM,M,DB00712
R02AX01,Other throat preparations,R02AX,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02,RESPIRATORY SYSTEM,R,DB00712
S01BC04,"Antiinflammatory agents, non-steroids",S01BC,ANTIINFLAMMATORY AGENTS,S01B,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00712
J01CR50,"Combinations of penicillins, incl. beta-lactamase inhibitors",J01CR,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01C,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00713
J01CF04,Beta-lactamase resistant penicillins,J01CF,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01C,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00713
G04BE07,Drugs used in erectile dysfunction,G04BE,UROLOGICALS,G04B,UROLOGICALS,G04,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00714
N04BC07,Dopamine agonists,N04BC,DOPAMINERGIC AGENTS,N04B,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N,DB00714
N06AB05,Selective serotonin reuptake inhibitors,N06AB,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB00715
R03BC03,"Antiallergic agents, excl. corticosteroids",R03BC,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",R03B,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB00716
R01AC07,"Antiallergic agents, excl. corticosteroids",R01AC,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01A,NASAL PREPARATIONS,R01,RESPIRATORY SYSTEM,R,DB00716
S01GX04,Other antiallergics,S01GX,DECONGESTANTS AND ANTIALLERGICS,S01G,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00716
G03AA05,"Progestogens and estrogens, fixed combinations",G03AA,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03A,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00717
G03DC02,Estren derivatives,G03DC,PROGESTOGENS,G03D,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00717
G03AB04,"Progestogens and estrogens, sequential preparations",G03AB,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03A,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00717
G03AC01,Progestogens,G03AC,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03A,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00717
G03FA01,"Progestogens and estrogens, fixed combinations",G03FA,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03F,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00717
G03FB05,"Progestogens and estrogens, sequential preparations",G03FB,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03F,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00717
J05AF08,Nucleoside and nucleotide reverse transcriptase inhibitors,J05AF,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00718
R06AX09,Other antihistamines for systemic use,R06AX,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB00719
M05BA02,Bisphosphonates,M05BA,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05B,DRUGS FOR TREATMENT OF BONE DISEASES,M05,MUSCULO-SKELETAL SYSTEM,M,DB00720
N01BA52,Esters of aminobenzoic acid,N01BA,"ANESTHETICS, LOCAL",N01B,ANESTHETICS,N01,NERVOUS SYSTEM,N,DB00721
C05AD05,Local anesthetics,C05AD,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05A,VASOPROTECTIVES,C05,CARDIOVASCULAR SYSTEM,C,DB00721
S01HA05,Local anesthetics,S01HA,LOCAL ANESTHETICS,S01H,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00721
N01BA02,Esters of aminobenzoic acid,N01BA,"ANESTHETICS, LOCAL",N01B,ANESTHETICS,N01,NERVOUS SYSTEM,N,DB00721
C09BA03,ACE inhibitors and diuretics,C09BA,"ACE INHIBITORS, COMBINATIONS",C09B,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00722
C10BX07,"HMG CoA reductase inhibitors, other combinations",C10BX,"LIPID MODIFYING AGENTS, COMBINATIONS",C10B,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB00722
C09AA03,"ACE inhibitors, plain",C09AA,"ACE INHIBITORS, PLAIN",C09A,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00722
C09BB03,ACE inhibitors and calcium channel blockers,C09BB,"ACE INHIBITORS, COMBINATIONS",C09B,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00722
C01CA10,Adrenergic and dopaminergic agents,C01CA,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01C,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB00723
D06BB10,Antivirals,D06BB,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06B,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06,DERMATOLOGICALS,D,DB00724
A03CB04,Belladonna and derivatives in combination with psycholeptics,A03CB,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03C,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB00725
N06AA06,Non-selective monoamine reuptake inhibitors,N06AA,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB00726
C01DA02,Organic nitrates,C01DA,VASODILATORS USED IN CARDIAC DISEASES,C01D,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB00727
C01DA52,Organic nitrates,C01DA,VASODILATORS USED IN CARDIAC DISEASES,C01D,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB00727
C05AE01,Muscle relaxants,C05AE,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05A,VASOPROTECTIVES,C05,CARDIOVASCULAR SYSTEM,C,DB00727
M03AC09,Other quaternary ammonium compounds,M03AC,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03A,MUSCLE RELAXANTS,M03,MUSCULO-SKELETAL SYSTEM,M,DB00728
D01AC06,Imidazole and triazole derivatives,D01AC,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB00730
P02CA02,Benzimidazole derivatives,P02CA,ANTINEMATODAL AGENTS,P02C,ANTHELMINTICS,P02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB00730
A10BX03,"Other blood glucose lowering drugs, excl. insulins",A10BX,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A,DB00731
V03AB04,Antidotes,V03AB,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03,VARIOUS,V,DB00733
N05AX08,Other antipsychotics,N05AX,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB00734
D01AE22,Other antifungals for topical use,D01AE,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB00735
A02BD06,Combinations for eradication of Helicobacter pylori,A02BD,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB00736
A02BC05,Proton pump inhibitors,A02BC,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB00736
M01AE52,Propionic acid derivatives,M01AE,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01,MUSCULO-SKELETAL SYSTEM,M,DB00736
R06AE55,Piperazine derivatives,R06AE,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB00737
R06AE05,Piperazine derivatives,R06AE,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB00737
P01CX01,Other agents against leishmaniasis and trypanosomiasis,P01CX,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01C,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB00738
