category,mesh-id,parent_key
Flavonoids,D005419,DB01094
"Heterocyclic Compounds, Fused-Ring",D000072471,DB01094
Pyrans,D011714,DB01094
Agents Causing Muscle Toxicity,,DB01095
Cytochrome P-450 CYP2B6 Inducers,D065695,DB01095
Cytochrome P-450 CYP2B6 Inducers (strength unknown),,DB01095
Cytochrome P-450 CYP2C19 Inhibitors,D065689,DB01095
Cytochrome P-450 CYP2C19 inhibitors (strength unknown),,DB01095
Cytochrome P-450 CYP2C8 Inhibitors,D065687,DB01095
Cytochrome P-450 CYP2C8 Inhibitors (moderate),,DB01095
Cytochrome P-450 CYP2C8 Substrates,,DB01095
Cytochrome P-450 CYP2C9 Inhibitors,D065688,DB01095
Cytochrome P-450 CYP2C9 Inhibitors (strength unknown),,DB01095
Cytochrome P-450 CYP2C9 Substrates,,DB01095
Cytochrome P-450 CYP2D6 Substrates,,DB01095
Cytochrome P-450 CYP3A Inhibitors,D065692,DB01095
Cytochrome P-450 CYP3A Substrates,,DB01095
Cytochrome P-450 CYP3A4 Inhibitors,D065692,DB01095
Cytochrome P-450 CYP3A4 Inhibitors (strength unknown),,DB01095
Cytochrome P-450 CYP3A4 Substrates,,DB01095
Cytochrome P-450 CYP3A5 Substrates,,DB01095
Cytochrome P-450 Enzyme Inducers,D065693,DB01095
Cytochrome P-450 Enzyme Inhibitors,D065607,DB01095
Cytochrome P-450 Substrates,,DB01095
Fatty Acids,D005227,DB01095
Heptanoic Acids,D006538,DB01095
"Heterocyclic Compounds, Fused-Ring",D000072471,DB01095
Hydroxymethylglutaryl-CoA Reductase Inhibitors,D019161,DB01095
Hypolipidemic Agents,D000960,DB01095
Hypolipidemic Agents Indicated for Hyperlipidemia,,DB01095
Indoles,D007211,DB01095
Lipid Modifying Agents,,DB01095
"Lipid Modifying Agents, Plain",,DB01095
Lipid Regulating Agents,D057847,DB01095
Lipids,D008055,DB01095
OATP1B1/SLCO1B1 Inhibitors,,DB01095
OATP1B1/SLCO1B1 Substrates,,DB01095
OATP1B3 substrates,,DB01095
UGT1A1 Substrates,,DB01095
UGT1A3 substrates,,DB01095
UGT2B7 substrates,,DB01095
Anthelmintics,D000871,DB01096
Anti-Infective Agents,D000890,DB01096
Antihelminthic,,DB01096
Antiparasitic Agents,D000977,DB01096
"Antiparasitic Products, Insecticides and Repellents",,DB01096
Antiplatyhelmintic Agents,D000980,DB01096
Antitrematodals,,DB01096
Cytochrome P-450 CYP2D6 Inhibitors,D065690,DB01096
Cytochrome P-450 CYP2D6 Inhibitors (strength unknown),,DB01096
Cytochrome P-450 CYP2D6 Substrates,,DB01096
Cytochrome P-450 Enzyme Inhibitors,D065607,DB01096
Cytochrome P-450 Substrates,,DB01096
"Heterocyclic Compounds, Fused-Ring",D000072471,DB01096
Hydroxyquinolines,D006912,DB01096
Nitro Compounds,D009574,DB01096
Nitroquinolines,D009600,DB01096
Quinoline Derivatives and Related Substances,,DB01096
Quinolines,D011804,DB01096
Schistosomicides,D012556,DB01096
Adjuvants,,DB01097
Agents Causing Muscle Toxicity,,DB01097
Antineoplastic and Immunomodulating Agents,,DB01097
Antirheumatic Agents,D018501,DB01097
BCRP/ABCG2 Substrates,,DB01097
Cytochrome P-450 CYP1A2 Substrates,,DB01097
Cytochrome P-450 CYP2C9 Inhibitors,D065688,DB01097
Cytochrome P-450 CYP2C9 Inhibitors (strength unknown),,DB01097
Cytochrome P-450 CYP2C9 Substrates,,DB01097
Cytochrome P-450 Enzyme Inhibitors,D065607,DB01097
Cytochrome P-450 Substrates,,DB01097
Disease-modifying Antirheumatic Agents,,DB01097
Enzyme Inhibitors,D004791,DB01097
Immunologic Factors,D007155,DB01097
Immunosuppressive Agents,D007166,DB01097
Isoxazoles,D007555,DB01097
Selective Immunosuppressants,,DB01097
Agents Causing Muscle Toxicity,,DB01098
Alimentary Tract and Metabolism,,DB01098
Amides,D000577,DB01098
Anticholesteremic Agents,D000924,DB01098
BCRP/ABCG2 Substrates,,DB01098
Benzene Derivatives,D001555,DB01098
BSEP/ABCB11 Substrates,,DB01098
Cytochrome P-450 CYP2C9 Substrates,,DB01098
Cytochrome P-450 CYP3A Inhibitors,D065692,DB01098
Cytochrome P-450 CYP3A Substrates,,DB01098
Cytochrome P-450 CYP3A4 Substrates,,DB01098
Cytochrome P-450 CYP3A4 Substrates (strength unknown),,DB01098
Cytochrome P-450 CYP3A5 Inhibitors,D065692,DB01098
Cytochrome P-450 CYP3A5 Substrates,,DB01098
Cytochrome P-450 Enzyme Inhibitors,D065607,DB01098
Cytochrome P-450 Substrates,,DB01098
Drugs Used in Diabetes,,DB01098
Enzyme Inhibitors,D004791,DB01098
Fluorobenzenes,D005464,DB01098
Genito Urinary System and Sex Hormones,,DB01098
Gynecological Antiinfectives and Antiseptics,,DB01098
"Hydrocarbons, Fluorinated",D006845,DB01098
"Hydrocarbons, Halogenated",D006846,DB01098
Hydroxymethylglutaryl-CoA Reductase Inhibitors,D019161,DB01098
Hypolipidemic Agents,D000960,DB01098
Hypolipidemic Agents Indicated for Hyperlipidemia,,DB01098
Lipid Modifying Agents,,DB01098
"Lipid Modifying Agents, Plain",,DB01098
Lipid Regulating Agents,D057847,DB01098
Noxae,D009676,DB01098
OAT3/SLC22A8 Inhibitors,,DB01098
OAT3/SLC22A8 Substrates,,DB01098
OATP1B1/SLCO1B1 Inhibitors,,DB01098
OATP1B1/SLCO1B1 Substrates,,DB01098
Pyrimidines,D011743,DB01098
Sulfonamides,D013449,DB01098
Sulfones,D013450,DB01098
Sulfur Compounds,D013457,DB01098
Toxic Actions,D004786,DB01098
Anti-Infective Agents,D000890,DB01099
Antifungal Agents,D000935,DB01099
Antifungals for Dermatological Use,,DB01099
Antifungals for Topical Use,,DB01099
Antiinfectives for Systemic Use,,DB01099
Antimetabolites,D000963,DB01099
Antimycotics for Systemic Use,,DB01099
Cytosine,D003596,DB01099
Dermatologicals,D003879,DB01099
Drugs causing inadvertant photosensitivity,,DB01099
Drugs that are Mainly Renally Excreted,,DB01099
Fluorouracil and prodrugs,D005472,DB01099
Immunosuppressive Agents,D007166,DB01099
Myelosuppressive Agents,,DB01099
Noxae,D009676,DB01099
Nucleoside Analog Antifungal,,DB01099
Photosensitizing Agents,D017319,DB01099
Pyrimidines,D011743,DB01099
Pyrimidinones,D011744,DB01099
Toxic Actions,D004786,DB01099
Agents that reduce seizure threshold,,DB01100
Anti-Dyskinesia Agents,D018726,DB01100
Antipsychotic Agents,D014150,DB01100
Antipsychotic Agents (First Generation [Typical]),,DB01100
Benzimidazoles,D001562,DB01100
Central Nervous System Agents,D002491,DB01100
Central Nervous System Depressants,D002492,DB01100
Cytochrome P-450 CYP1A2 Substrates,,DB01100
Cytochrome P-450 CYP1A2 Substrates with a Narrow Therapeutic Index,,DB01100
Cytochrome P-450 CYP2D6 Inhibitors,D065690,DB01100
Cytochrome P-450 CYP2D6 Inhibitors (strength unknown),,DB01100
Cytochrome P-450 CYP2D6 Substrates,,DB01100
Cytochrome P-450 CYP2D6 Substrates with a Narrow Therapeutic Index,,DB01100
Cytochrome P-450 CYP3A Inhibitors,D065692,DB01100
Cytochrome P-450 CYP3A Substrates,,DB01100
Cytochrome P-450 CYP3A4 Inhibitors,D065692,DB01100
Cytochrome P-450 CYP3A4 Inhibitors (strength unknown),,DB01100
Cytochrome P-450 CYP3A4 Substrates,,DB01100
Cytochrome P-450 CYP3A4 Substrates (strength unknown),,DB01100
Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index,,DB01100
Cytochrome P-450 CYP3A5 Substrates,,DB01100
Cytochrome P-450 CYP3A5 Substrates with a Narrow Therapeutic Index,,DB01100
Cytochrome P-450 CYP3A7 Substrates,,DB01100
Cytochrome P-450 CYP3A7 Substrates with a Narrow Therapeutic Index,,DB01100
Cytochrome P-450 Enzyme Inhibitors,D065607,DB01100
Cytochrome P-450 Substrates,,DB01100
Diphenylbutylpiperidine Derivatives,,DB01100
Dopamine Agents,D015259,DB01100
Dopamine Antagonists,D018492,DB01100
Dopamine D2 Receptor Antagonists,D065127,DB01100
"Heterocyclic Compounds, Fused-Ring",D000072471,DB01100
Highest Risk QTc-Prolonging Agents,,DB01100
Miscellaneous Antipsychotics,,DB01100
Narrow Therapeutic Index Drugs,,DB01100
Nervous System,D009420,DB01100
Neurotoxic agents,,DB01100
Neurotransmitter Agents,D018377,DB01100
P-glycoprotein inhibitors,,DB01100
Psycholeptics,,DB01100
Psychotropic Drugs,D011619,DB01100
QTc Prolonging Agents,,DB01100
Tranquilizing Agents,D014149,DB01100
Antimetabolites,D000963,DB01101
Antineoplastic Agents,D000970,DB01101
Antineoplastic and Immunomodulating Agents,,DB01101
Carbohydrates,D002241,DB01101
Cardiotoxic antineoplastic agents,,DB01101
Cytochrome P-450 CYP2C9 Inhibitors,D065688,DB01101
Cytochrome P-450 CYP2C9 Inhibitors (strong),,DB01101
Cytochrome P-450 CYP2C9 Substrates,,DB01101
Cytochrome P-450 CYP2C9 Substrates with a Narrow Therapeutic Index,,DB01101
Cytochrome P-450 Enzyme Inhibitors,D065607,DB01101
Cytochrome P-450 Substrates,,DB01101
Deoxycytidine,D003841,DB01101
Deoxyribonucleosides,D003853,DB01101
Drugs that are Mainly Renally Excreted,,DB01101
Fluoropyrimidines,,DB01101
Fluorouracil and prodrugs,D005472,DB01101
Glycosides,D006027,DB01101
Immunosuppressive Agents,D007166,DB01101
Myelosuppressive Agents,,DB01101
Noxae,D009676,DB01101
Nucleic Acid Synthesis Inhibitors,D019384,DB01101
"Nucleic Acids, Nucleotides, and Nucleosides",D009706,DB01101
Nucleoside Metabolic Inhibitor,,DB01101
Nucleosides,D009705,DB01101
Pyrimidine Analogues,,DB01101
Pyrimidine Nucleosides,D011741,DB01101
Pyrimidines,D011743,DB01101
Pyrimidinones,D011744,DB01101
Ribonucleosides,D012263,DB01101
Toxic Actions,D004786,DB01101
Adrenergic Agents,D018663,DB01102
Adrenergic Agonists,D000322,DB01102
Adrenergic and Dopaminergic Agents,,DB01102
Adrenergic beta-1 Receptor Agonists,D058665,DB01102
Adrenergic beta-2 Receptor Agonists,D058666,DB01102
Adrenergic beta-3 Receptor Agonists,D058667,DB01102
Adrenergic beta-Agonists,D000318,DB01102
Agents producing tachycardia,,DB01102
Agents that produce hypertension,,DB01102
Amines,D000588,DB01102
Benzene Derivatives,D001555,DB01102
Cardiac Stimulants Excl. Cardiac Glycosides,,DB01102
Cardiac Therapy,,DB01102
Cardiotonic Agents,D002316,DB01102
Cardiovascular Agents,D002317,DB01102
Catechols,D002396,DB01102
"Compounds used in a research, industrial, or household setting",D020313,DB01102
Neurotransmitter Agents,D018377,DB01102
Phenols,D010636,DB01102
Protective Agents,D020011,DB01102
Acridines,D000166,DB01103
Aminoacridines,D000609,DB01103
Anti-Infective Agents,D000890,DB01103
Anticestodal Agents,D000923,DB01103
Antimalarials,D000962,DB01103
Antinematodal Agents,D000969,DB01103
Antiparasitic Agents,D000977,DB01103
"Antiparasitic Products, Insecticides and Repellents",,DB01103
Antiplatyhelmintic Agents,D000980,DB01103
Antiprotozoals,D000981,DB01103
Cytochrome P-450 CYP3A Substrates,,DB01103
Cytochrome P-450 CYP3A4 Substrates,,DB01103
Cytochrome P-450 CYP3A5 Substrates,,DB01103
Cytochrome P-450 Substrates,,DB01103
Enzyme Inhibitors,D004791,DB01103
"Heterocyclic Compounds, Fused-Ring",D000072471,DB01103
OCT2 Inhibitors,,DB01103
P-glycoprotein inhibitors,,DB01103
Agents that reduce seizure threshold,,DB01104
Amines,D000588,DB01104
Antidepressive Agents,D000928,DB01104
Central Nervous System Agents,D002491,DB01104
Central Nervous System Depressants,D002492,DB01104
Cytochrome P-450 CYP2B6 Inhibitors,D065686,DB01104
Cytochrome P-450 CYP2B6 Inhibitors (strength unknown),,DB01104
Cytochrome P-450 CYP2B6 Substrates,,DB01104
Cytochrome P-450 CYP2C19 Inhibitors,D065689,DB01104
Cytochrome P-450 CYP2C19 Inhibitors (moderate),,DB01104
Cytochrome P-450 CYP2C19 Substrates,,DB01104
Cytochrome P-450 CYP2C9 Inhibitors,D065688,DB01104
Cytochrome P-450 CYP2C9 Inhibitors (strength unknown),,DB01104
Cytochrome P-450 CYP2C9 Substrates,,DB01104
Cytochrome P-450 CYP2D6 Inhibitors,D065690,DB01104
Cytochrome P-450 CYP2D6 Inhibitors (weak),,DB01104
Cytochrome P-450 CYP2D6 Substrates,,DB01104
Cytochrome P-450 CYP2E1 Substrates,,DB01104
Cytochrome P-450 CYP3A Substrates,,DB01104
Cytochrome P-450 CYP3A4 Substrates,,DB01104
Cytochrome P-450 Enzyme Inhibitors,D065607,DB01104
Cytochrome P-450 Substrates,,DB01104
Drugs causing inadvertant photosensitivity,,DB01104
Hypoglycemia-Associated Agents,,DB01104
Membrane Transport Modulators,D049990,DB01104
Monoamine Oxidase A Substrates,,DB01104
Naphthalenes,D009281,DB01104
Nervous System,D009420,DB01104
Neurotransmitter Agents,D018377,DB01104
Neurotransmitter Uptake Inhibitors,D014179,DB01104
P-glycoprotein inhibitors,,DB01104
Photosensitizing Agents,D017319,DB01104
Psychoanaleptics,,DB01104
Psychotropic Drugs,D011619,DB01104
QTc Prolonging Agents,,DB01104
Selective Serotonin Reuptake Inhibitors,D017367,DB01104
Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,D020230,DB01104
Serotonin Agents,D018490,DB01104
Serotonin Modulators,,DB01104
Agents producing tachycardia,,DB01105
Alimentary Tract and Metabolism,,DB01105
Anti-Obesity Agents,D019440,DB01105
Antidepressive Agents,D000928,DB01105
"Antiobesity Preparations, Excl. Diet Products",,DB01105
Appetite Depressants,D001067,DB01105
Appetite Suppression,,DB01105
Central Nervous System Agents,D002491,DB01105
Central Nervous System Depressants,D002492,DB01105
Centrally Acting Antiobesity Products,,DB01105
Combined Inhibitors of Serotonin/Norepinephrine Reuptake,,DB01105
Cycloparaffins,D003516,DB01105
Cytochrome P-450 CYP3A Substrates,,DB01105
Cytochrome P-450 CYP3A4 Substrates,,DB01105
Cytochrome P-450 Substrates,,DB01105
Dopamine Uptake Inhibitors,D018765,DB01105
Drugs that are Mainly Renally Excreted,,DB01105
Norepinephrine Uptake Inhibitors,,DB01105
"Norepinephrine, Serotonin, and Dopamine Reuptake Inhibitor Anorectic",,DB01105
Psychotropic Drugs,D011619,DB01105
Selective Serotonin Reuptake Inhibitors,D017367,DB01105
Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,D020230,DB01105
Serotonin Agents,D018490,DB01105
Serotonin and Noradrenaline Reuptake Inhibitors,D000068760,DB01105
Serotonin Modulators,,DB01105
Stimulants,,DB01105
Anti-Allergic Agents,D018926,DB01106
"Antiallergic Agents, Excl. Corticosteroids",,DB01106
Central Nervous System Depressants,D002492,DB01106
Decongestants and Antiallergics,,DB01106
Histamine Agents,D018494,DB01106
Histamine Antagonists,D006633,DB01106
Histamine H1 Antagonists,D006634,DB01106
"Histamine H1 Antagonists, Non-Sedating",D039563,DB01106
Nasal Preparations,,DB01106
Neurotransmitter Agents,D018377,DB01106
Ophthalmologicals,,DB01106
Potential QTc-Prolonging Agents,,DB01106
QTc Prolonging Agents,,DB01106
Sensory Organs,,DB01106
Central Nervous System Depressants,D002492,DB01107
Hypnotics and Sedatives,D006993,DB01107
Nervous System,D009420,DB01107
Piperidinedione Derivatives,,DB01107
Piperidines,D010880,DB01107
Psycholeptics,,DB01107
"3-Hydroxysteroid Dehydrogenases, antagonists & inhibitors",,DB01108
Abortifacient Agents,D000019,DB01108
"Abortifacient Agents, Steroidal",D000021,DB01108
Adrenal Cortex Hormones,D000305,DB01108
Androstanes,D000731,DB01108
Androstanols,D000732,DB01108
Antiadrenal Preparations,,DB01108
Anticorticosteroids,,DB01108
Antineoplastic Agents,D000970,DB01108
Corticosteroids,D000305,DB01108
Corticosteroids for Systemic Use,,DB01108
Cytochrome P-450 CYP3A Substrates,,DB01108
Cytochrome P-450 CYP3A4 Substrates,,DB01108
Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index,,DB01108
Cytochrome P-450 Substrates,,DB01108
Enzyme Inhibitors,D004791,DB01108
Fused-Ring Compounds,D000072473,DB01108
Gonadal Hormones,D042341,DB01108
Gonadal Steroid Hormones,D012739,DB01108
Hormones,D006728,DB01108
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB01108
Immunosuppressive Agents,D007166,DB01108
Narrow Therapeutic Index Drugs,,DB01108
Oxidative Phosphorylation Coupling Factors,D010086,DB01108
Reproductive Control Agents,D012102,DB01108
Steroids,D013256,DB01108
"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",,DB01108
Testosterone Congeners,D045165,DB01108
Agents causing hyperkalemia,,DB01109
Anticoagulants,D000925,DB01109
Antivaricose Therapy,,DB01109
Blood and Blood Forming Organs,,DB01109
Carbohydrates,D002241,DB01109
Cardiovascular Agents,D002317,DB01109
Fibrin Modulating Agents,D050299,DB01109
Glycosaminoglycans,D006025,DB01109
Hematologic Agents,D006401,DB01109
Heparin and similars,D006493,DB01109
Heparin Group,,DB01109
Heparins or Heparinoids for Topical Use,,DB01109
Miscellaneous Therapeutic Agents,,DB01109
Narrow Therapeutic Index Drugs,,DB01109
Ophthalmologicals,,DB01109
Polysaccharides,D011134,DB01109
Sensory Organs,,DB01109
Thyroxine-binding globulin substrates,,DB01109
Vasoprotectives,,DB01109
14-alpha Demethylase Inhibitors,D058888,DB01110
Anti-Infective Agents,D000890,DB01110
Antifungal Agents,D000935,DB01110
Antifungal Agents (Vaginal),,DB01110
Antifungals for Dermatological Use,,DB01110
Antifungals for Topical Use,,DB01110
Antiinfectives and Antiseptics for Local Oral Treatment,,DB01110
Azole Antifungals,,DB01110
Chemically-Induced Disorders,D064419,DB01110
Cytochrome P-450 CYP2A6 Inhibitors,,DB01110
Cytochrome P-450 CYP2A6 Inhibitors (strong),,DB01110
Cytochrome P-450 CYP2B6 Inhibitors,D065686,DB01110
Cytochrome P-450 CYP2B6 Inhibitors (strength unknown),,DB01110
Cytochrome P-450 CYP2C19 Inhibitors,D065689,DB01110
Cytochrome P-450 CYP2C19 inhibitors (strength unknown),,DB01110
Cytochrome P-450 CYP2C19 Inhibitors (strong),,DB01110
Cytochrome P-450 CYP2C8 Inhibitors,D065687,DB01110
Cytochrome P-450 CYP2C8 Inhibitors (strength unknown),,DB01110
Cytochrome P-450 CYP2C9 Inhibitors,D065688,DB01110
Cytochrome P-450 CYP2C9 Inhibitors (moderate),,DB01110
Cytochrome P-450 CYP2C9 Inhibitors (strong),,DB01110
Cytochrome P-450 CYP2D6 Inhibitors,D065690,DB01110
Cytochrome P-450 CYP2D6 Inhibitors (strength unknown),,DB01110
Cytochrome P-450 CYP2E1 Inhibitors,D065691,DB01110
Cytochrome P-450 CYP2E1 Inhibitors (strong),,DB01110
Cytochrome P-450 CYP3A Inhibitors,D065692,DB01110
Cytochrome P-450 CYP3A4 Inhibitors,D065692,DB01110
Cytochrome P-450 CYP3A4 Inhibitors (moderate),,DB01110
Cytochrome P-450 Enzyme Inhibitors,D065607,DB01110
Dermatologicals,D003879,DB01110
Enzyme Inhibitors,D004791,DB01110
Genito Urinary System and Sex Hormones,,DB01110
Gynecological Antiinfectives and Antiseptics,,DB01110
Hormone Antagonists,D006727,DB01110
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB01110
Imidazole and Triazole Derivatives,,DB01110
Imidazole Derivatives,,DB01110
Imidazoles,D007093,DB01110
Intestinal Antiinfectives,,DB01110
Otologicals,,DB01110
P-glycoprotein inhibitors,,DB01110
Sensory Organs,,DB01110
Steroid Synthesis Inhibitors,D065088,DB01110
Stomatological Preparations,,DB01110
"Vaginal Creams, Foams, and Jellies",D014622,DB01110
Agents that produce neuromuscular block (indirect),,DB01111
"Amino Acids, Peptides, and Proteins",D000602,DB01111
Antimicrobial Cationic Peptides,D023181,DB01111
Lipids,D008055,DB01111
Lipopeptides,D055666,DB01111
Membrane Proteins,D008565,DB01111
Nephrotoxic agents,,DB01111
Peptides,D010455,DB01111
"Peptides, Cyclic",D010456,DB01111
Polymyxin-class Antibacterial,,DB01111
Polymyxins,D011113,DB01111
Pore Forming Cytotoxic Proteins,D052899,DB01111
Proteins,D011506,DB01111
Amides,D000577,DB01112
Anti-Bacterial Agents,D000900,DB01112
Anti-Infective Agents,D000890,DB01112
Antibacterials for Systemic Use,,DB01112
Antiinfectives for Systemic Use,,DB01112
beta-Lactams,D047090,DB01112
Cephalosporins,D002511,DB01112
"Heterocyclic Compounds, Fused-Ring",D000072471,DB01112
Lactams,D007769,DB01112
Nephrotoxic agents,,DB01112
Ophthalmologicals,,DB01112
Second-Generation Cephalosporins,,DB01112
Sensory Organs,,DB01112
Sulfur Compounds,D013457,DB01112
