Organisation Name,Dept,Service Cat Label,Purpose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT,
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,CHORLEY BOROUGH COUNCIL,A0027427, 09/07/2015,�350.00,PER0263139,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,LITE,A0040032, 23/07/2015,�379.50,HED0263567,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LITE,A0040032, 23/07/2015,�152.90,HED0263588,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,WOODSTOCK SIGNS,A0040045, 30/07/2015,�450.00,PCO0263614,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,WEST LANCASHIRE BOROUGH COUNCIL,A0040236, 16/07/2015,�360.20,HED0263340,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Premises Related Expense,Grounds : R & M : Day to Day : Routine,CHOYCE CONTRACTORS LTD,A0040924, 16/07/2015,�400.00,REG0263316,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931, 09/07/2015,�38.14,EST0263162,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931, 23/07/2015,�94.43,EST0263600,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931, 09/07/2015,�160.00,EST0263165,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931, 23/07/2015,�175.00,EST0263556,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931, 23/07/2015,�175.00,EST0263556,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931, 09/07/2015,�160.00,EST0263164,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : Vandalism Repairs,PENNINE FIRE & SAFETY LTD,A0040931, 09/07/2015,�46.93,EST0263163,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,Redacted - Personal information,A0041674, 16/07/2015,�66.66,REG0263140,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Printing & Stationery,COUNTRYWIDE COURIERS,A0042116, 30/07/2015,�99.00,PCO0263682,No,N/A,N,n/A,
Pendle Borough Council,Planning & Building Control,Supplies and Services,Other Expenses,NATHANIEL LICHFIELD & PARTNERS,A0042398, 23/07/2015,"�8,129.76",PBC0263500,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,RACHEL M TURNER,A0042452, 23/07/2015,�79.98,PCO0263489,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,THE TINTOMETER LIMITED,A0042493, 09/07/2015,�8.60,ENV0263182,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,THE TINTOMETER LIMITED,A0042493, 09/07/2015,�8.85,ENV0263182,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,THE TINTOMETER LIMITED,A0042493, 09/07/2015,�8.90,ENV0263182,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,C & R WALNE ENGRAVERS,A0042734, 30/07/2015,�26.50,PCO0263630,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,C & R WALNE ENGRAVERS,A0042734, 16/07/2015,�32.00,PCO0263280,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Newspapers & Periodicals,HEMMING GROUP LIMITED,A0042744, 09/07/2015,�59.00,HED0263230,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Newspapers & Periodicals,HEMMING GROUP LIMITED,A0042744, 09/07/2015,�60.00,HED0263232,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Newspapers & Periodicals,HEMMING GROUP LIMITED,A0042744, 09/07/2015,�140.00,HED0263235,No,N/A,N,n/A,
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,BT REDCARE,A0043418, 30/07/2015,�976.75,COR0263699,No,N/A,N,n/A,
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,BT REDCARE,A0043418, 30/07/2015,"�4,223.76",COR0263699,No,N/A,N,n/A,
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,BT REDCARE,A0043418, 30/07/2015,"�1,074.91",COR0263699,No,N/A,N,n/A,
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,OFFICE OF COMMUNICATIONS,A0043419, 16/07/2015,�100.00,COR0263363,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Premises Related Expense,Ground Rents/Wayleaves,MORGOED ESTATES LIMITED,A0043862, 23/07/2015,�32.95,DAL0263540,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,M J RUSHTON,A0043864, 30/07/2015,�255.00,PCO0263703,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 09/07/2015,�110.00,OPS0263114,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 09/07/2015,�110.00,OPS0263114,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,,Paid in the Year,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 09/07/2015,�160.00,OPS0263062,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,,Paid in the Year,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 09/07/2015,�200.00,OPS0263062,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,E.ON UK PLC,A0044040, 30/07/2015,�50.07,AAS0263697,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,E.ON UK PLC,A0044040, 09/07/2015,�245.50,EST0263170,No,N/A,N,n/A,
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,E.ON UK PLC,A0044040, 09/07/2015,�733.52,COR0263246,No,N/A,N,n/A,
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Subscriptions & Donations,THE CONSULTATION INSTITUTE,A0044438, 23/07/2015,�195.00,COR0263491,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,BURNLEY BOROUGH COUNCIL,A0044855, 30/07/2015,�42.50,DAL0263653,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,ROSSENDALE GROUP PLC,A0045087, 09/07/2015,�9.60,PCO0263052,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,ROSSENDALE GROUP PLC,A0045087, 09/07/2015,�15.42,PCO0263052,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,ROSSENDALE GROUP PLC,A0045087, 09/07/2015,�16.60,PCO0263052,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,ROSSENDALE GROUP PLC,A0045087, 09/07/2015,�20.00,PCO0263052,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,ROSSENDALE GROUP PLC,A0045087, 09/07/2015,�66.80,PCO0263052,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,ROSSENDALE GROUP PLC,A0045087, 09/07/2015,�99.64,PCO0263052,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 16/07/2015,�42.98,OPS0263288,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 02/07/2015,�78.30,OPS0262982,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 16/07/2015,�306.73,OPS0263293,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 16/07/2015,"�1,019.02",OPS0263326,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 02/07/2015,�151.85,OPS0262970,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 02/07/2015,�21.81,OPS0262964,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 02/07/2015,�171.45,OPS0262971,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 09/07/2015,�59.34,OPS0263061,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 16/07/2015,�93.51,OPS0263289,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 02/07/2015,�167.22,OPS0262966,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 02/07/2015,�116.48,OPS0262978,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 02/07/2015,�39.63,OPS0262965,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 02/07/2015,�26.50,OPS0262967,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 16/07/2015,�52.35,OPS0263292,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 02/07/2015,�107.48,OPS0262983,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 16/07/2015,�95.75,OPS0263287,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 02/07/2015,�410.40,OPS0262973,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 02/07/2015,�51.75,OPS0262968,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 02/07/2015,�103.50,OPS0262969,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 02/07/2015,�121.05,OPS0262975,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 02/07/2015,�51.75,OPS0262972,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 02/07/2015,�111.13,OPS0262981,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 02/07/2015,�28.63,OPS0262979,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 16/07/2015,�45.25,OPS0263291,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 02/07/2015,�85.83,OPS0262974,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 02/07/2015,�181.65,OPS0262977,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,GO PLANT LIMITED,A0045105, 02/07/2015,�92.45,OPS0262980,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 23/07/2015,�100.00,OPS0263496,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 02/07/2015,�200.00,OPS0262976,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Protective Clothing,Redacted - Personal information,A0045403, 16/07/2015,�40.00,ENV0263439,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Premises Related Expense,Bldgs : R & M : Day To Day,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�94.00,AAS0263445,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,EFM : Office and computer equipment,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�91.66,AAS0263448,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,EFM : Other Equipment,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�4.50,AAS0263447,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,EFM : Other Equipment,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�12.07,AAS0263447,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,EFM : Other Equipment,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�29.99,AAS0263447,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Reference Books Acts,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�33.00,AAS0263446,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Postages,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�29.48,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�7.90,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�7.90,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�7.90,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�12.08,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�17.90,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�18.33,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.03,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.57,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�19.99,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�13.74,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Seminars etc All Costs,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�11.00,AAS0263445,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Seminars etc All Costs,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�46.50,AAS0263445,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�620.21,AAS0263444,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�124.97,AAS0263446,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�65.45,AAS0263447,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�45.83,AAS0263447,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�45.83,AAS0263447,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�45.83,AAS0263447,No,N/A,Y,n/A,
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,BARCLAYCARD COMMERCIAL,A0045954, 22/07/2015,�58.33,AAS0263447,No,N/A,Y,n/A,
