Organisation Name,Effective Date,Service,Supplier Name,Date Paid,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£849.24,INDIVIDUAL SERVICE FUND,V000987195
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£849.24,INDIVIDUAL SERVICE FUND,V000987196
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,"£1,110.76",INDIVIDUAL SERVICE FUND,V000987197
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£1,104.28",INDIVIDUAL SERVICE FUND,V000987198
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,£998.00,SUPPORTED LIVING,V000987199
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,CARETECH COMMUNITY SERVICES LTD,11/03/2016,"£6,551.08",SUPPORTED LIVING,V000987200
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,11/03/2016,"£2,059.20",INDIVIDUAL SERVICE FUND,V000987201
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£3,761.12",INDIVIDUAL SERVICE FUND,V000987202
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,£624.00,SUPPORTED LIVING,V000987203
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,£832.00,SUPPORTED LIVING,V000987204
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,"-£1,365.00",INDIVIDUAL SERVICE FUND,V000987205
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,SEVA SUPPORT LTD,11/03/2016,"£5,872.16",SUPPORTED LIVING,V000987207
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,PROTEA CARE MANCHESTER LTD,11/03/2016,"£3,248.00",SUPPORTED LIVING,V000987208
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,VOYAGE CARE,11/03/2016,"£7,802.60",SUPPORTED LIVING,V000987209
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,11/03/2016,"£5,415.48",INDIVIDUAL SERVICE FUND,V000987210
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,11/03/2016,"£4,928.20",INDIVIDUAL SERVICE FUND,V000987211
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£3,802.28",INDIVIDUAL SERVICE FUND,V000987212
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,"£1,040.00",INDIVIDUAL SERVICE FUND,V000987214
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£749.32,INDIVIDUAL SERVICE FUND,V000987215
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,11/03/2016,"£2,590.16",INDIVIDUAL SERVICE FUND,V000987221
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,"£1,368.00",INDIVIDUAL SERVICE FUND,V000987222
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£1,056.00",INDIVIDUAL SERVICE FUND,V000987223
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£679.40,INDIVIDUAL SERVICE FUND,V000987224
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ROYAL MENCAP SOCIETY,11/03/2016,"£3,796.96",INDIVIDUAL SERVICE FUND,V000987225
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,11/03/2016,"£4,170.48",SUPPORTED LIVING,V000987226
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£1,922.80",INDIVIDUAL SERVICE FUND,V000987227
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£1,950.44",INDIVIDUAL SERVICE FUND,V000987228
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,11/03/2016,"£1,057.05",SUPPORTED LIVING,V000987230
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,£836.00,INDIVIDUAL SERVICE FUND,V000987231
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,SELECT SUPPORT PARTNERSHIPS,11/03/2016,"£1,176.00",SUPPORTED LIVING,V000987232
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,11/03/2016,"£8,855.00",INDIVIDUAL SERVICE FUND,V000987233
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£2,534.40",INDIVIDUAL SERVICE FUND,V000987235
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£2,686.64",INDIVIDUAL SERVICE FUND,V000987236
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,11/03/2016,"£6,321.00",INDIVIDUAL SERVICE FUND,V000987240
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,11/03/2016,"£3,946.40",INDIVIDUAL SERVICE FUND,V000987241
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,11/03/2016,"£1,825.32",INDIVIDUAL SERVICE FUND,V000987242
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,11/03/2016,"£5,260.00",INDIVIDUAL SERVICE FUND,V000987243
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,11/03/2016,"£2,910.00",INDIVIDUAL SERVICE FUND,V000987244
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,11/03/2016,"£4,539.44",INDIVIDUAL SERVICE FUND,V000987246
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,"£1,924.00",INDIVIDUAL SERVICE FUND,V000987247
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,11/03/2016,"£2,100.00",INDIVIDUAL SERVICE FUND,V000987248
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£1,353.52",INDIVIDUAL SERVICE FUND,V000987249
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£772.00,INDIVIDUAL SERVICE FUND,V000987250
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,11/03/2016,"£3,518.56",SUPPORTED LIVING,V000987251
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£792.00,INDIVIDUAL SERVICE FUND,V000987254
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,11/03/2016,"£4,259.28",INDIVIDUAL SERVICE FUND,V000987258
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,£613.68,INDIVIDUAL SERVICE FUND,V000987264
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,£660.00,INDIVIDUAL SERVICE FUND,V000987265
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,£548.00,INDIVIDUAL SERVICE FUND,V000987266
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£558.80,INDIVIDUAL SERVICE FUND,V000987267
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,£696.40,INDIVIDUAL SERVICE FUND,V000987268
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,"£2,248.00",INDIVIDUAL SERVICE FUND,V000987270
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,"£2,248.00",INDIVIDUAL SERVICE FUND,V000987271
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,"£2,248.00",INDIVIDUAL SERVICE FUND,V000987272
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,11/03/2016,"£2,968.56",SUPPORTED LIVING,V000987274
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,-£812.00,INDIVIDUAL SERVICE FUND,V000987276
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,-£812.00,INDIVIDUAL SERVICE FUND,V000987277
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£558.80,INDIVIDUAL SERVICE FUND,V000987279
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£755.96,INDIVIDUAL SERVICE FUND,V000987282
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£539.44,INDIVIDUAL SERVICE FUND,V000987283
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£5,607.96",INDIVIDUAL SERVICE FUND,V000987284
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,11/03/2016,"£1,168.40",INDIVIDUAL SERVICE FUND,V000987287
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,11/03/2016,"£1,591.52",INDIVIDUAL SERVICE FUND,V000987288
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£1,562.00",INDIVIDUAL SERVICE FUND,V000987289
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£1,012.20",INDIVIDUAL SERVICE FUND,V000987290
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,"£1,560.00",INDIVIDUAL SERVICE FUND,V000987291
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,11/03/2016,"£3,806.40",INDIVIDUAL SERVICE FUND,V000987292
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,11/03/2016,"£4,059.44",INDIVIDUAL SERVICE FUND,V000987295
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£885.08,INDIVIDUAL SERVICE FUND,V000987296
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,11/03/2016,"£1,460.28",INDIVIDUAL SERVICE FUND,V000987297
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,LIFEWAYS COMMUNITY CARE LTD,11/03/2016,"£3,420.52",SUPPORTED LIVING,V000987298
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,11/03/2016,£740.88,INDIVIDUAL SERVICE FUND,V000987299
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ROYAL MENCAP SOCIETY,11/03/2016,"£4,289.44",INDIVIDUAL SERVICE FUND,V000987300
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£533.40,INDIVIDUAL SERVICE FUND,V000987301
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£528.00,INDIVIDUAL SERVICE FUND,V000987302
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,"£1,060.00",INDIVIDUAL SERVICE FUND,V000987304
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,"£1,736.00",INDIVIDUAL SERVICE FUND,V000987305
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£612.00,INDIVIDUAL SERVICE FUND,V000987306
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£739.20,INDIVIDUAL SERVICE FUND,V000987310
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,"£1,801.00",SUPPORTED LIVING,V000987311
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,11/03/2016,"£5,574.80",INDIVIDUAL SERVICE FUND,V000987313
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT LIMITED,11/03/2016,"£2,100.00",SUPPORTED LIVING,V000987314
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,£600.00,INDIVIDUAL SERVICE FUND,V000987315
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,£600.00,INDIVIDUAL SERVICE FUND,V000987316
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,11/03/2016,"£1,711.80",DIRECT PAYMENTS,V000987318
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£715.84,INDIVIDUAL SERVICE FUND,V000987319
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,11/03/2016,"£2,966.08",INDIVIDUAL SERVICE FUND,V000987321
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£597.04,INDIVIDUAL SERVICE FUND,V000987322
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,"£1,040.00",INDIVIDUAL SERVICE FUND,V000987323
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,11/03/2016,"£1,159.20",INDIVIDUAL SERVICE FUND,V000987324
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£849.24,INDIVIDUAL SERVICE FUND,V000987325
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,11/03/2016,"£1,711.80",DIRECT PAYMENTS,V000987326
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,£998.00,INDIVIDUAL SERVICE FUND,V000987327
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,"£1,624.00",INDIVIDUAL SERVICE FUND,V000987328
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£767.64,INDIVIDUAL SERVICE FUND,V000987331
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,11/03/2016,"£7,704.00",INDIVIDUAL SERVICE FUND,V000987332
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£1,240.80",INDIVIDUAL SERVICE FUND,V000987333
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£849.20,INDIVIDUAL SERVICE FUND,V000987334
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,11/03/2016,"£4,431.28",INDIVIDUAL SERVICE FUND,V000987335
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,"£1,304.00",INDIVIDUAL SERVICE FUND,V000987336
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£1,056.00",INDIVIDUAL SERVICE FUND,V000987338
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£1,078.96",INDIVIDUAL SERVICE FUND,V000987339
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£1,209.32",INDIVIDUAL SERVICE FUND,V000987340
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,£648.00,INDIVIDUAL SERVICE FUND,V000987343
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,"£1,744.24",INDIVIDUAL SERVICE FUND,V000987345
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,"£1,276.00",INDIVIDUAL SERVICE FUND,V000987347
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,11/03/2016,"£7,996.80",INDIVIDUAL SERVICE FUND,V000987348
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,11/03/2016,"£1,711.80",DIRECT PAYMENTS,V000987350
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,11/03/2016,£556.00,INDIVIDUAL SERVICE FUND,V000987351
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT LIMITED,11/03/2016,"£2,380.00",SUPPORTED LIVING,V000987354
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£686.40,INDIVIDUAL SERVICE FUND,V000987355
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2016,£560.00,INDIVIDUAL SERVICE FUND,V000987361
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£765.08,INDIVIDUAL SERVICE FUND,V000987364
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,11/03/2016,"£1,711.80",DIRECT PAYMENTS,V000987365
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,PROTEA CARE MANCHESTER LTD,11/03/2016,"-£1,167.84",SUPPORTED LIVING,V000987368
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,PROTEA CARE MANCHESTER LTD,11/03/2016,"-£2,972.68",SUPPORTED LIVING,V000987369
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,£810.04,INDIVIDUAL SERVICE FUND,V000987370
ROCHDALE BOROUGH COUNCIL,10/03/2016,ECONOMY DIRECTORATE,TRILLUM PRIME PROPERTY GP LTD,10/03/2016,"£133,200.00",DISTURBANCE PAYMENTS,V000987373
ROCHDALE BOROUGH COUNCIL,09/03/2016,FINANCE SERVICES,REDACTED-PERSONAL DATA,09/03/2016,£623.42,RENT ALLOWS-PRIVATE TENANTS ST,V000987388
ROCHDALE BOROUGH COUNCIL,09/03/2016,FINANCE SERVICES,REDACTED-PERSONAL DATA,09/03/2016,"£1,048.06",RENT ALLOWS-PRIVATE TENANTS ST,V000987412
ROCHDALE BOROUGH COUNCIL,09/03/2016,FINANCE SERVICES,REDACTED-PERSONAL DATA,09/03/2016,"£1,872.36",RENT ALLOWS-PRIVATE TENANTS ST,V000987417
ROCHDALE BOROUGH COUNCIL,09/03/2016,FINANCE SERVICES,REDACTED-PERSONAL DATA,09/03/2016,£936.18,RENT ALLOWS-PRIVATE TENANTS ST,V000987418
ROCHDALE BOROUGH COUNCIL,09/03/2016,FINANCE SERVICES,REDACTED-PERSONAL DATA,09/03/2016,£527.16,RENT ALLOWS-PRIVATE TENANTS ST,V000987419
ROCHDALE BOROUGH COUNCIL,22/03/2016,PROPERTY AND HIGHWAYS,H2O FLOWTECH LTD,22/03/2016,£666.95,TRANSACTIONS-EXPENDITURE,V000987425
ROCHDALE BOROUGH COUNCIL,22/03/2016,PROPERTY AND HIGHWAYS,H2O FLOWTECH LTD,22/03/2016,£764.00,MAINTENANCE,V000987425
ROCHDALE BOROUGH COUNCIL,22/03/2016,ECONOMY DIRECTORATE,H2O FLOWTECH LTD,22/03/2016,£764.00,SPECIFIED MAINTENANCE,V000987425
ROCHDALE BOROUGH COUNCIL,22/03/2016,ECONOMY DIRECTORATE,H2O FLOWTECH LTD,22/03/2016,£861.75,REPAIRS & ALTS OF BUILDINGS,V000987425
ROCHDALE BOROUGH COUNCIL,15/03/2016,EARLY HELP AND SCHOOLS,EMMA GORDON TUTORING,15/03/2016,£735.00,OTHER EST - SEN PROVISION,V000987455
ROCHDALE BOROUGH COUNCIL,10/03/2016,EARLY HELP AND SCHOOLS,EMMA GORDON TUTORING,10/03/2016,£700.00,OTHER EST - SEN PROVISION,V000987456
ROCHDALE BOROUGH COUNCIL,10/03/2016,EARLY HELP AND SCHOOLS,PENNINE CARE IN PATIENT SERVICES PRIORY,10/03/2016,"£1,050.00",OTHER EST - SEN PROVISION,V000987458
ROCHDALE BOROUGH COUNCIL,10/03/2016,EARLY HELP AND SCHOOLS,WATERLOO LODGE SCHOOL LIMITED,10/03/2016,"£1,260.00",TRAVELLING GENERAL EXPENSES,V000987461
ROCHDALE BOROUGH COUNCIL,11/03/2016,EARLY HELP AND SCHOOLS,SHUTTERS VILLAGE NURSERY,11/03/2016,£735.05,DAY CARE,V000987520
ROCHDALE BOROUGH COUNCIL,16/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,PETERS LIMITED,16/03/2016,£555.59,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V000987533
ROCHDALE BOROUGH COUNCIL,16/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,PETERS LIMITED,16/03/2016,"£1,580.74",REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V000987534
ROCHDALE BOROUGH COUNCIL,15/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,15/03/2016,£503.51,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V000987536
ROCHDALE BOROUGH COUNCIL,11/03/2016,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,11/03/2016,£525.16,FOSTER PARENTS BASIC ALLOWANCE,V000987540
ROCHDALE BOROUGH COUNCIL,11/03/2016,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,11/03/2016,£681.22,FOSTER PARENTS BASIC ALLOWANCE,V000987540
ROCHDALE BOROUGH COUNCIL,11/03/2016,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,11/03/2016,£761.02,FOSTER PARENTS BASIC ALLOWANCE,V000987541
ROCHDALE BOROUGH COUNCIL,11/03/2016,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,11/03/2016,£827.64,PROFESSIONAL FEES,V000987542
ROCHDALE BOROUGH COUNCIL,11/03/2016,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,11/03/2016,£572.40,FOSTER PARENTS BASIC ALLOWANCE,V000987543
ROCHDALE BOROUGH COUNCIL,11/03/2016,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,11/03/2016,£525.16,FOSTER PARENTS BASIC ALLOWANCE,V000987544
