PROPREF,PROPERTY_DESCRIPTION,PROPERTY_ADDRESS,RATEPAYER,RV,LIABILITY_START,RELIEF_AS_AT_TODAY
56174715,Offices and Premises,"Ground Floor Unit B3, Lowfields Close, Lowfields Business Park, Elland              HX5 9DX",Stroma Evolution Ltd,19000,17/02/2012,
56174716,Offices and Premises,"1ST Floor Unit B3, Lowfields Close, Lowfields Business Park, Elland              HX5 9DX",Vita Hardware Ltd,19250,09/09/2011,
56174719,Factory and Premises,"Lowfields Way, Lowfields Business Park, Elland, HX5 9DA",Waddington & Ledger Plc,495000,01/04/1997,
56174722,Factory And Premises,"Unit B11 Warhurst Road, Lowfields Business Park, Elland, HX5 9DF",Naughtone Ltd,63000,10/12/2012,
56174723,Workshop And Premises,"Unit G5 Navigation Close, Lowfields Business Park, Elland, HX5 9HB",C.N.C Marketing Ltd,84000,04/01/2000,
56174724,Warehouse And Premises,"Unit B10 Lowfields Close, Lowfields Business Park, Elland, HX5 9DX",,130000,01/04/2000,
56174725,Factory and Premises,"Unit G12 Lock View, Lowfields Business Park, Elland, HX5 9HD",Feather Diesel Services Ltd,143000,23/11/2000,
56174726,Warehouse And Premises,"Unit G9 Lock View, Lowfields Business Park, Elland, HX5 9DF",Pennine Leisure Supplies Ltd,100000,01/03/2001,
56174727,Warehouse And Premises,"Unit G6 Navigation Close, Lowfields Business Park, Elland, HX5 9HB",Debriar Ltd,54500,01/04/2001,
56174728,Workshop And Premises,"Unit G14 Lock View, Lowfields Business Park, Elland, HX5 9HD",Triangle Wholefoods Collective Ltd,60500,02/10/2015,
56174729,Warehouse And Premises,"Unit G10 Lock View, Lowfields Business Park, Elland, HX5 9HD",Centrebus Holidings Ltd,54500,01/12/2009,
56174731,Offices and Premises,"Unit G3 Lacy Way, Lowfields Business Park, Elland, HX5 9DB",Direct Group Ltd,62000,02/11/2009,
56174732,Warehouse And Premises,"Unit G11 Lock View, Lowfields Business Park, Elland, HX5 9HD",Samplerite Ltd,44500,01/04/2001,
56174733,Warehouse And Premises,"Unit G8 Navigation Close, Lowfields Business Park, Elland, HX5 9HD",Angel Springs Ltd,58000,16/06/2001,
56174734,Warehouse And Premises,"Unit G15 Lacy Way, Lowfields Business Park, Elland, HX5 9DB",Triangle Wholefoods Collective Ltd,315000,20/06/2001,
56174735,Warehouse And Premises,"Unit G16 Riverbank Way, Lowfields Business Park, Elland, HX5 9ND",Seal It Services Ltd,108000,03/07/2004,
56174736,Warehouse And Premises,"Unit G18 Riverbank Way, Lowfields Business Park, Elland, HX5 9DN",Seal It Services Ltd,58000,04/09/2012,
56174737,Factory and Premises,"Unit H1 Premier Way, Lowfields Business Park, Elland, HX5 9HF",Decorative Panels Lamination Ltd,570000,01/10/2001,
56174738,Warehouse And Premises,"Unit G19 River Bank Way, Lowfields Business Park, Elland, HX5 9DN",Prosep Filter Systems Ltd,32000,28/01/2002,
56174740,Workshop And Premises,"Unit H5 Premier Way, Lowfields Business Park, Elland, HX5 9HF",Garlock [G B] Ltd,80000,22/11/2001,
56174741,Warehouse And Premises,"Unit H2 Premier Way, Lowfields Business Park, Elland, HX5 9HF",A.D.D Express Ltd,144000,26/04/2012,
56174742,Warehouse And Premises,"Unit H3 Premier Way, Lowfields Business Park, Elland, HX5 9HF",A.D.D Express Ltd,101000,29/07/2014,
56174743,Warehouse And Premises,"Unit G7 Navigation Close, Lowfields Business Park, Elland, HX5 9HB",Ability Matters Group Limited,56500,13/03/2015,
56174744,Warehouse And Premises,"Unit G1 Lacy Way, Lowfields Business Park, Elland, HX5 9DB",Mobus Fabrics Ltd,57500,15/11/2002,
56174745,Warehouse And Premises,"Unit H9 Premier Way, Lowfields Business Park, Elland, HX5 9HF",B C A Leisure Ltd,150000,01/04/2003,
56174750,Warehouse And Premises,"Unit G17, Riverbank Way, Lowfields Business Park, Elland               HX5 9DN",Provalve Ltd,66500,14/10/2011,
56174751,Offices and Premises,"Direct House, Lacy Way, Lowfields Business Park, Elland               HX5 9DB",Direct Group Ltd,51500,31/01/2007,
56174752,Warehouse And Premises,"Unit H10 Premier Way, Lowfields Business Park, Elland, HX5 9HF",R.A.J. Transport Ltd,99500,14/04/2003,
56174754,Warehouse And Premises,"Unit H4 Premier Way, Lowfields Business Park, Elland, HX5 9HF",Exertis (Uk) Ltd,212000,26/05/2003,
56174755,Offices and Premises,"Landscape House, Premier Way, Lowfields Business Park, Elland               HX5 9HT",Marshalls Mono Ltd,390000,01/09/2003,
56174763,Warehouse And Premises,"Unit J2 Lowfields Way, Lowfields Business Park, Elland, HX5 9DA",A Share & Sons Ltd,257500,21/03/2006,
56174764,Offices And Premises,"Ground Floor Unit H6, Premier Way, Lowfields Business Park, Elland               HX5 9HF",Rhead Group Ltd,61500,15/09/2014,
56174765,Offices and Premises,"Unit H6 Premier Way, Lowfields Business Park, Elland, HX5 9HF",Logicalis Uk Limited,34000,24/03/2016,
56174769,Warehouse And Premises,"Unit J3 Lowfields Way, Lowfields Business Park, Elland, HX5 9DA",Radicon Transmission Uk Ltd,167000,25/11/2011,
56174771,Offices And Premises,"2ND Floor Unit H6, Premier Way, Lowfields Business Park, Elland               HX5 9HF",Arran Isle Holdings Ltd,60000,01/04/2011,
56174773,Offices and Premises,"The Gateway, Lowfields Close, Lowfields Business Park, Elland               HX5 9DX",,57500,01/05/2016,EX
56174775,Warehouse And Premises,"Unit J1 Lowfields Way, Lowfields Business Park, Elland, HX5 9DA",Sungard Availability Services [Uk] Ltd,430000,20/04/2007,
56174776,Offices and Premises,"Part First Floor, Unit H6 Premier Way, Lowfields Business Park, Elland               HX5 9HF",Hsl Compliance Ltd,30000,19/11/2015,
56174777,Land Used For Storage and Premises,"Rear Of Micheldever Tyres, Lowfields Way, Lowfields Business Park, Elland               HX5 9DA",R Dunnett & Son Ltd,12500,01/09/2006,SBR
56174780,Warehouse And Premises,"Unit J6 Lowfields Way, Lowfields Business Park, Elland, HX5 9DA",Threadneedle Uk Property Trust,500000,14/07/2015,ER
56174782,Warehouse And Premises,"Unit G4 Navigation Close, Lowfields Business Park, Elland, HX5 9HB",Mitutoyo [Uk] Ltd,66500,01/04/2007,
56174784,Warehouse And Premises,"Unit K2 & K3 Lowfields Way, Lowfields Business Park, Elland, HX5 9DA",A Field Transport Ltd,212000,14/01/2008,
56174785,Offices and Premises,"Unit D1/D2 Lowfields Way, Lowfields Business Park, Elland, HX5 9DG",Vaillant Group Uk Ltd,95500,01/04/2016,
56174790,Offices And Premises,"Office Unit K1, Lowfields Way, Lowfields Business Park, Elland               HX5 9DA",Group Management Electrical Surveys Ltd,12250,09/05/2012,SBR
56174791,Warehouse And Premises,"Office Units J4 / K1, Lowfields Way, Lowfields Business Park, Elland               HX5 9DA",Lesjofors Springs Ltd,157000,28/05/2009,
56174792,Factory And Premises,"Lowfields Business Park, Elland, HX5 9DA",Terberg Dts [Uk] Ltd,178000,11/05/2009,
56174793,Offices And Premises,"Ground Floor, Unit A5 Old Power Way, Elland, HX5 9DE",Dickinson Harrison (Rbm) Ltd,19250,14/02/2011,
56174794,Offices And Premises,"First Floor, Unit A5 Old Power Way, Elland, HX5 9DE",N U Construction Ltd,19250,09/08/2010,
56174795,Offices And Premises,"Ground Floor, Unit A4, Old Power Way, Lowfields Business Park, Elland               HX5 9DE",,32250,01/10/2011,
56174797,Offices and Premises,"Unit B7, Warhurst Road, Lowfields Business Park, Elland               HX5 9DF",Edel Telenzo Carpets Ltd,39750,02/07/2012,
56174800,Car Parking Space And Premises,"Car Park Opposite Unit H9, Premier Way, Lowfields Business Park, Elland               HX5 9HF",B C A Leisure Ltd,2500,01/03/2012,SBR
56174802,Offices And Premises,"Ground Floor Unit B8, Warhurst Road, Lowfields Business Park, Elland               HX5 9DF",Fostering Solutions Ltd,25250,12/02/2016,
56174803,Offices And Premises,"First Floor Unit B8, Warhurst Road, Lowfields Business Park, Elland               HX5 9DF",Royds Properties Ltd,25500,23/01/2016,ER
56174805,Warehouse And Premises,"Micheldever Ndc, Lowfields Business Park, Elland, HX5 9HD",Micheldever Tyre Services Plc,580000,01/04/2011,
56174806,Warehouse And Premises,"Warehouse 3, Lowfields Way, Lowfields Business Park, Elland               HX5 9DE",A Field Transport Ltd,151000,01/03/2015,
56174807,Factory and Premises,"Design & Display, Lowfields Way, Lowfields Business Park, Elland               HX5 9DE",Design & Display Ltd & Promec Cutting Tools,317500,01/03/2015,
56174813,Offices And Premises,"Unit A3 Elant House, Old Power Way, Lowfields Business Park, Elland               HX5 9DE",Reactiv Media Limited,177000,04/12/2014,
56176742,Warehouse And Premises,"Unit G20 Riverbank Way, Lowfields Business Park, Elland, HX5 9HD",Mobus Fabrics Ltd,47500,03/05/2013,
56176743,Offices And Premises,"Newcombe House, Newcombe Street, Elland, HX5 0EG",,16250,28/08/2015,SBR
56180024,Offices and Premises,"22/24 Northgate, Elland, HX5 0RU",Joseph Dobson & Sons Ltd,7600,13/09/2008,ER
56180032,Offices and Premises,"32 Northgate, Elland, HX5 0RU",Joseph Dobson & Sons Ltd,6200,01/01/2013,ER
56180036,Hairdressing Salon and Premises,"36 Northgate, Elland, HX5 0RU",,2900,26/02/2007,SBR
56180702,Day Nursery and Premises,"Elland Private Day Nursery, Northgate, Elland, HX5 0RU",Little People Elland Ltd,10500,21/05/2004,SBR
56180703,Car Park and Premises,"S/O 9 Northgate, Elland, HX5 0RU",Calderdale Mbc,1100,01/04/1990,SBR
56180706,Factory and Premises,"R/O 24 Northgate, Elland, HX5 0RU",Joseph Dobson & Sons Ltd,20500,01/04/1990,
56180707,Store And Premises,"1st Floor, 32 Northgate, Elland, HX5 0RU",Joseph Dobson & Sons Ltd,1275,29/06/1999,SBR
56184701,Workshop And Premises,"Old Coach House, Oak Street, Elland, HX5 0JJ",A.I.W Management Ltd,3500,25/03/2014,SBR
56188700,Football Ground And Premises,"Club, Old Earth, Elland, HX5 9ES",Huddersfield Amateurs F.C,6300,01/04/1990,SBR
56192705,Crematorium And Premises,"Park Wood Crematorium, Park Road, Elland, HX5 9HZ",Director Of Safer & Stronger Communities,71400,01/04/1990,
56192711,Public House and Premises,"Barge & Barrel, 8 Park Road, Elland, HX5 9HP",Stanford Leisure Ltd,24000,21/03/2015,
56192712,Public House and Premises,"Colliers Arms, 66 Park Road, Elland, HX5 9HZ",Samuel Smith Ltd,11250,01/04/1990,SBR
56192717,Workshop And Premises,"Park Road Buildings, Park Road, Elland, HX5 9HP",Advanced Engineering Ltd,14250,01/07/2004,SBR
56192719,Day Nursery and Premises,"Park Road, Elland, HX5 9HZ",Water's Edge Nursery Ltd,30500,01/12/2014,
56192725,Store And Premises,"Park Road Mills, Park Road, Elland, HX5 9HX",Benjamin Whiteley & Sons Ltd,3600,01/08/2001,SBR
56192733,Advertising Right And Premises,"Advertising Right, Board No. 000301, Park Road, Elland",J.C Decaux Ltd,1000,01/04/2003,SBR
56192735,Warehouse,"Part Ground Floor Front, Multi Storey Park Road Mills, Park Road, Elland               HX5 9HX",Benjamin Whiteley & Sons Ltd,980,08/09/2008,EX
56192736,Warehouse And Premises,"Unit 5 Park Road Mills, Park Road, Elland, HX5 9HX",Tws (Selby) Ltd,29250,21/11/2015,
56192738,Workshop And Premises,"Unit 6 Park Road Mills, Park Road, Elland, HX5 9HX",Hilclare Technology Ltd,30500,12/03/2004,
56192756,Warehouse And Premises,"Unit 4, Park Road Mills, Park Road, Elland               HX5 9HX",Taylors Trailers Ltd,16750,25/01/2015,SBR
56192762,Warehouse And Premises,"Part Ground Floor, Park Road Mills, Park Road, Elland               HX5 9HX",Hilclare Technology Ltd,5200,25/10/2012,SBR
56192765,Workshop,"Mechanics Workshop, Park Road Mills, Park Road, Elland               HX5 9HX",Benjamin Whiteley & Sons Ltd,1450,01/04/2008,SBR
56192766,Workshop And Premises,"1ST, 2ND & 2RD Floors, Park Road Mills, Park Road, Elland               HX5 9HX",Benjamin Whiteley & Sons Ltd,10500,08/09/2008,ER
56192767,Store,"Former Messroom, Park Road Mills, Park Road, Elland               HX5 9HX",Benjamin Whiteley & Sons Ltd,1025,08/09/2008,EX
56192768,Warehouse And Premises,"Pt Grd Flr Multi-Storey Mill, Park Road Mills, Park Road, Elland               HX5 9HX",Hilclare Technology Ltd,2700,29/09/2014,SBR
56192769,Warehouse,"Adj Mechanics Workshop, Park Road Mills, Park Road, Elland               HX5 9HX",Benjamin Whiteley & Sons Ltd,2300,25/12/2011,EX
56192770,Offices And Premises,"Orchard House, Park Road, Elland, HX5 9HP",Orchard Energy Ltd,48750,01/04/2014,
56192771,Factory And Premises,"Units 1-3 Park Works, Park Road, Elland, HX5 9HN",Colson X-Cel Ltd,58500,01/07/2012,
56194700,Day Nursery and Premises,"Providence House, Providence Street, Elland, HX5 9DW",Providence Day Nursery Ltd,9500,01/10/2002,SBR
56196702,Workshop And Premises,"Unit 2, Brookfield Works, Quebec Street, Elland               HX5 9AP",Combserve Ltd,5900,01/07/2003,SBR
56196709,Warehouse And Premises,"Units 1 / 2, Wellington Business Centre, Quebec Street, Elland               HX5 9BX",Redtronic Ltd,10750,14/01/2013,SBR
56196714,Store And Premises,"Unit 10 Wellington Mills, Quebec Street, Elland, HX5 9AS",Bramham Home Care Ltd,2850,01/04/2016,SBR
56196715,Warehouse And Premises,"Unit 3, Wellington Business Centre, Quebec Street, Elland              HX5 9AS",Scorpion Event Production Ltd,8200,01/09/2007,SBR
56196719,Workshop And Premises,"Unit 1, Brookfield Works, Quebec Street, Elland               HX5 9AP",Rol-Trac (Automatic Doors) Ltd,14000,01/07/2003,SBR
56196720,Workshop And Premises,"Unit 3, Brookfield Works, Quebec Street, Elland               HX5 9AP",Penrose Control Systems Ltd,3750,01/12/2005,SBR
56196721,Workshop And Premises,"Unit 4, Brookfield Works, Quebec Street, Elland               HX5 9AP",Woodview Textiles Ltd,2300,01/07/2007,SBR
56196722,Workshop And Premises,"Quebec Street, Elland, HX5 9BX",Nicsol Limited,9500,17/11/2015,SBR
56196724,Warehouse And Premises,"Unit 5, Brookfield Works, Quebec Street, Elland               HX5 9AP",E.T.S Halifax Ltd,8300,09/11/2014,SBR
56196725,Warehouse And Premises,"Unit 9, Wellington Business Centre, Quebec Street, Elland              HX5 9AS",Redtronic Ltd,24500,31/12/2009,
56196730,Communication Station and Premises,"Telecommunication Mast H3G, Wellington Mills, Quebec Street, Elland               HX5 9AS",Royds Properties Ltd,8400,28/05/2010,EX
56196731,Communication Station and Premises,"Telecom Mast Site Ref 99608, Wellington Mills, Quebec Street, Elland               HX5 9AS",Mobile Broadband Network Ltd,8400,01/10/2009,SBR
56196734,Workshop And Premises,"4TH & 5TH Flrs Unit 1,& 3RD, Flr Unit 5 Wellington Mills, Quebec Street, Elland               HX5 9AS",Rapidname Ltd,12500,01/04/2006,SBR
56196735,Store,"Ground Floor Unit 3, Wellington Mills, Quebec Street, Elland               HX5 9AS",Hilton Process Solutions Ltd,3350,09/05/2012,SBR
56196736,Offices And Premises,"First Floor Unit 3, Wellington Mills, Quebec Street, Elland               HX5 9AS",20th Century Foxy Ltd,5500,01/06/2012,SBR
56196738,Store,"Unit 15 Wellington Mills, Quebec Street, Elland, HX5 9AS",Royds Properties Ltd,370,01/04/2006,EX
56196740,Workshop And Premises,"Unit 10, Wellington Business Centre, Quebec Street, Elland               HX5 9AS",Logicalis Uk Limited,15500,01/03/2012,SBR
56196741,Warehouse And Premises,"Unit 3 Mount Works, Quebec Street, Elland, HX5 9AN",Ksh (Halifax) Ltd,17500,01/05/2013,SBR
56196742,Warehouse And Premises,"Unit 2 Mount Works, Quebec Street, Elland, HX5 9AN",High Q Uk Ltd,10500,01/04/2008,SBR
56196743,Workshop And Premises,"First Floor Unit 9, Wellington Mills, Quebec Street, Elland               HX5 9BX",Royds Properties Ltd,5500,01/05/2008,ER
56196746,Workshop And Premises,"Unit 11, Wellington Business Centre, Quebec Street, Elland               HX5 9AS",Hilton Process Solutions Ltd,24000,01/12/2008,
56196751,Warehouse And Premises,"First Floor, Unit 5 Wellington Mills, Quebec Street, Elland               HX5 9AS",Aspire Crafts Ltd,10750,01/09/2015,SBR
56196752,Workshop And Premises,"Ground Floor Part Unit 5, Wellington Mills, Quebec Street, Elland               HX5 9AS",Atlas Machine Knives Ltd,4550,01/06/2009,SBR
56196753,Warehouse And Premises,"Second Floor Unit 5, Wellington Mills, Quebec Street, Elland               HX5 9AS",Aspire Crafts Ltd,8500,01/09/2014,SBR
56196754,Warehouse And Premises,"Unit 6 Ground Floor, Wellington Mills, Quebec Street, Elland               HX5 9AS",Design 55 Interiors Ltd,6100,01/04/2011,SBR
56196755,Warehouse And Premises,"Unit 7 Ground Floor, Wellington Mills, Quebec Street, Elland               HX5 9AS",,7800,01/04/2011,SBR
56196756,Warehouse And Premises,"Unit 7 First Floor, Wellington Mills, Quebec Street, Elland               HX5 9AS",,6100,01/09/2010,SBR
56196757,Offices And Premises,"Unit 6 First Floor, Wellington Mills, Quebec Street, Elland               HX5 9AS",Northlight Studios Ltd,7600,18/08/2015,SBR
56196759,Factory And Premises,"3RD Floor Unit 1, Wellington Mills, Quebec Street, Elland               HX5 9AS",George Nugent Trading Ltd,4150,01/06/2013,SBR
56196760,Factory And Premises,"2ND Flr Unit 1, Wellington Mills, Quebec Street, Elland               HX5 9AS",Feral Studios Ltd,4100,01/04/2014,SBR
56196761,Workshop And Premises,"Unit 1 (Gf), The Old Mill, Wellington Mills, Quebec Street, Elland               HX5 9AS",,8900,01/01/2014,SBR
56196762,Workshop And Premises,"1ST Flr Unit 1, The Old Mill, Wellington Mills, Quebec Street, Elland               HX5 9AS",Royds Properties Ltd,6200,01/01/2014,SBR
56196763,Warehouse And Premises,"Unit 5(1)&5(11) The Old Mill, Wellington Mills, Quebec Street, Elland               HX5 9AS",Prestige Aluminium & Glazing Ltd,10250,01/07/2014,SBR
56196765,Workshop And Premises,"Units 5 & 6, Wellington Business Centre, Quebec Street, Elland               HX5 9AS",Arthur McKay & Co Ltd,13750,03/12/2013,SBR
56196766,Workshop And Premises,"Unit 7, Wellington Business Centre, Quebec Street, Elland               HX5 9AS",Enco Ltd,12500,16/05/2014,SBR
56196767,Workshop And Premises,"Unit 8, Wellington Business Centre, Quebec Street, Elland               HX5 9AS",Royds Properties Ltd,7000,04/06/2016,EX
56196768,Workshop And Premises,"Unit 4, Wellington Business Centre, Quebec Street, Elland               HX4 9AS",Redtronic Ltd,7600,01/06/2014,SBR
56196770,Workshop And Premises,"Units 8 & 9, Wellington Mills, Quebec Street, Elland               HX5 9BX",Faulkner Moulds Ltd,7500,01/07/2015,SBR
56204007,Shop and Premises,"7 Rochester Place, Savile Road, Elland, HX5 0LB",,2500,01/04/1990,EX
56208700,Workshop And Premises,"Albion Mills, Rosebery Street, Elland, HX5 0HT",Pure Innovations Group  Ltd,40500,05/04/1994,
56208701,Club and Premises,"Elland Working Mens Club, Rosebery Street, Elland, HX5 0HT",,14250,01/04/1990,SBR
56212701,Workshop And Premises,"Albert Mills, Saddleworth Road, Elland, HX5 0RY",Robinson & Hanson Ltd,23500,01/04/1990,
56212702,Offices And Premises,"The Cotton Mill, Saddleworth Road, Elland, HX5 0SA",Passdata Ltd,44250,06/04/1994,
56212706,Store And Premises,"Calder Bank Mills, Saddleworth Road, Elland, HX5 0RY",Newsome Ltd,9400,01/04/1990,SBR
56212707,Workshop And Premises,"Castle Mill, Saddleworth Road, Elland, HX5 0RY",H P C Laser Ltd,14250,02/09/2010,SBR
56212708,Garage And Premises,"Garage & Premises, Exchange Mills, Saddleworth Road, Elland              HX5 0RY",,1525,21/05/2013,SBR
56212712,Workshop And Premises,"Unit 5 Riverside Mills, Saddleworth Road, Elland, HX5 0RY",Seadrift Offshore Ltd,13500,01/09/2014,SBR
