Organisation Name (A),Department (B),Service Cat Label (C ),Purpose of Spend (D),Expenditure CIPFA Sub Group (E ),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N),
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,Premises Cleaning,2601,ROACH CLEANING & MAINTENANCE SERVICES LTD,A0051553, 10/08/2017,HMR0282150,40.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ROBERTSON MEMORIALS,A0002590, 10/08/2017,PCO0282040,221.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ROBERTSON MEMORIALS,A0002590, 10/08/2017,PCO0282039,229.50,N,N/A,N,N/A,
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,2002,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 17/08/2017,ENV0282255,58.00,N,N/A,N,N/A,
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,2002,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 10/08/2017,ENV0282168,742.00,N,N/A,N,N/A,
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,2002,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 10/08/2017,ENV0282161,58.00,N,N/A,N,N/A,
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,2002,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 17/08/2017,ENV0282256,85.00,N,N/A,N,N/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Consultants Fees,4401,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 10/08/2017,ENV0282163,58.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,ROSSENDALE VULCANISING (SALES LTD),A0051239, 24/08/2017,PCO0282375,110.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,ROSSENDALE VULCANISING (SALES LTD),A0051239, 24/08/2017,PCO0282375,59.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,3204,ROSSENDALE VULCANISING (SALES LTD),A0051239, 10/08/2017,PCO0282038,22.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,3204,ROSSENDALE VULCANISING (SALES LTD),A0051239, 24/08/2017,PCO0282373,338.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,3204,ROSSENDALE VULCANISING (SALES LTD),A0051239, 10/08/2017,PCO0282038,22.00,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,4706,ROUGHLEE PARISH COUNCIL,A0082370, 31/08/2017,AAS0282549,300.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 10/08/2017,DAL0282110,2.54,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 31/08/2017,DAL0282500,7.58,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 10/08/2017,DAL0282110,486.40,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 31/08/2017,DAL0282500,551.80,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 10/08/2017,DAL0282122,1390.73,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 24/08/2017,DAL0282413,1609.15,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 10/08/2017,DAL0282110,23.94,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 10/08/2017,DAL0282110,11.80,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 31/08/2017,DAL0282500,12.97,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 31/08/2017,DAL0282500,0.54,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 10/08/2017,DAL0282110,1.64,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 10/08/2017,DAL0282110,1.07,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 31/08/2017,DAL0282500,1.08,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 10/08/2017,DAL0282110,2.55,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 31/08/2017,DAL0282500,32.39,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 10/08/2017,DAL0282110,43.77,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 31/08/2017,DAL0282500,1.07,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 10/08/2017,DAL0282110,117.85,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 31/08/2017,DAL0282500,129.56,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 10/08/2017,DAL0282110,16.71,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 31/08/2017,DAL0282500,25.59,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 10/08/2017,DAL0282110,5.94,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 31/08/2017,DAL0282500,21.27,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 31/08/2017,DAL0282500,9.30,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 10/08/2017,DAL4005658,-2.20,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 10/08/2017,DAL4005657,-1.10,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 10/08/2017,DAL0282110,333.59,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 31/08/2017,DAL0282500,403.52,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 10/08/2017,DAL0282110,26.94,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 31/08/2017,DAL0282500,41.76,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 17/08/2017,DAL0282223,305.83,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,4705,ROYAL MAIL GROUP LIMITED,A0002281, 31/08/2017,DAL0282500,10.80,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,4705,ROYAL MAIL GROUP LIMITED,A0002281, 24/08/2017,HMR0282346,265.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Newspapers & Periodicals,4305,RUKHSAR KHALIQ - CARR ROAD NEWS,A0000067, 10/08/2017,DAL0282145,66.30,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Newspapers & Periodicals,4305,RUKHSAR KHALIQ - CARR ROAD NEWS,A0000067, 10/08/2017,DAL0282145,69.65,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,RUSSELL HOLDEN,A0075067, 17/08/2017,HED0282212,180.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,RUSSELL HOLDEN,A0075067, 17/08/2017,HED0282212,211.30,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 10/08/2017,OPS0282133,160.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 24/08/2017,OPS0282377,70.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 24/08/2017,OPS0282377,90.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 10/08/2017,OPS0282133,100.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,,Paid in the Year,PD03,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 10/08/2017,OPS0282123,160.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,,Paid in the Year,PD03,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 10/08/2017,OPS0282123,200.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,SALTERFORTH TOILETS GROUP,A0090906, 10/08/2017,HED0282062,500.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,4401,REDACTED - PERSONAL DATA,A0027336, 10/08/2017,DAL0282147,2.08,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,4401,REDACTED - PERSONAL DATA,A0027336, 10/08/2017,DAL0282147,24.00,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Capital Costs,Capital : Payments,CD14,SCRUPLES MENSWEAR,A0091268, 17/08/2017,REG0282231,3000.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,,Fees Income : VATable,9202,SEARCH ACUMEN LIMITED - AS LLOYD,A0091278, 31/08/2017,DAL0282530,62.50,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,,Fees Income : Non-VATable,9302,SEARCH ACUMEN LIMITED - AS LLOYD,A0091278, 31/08/2017,DAL0282530,-25.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Telephones : Direct,4502,SECURITY MONITORING CENTRES LTD,A0059068, 10/08/2017,OPS0282127,121.67,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Supplies and Services,Printing & Stationery,4301,SHELTER,A0002511, 03/08/2017,AAS0282005,85.98,Y,263710,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,0002,SHERRIFF AMENITY - AGROVISTA UK LIMITED,A0068904, 03/08/2017,PCO0281940,133.72,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,0002,SHERRIFF AMENITY - AGROVISTA UK LIMITED,A0068904, 10/08/2017,PCO0282043,233.60,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,0002,SHERRIFF AMENITY - AGROVISTA UK LIMITED,A0068904, 03/08/2017,PCO0281940,286.68,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Tests & Inspection Fees,4409,SITE SERVICES,A0091261, 24/08/2017,HMR0282412,90.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Lone Worker Monitoring Service,1270,SOLOPROTECT LIMITED,A0089719, 03/08/2017,OPS0281963,387.10,N,N/A,N,N/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,4705,SOLOPROTECT LIMITED,A0089719, 10/08/2017,ENV0282175,43.36,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,SOUTHERN ELECTRIC,A0051726, 10/08/2017,EST0282116,118.50,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,SPALDINGS (UK) LTD,A0002537, 24/08/2017,PCO0282383,16.80,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,SPALDINGS (UK) LTD,A0002537, 10/08/2017,PCO0282045,28.64,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,SPALDINGS (UK) LTD,A0002537, 10/08/2017,PCO0282049,32.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,SPALDINGS (UK) LTD,A0002537, 10/08/2017,PCO0282045,36.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,SPALDINGS (UK) LTD,A0002537, 10/08/2017,PCO0282045,48.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,SPALDINGS (UK) LTD,A0002537, 24/08/2017,PCO0282406,48.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,SPALDINGS (UK) LTD,A0002537, 10/08/2017,PCO0282045,66.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,SPALDINGS (UK) LTD,A0002537, 10/08/2017,PCO0282045,72.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,SPALDINGS (UK) LTD,A0002537, 10/08/2017,PCO0282048,72.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,SPALDINGS (UK) LTD,A0002537, 24/08/2017,PCO0282383,90.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,SPALDINGS (UK) LTD,A0002537, 10/08/2017,PCO0282046,94.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,SPALDINGS (UK) LTD,A0002537, 10/08/2017,PCO0282045,129.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,SPALDINGS (UK) LTD,A0002537, 24/08/2017,PCO0282407,171.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,SPEAKMAN CONTRACTORS LTD,A0066581, 24/08/2017,EST0282450,1110.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,SPEAKMAN CONTRACTORS LTD,A0066581, 24/08/2017,EST0282450,84.99,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,SPEAKMAN CONTRACTORS LTD,A0066581, 24/08/2017,EST0282450,46.01,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,SPEAKMAN CONTRACTORS LTD,A0066581, 24/08/2017,EST0282450,302.68,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,SPEAKMAN CONTRACTORS LTD,A0066581, 24/08/2017,EST0282450,65.12,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,SPEAKMAN CONTRACTORS LTD,A0066581, 24/08/2017,EST0282450,130.89,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,SPEAKMAN CONTRACTORS LTD,A0066581, 24/08/2017,EST0282450,231.01,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD14,SPEAKMAN CONTRACTORS LTD,A0066581, 24/08/2017,EST0282450,4950.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD14,SPEAKMAN CONTRACTORS LTD,A0066581, 24/08/2017,EST0282450,28.00,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,ST VINCENTS HOME IMPROVEMENT AGENCY,A0065527, 24/08/2017,HMR0282434,1770.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,ST. JOSEPHS COMMUNITY CENTRE,A0061567, 10/08/2017,HED0282059,1000.00,Y,Unknown,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,STANLEY BROTHERS (TIPPERS) LTD,A0002422, 10/08/2017,OPS0282130,307.20,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,STANLEY BROTHERS (TIPPERS) LTD,A0002422, 10/08/2017,OPS0282130,76.80,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,STANLEY BROTHERS (TIPPERS) LTD,A0002422, 10/08/2017,OPS0282113,2100.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Veterinary Fees,4405,STANLEY HOUSE VETERINARY GROUP,A0002423, 17/08/2017,OPS0282275,5.44,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,STAR URETECH LIMITED,A0091244, 03/08/2017,HED0281990,43.78,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,SUPER AUTO SAVER,A0090951, 03/08/2017,PCO0281950,5.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,SUTCLIFFE PLAY LTD,A0045788, 24/08/2017,PCO0282362,1.44,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,SUTCLIFFE PLAY LTD,A0045788, 24/08/2017,PCO0282362,3.48,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,SUTCLIFFE PLAY LTD,A0045788, 24/08/2017,PCO0282362,12.12,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,SUTCLIFFE PLAY LTD,A0045788, 24/08/2017,PCO0282362,21.47,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,SUTCLIFFE PLAY LTD,A0045788, 24/08/2017,PCO0282362,197.64,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 03/08/2017,HED0281969,60.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 03/08/2017,HED0281969,233.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 03/08/2017,HED0281971,20.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 03/08/2017,HED0281971,70.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,T & F STEEL DESIGNS LTD,A0002627, 03/08/2017,HED0281967,40.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Diesel Oil,3202,TATE FUEL OILS LIMITED,A0082819, 10/08/2017,PCO0282041,1482.15,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,TCS (WASTE) LIMITED,A0072822, 17/08/2017,OPS0282270,280.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Meeting Expenses,4610,THE RAINHALL CENTRE,A0066193, 10/08/2017,DAL0282141,45.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,THE RAINHALL CENTRE,A0066193, 31/08/2017,HED0282531,300.00,N,N/A,N,N/A,
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Training,1211,THE UNIVERSITY OF LEEDS,A0090462, 24/08/2017,PER0282495,80.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,THOMSON REUTERS,A0077400, 03/08/2017,DAL0281974,87.50,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,THOMSON REUTERS,A0077400, 03/08/2017,DAL0281974,87.50,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,THOMSON REUTERS,A0077400, 10/08/2017,DAL0282149,7693.34,N,N/A,N,N/A,
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,THORNE ACCESS AND SECURITY,A0070220, 24/08/2017,COR0282283,775.00,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,4705,TOGETHER HOUSING ASSOCIATION,A0055008, 24/08/2017,HMR0282340,72.43,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Meeting Expenses,4610,TOGETHER HOUSING ASSOCIATION,A0090740, 24/08/2017,HMR0282347,397.80,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Grant Funding,4737,TOGETHER HOUSING ASSOCIATION,A0090740, 03/08/2017,HMR0281984,8146.71,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 17/08/2017,HED0282211,40.08,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,4004,TRAVIS PERKINS TRADING CO LTD,A0002709, 17/08/2017,REG0282081,75.90,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Maintenance contracts,4006,TRAVIS PERKINS TRADING CO LTD,A0002709, 17/08/2017,REG0282076,4.18,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Maintenance contracts,4006,TRAVIS PERKINS TRADING CO LTD,A0002709, 17/08/2017,REG0282071,41.80,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Maintenance contracts,4006,TRAVIS PERKINS TRADING CO LTD,A0002709, 17/08/2017,REG0282074,106.63,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Maintenance contracts,4006,TRAVIS PERKINS TRADING CO LTD,A0002709, 17/08/2017,REG0282072,207.79,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 17/08/2017,REG0282065,36.57,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,TRAWDEN FOREST PARISH COUNCIL,A0062286, 17/08/2017,PCO0282210,250.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,TRAWDEN FOREST PARISH COUNCIL,A0062286, 03/08/2017,HED0281925,150.00,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD14,TRICAD SOLUTIONS LIMITED,A0070356, 17/08/2017,AAS0282266,1425.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,4003,TRISTAR PRINTERS LTD,A0002731, 31/08/2017,HED0282513,187.50,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,4003,TRISTAR PRINTERS LTD,A0002731, 31/08/2017,HED0282513,187.50,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Supplies and Services,Printing & Stationery,4301,TRISTAR PRINTERS LTD,A0002731, 10/08/2017,AAS0282143,75.00,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Supplies and Services,Printing & Stationery,4301,TRISTAR PRINTERS LTD,A0002731, 10/08/2017,AAS0282182,85.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,4401,TRISTAR PRINTERS LTD,A0002731, 31/08/2017,DAL0282538,295.80,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Other Equipment,4003,UNICORN CONTAINERS LIMITED,A0076141, 31/08/2017,OPS0282478,940.00,N,N/A,N,N/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Tests & Inspection Fees,4409,UNITED UTILITIES WATER PLC,A0072400, 10/08/2017,ENV0282179,121.80,N,N/A,N,N/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Tests & Inspection Fees,4409,UNITED UTILITIES WATER PLC,A0072400, 31/08/2017,ENV0282527,323.70,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Indirect Employee Expenses,Staff Refreshments,1261,VENDA VALET (MACHINES) LTD,A0009649, 10/08/2017,EST0282104,217.17,N,N/A,N,N/A,
