Additional Rlf,Period Charge,Charge Type,EXEM-AMT,EXEM-CD,PLACE-REF,SBR-APPLIED,SBR-SUPPLE,SBR-RELIEF-,MAND-CHAR-,MAND-CHARI,DISC-CHARIT,DIS-RLF-AMT,CHARITY-RLF-,ANALYSIS-CD,RV,Liable Person,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4,Billing Address 5,Billing Post Code,Liability Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post,UB-PROP-RV�
RETAIL,4416,O,0,,5130000019,-1,0,2060.8,,0,DR,0,1177.6,CL2,9200,BENTS LANE SOCIAL INSTITUTE LTD,13 LOWER BENTS LANE,BREDBURY,STOCKPORT,,,SK6 2NJ,01/04/1990,BENTS LANE SOCIAL INSTITUTE,LOWER BENTS LANE,BREDBURY,STOCKPORT,,SK6 2NJ,CLUB AND PREMISES
,1872,O,0,,827095329,-1,0,1872,,0,,0,0,IF3O,3900,BERNARD MCCARTNEY LTD,UNIT 2,NATIONAL TRADING ESTATE,BRAMHALL MOOR LANE,HAZEL GROVE,STOCKPORT,SK7 5AA,01/04/2000,UNIT 2,NATIONAL TRADING ESTATE,BRAMHALL MOOR LANE,HAZEL GROVE,STOCKPORT,SK7 5AA,"WORKSHOP, OFFICE AND PREMISES"
,4080,O,0,,2499486009,-1,0,2380,,0,,0,0,CO,8500,BERNARD TAYLOR PARTNERSHIP LTD,,,,,,,01/04/1990,ELIZABETH HOUSE,486 DIDSBURY ROAD,HEATON MERSEY,STOCKPORT,,SK4 3BS,OFFICES AND PREMISES
,1008,O,0,,6094042049,0,0,0,,0,,0,0,IF3,2100,BEST 4 FLOORING LTD,33 KINROSS AVENUE,WOODSMOOR,STOCKPORT,,,SK2 7EL,25/10/2008,UNIT 5,VERNON INDUSTRIAL ESTATE,NEWBRIDGE LANE,STOCKPORT,,SK1 2NQ,WORKSHOP AND PREMISES
,2136,V,0,,6094042079,0,57.85,0,,0,,0,0,IF3,4450,BEST 4 FLOORING LTD,33 KINROSS AVENUE,WOODSMOOR,STOCKPORT,,,SK2 7EL,01/04/2010,UNIT 6,VERNON INDUSTRIAL ESTATE,NEWBRIDGE LANE,STOCKPORT,,SK1 2NQ,WORKSHOP AND PREMISES
,2784,O,0,,8359003019,0,0,0,,0,,0,0,CO,5800,BEST CONNECTION GROUP LTD,9 BIRMINGHAM STREET,HALESOWEN,WEST MIDLANDS,,,BS23 3HN,11/02/2002,1ST FLOOR,5 WELLINGTON ROAD SOUTH,STOCKPORT,,,SK4 1AA,OFFICES AND PREMISES
RETAIL,3360,O,0,,1009027019,0,0,0,,0,,0,0,CS,7000,BEST MAN LTD,27 BUXTON ROAD,STOCKPORT,,,,SK2 6LS,15/11/2004,27 BUXTON ROAD,STOCKPORT,,,,SK2 6LS,SHOP AND PREMISES
,2136,O,0,,1640044159,-1,0,2136,,0,,0,0,IF3,4450,BEST4FRAMES LTD,,,,,,,01/04/2012,17C CHADKIRK BUSINESS PARK,CHADKIRK,ROMILEY,STOCKPORT,,SK6 3NE,WORKSHOP AND PREMISES
,162000,O,0,,8853025009,0,4387.5,0,,0,,0,0,CW,337500,BESTWAY NORTHERN LTD,2 ABBEY ROAD,PARK ROYAL,LONDON,,,NW10 7BW,20/04/2001,BESTWAY NORTHERN LTD,YEW STREET,STOCKPORT,,,SK4 2JZ,WAREHOUSE AND PREMISES
,1248,O,0,,6255043019,-1,0,1248,,0,,0,0,IF3,2600,BETA ENGINEERING LTD,,,,,,,14/04/2011,45 OLD ROAD,CHEADLE,,,,SK8 2BP,WORKSHOP AND PREMISES
RETAIL,15960,O,0,,8358086049,0,432.25,0,,0,,0,0,CS7,33250,BETA HEATING & BATHROOM SUPPLIES LTD,,,,,,,01/04/2012,86 WELLINGTON ROAD NORTH,STOCKPORT,,,,SK4 1HW,SHOWROOM AND PREMISES
,14760,O,0,,1897002019,0,399.75,0,,0,,0,0,IF3,30750,BETA POWER ENGINEERING LTD,,,,,,,01/06/1997,DISCOVERY PARK,CROSSLEY ROAD,HEATON CHAPEL,STOCKPORT,,SK4 5DB,WORKSHOP AND PREMISES
,13200,O,0,,8337018009,0,357.5,0,,0,,0,0,IF,27500,BETRIX INDUSTRIAL MODELS LTD,,,,,,,01/04/1990,18-20 WATERLOO ROAD,STOCKPORT,,,,SK1 3BD,WORKS AND PREMISES
,2496,O,0,,1714002019,0,0,0,,0,,0,0,CO,5200,BETTER BLIND CO LTD,,,,,,,10/08/2012,CHICHESTER ROAD,ROMILEY,STOCKPORT,,,SK6 4BL,OFFICES AND PREMISES
,12000,O,0,,1714002029,0,325,0,,0,,0,0,IF3,25000,BETTER BLIND CO LTD,,,,,,,10/08/2012,UNIT 8,CHICHESTER ROAD,ROMILEY,STOCKPORT,,SK6 4BL,WORKSHOP AND PREMISES
,14520,V,14913.25,IN,6032064019,0,393.25,0,,0,,0,0,CWO,30250,BFT AUTOMATION UK LTD,UNITS C2 - 3,THE EMBANKMENT,VALE ROAD,HEATON MERSEY,STOCKPORT,SK4 3GL,01/05/2004,UNIT 8E,NEWBY ROAD,HAZEL GROVE,STOCKPORT,,SK7 5DA,"WAREHOUSE, OFFICE AND PREMISES"
,32400,O,0,,8154001349,0,877.5,0,,0,,0,0,IF3O,67500,BFT AUTOMATION UK LTD,UNITS C2 - 3,THE EMBANKMENT,VALE ROAD,HEATON MERSEY,STOCKPORT,SK4 3GL,13/02/2015,UNITS C2 - 3,THE EMBANKMENT,VALE ROAD,HEATON MERSEY,STOCKPORT,SK4 3GL,"WORKSHOP,OFFICE AND PREMISES"
,19680,O,0,,6032009059,0,533,0,,0,,0,0,CO,41000,BGC (ENERGY) LTD,BUSINESS RATES AUDIT DIVISION,RVA SURVEYORS,EPSILON HOUSE,ALPHAGATE DRIVE,DENTON,M34 3SH,01/03/2012,BENTLEY HOUSE,NEWBY ROAD,HAZEL GROVE,STOCKPORT,,SK7 5DA,OFFICES AND PREMISES
,2088,O,0,,5212000089,-1,0,2088,,0,,0,0,CS,4350,BHAJIS LTD T/A BHAJIS TAKEAWAY,,,,,,,05/03/2004,MILL STREET,WOODLEY,STOCKPORT,,,SK6 1QH,SHOP AND PREMISES
,2280,O,0,,1931409009,-1,0,2280,,0,,0,0,CO,4750,BIG IDEAS PRODUCT DEVELOPMENT LTD,,,,,,,01/04/2007,409 CHESTER ROAD,WOODFORD,STOCKPORT,,,SK7 1QP,OFFICES AND PREMISES
,336,O,0,,7376052639,0,0,0,,0,,0,0,CP1,700,BIG INTERIOR SERVICES LTD,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,,SK8 7BS,02/04/2012,CAR SPACES 145-146,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,CAR PARKING SPACES
,148800,O,0,,2751000049,0,4030,0,,0,,0,0,CW,310000,BIG STORAGE LTD,,,,,,,16/08/2007,EARL ROAD,CHEADLE HULME,CHEADLE,,,SK8 6PT,WAREHOUSE AND PREMISES
,98400,O,0,,9947002009,0,2665,0,,0,,0,0,CW,205000,BIG YELLOW SELF STORAGE COMPANY LTD,MONTAGUE EVANS LLP,CLARGES HOUSE,6-12 CLARGES STREET,LONDON,,W1J 8HB,12/09/2011,S PARK BUSINESS PARK,BAILEY ROAD,PORTWOOD,STOCKPORT,,SK1 2AD,WAREHOUSE AND PREMISES
,8400,O,0,,1837037009,-1,0,0,,0,,0,0,CW,17500,BILEMBETELE LTD T/A SIGNS NOW,UNIT A2 BANKFIELD TRADING ESTATE,CORONATION STREET,REDDISH,STOCKPORT,,SK5 7SE,02/06/2009,UNIT A2,BANKFIELD TRADING ESTATE,CORONATION STREET,SOUTH REDDISH,STOCKPORT,SK5 7PG,WAREHOUSE AND PREMISES
RETAIL,5160,O,0,,8576039009,-1,0,1074.49,,0,,0,0,CS,10750,BILL AND BETTY LTD,,,,,,,10/10/2013,39 WILMSLOW ROAD,CHEADLE,,,,SK8 1DR,SHOP AND PREMISES
,948,O,0,,27072019,0,0,0,,0,,0,0,CO,1975,BING MANAGEMENT LIMITED,,,,,,,01/08/2014,72 ADSWOOD LANE EAST,CALE GREEN,STOCKPORT,,,SK2 6RG,OFFICES AND PREMISES
,1344,O,0,,1007174039,-1,0,1344,,0,,0,0,IF3,2800,BIOKEMIX LTD,20 ALBION ROAD,NEW MILLS,,,,SK22 3EX,01/04/2011,SIMPSONS BUSINESS CENTRE,BUXTON ROAD,HAZEL GROVE,STOCKPORT,,SK7 6LZ,WORKSHOP AND PREMISES
RETAIL,3360,O,0,,3935106009,-1,0,2800,,0,,0,0,CS,7000,BIRCHWOOD BEECH LTD T/A TAN CITY,,,,,,,01/01/1999,106 HEATON MOOR ROAD,STOCKPORT,,,,SK4 4NZ,SHOP AND PREMISES
,288,V,295.8,MINRV,8359309939,0,7.8,0,,0,,0,0,CP1,600,BIRDHALL INVESTMENTS LTD,239 WELLINGTON ROAD SOUTH,STOCKPORT,,,,SK2 6NG,01/04/2001,CAR SPACES,130-131,WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,CAR PARKING SPACES(2)
,7800,O,0,,7376004119,0,0,0,,0,,0,0,CP1,16250,BIRSE CIVILS LTD,C/O TRILOGIE CORPORATE REAL ESTATE LTD,NEPTUNE HOUSE,MERCURY PARK,WOOBURN GREEN,BUCKS,HP10 0HH,24/11/2014,CAR SPACES (47),ALEXANDER HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AE,CAR PARKING SPACES
,41040,O,0,,7376004109,0,1111.5,0,,0,,0,0,CO,85500,BIRSE CIVILS LTD,C/O TRILOGIE CORPORATE REAL ESTATE LTD,NEPTUNE HOUSE,MERCURY PARK,WOOBURN GREEN,BUCKS,HP10 0HH,24/11/2014,1ST FLOOR,ALEXANDER HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AE,OFFICES AND PREMISES
,28560,O,0,,7376004139,0,773.5,0,,0,,0,0,CO,59500,BIRSE CIVILS LTD,C/O TRILOGIE CORPORATE REAL ESTATE LTD,NEPTUNE HOUSE,MERCURY PARK,WOOBURN GREEN,BUCKS,HP10 0HH,24/11/2014,LARGE WING PART 2ND FLOOR,ALEXANDER HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AE,OFFICES AND PREMISES
,540,V,554.63,MINRV,3500327329,0,14.63,0,,0,,0,0,CO,1125,BIZSPACE LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,,,N3 1QB,01/04/2007,UNIT 33A,VAUXALL WORKS,GREG STREET,SOUTH REDDISH,STOCKPORT,SK5 7BR,OFFICES AND PREMISES
,660,V,677.88,MINRV,3500327469,0,17.88,0,,0,,0,0,IF3,1375,BIZSPACE LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,,,N3 1QB,01/04/2007,UNIT 33 1B,VAUXHALL INDUSTRIAL ESTATE,GREG STREET,SOUTH REDDISH,STOCKPORT,SK5 7BR,WORKSHOP AND PREMISES
,1968,O,0,,715010279,0,0,0,,0,,0,0,CO,4100,BIZSPACE LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,,,N3 1QB,30/09/2009,BLOCK 44 G6,EUROPA BUISNESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICES AND PREMISES
,948,O,0,,715010339,0,0,0,,0,,0,0,CO,1975,BIZSPACE LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,,,N3 1QB,30/09/2009,BLOCK 44 G5,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICES AND PREMISES
,756,V,776.48,MINRV,3500327439,0,20.48,0,,0,,0,0,CO,1575,BIZSPACE LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,,,N3 1QB,01/10/2010,UNIT 33 1F,VAUXHALL WORKS,GREG STREET,SOUTH REDDISH,STOCKPORT,SK5 7BR,OFFICES AND PREMISES
,9480,O,0,,715003789,0,256.75,0,,0,,0,0,IF3,19750,BIZSPACE LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,,,N3 1QB,01/09/2010,BLOCK 46 G,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,WORKSHOP AND PREMISES
,672,V,690.2,MINRV,3500327599,0,18.2,0,,0,,0,0,CO,1400,BIZSPACE LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,,,N3 1QB,01/04/2010,UNIT 331A,VAUXHALL WORKS,GREG STREET,SOUTH REDDISH,STOCKPORT,SK5 7BR,OFFICES AND PREMISES
,768,V,788.8,MINRV,3500327029,0,20.8,0,,0,,0,0,CO,1600,BIZSPACE LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,,,N3 1QB,01/12/2012,UNIT 33 1D FIRST FLOOR,GREG STREET,SOUTH REDDISH,STOCKPORT,,SK5 7BR,OFFICES AND PREMISES
,398.4,V,409.19,MINRV,3500327649,0,10.79,0,,0,,0,0,CW3,830,BIZSPACE LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,,,N3 1QB,01/03/2013,VAUXHALL WORKS,GREG STREET,SOUTH REDDISH,STOCKPORT,,SK5 7BR,STORE AND PREMISES
,1704,V,1750.15,LAND,3500111009,0,46.15,0,,0,,0,0,CW1,3550,BIZSPACE LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,,,N3 1QB,11/02/2010,LAND USED FOR STORAGE & PREMS,VAUXHALL WORKS,GREG STREET,SOUTH REDDISH,STOCKPORT,SK5 7BS,LAND USED FOR STORAGE AND PREMISES
,540,V,554.63,MINRV,3500327609,0,14.63,0,,0,,0,0,CO,1125,BIZSPACE LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,,,N3 1QB,01/06/2011,UNIT 331C,VAUXHALL WORKS,GREG STREET,SOUTH REDDISH,STOCKPORT,SK5 7BR,OFFICES AND PREMISES
,3662.95,V,0,,3500327639,0,99.2,0,,0,,0,0,CO,9500,BIZSPACE LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,,,N3 1QB,12/03/2015,1ST FLOOR UNIT 26,VAUXHALL WORKS,GREG STREET,SOUTH REDDISH,STOCKPORT,SK5 7BR,OFFICES AND PREMISES
,552,V,566.95,MINRV,715002299,0,14.95,0,,0,,0,0,CO,1150,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 F15A,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,612,V,628.58,MINRV,715002829,0,16.58,0,,0,,0,0,CO,1275,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 67 S1,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,696,V,714.85,MINRV,715002539,0,18.85,0,,0,,0,0,CO,1450,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 47 F5,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,720,V,739.5,MINRV,715002399,0,19.5,0,,0,,0,0,CO,1500,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 S7,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,744,V,764.15,MINRV,715002619,0,20.15,0,,0,,0,0,CO,1550,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 67 F10,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,792,V,813.45,MINRV,715002289,0,21.45,0,,0,,0,0,CO,1650,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 F15,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,780,V,801.13,MINRV,715002869,0,21.13,0,,0,,0,0,CO,1625,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 67 S10,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,792,V,813.45,MINRV,715002479,0,21.45,0,,0,,0,0,CO,1650,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 S16,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,792,V,813.45,MINRV,715002489,0,21.45,0,,0,,0,0,CO,1650,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 S17,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,792,V,813.45,MINRV,715002679,0,21.45,0,,0,,0,0,CO,1650,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 67 F16,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,792,V,813.45,MINRV,715002699,0,21.45,0,,0,,0,0,CO,1650,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 67 F18,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,828,V,850.43,MINRV,715002309,0,22.43,0,,0,,0,0,CO,1725,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 F16,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,840,V,862.75,MINRV,715002319,0,22.75,0,,0,,0,0,CO,1750,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 F17,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,840,V,862.75,MINRV,715002209,0,22.75,0,,0,,0,0,CO,1750,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 F6,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,828,V,850.43,MINRV,715002449,0,22.43,0,,0,,0,0,CO,1725,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 S13,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,828,V,850.43,MINRV,715002459,0,22.43,0,,0,,0,0,CO,1725,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 S14,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,840,V,862.75,MINRV,715002229,0,22.75,0,,0,,0,0,CO,1750,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 F10,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,840,O,0,,715002259,0,0,0,,0,,0,0,CO,1750,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 F12,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,852,V,875.08,MINRV,715002469,0,23.08,0,,0,,0,0,CO,1775,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 S15,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,864,V,887.4,MINRV,715002499,0,23.4,0,,0,,0,0,CO,1800,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 S18,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,876,V,899.73,MINRV,715002509,0,23.73,0,,0,,0,0,CO,1825,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 S19,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,900,V,924.38,MINRV,715002799,0,24.38,0,,0,,0,0,CO,1875,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 67 G10,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,912,V,936.7,MINRV,715002269,0,24.7,0,,0,,0,0,CO,1900,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 F13,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,1140,V,1170.88,MINRV,715002749,0,30.88,0,,0,,0,0,CO,2375,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 67 G5,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,1056,V,1084.6,MINRV,715002369,0,28.6,0,,0,,0,0,CW3,2200,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 46 G3,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,STORE
,1188,O,0,,715002939,0,0,0,,0,,0,0,IF3,2475,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 52 G2,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,WORKSHOP
,1512,O,0,,715002649,0,0,0,,0,,0,0,CO,3150,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 67 F13,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,3552,O,0,,715002929,0,0,0,,0,,0,0,IF3,7400,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 52 G1,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,WORKSHOP
,10800,O,0,,715002909,0,292.5,0,,0,,0,0,CO,22500,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,15/11/2006,BLOCK 67 T1,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,792,V,813.45,MINRV,715002989,0,21.45,0,,0,,0,0,CO,1650,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,01/09/2007,BLOCK 46 S11,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICES AND PREMISES
,732,V,751.83,MINRV,715003079,0,19.83,0,,0,,0,0,CO,1525,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,01/12/2007,BLOCK 47 F3,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICES AND PREMISES
,1320,O,0,,715003089,0,0,0,,0,,0,0,CO,2750,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,01/12/2007,BLOCK 47 F2,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICES AND PREMISES
,1392,O,0,,715003109,0,0,0,,0,,0,0,CO,2900,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,01/03/2008,BLOCK 67 S6,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICES AND PREMISES
,1044,V,1072.28,MINRV,715003229,0,28.28,0,,0,,0,0,CO,2175,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,01/03/2009,"BLOCK 67, S7",EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,996,O,0,,715003269,0,0,0,,0,,0,0,CO,2075,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,01/07/2008,"BLOCK 44, F2",EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,948,V,973.68,MINRV,715003259,0,25.68,0,,0,,0,0,CO,1975,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,01/09/2008,"BLOCK 44, F5",EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,1200,V,1232.5,MINRV,715003359,0,32.5,0,,0,,0,0,CO,2500,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,01/08/2008,BLOCK 44 S4,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
,417.6,V,428.91,MINRV,715016019,0,11.31,0,,0,,0,0,CW3,870,BIZSPACE TRADING LTD,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,LONDON,,N3 1QB,01/03/2008,BLOCK 44 B1,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,STORE AND PREMISES
