Organisation Name (A),Department (B),Service Cat Label (C ),Purpose of Spend (D),Expenditure CIPFA Sub Group (E ),Supplier (F),Supplier Reference (G),Pay Date (H),Net Amount (J),Transaction Number (I),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,SPEAKMAN CONTRACTORS LTD,A0066581, 20/07/2017,136.57,EST0281637,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,SPEAKMAN CONTRACTORS LTD,A0066581, 13/07/2017,197.13,EST0281530,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,SPEAKMAN CONTRACTORS LTD,A0066581, 20/07/2017,750.2,EST0281637,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,SPEAKMAN CONTRACTORS LTD,A0066581, 13/07/2017,300,EST0281530,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD14,SPEAKMAN CONTRACTORS LTD,A0066581, 13/07/2017,9213.9,EST0281530,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,STANLEY BROTHERS (TIPPERS) LTD,A0002422, 20/07/2017,512,OPS0281663,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,STANLEY BROTHERS (TIPPERS) LTD,A0002422, 20/07/2017,128,OPS0281663,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,STANLEY BROTHERS (TIPPERS) LTD,A0002422, 27/07/2017,2200,OPS0281795,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Veterinary Fees,4405,STANLEY HOUSE VETERINARY GROUP,A0002423, 27/07/2017,12.5,OPS0281818,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,STEVEN WORRALL,A0090723, 06/07/2017,60,PCO0281411,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : Vandalism Repairs,2102,SUTCLIFFE PLAY LTD,A0045788, 27/07/2017,80.12,PCO0281827,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : Vandalism Repairs,2102,SUTCLIFFE PLAY LTD,A0045788, 27/07/2017,89.36,PCO0281827,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : Vandalism Repairs,2102,SUTCLIFFE PLAY LTD,A0045788, 27/07/2017,239.92,PCO0281827,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : Vandalism Repairs,2102,SUTCLIFFE PLAY LTD,A0045788, 27/07/2017,471.96,PCO0281827,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,REDACTED - PERSONAL DATA,A0091226, 13/07/2017,261.55,HED0281490,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 27/07/2017,45,EST0281881,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 27/07/2017,60,EST0281881,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 06/07/2017,10,EST0281375,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 06/07/2017,30,EST0281375,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 27/07/2017,20,EST0281882,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 27/07/2017,20,EST0281883,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 27/07/2017,35,EST0281882,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 27/07/2017,50,EST0281883,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,T & F STEEL DESIGNS LTD,A0002627, 06/07/2017,60,HED0281344,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,T & F STEEL DESIGNS LTD,A0002627, 06/07/2017,250,HED0281344,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TCS (WASTE) LIMITED,A0072822, 20/07/2017,200,REG0281606,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,TCS (WASTE) LIMITED,A0072822, 20/07/2017,280,OPS0281669,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,TCS (WASTE) LIMITED,A0072822, 20/07/2017,350,OPS0281669,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TCS (WASTE) LIMITED,A0072822, 20/07/2017,221.4,REG0281606,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,THE HELPING HAND CO LTD,A0002655, 06/07/2017,5,OPS0281361,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,THE HELPING HAND CO LTD,A0002655, 06/07/2017,80.2,OPS0281361,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,THE INFORMATION COMMISSIONER,A0000894, 20/07/2017,35,DAL0281697,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,THE TRAINING SERVICE LIMITED,A0090690, 27/07/2017,43.75,PCO0281834,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,THE TRAINING SERVICE LIMITED,A0090690, 27/07/2017,213.54,PCO0281834,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,THOMAS STREET BOWLING CLUB,A0004755, 20/07/2017,400,HED0281612,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,REDACTED - PERSONAL DATA,A0049589, 06/07/2017,65.6,HED0281378,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Meeting Expenses,4610,TOGETHER HOUSING ASSOCIATION,A0090740, 13/07/2017,22.5,HMR0281493,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,REDACTED - PERSONAL DATA,A0090350, 06/07/2017,200,PCO0281412,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,NPA`s (National Prking Adjudication),4420,TRAFFIC ENFORCEMENT CENTRE,A0072097, 13/07/2017,500,HED0281483,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 13/07/2017,23.2,PCO0281500,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 27/07/2017,25.8,PCO0281833,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 06/07/2017,30.24,PCO0281368,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 13/07/2017,54.28,PCO0281501,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 27/07/2017,106.2,PCO0281833,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 13/07/2017,40.08,REG0281334,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 13/07/2017,73.56,REG0281330,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 13/07/2017,80.16,REG0281332,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 20/07/2017,80.16,REG0281598,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 20/07/2017,80.16,REG0281599,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 20/07/2017,80.16,REG0281600,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 20/07/2017,80.16,REG0281601,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 20/07/2017,80.16,REG0281602,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 20/07/2017,80.16,REG0281603,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 20/07/2017,80.16,REG0281604,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 20/07/2017,80.16,REG0281605,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 13/07/2017,84.27,REG0281331,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 13/07/2017,160.32,REG0281333,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,UK SAFETY MANAGEMENT LTD,A0082680, 27/07/2017,63.98,EST0281880,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,2501,UNITED UTILITIES,A0059246, 20/07/2017,146.61,OPS0281662,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,2501,UNITED UTILITIES,A0059246, 20/07/2017,141.63,OPS0281662,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,2501,UNITED UTILITIES,A0059246, 20/07/2017,144.95,OPS0281662,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Tests & Inspection Fees,4409,UNITED UTILITIES WATER PLC,A0072400, 06/07/2017,117.9,ENV0281443,N,N/A,N,N/A
Pendle Borough Council,Property Services,Indirect Employee Expenses,Staff Refreshments,1261,VENDA VALET (MACHINES) LTD,A0009649, 06/07/2017,216.67,EST0281428,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,4706,VODAFONE LIMITED,A0076999, 13/07/2017,3000.11,AAS0281551,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983, 27/07/2017,7.81,PCO0281839,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 13/07/2017,84.65,EST0281535,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 06/07/2017,435.42,EST0281409,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 20/07/2017,112.48,EST0281647,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 06/07/2017,318.99,EST0281414,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 06/07/2017,512.4,EST0281416,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 13/07/2017,80.39,EST0281533,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 27/07/2017,28.66,EST0281869,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 06/07/2017,37.59,EST0281407,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 20/07/2017,49.06,EST0281646,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 06/07/2017,724.37,EST0281413,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 13/07/2017,227.91,EST0281534,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 27/07/2017,41.7,EST0281873,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 27/07/2017,43,EST0281866,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 13/07/2017,135.94,EST0281536,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 20/07/2017,1346.44,EST0281645,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,WEL MEDICAL LIMITED,A0090665, 20/07/2017,9.95,PCO0281625,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,WEL MEDICAL LIMITED,A0090665, 20/07/2017,495,PCO0281625,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,WEST WALLASEY CAR HIRE LIMITED,A0087005, 20/07/2017,232,OPS0281695,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 06/07/2017,0.38,DAL0281323,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 27/07/2017,3.73,DAL0281909,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 06/07/2017,4.47,DAL0281323,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 13/07/2017,6.35,DAL0281488,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 06/07/2017,0.37,DAL0281323,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 27/07/2017,0.11,DAL0281909,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 06/07/2017,1.37,DAL0281323,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 06/07/2017,46.8,DAL0281323,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 13/07/2017,72.34,DAL0281488,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 27/07/2017,146.17,DAL0281909,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 13/07/2017,0.76,DAL0281488,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 06/07/2017,3.28,DAL0281323,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 27/07/2017,2.22,DAL0281909,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 06/07/2017,2.97,DAL0281323,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 13/07/2017,20.38,DAL0281488,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 06/07/2017,8.86,DAL0281323,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 13/07/2017,19.42,DAL0281488,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 27/07/2017,184.87,DAL0281909,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,EFM : Other Equipment,4003,WINCKWORTH SHERWOOD,A0091250, 27/07/2017,37,PBC0281888,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Miscellaneous : Other,4707,WRIGHT WINDOWS,A0066472, 20/07/2017,4148.82,HMR0281589,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,ZOLL MEDICAL UK LIMITED,A0091237, 27/07/2017,97.86,PCO0281829,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Insurances,4701,ZURICH INSURANCE,A0070214, 27/07/2017,285.19,AAS0281902,N,N/A,N,N/A
