PROPREF,PROPERTY_DESCRIPTION,PROPERTY_ADDRESS,RATEPAYER,RV,LIABILITY_START,RELIEF_XMPT_PKG.GET_RELIEFS_AS
29236794,Factory and Premises,"Unit 7 Springvale Works, Elland Road, Brighouse, HD6 2RN",Springvale Engineering Ltd,42500,01/11/2014,SBR
29236798,Warehouse And Premises,"Unit 7 Brookfoot Business Pk, Elland Road, Brighouse, HD6 2SD",Renson Products Uk Ltd (In Administartion 09/09/16),8000,10/09/2016,EX
29236803,Workshop And Premises,"Unit 4 Springvale Works, Elland Road, Brighouse, HD6 2RN",,7100,20/04/2008,SBR
29236805,Workshop And Premises,"Unit 1 Springvale Works, Elland Road, Brighouse, HD6 2RN",W R Pressings Ltd,26500,20/04/2008,SBR
29236810,Offices and Premises,"Office No T04, 1ST Floor Cromwell House, Elland Road, Brighouse            HD6 2RG",Cromwell Industries Ltd,1200,01/09/2016,EX
29236812,Warehouse And Premises,"Warehouse 1 Pt Basement, Cromwell House, Elland Road, Brighouse            HD6 2RG",Calder Lifting Services  Ltd,6500,01/04/2009,SBR
29236814,Offices and Premises,"Office Nos G03 & G05, Cromwell House, Elland Road, Brighouse            HD6 2RG",,2000,01/06/2009,SBR
29236815,Showroom And Premises,"Part Ground Floor, Cromwell House, Elland Road, Brighouse            HD6 2RG",Emerald Doors Ltd,10000,01/08/2009,SBR
29236816,Workshop And Premises,"Unit 6 Springvale Works, Elland Road, Brighouse, HD6 2RN",,3150,01/11/2013,SBR
29236817,Warehouse And Premises,"Unit 5 Springvale Works, Elland Road, Brighouse, HD6 2RN",Idle Greetings Ltd,5200,01/04/2013,SBR
29236818,Workshop And Premises,"Unit 3 Springvale Works, Elland Road, Brighouse, HD6 2RN",G.B Windows [Halifax] Ltd,6000,01/04/2014,SBR
29236819,Store And Premises,"Unit 8 Springvale Works, Elland Road, Brighouse, HD6 2RN",W R P Holdings Ltd,141,01/04/2010,EX
29236823,Offices and Premises,"Office G01, Gf Cromwell House, Elland Road, Brighouse            HD6 2RG",,2400,01/10/2013,SBR
29236824,Store And Premises,"Store G02, Gf Cromwell House, Elland Road, Brighouse            HD6 2RG",,660,12/05/2015,EX
29236825,Workshop And Premises,"Level 1 Warehouse, Cromwell House, Elland Road, Brighouse            HD6 2RG",Vertical Transportation Projects Ltd,6600,07/07/2015,SBR
29236826,Warehouse And Premises,"Part Basement, Cromwell House, Elland Road, Brighouse            HD6 2RG",Oilswell Ltd,5900,01/08/2013,SBR
29236827,Offices and Premises,"Unit 7A 1ST Floor, Brookfoot Business Park, Elland Road, Brighouse            HD6 2SD",Calder Valley Conservative Association,4500,02/12/2013,SBR
29236828,Offices and Premises,"Unit 7C, Brookfoot Business Park, Elland Road, Brighouse            HD6 2SD",Mr Craig Whitaker Mp,4300,02/12/2013,SBR
29236830,Factory and Premises,"Brookfoot Mills, Elland Road, Brighouse, HD6 2RW",Avocet Hardware (Uk) Limited,340000,24/10/2012,
29236831,Offices and Premises,"Offices T01-T03&T05 1ST Flr, Cromwell House, Elland Road, Brighouse            HD6 2RG",Kip McGrath (Brighouse) Lp,5600,01/12/2015,SBR
29238701,Advertising Right and Premises,"Advertising Right No 1352, Elland Wood Bottom, Brighouse, HD6 3RG",Primesight Ltd,1075,01/09/2009,SBR
29240700,Advertising Right and Premises,"Gable 1 Elm Terrace, Brighouse, HD6 4BR",Jc Decaux Uk Ltd,740,01/04/1996,SBR
29248700,School and Premises,"Castlefields Infants School, Field Top Road, Rastrick, Brighouse           HD6 3XB",Longroyde Primary School,32000,01/09/2016,MCR
29248701,School and Premises,"Field Top Road, Rastrick, Brighouse, HD6 3XB",Rastrick High School Academy Trust,352500,01/09/2011,MCR
29252073,Clubroom And Premises,"West Ridings, 73 Finkil Street, Brighouse, HD6 2NY",,6200,01/05/1995,MCR
29252700,School and Premises,"Brighouse High School, Finkil Street, Brighouse, HD6 2NY",Brighouse High School Academy Trust,270000,01/04/2011,MCR
29252701,School and Premises,"St Josephs Rc J&I School, Finkil Street, Brighouse, HD6 2NT",St. Josephs R C J & I School,36500,01/04/2001,MCR
29254021,Day Nursery and Premises,"The Willows, 21 Firth Street, Brighouse, HD6 3BB",The Willows Day Nursery Ltd,31250,19/03/2011,SBR
29256705,Music Rehearsal Rooms,"Vulcan House, Foundry Street, Brighouse, HD6 1LT",,8900,02/07/2004,SBR
29256706,Factory and Premises,"Foundry Street, Brighouse, HD6 1LT",Siddal & Hilton Products Ltd,104000,01/04/2011,
29260701,Bus Station And Premises,"Brighouse Bus Station, Ganny Road, Brighouse, HD6 1BL",West Yorkshire Combined Authority,57000,10/05/2009,
29264001,Shop and Premises,"1 Garden Road, Brighouse, HD6 2AX",,2900,01/04/2008,SBR
29264009,Launderette And Premises,"9 Garden Road, Brighouse, HD6 2AX",,6100,01/04/2009,SBR
29264012,Hairdressing Salon and Premises,"12 Garden Road, Brighouse, HD6 2AX",,3600,01/10/1994,SBR
29264014,Shop and Premises,"14 Garden Road, Brighouse, HD6 2AX",,6900,20/10/2002,SBR
29264700,Community Centre And Premises,"Garden Road, Brighouse, HD6 2AX",,19000,01/04/1990,DCR MCR
29264701,Store And Premises,"14a Garden Road, Brighouse, HD6 2AX",,2200,29/08/2008,SBR
29264704,Surgery And Premises,"19 Garden Road, Brighouse, HD6 2AX",,4850,14/11/2006,SBR
29268702,Workshop And Premises,"Unit 1 George Street, Clifton, Brighouse, HD6 1PU",Hadley Interiors Limited,18500,01/03/2013,SBR
29272009,Cafe and Premises,"9 Gooder Lane, Brighouse, HD6 1HF",,4750,22/12/2007,SBR
29272018,Shop and Premises,"18/20 Gooder Lane, Brighouse, HD6 1HF",,1650,26/05/2007,SBR
29272032,Shop and Premises,"32 Gooder Lane, Brighouse, HD6 1HT",,1550,01/04/2001,SBR
29272034,Shop and Premises,"34 Gooder Lane, Brighouse, HD6 1HT",,3100,01/03/2011,SBR
29272702,Vehicle Repair Workshop And Premises,"Gooder Lane, Brighouse, HD6 1HT",,5400,27/06/1994,SBR
29272704,Public House and Premises,"Commercial Inn, 1 Gooder Lane, Brighouse, HD6 1HF",Railcom Ltd,11250,01/04/2014,SBR
29272707,Shop and Premises,"The Mushroom, Gooder Street, Brighouse, HD6 1AT",,3100,23/05/2000,SBR
29272709,Shop and Premises,"38 Gooder Lane, Brighouse, HD6 1HT",,2600,06/01/2014,SBR
29272710,Shop and Premises,"36 Gooder Lane, Brighouse, HD6 1HT",,2500,09/04/2013,SBR
29272711,Workshop And Premises,"Northern Timber Merchants, Gooder Lane, Brighouse, HD6 1HF",Alco Valves Group Ltd,98500,30/11/2015,ER
29272712,Warehouse And Premises,"York Mill Ltd, Gooder Lane, Brighouse, HD6 1HF",Alco Valves Group Ltd,112000,30/11/2015,ER
29274703,Workshop And Premises,"Unit 2 Prince Of Wales Mill, Princess Street, Brighouse, HD6 1LH",Monton Management Services Ltd,36000,01/07/2016,SBR
29274705,Offices and Premises,"Unit 1C Prince Of Wales Mill, Princess Street, Brighouse, HD6 1LH",Revolution Porsche Specialists Ltd,6600,01/04/2015,SBR
29274706,Store And Premises,"Unit 1B Prince Of Wales Mill, Princess Street, Brighouse, HD6 1LH",Bespoke Detailing Solutions Ltd,2325,01/04/2012,SBR
29274707,Warehouse And Premises,"Unit 1A Prince Of Wales Mill, Princess Street, Brighouse, HD6 1LH",Revolution Porsche Specialists Ltd,10000,29/08/2011,SBR
29276701,Communication Station and Premises,"Telecommunication Mast, Site Ref W Y K 7033, Granny Hall Lane, Brighouse            HD6 2JJ",Everything Everywhere Ltd,4300,01/04/2005,EX
29276702,Shop and Premises,"2 Granny Hall Lane, Brighouse, HD6 2JG",One Stop Stores Ltd,23000,01/04/2010,SBR
29276703,Site Of Atm And Premises,"Atm At, 2 Granny Hall Lane, Brighouse, HD6 2JG",Tesco Personal Finance Ltd,8300,01/04/2010,SBR
29276704,Communication Station and Premises,"Vodafone (44996) Streetworks, Granny Hall Lane, Brighouse, HD6 2JJ",Vodafone Ltd,4300,01/04/2010,SBR
29280700,Shop and Premises,"The Club, 1 Greenhead Lane, Brighouse, HD6 3PS",,4700,02/04/2015,SBR
29284720,Cafe and Premises,"Blue Portacabin, Grove Street, Brighouse, HD6 1PL",,1700,22/12/2012,SBR
29284721,Store,"Unit 14D, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL",Warmco Space Heating Ltd,570,16/09/2011,EX
29284722,Store,"Unit 14A, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL",Warmco Space Heating Ltd,680,16/09/2011,EX
29284723,Store,"Unit 14B, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL",Warmco Space Heating Ltd,680,16/09/2011,EX
29284724,Store,"Unit 14C, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL",Warmco Space Heating Ltd,680,16/09/2011,EX
29284725,Store,"Unit 15A, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL",Warmco Space Heating Ltd,1275,01/04/2011,EX
29284726,Store,"Unit 15B, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL",Warmco Space Heating Ltd,1500,01/04/2011,EX
29284727,Store,"Unit 15C, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL",Warmco Space Heating Ltd,1500,01/04/2011,EX
29284728,Store,"Unit 15D, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL",Warmco Space Heating Ltd,1500,01/04/2011,EX
29284731,Workshop And Premises,"Unit 9 Kirklees Steelworks, Grove Street, Brighouse, HD6 1PL",,4250,01/10/2011,SBR
29284732,Store And Premises,"Unit 1 Kirklees Steelworks, Grove Street, Brighouse, HD6 1PL",Warmco Space Heating Ltd,1725,01/04/2015,EX
29284733,Vehicle Repair Workshop And Premises,"Unit 4 Kirklees Steelworks, Grove Street, Brighouse, HD6 1PL",,6700,01/10/2014,SBR
29284734,Store And Premises,"Unit 6 Kirklees Steelworks, Grove Street, Brighouse, HD6 1PL",Warmco Space Heating Ltd,1025,04/06/2012,EX
29284735,Store And Premises,"Unit 5 Kirklees Steelworks, Grove Street, Brighouse, HD6 1PL",Warmco Space Heating Ltd,2400,23/09/2014,EX
29284736,Warehouse And Premises,"Unit 2, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",Yfr Autos Ltd,6000,01/02/2016,SBR
29284737,Warehouse And Premises,"Unit 12, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",Warmco Space Heating Ltd,3250,02/03/2016,ER
29284738,Office and Premises,"Unit 10, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",,2700,02/04/2013,SBR
29284739,Store And Premises,"Unit 11, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",Warmco Space Heating Ltd,385,01/04/2013,EX
29284740,Store And Premises,"Unit 13, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",Warmco Space Heating Ltd,990,31/03/2014,EX
29284741,Warehouse And Premises,"Unit 8, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",,2700,04/02/2016,SBR
29284742,Warehouse And Premises,"Unit 3, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",,4750,01/03/2016,SBR
29284744,Workshop And Premises,"Unit 26 Robin Hood Works, Grove Street, Brighouse, HD6 1PL",Howarth Timber & Building Supplies Ltd,14750,26/05/2016,SBR
29288700,Car Park and Premises,"Car Park, Church Lane, Brighouse, HD6 1DL",Regeneration And Development,11000,01/04/1990,SBR
29292004,Shop and Premises,"4 Half House Lane, Brighouse, HD6 2PH",,1975,23/04/2014,SBR
29292700,Workshop And Premises,"Cornaro Works, Half House Lane, Brighouse, HD6 2PH",Cornaro Engineering Ltd,18750,01/04/1990,SBR
29296260,Shop and Premises,"260 Halifax Road, Brighouse, HD6 2QG",,3850,01/06/2015,SBR
29296278,Shop and Premises,"278 Halifax Road, Brighouse, HD6 2PB",,3200,08/02/2011,SBR
29296290,Offices and Premises,"310 Halifax Road, Brighouse, HD6 2PB",,7000,03/09/2007,SBR
29296415,Shop and Premises,"415 Halifax Road, Brighouse, HD6 2PD",Randal & Co Accountants Ltd,6800,01/05/1998,SBR
29296700,Store And Premises,"Halifax Road, Brighouse, HD6 2QJ",J B Hill & Sons Ltd,6600,01/04/1990,SBR
29296702,School and Premises,"Brighouse High School, Halifax Road, Brighouse, HD6 1AY",Brighouse High School Academy Trust,57000,01/04/2011,MCR
29296703,Library And Premises,"Brighouse Library, Halifax Road, Brighouse, HD6 2AF",Calderdale Mbc Leisure Services,56000,01/04/1990,
29296704,Club and Premises,"Hove Edge Bowling Club, Halifax Road, Brighouse, HD6 2QJ",,14250,01/04/1990,SBR
29296705,Quarry And Premises,"Pond Quarry, Halifax Road, Brighouse, HD6 2PB",Pond Quarry Stone Co Ltd,5600,01/04/1990,SBR
29296708,Shop and Premises,"20 Halifax Road, Brighouse, HD6 2AG",,6000,31/05/2007,SBR
29296710,Public House and Premises,"Dusty Miller Inn, 290 Halifax Road, Brighouse, HD6 2PB",,8750,01/03/2007,SBR
29296714,Bowling Club And Premises,"Albion Bowling Club, R/O 143 Halifax Road, Brighouse, HD6 2ED",Trustees Of Blakeboroughs Social And Sports Club (In Liq),1975,28/11/2012,EX
29296717,Playing Field And Premises,"Off Halifax Road, Brighouse, HD6 2PE",,3950,22/11/1997,MCR
29296718,Offices and Premises,"Stoneleigh, 39/41 Halifax Road, Brighouse, HD6 2AQ",Quality Course Ltd,38000,06/08/2011,SBR
29296719,Changing Rooms And Premises,"Lane Head Recreation Ground, Halifax Road, Brighouse, HD6 2EA",Director Of Safer & Stronger Communities,890,01/09/2010,SBR
29296720,Ambulance Station And Premises,"Wymas Ambulance Station, Halifax Road, Brighouse, HD6 2AG",Yorkshire Ambulance Service Nhs Trust,10250,01/04/2005,SBR
29296721,Store And Premises,"Store Opposite, Wymas Ambulance Station, Halifax Road, Brighouse            HD6 2AG",Yorkshire Ambulance Service Nhs Trust,2650,01/04/2005,SBR
29296722,Sponsored Roundabout,"Sponsored Roundabout, Junction Elland Road, Halifax Road, Brighouse            HD6 1FB",Calderdale Mbc,600,01/06/2010,SBR
29296723,Shop and Premises,"260A Halifax Road, Brighouse, HD6 2QG",Grapevine Publications Ltd,3100,01/02/2016,SBR
29296725,Cafe and Premises,"Cafe At The Nurseries, Halifax Road, Brighouse, HD6 2QD",W T Groome Ltd,10000,01/04/2010,SBR
29296726,Shop and Premises,"Unit 11 The Nurseries, Halifax Road, Brighouse, HD6 2QD",Frank Harrison Brighouse Limited,6500,01/04/2010,SBR
29296727,Shop and Premises,"Unit 10A The Nurseries, Halifax Road, Brighouse, HD6 2QD",Estay Ltd,11500,01/04/2010,SBR
29296728,Shop and Premises,"Unit 10B The Nurseries, Halifax Road, Brighouse, HD6 2QD",,4600,01/04/2010,SBR
29296729,Shop and Premises,"Unit 9 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,5700,01/10/2016,SBR
29296730,Shop and Premises,"Unit 6 The Nurseries, Halifax Road, Brighouse, HD6 2QD",Bodyshape Brighouse Ltd,4000,01/04/2010,SBR
29296732,Workshop And Premises,"Unit 1A The Nurseries, Halifax Road, Brighouse, HD6 2QD",Brighouse Nurseries Ltd,1150,31/10/2016,EX
29296733,Garden Centre And Premises,"The Nurseries, Halifax Road, Brighouse, HD6 2QD",Brighouse Nurseries Ltd,40500,01/10/2011,SBR
29296734,Shop and Premises,"Unit 1 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,2800,01/04/2014,SBR
29296735,Shop and Premises,"Units 4&5 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,4200,01/08/2012,SBR
29296736,Shop and Premises,"Unit 3 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,2850,04/08/2014,SBR
29296737,Shop and Premises,"Unit 2 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,3800,01/04/2014,SBR
29296738,Shop and Premises,"Unit 7 The Nurseries, Halifax Road, Brighouse, HD6 2QD",Ultimate Secret Ltd,5000,01/04/2016,SBR
29296739,Shop and Premises,"Unit 8 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,4000,07/03/2015,SBR
29302701,Offices and Premises,"1 Hall Street, Brighouse, HD6 1JY",Bayford & Co Ltd,12750,01/10/2004,EX
29308702,Police Station And Premises,"West Yorkshire Police, Hartshead Moor Serv Station, Hartshead Moor, Brighouse           HD6 4JB",West Yorks Police Authority,8100,01/04/2001,SBR
29308703,Garage And Premises,"M62 Service Area, Hartshead Moor, Clifton, Brighouse           HD6 4JB",Stoneywood Ltd,5500,10/06/2003,SBR
29308706,Advertising Right and Premises,"Board No 2296/04, Hartshead Moor Service Area, Hartshead Moor, Brighouse           HD6 4JX",Welcome Break Group Plc,1775,31/12/2009,SBR
29308708,Advertising Right and Premises,"Board No 2297/01, Hartshead Moor Service Area, Hartshead Moor, Brighouse           HD6 4JX",Welcome Break Group Plc,1775,01/04/2011,SBR
29308711,Advertising Right and Premises,"Board No 2297/02, Hartshead Moor Service Area, Hartshead Moor, Brighouse           HD6 4JX",Welcome Break Group Plc,1775,01/04/2011,SBR
29308714,Communication Station and Premises,"Mast 10196, Hartshead Moor Service Area, Hartshead Moor, Brighouse            HD6 4JX",Vodafone Ltd,7200,01/04/2004,SBR
29308715,Advertising Right and Premises,"B/D No 2427-2433 E/Bound M62, Hartshead Moor Service Area, Hartshead Moor, Brighouse            HD6 4JX",Admedia Ltd,4500,01/04/2004,SBR
29308716,Advertising Right and Premises,"Ad Rt Adm'Ia Bd 2420-2426 Wb, Hartshead Moor Service Area, Hartshead Moor, Brighouse            HD6 4JX",Admedia Ltd,3150,01/04/2004,SBR
29308724,Communication Station and Premises,"Vodafone (10067) Pico, Hartshead Services Westbound, Hartshead Moor, Brighouse            HD6 4JX",Vodafone Ltd,2500,01/04/2010,SBR
29308725,Communication Station and Premises,"Vodafone (10615) Pico, Hartshead Services Eastbound, Hartshead Moor, Brighouse            HD6 4JX",Vodafone Ltd,2500,01/04/2010,SBR
29308726,Site Of Atm And Premises,"Atm C'Tronic (E/Bnd Pfs), Hartshead Moor Service Area, Hartshead Moor, HD6 4JX",Cardtronics Uk Ltd,900,01/04/2010,SBR
29308727,Site Of Atm And Premises,"Atm C'Tronic E Bound, Hartshead Moor Service Area, Hartshead Moor, HD6 4JX",Cardtronics Uk Ltd,1300,01/04/2010,SBR
29308730,Site Of Atm And Premises,"Atm C'Tronic (W/Bnd Pfs), Hartshead Moor Service Area, Hartshead Moor, HD6 4JX",Cardtronics Uk Ltd,1300,01/04/2010,SBR
29308731,Motorway Service Area,"Welcome Break, Hartshead Moor Service Area, Hartshead Moor, Brighouse            HD6 4JX",Welcome Break Group Plc,1660000,01/01/2016,
29312700,Youth Centre And Premises,"Brighouse Youth Centre, Healey Wood Road, Brighouse, HD6 1HJ",Calderdale Mbc Children & Young People's Services,13250,01/04/1990,SBR
29316005,Store And Premises,"5 Heaton Street, Brighouse, HD6 1HG",Websters (Brighouse) Ltd,6500,01/04/1990,SBR
29316701,Car Park and Premises,"Heaton Street, Brighouse, HD6 1HG",,2400,01/04/2016,SBR
29320700,Car Park,"Between 1 & 3 Hey Street, Brighouse, HD6 4AT",,750,01/04/1990,SBR
29320701,Stores And Premises,"S/O 6 Hey Street, Brighouse, HD6 4AT",,1850,08/02/2002,SBR
29324001,Offices and Premises,"1 High Street, Brighouse, HD6 1DE",High Street Management Services Ltd,5600,01/04/2016,SBR
29324002,Surgery And Premises,"2 High Street, Brighouse, HD6 1DE",,7000,05/09/2014,SBR
29328097,Shop and Premises,"97 Highfield Road, Rastrick, Brighouse, HD6 3JA",,3100,03/04/2000,SBR
29328099,Shop and Premises,"99 Highfield Road, Rastrick, Brighouse, HD6 3JA",,9100,05/11/2005,SBR
29328701,Shop and Premises,"87 Highfield Road, Rastrick, Brighouse, HD6 3JA",Highfield Newsagents (Yorkshire) Ltd,7600,01/04/2009,SBR
29328702,Shop and Premises,"85A Highfield Road, Rastrick, Brighouse, HD6 3JA",Curry Chef (Yorkshire) Ltd,4900,06/06/2015,SBR
29328703,Shop and Premises,"85 Highfield Road, Rastrick, Brighouse, HD6 3JA",,9000,01/04/2015,ER
29328704,Shop and Premises,"89/95 Highfield Road, Rastrick, Brighouse, HD6 3JA",Co-Operative Group Ltd,25750,01/04/2010,SBR
29328705,Site Of Atm And Premises,"Atm Site, 89/95 Highfield Road, Rastrick, Brighouse            HD6 3JA",Co-Operative Group Ltd,5900,01/04/2010,SBR
29336004,Community Centre And Premises,"Highmoor Community Centre, 2 Highmoor Crescent, Clifton, Brighouse            HD6 4HZ",Pennine Housing 2000 Ltd,2450,01/04/2005,SBR
29337700,Golf Course And Premises,"Willow Valley Golf, & Country Club, Highmoor Lane, Clifton             HD6 4JB",Willow Valley Golf & Country Club,78000,03/10/1993,
29337704,Communication Station and Premises,"Telecommunication Mast, Site Ref 18748, Highmoor Lane, Brighouse            HD6 4JB",Tefonica O2 (Uk) Ltd,4300,01/04/2006,SBR
29337705,Cafe and Premises,"T62, Highmoor Lane, Clifton, Brighouse            HD6 4JB",,670,12/09/2009,SBR
29344004,Shop and Premises,"4 Huddersfield Road, Brighouse, HD6 1JZ",,11250,22/12/2014,ER
