LIABILITY_TYPE,RATEPAYER,Property Address,Billing Address,PROPREF,2010 Rating list value,Rates Payable,LIABILITY_START
C,Burrwood Garage Ltd,"Miall Street Mills, Miall Street, Halifax, HX1 4AE","Pellon Lane, Halifax, HX1 4AA",65788700,5200,2449.2,01/04/2007
I,,"Dam Head, Shibden, Halifax, HX3 7UL","Selby House, Dam Head, Shibden, Halifax, HX3 7UL",64773700,1475,694.73,22/06/2007
C,Dean Clough Ltd,"Unit DY/1, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64784751,5100,2402.1,01/01/2006
I,,"R/O 25 Bethel Street, Brighouse, HD6 1JR","25 Bethel Street, Brighouse, HD6 1JR",29048712,990,466.29,01/04/2006
I,,"56 Oxford Lane, Siddal, Halifax, HX3 9BJ","39 Elderberry Drive, Siddal, Halifax, HX3 9EN",68168056,1400,653.77,28/11/2006
I,,"Bridge End, Brighouse, HD6 3DH","688 Bradford Road, Bradley Bar, Huddersfield, HD2 2JY",29092701,850,400.35,01/04/2006
C,Calderdale Mbc,"10 The Colonnade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252756,2550,1201.05,04/11/2007
C,Calderdale Mbc,"21 The Colonnade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252729,1575,741.83,27/12/2007
C,Asda Stores Ltd,"69a Huddersfield Road, Elland, HX5 9AA","G L Hearn Management Ltd, Po Box 1610, Southampton, SO15 3WX",56132763,10250,4827.75,01/04/2008
C,Mmt Scheme Trsts. Dsm/Dps,"Office 1 Shay Lane Works, Shay Lane, Halifax, HX3 6SF","43a New Road, Bourne End, Bucks, SL8 5BS",68536833,620,292.02,31/03/2008
C,Rock Structural Engineering Ltd,"Unit 2 First Floor Offices, Holmfield Works, Shay Lane, Halifax              HX2 9AP","Airedale Barn, Bradford Road, Sandbeds, Keighley, BD21 5LR",68536828,5300,2496.3,01/04/2008
I,,"12 Pellon Lane, Halifax, HX1 5SP","Flat Above, 12 Pellon Lane, Halifax, HX1 5SP",68236012,5900,2778.9,07/02/2008
I,,"Unit 9 Lower Brearley Mill, Luddendenfoot, Halifax, HX2 6HU","62 Caldene Avenue, Mytholmroyd, Hebden Bridge, HX7 5AJ",64356713,4400,2072.4,01/04/2008
C,Artsmill Artgroup,"Units 2-5 Linden Works, Linden Road, Hebden Bridge, HX7 7DP","Linden Mill, Linden Road, Hebden Bridge, HX7 7DP",76340715,5800,2731.8,01/04/2003
I,"R.S.P.C.A. Halifax, Huddersfield","125 Halifax Road, Ripponden, Sowerby Bridge, HX6 4DA","And  District Branch, The Rspca Animal Shelter, Wade Street, Halifax, HX1 1SN",77240125,2425,1142.18,20/05/2010
C,A T C Properties Ltd,"Suite 2C First Floor, Fountain Chambers, Fountain Street, Halifax              HX1 1LW","7 Cottage Road, Headingley, Leeds, LS6 4DD",65100022,2050,965.55,31/07/2008
C,Seddon Homes Ltd,"Melbourne Street, Hebden Bridge, HX7 6AS","Birchwood One Business Park, Dewhurst Road, Birchwood, Warrington, WA3 7GB",76364703,3500,1648.5,01/08/2009
C,Seddon Homes Ltd,"Melbourne Works, Melbourne Street, Hebden Bridge, HX7 6AS","Birchwood One Business Park, Dewhurst Road, Birchwood, Warrington, WA3 7GB",76364707,4550,2143.05,01/08/2009
C,Seddon Homes Ltd,"Melbourne Street, Hebden Bridge, HX7 6AS","Birchwood One Business Park, Dewhurst Road, Birchwood, Warrington, WA3 7GB",76364706,680,320.28,01/08/2009
C,Assn Of Islamic Charitable Projects,"Park United Reformed Church, Francis Street, Halifax, HX1 5JY","Sunniyy Centre, Francis Street, Halifax, HX1 5JY",65104700,2550,1201.05,11/06/2010
C,Calderdale Mbc,"34/35 The Colonnade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252746,5100,2402.1,01/04/2010
C,Overgate Hospice,"First Floor, 13A School Lane, Todmorden, OL14 5AG","30 Hullen Edge Road, Elland, HX5 0QY",78412708,1475,694.73,01/06/2010
I,,"10 Martin House, 2 Martin Street, Brighouse, HD6 1DA","457 Wakefield Road, Dalton, Huddersfield, HD5 8DA",29408713,1750,824.25,01/07/2010
C,Calderdale Mbc,"77 Arcade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252786,10500,4945.5,01/06/2010
C,Seddon Homes Ltd,"Melbourne Street, Hebden Bridge, HX7 6AP","Birchwood One Business Park, Dewhurst Road, Birchwood, Warrington, WA3 7GB",76364704,1225,576.98,01/08/2009
C,Units To Let [Northern] Ltd,"Unit 11 First Floor, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF","Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",77340746,610,287.31,19/05/2010
C,Overgate Hospice,"218 King Cross Road, Halifax, HX1 3JP","30 Hullen Edge Road, Elland, HX5 0QY",65516720,6900,3249.9,16/07/2010
I,,"30 Waterhouse Street, Halifax, HX1 1UQ",,69304030,3850,1813.35,01/06/2011
I,,"1ST & 2ND Floors, 34 Bull Green, Halifax, HX1 5AB","215/217 Queens Road, Halifax, HX1 4NJ",64436808,2375,1118.63,01/04/2010
I,,"The Old Fire Station, Rochdale Road, Todmorden, OL14 7NA","5 Wood Cottages, Todmorden, OL14 6PS",78400827,1600,753.6,18/02/2011
C,Redman Properties,"2ND Floor, 3 Silver Street, Halifax, HX1 1HS","Waterside, Wakefield Road, Halifax, HX3 0UA",68580725,11750,5534.25,24/06/2011
C,Turning Point Counselling Service,"1 & 5 Martin House, Martin Street, Brighouse, HD6 1DA","(Treasurer), 2 Longroyde Road, Brighouse, HD6 3AR",29408711,2550,1201.05,01/04/2009
C,Halifax Opportunities Trust,"Office 12 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",64242710,3450,1624.95,01/07/2010
I,,"Grange Yard, Midgley Road, Mytholmroyd, Hebden Bridge        HX7 5LL",,76236700,700,329.7,07/07/2010
C,Countryside Learning,"Unit 4F, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",,76160797,3450,1635.21,01/05/2010
I,,"Office 2 & 3, Church View Office Centre, Elland Road, Ripponden            HX6 4DB","Chapelfield Mills, Elland Road, Ripponden, Sowerby Bridge, HX6 4DB",77196714,3550,1672.05,01/08/2010
C,Bradford Property Restoration Ltd,"2 West End, Hebden Bridge, HX7 8UQ","C/O Spencer Wilson & Co, Equitable House, 55 Pellon Lane, Halifax, HX1 5SP",76060701,2050,965.55,01/06/2010
C,Co-Operative Group Ltd,"King Street, Brighouse, HD6 1NX","C/O Rate Account Management, Colliers Ip Advisors Uk Llp, 12th Flr Eleven Brindley Place, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP",29372707,2400,1130.4,01/04/2010
I,,"161B First Floor, King Cross Road, Halifax, HX1 3LN","159 King Cross Road, King Cross, Halifax, HX1 3LN",65516760,1050,494.55,02/10/2010
I,,"7 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH","75 Queensway, Halifax, HX1 4RN",77476007,5900,2778.9,01/04/2010
C,Setbray Properties Ltd,"2ND Floor Unit 1, New Oxford House, Albert Street, Hebden Bridge        HX7 8AH","Suite 1 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",76012727,11250,5298.75,01/10/2010
C,Heritage Works Buildings Preservation Trust Ltd,"Unit 4 Causey Hall, Dispensary Walk, Halifax, HX1 1QL","61 Bloom Street, Manchester, M1 3LY",64824708,10000,4710,01/04/2011
C,Sackville Spf Iv (Gp) No. 3 Ltd,"2 Crown Street, Hebden Bridge, HX7 8EH","C/O Gbr Phoenix & Beard Ltd, The Exchange, 19 Newhall Street, Birmingham, B3 3JP",76176002,7900,3720.9,29/06/2011
C,Overgate Hospice Support Ltd,"Unit 4 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ","30 Hullen Edge Road, Elland, HX5 0QY",29084795,8600,4050.6,01/08/2011
C,Dean Clough Ltd,"1ST Floor Old Fire Station, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64885710,11250,5298.75,19/04/2011
I,,"18 Water Street, Todmorden, OL14 5AB","Low House Farm, Stocks Lane, Queensbury, Bradford, BD13 2RW",78508018,2250,1059.75,07/08/2011
C,O & C Management Services Ltd,"First Floor, 1 Wards End, Halifax, HX1 1DD","9 Harrison Road, Halifax, HX1 2AF",69400700,4950,2331.45,30/07/2010
C,Daniel Thwaites Plc,"Bulls Head Hotel, Town Hall Street, Sowerby Bridge, HX6 2EA","Star Brewery, Penny Street, Blackburn, Lancs, BB1 6HL",77600710,8100,3815.1,23/09/2010
C,British Waterways Board,"Unit 3 First Floor, No. 4 Warehouse, Canal Wharf, Sowerby Bridge       HX6 2AG","Shared Service Centre, Fearns Wharf, Neptune Street, Leeds, LS9 8TB",77128733,6000,2826,02/09/2010
I,,"Old Coach House, Oak Street, Elland, HX5 0JJ","10 Coleridge Street, Halifax, HX1 2JF",56184701,3500,1648.5,01/04/2010
C,Calder Valley Steiner Education Ltd,"St John's Centre, Church Bank Lane, Cragg Vale, Hebden Bridge        HX7 5TF",,76680701,4850,2284.35,06/09/2010
I,,"3 Whitwell Grove, Elland, HX5 9EJ","3 Whitwell Grove, Elland, Halifax, HX5 9EJ",56260003,2250,1059.75,28/12/2010
C,Dean Clough Ltd,"Office Suite D49, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64788803,840,395.64,01/01/2011
C,The Royal British Legion,"4 Hopwood Lane, Halifax, HX1 5HW","Halifax Central Branch, C/O Mr. T. Jones - Secretary, 4 Hopwood Lane, Halifax, HX1 5HW",65364753,7600,3579.6,01/04/2010
C,A & B Installations Ltd,"Unit 2 & 3, Langfield Business Park, Norland Road, Sowerby Bridge       HX6 3DF","2 & 3 Langfield Business Park, Norland Road, Sowerby Bridge, HX6 4BD",77388706,7000,3249.54,05/08/2011
C,Blackshaw Holdings Ltd,"Units 20-23, Birkby House, Birkby Lane, Bailiff Bridge","St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",29056739,8400,3956.4,21/06/2011
C,Dean Clough Ltd,"The Old Fire Station 2ND &, 3RD Floors,Dean Clough Mills, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64784870,8600,4050.6,01/04/2011
C,W R P Holdings Ltd,"Unit 8 Springvale Works, Elland Road, Brighouse, HD6 2RN","Unit 2, Springvale Works, Elland Road, Brighouse, HD6 2RN",29236819,141,66.41,01/04/2010
C,Y C P D (Shaw Lodge) Limited (In Administration),"Level 2 The 1830 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET","12th Floor, The Basilica, 2 King Charles Street, Leeds, LS1 6LS",68526707,2250,1059.75,01/06/2011
C,,"3 Crown Yard, Southgate, Elland, HX5 0DQ","1 Crown Yard, Southgate, Elland, HX5 0DQ",56224702,2500,1177.5,01/09/2011
I,,"First Floor 2, 16 Church Lane, Brighouse, HD6 1AT","Old Haugh End, Haugh End Lane, Sowerby Bridge, HX6 3BJ",29156722,1500,706.5,01/04/2010
C,Bailiff Bridge Community Centre Ltd,"Bailiff Bridge, Community Centre, Victoria Road, Bailiff Bridge       HD6 4DX",,29600711,11500,5416.5,20/11/2010
C,The Greetland Academy,"Sunnybank Pre School, Saddleworth Road, Greetland, Halifax              HX4 8AG",,68444758,5700,2920.2,01/01/2011
I,,"Slitheroe Works, Oldham Road, Rishworth, Sowerby Bridge       HX6 4EW","C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",77412717,5600,2637.6,08/12/2010
C,Warmco Space Heating Ltd,"Part Ground Floor, Wilkin Royd Mill, Wood Street, Brighouse           HD6 1PW","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29648709,960,452.16,15/05/2010
C,Warmco Space Heating Ltd,"Part Ground & First Floors, Wilkin Royd Mills, Mill Lane, Brighouse           HD6 1PN","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29648707,1450,682.95,14/05/2010
C,Calderdale Mbc,"7 The Colonnade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252739,2500,1177.5,01/01/2011
I,,"173 Queens Road, Halifax, HX1 4LN","173 Queens Road, Halifax, HX1 4LN",68308173,2425,1142.18,28/02/2011
C,Calderdale Mbc Land & Property Services,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF","Westgate House, Westgate, Halifax, HX1 1PS",65276712,3800,1789.8,01/04/2011
C,Calderdale Mbc Land & Property Services,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF","Westgate House, Westgate, Halifax, HX1 1PS",65276706,1150,541.65,01/04/2011
C,Calderdale Mbc Land & Property Services,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF","Westgate House, Westgate, Halifax, HX1 1PS",65276705,1375,647.63,01/04/2011
C,Calderdale Mbc Land & Property Services,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF","Westgate House, Westgate, Halifax, HX1 1PS",65276708,10000,4710,01/04/2011
C,Roch Valley Homes Ltd,"Unit 7 Hollins Mill, Hollins Road, Todmorden, OL14 6QF","2nd Floor, Hollins Mill, Walsden, Todmorden, OL14 6SA",78224703,5100,2402.1,18/02/2011
C,Dean Clough Ltd,"Bowling Mill Ground Floor, Dean Clough, Halifax, HX3 6UP","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64784846,3850,1813.35,13/11/2010
C,Calderdale Mbc Markets Manager,"Storeroom 4 Market Hall, Brook Street, Todmorden, OL14 5AJ","19 Albion Street, Halifax, HX1 1DU",78068734,104,48.98,26/01/2011
C,Rspca Rochdale And District Branch,"27 Burnley Road, Todmorden, OL14 7BU","1 Red Cross Street, Rochdale, Lancs, OL12 0NZ",78076027,3400,1601.4,01/12/2010
C,Calderdale Mbc Land & Property Services,"Ground Floor, West Yorkshire Fire Station, Hollins Mill Lane, Sowerby Bridge       HX6 2QG","Westgate House, Westgate, Halifax, HX1 1PS",77276728,2200,1036.2,01/05/2008
I,,"22 Dean Street, Greetland, Halifax, HX4 8DW","24 Holling Street, Cottingley, Bingley, BD16 1SH",64800022,2550,1201.05,01/04/2002
I,,"Unit 3D, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL","Drakes Industrial Estate, Shay Lane, Halifax, HX3 6RL",68536838,1800,847.8,01/05/2008
C,Colt Enterprise [Calderdale] Ltd,"Unit 3 Bridgefield Mills, Elland Bridge, Elland, HX5 0SG","C/O Project Colt Mill, Bridgefield Mills, Elland, HX5 0SG",56080727,3600,1695.6,01/06/2008
I,,"Unit 2, 38 Sunderland Street, Halifax, HX1 5AF","1a Gerard Street, Halifax, HX1 5DG",68880705,3900,1836.9,01/10/2007
C,Halifax Society For The Blind,"Ground Floor & Basement, 34 Clare Road, Halifax, HX1 2HX","Ground Floor, 34 Clare Road, Halifax, HX1 2HX",64584775,9500,4474.5,24/06/2008
C,Northgate Halifax Ltd,"95 Northgate, Halifax, HX1 1XF","28 Prescott Street, Halifax, HX1 2LG",68096095,9200,4333.2,01/10/2007
C,Dews Motor Group Ltd,"North Bridge, Northgate, Halifax, HX1 1XJ","Northgate, Halifax, HX1 1XJ",68096702,1575,741.83,17/09/2005
C,Calderdale Mbc Markets Manager,"Balcony Store 14, Borough Market, Halifax, HX1 1DZ","19 Albion Street, Halifax, HX1 1DU",64288786,530,249.63,01/04/2008
C,S H Containers Ltd,"First Floor Unit 3, The Works, Wood Street, Brighouse            HD6 1PW","9a Robertown Lane, Liversedge, WF15 7NR",29648712,2450,1153.95,07/10/2007
C,Towngate Plc,"Part Ground Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB","C/O Sanderson Weatherall Llp, 25 Wellington Street, Leeds, LS1 4WG",29656736,4300,2025.3,30/06/2008
I,,"Brookfoot Lane, Southowram, Halifax, HX3 9SX","C/O Dickinson & Harrison, 12 Bull Green, Halifax, HX1 5AB",64408700,940,442.74,01/01/2009
I,,"4A Tillotson Buildings, Luddendenfoot, Halifax, HX2 6AG","23 Goldfields Way, Greetland, Halifax, HX4 8LA",69072004,1300,612.3,23/05/2009
C,Blackshaw Holdings Ltd,"Unit 31 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ","St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",29056713,2000,942,01/10/2006
C,Royds Properties Ltd,"First Floor Unit 9, Wellington Mills, Quebec Street, Elland               HX5 9BX","Lea House, Spring Lane, New Mill, Huddersfield, HD9 7EH",56196743,5500,2590.5,01/05/2008
C,The Menzil Trust,"14 Carlton Street, Halifax, HX1 2AL","14 Carlton Street, Halifax, HX1 2AL",64488712,5600,2637.6,01/08/2008
I,,"Basement Of Unit 20A, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL","Unit 20a, Drakes Industrial Estate, Shay Lane, Halifax, HX3 6RL",68536816,1250,588.75,01/10/2008
C,Calderbrook Estates Ltd,"Office No 1, Ladyship Industrial Estate, Old Lane, Halifax             HX3 5QN","Waterside House, Central Works, Oldham Road, Ripponden, HX6 4DN",68132730,1875,883.13,01/10/2008
C,Siddal A.R.L.F.C,"Siddal Sports, And Community Centre, Exley Lane, Siddal               HX3 9EW"," [Treasurer], Siddal Sports & Community Cent, Exley Lane, Siddal, Halifax, HX3 9EW",65052705,8500,4003.5,24/05/2008
C,Robin Wood Property Services,"Unit 8C Robinwood Mill, Burnley Road, Todmorden, OL14 8JA","C/O Stephensons Animal Feeds Ltd, Riley Street Mill, Burnley Road, Todmorden, OL14 7DH",78076875,2225,1047.98,01/04/2008
C,Units To Let [Northern] Ltd,"Unit 16B First Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS","Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",77690713,960,452.16,01/04/2008
C,Units To Let [Northern] Ltd,"Unit 31A Ground Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS","Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",77690714,570,268.47,01/04/2008
C,Calderdale Mbc,"18 The Colonnade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252732,2550,1201.05,03/09/2008
C,Calder Brook Estates Ltd,"Unit 5, Ladyship Industrial Estate, Old Lane, Halifax              HX3 5QN","C/O Waterside House, Central Works, Oldham Road, Ripponden, HX6 4DN",68132753,1600,753.6,01/04/2008
C,Calder Brook Estates Ltd,"Unit 8, Ladyship Industrial Estate, Old Lane, Halifax              HX3 5QN","C/O Waterside House, Central Works, Oldham Road, Ripponden, HX6 4DN",68132755,1625,765.38,01/04/2008
I,,"45 Hopwood Lane, Halifax, HX1 5ER",,65364045,1875,876.56,30/07/2008
C,Community Transport Ltd,"Office Suite E 107, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E107, Dean Clough Mills, Halifax, HX3 5AX",64784848,8100,3815.1,01/09/2008
C,Badger Sports And Social Club,"500 Elland Road, Elland, HX5 9JB",,56088500,8900,4286.1,01/11/2007
C,Property Holdings Executive Scheme,"Trinity House, Blackwall, Halifax, HX1 2QR","Woodthorpe, 1 Gleddings Close, Halifax, HX3 0JD",64268709,6500,3061.5,04/07/2008
C,Y C P D (Shaw Lodge) Limited (In Administration),"Level 1 The 1862 Warehouse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET","12th Floor, The Basilica, 2 King Charles Street, Leeds, LS1 6LS",68526737,8400,3956.4,25/08/2009
C,R A Technology Ltd,"Ground Floor Wing, Wakefield House, 84 Wakefield Road, Brighouse            HD6 1QL","84 Wakefield Road, Brighouse, HD6 1QL",29608761,5900,2778.9,08/06/2009
C,The Lifeline Project,"36 Bridge Gate, Hebden Bridge, HX7 8EX",,76060036,5300,2496.3,07/10/2009
C,Y C P D (Shaw Lodge) Limited (In Administration),"LEVEL-1 The 1830 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET","12th Floor, The Basilica, 2 King Charles Street, Leeds, LS1 6LS",68526705,4850,2284.35,01/04/2009
C,Westfield Properties Ltd,"Unit 15, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ","1st Floor, 4 West Street, Todmorden, OL14 5HY",65164738,1775,836.03,01/02/2010
C,Hutchinson Construction [Northern] Ltd,"Empire House, 11 Mulcture Hall Road, Halifax, HX1 1SP","5 Lydgate Park, Lightcliffe, Halifax, HX3 8TB",65900707,10250,4827.75,01/02/2010
C,Binns & Sons (Greetland) Ltd,"Second Floor, Brian Royd Mills, Brian Royd Lane, Greetland            HX4 8PE","Brian Royd Mills, Saddleworth Road, Greetland, Halifax, HX4 8NF",64873713,1825,859.58,01/11/2009
C,Kaberry Building Ltd,"Triangle Inn, Rochdale Road, Triangle, Sowerby Bridge      HX6 3NE","Boo Hole, Bury New Road, Heywood, Greater Manchester, OL10 3JY",77464704,7300,3438.3,25/03/2010
I,,"19 Mixenden Road, Mixenden, Halifax, HX2 8PE","122 Sandford Road, Bradford, BD3 9NU",65824700,1700,953.55,14/06/2010
C,Calderdale Mbc Land & Property Services,"West Yorkshire Fire Service, Hollins Mill Lane, Sowerby Bridge, HX6 2QG","Westgate House, Westgate, Halifax, HX1 1PS",77276729,3650,1719.15,01/04/2008
I,,"Office No 1, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS","The Acers, Steps Lane, Sowerby Bridge, HX6 2JH",77648721,1225,576.98,16/07/2008
I,,"Part Unit 16, Washer Lane Works, Washer Lane, Halifax              HX2 7DX","36 Bradley View, Holywell Green, Halifax, HX4 9DN",68296740,1075,506.33,01/09/2008
C,Units To Let [Northern] Ltd,"Container No. 3, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF","Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",77340732,200,94.2,01/04/2008
C,Bizspace Ltd,"Unit 7B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, 1 Albert Place, Finchley, London, N3 1QB",64628799,1050,494.55,31/10/2008
I,,"Former Coal Drops, Station Road, Sowerby Bridge, HX6 3AB","The Quarry, Ten Yards Lane, Thornton, Bradford, BD13 3SE",77552707,6200,2920.2,01/04/2008
C,Asda Stores Ltd,"69a Huddersfield Road, Elland, HX5 9AA","G L Hearn Management Ltd, Po Box 1610, Southampton, SO15 3WX",56132765,1475,694.73,01/04/2008
I,,"Second Floor Warehouse, 43-51 Queens Road, Halifax, HX1 3NS","1 Greenroyd Close, Savile Heath, Halifax, HX3 0JX",68308813,1525,718.28,01/04/2008
I,,"First Floor Warehouse B, 43-51 Queens Road, Halifax, HX1 3NS","1 Greenroyd Close, Savile Heath, Halifax, HX3 0JX",68308812,2025,953.78,01/04/2008
C,The Fielden Centre Association,"Old School House, Ewood Lane, Todmorden, OL14 7DD","Fao The Treasurer, Fielden Centre, Ewood Lane, Todmorden, OL14 7DG",78152706,3800,1789.8,01/11/2008
