ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,-853.9,RESIDENTIAL LONG TERM,V001023640
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,-690.12,RESIDENTIAL LONG TERM,V001023641
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,-690.12,RESIDENTIAL LONG TERM,V001023642
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,6656.08,RESIDENTIAL LONG TERM,V001023643
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,-759.82,RESIDENTIAL LONG TERM,V001023644
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,-640.04,RESIDENTIAL LONG TERM,V001023646
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,-640.04,RESIDENTIAL LONG TERM,V001023647
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,5274.16,RESIDENTIAL LONG TERM,V001023648
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,3485.8,RESIDENTIAL LONG TERM,V001023652
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,01/07/2016,4453.48,RESIDENTIAL LONG TERM,V001023653
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,01/07/2016,849.24,PERSONAL BUDGETS - MANAGED,V001023654
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,01/07/2016,4669.84,RESIDENTIAL LONG TERM,V001023655
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,-500.88,RESIDENTIAL LONG TERM,V001023656
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,3809.6,RESIDENTIAL LONG TERM,V001023659
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,AUTISM PLUS LIMITED,01/07/2016,4150.96,RESIDENTIAL LONG TERM,V001023660
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,01/07/2016,1435.2,PERSONAL BUDGETS - MANAGED,V001023661
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,01/07/2016,3417.56,RESIDENTIAL LONG TERM,V001023662
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,3577,RESIDENTIAL LONG TERM,V001023666
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,01/07/2016,3642.2,RESIDENTIAL LONG TERM,V001023667
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,01/07/2016,4129.76,RESIDENTIAL LONG TERM,V001023668
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,01/07/2016,1435.2,PERSONAL BUDGETS - MANAGED,V001023669
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,01/07/2016,1080,PERSONAL BUDGETS - MANAGED,V001023671
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,01/07/2016,1004.32,PERSONAL BUDGETS - MANAGED,V001023672
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,BROOKFIELD CARE HOME,01/07/2016,-1676.72,RESIDENTIAL LONG TERM,V001023674
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,BROOKFIELD CARE HOME,01/07/2016,-1676.72,RESIDENTIAL LONG TERM,V001023675
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,BROOKFIELD CARE HOME,01/07/2016,1676.72,RESIDENTIAL LONG TERM,V001023676
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,BROOKFIELD CARE HOME,01/07/2016,1676.72,RESIDENTIAL LONG TERM,V001023677
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,BROOKFIELD CARE HOME,01/07/2016,1676.72,RESIDENTIAL LONG TERM,V001023678
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,01/07/2016,864,PERSONAL BUDGETS - MANAGED,V001023679
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,01/07/2016,864,PERSONAL BUDGETS - MANAGED,V001023680
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,01/07/2016,1514.8,PERSONAL BUDGETS - MANAGED,V001023681
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,4224,RESIDENTIAL LONG TERM,V001023685
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,DAVID LEWIS ORGANISATION,01/07/2016,13008.76,RESIDENTIAL LONG TERM,V001023686
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,3747.6,RESIDENTIAL LONG TERM,V001023687
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,4372.2,RESIDENTIAL LONG TERM,V001023688
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,4372.2,RESIDENTIAL LONG TERM,V001023689
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,4372.2,RESIDENTIAL LONG TERM,V001023690
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,01/07/2016,1004.32,PERSONAL BUDGETS - MANAGED,V001023691
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,01/07/2016,1148.16,PERSONAL BUDGETS - MANAGED,V001023692
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,01/07/2016,1435.2,PERSONAL BUDGETS - MANAGED,V001023693
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,01/07/2016,1680,PERSONAL BUDGETS - MANAGED,V001023694
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,NEWMARK CARE LTD,01/07/2016,1593,PERSONAL BUDGETS - MANAGED,V001023695
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,01/07/2016,1680,PERSONAL BUDGETS - MANAGED,V001023696
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,2982.2,RESIDENTIAL LONG TERM,V001023697
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,01/07/2016,-1103.24,RESIDENTIAL LONG TERM,V001023699
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,01/07/2016,-1103.24,RESIDENTIAL LONG TERM,V001023700
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,01/07/2016,1103.24,RESIDENTIAL LONG TERM,V001023701
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,01/07/2016,1103.24,RESIDENTIAL LONG TERM,V001023702
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,01/07/2016,1103.24,RESIDENTIAL LONG TERM,V001023703
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,01/07/2016,3752.76,RESIDENTIAL LONG TERM,V001023704
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,01/07/2016,-1397.24,RESIDENTIAL LONG TERM,V001023705
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,01/07/2016,-1397.24,RESIDENTIAL LONG TERM,V001023706
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,01/07/2016,1397.24,RESIDENTIAL LONG TERM,V001023707
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,01/07/2016,1397.24,RESIDENTIAL LONG TERM,V001023708
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,01/07/2016,1397.24,RESIDENTIAL LONG TERM,V001023709
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,01/07/2016,-1196.24,RESIDENTIAL LONG TERM,V001023710
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,01/07/2016,-1196.24,RESIDENTIAL LONG TERM,V001023711
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,01/07/2016,1196.24,RESIDENTIAL LONG TERM,V001023712
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,01/07/2016,1196.24,RESIDENTIAL LONG TERM,V001023713
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,01/07/2016,-1196.24,RESIDENTIAL LONG TERM,V001023714
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,01/07/2016,-1196.24,RESIDENTIAL LONG TERM,V001023715
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,01/07/2016,1196.24,RESIDENTIAL LONG TERM,V001023716
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,01/07/2016,1196.24,RESIDENTIAL LONG TERM,V001023717
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,01/07/2016,-1719.04,RESIDENTIAL LONG TERM,V001023718
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,01/07/2016,-1719.04,RESIDENTIAL LONG TERM,V001023719
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,01/07/2016,1719.04,RESIDENTIAL LONG TERM,V001023720
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,01/07/2016,1719.04,RESIDENTIAL LONG TERM,V001023721
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,01/07/2016,1719.04,RESIDENTIAL LONG TERM,V001023722
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,AVERILL HOUSE CARE HOME,01/07/2016,-1246.6,RESIDENTIAL LONG TERM,V001023723
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,AVERILL HOUSE CARE HOME,01/07/2016,-1246.6,RESIDENTIAL LONG TERM,V001023724
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,AVERILL HOUSE CARE HOME,01/07/2016,1246.6,RESIDENTIAL LONG TERM,V001023725
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,AVERILL HOUSE CARE HOME,01/07/2016,1246.6,RESIDENTIAL LONG TERM,V001023727
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,AVERILL HOUSE CARE HOME,01/07/2016,1246.6,RESIDENTIAL LONG TERM,V001023728
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,01/07/2016,-1613.04,NURSING LONG TERM,V001023729
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,01/07/2016,-1613.04,NURSING LONG TERM,V001023730
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,01/07/2016,1613.04,NURSING LONG TERM,V001023731
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,01/07/2016,1613.04,NURSING LONG TERM,V001023732
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,01/07/2016,1613.04,NURSING LONG TERM,V001023733
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,OAKLAND HOUSE CARE HOME,01/07/2016,-1877.92,NURSING LONG TERM,V001023734
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,OAKLAND HOUSE CARE HOME,01/07/2016,-1877.92,NURSING LONG TERM,V001023735
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,OAKLAND HOUSE CARE HOME,01/07/2016,1877.92,NURSING LONG TERM,V001023736
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,OAKLAND HOUSE CARE HOME,01/07/2016,1877.92,NURSING LONG TERM,V001023737
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,OAKLAND HOUSE CARE HOME,01/07/2016,1877.92,NURSING LONG TERM,V001023739
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,01/07/2016,1692.08,NURSING LONG TERM,V001023740
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,01/07/2016,849.24,PERSONAL BUDGETS - MANAGED,V001023741
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,01/07/2016,-1272.6,NURSING LONG TERM,V001023742
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,01/07/2016,-1272.6,NURSING LONG TERM,V001023743
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,01/07/2016,1272.6,NURSING LONG TERM,V001023744
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,01/07/2016,1272.6,NURSING LONG TERM,V001023745
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,01/07/2016,1272.6,NURSING LONG TERM,V001023746
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,01/07/2016,631.52,PERSONAL BUDGETS - MANAGED,V001023749
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,WIRRAL AUTISTIC SOCIETY,01/07/2016,3460.4,RESIDENTIAL LONG TERM,V001023750
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,SUNNYBANK P R S LTD,01/07/2016,3237.6,RESIDENTIAL LONG TERM,V001023751
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,01/07/2016,789.4,PERSONAL BUDGETS - MANAGED,V001023752
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,01/07/2016,6002.52,RESIDENTIAL LONG TERM,V001023753
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,01/07/2016,1596.92,PERSONAL BUDGETS - MANAGED,V001023754
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,01/07/2016,-1397.24,RESIDENTIAL LONG TERM,V001023755
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,01/07/2016,-1397.24,RESIDENTIAL LONG TERM,V001023757
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,01/07/2016,1397.24,RESIDENTIAL LONG TERM,V001023758
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,01/07/2016,1397.24,RESIDENTIAL LONG TERM,V001023759
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,01/07/2016,1397.24,RESIDENTIAL LONG TERM,V001023760
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,01/07/2016,4231.96,RESIDENTIAL LONG TERM,V001023761
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,CANTERBURY CARE HOMES LIMITED,01/07/2016,-1398.04,RESIDENTIAL LONG TERM,V001023762
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,CANTERBURY CARE HOMES LIMITED,01/07/2016,-1398.04,RESIDENTIAL LONG TERM,V001023763
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,CANTERBURY CARE HOMES LIMITED,01/07/2016,1398.04,RESIDENTIAL LONG TERM,V001023764
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,CANTERBURY CARE HOMES LIMITED,01/07/2016,1398.04,RESIDENTIAL LONG TERM,V001023766
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,CANTERBURY CARE HOMES LIMITED,01/07/2016,1398.04,RESIDENTIAL LONG TERM,V001023767
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,1400,PERSONAL BUDGETS - MANAGED,V001023768
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,01/07/2016,10799.4,RESIDENTIAL LONG TERM,V001023769
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,01/07/2016,-1196.24,RESIDENTIAL LONG TERM,V001023770
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,01/07/2016,-1196.24,RESIDENTIAL LONG TERM,V001023771
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,01/07/2016,1196.24,RESIDENTIAL LONG TERM,V001023772
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,01/07/2016,1196.24,RESIDENTIAL LONG TERM,V001023774
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,FREEHOLD COTTAGE,01/07/2016,-1601.6,RESIDENTIAL LONG TERM,V001023775
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,FREEHOLD COTTAGE,01/07/2016,-1601.6,RESIDENTIAL LONG TERM,V001023776
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,FREEHOLD COTTAGE,01/07/2016,1601.6,RESIDENTIAL LONG TERM,V001023777
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,FREEHOLD COTTAGE,01/07/2016,1601.6,RESIDENTIAL LONG TERM,V001023778
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,FREEHOLD COTTAGE,01/07/2016,1601.6,RESIDENTIAL LONG TERM,V001023779
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,01/07/2016,4350.2,RESIDENTIAL LONG TERM,V001023780
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,01/07/2016,872.4,PERSONAL BUDGETS - MANAGED,V001023782
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,01/07/2016,5709.76,PERSONAL BUDGETS - MANAGED,V001023783
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,01/07/2016,-1795.4,NURSING LONG TERM,V001023784
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,01/07/2016,-1795.4,NURSING LONG TERM,V001023785
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,01/07/2016,1795.4,NURSING LONG TERM,V001023786
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,01/07/2016,1795.4,NURSING LONG TERM,V001023787
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,01/07/2016,1795.4,NURSING LONG TERM,V001023788
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,01/07/2016,-1164.24,RESIDENTIAL LONG TERM,V001023789
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,01/07/2016,-1164.24,RESIDENTIAL LONG TERM,V001023790
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,01/07/2016,1164.24,RESIDENTIAL LONG TERM,V001023791
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,01/07/2016,1164.24,RESIDENTIAL LONG TERM,V001023793
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,01/07/2016,1164.24,RESIDENTIAL LONG TERM,V001023794
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,01/07/2016,-1197.64,NURSING LONG TERM,V001023795
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,01/07/2016,-1197.64,NURSING LONG TERM,V001023796
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,01/07/2016,1197.64,NURSING LONG TERM,V001023797
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,01/07/2016,1197.64,NURSING LONG TERM,V001023798
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,01/07/2016,1197.64,NURSING LONG TERM,V001023799
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,CARE IN SAFE HANDS HEALTHCARE LIMITED,01/07/2016,7027,RESIDENTIAL LONG TERM,V001023800
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,FREEHOLD COTTAGE,01/07/2016,2368,RESIDENTIAL LONG TERM,V001023802
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,THE REGARD PARTNERSHIP LIMITED,01/07/2016,-1678.2,RESIDENTIAL LONG TERM,V001023803
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,THE REGARD PARTNERSHIP LIMITED,01/07/2016,-1678.2,RESIDENTIAL LONG TERM,V001023804
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,THE REGARD PARTNERSHIP LIMITED,01/07/2016,1678.2,RESIDENTIAL LONG TERM,V001023805
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,THE REGARD PARTNERSHIP LIMITED,01/07/2016,1678.2,RESIDENTIAL LONG TERM,V001023806
ROCHDALE BOROUGH COUNCIL,01/07/2016,LEARNING DIS & MENTAL HEALTH,THE REGARD PARTNERSHIP LIMITED,01/07/2016,1678.2,RESIDENTIAL LONG TERM,V001023808
ROCHDALE BOROUGH COUNCIL,01/07/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE,01/07/2016,-1082.16,NURSING LONG TERM,V001023809
