Body,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale BC,07/02/2014,PROTON (SOUTHERN) LIMITED,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,CATERING EDUC & WELFARE EQ (BUDGET408K),"£2,895.00"
Rochdale BC,24/02/2014,PS&P  LTD,Financial Services,FINANCE SERVICES,BUSINESS RATES BILLING AND COLLECTION,"£5,110.00"
Rochdale BC,11/02/2014,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£2,543.86"
Rochdale BC,12/02/2014,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£2,837.73"
Rochdale BC,26/02/2014,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£1,988.91"
Rochdale BC,26/02/2014,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£2,635.72"
Rochdale BC,25/02/2014,PURPLE TREE,Building Construction Materials,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,£780.00
Rochdale BC,01/02/2014,QA PLUS LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,SCRUTINY & PERFORMANCE,"£1,085.00"
Rochdale BC,21/02/2014,R CLAYTON,Unclassifiable,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,£600.00
Rochdale BC,05/02/2014,R82 UK LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SCHOOLS ACCESS -EQUIPMENT-PRIMARY,£921.00
Rochdale BC,01/02/2014,RADPAC,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£7,425.00"
Rochdale BC,01/02/2014,RAINBOW SCENT,Unclassifiable,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£2,500.00"
Rochdale BC,05/02/2014,RALPH LIVESEY,Unclassifiable,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£667.06
Rochdale BC,18/02/2014,REACH TRAINING,Human Resources,PUBLIC HEALTH,SUPPORTING CHANGE & COMMUNITIES,£530.00
Rochdale BC,19/02/2014,REAL CHRISTMAS TREES,Horticultural,ECONOMY AND ENVIRONMENT,ARBORICULTURE,£550.00
Rochdale BC,28/02/2014,REAL STAFFING GROUP,Human Resources,CUSTOMERS & CORPORATE SERVICES,E-HR TRANSFORMATION PROGAMME,"£3,900.00"
Rochdale BC,04/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,11 TELFORD WAY,£950.00
Rochdale BC,05/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,"£2,485.92"
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,"£1,646.68"
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,"£1,657.28"
Rochdale BC,27/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£666.67
Rochdale BC,14/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,AP RESPITE,£736.78
Rochdale BC,11/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,ARBORICULTURE,£600.00
Rochdale BC,27/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,CARERS RESOURCE CENTRE,£510.60
Rochdale BC,05/02/2014,REDACTED - PERSONAL DATA,Furniture & Soft Furnishings,CHILDREN’S SOCIAL CARE,CSC F AND E,"£1,697.00"
Rochdale BC,06/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£780.00
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£3,120.00"
Rochdale BC,11/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£510.00
Rochdale BC,19/02/2014,REDACTED - PERSONAL DATA,Legal Services,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£780.00
Rochdale BC,24/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£1,188.00"
Rochdale BC,24/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£1,530.00"
Rochdale BC,24/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£780.00
Rochdale BC,25/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£6,960.00"
Rochdale BC,27/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£670.00
Rochdale BC,06/02/2014,REDACTED - PERSONAL DATA,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,DIRECT PAYMENTS TO CARERS,£500.00
Rochdale BC,06/02/2014,REDACTED - PERSONAL DATA,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,DIRECT PAYMENTS TO CARERS,£500.00
Rochdale BC,26/02/2014,REDACTED - PERSONAL DATA,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,DIRECT PAYMENTS TO CARERS,£500.00
Rochdale BC,06/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£2,196.00"
Rochdale BC,11/02/2014,REDACTED - PERSONAL DATA,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,943.00"
Rochdale BC,04/02/2014,REDACTED - PERSONAL DATA,Human Resources,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£14,734.83"
Rochdale BC,24/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,HOUSING STRATEGY,£720.00
Rochdale BC,14/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - ADULT PLACEMENTS,"£1,012.44"
Rochdale BC,18/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,LD FORUM - ADULT PLACEMENTS,"£2,086.88"
Rochdale BC,11/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,LD FORUM - DAY CARE,£714.00
Rochdale BC,11/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,LD FORUM - DAY CARE,£510.00
Rochdale BC,11/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,LD FORUM - DAY CARE,£714.00
Rochdale BC,11/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,LD FORUM - RESPITE CARE,£782.00
Rochdale BC,06/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,LEOPOLD COURT,"£1,175.00"
Rochdale BC,21/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,LEVEL 3 CARERS,£590.58
Rochdale BC,21/02/2014,REDACTED - PERSONAL DATA,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,MASKEW BEQUEST SPECIFIED,£925.00
Rochdale BC,04/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,MISCELLANEOUS ECR,£575.00
Rochdale BC,01/02/2014,REDACTED - PERSONAL DATA,Financial Services,EARLY HELP AND SCHOOLS,PERSONALISED BUDGETS,£572.24
Rochdale BC,26/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,PIF DRAKE ST. IMPS 200K 10/11,£500.00
Rochdale BC,24/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,RIGHTS OF WAY (Transferring from Highway,£600.00
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,SUPPORTED PLACEMENTS,£828.00
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,SUPPORTED PLACEMENTS,£817.56
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,SUPPORTED PLACEMENTS,£848.00
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,SUPPORTED PLACEMENTS,£817.56
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,SUPPORTED PLACEMENTS,"£1,197.14"
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,SUPPORTED PLACEMENTS,£817.56
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,SUPPORTED PLACEMENTS,£817.56
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,SUPPORTED PLACEMENTS,"£1,138.74"
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,SUPPORTED PLACEMENTS,£817.56
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,SUPPORTED PLACEMENTS,"£1,665.56"
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,SUPPORTED PLACEMENTS,£817.56
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,SUPPORTED PLACEMENTS,£817.56
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,SUPPORTED PLACEMENTS,£848.00
Rochdale BC,10/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,SUPPORTED PLACEMENTS,£817.56
Rochdale BC,17/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,SUPPORTED PLACEMENTS,£934.35
Rochdale BC,17/02/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,SUPPORTED PLACEMENTS,£995.32
Rochdale BC,25/02/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,"£1,067.01"
Rochdale BC,13/02/2014,REMOTE MANAGEMENT & SECURITY LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,TELEGRAPH HOUSE SERVICE CHARGE ACCOUNT,£700.00
Rochdale BC,01/02/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CENTRAL FORUM PHYS DIS,"£1,364.16"
Rochdale BC,19/02/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CENTRAL FORUM PHYS DIS,"£2,015.76"
Rochdale BC,20/02/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CENTRAL FORUM PHYS DIS,"£1,364.16"
Rochdale BC,18/02/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£545.04
Rochdale BC,18/02/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£817.56
Rochdale BC,18/02/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£726.72
Rochdale BC,18/02/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£719.15
Rochdale BC,18/02/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£726.72
Rochdale BC,28/02/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£923.54
Rochdale BC,19/02/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"£2,015.77"
Rochdale BC,07/02/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,539.76"
Rochdale BC,14/02/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,345.08"
Rochdale BC,27/02/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,201.15"
Rochdale BC,17/02/2014,RHODAR LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,BALDERSTONE DEMOLITION,"£11,472.00"
Rochdale BC,11/02/2014,RHODES PRESCHOOL,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£660.00
Rochdale BC,27/02/2014,RIBA ENTERPRISES LIMITED,Education,PROPERTY AND HIGHWAYS,BUSINESS SUPPORT TEAM,"£3,310.00"
Rochdale BC,05/02/2014,RIVERSIDE TRUCK RENTAL,Vehicle Management,ECONOMY AND ENVIRONMENT,FLEET OP COSTS GROUPED,"£37,607.60"
Rochdale BC,20/02/2014,RIVERSIDE TRUCK RENTAL,Vehicle Management,ECONOMY AND ENVIRONMENT,FLEET OP COSTS GROUPED,"£138,262.20"
Rochdale BC,11/02/2014,ROBERT WHETHAM ASSOCIATES,Consultancy,EARLY HELP AND SCHOOLS,ST ANDREW'S CE - PLACE PLANNING,£665.00
Rochdale BC,01/02/2014,ROC NORTHWEST LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£16,430.00"
Rochdale BC,01/02/2014,ROCHDALE & DIST CITIZENS ADVICE BUREAU,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,ADVICE TEAM,"£28,167.00"
Rochdale BC,17/02/2014,ROCHDALE & DIST CITIZENS ADVICE BUREAU,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,CAB (MORTGAGE RESCUE),"£4,166.67"
Rochdale BC,26/02/2014,ROCHDALE & DISTRICT MIND,Social Community Care Supplies & Services,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,"£9,500.00"
Rochdale BC,04/02/2014,ROCHDALE BOROUGHWIDE HOUSING,Housing Management,CUSTOMERS & CORPORATE SERVICES,TOWNSHIP 10/11 ALLOCATED FUNDS,"£1,797.84"
Rochdale BC,04/02/2014,ROCHDALE BOROUGHWIDE HOUSING,Housing Management,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,"£10,536.75"
Rochdale BC,04/02/2014,ROCHDALE BOROUGHWIDE HOUSING,Housing Management,CHILDREN’S SOCIAL CARE,YPST ASYLUM SEEKERS (NASS) - OVER 18,"£3,697.75"
Rochdale BC,04/02/2014,ROCHDALE BOROUGHWIDE HOUSING,Housing Management,CHILDREN’S SOCIAL CARE,YPST SUPPORTING PEOPLE FUNDING,"£5,094.25"
Rochdale BC,14/02/2014,ROCHDALE BUSINESS VENTURES,Financial Services,CUSTOMERS & CORPORATE SERVICES,ICT OVERHEADS,"£2,478.25"
Rochdale BC,21/02/2014,ROCHDALE CIRCULAR DISTRIBUTORS,Facilities & Management Services,FINANCE SERVICES,PR MEDIA AND MARKETING,"£11,880.00"
Rochdale BC,24/02/2014,ROCHDALE CIRCULAR DISTRIBUTORS,Facilities & Management Services,FINANCE SERVICES,PR MEDIA AND MARKETING,"£5,940.00"
Rochdale BC,07/02/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,052.61"
Rochdale BC,14/02/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,978.27"
Rochdale BC,27/02/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,055.67"
Rochdale BC,11/02/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,000.00"
Rochdale BC,11/02/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,400.00"
Rochdale BC,11/02/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,620.00"
Rochdale BC,11/02/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,700.00"
Rochdale BC,11/02/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,620.00"
Rochdale BC,28/02/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,642.20"
Rochdale BC,26/02/2014,ROCHDALE CONNECTION TRUST (CHARITY ACCT),Financial Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,"£1,500.00"
Rochdale BC,26/02/2014,ROCHDALE CONNECTION TRUST (CHARITY ACCT),Financial Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,"£1,900.00"
Rochdale BC,24/02/2014,ROCHDALE CONNECTIONS TRUST (TRADING) LTD,Financial Services,ECONOMY AND ENVIRONMENT,COMMUNITY CHAMPION,"£4,300.00"
Rochdale BC,24/02/2014,ROCHDALE CONNECTIONS TRUST (TRADING) LTD,Financial Services,ECONOMY AND ENVIRONMENT,COMMUNITY CHAMPION,£524.00
Rochdale BC,18/02/2014,ROCHDALE DEVELOPMENT AGENCY,"Works - Construction, Repair & Maintenance",CUSTOMERS & CORPORATE SERVICES,ACTION FUND,£500.00
Rochdale BC,18/02/2014,ROCHDALE DEVELOPMENT AGENCY,"Works - Construction, Repair & Maintenance",CUSTOMERS & CORPORATE SERVICES,HEYWOOD TOWNSHIP FUNDS - PROJECTS,£500.00
Rochdale BC,18/02/2014,ROCHDALE DEVELOPMENT AGENCY,"Works - Construction, Repair & Maintenance",CUSTOMERS & CORPORATE SERVICES,PROJECTS COMMISSIONING,£500.00
Rochdale BC,24/02/2014,ROCHDALE DEVELOPMENT AGENCY,"Works - Construction, Repair & Maintenance",PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,£500.00
Rochdale BC,24/02/2014,ROCHDALE DEVELOPMENT AGENCY,"Works - Construction, Repair & Maintenance",PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,"£1,500.00"
Rochdale BC,18/02/2014,ROCHDALE DEVELOPMENT AGENCY,"Works - Construction, Repair & Maintenance",CUSTOMERS & CORPORATE SERVICES,TOWNSHIP PRIORITY PROJECT FUND,£500.00
Rochdale BC,17/02/2014,ROCHDALE EDUCATION & LEARNING TRUST,Education,EARLY HELP AND SCHOOLS,EARLY YEARS FOUNDATION STAGE 11/12,£625.00
Rochdale BC,01/02/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
Rochdale BC,01/02/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£2,190.50"
Rochdale BC,01/02/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£674.00
Rochdale BC,01/02/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
Rochdale BC,01/02/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£674.00
Rochdale BC,01/02/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
Rochdale BC,17/02/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£920.80
Rochdale BC,20/02/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£674.00
Rochdale BC,20/02/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£674.00
Rochdale BC,01/02/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£2,425.00"
Rochdale BC,06/02/2014,ROCHDALE HOUSING INITIATIVE,Housing Management,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"£52,000.00"
Rochdale BC,06/02/2014,ROCHDALE HOUSING INITIATIVE,Housing Management,ECONOMY AND ENVIRONMENT,LANDLORD ASSISTANCE,"£3,442.26"
Rochdale BC,11/02/2014,ROCHDALE MEMORIAL SERVICE,Cemetery & Crematorium,ECONOMY AND ENVIRONMENT,ALL CREMETORIA,£734.53
Rochdale BC,11/02/2014,ROCHDALE MEMORIAL SERVICE,Cemetery & Crematorium,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£4,695.00"
Rochdale BC,10/02/2014,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,Healthcare,CUSTOMERS & CORPORATE SERVICES,COURSES SCHOOL SAFETY,£780.00
Rochdale BC,13/02/2014,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,Healthcare,CUSTOMERS & CORPORATE SERVICES,COURSES SCHOOL SAFETY,£650.00
Rochdale BC,17/02/2014,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,Healthcare,CUSTOMERS & CORPORATE SERVICES,COURSES SCHOOL SAFETY,£555.00
Rochdale BC,18/02/2014,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,Healthcare,CUSTOMERS & CORPORATE SERVICES,COURSES SCHOOL SAFETY,£740.00
Rochdale BC,05/02/2014,ROCHDALE ONLINE LIMITED,Facilities & Management Services,FINANCE SERVICES,PR MEDIA AND MARKETING,"£1,260.00"
Rochdale BC,11/02/2014,ROCHDALE PETRUS COMMUNITY,Financial Services,ECONOMY AND ENVIRONMENT,PETRUS,"£52,500.00"
Rochdale BC,11/02/2014,ROCHDALE PETRUS COMMUNITY,Financial Services,ECONOMY AND ENVIRONMENT,PETRUS,"£52,500.00"
Rochdale BC,21/02/2014,ROCHDALE RE-TOOL LIMITED,Unclassifiable,PROPERTY AND HIGHWAYS,BUSINESS SUPPORT TEAM,"£1,915.00"
Rochdale BC,17/02/2014,ROCHDALE SPORTS AND CULTURAL LINKS,Financial Services,CUSTOMERS & CORPORATE SERVICES,MEMBERS SMALL CAPITAL GRANTS,"£1,500.00"
Rochdale BC,10/02/2014,ROCHDALE TOWN CENTRE MANAGEMENT CO,Financial Services,FINANCE SERVICES,PR MEDIA AND MARKETING,"£1,695.00"
Rochdale BC,10/02/2014,ROCHDALE TOWN CENTRE MANAGEMENT CO,Financial Services,ECONOMY AND ENVIRONMENT,TOWN CENTRE MANAGEMENT GR,"£5,722.50"
Rochdale BC,10/02/2014,ROCHDALE TOWN CENTRE MANAGEMENT CO,Financial Services,ECONOMY AND ENVIRONMENT,TOWN CENTRE MANAGEMENT GR,"£3,034.50"
Rochdale BC,10/02/2014,ROCHDALE TOWN CENTRE MANAGEMENT CO,Financial Services,ECONOMY AND ENVIRONMENT,TOWN CENTRE MANAGEMENT GR,"£1,887.00"
