organisation id,Effective Date,Service,Supplier Name,Date Paid,Net Amount (£),Purpose,Transaction ID
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1052.8,INDIVIDUAL SERVICE FUND,V000916594
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1056,INDIVIDUAL SERVICE FUND,V000916535
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1056,INDIVIDUAL SERVICE FUND,V000916653
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1056,INDIVIDUAL SERVICE FUND,V000916654
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1056,INDIVIDUAL SERVICE FUND,V000916655
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1056,INDIVIDUAL SERVICE FUND,V000916656
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1082.36,INDIVIDUAL SERVICE FUND,V000916459
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1083.68,PERSONAL BUDGETS - MANAGED,V000917562
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1104.28,INDIVIDUAL SERVICE FUND,V000916515
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1110.92,INDIVIDUAL SERVICE FUND,V000916506
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1115.76,INDIVIDUAL SERVICE FUND,V000916402
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1147.16,INDIVIDUAL SERVICE FUND,V000916426
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1151.96,INDIVIDUAL SERVICE FUND,V000916498
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1161.6,INDIVIDUAL SERVICE FUND,V000916334
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,03/07/2015,1168.4,INDIVIDUAL SERVICE FUND,V000916600
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1174.8,INDIVIDUAL SERVICE FUND,V000916299
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1174.8,INDIVIDUAL SERVICE FUND,V000916300
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1177.48,PERSONAL BUDGETS - MANAGED,V000918069
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1199.76,INDIVIDUAL SERVICE FUND,V000916441
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1200.92,PERSONAL BUDGETS - MANAGED,V000917980
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1209.32,INDIVIDUAL SERVICE FUND,V000916657
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1224.4,INDIVIDUAL SERVICE FUND,V000916485
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1240.8,INDIVIDUAL SERVICE FUND,V000916648
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1260.12,INDIVIDUAL SERVICE FUND,V000916456
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1265.52,PERSONAL BUDGETS - MANAGED,V000917664
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1267.2,INDIVIDUAL SERVICE FUND,V000916439
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1271.24,PERSONAL BUDGETS - MANAGED,V000917560
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1280.76,INDIVIDUAL SERVICE FUND,V000916467
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1280.76,INDIVIDUAL SERVICE FUND,V000916478
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1280.76,INDIVIDUAL SERVICE FUND,V000916487
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1280.76,INDIVIDUAL SERVICE FUND,V000916489
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1280.76,INDIVIDUAL SERVICE FUND,V000916493
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1303.4,PERSONAL BUDGETS - MANAGED,V000918116
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1304.64,INDIVIDUAL SERVICE FUND,V000916460
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1318.04,PERSONAL BUDGETS - MANAGED,V000917926
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1320.8,PERSONAL BUDGETS - MANAGED,V000918689
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1371.6,INDIVIDUAL SERVICE FUND,V000916462
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1404.12,INDIVIDUAL SERVICE FUND,V000916457
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1422.4,INDIVIDUAL SERVICE FUND,V000916433
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1435.36,PERSONAL BUDGETS - MANAGED,V000917610
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,03/07/2015,1460.28,INDIVIDUAL SERVICE FUND,V000916606
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1478.4,INDIVIDUAL SERVICE FUND,V000916431
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1481.48,INDIVIDUAL SERVICE FUND,V000916646
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1522.4,INDIVIDUAL SERVICE FUND,V000916115
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1524,INDIVIDUAL SERVICE FUND,V000916420
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1562,INDIVIDUAL SERVICE FUND,V000916601
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1585.24,INDIVIDUAL SERVICE FUND,V000916490
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1596.92,PERSONAL BUDGETS - MANAGED,V000917488
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1608,INDIVIDUAL SERVICE FUND,V000916495
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1667.52,INDIVIDUAL SERVICE FUND,V000916494
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1730.4,INDIVIDUAL SERVICE FUND,V000916473
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1757.48,INDIVIDUAL SERVICE FUND,V000916477
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1922.8,INDIVIDUAL SERVICE FUND,V000916539
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1950.44,INDIVIDUAL SERVICE FUND,V000916540
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1965.96,INDIVIDUAL SERVICE FUND,V000916323
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,1995.76,INDIVIDUAL SERVICE FUND,V000916442
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,03/07/2015,2059.2,INDIVIDUAL SERVICE FUND,V000916517
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,2065.52,INDIVIDUAL SERVICE FUND,V000916313
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,2067.96,INDIVIDUAL SERVICE FUND,V000916488
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,2086.16,PERSONAL BUDGETS - MANAGED,V000917824
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,2296.52,INDIVIDUAL SERVICE FUND,V000916375
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,2313.84,INDIVIDUAL SERVICE FUND,V000916326
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,2446.96,INDIVIDUAL SERVICE FUND,V000916483
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,2446.96,INDIVIDUAL SERVICE FUND,V000916484
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,2483.32,INDIVIDUAL SERVICE FUND,V000916469
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,2630.64,INDIVIDUAL SERVICE FUND,V000916527
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,2686.64,INDIVIDUAL SERVICE FUND,V000916556
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,2692.8,INDIVIDUAL SERVICE FUND,V000916376
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,2775.84,INDIVIDUAL SERVICE FUND,V000916301
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,2797.56,INDIVIDUAL SERVICE FUND,V000916502
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,3113.32,INDIVIDUAL SERVICE FUND,V000916453
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,3127.56,INDIVIDUAL SERVICE FUND,V000916317
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,3235.1,INDIVIDUAL SERVICE FUND,V000916114
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,3277.44,INDIVIDUAL SERVICE FUND,V000916336
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,3541.44,INDIVIDUAL SERVICE FUND,V000916306
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,3581.04,INDIVIDUAL SERVICE FUND,V000916599
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,3589.56,INDIVIDUAL SERVICE FUND,V000916303
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,3699.84,INDIVIDUAL SERVICE FUND,V000916308
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,3761.12,INDIVIDUAL SERVICE FUND,V000916518
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,3805.44,INDIVIDUAL SERVICE FUND,V000916328
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,3805.44,INDIVIDUAL SERVICE FUND,V000916330
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,3805.44,INDIVIDUAL SERVICE FUND,V000916339
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,3911.04,INDIVIDUAL SERVICE FUND,V000916304
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,3998.76,INDIVIDUAL SERVICE FUND,V000916302
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,4048.16,INDIVIDUAL SERVICE FUND,V000916098
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,4170.36,INDIVIDUAL SERVICE FUND,V000916397
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,4236.36,INDIVIDUAL SERVICE FUND,V000916318
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,4333.44,INDIVIDUAL SERVICE FUND,V000916340
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,4362.32,INDIVIDUAL SERVICE FUND,V000916312
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,4597.44,INDIVIDUAL SERVICE FUND,V000916314
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,4666.64,INDIVIDUAL SERVICE FUND,V000916329
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,4830.36,INDIVIDUAL SERVICE FUND,V000916320
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,4964.32,INDIVIDUAL SERVICE FUND,V000916595
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,4989.32,INDIVIDUAL SERVICE FUND,V000916319
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,5270.64,INDIVIDUAL SERVICE FUND,V000916331
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,5432.48,INDIVIDUAL SERVICE FUND,V000916468
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,5436.68,INDIVIDUAL SERVICE FUND,V000916337
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,5798.64,INDIVIDUAL SERVICE FUND,V000916332
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,5957.04,INDIVIDUAL SERVICE FUND,V000916333
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,6098.4,INDIVIDUAL SERVICE FUND,V000916552
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,6633.2,INDIVIDUAL SERVICE FUND,V000916474
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,7057.08,INDIVIDUAL SERVICE FUND,V000916335
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,7074.36,INDIVIDUAL SERVICE FUND,V000916315
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,7258.32,INDIVIDUAL SERVICE FUND,V000916338
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/07/2015,11640.72,INDIVIDUAL SERVICE FUND,V000916316
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,-6216,PERSONAL BUDGETS - MANAGED,V000909731
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,-6216,PERSONAL BUDGETS - MANAGED,V000909732
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,-3774,PERSONAL BUDGETS - MANAGED,V000909730
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,-1016,PERSONAL BUDGETS - MANAGED,V000909668
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,742.44,PERSONAL BUDGETS - MANAGED,V000909666
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,762,PERSONAL BUDGETS - MANAGED,V000908017
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,762,PERSONAL BUDGETS - MANAGED,V000917711
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,818.4,PERSONAL BUDGETS - MANAGED,V000907662
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,818.4,PERSONAL BUDGETS - MANAGED,V000917539
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,825,PERSONAL BUDGETS - MANAGED,V000917448
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,825,PERSONAL BUDGETS - MANAGED,V000917788
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,830.83,PERSONAL BUDGETS - MANAGED,V000909667
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,990,PERSONAL BUDGETS - MANAGED,V000917627
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,1155,PERSONAL BUDGETS - MANAGED,V000917496
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,1155,PERSONAL BUDGETS - MANAGED,V000917869
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,1320,PERSONAL BUDGETS - MANAGED,V000917888
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,1650,PERSONAL BUDGETS - MANAGED,V000917975
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,1675.8,PERSONAL BUDGETS - MANAGED,V000918367
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,1675.8,PERSONAL BUDGETS - MANAGED,V000918368
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,1711.8,DIRECT PAYMENTS,V000910359
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,1711.8,DIRECT PAYMENTS,V000910522
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,1711.8,DIRECT PAYMENTS,V000910530
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,1711.8,DIRECT PAYMENTS,V000916451
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,1711.8,DIRECT PAYMENTS,V000916636
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,1711.8,DIRECT PAYMENTS,V000916643
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,03/07/2015,1980,PERSONAL BUDGETS - MANAGED,V000917839
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC TRADING,03/07/2015,3155.44,SUPPORTED LIVING,V000910422
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC TRADING,03/07/2015,3155.44,SUPPORTED LIVING,V000916512
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,PROTEA CARE MANCHESTER LTD,03/07/2015,2146.64,SUPPORTED LIVING,V000916507
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,PROTEA CARE MANCHESTER LTD,03/07/2015,2934.8,SUPPORTED LIVING,V000916464
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,PROTEA CARE MANCHESTER LTD,03/07/2015,3066.64,SUPPORTED LIVING,V000916476
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,PROTEA CARE MANCHESTER LTD,03/07/2015,3248,SUPPORTED LIVING,V000916521
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,03/07/2015,608,PERSONAL BUDGETS - MANAGED,V000917799
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,03/07/2015,608,PERSONAL BUDGETS - MANAGED,V000917838
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,03/07/2015,608,PERSONAL BUDGETS - MANAGED,V000917985
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,03/07/2015,608,PERSONAL BUDGETS - MANAGED,V000917996
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,03/07/2015,672,PERSONAL BUDGETS - MANAGED,V000917933
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,03/07/2015,760,PERSONAL BUDGETS - MANAGED,V000917520
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,03/07/2015,760,PERSONAL BUDGETS - MANAGED,V000917618
