Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
29/07/2013,KEYS CHILDCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£15,500.00"
22/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,LEVEL 2 CARERS,£675.76
30/07/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,LEVEL 3 CARERS,"£1,254.95"
30/07/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,LEVEL 3 CARERS,£581.90
09/08/2013,DENNIS CHARLTON LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN UNIT,"£4,560.00"
08/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,"£11,565.00"
19/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,£646.64
29/07/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,"£1,003.28"
30/07/2013,JULIEW CONSULTANCY LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,"£2,500.00"
30/07/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,"£4,350.00"
30/07/2013,TARVER MANAGEMENT SERVICES LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,"£2,044.00"
31/07/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,£946.10
31/07/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,£946.64
31/07/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,"£1,338.30"
29/08/2013,LIQUIDLOGIC LTD,Information Communication Technology,CHILDREN’S SOCIAL CARE,CSC F AND E,"£4,250.00"
13/08/2013,ZOE LODRICK LTD,Medical,CHILDREN’S SOCIAL CARE,CSC TRAINING EXPENSES,£797.25
13/08/2013,ESPORTA HEALTH AND FITNESS LTD,Leisure Services,CHILDREN’S SOCIAL CARE,CSC TRAINING EXPENSES,"£2,883.00"
06/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CHILDREN'S WORKFORCE DEVELOPMENT,£600.00
05/08/2013,VIDERE LTD,Financial Services,CHILDREN’S SOCIAL CARE,YOT MANAGEMENT,£520.00
13/08/2013,CACI LIMITED,Facilities & Management Services,CHILDREN’S SOCIAL CARE,YOT MANAGEMENT,"£5,682.00"
13/08/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YOT MANAGEMENT,£747.42
13/08/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YOT MANAGEMENT,"£1,685.75"
02/08/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,081.30"
06/08/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,081.30"
19/08/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£1,272.81"
19/08/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,587.01"
19/08/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£2,811.90"
19/08/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£2,905.63"
19/08/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,370.01"
19/08/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,423.33"
19/08/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£5,309.99"
19/08/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,184.01"
19/08/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,184.01"
19/08/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,228.34"
19/08/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,228.34"
29/07/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,441.30"
29/07/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£5,138.70"
30/07/2013,I E RECRUITMENT,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£5,500.00"
05/08/2013,ADOPTION MATTERS,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INTER AGENCY ADOPTION,£750.00
02/08/2013,DENNIS CHARLTON LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£3,130.00"
02/08/2013,DENNIS CHARLTON LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£5,500.00"
02/08/2013,DENNIS CHARLTON LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£4,500.00"
19/08/2013,JOANNE PLATT ASSOCIATES LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£9,360.00"
20/08/2013,GATENBY SANDERSON,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£15,789.00"
27/08/2013,JULIEW CONSULTANCY LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£2,750.00"
31/07/2013,GATENBY SANDERSON,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£5,847.20"
02/08/2013,REDACTED PERSONAL DATA,Medical,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£865.75
02/08/2013,REDACTED PERSONAL DATA,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£660.87
05/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£2,760.00"
05/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£780.00
06/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£8,322.30"
06/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£2,340.00"
06/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£2,670.00"
06/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£3,000.00"
06/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£2,700.00"
07/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£2,100.00"
07/08/2013,REDACTED PERSONAL DATA,Medical,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£948.80
07/08/2013,REDACTED PERSONAL DATA,Consultancy,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£1,986.60"
07/08/2013,REDACTED PERSONAL DATA,Medical,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£843.75
16/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£600.00
21/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£959.33
21/08/2013,REDACTED PERSONAL DATA,Medical,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£1,751.47"
21/08/2013,REDACTED PERSONAL DATA,Medical,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£1,454.70"
21/08/2013,REDACTED PERSONAL DATA,Medical,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£562.50
23/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£1,140.00"
27/08/2013,REDACTED PERSONAL DATA,Legal Services,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£2,672.14"
28/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£3,540.00"
28/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£3,156.00"
