ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT £,PURPOSE,TRANSACTION NO
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,10/03/2017,3944.36 ,INDIVIDUAL SERVICE FUND,V001102565
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,10/03/2017,1295.04 ,PERSONAL BUDGETS - MANAGED,V001102566
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/03/2017,1300.00 ,INDIVIDUAL SERVICE FUND,V001102567
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,10/03/2017,3313.00 ,INDIVIDUAL SERVICE FUND,V001102568
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,10/03/2017,3181.50 ,PERSONAL BUDGETS - MANAGED,V001102569
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,595.35 ,PERSONAL BUDGETS - MANAGED,V001102570
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,10/03/2017,4772.24 ,INDIVIDUAL SERVICE FUND,V001102571
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,5039.88 ,INDIVIDUAL SERVICE FUND,V001102572
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,3836.28 ,INDIVIDUAL SERVICE FUND,V001102573
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,3042.48 ,PERSONAL BUDGETS - MANAGED,V001102574
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,3042.48 ,INDIVIDUAL SERVICE FUND,V001102575
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,3320.31 ,PERSONAL BUDGETS - MANAGED,V001102576
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,3320.31 ,PERSONAL BUDGETS - MANAGED,V001102577
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,4656.52 ,INDIVIDUAL SERVICE FUND,V001102578
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,3579.72 ,INDIVIDUAL SERVICE FUND,V001102579
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,2971.15 ,PERSONAL BUDGETS - MANAGED,V001102580
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,5502.91 ,PERSONAL BUDGETS - MANAGED,V001102581
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,2870.14 ,PERSONAL BUDGETS - MANAGED,V001102582
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,6587.00 ,PERSONAL BUDGETS - MANAGED,V001102583
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/03/2017,3666.00 ,INDIVIDUAL SERVICE FUND,V001102584
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,582.12 ,PERSONAL BUDGETS - MANAGED,V001102585
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/03/2017,1558.68 ,INDIVIDUAL SERVICE FUND,V001102586
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,3703.64 ,INDIVIDUAL SERVICE FUND,V001102587
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,3592.96 ,PERSONAL BUDGETS - MANAGED,V001102588
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,697.08 ,PERSONAL BUDGETS - MANAGED,V001102589
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,4153.44 ,INDIVIDUAL SERVICE FUND,V001102590
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,679.40 ,PERSONAL BUDGETS - MANAGED,V001102591
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,4219.60 ,INDIVIDUAL SERVICE FUND,V001102592
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,5278.00 ,INDIVIDUAL SERVICE FUND,V001102593
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,5900.16 ,PERSONAL BUDGETS - MANAGED,V001102594
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,1282.88 ,INDIVIDUAL SERVICE FUND,V001102595
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,3875.97 ,PERSONAL BUDGETS - MANAGED,V001102596
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,4428.12 ,INDIVIDUAL SERVICE FUND,V001102597
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,1214.40 ,INDIVIDUAL SERVICE FUND,V001102598
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,4857.60 ,INDIVIDUAL SERVICE FUND,V001102599
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,4857.60 ,INDIVIDUAL SERVICE FUND,V001102600
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,2021.52 ,PERSONAL BUDGETS - MANAGED,V001102601
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,-1557.12 ,INDIVIDUAL SERVICE FUND,V001102602
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,-2724.96 ,INDIVIDUAL SERVICE FUND,V001102603
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,1083.68 ,PERSONAL BUDGETS - MANAGED,V001102604
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,3558.08 ,INDIVIDUAL SERVICE FUND,V001102605
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,4563.60 ,INDIVIDUAL SERVICE FUND,V001102606
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,4021.28 ,INDIVIDUAL SERVICE FUND,V001102607
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,4021.20 ,INDIVIDUAL SERVICE FUND,V001102608
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,10/03/2017,4349.60 ,INDIVIDUAL SERVICE FUND,V001102609
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,BROTHERS OF CHARITY SERVICES,10/03/2017,628.80 ,PERSONAL BUDGETS - MANAGED,V001102610
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,BROTHERS OF CHARITY SERVICES,10/03/2017,628.80 ,PERSONAL BUDGETS - MANAGED,V001102611
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,10/03/2017,2314.00 ,INDIVIDUAL SERVICE FUND,V001102612
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,10/03/2017,3287.00 ,INDIVIDUAL SERVICE FUND,V001102613
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,10/03/2017,3742.40 ,INDIVIDUAL SERVICE FUND,V001102614
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,679.40 ,PERSONAL BUDGETS - MANAGED,V001102615
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,10/03/2017,2654.48 ,INDIVIDUAL SERVICE FUND,V001102616
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,679.40 ,PERSONAL BUDGETS - MANAGED,V001102617
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,10/03/2017,2654.48 ,INDIVIDUAL SERVICE FUND,V001102618
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,10/03/2017,11634.00 ,PERSONAL BUDGETS - MANAGED,V001102619
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,960.72 ,INDIVIDUAL SERVICE FUND,V001102620
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,2772.24 ,INDIVIDUAL SERVICE FUND,V001102621
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,10/03/2017,8856.96 ,PERSONAL BUDGETS - MANAGED,V001102622
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,10/03/2017,2104.00 ,INDIVIDUAL SERVICE FUND,V001102623
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,10/03/2017,2676.25 ,PERSONAL BUDGETS - MANAGED,V001102626
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,679.40 ,PERSONAL BUDGETS - MANAGED,V001102627
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,10/03/2017,2802.76 ,INDIVIDUAL SERVICE FUND,V001102628
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,10/03/2017,3460.56 ,INDIVIDUAL SERVICE FUND,V001102630
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,10/03/2017,3915.95 ,PERSONAL BUDGETS - MANAGED,V001102631
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,10/03/2017,4741.75 ,PERSONAL BUDGETS - MANAGED,V001102632
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,10/03/2017,5715.80 ,PERSONAL BUDGETS - MANAGED,V001102633
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,1174.80 ,INDIVIDUAL SERVICE FUND,V001102634
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,1174.80 ,INDIVIDUAL SERVICE FUND,V001102635
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,2540.60 ,INDIVIDUAL SERVICE FUND,V001102637
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,3537.60 ,INDIVIDUAL SERVICE FUND,V001102638
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,10/03/2017,1076.92 ,PERSONAL BUDGETS - MANAGED,V001102639
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,3009.60 ,INDIVIDUAL SERVICE FUND,V001102640
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,10/03/2017,3440.80 ,INDIVIDUAL SERVICE FUND,V001102641
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,3383.04 ,INDIVIDUAL SERVICE FUND,V001102643
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,3552.24 ,INDIVIDUAL SERVICE FUND,V001102645
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,1056.00 ,INDIVIDUAL SERVICE FUND,V001102646
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,571.48 ,INDIVIDUAL SERVICE FUND,V001102647
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/03/2017,6223.00 ,INDIVIDUAL SERVICE FUND,V001102648
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,4157.72 ,INDIVIDUAL SERVICE FUND,V001102649
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,1860.92 ,INDIVIDUAL SERVICE FUND,V001102650
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,4597.44 ,INDIVIDUAL SERVICE FUND,V001102651
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,7074.36 ,INDIVIDUAL SERVICE FUND,V001102652
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,11640.72 ,INDIVIDUAL SERVICE FUND,V001102653
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,10/03/2017,1120.00 ,PERSONAL BUDGETS - MANAGED,V001102654
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,3127.56 ,INDIVIDUAL SERVICE FUND,V001102655
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,4077.96 ,INDIVIDUAL SERVICE FUND,V001102656
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,4843.56 ,INDIVIDUAL SERVICE FUND,V001102657
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,1807.56 ,INDIVIDUAL SERVICE FUND,V001102659
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,2078.60 ,INDIVIDUAL SERVICE FUND,V001102662
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,3805.44 ,INDIVIDUAL SERVICE FUND,V001102664
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,4666.64 ,INDIVIDUAL SERVICE FUND,V001102665
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,3805.44 ,INDIVIDUAL SERVICE FUND,V001102666
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,5112.24 ,INDIVIDUAL SERVICE FUND,V001102667
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,5798.64 ,INDIVIDUAL SERVICE FUND,V001102668
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,5957.04 ,INDIVIDUAL SERVICE FUND,V001102669
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,1003.20 ,INDIVIDUAL SERVICE FUND,V001102670
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,10/03/2017,672.00 ,INDIVIDUAL SERVICE FUND,V001102671
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,7057.08 ,INDIVIDUAL SERVICE FUND,V001102672
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,3277.44 ,INDIVIDUAL SERVICE FUND,V001102673
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,5728.36 ,INDIVIDUAL SERVICE FUND,V001102674
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,4685.16 ,INDIVIDUAL SERVICE FUND,V001102675
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,3699.84 ,INDIVIDUAL SERVICE FUND,V001102676
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,-4227.84 ,INDIVIDUAL SERVICE FUND,V001102678
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,849.24 ,PERSONAL BUDGETS - MANAGED,V001102680
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,10/03/2017,2305.12 ,INDIVIDUAL SERVICE FUND,V001102681
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,1468.53 ,PERSONAL BUDGETS - MANAGED,V001102682
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,1600.84 ,INDIVIDUAL SERVICE FUND,V001102684
ROCHDALE BOROUGH COUNCIL,10/03/2017,PHYSICAL DIS & OLDER PEOPLE,FUTURE DIRECTIONS CIC,10/03/2017,2058.00 ,PERSONAL BUDGETS - MANAGED,V001102685
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,BLUE PITS HOUSING ACTION,10/03/2017,1300.00 ,PERSONAL BUDGETS - MANAGED,V001102686
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,VESTA CARE LTD,10/03/2017,3550.00 ,PERSONAL BUDGETS - MANAGED,V001102687
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,708.72 ,INDIVIDUAL SERVICE FUND,V001102688
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,1150.72 ,PERSONAL BUDGETS - MANAGED,V001102689
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/03/2017,2975.56 ,INDIVIDUAL SERVICE FUND,V001102690
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,10/03/2017,760.00 ,PERSONAL BUDGETS - MANAGED,V001102691
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,859.96 ,INDIVIDUAL SERVICE FUND,V001102692
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,10/03/2017,2121.00 ,INDIVIDUAL SERVICE FUND,V001102693
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,1786.56 ,INDIVIDUAL SERVICE FUND,V001102694
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,849.24 ,PERSONAL BUDGETS - MANAGED,V001102695
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,2138.12 ,INDIVIDUAL SERVICE FUND,V001102699
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,NEWMARK CARE LTD,10/03/2017,918.00 ,PERSONAL BUDGETS - MANAGED,V001102700
ROCHDALE BOROUGH COUNCIL,10/03/2017,PHYSICAL DIS & OLDER PEOPLE,FUTURE DIRECTIONS CIC,10/03/2017,2016.00 ,PERSONAL BUDGETS - MANAGED,V001102701
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,2534.40 ,INDIVIDUAL SERVICE FUND,V001102702
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,10/03/2017,510.00 ,PERSONAL BUDGETS - MANAGED,V001102703
ROCHDALE BOROUGH COUNCIL,10/03/2017,PHYSICAL DIS & OLDER PEOPLE,FUTURE DIRECTIONS CIC,10/03/2017,1092.00 ,PERSONAL BUDGETS - MANAGED,V001102704
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,10/03/2017,1525.00 ,INDIVIDUAL SERVICE FUND,V001102705
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,849.24 ,PERSONAL BUDGETS - MANAGED,V001102706
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,1265.52 ,PERSONAL BUDGETS - MANAGED,V001102707
ROCHDALE BOROUGH COUNCIL,10/03/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,10/03/2017,823.92 ,INDIVIDUAL SERVICE FUND,V001102708
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,533.08 ,INDIVIDUAL SERVICE FUND,V001102709
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,966.48 ,PERSONAL BUDGETS - MANAGED,V001102710
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/03/2017,7270.80 ,INDIVIDUAL SERVICE FUND,V001102712
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,10/03/2017,1115.76 ,INDIVIDUAL SERVICE FUND,V001102713
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/03/2017,2597.24 ,INDIVIDUAL SERVICE FUND,V001102714
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,10/03/2017,781.20 ,INDIVIDUAL SERVICE FUND,V001102715
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,10/03/2017,2434.44 ,PERSONAL BUDGETS - MANAGED,V001102716
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,NEWMARK CARE LTD,10/03/2017,594.00 ,PERSONAL BUDGETS - MANAGED,V001102717
ROCHDALE BOROUGH COUNCIL,10/03/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,10/03/2017,3859.52 ,INDIVIDUAL SERVICE FUND,V001102719
