Ratepayer,Liable From,Rateable Value,Mandatory Relief %,Discretionary relief %,Small Business Rate Relief %,Retail Relief,Empty Property,Exempt Empty Rates,Exemption Type,Address,Addr2,Addr3,Addr4,Postcode,Empty From,Description code,Description,Property Reference
CLEAR CHANNEL UK LIMITED,01/04/2000,450,0,0,0,£0.00,N,N,,ADVERTISING RIGHT ADSHEL NO,0704/0019 OUTSIDE,182 OLD LANE,BEESTON LEEDS,LS11 8AG,,CA,ADVERTISING RIGHT,2021148312336
SINCLAIR KNIGHT MERZ (EUROPE) LTS,02/12/2011,20250,0,0,0,£0.00,N,N,,1ST FLOOR,124B MILLSHAW,LEEDS,,LS11 8EB,,CO,Offices and Premises,2021062643454
HILLARYS PROPERTIES PARTNERSHIPS LLP,02/12/2011,20500,0,0,0,£0.00,Y,N,,GROUND FLOOR,124B MILLSHAW,LEEDS,,LS11 8EB,02/12/2011,CO,Offices and Premises,2021062643443
THE STORE ROOM LTD,13/07/2013,12250,0,0,0,£0.00,Y,N,,OFFICES AT,126 MILLSHAW,LEEDS,,LS11 8EB,13/07/2013,CO,OFFICES AND PREMISES,2021062630726
THE STORE ROOM LTD,04/06/2007,130000,0,0,0,£0.00,N,N,,126 MILLSHAW,LEEDS,,,LS11 8EB,,CW,WAREHOUSE AND PREMISES,2021062630715
FIRST DIRECT,01/04/2005,1010000,0,0,0,£0.00,N,N,,SUITES A - F,ARLINGTON BUSINESS CENTRE,"RING ROAD, MILLSHAW",LEEDS,LS11 0TA,,CO,OFFICES AND PREMISES,2021062479523
MUNROE K LUXEMBOURGH SA,01/09/2007,66000,0,0,0,£0.00,N,N,,MULTI STOREY CAR PARK,ARLINGTON BUSINESS CENTRE,MILLSHAW PARK LANE,LEEDS,LS11 0EA,,CP,CAR PARK AND PREMISES,2021062468215
MUNROE K LUXEMBOURG SA,06/10/2006,6200,0,0,0,£0.00,N,N,,25 VISITORS CAR SPACES AT,ARLINGTON BUSINESS CENTRE,"RING ROAD, MILLSHAW",LEEDS,LS11 0TA,,CP1,CAR PARKING SPACE AND PREMISES,2021062450549
PROZONE GROUP LTD,02/02/2007,26750,0,0,0,£0.00,N,N,,UNIT 3,CRAVEN COURT,MILLSHAW,LEEDS,LS11 8DA,,CO,OFFICES AND PREMISES,2021062443608
DUTTON INTERNATIONAL LTD,01/08/2010,25500,0,0,0,£0.00,N,N,,UNIT 2,CRAVEN COURT,"MILLSHAW, BEESTON",LEEDS,LS11 8DA,,CO,OFFICES AND PREMISES,2021062443597
4 CHILDREN,29/09/2011,30000,80,0,0,£0.00,N,N,,UNIT 1,CRAVEN COURT,"MILLSHAW, BEESTON",LEEDS,LS11 8DA,,CO,OFFICES AND PREMISES,2021062443586
CAPITA CUSTOMER MANAGEMENT LTD,01/07/2013,2560000,0,0,0,£0.00,N,N,,O2 ARLINGTON BUSINESS CENTRE,RING ROAD,MILLSHAW,LEEDS,LS11 0TA,,CO,OFFICES AND PREMISES,2021062434291
ISS FACILITY SERVICES LTD,01/10/2011,148000,0,0,0,£0.00,N,N,,"RESTAURANT & GYM BUILDING,",ARLINGTON BUSINESS CENTRE,MILLSHAW,BEESTON LEEDS,LS11 0TA,,CR,RESTAURANT AND PREMISES,2021062367407
BLUESMITH INFORMATION SYSTEMS LTD,27/06/2012,40250,0,0,0,£0.00,N,N,,THE FORGE 122 MILLSHAW,BEESTON,LEEDS,,LS11 8LZ,,CO,Offices and Premises,2021062365225
HAMSARD 3255 LTD,25/02/2011,61500,0,0,0,£0.00,N,N,,124A MILLSHAW,BEESTON,LEEDS,,LS11 8EB,,CO,OFFICES AND PREMISES,2021062364419
EAST STREET ARTS,01/08/2013,133000,80,0,0,£0.00,N,N,,124 MILLSHAW,BEESTON,LEEDS,,LS11 8EB,,CO,OFFICES AND PREMISES,2021062363657
ELECTRONICS FOR IMAGING (UK) LTD,01/04/2000,52500,0,0,0,£0.00,N,N,,120 MILLSHAW,BEESTON,LEEDS,,LS11 8EB,,CO,OFFICES AND PREMISES,2021062362006
MUNROE K LUXEMBOURG SA,01/04/2000,9000,0,0,0,£0.00,N,N,,ARLINGTON MANAGEMENT,ARLINGTON BUSINESS CENTRE,MILLSHAW,BEESTON LEEDS,LS11 0TA,,CO,OFFICES AND PREMISES,2021062348793
CAPITA CUSTOMER MANAGEMENT LTD,01/07/2013,8700,0,0,0,£0.00,N,N,,SECURITY & CONFERENCE ROOM GND,"FLOOR, ARLINGTON BUSINESS CENTRE","MILLSHAW, BEESTON",LEEDS,LS11 0TA,,CO,OFFICES AND PREMISES,2021062323399
JAMES WHITWORTH & SONS LTD,01/04/2000,25750,0,0,0,£0.00,N,N,,MANOR MILLS,MILLSHAW,BEESTON,LEEDS,LS11 8DB,,IF,FACTORY AND PREMISES,2021062304710
PRECISION HONING AND ENGINEERING CO LTD,01/04/2000,16750,0,0,0,£0.00,N,N,,STABLE WORKS,165A MILLSHAW,BEESTON,LEEDS,LS11 8EH,,IF3,WORKSHOP AND PREMISES,2021062304701
LEEDS HOUSING CONCERN ,04/10/2003,5800,80,0,0,£0.00,N,N,,6 MIDDLETON CRESCENT,BEESTON,LEEDS,,LS11 6JU,,CO,OFFICES AND PREMISES,2021043370395
TOUCHSTONE - LEEDS,01/04/2000,7200,80,0,0,£0.00,N,N,,2-4 MIDDLETON CRESCENT,BEESTON,LEEDS,,LS11 6JU,,LC,COMMUNITY CENTRE AND PREMISES,2021043352745
ST ANNES SHELTER & HOUSING ACTION,03/03/2003,16500,80,0,0,£0.00,N,N,,12 MIDDLETON CRESCENT,BEESTON,LEEDS,,LS11 6JU,,CO,OFFICES AND PREMISES,2021043311044
ASCO EDUCATION SUPPLIES LTD,01/04/2010,59500,0,0,0,£0.00,N,N,,11/19 LOCKWOOD WAY,LEEDS,,,LS11 5TQ,,CW,Warehouse and Premises,2020959656829
ISTANBUL CATERING (FROZEN FOODS) LTD,01/04/2005,57500,0,0,0,£0.00,N,N,,UNIT E LOCKWOOD HOUSE &,21/23 LOCKWOOD WAY,LEEDS,,LS11 5TQ,,IF,FACTORY AND PREMISES,2020959631452
ANDREW PAGE LTD,12/04/2010,49500,0,0,0,£0.00,N,N,,4 LOCKWOOD WAY,LEEDS,,,LS11 5TQ,,CW,Warehouse and Premises,2020959500908
ECOLEC (UK) LTD,22/10/2012,9000,0,0,50,£0.00,N,N,,25A LOCKWOOD WAY,BEESTON,LEEDS,,LS11 5TH,,CW,WAREHOUSE AND PREMISES,2020959479798
WEST YORKSHIRE RE-USE LIMITED,02/09/2013,13250,0,0,0,£0.00,N,N,,UNIT 7,PARKSIDE INDUSTRIAL ESTATE,LOCKWOOD WAY,LEEDS,LS11 5TQ,,CW,Warehouse and Premises,2020959446919
LEEDS COLLEGE OF BUILDING,16/10/2006,46500,80,0,0,£0.00,N,N,,UNITS 1-5,PARKSIDE INDUSTRIAL ESTATE,LOCKWOOD WAY,LEEDS,LS11 5TQ,,IF3,WORKSHOP AND PREMISES,2020959446908
COMMPLY (YORKS) LIMITED,27/05/2014,27000,0,0,0,£0.00,N,N,,1 LOCKWOOD HOUSE,LOCKWOOD WAY,HUNSLET,LEEDS,LS11 5TH,,CW,WAREHOUSE AND PREMISES,2020959369689
MCDONALD KING LTD,01/04/2014,19250,0,0,0,£0.00,Y,N,,2 LOCKWOOD HOUSE,LOCKWOOD WAY,HUNSLET,LEEDS,LS11 5TH,01/04/2014,CW,WAREHOUSE AND PREMISES,2020959365167
GREENHAM TRADING CO LTD,01/04/2000,157000,0,0,0,£0.00,N,N,,CRUSADER HOUSE,2 LOCKWOOD WAY,HUNSLET,LEEDS,LS11 5TQ,,CW,WAREHOUSE AND PREMISES,2020959355909
ALDERSON AUTOS LEEDS LTD,01/09/2008,12500,0,0,0,£0.00,N,N,,25 LOCKWOOD WAY,LEEDS,,,LS11 5TH,,CW,WAREHOUSE AND PREMISES,2020959309286
GATEWAY BUREAU SERVICES LTD,02/02/2010,26250,0,0,0,£0.00,N,N,,UNIT F,LOCKWOOD WAY,HUNSLET,LEEDS,LS11 5TQ,,CW,WAREHOUSE AND PREMISES,2020959305677
YORKS OFFICE SUPPLIES & PRINT,17/07/2000,27750,0,0,0,£0.00,N,N,,27 LOCKWOOD WAY,HUNSLET,LEEDS,,LS11 5TQ,,CW,WAREHOUSE AND PREMISES,2020959305172
GATEWAY BUREAU SERVICES LTD,01/03/2011,11750,0,0,0,£0.00,N,N,,9 LOCKWOOD WAY,HUNSLET,LEEDS,,LS11 5TQ,,CW,WAREHOUSE AND PREMISES,2020959305170
TELEFONICA UK LTD,22/10/2001,11250,0,0,0,£0.00,N,N,,TELECOMMUNICATION MAST SITE 11009,LADY PIT LANE,HUNSLET,LEEDS,LS11 6DP,,MT1,Communication Station and Premises,2020911367312
HUNSLET NELSON CRICKET CLUB,01/05/2000,5100,80,10,0,£0.00,N,N,,HUNSLET NELSON CRICKET CLUB,GIPSY LANE,BEESTON PARK,LEEDS,LS11 5TT,,LS,Sports Ground and Premises,2020607350718
C&D(LEEDS)PLUMBERS MERCHANTS LTD,28/05/2013,41750,0,0,0,£0.00,N,N,,C & D LEEDS PLUMBERS MERCHANTS LTD,RIVERSIDE HOUSE,GELDERD ROAD,LEEDS,LS12 6DR,,CW,Warehouse and Premises,2020595646468
GAP GROUP LTD,31/08/2006,58500,0,0,0,£0.00,N,N,,GAP GROUP LTD,GELDERD ROAD,LEEDS,,LS12 6DL,,CW,WAREHOUSE AND PREMISES,2020595450538
CINTAS DOCUMENT MANAGMENT UK,09/07/2010,188000,0,0,0,£0.00,N,N,,CINTAS,GELDERD POINT,GELDERD ROAD,LEEDS,LS12 6DR,,CW,Warehouse and Premises,2020595430683
PHYSIO MED PROPERTIES LTD,15/10/2008,25500,0,0,0,£0.00,N,N,,CHARTERED HOUSE,GELDERD ROAD,WORTLEY,LEEDS,LS12 6DT,,CO,Offices and Premises,2020595321346
OPM (LABELS & PACKAGING) GRP LTD,22/07/2013,192000,0,0,0,£0.00,N,N,,P D BANNISTER TRANSPORT LTD AT,GELDERD 55,GELDERD ROAD,LEEDS,LS12 6EU,14/07/2013,CW,Warehouse and Premises,2020595304592
EVANS HALSHAW BODY CENTRE,14/11/2005,159000,0,0,0,£0.00,N,N,,UNIT 1,BEESTON ROYDS INDUSTRIAL ESTATE,GELDERD ROAD,LEEDS,LS12 6EY,,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES,2020595304590
ROSS AUTO ENGINEERING LTD T/A ROSS CARE,01/02/2009,10250,0,0,0,£0.00,N,N,,UNIT 6 CLIMAX WORKS,GARNET ROAD,LEEDS,,LS11 5HP,,IF3,Workshop and Premises,2020590658118
MCDONALD KING LTD,31/05/2014,5900,0,0,0,£0.00,Y,N,,UNIT 2 24A,CLIMAX WORKS,GARNET ROAD,LEEDS,LS11 5HP,31/05/2014,IF3,Workshop and Premises,2020590650593
CONCEPT TILING SOLUTIONS LTD,16/09/2011,5900,0,0,100,£0.00,N,N,,UNIT 1 24A,CLIMAX WORKS,GARNET ROAD,LEEDS,LS11 5HP,,IF3,Workshop and Premises,2020590650582
ACTIVIA ASSOCIATES LTD,01/09/2013,6000,0,0,100,£0.00,N,N,,UNIT 24C FRONT,CLIMAX WORKS,"GARNET ROAD, HUNSLET",LEEDS,LS11 5JY,,IF3,Workshop and Premises,2020590647326
MCDONALD KING LTD,11/08/2013,19250,0,0,0,£0.00,Y,N,,UNIT 22C,CLIMAX WORKS,GARNET ROAD,LEEDS,LS11 5HP,26/03/2014,CW,Warehouse and Premises,2020590514768
CHEQUERED FLAG GB LTD,01/10/2011,11750,0,0,0,£0.00,N,N,,UNIT 24D,CLIMAX WORKS,GARNET ROAD,LEEDS,LS11 5JY,,CW,WAREHOUSE AND PREMISES,2020590506100
J M HAULAGE (LEEDS) LTD,01/04/2011,6500,0,0,0,£0.00,N,N,,LAND ADJ UNIT 22C,CLIMAX WORKS,GARNET ROAD,LEEDS,LS11 5HP,,CW1,LAND USED FOR STORAGE AND PREMISES,2020590499874
MCDONALD KING LTD,05/06/2014,10250,0,0,0,£0.00,Y,N,,UNIT 5A,CLIMAX WORKS,GARNET ROAD,LEEDS,LS11 5HP,05/06/2014,IF3,Workshop and Premises,2020590494649
OUTDOOR SYSTEMS LTD,28/02/2014,4650,0,0,0,£0.00,N,N,,"ADVERT RIGHT GABLE UNIT 22C,","CLIMAX WORKS, GARNET ROAD",LEEDS,,LS11 5JL,,CA,ADVERTISING RIGHT AND PREMISES,2020590486905
MCDONALD KING LTD,30/04/2014,8800,0,0,0,£0.00,Y,N,,UNIT 21,CLIMAX WORKS,GARNET ROAD,LEEDS,LS11 5HP,30/04/2014,IF3,WORKSHOP AND PREMISES,2020590467786
BRICK PRODUCTS LTD,01/12/2006,14500,0,0,0,£0.00,N,N,,UNITS 9 & 10,CLIMAX WORKS,GARNET ROAD,LEEDS,LS11 5HP,,IF3,WORKSHOP AND PREMISES,2020590462847
ROBINSON & BIRDSELL LTD T/A SCRAP METAL PROCESSORS,23/06/2004,83500,0,0,0,£0.00,N,N,,ROBINSON AND BIRDSELL,GARNET ROAD,LEEDS,,LS11 5HP,,CW,WAREHOUSE AND PREMISES,2020590439593
ROBINSON & BIRDSELL LTD T/A SCRAP METAL PROCESSORS,23/06/2004,13500,0,0,0,£0.00,Y,N,,VACANT OFFICES AT,ROBINSON AND BIRDSELL,GARNET ROAD,LEEDS,LS11 5HP,01/04/2007,CW,WAREHOUSE AND PREMISES,2020590439582
KKS FITTED BEDROOMS LTD,28/12/2004,6500,0,0,92,£0.00,N,N,,UNIT 8,CLIMAX WORKS,GARNET ROAD,LEEDS,LS11 5HP,,IF3,WORKSHOP AND PREMISES,2020590423928
EMMANUEL ASSEMBLIES OF GOD CHURCH,01/10/2010,21500,80,0,0,£0.00,N,N,,THE VICTORY CENTRE,CLIMAX WORKS,GARNET ROAD,LEEDS,LS11 5HP,,CO,OFFICES AND PREMISES,2020590369387
CHEQUERED FLAG GB LTD,01/04/2013,12000,0,0,0,£0.00,N,N,,UNIT 24E,CLIMAX WORKS,GARNET ROAD HUNSLET,LEEDS,LS11 5HP,,IF,FACTORY AND PREMISES,2020590368632
NORTHERN TRACK LTD,01/04/2000,20250,0,0,0,£0.00,N,N,,UNITS 22B & 23,CLIMAX WORKS,GARNET ROAD,LEEDS,LS11 5HP,,IF3,WORKSHOP AND PREMISES,2020590362057
JOHN FLETCHER ENGINEERING LTD,01/06/2006,3350,0,0,100,£0.00,N,N,,UNIT 13B,CLIMAX WORKS,GARNET ROAD,LEEDS,LS11 5HP,,IF3,WORKSHOP AND PREMISES,2020590358247
AM SERVICES (NORTHERN) LTD,17/05/2012,9900,0,0,35,£0.00,N,N,,UNIT 20,CLIMAX WORKS,GARNET ROAD HUNSLET,LEEDS,LS11 5HP,,IF3,WORKSHOP AND PREMISES,2020590351478
K K S FITTED BEDROOMS LTD,25/10/2011,1725,0,0,0,£0.00,N,N,,"1ST FLOOR BUILDING 6,",CLIMAX WORKS,GARNET ROAD,LEEDS,LS11 5HP,,IF3,WORKSHOP AND PREMISES,2020590340237
MARCIN SILFIPCAR,01/12/2012,3050,0,0,100,£0.00,N,N,,UNIT 18,CLIMAX WORKS,GARNET ROAD HUNSLET,LEEDS,LS11 5HP,,IF3,WORKSHOP AND PREMISES,2020590340234
CR SERVICES LTD T/A LEEDS CAR FINANCE,01/08/2012,11750,0,0,0,£0.00,N,N,,UNIT 24B,CLIMAX WORKS,GARNET ROAD,LEEDS,LS11 5JY,,CW,WAREHOUSE AND PREMISES,2020590101439
CLEAR CHANNEL UK LIMITED,24/07/2007,400,0,0,0,£0.00,N,N,,ADSHEL 0704 0981 OPP PLAYING FIELD,ELLAND ROAD,"CHURWELL, MORLEY",LEEDS,LS11 0HW,,CA,ADVERTISING RIGHT AND PREMISES,2020527467885
CLEAR CHANNEL UK LIMITED,01/04/2000,800,0,0,0,£0.00,N,N,,ADVERT RIGHT 0704 0216,OPP DRYSALTERS,ELLAND ROAD,HOLBECK LEEDS,LS11 8TU,,CA,ADVERTISING RIGHT AND PREMISES,2020527312334
BURNLEY WILSON FISH PARTNERSHIP,01/08/2013,3100,0,0,0,£0.00,N,N,,STORES 1-3 PART 1ST FLOOR UNIT 20,THE SUGAR REFINERY,"DEWSBURY ROAD, BEESTON",LEEDS,LS11 7DF,,CW3,Stores,2020468647414
TELEFONICA UK LTD,01/10/2013,12500,0,0,0,£0.00,Y,Y,Land,O2 TELECOMMUNICATIONS STATION,"SITE REF 43132, THE SUGAR REFINERY","DEWSBURY ROAD, BEESTON",LEEDS,LS11 7DF,01/04/2014,MT1,Communication Station and Premises,2020468647381
 MARK DUNNING T/A METLIFE,04/03/2013,1200,0,0,0,£0.00,N,N,,SUITE 29.10,THE SUGAR REFINERY,DEWSBURY ROAD,LEEDS,LS11 7DF,,CO,Offices and Premises,2020468645038
 LCM FACILITIES SERVICES LTD,27/12/2012,2125,0,0,0,£0.00,N,N,,SUITE 29.9,THE SUGAR REFINERY,DEWSBURY ROAD,LEEDS,LS11 7DF,,CO,Offices and Premises,2020468645027
HXRUK II (NORTH EAST) LTD,16/07/2012,1325,0,0,0,£0.00,Y,Y,Rateable Value,SUITE 29.8,THE SUGAR REFINERY,DEWSBURY ROAD,LEEDS,LS11 7DF,16/07/2012,CO,Offices and Premises,2020468645016
HXRUK II (NORTH EAST) LTD,31/01/2014,2900,0,0,0,£0.00,Y,N,,SUITE 29.7,THE SUGAR REFINERY,DEWSBURY ROAD,LEEDS,LS11 7DF,01/04/2014,CO,Offices and Premises,2020468645005
HXRUK II (NORTH EAST) LTD,04/03/2013,1175,0,0,0,£0.00,Y,Y,Rateable Value,SUITE 29.6,THE SUGAR REFINERY,DEWSBURY ROAD,LEEDS,LS11 7DF,04/03/2013,CO,Offices and Premises,2020468644994
HXRUK II (NORTH EAST) LTD,11/05/2013,1050,0,0,0,£0.00,Y,Y,Rateable Value,SUITE 29.5,THE SUGAR REFINERY,DEWSBURY ROAD,LEEDS,LS11 7DF,11/05/2013,CO,Offices and Premises,2020468644983
HXRUK II (NORTH EAST) LTD,16/07/2012,1100,0,0,0,£0.00,Y,Y,Rateable Value,SUITE 29.4,THE SUGAR REFINERY,DEWSBURY ROAD,LEEDS,LS11 7DF,16/07/2012,CO,Offices and Premises,2020468644972
RE ISAS SALON,01/07/2013,920,0,0,0,£0.00,N,N,,SUITE 29.3,THE SUGAR REFINERY,DEWSBURY ROAD,LEEDS,LS11 7DF,,CO,Offices and Premises,2020468644961
 ISA SALON,20/10/2012,1175,0,0,0,£0.00,N,N,,SUITE 29.2,THE SUGAR REFINERY,DEWSBURY ROAD,LEEDS,LS11 7DF,,CO,Offices and Premises,2020468644950
HXRUK II (NORTH EAST) LTD,16/07/2012,1875,0,0,0,£0.00,Y,Y,Rateable Value,SUITE 29.1,THE SUGAR REFINERY,DEWSBURY ROAD,LEEDS,LS11 7DF,01/12/2013,CO,Office,2020468644939
 EASY RECRUIT LTD,11/06/2012,1325,0,0,0,£0.00,N,N,,OFFICE 2711,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,Office,2020468644070
DYNAMIC DESPATCH LTD,15/04/2010,9900,0,0,35,£0.00,N,N,,OFFICE 31 SUGAR MILL,OAKHURST ROAD,LEEDS,,LS11 7HL,,CO,Office,2020468642816
RE : BLACK DIAMOND SOLUTIONS LTD,01/04/2010,2750,0,0,100,£0.00,N,N,,OFFICE 30 SUGAR MILL,OAKHURST ROAD,LEEDS,,LS11 7HL,,CO,Office,2020468642805
HXRUK II (NORTH EAST) LTD,01/04/2011,800,0,0,0,£0.00,Y,Y,Rateable Value,SUITE 45,THE SUGAR REFINERY,DEWSBURY ROAD,LEEDS,LS11 7DF,01/04/2011,CO,Office,2020468624200
ARCHER & STONE LTD,19/11/2012,1875,0,0,100,£0.00,N,N,,OFFICE 2713,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,Offices and Premises,2020468513250
 CABLECOM TRAINING LTD,19/11/2012,1300,0,0,0,£0.00,N,N,,OFFICE 2712,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,Offices and Premises,2020468513239
 DYNAMIC DESPATCH LTD,26/03/2012,1100,0,0,0,£0.00,N,N,,DYNAMIC DISPATCH PART UNIT 7,THE SUGAR REFINERY,432 DEWSBURY ROAD,LEEDS,LS11 7DF,,CO,Store,2020468512590
 ARTHRITIS WE CARE LTD,20/08/2012,12250,0,0,0,£0.00,N,N,,SUITES 39 41 & 43,THE SUGAR REFINERY,432 DEWSBURY ROAD,LEEDS,LS11 7DF,,CO,Offices and Premises,2020468512579
RSPCA LEEDS BRANCH,05/12/2011,4500,80,0,0,£0.00,N,N,,SUITE 57,THE SUGAR REFINERY,DEWSBURY ROAD,LEEDS,LS11 7DF,,CO,Office,2020468512568
 AVIE CONSULTING LTD,01/03/2013,5400,0,0,0,£0.00,N,N,,SUITE 55,THE SUGAR REFINERY,432 DEWSBURY ROAD,LEEDS,LS11 7DF,,CO,Office,2020468512557
HXRUK II (NORTH EAST) LTD,08/10/2012,1925,0,0,0,£0.00,Y,Y,Rateable Value,SUITE 37.4,THE SUGAR REFINERY,DEWSBURY ROAD,LEEDS,LS11 7DF,08/10/2012,CO,Office,2020468509554
HXRUK II (NORTH EAST) LTD,08/10/2012,1550,0,0,0,£0.00,Y,Y,Rateable Value,SUITE 37.3,THE SUGAR REFINERY,DEWSBURY ROAD,LEEDS,LS11 7DF,08/10/2012,CO,Office,2020468509543
HXRUK II (NORTH EAST) LTD,28/02/2014,3750,0,0,0,£0.00,Y,N,,SUITE 37.2,THE SUGAR REFINERY,DEWSBURY ROAD,LEEDS,LS11 7DF,28/02/2014,CO,OFFICE,2020468509532
FRESHCAST LTD C/O HXRUK II (NORTH EAST) LTD,01/12/2013,3750,0,0,0,£0.00,N,N,,SUITE 37.1,THE SUGAR REFINERY,DEWSBURY ROAD,LEEDS,LS11 7DF,,CO,OFFICE,2020468509521
BRITANNIACREST LIMITED,21/04/2014,4150,0,0,0,£0.00,N,N,,OFFICE 56,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,Offices and Premises,2020468508696
AIMS ACCOUNTANTS FOR BUSINESS,10/04/2012,2700,0,0,0,£0.00,N,N,,OFFICE 55,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,Offices and Premises,2020468508685
CLEAR CHANNEL UK LIMITED,01/07/2010,800,0,0,0,£0.00,N,N,,ADSHEL SITE 0704 1218,NR 434 DEWSBURY ROAD,BEESTON,LEEDS,LS11 7LJ,,CA,Advertising Right and Premises,2020468496761
HXRUK II (NORTH EAST) LTD,01/08/2013,1775,0,0,0,£0.00,Y,Y,Rateable Value,OFFICE 54,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,01/08/2013,CO,OFFICES AND PREMISES,2020468482834
HXRUK II (NORTH EAST) LTD,20/05/2010,2300,0,0,0,£0.00,N,N,,OFFICE 53,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482823
D M DESIGN LTD,31/03/2010,7100,0,0,0,£0.00,N,N,,OFFICE 52,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482812
UNITED RESPONSE,30/03/2009,6100,80,0,0,£0.00,N,N,,OFFICE 51,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482801
 CBS COMMUNICATIONS LTD,22/02/2013,6000,0,0,0,£0.00,N,N,,OFFICE 50,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482790
MITIE SECURITY LTD,25/06/2010,9100,0,0,0,£0.00,N,N,,OFFICE 49,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482779
MITIE SECURITY LTD,25/06/2010,6900,0,0,0,£0.00,N,N,,OFFICE 48,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482768
MITIE SECURITY LTD,25/06/2010,3100,0,0,0,£0.00,N,N,,OFFICE 47,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482757
MITIE SECURITY LTD,25/06/2010,3550,0,0,0,£0.00,N,N,,OFFICE 46,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482746
MITIE SECURITY LTD,25/06/2010,3550,0,0,0,£0.00,N,N,,OFFICE 45,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482735
 TEMPERATURE CONTROL LTD,15/10/2010,4800,0,0,0,£0.00,N,N,,OFFICE 44,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482724
MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,11/07/2011,3100,0,0,0,£0.00,N,N,,OFFICE 43,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482713
MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,11/07/2011,3650,0,0,0,£0.00,N,N,,OFFICE 42,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482702
BRITANNIACREST LIMITED,21/04/2014,5600,0,0,0,£0.00,N,N,,OFFICE 41,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482691
HXRUK II (NORTH EAST) LTD RE: WELCOME FINANCIAL SERVICES LTD,07/02/2011,3900,0,0,0,£0.00,N,N,,OFFICE 40,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HF,,CO,OFFICES AND PREMISES,2020468482680
MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,11/07/2011,7500,0,0,0,£0.00,N,N,,OFFICE 39,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482669
MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,11/07/2011,6100,0,0,0,£0.00,N,N,,OFFICE 38,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482658
MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,11/07/2011,6800,0,0,0,£0.00,N,N,,OFFICE 37,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482647
 CABLECOM TRAINING,03/04/2013,8200,0,0,0,£0.00,N,N,,OFFICE 36,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482636
 CABLECOM TRAINING LTD,03/04/2013,7200,0,0,0,£0.00,N,N,,OFFICE 35,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468482625
HXRUK II (NORTH EAST) LTD,03/04/2013,7100,0,0,0,£0.00,Y,N,,OFFICE 33,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,03/04/2013,CO,OFFICES AND PREMISES,2020468482603
HXRUK II (NORTH EAST) LTD,13/03/2014,6400,0,0,0,£0.00,Y,N,,OFFICE 32,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,13/03/2014,CO,OFFICES AND PREMISES,2020468482592
 GEA GRENCO LTD,08/04/2011,7200,0,0,0,£0.00,N,N,,OFFICE 34,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HL,,CO,OFFICES AND PREMISES,2020468481614
