Body name,Body,Service label,Service division label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children Looked After,Employees,Agency Staff,008,13/12/2010,1012-01082,697.77 ,R,BS PROJECT SERVICES LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children Looked After,Employees,Agency Staff,008,20/12/2010,1012-01083,1104.57 ,R,BS PROJECT SERVICES LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children Looked After,Employees,Agency Staff,008,21/12/2010,1012-01084,811.34 ,R,BS PROJECT SERVICES LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children Looked After,Employees,Agency Staff,008,24/12/2010,1012-01085,1065.02 ,R,BS PROJECT SERVICES LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children Looked After,Employees,Agency Staff,008,29/12/2010,1012-01086,925.47 ,R,BS PROJECT SERVICES LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children Looked After,Employees,Agency Staff,008,29/12/2010,1012-01087,866.71 ,R,BS PROJECT SERVICES LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children Looked After,Employees,Agency Staff,008,29/12/2010,1012-01088,1131.13 ,R,BS PROJECT SERVICES LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children Looked After,Employees,Agency Staff,008,29/12/2010,1012-01089,1123.78 ,R,BS PROJECT SERVICES LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children Looked After,Employees,Agency Staff,008,29/12/2010,1012-01090,899.48 ,R,BS PROJECT SERVICES LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children Looked After,Employees,Agency Staff,008,29/12/2010,1012-01091,1270.68 ,R,BS PROJECT SERVICES LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children Looked After,Employees,Agency Staff,008,29/12/2010,1012-01092,859.36 ,R,BS PROJECT SERVICES LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children Looked After,Employees,Agency Staff,008,29/12/2010,1012-01093,1259.38 ,R,BS PROJECT SERVICES LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children Looked After,Employees,Agency Staff,008,29/12/2010,1012-01094,1127.17 ,R,BS PROJECT SERVICES LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,02/12/2010,1012-01095,969.24 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,03/12/2010,1012-01096,1452.00 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,03/12/2010,1012-01097,803.51 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,07/12/2010,1012-01098,1320.31 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,07/12/2010,1012-01099,752.37 ,R,BSS GROUP PLC
East North East Homes Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,Technical Services,Supplies and services,Other Materials,205,09/12/2010,1012-01100,754.71 ,R,BSS GROUP PLC
East North East Homes Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,Technical Services,Supplies and services,Other Materials,205,09/12/2010,1012-01101,470.49 ,R,BSS GROUP PLC
East North East Homes Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,Technical Services,Supplies and services,Other Materials,205,09/12/2010,1012-01102,767.51 ,R,BSS GROUP PLC
East North East Homes Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,Technical Services,Supplies and services,Other Materials,205,09/12/2010,1012-01103,1682.10 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,10/12/2010,1012-01104,829.27 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,10/12/2010,1012-01105,766.19 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,15/12/2010,1012-01106,912.42 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,15/12/2010,1012-01107,897.18 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,15/12/2010,1012-01108,854.52 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,15/12/2010,1012-01109,833.76 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,15/12/2010,1012-01110,963.46 ,R,BSS GROUP PLC
East North East Homes Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,Technical Services,Supplies and services,Other Materials,205,15/12/2010,1012-01111,875.80 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,17/12/2010,1012-01112,753.36 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,17/12/2010,1012-01113,744.54 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,17/12/2010,1012-01114,820.14 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,17/12/2010,1012-01115,1133.93 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,22/12/2010,1012-01116,1266.95 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,22/12/2010,1012-01117,851.00 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,22/12/2010,1012-01118,877.25 ,R,BSS GROUP PLC
East North East Homes Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,Technical Services,Supplies and services,Other Materials,205,22/12/2010,1012-01119,1740.91 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,24/12/2010,1012-01120,1090.37 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,24/12/2010,1012-01121,718.35 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,24/12/2010,1012-01122,875.64 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,24/12/2010,1012-01123,742.72 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,24/12/2010,1012-01124,1001.89 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,24/12/2010,1012-01125,741.82 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,24/12/2010,1012-01126,923.37 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,24/12/2010,1012-01127,867.73 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Operational Materials,205,30/12/2010,1012-01128,931.48 ,R,BSS GROUP PLC
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Information Technology,Supplies and services,Computer Software & Equipment,214,08/12/2010,1012-01129,62330.73 ,R,BT GLOBAL SERVICES
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Supplies and services,Operational Furniture And Equipment,203,20/12/2010,1012-01130,1300.92 ,R,BT REDCARE
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,City Development,Supplies and services,STATE OF THE RIVER MANAGEMENT EXPEND.,002,08/12/2010,1012-01131,1319.14 ,R,BTCV
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Supplies and services,Operational Materials,205,20/12/2010,1012-01132,962.59 ,R,BTCV
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Adult Social Care,Capital,OTHER COSTS,7,21/12/2010,1012-01133,598.00 ,C,Buddi Limited
Education Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,Education Leeds,Education Leeds,Supplies and services,Other Hired And Contracted Services,265,06/12/2010,1012-01134,8227.80 ,R,BUMPY LTD
Education Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,Education Leeds,Education Leeds,Supplies and services,Other Hired And Contracted Services,265,06/12/2010,1012-01135,3958.50 ,R,BUMPY LTD
Education Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,Education Leeds,Education Leeds,Supplies and services,Other Hired And Contracted Services,265,06/12/2010,1012-01136,8576.75 ,R,BUMPY LTD
Education Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,Education Leeds,Education Leeds,Supplies and services,Other Hired And Contracted Services,265,06/12/2010,1012-01137,3204.50 ,R,BUMPY LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Nursing Home,570,22/12/2010,1012-01138,10951.82 ,R,BUPA PARK AVENUE
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Nursing Care Emi,574,22/12/2010,1012-01139,32923.59 ,R,BUPA PARK AVENUE
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Third party payments,Nursing Home,570,22/12/2010,1012-01140,1439.48 ,R,BUPA SABOURN COURT NURSING HOME
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Nursing Home,570,22/12/2010,1012-01141,38508.71 ,R,BUPA SABOURN COURT NURSING HOME
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Supplies and services,Operational Materials,205,01/12/2010,1012-01142,616.00 ,R,BURDENS LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Supplies and services,Operational Materials,205,01/12/2010,1012-01143,770.00 ,R,BURDENS LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Supplies and services,Operational Materials,205,01/12/2010,1012-01144,462.00 ,R,BURDENS LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Supplies and services,Operational Materials,205,01/12/2010,1012-01145,770.00 ,R,BURDENS LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Capital,CONSTRUCTION,3,01/12/2010,1012-01146,1436.62 ,C,BURDENS LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Supplies and services,Operational Materials,205,03/12/2010,1012-01147,768.00 ,R,BURDENS LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Capital,CONSTRUCTION,3,06/12/2010,1012-01148,3150.00 ,C,BURDENS LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Supplies and services,Operational Materials,205,10/12/2010,1012-01149,460.80 ,R,BURDENS LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Supplies and services,Operational Materials,205,10/12/2010,1012-01150,458.70 ,R,BURDENS LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Capital,CONSTRUCTION,3,17/12/2010,1012-01151,1440.95 ,C,BURDENS LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Supplies and services,Operational Materials,205,24/12/2010,1012-01152,765.90 ,R,BURDENS LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Planning and Sustainable Development,Supplies and services,Other Hired And Contracted Services,265,15/12/2010,1012-01153,800.00 ,R,BUREAU VERITAS CERTIFICATION UK LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Nursing Home,570,22/12/2010,1012-01154,2472.92 ,R,BURLEY HALL NURSING HOME
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Third party payments,Nursing Home,570,22/12/2010,1012-01155,23370.28 ,R,BURLEY HOUSE
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Nursing Home,570,22/12/2010,1012-01156,12132.24 ,R,BURLEY HOUSE
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People under 65 P/Dis,Third party payments,Nursing Home,570,22/12/2010,1012-01157,1738.96 ,R,BURLEY HOUSE
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Early Years Service,Third party payments,Services Rendered By Other Organisations,511,17/12/2010,1012-01158,1429.59 ,R,BURMANTOFTS COMMUNITY NURSERY
