Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BROADWOOD EDUCATIONAL SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,22/05/2014,22504165,11514.33,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,29360,Educational Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,CHAIGELEY EDUCATIONAL FOUNDATION,N/A,Not yet available,Not yet available,Not yet available,22/04/2014,22479139,14131.67,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,29360,Educational Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DONCASTER MBC,N/A,Not yet available,Not yet available,Not yet available,22/04/2014,22474250,17884.62,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,n/a,CATNA,48583,Local Government,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DONCASTER MBC,N/A,Not yet available,Not yet available,Not yet available,22/04/2014,22474250,6540,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,n/a,CATNA,48583,Local Government,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,EASTWOOD GRANGE PRIORY,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22501664,7007.88,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,15698,Addiction Rehabilitation & Treatment,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,EASTWOOD GRANGE PRIORY,N/A,Not yet available,Not yet available,Not yet available,24/06/2014,22526706,6781.82,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,15698,Addiction Rehabilitation & Treatment,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,GAWTHORPE COMMUNITY ACADEMY SCHOOL,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474627,18298.8,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,GAWTHORPE COMMUNITY ACADEMY SCHOOL,N/A,Not yet available,Not yet available,Not yet available,25/04/2014,22484705,26920.35,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,GLASSHOUGHTON INFANT ACADEMY,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474639,6158.25,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,GLASSHOUGHTON INFANT ACADEMY,N/A,Not yet available,Not yet available,Not yet available,25/04/2014,22484706,37477.35,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,"HALFPENNY LANE J, I & N SCHOOL",N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474623,8093.7,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67860,Schools - Independent & Preparatory,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,"HALFPENNY LANE J, I & N SCHOOL",N/A,Not yet available,Not yet available,Not yet available,25/04/2014,22484707,40116.6,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67860,Schools - Independent & Preparatory,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HAVERCROFT ACADEMY,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474637,10381.05,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HAVERCROFT ACADEMY,N/A,Not yet available,Not yet available,Not yet available,25/04/2014,22484708,23753.25,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HORBURY BRIDGE J & I ACADEMY,N/A,Not yet available,Not yet available,Not yet available,25/04/2014,22484709,11612.7,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HORIZONCARE,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22500768,5250.78,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,43419,Home Care Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HORIZONCARE,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22500767,6999.49,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,43419,Home Care Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HORIZONCARE,N/A,Not yet available,Not yet available,Not yet available,18/06/2014,22521900,6886.2,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,43419,Home Care Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HORIZONCARE,N/A,Not yet available,Not yet available,Not yet available,18/06/2014,22521908,5081.4,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,43419,Home Care Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HORIZONCARE,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22494979,763.25,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,43419,Home Care Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HORIZONCARE,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22494975,5342.6,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,43419,Home Care Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HORIZONCARE,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22501193,5250.78,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,43419,Home Care Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HORIZONCARE,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,22521951,6773.7,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,43419,Home Care Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HORIZONCARE,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,22521957,5081.4,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,43419,Home Care Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HORIZONCARE,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22494982,1431.1,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,43419,Home Care Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HORIZONCARE,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22494988,1478.8,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,43419,Home Care Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HORIZONCARE,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22500759,7115.74,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,43419,Home Care Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HORIZONCARE,N/A,Not yet available,Not yet available,Not yet available,14/05/2014,22494948,5081.4,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,43419,Home Care Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HORIZONCARE,N/A,Not yet available,Not yet available,Not yet available,25/06/2014,22526479,4742.64,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,43419,Home Care Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,KISIMUL GROUP LTD T/A KISIMUL SCHOOL,N/A,Not yet available,Not yet available,Not yet available,25/06/2014,22505589,6277.3,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67860,Schools - Independent & Preparatory,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,KISIMUL GROUP LTD T/A KISIMUL SCHOOL,N/A,Not yet available,Not yet available,Not yet available,12/05/2014,22494315,6486.54,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67860,Schools - Independent & Preparatory,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,KISIMUL GROUP LTD T/A KISIMUL SCHOOL,N/A,Not yet available,Not yet available,Not yet available,25/06/2014,22505596,6430.27,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67860,Schools - Independent & Preparatory,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,KNOTTINGLEY ST BOTOLPHS C OF E ACADEMY,N/A,Not yet available,Not yet available,Not yet available,25/04/2014,22484710,32198.85,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,KNOTTINGLEY ST BOTOLPHS C OF E ACADEMY,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474625,11436.75,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ORCHARD HEAD JI & N SCHOOL,N/A,Not yet available,Not yet available,Not yet available,25/04/2014,22484711,33782.4,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67860,Schools - Independent & Preparatory,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ORCHARD HEAD JI & N SCHOOL,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474622,14955.75,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67860,Schools - Independent & Preparatory,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,OUTWOOD PRIMARY ACADEMY LEDGER LANE,N/A,Not yet available,Not yet available,Not yet available,25/04/2014,22484712,15835.5,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,OUTWOOD PRIMARY ACADEMY LOFTHOUSE GATE,N/A,Not yet available,Not yet available,Not yet available,25/04/2014,22484713,40644.45,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,OUTWOOD PRIMARY ACADEMY LOFTHOUSE GATE,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474636,13196.25,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,PETERBOROUGH CITY COUNCIL,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22505587,8420,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,n/a,CATNA,48583,Local Government,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,PONTEFRACT ACADEMIES TRUST T/A DE LACY PRIMARY SCHOOL,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474638,2463.3,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,PONTEFRACT ACADEMIES TRUST T/A DE LACY PRIMARY SCHOOL,N/A,Not yet available,Not yet available,Not yet available,25/04/2014,22484703,25864.65,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,REFLEXION CARE GROUP LTD,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22505605,6412.56,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,17580,Childcare Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,REFLEXION CARE GROUP LTD,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,22526386,6205.71,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,17580,Childcare Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ROC NORTHWEST LIMITED,N/A,Not yet available,Not yet available,Not yet available,24/06/2014,22526699,2394.77,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,64710,Residential Care Homes,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ROC NORTHWEST LIMITED,N/A,Not yet available,Not yet available,Not yet available,06/06/2014,22514635,1938.62,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,64710,Residential Care Homes,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ROC NORTHWEST LIMITED,N/A,Not yet available,Not yet available,Not yet available,06/06/2014,22514687,5867.78,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,64710,Residential Care Homes,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ROC NORTHWEST LIMITED,N/A,Not yet available,Not yet available,Not yet available,24/06/2014,22526713,5678.5,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,64710,Residential Care Homes,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ROOKS NEST ACADEMY,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474631,16433.73,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ROOKS NEST ACADEMY,N/A,Not yet available,Not yet available,Not yet available,25/04/2014,22484714,26392.5,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
