"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","LAN02001","4","20837","33829","Graduate Team Member","863.88","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058640","OF2","37916","45090","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00002462","C1","35648","44268","Commercial Officer","30.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00026652","C2","29258","36333","Audit and Assurance","5.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Design & Imagery","12.00","Communications"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139074","OF5","81310","89408","Legal Adviser","1.00","Law"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","23427","29092","Intelligence Analysis","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1116716","E1","18370","22124","Administrative Support","3.97","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","LAN02001","5","29387","41774","Team Leader","51.98","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058640","OR7-8","33223","43252","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00002462","C2","29258","36333","Commercial Officer","40.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00026652","C2","29258","36333","Business Management and Improvement","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Engineering and Science","8.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","23427","29092","Knowledge Info Management","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1116716","OF2","37916","45090","HR Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","LAN02001","5","29387","41774","Scientist/Analyst/Engineer","682.67","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139083","B1","56436","72185","Legal Adviser","3.00","Law"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058640","OR5-6","30013","36929","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00002462","D","23427","29092","Commercial Officer","32.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00026652","C2","29258","36333","Information Technology","23.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Secretarial","6.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","23427","29092","Logistics Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1116716","OF4","67032","77617","HR Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","LAN02001","6","37977","51084","Group Leader","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139083","E1","18370","22124","Legal Support officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058640","OR4","26405","33182","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00002462","E1","18370","22124","Commercial Officer","5.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00026652","C2","29258","36333","Knowledge Info Management","4.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Corporate Support","5.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","23427","29092","Material Accounting","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1116716","OR4","26405","33182","HR Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","LAN02001","6","37977","51084","Operational Manager","11.59","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00002497","B1","56436","72185","Project support officer","4.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139084","B1","56436","72185","Legal Adviser","8.00","Law"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058640","OF5","81310","89408","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00026652","C2","29258","36333","Programme Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Logistics","7.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","23427","29092","Media and Press","2.49","Communications"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1116716","OR5-6","30013","36929","HR Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","LAN02001","6","37977","51084","Principal","7.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00002497","B2","47942","59535","Project support officer","14.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139084","B2","47942","59535","Legal Adviser","22.00","Law"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058640","OF5","81310","89408","RAF","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00026652","C2","29258","36333","Project Management","22.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Teaching Support","12.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","23427","29092","Performance Management","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","LAN02001","6","37977","51084","Programme manager","1.81","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00002497","C1","35648","44268","Project support officer","65.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139084","C1","35648","44268","Legal Adviser","4.00","Law"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1129143","OF4","67032","77617","Senior Staff Outer Office","6.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058640","OF4","67032","77617","Army","6.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00026652","C2","29258","36333","Reporting and Controls","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Engineering and Science","5.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","23427","29092","Programme Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","LAN02001","6","37977","51084","Programme Leader","5.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00002497","C2","29258","36333","Project support officer","63.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139084","C2","29258","36333","Legal Adviser","4.00","Law"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1129143","OF5","81310","89408","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058640","OF4","67032","77617","RN","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00026652","C2","29258","36333","Security Advice","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","18370","22124","Transaction Processing","5.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","23427","29092","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","LAN02001","6","37977","51084","Team Leader","219.18","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00002497","D","23427","29092","Project support officer","21.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139084","D","23427","29092","Legal Support officer","2.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1129143","OF2","37916","45090","Communication and Media","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058640","OF3","47760","57200","RN","6.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00026652","D","23427","29092","Administrative Support","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E2","15623","18815","Administrative Support","68.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","23427","29092","Protocol & Visits","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","LAN02001","6","37977","51084","Scientist/Analyst/Engineer","454.37","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00002497","E1","18370","22124","Project support officer","10.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139084","E1","18370","22124","Legal Support officer","6.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1129143","OF3","47760","57200","Communication and Media","2.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058640","OF3","47760","57200","RAF","7.00","Military"
