PROPERTY_DESCRIPTION,PROPREF,PROPERTY_ADDRESS,RATEPAYER,RV,LIABILITY_START,RELIEF_AS_AT_TODAY
Garage And Premises,68248702,"Unit 29, Phoebe Lane Industrial Est., Halifax, HX3 9EX",,2300,07/01/2014,SBR
Garage And Premises,68280700,"Adj 1 Clare Street, Halifax, HX1 2LF",,2850,18/09/2000,SBR
Garage And Premises,68308742,"Rear 296 Queens Road, Halifax, HX1 4NS",,3450,01/04/1990,SBR
Garage And Premises,68308842,"Pennine Prestige, Queens Road Works, Queens Road, Halifax              HX1 3NS",,18750,05/10/2015,
Garage And Premises,68332701,"Unit 3, Range Court, Halifax, HX3 6DJ",Pennine Housing 2000,7000,01/02/2008,ER
Garage And Premises,68332702,"Unit 4, Range Court, Halifax, HX3 6DL",Pennine Housing 2000,8100,10/06/2008,ER
Garage And Premises,68392706,"16 Rochdale Road, Greetland, Halifax, HX4 8AL",,3550,13/02/1999,SBR
Garage And Premises,68392721,"Park Garage, Rochdale Road, Greetland, Halifax             HX4 8AL",D Pitchforth Ltd,4300,01/04/1990,SBR
Garage And Premises,68444700,"Saddleworth Road, Greetland, Halifax, HX4 8LZ",H Bottomley Ltd,13250,01/04/1990,SBR
Garage And Premises,68444701,"Saddleworth Road, Greetland, Halifax, HX4 8LZ",,4100,01/04/1990,SBR
Garage And Premises,68444711,"Springfield Works, Saddleworth Road, Greetland, Halifax             HX4 8LZ",O M C Ford,42500,23/12/1999,
Garage And Premises,68472702,"Savile Park Road, Halifax, HX1 2EN",Balmoral Garage Ltd,5600,01/04/1990,SBR
Garage And Premises,68556700,"Shibden Hall Road, Halifax, HX3 8PJ",,4100,10/10/2015,SBR
Garage And Premises,68600704,"Skircoat Moor Service Stn., Skircoat Moor Road, Halifax, HX3 0HA",Enterprise Rent A Car Ltd,10250,03/05/2005,SBR
Garage And Premises,68604711,"Unit 4, Trinity Business Centre, Skircoat Road, Halifax             HX1 2QZ",,8000,01/04/1996,DRR SBR
Garage And Premises,68632040,"40 South Parade, Halifax, HX1 2LY",,2150,01/04/1990,SBR
Garage And Premises,68632712,"40 South Parade, Halifax, HX1 2LY",Halifax Auto Centre Ltd,9400,01/04/2014,SBR DRR
Garage And Premises,68704701,"Northowram Garage, Adj 34 Square, Bradford Road, Northowram",Northowram Garage Ltd,17250,01/04/1990,SBR DRR
Garage And Premises,68720700,"St Giles Road, Lightcliffe, Halifax, HX3 8BG",Deanhurst Garages Ltd,13500,01/02/1998,ER
Garage And Premises,68720701,"St Giles Road, Lightcliffe, Halifax, HX3 8BG",D & M Trailers (Halifax) Ltd,7100,01/04/1990,SBR
Garage And Premises,68772725,"Unit 4, North Dean Mills, Stainland Road, Greetland           HX4 8LS",J Speak & Co Ltd,1750,01/07/2006,EX
Garage And Premises,69004700,"Tanhouse Hill, Hipperholme, Halifax, HX3 8HN",,7200,13/05/2011,SBR
Garage And Premises,69060700,"Thornhill Cottage, Stainland, Halifax, HX4 9LP",,7200,01/04/1990,SBR
Garage And Premises,69096702,"4 Trinity Road, Halifax, HX1 2QF",Halifax Plc,7400,01/12/2009,SBR
Garage And Premises,69120700,"Turner Court Works, Boothtown, Halifax, HX3 6TS",Halls Decorating & Painting Contractors Ltd,2400,01/04/1990,SBR
Garage And Premises,69196720,"Unit 1 Victoria Autos, Victoria Road, Halifax, HX1 5PT",,3600,08/12/2014,SBR
Garage And Premises,69196721,"Unit 2 Victoria Autos, Victoria Road, Halifax, HX1 5PT",,5400,08/12/2014,SBR
Garage And Premises,69200700,"Victoria Road, Hipperholme, Halifax, HX3 8DF",,4550,01/03/2011,SBR
Garage And Premises,69240702,"Wakefield Road, Copley, Halifax, HX3 0UA",Richard Baldwin Motorhomes (Halifax) Ltd,22250,30/05/2004,
Garage And Premises,69240706,"Adj Copley Motors Ltd, Wakefield Road, Copley, Halifax             HX3 0UA",Perrys Motor Sales Ltd,3250,01/04/1998,SBR
Garage And Premises,69296718,"Unit 7, Washer Lane Works, Washer Lane, Halifax              HX2 7DX",,3500,01/04/2010,SBR
Garage And Premises,69324702,"Union Street South, Halifax, HX1 2LB",A B Auto-Works Ltd,12250,27/10/2015,DRR SBR
Garage And Premises,69328700,"Wellington Garage, Wellington Street West, Halifax, HX1 2TQ",,3850,01/04/1990,SBR
Garage And Premises,69360710,"Flyover Works, 30 West Parade, Halifax, HX1 2TE",,2075,01/04/2011,SBR
Garage And Premises,69360711,"Flyover Works, 32 West Parade, Halifax, HX1 2TE",,3500,01/07/1998,SBR
Garage And Premises,69360712,"West Parade Garage, 10a West Parade, Halifax, HX1 2TA",,2475,01/04/2006,SBR
Garage And Premises,69372702,"West View Garage, Boothtown, Halifax, HX3 6PG",,3650,01/04/1990,SBR
Garage And Premises,69464706,"Willow Hall Garage, Willow Hall, Halifax, HX2 7NF",,4350,04/03/2012,SBR
Garage And Premises,69476705,"R/0 51 Winding Road, Halifax, HX1 1SJ",Rhodes Motors Ltd,6500,25/12/1999,SBR
Garage And Premises,69540700,"Garage, Adj 5 Workhouse Lane, Greetland, Halifax             HX4 8BS",Calder Valley Fire & Security Ltd,880,01/07/2013,SBR
Garage And Premises,76060701,"2 West End, Hebden Bridge, HX7 8UQ",Bradford Property Restoration Ltd,2050,01/06/2010,EX
Garage And Premises,76088738,"Unit 8, Burnley Road Garage, Mytholmroyd, Hebden Bridge       HX7 5AD",,6800,01/09/2010,EX
Garage And Premises,76096702,"Waterside, Calder Brook, Hebden Bridge, HX7 8PA",,3950,01/01/2014,EX
Garage And Premises,76212702,"Crown Works, Victoria Road, Hebden Bridge, HX7 8JX",Victoria Road Garage (Hebden Bridge) Ltd,6800,01/04/1990,SBR
Garage And Premises,76212703,"Spring Grove Stables, Foster Lane, Hebden Bridge, HX7 8JX",,2550,01/04/2003,EX
Garage And Premises,76224705,"George Street, Mytholmroyd, Hebden Bridge, HX7 5DT",,3250,01/04/1990,EX
Garage And Premises,76244707,"Star Garage, Townson Works, Hangingroyd Lane, Hebden Bridge       HX7 7DD",,9000,01/04/1990,SBR
Garage And Premises,76456701,"Monteith Garage, Sandbed, Hebden Bridge, HX7 6PT",,8300,01/04/1990,SBR
Garage And Premises,76456704,"Sandbed Garage, Burnley Road, Sandbed, Hebden Bridge        HX7 6PT",Murts Motor Centre Ltd,4050,01/06/2014,EX
Garage And Premises,76496700,"Castle Hall Unit, Springfield Terrace, Cragg Vale, Hebden Bridge        HX7 5SS",,3600,01/05/1996,SBR
Garage And Premises,76540704,"Co-Operative Yard, Towngate, Heptonstall, Hebden Bridge        HX7 6NJ",,2450,13/06/2007,SBR
Garage And Premises,76540705,"Garage 1, Co-Operative Yard, Heptonstall, Hebden Bridge        HX7 6NJ",,1625,01/11/2013,SBR
Garage And Premises,76552702,"Baker Street Works, Valley Road, Hebden Bridge, HX7 7BZ",,3850,01/04/1990,SBR
Garage And Premises,76560707,"Windsor Garage, Victoria Road, Hebden Bridge, HX7 8JX",,4000,01/04/1990,SBR
Garage And Premises,77024703,"Unit 1, Asquith Bottom Works, Sowerby Bridge, HX6 3BT",,1350,01/05/1996,SBR
Garage And Premises,77024714,"Unit 14C, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",,2150,05/10/2014,SBR
Garage And Premises,77024715,"Unit 14B, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",,2700,15/06/2015,EX
Garage And Premises,77024737,"Unit 2 Asquith Bottom Works, Asquith Bottom, Ridge Street, Sowerby Bridge       HX6 3BS",,1350,01/04/2014,SBR
Garage And Premises,77108715,"Unit 1 R/O Hill Crest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",,2900,01/04/2014,SBR
Garage And Premises,77188701,"Marine Garage, East Parade, Sowerby Bridge, HX6 2BH",,3750,05/03/2012,SBR
Garage And Premises,77276731,"Garage, Hollins Mill Lane, Sowerby Bridge, HX6 2QG",,5200,01/04/2008,SBR
Garage And Premises,77340716,"Unit 5, Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",,1850,01/02/2014,SBR
Garage And Premises,77340738,"Mearclough Road, Sowerby Bridge, HX6 3LF",B Ainley Commercials Ltd,6600,01/04/2004,EX
Garage And Premises,77340739,"Unit 2, Mearclough Road, Sowerby Bridge, HX6 3LF",,5500,01/05/2008,EX
Garage And Premises,77352700,"Top Yard, Mill House Works, Mill House Lane, Triangle            HX6 3LN",,4400,01/04/1990,SBR
Garage And Premises,77352707,"Unit 16, Mill House Works, Mill House Lane, Triangle            HX6 3LN",Units To Let [Northern] Ltd,1775,17/09/2005,EX
Garage And Premises,77352712,"Unit 20, Mill House Works, Mill House Lane, Triangle            HX6 3LN",,2900,01/04/1990,SBR
Garage And Premises,77352713,"Unit 21, Mill House Works, Mill House Lane, Triangle            HX6 3LN",,2450,11/07/2014,EX
Garage And Premises,77352714,"Unit 30, Mill House Works, Mill House Lane, Triangle            HX6 3LN",,1750,01/04/2002,EX
Garage And Premises,77352722,"Unit 7b, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",,770,13/01/2015,SBR
Garage And Premises,77352727,"Unit 34a, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",,1375,01/04/2003,EX
Garage And Premises,77388702,"Norland Road, Sowerby Bridge, HX6 3DF",J M S Motorcycles Ltd,4900,30/01/1999,SBR
Garage And Premises,77408714,"Ripponden Garage, Oldham Road, Ripponden, Sowerby Bridge      HX6 4DN",,2000,18/10/1996,SBR
Garage And Premises,77408728,"Nr 97a Oldham Road, Ripponden, Sowerby Bridge, HX6 4EB",,3700,01/05/1992,SBR
Garage And Premises,77472701,"Royd Farm, Royd Lane, Ripponden, Sowerby Bridge      HX6 4AZ",,1725,01/04/1990,SBR
Garage And Premises,77548702,"Stansfield Mill, Stansfield Mill Lane, Triangle, Sowerby Bridge      HX6 3LZ",,2275,01/07/1996,SBR
Garage And Premises,77600725,"Nichols Yard, R/O 36 Town Hall Street, Sowerby Bridge, HX6 2EE",,1525,01/04/2015,EX
Garage And Premises,77620700,"Garage & Store, R/0 7 Upper Stubbins, Sandy Dyke Lane, Triangle",,1275,26/05/2015,SBR
Garage And Premises,77624700,"Victoria Road, Sowerby Bridge, HX6 3AE",Greenwoods Garage Sowerby Bridge Ltd,4850,01/04/1990,EX
Garage And Premises,77632707,"Unit 6, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",,3200,02/03/2015,SBR
Garage And Premises,77636700,"Walton Street, Sowerby Bridge, HX6 1AN",Goodall Transport Ltd,49000,01/04/1990,
Garage And Premises,78120703,"Dalton Street, Todmorden, OL14 5HJ",,1925,01/04/1990,SBR
Garage And Premises,78128701,"Off Der Street, Todmorden, OL14 5QT",,2250,01/04/2015,EX
Garage And Premises,78164700,"Crescent Mill, Rochdale Road, Todmorden, OL14 7LR",A & J Motors (Todmorden) Ltd,6300,01/02/1999,EX
Garage And Premises,78204700,"Wheelwrights Garage, Harley Bank, Victoria Road, Todmorden           OL14 5LD",,5900,15/06/2001,SBR
Garage And Premises,78232700,"Howarth Street Garage, Howarth Street, Todmorden, OL14 8JA",Fred Howarth Ltd [ C & H ] Ltd,3900,01/04/1990,SBR
Garage And Premises,78244701,"East View House, Jumps Road, Todmorden, OL14 8HL",,3250,01/04/1990,EX
Garage And Premises,78248700,"Hawk Mount Garage, Kebs Road, Todmorden, OL14 8SB",,3300,01/04/1990,SBR
Garage And Premises,78284702,"Lever Street, Todmorden, OL14 5QF",,3000,01/01/2016,EX
Garage And Premises,78348703,"Oxford Street, Todmorden, OL14 5PU",Kerf Developments Ltd,1625,18/05/1994,SBR
Garage And Premises,78360700,"Phoenix Garage, Phoenix Street, Todmorden, OL14 5SG",Hoyles C & T Services Ltd,11250,01/04/1990,SBR DRR
Garage And Premises,78368704,"Springwood Mill, Pudsey Road, Todmorden, OL14 8NJ",,3950,01/02/2011,SBR
Garage And Premises,78376700,"Garage 1, Raglan Street, Todmorden, OL14 5HF",,1000,04/04/2003,SBR
Garage And Premises,78376701,"Garage 2, Raglan Street, Todmorden, OL14 5HF",,1000,01/04/1990,SBR
Garage And Premises,78400102,"102 Rochdale Road, Todmorden, OL14 7LP",,1800,24/05/2013,EX
Garage And Premises,78400276,"276 Rochdale Road, Todmorden, OL14 7PD",,4000,01/04/1990,SBR
Garage And Premises,78400719,"New Barn Garage, Rochdale Road, Todmorden, OL14 7NA",,5300,01/04/1990,EX
Garage And Premises,78400724,"Square Garage, Rochdale Road, Todmorden, OL14 6SX",,5600,25/06/2007,SBR
Garage And Premises,78400756,"773 Rochdale Road, Todmorden, OL14 6TG",,1650,01/04/1990,SBR
Garage And Premises,78400772,"Back 32 Rochdale Road, Todmorden, OL14 7LD",,1800,01/04/1990,EX
Garage And Premises,78400811,"Square Garage, Rochdale Road, Todmorden, OL14 6SX",,3200,01/04/2012,SBR
Garage And Premises,79001005,"Rowleys Garage, 5/7 Acton Flat Lane, Ainley Top, Huddersfield        HD3 3RP",John Fredericks Plastics Ltd,1775,01/02/1996,SBR
Garden Centre And Premises,29296733,"The Nurseries, Halifax Road, Brighouse, HD6 2QD",Brighouse Nurseries Ltd,37500,01/10/2011,DRR
Garden Centre And Premises,64812708,"Coley Nurseries, Denholmegate Road, Hipperholme, Halifax             HX3 8HX",The Garden Centre Group Trading Ltd,80000,10/11/1997,
Garden Centre And Premises,68556023,"Dove Cottage Nursery, 23 Shibden Hall Road, Halifax, HX3 9XA",,840,01/04/2004,SBR
Garden Centre And Premises,68772711,"North Dean, Stainland Road, Greetland, Halifax             HX4 8LS",Newbank Garden Centre Ltd,92500,26/05/1999,EX
Garden Centre And Premises,68944701,"Upperland Green, Rocks Lane, Causeway Foot, Halifax              HX2 8XP",,3500,01/04/2009,SBR
Garden Centre And Premises,69434700,"Nord Green Nursery, Whitehall Road, Hipperholme, Halifax             HX3 8NA",H & H (Halifax) Ltd,3500,01/04/2015,DRR SBR
Garden Centre And Premises,78400714,"Calderbank Nurseries, Rochdale Road, Todmorden, OL14 7TJ",Gordon Rigg (Nurseries) Ltd,160000,01/04/1990,
Golf Course And Premises,29188701,"Coach Road, Brighouse, HD6 2LN",Crow Nest Park G C Ltd,37250,01/06/1995,DOR DRR MAR
Golf Course And Premises,29337700,"Willow Valley Golf, & Country Club, Highmoor Lane, Clifton             HD6 4JB",Willow Valley Golf & Country Club,89000,03/10/1993,
Golf Course And Premises,29480701,"Castlefields Golf Club, Rastrick Common, Brighouse, HD6 3EL",,3000,01/04/1990,SBR
Golf Course And Premises,56124702,"Elland Golf Club, Hammerstones Leach Lane, Elland, HX5 0TA",Elland Golf Club,24750,01/07/2000,
Golf Course And Premises,65548700,"Lightcliffe Golf Club, Knowle Top Road, Lightcliffe, Halifax             HX3 8SW",Lightcliffe Golf Club Ltd,21250,01/04/1990,DOR
Golf Course And Premises,68172701,"West End Golf Club, Paddock Lane, Halifax, HX2 0NT",West End Golf Club (Hx) Ltd,43750,01/04/1990,DOR MAR
Golf Course And Premises,68776701,"Bradley Hall Golf Club, Stainland Road, Holywell Green, Halifax             HX4 9AN",Halifax Bradley Hall Golf Club Ltd,48500,01/04/1990,DOR
Golf Course And Premises,69140700,"Halifax Golf Club, Ogden, Halifax, HX2 8XR",Halifax Golf Club Ltd,43250,01/04/1990,MAR
Golf Course And Premises,76260700,"Mount Skip Golf Club, Height Road, Mytholmroyd, Hebden Bridge       HX7 8PH",,16750,01/04/1990,SBR
Golf Course And Premises,77492700,"Ryburn Golf Club, Shaw Lane, Norland, Sowerby Bridge      HX6 3QP",Ryburn Golf Club,16750,01/04/1990,EX
Golf Course And Premises,78064700,"Rive Rocks, Broadgate, Todmorden, OL14 8RD",,16500,01/04/1990,DOR SBR
Guest House And Premises,29104701,"Lane Head Hotel, 2 Brighouse Wood Lane, Brighouse, HD6 2AL",S A R Hotels Limited,15250,01/04/2015,SBR DRR
Guest House And Premises,56064711,"Pinfold Guest House, Dewsbury Road, Upper Edge, Elland              HX5 9BE",,5500,12/01/2002,SBR
Guest House And Premises,64516711,"Windmill Court Country Hotel, Keighley Road, Halifax, HX2 8YB",,6100,01/04/2010,SBR
Guest House And Premises,65412303,"303 Huddersfield Road, Halifax, HX3 0PG",,2225,01/04/2004,SBR
Guest House And Premises,68280034,"Mozart House, 34 & 34a Prescott Street, Halifax, HX1 2QW",,4300,10/04/2000,ER
Guest House And Premises,69360747,"2 West Parade, Halifax, HX1 2TA",,4750,01/10/2011,SBR
Guest House And Premises,76340709,"Angeldale, Linden Road, Hebden Bridge, HX7 7DP",,3800,03/06/2000,SBR
Guest House And Premises,76396731,"Moyles Town House, New Road, Hebden Bridge, HX7 8AD",Sunnyoffice Ltd,8200,02/07/2015,EX
Guest House And Premises,76681701,"Bell House Barn, Bell House Moor, Cragg Vale, Hebden Bridge        HX7 5RU",,2400,16/08/2011,SBR
Guest House And Premises,77464707,"Thorpe House, Rochdale Road, Triangle, Sowerby Bridge       HX6 3DJ",,5300,01/03/2013,SBR
Guest House And Premises,78076796,"Lindores, Burnley Road, Todmorden, OL14 5EX",,5200,01/09/2013,SBR
Gym And Premises,29084807,"Bridges Fitness Centre, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",,16250,01/01/2008,SBR
Gym And Premises,29196726,"First Floor, 24/26 Commercial Street, Brighouse, HD6 1AQ",Santander,8100,26/01/2013,ER
Gym And Premises,29344012,"12 Huddersfield Road, Brighouse, HD6 1JZ",PS4 Fitness Ltd,7000,01/11/2011,SBR DRR
Gym And Premises,65344927,"Unit 3C South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,1325,01/04/2009,SBR
Gym And Premises,76156721,"Unit 8B, Topland Country Business Pk, Cragg Road, Hebden Bridge        HX7 5RU",,3700,16/11/2015,SBR
Gymnasium And Premises,29456704,"2 Park Row, Brighouse, HD6 1AB",,11500,02/11/2013,SBR
Gymnasium And Premises,56028722,"Fitness Fast, Burley Street Works, Burley Street, Elland               HX5 0AQ",J C Health & Fitness Ltd,11750,01/01/2016,SBR
Gymnasium And Premises,56220750,"The Fitness Suite, Woodman Works, South Lane, Elland               HX5 0PA",,7400,01/06/2011,SBR
Gymnasium And Premises,56236700,"Town Hall Buildings, Elland, HX5 9AJ",,12750,12/08/2006,EX
Gymnasium And Premises,64036701,"The Body Station, 3RD & 4TH Floors, 4 Akroyd Place, Halifax              HX1 1YH",,13750,02/11/1991,SBR DRR
Gymnasium And Premises,64036719,"Ground Floor, 4 Akroyd Place, Halifax, HX1 1YH",Evolve Fitness & Physio Limited,7300,28/11/2012,SBR
Gymnasium And Premises,64244702,"3RD & 4TH Floors, Berwick Mill, Berwick Street, Halifax              HX1 1QL",Dc Sports (Uk) Ltd,14250,01/12/2011,MAR
Gymnasium And Premises,64244703,"Part 2nd Floor, Berwick Street, Halifax, HX1 1QG",,5900,03/11/2007,SBR
Gymnasium And Premises,64812716,"Denholmegate Road, Hipperholme, Halifax, HX3 8JQ",The Warrior Factory Halifax Cic,15000,01/04/2015,SBR
Gymnasium And Premises,65344939,"Unit 3G / H South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,2950,01/09/2010,SBR
Gymnasium And Premises,65808733,"Unit 4D, Ladyship Business Park, Mill Lane, Halifax              HX3 6TA",Diamonds Gymnastics Club,63500,01/04/2009,DOR MAR
Gymnasium And Premises,68708702,"25 Square Road, Halifax, HX1 1QG",,16000,06/01/2014,SBR DRR
Gymnasium And Premises,69304700,"3 Waterhouse Street, Halifax, HX1 1XX",Claybar Ltd,13000,01/03/2014,ER
Gymnasium And Premises,76552719,"Waterside Gymnasium, Valley Road, Hebden Bridge, HX7 7BZ",Focus It Limited,17000,18/07/2014,DRR SBR
Gymnasium And Premises,77024788,"Unit A 2ND Floor, Asquith Bottom Mills, Asquith Bottom, Sowerby Bridge       HX6 3BS",,1175,20/01/2015,SBR
Gymnasium And Premises,77648736,"Unit 12, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",,2850,01/08/2014,SBR
Gymnasium And Premises,78400700,"Bailey's Sports Bar, Hollins Mill, Rochdale Road, Todmorden           OL14 6SA",,8000,01/04/2014,SBR DRR
Gymnasium And Premises,78400716,"2ND Floor Fielden House, Rochdale Road, Todmorden, OL14 6LD",,3150,23/07/2010,SBR
Hair Salon,76088827,"S G M Hair Studio, Mytholmroyd House 1ST Floor, 1 Burnley Road, Mytholmroyd          HX7 5LH",,4650,23/03/2006,SBR
Hairdessing Salon and Premises,64296739,"Unit 3 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",,4800,20/04/2015,SBR
Hairdessing Salon and Premises,68056703,"42/42A Newstead Avenue, Halifax, HX1 4TE",,3200,01/02/2013,SBR
Hairdressing Salon (And Premises),29008002,"5 Waterloo Road, Brighouse, HD6 2AN",,3650,01/10/2001,SBR
Hairdressing Salon and Premises,29048710,"Rooms 1 & 2, 47 Bethel Street, Brighouse, HD6 1JR",,3400,30/07/2000,SBR
Hairdressing Salon and Premises,29048727,"12 Bethel Street, Brighouse, HD6 1JN",Taylors & Co [Hairdressers] Ltd,7100,28/06/2005,DRR SBR
Hairdressing Salon And Premises,29080020,"20 Bradford Road, Brighouse, HD6 1RW",Park Row Hair & Beauty Ltd,13250,01/04/2015,SBR DRR
Hairdressing Salon and Premises,29080027,"27 Bradford Road, Brighouse, HD6 1RW",,4950,16/08/2004,SBR
Hairdressing Salon and Premises,29084617,"617 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,7000,29/10/2004,SBR DRR
Hairdressing Salon and Premises,29084746,"635A Bradford Road, Bailiff Bridge, Brighouse, HD6 4DY",,2500,24/05/2005,SBR
Hairdressing Salon and Premises,29092709,"43/45 Bridge End, Brighouse, HD6 3DN",,4450,11/12/2015,EX
