Ratepayer Name,Property Address,Propref,Billing Address,RV
Scoffers (Yorkshire) Ltd,"Unit 12, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",65264734,,3450
The Halifax Renewable Energy Co Ltd,"Unit 4, Hansonlane Enterprise Centre, Hanson Lane, Halifax              HX1 5PG",65264778,"5 Buttress, Luddenden, Halifax, HX2 6SW",3850
,"Unit 6, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",65264731,,2000
Mishri Foods Ltd,"Unit 11, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",65264733,,3400
,"Unit 9, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",65264726,,3250
Gns (Halifax) Ltd,"Offices 27-29 1ST Floor, Hanson Lane Ent Centre, Hanson Lane, Halifax              HX1 5PG",65264817,"Office 27, Hanson Lane Enterprise Centre, Hanson Lane, Halifax, HX1 5PG",3700
,"Unit G6, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF",65264761,,4200
,"Unit 5 Market Business Ctre, Off Hanson Lane, Victoria Road, Halifax              HX1 5PF",69196709,,4300
,"Unit 4, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF",65264760,,9600
Rsk Fastenings Ltd,"Units 1 & 2, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF",65264767,"C/O Mr R Searle, 70 Fixby Road, Huddersfield, HD2 2JF",11250
,"Unit 7, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF",65264776,,7500
Specialist Glazing Services Ltd,"Unit 3, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF",65264772,"Unit 3 Market Business Centre, Hanson Lane, Halifax, HX1 5PF",6300
,"Unit 4 Windsor Business Park, Hanson Lane, Halifax, HX1 4SD",65264708,,3650
Architectural Glass Systems Ltd,"Unit 2 Windsor Business Park, Hanson Lane, Halifax, HX1 4SE",65264765,"Unit 2, Windsor Business Park, Hanson Lane, Halifax, HX1 4SD",9300
A V Interiors Ltd,"Office 3.1, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344818,"Office Hm 3.1, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",3400
Oddy Ltd,"Office, Old Boardroom, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344858,,3950
,"Unit 20 Holmfield Mills, Holdsworth Road, Holmfield, Halifax              HX3 6SN",65344995,,5400
,"Unit 19A Holmfield Mills, Holdsworth Road, Halifax, HX3 6SW",65344508,,5400
Bushido Juitsu Halifax,"Unit 19 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SW",65344507,"Holmfield Mills, Holdsworth Road, Halifax, HX3 6SW",5000
Calder Scaffolding Ltd,"Unit HM1 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344789,"C/O 12 Wood Bottom Lane, Brighouse, HD6 2QW",7100
S & J Bentley & Sons Ltd,"Unit HM10 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344798,,1650
Yorkshire Photonic Technology Ltd,"Unit HM14 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344802,"F.A.O. Dr Ashley Knowles, 50 Heath Crescent, Free School Lane, Halifax, HX1 2PW",2900
,"Unit HM15 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344803,,2700
,"Unit HM16 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344804,,2700
Ultrasyntec Ltd,"Unit 3, Ashday Works Business Park, Elland Road, Elland               HX5 9JD",56088705,,7100
Landowne Ltd,"Office G5, Ashgrove House, Elland Road, Elland               HX5 9JB",56088709,"Fao Marjorie Binns, The Estate Office, Ashgrove House, Elland Road, Elland, HX5 9JB",2125
,"12 Elsinore Avenue, Elland, HX5 0LT",56092012,,8200
J S Morton & Sons,"Caravan Park, Elland Hall Farm, Exley Lane, Elland              HX5 0SN",56096700,,2040
A & G Motor Engineers Ltd,"Parkfield Garage, George Street, Elland, HX5 0NE",56108701,,11000
,"Unit 12, George Street, Elland, HX5 0NE",56108706,,1700
,"Unit 3, George Street, Elland, HX5 0NE",56108707,,3150
,"Unit 4, George Street Garage & Store, George Street, Elland               HX5 0NE",56108703,,3200
,"Woodside Garage, Halifax Road, Elland, HX5 0SH",56116712,,4500
,"Spata Ironworks, Halifax Road, Elland, HX5 0SH",56116711,,1650
,"Woodside Mills, Halifax Road, Elland, HX5 0SH",56116714,,2550
,"Basement Riverside Works, Halifax Road, Elland, HX5 0SH",56116723,,7300
T.B.T Joinery Ltd,"Workshop, Heathfield Business Park, Heathfield Street, Elland               HX5 9AU",56128709,"Heathfield Street, Elland, HX5 9AU",14500
Envirolectrics Ltd,"Unit 7, Heathfield Industrial Estate, Heathfield Street, Elland              HX5 9AE",56128704,,8200
,"Unit 6, Heathfield Industrial Estate, Heathfield Street, Elland              HX5 9AE",56128702,,7900
,"Bankfield House, Huddersfield Road, Elland, HX5 9DW",56132725,,11750
,"46-50 Borough Market, Halifax, HX1 1DY",64288808,,12000
,"Market Stalls 127-128, Market Hall, Borough Market, Halifax              HX1 1DZ",64288825,,6000
,"Market Stall 1-4, Market Hall, Borough Market, Halifax             HX1 1DZ",64288707,,4100
,"Market Stall 2-3, Market Hall, Borough Market, Halifax             HX1 1DZ",64288708,,3750
,"Market Stall 5,6-8, Borough Market, Halifax, HX1 1DZ",64288811,,7300
,"Market Stall 9-12, Market Hall, Borough Market, Halifax             HX1 1DZ",64288711,,9000
,"Market Stall 13-14, Market Hall, Borough Market, Halifax             HX1 1DZ",64288713,,4850
,"Market Stall 17-20, Market Hall, Borough Market, Halifax             HX1 1DZ",64288716,,6100
,"Market Stalls 18/19, Market Hall, Borough Market, Halifax              HX1 1DZ",64288717,,4600
,"Market Stall 21, Market Hall, Borough Market, Halifax             HX1 1DZ",64288718,,3850
Rycroft Health Llp,"Office 2 Britannia Works, Garden Street North, Halifax, HX3 6AE",65132703,,1225
,"3A Wards End, Halifax, HX1 1DD",69264751,,7600
,"8 Horton Street, Halifax, HX1 1PU",65388008,,2500
,"11 Horton Street, Halifax, HX1 1QE",65388011,,2050
,"14 Horton Street, Halifax, HX1 1PU",65388719,,6100
,"16 Horton Street, Halifax, HX1 1PU",65388702,,2800
Maude Heating Services Ltd,"18/22 Horton Street, Halifax, HX1 1PU",65388720,"18/22 Horton Street, Halifax, HX1 1PU",9300
,"24 Horton Street, Halifax, HX1 1PU",65388024,,2400
,"25 Horton Street, Halifax, HX1 1QE",65388025,,8700
Dance 4 All Halifax Ltd,"2nd Floor, 26 Horton Street, Halifax, HX1 1PU",65388705,"49 Ashfield Road, Greetland, Halifax, HX4 8HY",5700
,"28 Horton Street, Halifax, HX1 1PU",65388710,,4450
,"39 Horton Street, Halifax, HX1 1QE",65388039,,3400
,"39a Horton Street, Halifax, HX1 1QE",65388713,,2125
,"South Howcans Farm, Howcans Lane, Boothtown, Halifax              HX3 6UD",65396701,,5400
Northowram Stone Llp,"Northowram Hill Quarry, Howes Lane, Northowram, Halifax             HX3 7US",65400700,"23 Hallcliffe, Baildon, Shipley, BD17 6ND",230
,"23 Hud Hill, Northowram, Halifax, HX3 7LH",65909023,,1300
,"Adj Chilli Lounge, Huddersfield Road, Halifax, HX3 0NS",65412724,,2800
Deli Sandwich Express Limited,"Chilli Lounge, Huddersfield Road, Halifax, HX3 0NS",65412704,,14000
Halifax Harriers Athletic Club,"Spring Hall Athletics Track, Huddersfield Road, Halifax, HX3 0AQ",65412722,"C/O 29 Hainsworth Moor Grove, Queensbury, Bradford, BD13 2ND",1825
2 Degree Field Ltd,"276 Huddersfield Road, Halifax, HX3 0PF",65412276,"276 Huddersfield Road, Halifax, HX3 0PF",3350
,"300 Huddersfield Road, Halifax, HX3 0PF",65412300,,3600
,"303 Huddersfield Road, Halifax, HX3 0PG",65412303,,2750
,"305 Huddersfield Road, Halifax, HX3 0PG",65412305,,3500
,"308 Salterhebble Hill, Halifax, HX3 0QT",68452708,,5300
,"315 Huddersfield Road, Halifax, HX3 0PG",65412705,,5200
,"4/6 Hunger Hill, Halifax, HX1 2JT",65416701,,3950
The Ryburne Window Company Ltd,"2 Hunger Hill, Halifax, HX1 2JT",65416706,,3600
,"14 Hunger Hill, Halifax, HX1 2JT",65416014,,3250
,"Adj 97 Hyde Park Road, Halifax, HX1 3LH",65420700,,2025
P & L Nurseries Ltd,"156 Illingworth Road, Illingworth, Halifax, HX2 9RX",65424156,,10500
Industrial Power & Engineering Ltd,"Unit 103 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212724,,1025
Studio 110 Ltd,"Unit 110 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212730,"Fao Graham Rogers, 5 Midgley Road, Mytholmroyd, HX7 5LW",1400
,"Unit 102 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212723,,820
,"Unit 109 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212729,,1125
Eurosonix Freight Management Ltd,"Unit 105 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212726,,1225
,"Unit 108 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212728,,1350
,"Unit 205 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212735,,570
,"Unit 209 2ND Flr South Side, Saddleworth Road, Elland, HX5 0RY",56212737,,800
Lets Away Ltd,"Unit 210 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212738,"Waterside 2 Cocking Steps Mill, Cocking Steps Lane, Netherton, Huddersfield, HD4 7EA",770
Books2You.Org,"Unit 201 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212731,,490
Kieran Douglas Electrical Ltd,"Unit 202 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212732,"24a Henley Avenue, Thornhill, Dewsbury, West Yorkshire, WF12 0JP",490
,"Unit 303 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212742,,325
,"Unit 308 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212748,,580
,"Unit 306 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212746,,570
Five Talents Ltd,"Basement Offices, Riverside Mills, Saddleworth Road, Elland               HX5 0RY",56212770,"Basement Offices, Riverside Mills, Saddleworth Road, Elland, HX5 0RY",6300
,"S/O Fire Station, South Lane, Elland, HX5 0HQ",56220706,,3300
Synergy Financial Solutions Ltd,"Office 1A James Street Mills, South Lane, Elland, HX5 0HB",56220809,"Heritage Exchange, South Lane, Elland, HX5 0HG",4400
Chris Thorpe Graphic Design Ltd,"Unit 18I, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628867,,1450
Friendly Private Hire Ltd,"Unit 10H, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628845,"Unit 10H, Calderdale Business Park, Club Lane, Halifax, HX2 8AX",1925
,"Unit 7B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628799,,1425
Subsidium Recruitment Ltd,"Units 18A & 18B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628868,"Units 18A & 18B, Calderdale Business Park, Club Lane, Halifax, HX2 8AX",4350
,"Unit 8B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628812,,5000
Calderdale Stairlifts Ltd,"Units 12A & 12B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628712,,3950
Independent Measure Ltd,"Unit 8D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628811,"Unit 8 D, Calderdale Business Park, Club Lane, Halifax, HX2 8AX",2300
Mrs Mopps Cleaning Services Ltd,"Unit 8G, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628797,"296 Ovenden Road, Halifax, HX3 5TJ",3700
Eclipse Affinity Management Ltd,"Unit 16G, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628809,,7900
Master Flooring Installation Ltd,"Unit 6G, Calderdale Business Park, Club Lane, Halifax              HX2 8DB",64628766,"22 Vegal Crescent, Halifax, HX3 5PA",2025
W K Services (Northern) Ltd,"Unit 4C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628803,"48 Cherry Tree Lane, Colwyn Bay, Conwy, North Wales, LL28 5YH",2900
,"Unit 4F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628806,,3100
Quantum Lane Ltd,"Unit 13A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628814,,1825
Ck Solars & Roofing Ltd,"Unit 14F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628802,"Fao Steven Carter, 1/3 Brighouse & Denholme Road, Bradford, BD13 4HG",4500
Green Hill Landscapes Ltd,"Unit 21, Calderdale Business Park, Club Lane, Halifax             HX2 8AX",64628726,"107 Shroggs Road, Wheatley, Halifax, HX3 5HL",2850
Crest Hygiene Services Ltd,"Unit 14E, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628754,,7000
Fusee Ltd,"The Workshop, Godley Road, Halifax, HX3 6AH",65184705,"Moortop House, 19 Fountain Street, Roberttown, Liversedge, WF15 7PT",3450
,"Workshops At Pine Furniture, Godley Road, Halifax, HX3 6AH",65184706,,3800
W Hartley & Sons Ltd,"Gordon Street, Boothtown, Halifax, HX3 6NU",65188701,,5300
Paint Plant Engineering Ltd.,"Gordon Street Works, Gordon Street, Boothtown, Halifax              HX3 6NU",65188708,"Gordon Street Works, Gordon Street, Boothtown, Halifax, HX3 6NU",8700
,"Market Stall 27-28, Market Hall, Borough Market, Halifax             HX1 1DZ",64288722,,5900
,"Market Stall 29-32, Market Hall, Borough Market, Halifax             HX1 1DZ",64288723,,10250
,"Market Stall 33-36, Market Hall, Borough Market, Halifax             HX1 1DZ",64288724,,4900
,"Market Stall 45-46, Market Hall, Borough Market, Halifax             HX1 1DZ",64288728,,4750
,"Market Stall 55-56, Market Hall, Borough Market, Halifax             HX1 1DZ",64288731,,4650
,"Market Stall 57-58, Market Hall, Borough Market, Halifax             HX1 1DZ",64288732,,5300
,"Market Stall 63-64, Market Hall, Borough Market, Halifax             HX1 1DZ",64288735,,5800
Mr Robert Ashton,"Market Stall 65-66, Market Hall, Borough Market, Halifax             HX1 1DZ",64288736,"43 Oakwood Road, Wetherby, LS22 7QY",4950
,"Market Stall 69-71, Market Hall, Borough Market, Halifax             HX1 1DZ",64288738,,10000
,"Market Stall 75-76, Market Hall, Borough Market, Halifax             HX1 1DZ",64288740,,4850
,"Market Stall 77-79, Market Hall, Borough Market, Halifax              HX1 1DZ",64288823,,9100
,"Market Stall 80-81, Market Hall, Borough Market, Halifax             HX1 1DZ",64288742,,5600
,"Market Stall 82-84, Market Hall, Borough Market, Halifax             HX1 1DZ",64288743,,7600
,"Market Stall 85-86, Market Hall, Borough Market, Halifax             HX1 1DZ",64288744,,5500
,"Market Stalls 87/88, Market Hall, Borough Market, Halifax              HX1 1RE",64288810,,9000
,"Market Stall 89-90, Market Hall, Borough Market, Halifax             HX1 1DZ",64288747,,5600
,"Market Stall 91-92, Market Hall, Borough Market, Halifax             HX1 1DZ",64288751,,6700
,"Market Stall 93, Market Hall, Borough Market, Halifax             HX1 1DZ",64288749,,1525
,"Market Stall 94-95a, Market Hall, Borough Market, Halifax             HX1 1DZ",64288750,,7200
,"Market Stall 96-100, Market Hall, Borough Market, Halifax             HX1 1DZ",64288752,,5700
,"Market Stall 101-103, Market Hall, Borough Market, Halifax             HX1 1DZ",64288753,,3850
,"Market Stall 110-111, Market Hall, Borough Market, Halifax              HX1 1DZ",64288819,,4000
,"Market Stall 112-113, Market Hall, Borough Market, Halifax             HX1 1DZ",64288754,,6600
,"Market Stall 116, Market Hall, Borough Market, Halifax             HX1 1DZ",64288758,,4150
Devise Ltd,"Office Suite E223, Dean Clough Mills, Halifax, HX3 5AX",64778823,"Office Suite E223, Dean Clough Mills, Halifax, HX3 5AX",6900
Origin Print Solutions Ltd,"Office Suite E 244, Dean Clough Mills, Halifax, HX3 5AX",64778787,"Office Suite E 244, Dean Clough Mills, Halifax, HX3 5AX",10000
Cubic State Ltd,"Office Suite E341, Dean Clough Office Park, Halifax, HX3 5AX",64778827,"Office Suite E341, Dean Clough Office Park, Halifax, HX3 5AX",2750
Novo Nutrition Ltd,"Office Suite E342, Dean Clough Mills, Halifax, HX3 5AX",64778819,,4850
Drillco Ltd,"Unit G 417, Dean Clough, Halifax, HX3 5AX",64788849,,4450
Isdm Solutions Ltd,"Office Suite G 437, Dean Clough Mills, Halifax, HX3 5AX",64788848,,12750
Distributor Corporation Uk Ltd,"Office Suite G442, G Mill, Dean Clough, Halifax, HX3 5AX",64778793,"Office Suite G442, Dean Clough Mills, Halifax, HX3 5AX",8900
Allied Ventura Ltd,"Office Suites D117 / D119, Dean Clough Mills, Halifax, HX3 5AX",64778780,,7200
,"Office Suites D25 & D35, Dean Clough Office Park, Halifax, HX3 5AX",64778775,,11250
,"Unit B1A, Dean Clough Industrial Park, Halifax, HX3 5AX",64784885,,3500
,"Bowling Mill Courtyard No 5, Dean Clough, Halifax, HX3 5AX",64885721,,6400
,"Unit B R 2, Dean Clough Mills, Halifax, HX3 5AX",64885706,,4600
,"Unit BR3, Dean Clough Mills, Halifax, HX3 5AX",64788804,,3600
,"Unit D1/A, Dean Clough Mills, Halifax, HX3 5AX",64784742,,6700
,"Unit D31, D Mill, Dean Clough Industrial Park, Halifax              HX3 5AX",64784745,,3350
,"Unit 4 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",64296737,,7900
,"Unit 3 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",64296739,,5500
,"Unit HM17 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344805,,2700
,"Unit HM18 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344806,,5000
,"Unit HM2 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344790,,5900
,"Unit H M 20A Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344890,,3500
,"Unit HM23 Holmfield Mills, Business Park, Holdsworth Road, Halifax              HX3 6SN",65344784,,1650
,"Unit H M 24 Holmfield Mills, Holdsworth Road, Holmfield, Halifax              HX3 6SN",65344864,,1075
Lepol Fire And Security Ltd,"Unit H M 25 Holmfield Mills, Holdsworth Road, Holmfield, Halifax              HX3 6SN",65344865,,3500
,"Unit HM26 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344812,,3000
Green Sky Distribution Ltd,"Unit HM3 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344791,,6900
,"Unit HM30 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344816,,3400
,"Unit HM4 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344792,,4100
,"Unit HM5 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344793,,3000
,"Unit HM6 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344794,,3000
,"Unit HM7 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344795,,3000
,"Unit HM8 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344796,,3000
,"Unit HM9 Holmfield Mills, Holdsworth Road, Holmfield, Halifax              HX3 6SN",65344797,,1650
Rms One Inc Ltd,"23 Dispensary Walk, Halifax, HX1 1QR",68708700,,2950
Funhouse (Halifax) Ltd,"Ground Floor, 5 Dispensary Walk, Halifax, HX1 1QR",64824005,,7800
,"2 Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",64832701,,3700
,"6 Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",64832006,,6100
,"16 Holme Buildings, Denholmegate Road, Hipperholme, Halifax              HX3 8LJ",64812711,,4500
Northern Art Stone Ltd,"Unit 2, Old Elegant Stone Works, Holdsworth Road, Holmfield            HX2 9TN",65344969,"Unit 2, Old Elegant Stone Works, Holmfield Industrial Estate, Halifax, HX2 9TN",4100
Holmfield Cast Stone Ltd,"Unit 1, Old Elegant Stone Works, Holdsworth Road, Holmfield            HX2 9TN",65344968,,11750
,"Part Hope Mills, Hope Street, Halifax, HX1 5DW",65356704,,5400
Islam Halifax Cic,"First Floor Hope Mills, Hope Street, Halifax, HX1 5DW",65356706,,4550
Womens Activity Centre (W A C),"Ground Floor Hope Mills, Hope Street, Halifax, HX1 5DW",65356707,,4900
Urban Food Ltd,"First Floor Front, 8 Hopwood Lane, Halifax, HX1 5HW",64242827,"Registered Office, 71-75 Shelton Street, Covent Garden, London, WC2H 9JQ",3000
,"First Floor Rear, 8 Hopwood Lane, Halifax, HX1 5HW",64242828,,1700
,"2ND Floor, 8 Hopwood Lane, Halifax, HX1 5HW",64242829,,1675
D3GOV Ltd,"Gf & Basement, 8 Hopwood Lane, Halifax, HX1 5HW",64242008,"57 Oxley Road, Huddersfield, HD2 1NT",5000
,"44 Hopwood Lane, Halifax, HX1 5ER",65364044,,6200
,"66 Hopwood Lane, Halifax, HX1 4DG",65364066,,3300
,"2 Willow Street, Halifax, HX1 4DH",65364068,,3550
,"70 Hopwood Lane, Halifax, HX1 4DG",65364070,,3100
,"1 Thomas Street South, Halifax, HX1 4DS",69036001,,3900
