Organisation Name,Dept,Service Cat Label,Purpose of Spend,Supplier,Supplier Reference,Pay Date,Transaction Number,Net Amount,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,46.66,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,78.87,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,86.31,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,95.05,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,43.13,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,46.73,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,55.76,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,73.05,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,85.32,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,99.54,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,100.15,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,112.76,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,144.19,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,150.62,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,153.95,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,114.84,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,131.32,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,135.74,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,141.79,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,65.62,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,144.55,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,145.46,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,157.87,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,71.28,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,102.9,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,110.93,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,120.44,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,97.46,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,107,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,134.97,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,57.97,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,63.57,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,47.54,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,62.12,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,50.4,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,38.15,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,54.66,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,84.99,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,95.98,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,54.56,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,20.88,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,28.71,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,57.98,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,43.74,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,43.85,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,39.71,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,48.38,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,73.01,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,36.04,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,36.54,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,40.51,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,39.42,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,61.48,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,122.37,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,177.76,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,46.1,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,66.85,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,69.39,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,97.54,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,40.44,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,80.36,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,81.93,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,84.78,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,51.34,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,54.8,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,54.95,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,47.2,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,28.72,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,44.72,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,47.02,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,40.29,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,38.44,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,33.91,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,37.97,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,67.73,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,64.81,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,76,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,49.95,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,53.13,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,47.94,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,53.59,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,47.81,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,51.73,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,52.49,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,53.52,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,51.37,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,53.97,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,54.25,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,59.31,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,60.03,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,60.17,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,62.61,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,35.84,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,37.38,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,31.99,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,38.01,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,44.43,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,48.45,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,65.19,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,67.22,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,71.06,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Grants/Contributions,DENWA LIMITED,A0090293, 20/08/2015,HMR0264132,650,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,THE AUTOMATIC DOOR COMPANY,A0090296, 27/08/2015,AAS0264395,1434.35,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,NEWSQUST MEDIA GROUP,A0090303, 27/08/2015,PCO0264296,80,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,AUDIENCE SYSTEMS LIMITED,A0090324, 20/08/2015,AAS0264230,37020.5,No,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,10 EIGHTY LIMITED,A0090349, 06/08/2015,PER0263818,50,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Bldgs : R & M : Day To Day,Redacted - Personal Data,A0090350, 10/08/2015,AAS0264159,608.43,No,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,HM COURTS & TRIBUNALS SERVICE,A0090353, 27/08/2015,TRE0264383,245,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,GREEN CLEAN RESTORATION,A0090368, 20/08/2015,HED0264018,2080,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Seminars etc All Costs,DUNN & CO,A0090375, 13/08/2015,PCO0263877,550,No,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,J GLUYAS,A0090376, 06/08/2015,PER0263817,75,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Other Expenses,AMBER INSTRUMENTS LIMITED,A0090379, 13/08/2015,PCO0263880,15,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Other Expenses,AMBER INSTRUMENTS LIMITED,A0090379, 13/08/2015,PCO0263880,25,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Other Expenses,AMBER INSTRUMENTS LIMITED,A0090379, 13/08/2015,PCO0263880,125,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,PENDLE WOMENS FORUM,A0090382, 06/08/2015,HED0263850,500,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,N-LEC LIMITED,A0090383, 06/08/2015,EST0263857,275,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Other Expenses,HARROD UK LIMITED,A0090384, 20/08/2015,PCO0264142,0.45,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Other Expenses,HARROD UK LIMITED,A0090384, 20/08/2015,PCO0264142,4.2,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Other Expenses,HARROD UK LIMITED,A0090384, 20/08/2015,PCO0264142,7.5,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Other Expenses,HARROD UK LIMITED,A0090384, 20/08/2015,PCO0264142,7.5,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Other Expenses,HARROD UK LIMITED,A0090384, 20/08/2015,PCO0264142,10.8,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Other Expenses,HARROD UK LIMITED,A0090384, 20/08/2015,PCO0264142,80,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Grants/Contributions,LOFT LEG LIMITED,A0090393, 20/08/2015,HMR0264222,2985,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,Redacted - Personal Data,A0090398, 27/08/2015,HMR0264332,200,No,N/A,N,N/A
