Property Reference,Property Description,Rateable Value,Account Name,Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post Code,Mandatory Rate Relief,Mandatory Rate Relief Amount,Discretionary Rate Relief,Discretionary Rate Relief Amount,Additional Relief,Additional Relief Amount,Small Business Rate Relief,Small Business Rate Relief Amount
11040090120003,SCHOOL AND PREMISES,"£29,500",All Saints Church Of England School,01/04/2000,All Saints Church Of England School,322 Cricklewood Lane,London,,,NW2 2TH,MANDATORY RATE RELIEF,"£10,192.74",REVALUATION SUPPORT VARIABLE,£131.36,NONE,£0.00,NO,£0.00
13280004110014,SCHOOL AND PREMISES,"£79,000",Ms Keen,04/11/2013,Rimon Jewish Primary School,41A Dunstan Road,London,,,NW11 8AE,MANDATORY RATE RELIEF,"£30,272.80",REVALUATION SUPPORT VARIABLE,£581.19,NONE,£0.00,NO,£0.00
13420008020003,SCHOOL AND PREMISES,"£37,000",St Theresas Primary School,01/04/2000,St Theresas Primary School,80 East End Road,London,,,N3 2TD,MANDATORY RATE RELIEF,"£11,714.76",REVALUATION SUPPORT VARIABLE,£257.39,NONE,£0.00,NO,£0.00
25300010520004,SCHOOL AND PREMISES,"£32,500",Kerem House Kindergarten The Principal,01/04/2000,Karem House School,18 Kingsley Way,London,,,N2 0ER,MANDATORY RATE RELIEF,"£12,454.00",REVALUATION SUPPORT VARIABLE,£155.68,NONE,£0.00,NO,£0.00
25300010620005,SCHOOL AND PREMISES,"£45,250",The Governors Of Lubavitch,01/04/2000,Lubavitch House Grammar School,3-5 Kingsley Way,London,,,N2 0EH,MANDATORY RATE RELIEF,"£17,339.80",REVALUATION SUPPORT VARIABLE,£368.47,NONE,£0.00,NO,£0.00
25660090139018,SCHOOL AND PREMISES,"£40,250",Blessed Dominic Catholic Primary School,01/04/2000,Blessed Dominic Roman Catholic Primary School,Grahame Park Way,London,,,NW9 5QY,MANDATORY RATE RELIEF,"£11,304.25",REVALUATION SUPPORT VARIABLE,£249.46,NONE,£0.00,NO,£0.00
28520090420006,SCHOOL AND PREMISES,"£34,750",Holy Trinity C of E Primary School,01/04/2000,Holy Trinity School,Eagans Close,London,,,N2 8GA,MANDATORY RATE RELIEF,"£10,691.66",REVALUATION SUPPORT VARIABLE,£235.15,NONE,£0.00,NO,£0.00
29240090120004,SCHOOL AND PREMISES,"£43,250",The Annunciation Catholic Junior School,01/04/2011,The Annunciation R C Junior School,The Meads,Edgware,Middlesex,,HA8 9HQ,MANDATORY RATE RELIEF,"£13,223.77",REVALUATION SUPPORT VARIABLE,£281.01,NONE,£0.00,NO,£0.00
29980090120008,SCHOOL AND PREMISES,"£53,000",Hendon Mosque & Islamic Centre,01/08/2009,AYESHA COMMUNITY EDUCATION SCHOOL ,10a Montagu Road,London,,,NW4 3ES,MANDATORY RATE RELIEF,"£19,989.85",REVALUATION SUPPORT VARIABLE,£424.78,NONE,£0.00,NO,£0.00
32560000220002,SCHOOL AND PREMISES,"£46,750",Sacred Heart Catholic Primary School,01/04/2000,Convent Of The Sacred Heart School,2 Oakleigh Park South,London,,,N20 9JU,MANDATORY RATE RELIEF,"£17,914.60",REVALUATION SUPPORT VARIABLE,£380.69,NONE,£0.00,NO,£0.00
32580090120006,SCHOOL AND PREMISES,"£33,500",All Saints C of E Primary School,01/04/2000,All Saints Church Of England Primary School,116 Oakleigh Road North,London,,,N20 9EZ,MANDATORY RATE RELIEF,"£12,837.20",REVALUATION SUPPORT VARIABLE,£272.79,NONE,£0.00,NO,£0.00
36500000300003,SCHOOL AND PREMISES,"£142,000",Lyonsdown School Trust Ltd,01/04/2000,Lyonsdown School,3 Richmond Road,Barnet,Hertfordshire,,EN5 1RX,MANDATORY RATE RELIEF,"£54,414.40",REVALUATION SUPPORT VARIABLE,£652.97,NONE,£0.00,NO,£0.00
36680006920001,SCHOOL AND PREMISES,"£23,250",Mill Hill School The Bursar,01/04/2000,Teachers Common Room Cleveland,The Ridgeway,London,,,NW7 1QX,MANDATORY RATE RELIEF,"£8,431.95",REVALUATION SUPPORT VARIABLE,£108.51,NONE,£0.00,NO,£0.00
36680290120003,SCHOOL AND PREMISES,"£34,000",St Vincent's Roman Catholic Primary School,01/04/2000,St Vincent Roman Catholic School,The Ridgeway,London,,,NW7 1RL,MANDATORY RATE RELIEF,"£10,683.86",REVALUATION SUPPORT VARIABLE,£234.80,NONE,£0.00,NO,£0.00
37960002000001,SCHOOL AND PREMISES,"£129,000",The Elliot Foundation Academies Trust,01/08/2013,Parkfield Primary School,17 St Davids Place,London,,,NW4 3PJ,MANDATORY RATE RELIEF,"£49,432.80",REVALUATION SUPPORT VARIABLE,£593.14,NONE,£0.00,NO,£0.00
41940090220002,SCHOOL AND PREMISES,"£39,250",Hollickwood Primary School,01/04/2000,Hollickwood J M I School,Sydney Road,London,,,N10 2NL,MANDATORY RATE RELIEF,"£11,627.08",REVALUATION SUPPORT VARIABLE,£247.08,NONE,£0.00,NO,£0.00
42540090320001,SCHOOL AND PREMISES,"£24,000",The Annunciation Roman Catholic Infant School,01/04/2000,Annunciation R C Primary School,Thirleby Road,Edgware,Middlesex,,HA8 0HQ,MANDATORY RATE RELIEF,"£8,543.42",REVALUATION SUPPORT VARIABLE,£106.79,NONE,£0.00,NO,£0.00
43800090120005,SCHOOL AND PREMISES,"£65,500",St Catherine's Catholic Primary School,01/04/2000,St Catherines Roman Catholic School,Vale Drive,Barnet,Hertfordshire,,EN5 2ED,MANDATORY RATE RELIEF,"£22,896.80",REVALUATION SUPPORT VARIABLE,£486.56,NONE,£0.00,NO,£0.00
47460090120009,SCHOOL AND PREMISES,"£46,750",Menorah Primary School,01/04/2000,MENORAH PRIMARY SCHOOL ,1-3 The Drive,London,,,NW11 9SP,MANDATORY RATE RELIEF,"£16,925.74",REVALUATION SUPPORT VARIABLE,£359.67,NONE,£0.00,NO,£0.00
0424000482000B,SCHOOL AND PREMISES,"£36,500",The Headteacher,01/04/2000,Our Lady Of Lourdes Primary School,46 Bow Lane,London,,,N12 0JP,MANDATORY RATE RELIEF,"£13,986.80",REVALUATION SUPPORT VARIABLE,£279.74,NONE,£0.00,NO,£0.00
0646009022000A,SCHOOL AND PREMISES,"£46,000",The Head Teacher,01/04/2000,Christ Church C Of E School,Byng Road,Barnet,Hertfordshire,,EN5 4NS,MANDATORY RATE RELIEF,"£11,475.12",REVALUATION SUPPORT VARIABLE,£143.44,NONE,£0.00,NO,£0.00
134200080B0003,SCHOOL AND PREMISES,"£117,000",Akiva School,07/01/2008,Akiva School,80 East End Road,London,,,N3 2SX,MANDATORY RATE RELIEF,"£44,834.40",REVALUATION SUPPORT VARIABLE,£538.01,NONE,£0.00,NO,£0.00
2024000721000A,SCHOOL AND PREMISES,"£58,500",Deansbrook Junior School,01/04/2013,Deansbrook Junior School,72 Hale Drive,London,,,NW7 3RT,MANDATORY RATE RELIEF,"£21,268.91",REVALUATION SUPPORT VARIABLE,£451.96,NONE,£0.00,NO,£0.00
4062009032000B,SCHOOL AND PREMISES,"£22,500",The Finchley Jewish Primary School Trust,01/03/2012,31 Stanhope Road,London,,,,N12 9DX,MANDATORY RATE RELIEF,"£8,113.14",REVALUATION SUPPORT VARIABLE,£104.42,NONE,£0.00,NO,£0.00
11040035600001,SHOP AND PREMISES,"£18,250",Madina Islamic Centre,12/11/2010,356 Cricklewood Lane,London,,,,NW2 2QH,MANDATORY RATE RELIEF,"£6,928.54",REVALUATION SUPPORT VARIABLE,£86.61,NONE,£0.00,NO,£0.00
13420013200012,SHOP AND PREMISES,"£8,000",Hearts of Oak - The Oak Lodge School Foundation Trust,17/11/2015,132 East End Road,London,,,,N2 0RZ,MANDATORY RATE RELIEF,"£3,065.60",REVALUATION SUPPORT VARIABLE,£38.32,NONE,£0.00,NO,£0.00
13780008200014,SHOP AND PREMISES,"£13,750",Nefesh Hatorah,29/09/2016,82 Edgware Way,Edgware,Middlesex,,,HA8 8JS,MANDATORY RATE RELIEF,"£4,704.60",REVALUATION SUPPORT VARIABLE,£58.81,NONE,£0.00,NO,£0.00
22380004810013,SHOP AND PREMISES,"£11,750",Animal Aid & Advice (north London Group),01/04/2000,48 High Road,London,,,,N2 9PJ,MANDATORY RATE RELIEF,"£4,186.18",REVALUATION SUPPORT VARIABLE,£52.33,NONE,£0.00,NO,£0.00
22460011000007,SHOP AND PREMISES,"£18,750",Hindu Swayamsevak Sangh (uk) ,25/02/2010,110 High Street,Edgware,Middlesex,,,HA8 7HF,MANDATORY RATE RELIEF,"£6,208.02",REVALUATION SUPPORT VARIABLE,£77.60,NONE,£0.00,NO,£0.00
45420013500001,SHOP AND PREMISES,"£15,750",Hendon Islamic Centre,01/04/2000,135 The Broadway,London,,,,NW9 7DY,MANDATORY RATE RELIEF,"£4,829.08",REVALUATION SUPPORT VARIABLE,£60.36,NONE,£0.00,NO,£0.00
1000000080000A,SHOP AND PREMISES,"£7,800",Horn Of Africa Women & Children Association,09/06/2010,8 The Concourse,London,,,,NW9 5XB,MANDATORY RATE RELIEF,"£2,988.96",REVALUATION SUPPORT VARIABLE,£22.42,NONE,£0.00,NO,£0.00
06340091120004,SPORTS GROUND AND PREMISES,"£15,250",Camden Playing Fields Trust Fund,01/04/2000,Camden Playing Fields,Burton Hole Lane,London,,,NW7 1AS,MANDATORY RATE RELIEF,"£5,549.58",REVALUATION SUPPORT VARIABLE,£69.37,NONE,£0.00,NO,£0.00
1278009012000A,SPORTS GROUND AND PREMISES,"£17,250",East Barnet Old Grammarians Ltd,01/04/2000,Fields,Dollis Brook Walk,Barnet,Hertfordshire,,EN5 2PU,MANDATORY RATE RELIEF,"£4,741.00",REVALUATION SUPPORT VARIABLE,£59.26,NONE,£0.00,NO,£0.00
3324000102002B,SPORTS GROUND AND PREMISES,"£41,750",Camden Community Football (ccsfa),06/05/2010,Chase Lodge Playing Fields,10 Page Street,London,,,NW7 2EA,MANDATORY RATE RELIEF,"£11,430.92",REVALUATION SUPPORT VARIABLE,£142.89,NONE,£0.00,NO,£0.00
24500000010109,STORE AND PREMISES,"£31,500",No Limits International Christian Centre,01/04/2016,Pt Gnd Flr & Upper Flr At,European Design Centre,The Hyde,London,,NW9 5AE,MANDATORY RATE RELIEF,"£12,070.80",REVALUATION SUPPORT VARIABLE,£241.42,NONE,£0.00,NO,£0.00
2784009002000A,SURGERY AND PREMISES,"£34,250",Chalfords Ltd,30/09/2010,6 Lyttleton Road,London,,,,N2 0EE,MANDATORY RATE RELIEF,"£13,124.60",REVALUATION SUPPORT VARIABLE,£168.64,NONE,£0.00,NO,£0.00
23620010410025,THEATRE AND PREMISES,"£8,000",The Incognito Theatre Group,01/04/2000,Incognito Theatre,106 Holly Park Road,London,,,N11 3HB,MANDATORY RATE RELIEF,"£2,571.34",REVALUATION SUPPORT VARIABLE,£32.14,NONE,£0.00,NO,£0.00
06280091210012,TRAINING CENTRE AND PREMISES,"£50,500",London Brookes College,01/12/2008,Burroughs House,The Burroughs,London,,,NW4 4AR,MANDATORY RATE RELIEF,"£18,075.53",REVALUATION SUPPORT VARIABLE,£384.10,NONE,£0.00,NO,£0.00
35560000420002,WAREHOUSE AND PREMISES,"£33,500",Barnet Reuse Centre Ltd,18/01/2011,4 Queens Parade Close,London,,,,N11 3FY,MANDATORY RATE RELIEF,"£12,837.20",REVALUATION SUPPORT VARIABLE,£272.79,NONE,£0.00,NO,£0.00
18860014610008,WAREHOUSE OFFICES AND PREMISES,"£24,250",Ezra U'Marpeh Ltd,15/10/2012,Unit 2a,146-148 Granville Road,London,,,NW2 2LD,MANDATORY RATE RELIEF,"£9,064.39",REVALUATION SUPPORT VARIABLE,£113.30,NONE,£0.00,NO,£0.00
24500095020003,WORKSHOP AND PREMISES,"£12,750",Hospital Kosher Meals Service,01/04/2000,Unit A 8 Connaught Business Centre,Hyde Estate Road,London,,,NW9 6JL,MANDATORY RATE RELIEF,"£4,885.80",REVALUATION SUPPORT VARIABLE,£24.43,NONE,£0.00,NO,£0.00
2200000011004B,WORKSHOP AND PREMISES,"£27,750",New Shul Charitable Trust,24/09/2004,R/o,1-5 Heriot Road,London,,,NW4 2EG,MANDATORY RATE RELIEF,"£7,649.37",REVALUATION SUPPORT VARIABLE,£95.62,NONE,£0.00,NO,£0.00
04520090520002,ADVENTURE PLAY CENTRE,"£129,000",Topsy Turvy World (brent Cross) Ltd,08/10/2004,Topsy Turvy,Brent Cross Regional Shopping Centre,London,,,NW4 3FB,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,677.00",NONE,£0.00,NO,£0.00
30240001020003,DAY NURSERY AND PREMISES,"£78,500",Active Learning Childcare Uk Ltd,08/09/2008,10-11 Moss Hall Crescent,London,,,,N12 8NY,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,862.29",NONE,£0.00,NO,£0.00
31620015320004,DAY NURSERY AND PREMISES,"£91,000",Clowns Nursery Care Ltd,01/04/2000,153 North End Road,London,,,,NW11 7HT,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£3,327.83",NONE,£0.00,NO,£0.00
05900011510013,FACTORY AND PREMISES,"£75,000",Bird & Davis Limited,31/10/2014,115a Brunswick Park Road,London,,,,N11 1EA,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,840.33",NONE,£0.00,NO,£0.00
31200000600001,FACTORY AND PREMISES,"£94,000",Edenway Contractors Ltd,01/04/2000,6 Newlyn Road,London,,,,NW2 1LR,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£3,138.02",NONE,£0.00,NO,£0.00
06340002500007,GARDEN CENTRE AND PREMISES,"£73,000",Finchley Nursuries Ltd,01/04/2000,25 Burton Hole Lane,London,,,,NW7 1AS,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,770.56",NONE,£0.00,NO,£0.00
09940080010025,GYMNASIA/FITNESS SUITE AND PREMISES,"£83,500",Mr I Slazenger,24/01/2011,Unit 3 Block 3 Depot,Colney Hatch Lane,London,,,N12 0AQ,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,212.61",NONE,£0.00,NO,£0.00
18180014720004,HOTEL AND PREMISES,"£83,500",Ms Benita Kattan,11/12/2014,147-151 Golders Green Road,London,,,,NW11 9BN,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£1,930.40",NONE,£0.00,NO,£0.00
47440000230011,HOTEL AND PREMISES,"£75,500",Mr D E Winter,01/04/2000,1st & 2nd Fls 2 & 4,Woodside Park Road,London,,,N12 8RP,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,215.95",NONE,£0.00,NO,£0.00
44760049910019,LAND USED FOR STORAGE AND PREMISES,"£76,500",Trencho Holdings Limited,01/04/2012,Trenchco Ltd,499 Watford Way,London,,,NW4 2QP,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,863.20",NONE,£0.00,NO,£0.00
06080000010058,OFFICES AND PREMISES,"£81,500",C J O'shea & Co Ltd,01/04/2015,Unit 1,Granard Business Centre,Bunns Lane,London,,NW7 2DZ,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,997.91",NONE,£0.00,NO,£0.00
15820107120002,OFFICES AND PREMISES,"£147,000",Messrs Cohen Arnold & Co,09/12/2002,Burlington House,1075 Finchley Road,London,,,NW11 0PU,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£3,379.54",NONE,£0.00,NO,£0.00
19060009800005,OFFICES AND PREMISES,"£139,000",Harrison Varma Services Ltd,01/04/2015,98 Great North Road,London,,,,N2 0NZ,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£3,195.62",NONE,£0.00,NO,£0.00
20440000120001,OFFICES AND PREMISES,"£84,000",Gerald Kreditor & Co,02/03/2004,1 Hallswelle Road,London,,,,NW11 0DH,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£3,260.35",NONE,£0.00,NO,£0.00
22400081110003,OFFICES AND PREMISES,"£87,500",Mr C Yiannakas & Mr M Votsis,01/04/2015,1st & 2nd Flrs,811 High Road,London,,,N12 8JT,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£1,501.28",NONE,£0.00,NO,£0.00
22420123810031,OFFICES AND PREMISES,"£84,500",Mendick Waring Limited,27/02/2014,1st Fl 1238,High Road,London,,,N20 0LH,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,883.15",NONE,£0.00,NO,£0.00
35580090310076,OFFICES AND PREMISES,"£78,500",Ranger Services Limited,22/09/2013,Unit E3 1st Flr Block E,Queens Road,Barnet,Hertfordshire,,EN5 4DG,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,085.26",NONE,£0.00,NO,£0.00
37860002800005,OFFICES AND PREMISES,"£73,500",Jewish Chronicle Limited,03/12/2012,28 St Albans Lane,London,,,,NW11 7QB,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,181.49",NONE,£0.00,NO,£0.00
253000001A901B,OFFICES AND PREMISES,"£76,000",Safeland Plc,02/11/2009,Offices Ground Floor- Suite 1,1a Kingsley Way,London,,,N2 0FW,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,392.31",NONE,£0.00,NO,£0.00
2536000900000A,OFFICES AND PREMISES,"£96,000",London Studio Centre Limited,06/10/2016,90 Kingsway,London,,,,N12 0EX,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£3,678.98",NONE,£0.00,NO,£0.00
335000001M0013,OFFICES AND PREMISES,"£101,000",Accura Partners Llp,01/04/2006,Langley House,Park Road,London,,,N2 8EY,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,159.68",NONE,£0.00,NO,£0.00
3636002872000B,OFFICES AND PREMISES,"£90,000",Kerrington (Grove Lodge) Ltd,18/03/2009,287 Regents Park Road,London,,,,N3 3JY,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£3,045.58",NONE,£0.00,NO,£0.00
430000001A0013,OFFICES AND PREMISES,"£115,000",Interaction Worldwide Ltd,13/08/2002,1 Torrington Park,London,,,,N12 9TB,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,643.85",NONE,£0.00,NO,£0.00
20280013010016,PETROL FILLING STATION AND PREMISES,"£89,000",Mr S Muresh,01/04/2010,Deansbrook Garage,130 Hale Lane,Edgware,,,HA8 9QZ,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,739.87",NONE,£0.00,NO,£0.00
24500092010026,RESTAURANT AND PREMISES,"£89,000",Cavendish Hospitality Ltd,01/09/2009,Cavendish Banqueting,1st Flr European Design Centre,The Hyde,London,,NW9 5AE,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£3,446.60",NONE,£0.00,NO,£0.00
22440020600002,RESTAURANT GUEST HOUSE AND PREMISES,"£80,500",Savoro Ltd,01/02/2014,206 High Street,Barnet,Hertfordshire,,,EN5 5SZ,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£1,503.05",NONE,£0.00,NO,£0.00
2062009182000A,SCHOOL AND PREMISES,"£91,500",Goodwyn School Ltd,01/04/2000,Goodwyn School,39 Hammers Lane,London,,,NW7 4DB,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£1,575.35",NONE,£0.00,NO,£0.00
4670009012000A,SCHOOL AND PREMISES,"£103,000",Dangrove Primary School,01/04/2000,Danegrove Primary School,Windsor Drive,Barnet,,,EN4 8UD,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,367.97",NONE,£0.00,NO,£0.00
15820067900022,SHOP AND PREMISES,"£73,000",Mr A L Urban T/A LEYLAND SDM,01/06/2013,679-687 Finchley Road,London,,,,NW2 2JP,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,464.29",NONE,£0.00,NO,£0.00
40860016110018,SHOP AND PREMISES,"£87,000",Goldstar Gs Limited,15/07/2010,159-163 Station Road,Edgware,Middlesex,,,HA8 7JS,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£3,094.05",NONE,£0.00,NO,£0.00
22400092210014,SHOWROOM AND PREMISES,"£77,000",West End Carpet Co Ltd,01/04/2000,Gnd Fl,922-928 High Road,London,,,N12 9RW,NONE,£0.00,REVALUATION SUPPORT VARIABLE,£264.77,NONE,£0.00,NO,£0.00
18180016800008,SURGERY AND PREMISES,"£89,500",Dr B J Golden,01/04/2000,166-168 Golders Green Road,London,,,,NW11 8BB,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£3,187.15",NONE,£0.00,NO,£0.00
05860091410014,VEHICLE REPAIR WORKSHOP AND PREMISES,"£106,000",Brunswick Garage (London) Ltd,27/11/2015,14 Brunswick Industrial Park,Brunswick Way,London,,,N11 1JL,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,436.95",NONE,£0.00,NO,£0.00
24550000220001,VEHICLE REPAIR WORKSHOP AND PREMISES,"£71,500",J E M Limited,01/09/2003,Unit,3 Hyde Estate Road,London,,,NW9 6JX,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,677.00",NONE,£0.00,NO,£0.00
03820000420004,WAREHOUSE AND PREMISES,"£75,500",Airconco (uk) Ltd,09/07/2005,Unit 4 Bittacy Business Centre,Bittacy Hill,London,,,NW7 1BA,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,950.77",NONE,£0.00,NO,£0.00
03820000620006,WAREHOUSE AND PREMISES,"£85,000",Savera Foods Ltd,01/04/2008,Unit 6,Bittacy Business Centre Bittacy Hill,London,,,NW7 1BA,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£3,322.07",NONE,£0.00,NO,£0.00
03820091220006,WAREHOUSE AND PREMISES,"£81,500",Barry M Cosmetics Ltd T/a Barry Mero Cosmetics,01/04/2000,Unit 1 Bittacy Business Centre,Bittacy Hill,London,,,NW7 1BA,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£3,185.27",NONE,£0.00,NO,£0.00
05860000010144,WAREHOUSE AND PREMISES,"£78,500",4 Front Furniture Limited,15/04/2016,13A Brunswick Industrial Park,Brunswick Way,London,,,N11 1JL,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,603.17",NONE,£0.00,NO,£0.00
09860007010015,WAREHOUSE AND PREMISES,"£95,500",Sea Horse Furniture Limited,01/01/2017,70 Colindale Avenue,London,,,,NW9 5DR,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,642.95",NONE,£0.00,NO,£0.00
17320001220005,WAREHOUSE AND PREMISES,"£138,000",The Bread Factory Ltd,04/02/2006,Unit 12-13 Garrick Industrial Centre,Irving Way,London,,,NW9 6AQ,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£3,172.62",NONE,£0.00,NO,£0.00
17320001410024,WAREHOUSE AND PREMISES,"£84,500",Leon Paul Equipment Company Ltd,01/03/2006,Unit 14 Garrick Industrial Centre,Irving Way,London,,,NW9 6AQ,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£3,302.53",NONE,£0.00,NO,£0.00
17320001810032,WAREHOUSE AND PREMISES,"£127,000",Cantifix Ltd,29/02/2008,Unit 18 Garrick Industrial Centre,Irving Way,London,,,NW9 6AQ,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,919.74",NONE,£0.00,NO,£0.00
17320002020001,WAREHOUSE AND PREMISES,"£107,000",Amimed Direct Ltd,08/06/2007,Unit 20 Garrick Industrial Centre,Irving Way,London,,,NW9 6AQ,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,459.93",NONE,£0.00,NO,£0.00
30740000120004,WAREHOUSE AND PREMISES,"£71,000",Patra Selections Ltd,01/04/2000,1-7 Nant Road,London,,,,NW2 2AL,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,182.56",NONE,£0.00,NO,£0.00
40620001410021,WAREHOUSE AND PREMISES,"£76,000",S & I Electronics Limited,01/10/2016,Jamal House Next To,14 Stanhope Road,London,,,N12 9DT,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,651.39",NONE,£0.00,NO,£0.00
42760090110019,WAREHOUSE AND PREMISES,"£132,000",Browning Jones & Morris Ltd,01/04/2000,Gnd F Browning Works,Tilling Road,London,,,NW2 1LJ,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,973.60",NONE,£0.00,NO,£0.00
0586000001013B,WAREHOUSE AND PREMISES,"£130,000",Archway Sheet Metal Works Limited,24/07/2015,13 Brunswick Industrial Park,Brunswick Way,London,,,N11 1JL,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,988.71",NONE,£0.00,NO,£0.00
173200024A0003,WAREHOUSE AND PREMISES,"£82,000",Bread Factory Ltd,07/10/2011,Unit 24 Garrick Industrial Centre,Irving Way,London,,,NW9 6AQ,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£1,885.18",NONE,£0.00,NO,£0.00
0630000090003A,WORKSHOP AND PREMISES,"£75,000",Stirling Management & Services Ltd,01/10/2007,Unit 9 Breasy Place,Burroughs Gardens,London,,,NW4 4AT,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,392.74",NONE,£0.00,NO,£0.00
173200022A0001,WORKSHOP AND PREMISES,"£110,000",Cantifix Limited,30/06/2003,Unit 22 Garrick Industrial Centre,Irving Way,London,,,NW9 6AQ,NONE,£0.00,REVALUATION SUPPORT VARIABLE,"£2,529.87",NONE,£0.00,NO,£0.00
16860092720007,GOLF COURSE AND PREMISES,"£111,000",Finchley Golf Club,01/04/2000,Finchley Golf Club,Frith Lane,London,,,NW7 1JA,COMMUNITY AMATEUR SPORTS CLUB RELIEF,"£43,195.79",NONE,£0.00,NONE,£0.00,NO,£0.00
20100091220007,GOLF COURSE AND PREMISES,"£112,000",Old Fold Manor Golf Club Ltd,01/04/2000,Old Fold Manor Golf Club,Hadley Green West,Barnet,Hertfordshire,,EN5 4PP,COMMUNITY AMATEUR SPORTS CLUB RELIEF,"£43,206.19",NONE,£0.00,NONE,£0.00,NO,£0.00
37360096020001,GOLF COURSE AND PREMISES,"£55,000",Arkley Golf Club Ltd,01/04/2000,Golf Course,Rowley Green Road,Barnet,Hertfordshire,,EN5 3HL,COMMUNITY AMATEUR SPORTS CLUB RELIEF,"£21,076.00",NONE,£0.00,NONE,£0.00,NO,£0.00
0248001022000A,GOLF COURSE AND PREMISES,"£81,000",The Trustees Of Mill Hill Golf Club,01/04/2000,Mill Hill Golf Club,100-102 Barnet Way,London,,,NW7 3AL,COMMUNITY AMATEUR SPORTS CLUB RELIEF,"£31,039.20",NONE,£0.00,NONE,£0.00,NO,£0.00
1672001802000A,GOLF COURSE AND PREMISES,"£97,500",North Middlesex Golf Club (1928) Ltd,01/04/2000,North Middlesex Golf Club,180 Friern Barnet Lane,London,,,N20 0NL,COMMUNITY AMATEUR SPORTS CLUB RELIEF,"£37,362.00",NONE,£0.00,NONE,£0.00,NO,£0.00
10120090220006,RIFLE CLUB AND PREMISES,"£3,700",Hendon Rifle Club,01/04/2000,Hendon Rifle Club Adj Woodfield Park,Cool Oak Lane,London,,,NW9 7NB,COMMUNITY AMATEUR SPORTS CLUB RELIEF,"£1,417.84",NONE,£0.00,NONE,£0.00,NO,£0.00
27680090120001,SPORTS GROUND AND PREMISES,"£22,500",Finchley Manor Lawn Tennis Club,01/04/2000,Sports Club,Lyndhurst Gardens,London,,,N3 1TA,COMMUNITY AMATEUR SPORTS CLUB RELIEF,"£8,622.00",NONE,£0.00,NONE,£0.00,NO,£0.00
43060092720005,SPORTS GROUND AND PREMISES,"£8,100",Totteridge Cricket Club The Honorary Treasurer,01/04/2000,Totteridge Cricket Club,Totteridge Green,London,,,N20 8PB,COMMUNITY AMATEUR SPORTS CLUB RELIEF,"£3,103.92",NONE,£0.00,NONE,£0.00,NO,£0.00
