RATEPAYER,BILLING_ACCOUNT_BALANCE,LIABLE_UNIT_BALANCE,YEAR,PROPERTY_ADDRESS,BILLING_ADDRESS,DATE_START,DATE_END
,-0.91,-0.91,2012,"10 Cow Green, Halifax, HX1 1JF",,04-05-1992,
K D T Accountancy & Taxation Services Ltd,-0.01,-0.01,2010,"20 Cow Green, Halifax, HX1 1HX",,14-08-2010,
Primesight Ltd,-82.39,556.61,2014,"Board No 2183, Gable Of Deal Street, Halifax, HX1 1QX","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",01-09-2009,
,-200,-200,2004,"2 Cross Hills, Halifax, HX1 1XQ",,30-07-2002,12-07-2004
,-59.11,-59.11,2012,"6 Cross Hills, Halifax, HX1 1XQ",,01-11-2010,
Sports Feet Ltd (In Liquid.),-116.59,-116.59,2002,"20 Crown Street, Halifax, HX1 1TT","Messrs Levy Gee & Partners, Maxdov House, 337/341 Chapel Street, Salford,Mancheste, RM3 5JY",01-07-1991,21-09-1992
Talk Line Communications Ltd[In Liquidation],-406.35,-406.35,2002,"20 Crown Street, Halifax, HX1 1TT","C/O Jennings Johnson, 19 Borough Road, Sunderland, SR1 1LA",03-03-1997,04-11-1998
,-0.01,-0.01,2014,"32 Crown Street, Halifax, HX1 1TT",,21-11-2005,
,-114.87,-114.87,2007,"39/41 Crown Street, Halifax, HX1 1HY",,02-02-1993,27-10-2007
,-25.29,-25.29,2008,"43 Crown Street, Halifax, HX1 1JB",,01-06-2008,18-03-2009
Continental Books,-40.75,-40.75,2003,"51 Crown Street, Halifax, HX1 1JB","F.A.O. Mr Phillip Rhodes, 51 Crown Street, Halifax, HX1 1JB",06-07-2003,31-01-2004
,-97.35,-97.35,2002,"Sportsman Hotel, 50 Crown Street, Halifax, HX1 1JB",,03-10-1994,19-03-1995
Trustees Of B Holmes Discretionary Settlement,-620.04,-620.04,2013,"Part 7th Floor, 60 Crown Street, Halifax, HX1 1HY","C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",11-05-2011,28-02-2014
,-209.48,-209.48,2012,"Ground & First Floors, 51 Crown Street, Halifax, HX1 1JB",,16-10-2006,14-05-2013
,-1.75,6361.25,2014,"20/22 Crown Street, Halifax, HX1 1TT",,14-11-2012,
Worthington Nicholls Ltd,-180.08,-180.08,2006,"Office Suite D140, Dean Clough Mills, Halifax, HX3 5AX","Fao Mr N Smith, Office Suite D140, Dean Clough Mills, Halifax, HX3 5AX",01-05-2005,15-02-2007
L I S Claims Management Ltd,-67.93,-67.93,2014,"Office Suite E 207, Dean Clough Mills, Halifax, HX3 5AX","Heritage Exchange, South Lane, Elland, HX5 0HG",06-01-2014,04-09-2014
Shaw Trust Ltd,-461.98,-461.98,2011,"Office Suite G 438, Dean Clough Mills, Halifax, HX3 5AX","Epsom Court, White Horse Business Park, Trowbridge, Wiltshire, BA14 0XJ",01-07-2010,30-06-2011
Ees Corporate Trustees Ltd,-192.39,-5608.89,2013,"Crib Lane Level 3 Bottom, Dean Clough Mils, Halifax, HX3 5AX","The Pavilions, Bridgewater Road, Bristol, BS13 8AE",01-06-2013,
Ees Corporate Trustees Ltd,-5416.5,-5608.89,2014,"Crib Lane Level 3 Bottom, Dean Clough Mils, Halifax, HX3 5AX","The Pavilions, Bridgewater Road, Bristol, BS13 8AE",01-06-2013,
Dean Clough Ltd,-1389.45,-12118.95,2012,"Crib Lane Level 3 Bottom, Dean Clough Mils, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",24-12-2012,31-05-2013
Dean Clough Ltd,-5313,-12118.95,2013,"Crib Lane Level 3 Bottom, Dean Clough Mils, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",24-12-2012,31-05-2013
Dean Clough Ltd,-5416.5,-12118.95,2014,"Crib Lane Level 3 Bottom, Dean Clough Mils, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",24-12-2012,31-05-2013
Topliss & Harding Group Ltd [In Admin Receivership],-300.92,-300.92,2002,"Unit Bmy 2, Dean Clough Industrial Park, Halifax, HX1 1XG","1 London Bridge, London, SE1 9QL",16-03-1992,14-08-1995
,-162.08,-162.08,2002,"Units T3/T4, Dean Clough Mills, Halifax, HX3 5AX",,02-04-1990,03-07-1991
,-587.56,-587.56,2002,"Bowling Mill Ground Floor, Dean Clough, Halifax, HX3 6UP",,01-01-2002,31-10-2002
Matter Communications Ltd,-1.25,-1.25,2012,"Office Suite D143, Dean Clough Mills, Halifax, HX3 5AX",,11-05-2009,
Id Ess (Retail) Ltd,-341.69,-341.69,2013,"Office Suite D151, Dean Clough Mills, Halifax, HX3 5AX",,05-05-2009,07-11-2013
O.F.C Technical Services Ltd,-0.85,-0.85,2012,"Office Suite D238, Dean Clough Office Park, Halifax, HX3 5AX","Office Suite D238, Dean Clough Office Park, Halifax, HX3 5AX",01-04-2004,22-05-2015
,-49.51,-49.51,2008,"Office Suite D254, Dean Clough Office Park, Halifax, HX3 5AX",,01-06-2004,01-07-2008
Frogeducation Ltd,-167.65,287.35,2013,"Office Suite D172, Dean Clough Office Park, Halifax, HX3 5AX","Office Suite D347, D Mill, Dean Clough Mills, Halifax, HX3 5AX",01-07-2013,
Communitas Eu Ltd,-116,-116,2012,"Office Suite D 109, Dean Clough Office Park, Halifax, HX3 5AX","Office Suites D107/D109, Dean Clough Mills, Halifax, HX3 5AX",01-06-2011,31-05-2011
,-66.64,-66.64,2002,"Unit H1f, Dean Clough Industrial Park, Halifax, HX1 1XG",,01-07-1993,31-03-1994
Communitas Eu Ltd,-83,-83,2012,"Office Suite D107, Dean Clough Mills, Halifax, HX3 5AX","Office Suites D107/D109, Dean Clough Mills, Halifax, HX3 5AX",01-06-2011,31-05-2011
Structured Technologies Services Ltd [In Administration],-481.23,-481.23,2013,"Office Suite G 426, Dean Clough Mills, Halifax, HX3 5AX","C/O Castle Acres, Everard Way, Narborough, Leicester, LE19 1BY",25-04-2008,28-11-2013
,-0.58,-0.58,2012,"10 Denholmegate Road, Hipperholme, Halifax, HX3 8JQ",,01-04-2009,
,-79.61,-79.61,2007,"6 Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",,21-09-2006,04-11-2007
,-200,-200,2003,"6a Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",,08-04-2002,17-07-2003
,-276.9,-276.9,2012,"6a Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",,17-12-2007,
Cristel Paint Finishers Ltd [In Administration],-142.2,-142.2,2004,"Dunkirk Mills, Dunkirk Lane, Halifax, HX1 3TB","C/O O'Hara & Co, Wesley House, Huddersfield Road, Birstall, WF17 9EJ",26-11-1991,12-10-2004
Cristel Paint Finishers Ltd [In Administration],-1377.64,-1377.64,2004,"Dunkirk Mills, Dunkirk Street, Halifax, HX1 3TB","C/O O'Hara & Co, Wesley House, Huddersfield Road, Birstall, WF17 9EJ",26-11-1991,12-10-2004
Binns & Sons (Greetland) Ltd,-168.95,-168.95,2013,"Unit 2 Brian Royd Mills, Brian Royd Lane, Greetland, Halifax              HX4 8PE","Brian Royd Mills, Saddleworth Road, Greetland, Halifax, HX4 8NF",17-10-2012,30-04-2014
A.R.P. Security Services Ltd,-0.45,-0.45,2012,"31 Edwards Road, Halifax, HX2 7DG",,01-04-1990,
,-0.22,-0.22,2012,"54 Eldroth Road, Halifax, HX1 3BA",,03-11-2006,
V T L [Europe] Ltd,-1612.07,-3645.24,2012,"Cooper House Works, Luddendenfoot, Halifax, HX2 6EL","St Thomas Road, Huddersfield, HD1 3LG",01-04-1990,07-06-2012
V T L [Europe] Ltd,-2033.17,-3645.24,2011,"Cooper House Works, Luddendenfoot, Halifax, HX2 6EL","St Thomas Road, Huddersfield, HD1 3LG",01-04-1990,07-06-2012
Sia Fibral Ltd,-238.04,143842.96,2012,"Ellistones Lane, Greetland, Halifax, HX4 8NH","Ellistones Lane, Greetland, Halifax, HX4 8NH",01-04-2012,
,-154,952,2014,"Part 1ST Floor, Thornton Works, Fenton Road, Halifax             HX1 3PP",,01-04-2007,
Premier Direct G.B Ltd,-120.83,-120.83,2012,"Coronation Works, Foundry Street North, Halifax, HX3 6RE","Premier House, Foundry Street North, Halifax, HX3 6RE",01-04-2003,
,-113.22,-136.31,2001,"Adjacent Coliseum, Fountain Street, Halifax, HX1 2AB",,01-11-2000,31-03-2002
,-23.09,-136.31,2000,"Adjacent Coliseum, Fountain Street, Halifax, HX1 2AB",,01-11-2000,31-03-2002
A T C Properties Ltd,-84.78,-84.78,2003,"Suite 1 2ND Floor, Fountain Chambers, 22 Fountain Street, Halifax              HX1 1LW","7 Cottage Road, Headingley, Leeds, LS6 4DD",09-09-2002,01-06-2003
A T C Properties Ltd,-253.97,-253.97,2015,"Suite 4 3RD Floor, Fountain Chambers, 22 Fountain Street, Halifax              HX1 1LW","7 Cottage Road, Headingley, Leeds, LS6 4DD",01-09-2013,21-06-2015
,-0.01,8888.85,2013,"18-20 Fountain Street, Halifax, HX1 1LW",,14-12-2012,
,-3.35,-3.35,2002,"Friendly Fold Road, Ovenden, Halifax, HX3 5QF",,01-04-1990,29-04-2002
Newbuild Masonry (Yorkshire) Ltd,-96.83,-96.83,2008,"Office 6 Britannia Works, Garden Street North, Halifax, HX3 6AE","Mr G Varley, 308 Skircoat Green Road, Halifax, HX3 0LJ",01-04-2008,31-12-2008
,-544.9,-826.69,2010,"The Mill, Gardeners Square, Hipperholme, Halifax              HX3 8LL",,03-05-2003,31-07-2011
,-281.79,-826.69,2011,"The Mill, Gardeners Square, Hipperholme, Halifax              HX3 8LL",,03-05-2003,31-07-2011
,-1237.16,-1237.16,2004,"2 George Street, Halifax, HX1 1HA",,08-11-2001,03-08-2004
,-998.13,1899.87,2014,"64 Gibbet Street, Halifax, HX1 5BP",,01-04-1990,
,-0.57,-0.57,2012,"95 Gibbet Street, Halifax, HX1 5BP",,01-09-2008,
,-13.61,-13.61,2004,"103 Gibbet Street, Halifax, HX1 5BP",,01-09-2000,20-03-2005
,-23.14,-23.14,2003,"105 Gibbet Street, Halifax, HX1 5BP",,01-09-2003,01-11-2003
Primesight Ltd,-0.04,350.96,2014,"Advertising Right, 115 Gibbet Street, Halifax, HX1 5BP","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",01-09-2009,
,-49.04,-49.04,2006,"140 Gibbet Street, Halifax, HX1 5LE",,21-12-1992,31-05-2006
Halifax Auto Insurance Repair Centre Ltd,-76.79,-76.79,2002,"211 Gibbet Street, Halifax, HX1 5JW","Not Known, Don'T Refund Per Jim",06-04-1992,20-03-1994
Joseph Walker & Son Ltd [In Liquidation],-320.26,-320.26,2002,"561 Gibbet Street, Halifax, HX2 0AL","C/O Pannell Kerr Forster, Pannell House, 6 Queen Street, Leeds, LS1 2TW",01-04-1990,09-11-1994
Joseph Walker & Son Ltd [In Receivership],-275.75,-275.75,2002,"R/O 543 Gibbet Street, Halifax, HX2 0AL","C/O Pannell Kerr Forster, Pannell House, 6 Queen Street, Leeds, LS1 2TW",01-04-1990,09-11-1994
Joseph Walker & Son Ltd [In Liquidation],-131.04,-131.04,2002,"Summerfield House Care Home, Gibbet Street, Halifax, HX1 4JW","C/O Pannell Kerr Forster, Pannell House, 6 Queen Street, Leeds, LS1 2TW",01-04-1990,09-11-1994
Brooksbank Industries Ltd,-5.83,-5.83,2001,"Gibbet Street Comb Works, Gibbet Street, Halifax, HX1 4LT","Station Yard, Elslack, Skipton, BD23 3AS",01-11-2001,30-06-2003
Pellon Private Hire Ltd,-12.1,-12.1,2014,"Unit 12c, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,02-08-2004,
,-37.87,-37.87,2012,"Unit 13/14, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,31-01-2007,31-12-2013
,-25.9,-25.9,2006,"Unit 13/14, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,03-08-2006,30-01-2007
,-210.07,-210.07,2008,"Unit 2B, Calder Workshops, Gibbet Street, Halifax              HX1 4JQ",,01-05-2005,22-12-2008
,-1.77,-1.77,2012,"Unit 6, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,01-05-2007,
,-53.63,-53.63,2006,"Golden Lion Hotel, 523 Gibbet Street, Halifax, HX2 0AX",,24-09-2004,29-10-2006
,-77.15,-77.15,2004,"112 Gibbet Street, Halifax, HX1 5BZ",,22-02-2005,22-04-2006
Chunky Chicken (Halifax) Ltd,-227.7,-227.7,2012,"112 Gibbet Street, Halifax, HX1 5BZ","116 Heights Lane, Rochdale, OL12 0QS",10-11-2008,31-07-2013
K Hamnett [Machinery Removers],-242.02,-242.02,2007,"Philmar House, Gibbet Street, Halifax, HX2 0AR","Philmar House, Highroad Well Works, Gibbet Street, Halifax, HX2 0AR",01-04-2004,17-06-2007
Primesight Ltd,-42.37,-42.36,2015,"Advertising Right, Gable, 448 Gibbet Street, Halifax              HX2 0AX","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",01-09-2009,25-05-2015
,-85.4,-85.4,2012,"Unit 5 Mile Cross Works, Gibbet Street, Halifax, HX1 4JQ",,01-04-2008,
,-7.42,-7.42,2008,"286 Gibbet Street, Halifax, HX1 4LT",,01-07-2005,08-06-2008
Cmbc Pupil Referral Unit,-240.3,-240.3,2014,"1ST Flr,Former Officers Mess, Wellesley Park, Gibbet Street, Halifax              HX2 0BA","Fao Simon Lee, The Whitley Phoenix Centre, Moorbottom Road, Illingworth, Halifax, HX2 9SR",01-04-2014,23-05-2014
,-9.55,-9.55,2010,"297 Gibbet Street, Halifax, HX1 4JX",,01-10-2006,30-04-2010
K Hamnett [Machinery Removers],-756.98,-756.98,2007,"Philmar House, Gibbet Street, Halifax, HX2 0AR","Philmar House, Highroad Well Works, Gibbet Street, Halifax, HX2 0AR",18-06-2007,03-09-2007
Milton (Halifax) Ltd,-54,3041.5,2014,"Milton Shed, Gibbet Street, Halifax, HX1 5BA","C/O R Gledhill Ltd, Pingle Mill, Delph, Near Oldham, OL3 5EX",01-02-2009,
Milton (Halifax) Ltd,-0.5,3041.5,2013,"Milton Shed, Gibbet Street, Halifax, HX1 5BA","C/O R Gledhill Ltd, Pingle Mill, Delph, Near Oldham, OL3 5EX",01-02-2009,
,-5.51,-5.51,2011,"103/105 Gibbet Street, Halifax, HX1 5BP",,01-02-2010,01-05-2011
,-164.5,-164.5,2006,"29a Gibraltar Road, Halifax, HX1 4HE",,01-04-2004,31-03-2006
,-189.16,-189.16,2004,"Buckland Place, Gibraltar Road, Halifax, HX1 4HJ",,01-10-2003,30-06-2004
Binns & Berry Bros [Hx] Ltd In Admin Receivership,-3493.4,-3493.4,2002,"Crown Works, Grantham Road, Halifax, HX3 6PL","C/O Kroll Buchler Phillips, 1 City Square, Leeds, LS1 2ES",01-04-1990,22-11-2000
Mears & Priestley [1968] Ltd[In Liquidation],-511.11,-511.11,2002,"Unit 1, Grantham Works, Grantham Road, Halifax              HX3 6PL","C/O Kenneth Howarth & Co, Attn Mr P Townsend, 36 Clare Rd, Halifax",01-04-1990,05-01-1994
South West Yorkshire Partnership Nhs Foundation Trust,-4033.25,-4033.25,2015,"The Laura Mitchell Clinic, Great Albion Street, Halifax, HX1 1YR","Creditor Payments, Ward 4, Castleford, Normanton Hospital, Lumley Street, Castleford, WF10 5LT",22-01-2014,19-01-2015
,-274.11,-274.11,2002,"The Airborne, 15 Green Lane, Sowood, Stainland            HX4 9JL",,01-04-1990,04-11-2002
,-12.15,-12.15,2007,"109 Haley Hill, Halifax, HX3 6EE",,13-07-2003,11-11-2007
Primesight Ltd,-0.02,170.98,2014,"Advertising Right, Adj Haley Hill Service Stn, Haley Hill, Halifax              HX3 6ED","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",01-04-2005,
R S Investments Yorkshire Ltd,-489.24,-489.24,2012,"Unit 1 Lrp Business Park, Halifax Road, Hipperholme, Halifax              HX3 8ER","Thornfield, Leeds Road, Hipperholme, HX3 8NH",15-12-2011,03-05-2012
B B M (Electronic Office)Ltd[In Liquidation],-56.2,-56.2,2002,"Whitehall Chambers, Halifax Road, Hipperholme, Halifax             HX3 8EN","C/O Grant Thornton, [B2688/MEGS/JW/NMH], St Johns Centre, 110 Albion St, Leeds, LS28LA",01-04-1990,10-08-1993
,-20,107.2,2014,"Pear Tree Garage, Halifax Old Road, Hipperholme, Halifax              HX3 8PJ",,17-02-2014,
Alan Douglas Haulage Ltd,-158,808,2014,"Maltings Garage, Halifax Road, Hipperholme, Halifax             HX3 8HQ",,01-09-2013,
Primesight Ltd,-0.03,476.97,2014,"Adj 38 Halifax Road, Hipperholme, Halifax, HX3 8ER","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",01-09-2009,
,-125.68,-125.68,2003,"Unit 5 Lrp Business Park, Halifax Road, Hipperholme, Halifax             HX3 8HD",,01-04-1990,24-05-2004
,-1.18,-1.18,2012,"Unit 4, L R P Business Park, Halifax Road, Hipperholme, Halifax              HX3 8ER",,01-01-2007,
R S Investments Yorkshire Ltd,-293.3,-293.3,2012,"Suite 2 Unit 4A, Lrp Business Park, Halifax Road, Hipperholme          HX3 8ER","Thornfield, Leeds Road, Hipperholme, HX3 8NH",05-03-2012,10-06-2012
R S Investments Yorkshire Ltd,-66.9,-66.9,2012,"Suite 1 Unit 4A, Lrp Business Park, Halifax Road, Hipperholme          HX3 8ER","Thornfield, Leeds Road, Hipperholme, HX3 8NH",05-03-2012,10-06-2012
The Bradford T.P.S,-637.76,-637.76,2010,"Bradford T P S, Halifax Road, Shelf, Halifax              HX3 7JT","C/O Halifax V W, Halifax Road, Shelf, Halifax, HX3 7JT",01-08-2007,31-05-2010
,-163.38,-163.38,2004,"14a Hall Street North, Boothtown, Halifax, HX3 6TS",,01-10-2002,08-02-2005
,-54.58,-54.58,2012,"228 Hanson Lane, Halifax, HX1 4QW",,05-07-2010,20-10-2012
,-75.65,-75.65,2008,"228 Hanson Lane, Halifax, HX1 4QW",,01-04-1990,06-04-2008
B.T Plc,-460,3680,2010,"Hanson Lane, Halifax, HX1 5PG","C/O Telereal Rating & Valuation, 4TH Floor, Bastion House, 140 London Wall, London, EC2Y 5DN",01-04-1995,
D & S Baths Ltd [In Administration],-1998,-4364.05,2007,"Hanson Lane, Halifax, HX1 4QU","C/O B D O Stoy Hayward Llp, 1 Bridgewater Place, Water Lane, Leeds, LS11 5RU",24-03-2006,29-10-2008
D & S Baths Ltd [In Administration],-1948.5,-4364.05,2006,"Hanson Lane, Halifax, HX1 4QU","C/O B D O Stoy Hayward Llp, 1 Bridgewater Place, Water Lane, Leeds, LS11 5RU",24-03-2006,29-10-2008
D & S Baths Ltd [In Administration],-41.63,-4364.05,2005,"Hanson Lane, Halifax, HX1 4QU","C/O B D O Stoy Hayward Llp, 1 Bridgewater Place, Water Lane, Leeds, LS11 5RU",24-03-2006,29-10-2008
Aquabeau Ltd [Dissolved],-1857.37,-1857.37,2005,"Hanson Lane, Halifax, HX1 4QU","C/O The Treasury Solicitor, One Kemble Street, London, WC2B 4TS",01-04-1990,23-03-2006
D & S Baths Ltd [In Administration],-375.92,-4364.05,2008,"Hanson Lane, Halifax, HX1 4QU","C/O B D O Stoy Hayward Llp, 1 Bridgewater Place, Water Lane, Leeds, LS11 5RU",24-03-2006,29-10-2008
Aquarius Bathrooms Ltd,-31.91,-31.91,2005,"Unit 4 Windsor Business Park, Hanson Lane, Halifax, HX1 4SD","Hanson Lane, Halifax, HX1 4QU",01-11-1999,23-03-2006
,-241.82,-241.82,2010,"55 Hanson Lane, Halifax, HX1 5NX",,01-02-2008,31-03-2010
,-220.69,-220.69,2014,"55 Hanson Lane, Halifax, HX1 5NX",,01-04-2010,04-01-2015
,-11.26,-11.26,2004,"115 Hanson Lane, Halifax, HX1 4SD",,24-07-2003,27-04-2004
,-371.52,-371.52,2010,"Unit 9, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",,15-11-1996,12-09-2010
Halifax Opportunities Trust,-700.06,-700.06,2015,"Community Enterprise Centre, Hanson Lane, Halifax, HX1 5PG","Attn Barbara Harbinson, The Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",19-04-2005,
Scoffers (Yorkshire) Ltd,-0.07,-0.07,2012,"Unit 12, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",,01-06-2000,
,-170.25,-170.25,2012,"Workspace Unit 19, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",,01-04-2008,31-08-2012
Blue Lagoon (Uk) Ltd [In Liquidation],-203.73,-203.73,2007,"Unit 18, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG","C/O Mazars Llp, Mazars House, Gelderd Road, Gildersome , Leeds, LS27 7JN",09-07-2004,12-12-2007
,-47.08,-47.08,2002,"Hansonlane Enterprise Centre, Hanson Lane, Halifax, HX1 5PG",,01-04-2000,02-01-2003
R & A Parcels (Hx) Ltd [Dissolved],-91.28,-91.28,2009,"Unit G6, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF","Ceased To Trade , No Assets., Dissolved",03-01-2008,15-09-2009
Airwave Solutions Ltd,-0.01,2687.99,2013,"Telecommunications Mast, Site Ref Wyo 081A, Hanson Lane, Halifax              HX1 4SD","C/O Gva, C/O Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY",01-06-2003,
,-28.79,-28.79,2008,"Unit 2 Windsor Business Park, Hanson Lane, Halifax, HX1 4SE",,10-03-2008,13-04-2008
R & A Drinks (2010) Ltd,-61.94,-61.94,2014,"Unit 3, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF","Unit 3, The Market Business Centre, Hanson Lane, Halifax, HX1 5PF",01-04-2010,22-04-2014
Due West Limited,-540.55,-540.55,2010,"9 Harrison Road, Halifax, HX1 2AF","O & C Management Limited, 9 Harrison Road, Halifax, HX1 2AF",01-04-1992,31-03-2010
Gamblinns Ltd [In Liquidation],-180.03,-180.03,2002,"Bar Eleven, 11 Harrison Road, Halifax, HX1 2AF","C/O Baker Tilly, Carlton House, Grammar School Street, Bradford, BD1 4NF",26-10-1990,08-08-1995
,-496.83,-1208.55,2011,"The Oddfellows Arms, 158 Haugh Shaw Road, Halifax, HX1 3BG",,09-06-2005,12-06-2011
,-711.72,-1208.55,2010,"The Oddfellows Arms, 158 Haugh Shaw Road, Halifax, HX1 3BG",,09-06-2005,12-06-2011
,-169.96,-169.96,2005,"Office 7, 162A Haugh Shaw Road, Halifax, HX1 3BG",,01-01-2005,01-12-2005
,-13.17,-13.17,2009,"Office 5, 164B Haugh Shaw Road, Halifax, HX1 3BG",,29-11-2002,22-05-2009
,-31.63,-31.63,2009,"New Inn, Heath Hill Road, Halifax, HX2 0UT",,08-08-2001,21-03-2010
Pennine Housing 2000 Ltd,-172.14,-216.54,2014,"Ground Floor, Hebble Court, Dodge Holme Close, Mixenden","Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",31-10-2013,08-03-2015
Pennine Housing 2000 Ltd,-44.4,-216.54,2015,"Ground Floor, Hebble Court, Dodge Holme Close, Mixenden","Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",31-10-2013,08-03-2015
,-0.93,-0.93,2012,"High Lee Green, Luddendenfoot, Halifax, HX2 6LD",,01-04-1990,
Yorks Cable Management Ltd [In Liquidation],-12.7,-12.7,2002,"The Focus Centre, Holdsworth Road, Halifax, HX3 6SW","C/O Revell Ward Horton, Norwich Union House, 26 High Street, Huddersfield, HD1 2LN",01-11-1994,27-03-1996
Anchor Trust,-24.13,-24.13,2011,"Office 3.8, 1ST Floor, White Rose Mill, Holdsworth Road, Holmfield            HX3 6SN","Burnbank House, Balliol Business Park, Longbenton, Newcastle Upon Tyne, NE12 8EW",01-04-2010,01-10-2011
Zych Ceramics Ltd,-184.23,-184.23,2012,"Office 3.8, 1ST Floor, White Rose Mill, Holdsworth Road, Holmfield            HX3 6SN","The Old Town Hall, Thornton Square, Brighouse, HD6 1EB",01-08-2012,31-07-2012
,-77.06,-77.06,2008,"Unit 11 White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",,01-03-2008,04-10-2008
Csc Computer Sciences  Ltd,-117.12,-117.12,2011,"Unit SM4 White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN","Royal Pavilion, Tower 3 Lower Ground Floor, Wellesley Road, Aldershot, Hants, GU11 1PZ",01-10-2008,31-01-2012
,-10.95,-10.95,2007,"Unit HM13 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SF",,15-09-2005,19-10-2007
D T S Yorkshire Ltd,-53.41,-53.41,2008,"Unit HM14 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN","27 Illingworth Close, Halifax, HX2 9JQ",01-12-2006,28-10-2008
