ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,PAID DATE,AMOUNT (£),PURPOSE,TRANSACTION ID
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,14/10/16,897.7,NURSING LONG TERM,V001053177
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,546.04,RESIDENTIAL LONG TERM,V001053178
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,571.88,NURSING LONG TERM,V001053179
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,14/10/16,559.42,RESIDENTIAL LONG TERM,V001053181
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,14/10/16,623.3,RESIDENTIAL LONG TERM,V001053183
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053184
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,14/10/16,578.84,RESIDENTIAL LONG TERM,V001053185
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,14/10/16,578.94,RESIDENTIAL LONG TERM,V001053186
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,14/10/16,578.76,RESIDENTIAL LONG TERM,V001053187
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,14/10/16,565.58,RESIDENTIAL LONG TERM,V001053188
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,14/10/16,859.52,NURSING LONG TERM,V001053189
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,FOUR SEASONS HEALTHCARE,14/10/16,623.3,RESIDENTIAL LONG TERM,V001053190
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,14/10/16,598.12,NURSING LONG TERM,V001053191
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,551.98,RESIDENTIAL LONG TERM,V001053192
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053193
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,14/10/16,592.12,RESIDENTIAL LONG TERM,V001053194
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,14/10/16,839.7,NURSING LONG TERM,V001053195
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,14/10/16,859.52,NURSING LONG TERM,V001053196
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,BRIARMEDE CARE LTD,14/10/16,859.52,RESIDENTIAL LONG TERM,V001053197
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,14/10/16,522.12,RESIDENTIAL LONG TERM,V001053198
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053200
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,ASHBOURNE NURSING HOME,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053201
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,14/10/16,502.76,RESIDENTIAL LONG TERM,V001053202
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,14/10/16,543.08,RESIDENTIAL LONG TERM,V001053203
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053205
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,14/10/16,629.58,RESIDENTIAL LONG TERM,V001053209
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,STAMFORD HOUSE REST HOME LIMITED,14/10/16,594.52,RESIDENTIAL LONG TERM,V001053210
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,614.12,RESIDENTIAL LONG TERM,V001053211
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053212
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,ELDERCARE LANCS LIMITED,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053213
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,14/10/16,552.06,RESIDENTIAL LONG TERM,V001053215
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,14/10/16,583.54,RESIDENTIAL LONG TERM,V001053216
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053217
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,14/10/16,927.4,RESIDENTIAL LONG TERM,V001053218
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053219
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,14/10/16,612.12,RESIDENTIAL LONG TERM,V001053220
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,14/10/16,549.54,RESIDENTIAL LONG TERM,V001053221
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,14/10/16,-537.5,SELF - FUNDING DEFERRED PAYMENTS,V001053222
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053223
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053224
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053225
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,14/10/16,509.8,RESIDENTIAL LONG TERM,V001053226
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053227
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,14/10/16,588.2,RESIDENTIAL LONG TERM,V001053229
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,14/10/16,559.3,RESIDENTIAL LONG TERM,V001053230
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053231
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,14/10/16,598.12,NURSING LONG TERM,V001053233
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,14/10/16,620.74,RESIDENTIAL LONG TERM,V001053234
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,BEECH HOUSE,14/10/16,859.52,RESIDENTIAL LONG TERM,V001053236
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053237
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053238
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,14/10/16,602.12,RESIDENTIAL LONG TERM,V001053240
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053241
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,14/10/16,541.08,NURSING LONG TERM,V001053242
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,14/10/16,530.1,RESIDENTIAL LONG TERM,V001053243
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,14/10/16,859.52,RESIDENTIAL LONG TERM,V001053244
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,14/10/16,512.67,RESIDENTIAL LONG TERM,V001053245
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053246
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,14/10/16,600.12,RESIDENTIAL LONG TERM,V001053247
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053248
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,598.12,NURSING LONG TERM,V001053249
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,14/10/16,622.44,RESIDENTIAL LONG TERM,V001053251
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,537.76,RESIDENTIAL LONG TERM,V001053252
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053254
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,FOUR SEASONS HEALTHCARE,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053256
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,14/10/16,587.02,RESIDENTIAL LONG TERM,V001053257
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,14/10/16,728.9,NURSING LONG TERM,V001053262
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,14/10/16,859.52,RESIDENTIAL LONG TERM,V001053267
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,14/10/16,859.52,RESIDENTIAL LONG TERM,V001053268
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,598.12,NURSING LONG TERM,V001053269
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,14/10/16,598.12,NURSING LONG TERM,V001053270
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,14/10/16,601.34,RESIDENTIAL LONG TERM,V001053276
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,14/10/16,596.12,NURSING LONG TERM,V001053277
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,599.96,NURSING LONG TERM,V001053279
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,14/10/16,557.86,RESIDENTIAL LONG TERM,V001053280
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,14/10/16,553.12,RESIDENTIAL LONG TERM,V001053282
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053283
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,14/10/16,859.52,NURSING LONG TERM,V001053284
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,14/10/16,-656.36,RESIDENTIAL LONG TERM,V001053286
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,BRIARMEDE CARE LTD,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053287
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,BUPA CARE SERVICES COPPER HILL,14/10/16,1976,NURSING LONG TERM,V001053289
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053291
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,14/10/16,598.12,NURSING LONG TERM,V001053292
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053293
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,14/10/16,585.94,RESIDENTIAL LONG TERM,V001053294
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053295
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,BELVOIR CARE HOME LIMITED,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053296
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,14/10/16,859.52,NURSING LONG TERM,V001053297
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,14/10/16,614.02,RESIDENTIAL LONG TERM,V001053298
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,14/10/16,608.2,RESIDENTIAL LONG TERM,V001053299
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053300
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,14/10/16,609.18,RESIDENTIAL LONG TERM,V001053301
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,14/10/16,605.3,RESIDENTIAL LONG TERM,V001053302
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,14/10/16,595.64,NURSING LONG TERM,V001053303
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,14/10/16,-598.12,RESIDENTIAL LONG TERM,V001053305
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,14/10/16,-598.12,RESIDENTIAL LONG TERM,V001053306
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,14/10/16,539.3,RESIDENTIAL LONG TERM,V001053308
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,14/10/16,590.62,RESIDENTIAL LONG TERM,V001053311
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,14/10/16,601.12,RESIDENTIAL LONG TERM,V001053313
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,14/10/16,601.12,RESIDENTIAL LONG TERM,V001053314
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,14/10/16,601.12,RESIDENTIAL LONG TERM,V001053315
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,14/10/16,614.12,RESIDENTIAL LONG TERM,V001053316
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053317
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053320
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,14/10/16,606.12,RESIDENTIAL LONG TERM,V001053321
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,14/10/16,601.08,RESIDENTIAL LONG TERM,V001053322
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,594.12,RESIDENTIAL LONG TERM,V001053323
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,14/10/16,536.76,RESIDENTIAL LONG TERM,V001053324
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,14/10/16,859.52,RESIDENTIAL LONG TERM,V001053325
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,14/10/16,697.4,NURSING LONG TERM,V001053326
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,599.3,RESIDENTIAL LONG TERM,V001053327
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,547.32,RESIDENTIAL LONG TERM,V001053328
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,568.22,RESIDENTIAL LONG TERM,V001053329
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053331
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053332
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,14/10/16,625.3,RESIDENTIAL LONG TERM,V001053333
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053334
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,14/10/16,697.4,NURSING LONG TERM,V001053335
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,14/10/16,572.06,RESIDENTIAL LONG TERM,V001053336
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,14/10/16,595.96,RESIDENTIAL LONG TERM,V001053337
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053338
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,14/10/16,859.52,RESIDENTIAL LONG TERM,V001053340
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,14/10/16,597.54,NURSING LONG TERM,V001053341
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,598.12,NURSING LONG TERM,V001053342
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,14/10/16,566.4,RESIDENTIAL LONG TERM,V001053343
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,541.06,RESIDENTIAL LONG TERM,V001053344
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053345
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,14/10/16,556.3,RESIDENTIAL LONG TERM,V001053346
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,FIELDHOUSE NURSING HOME,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053347
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,14/10/16,540.6,RESIDENTIAL LONG TERM,V001053348
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,14/10/16,616.34,RESIDENTIAL LONG TERM,V001053349
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,14/10/16,714.5,NURSING LONG TERM,V001053350
ROCHDALE BOROUGH COUNCIL,14/10/16,LEARNING DIS & MENTAL HEALTH,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,14/10/16,564.06,RESIDENTIAL LONG TERM,V001053351
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053352
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,859.52,NURSING LONG TERM,V001053353
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053354
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,627.3,RESIDENTIAL LONG TERM,V001053355
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,14/10/16,575.14,RESIDENTIAL LONG TERM,V001053356
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,14/10/16,581.98,RESIDENTIAL LONG TERM,V001053357
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,14/10/16,593.7,RESIDENTIAL LONG TERM,V001053358
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,14/10/16,566.1,RESIDENTIAL LONG TERM,V001053359
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,14/10/16,541.42,RESIDENTIAL LONG TERM,V001053360
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,14/10/16,597.48,RESIDENTIAL LONG TERM,V001053364
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,14/10/16,598.12,RESIDENTIAL LONG TERM,V001053365
ROCHDALE BOROUGH COUNCIL,14/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,14/10/16,651.26,NURSING LONG TERM,V001053367
