Ratepayer,Property Reference,Property Address,Billing Address,RV,Net Debit ,Liability Start Date,Relief Granted
,64236724,"Unit A The Shed, Eastfield Mills, Belmont Street, Halifax              HX3 6AT",,4050,0,01/01/14,SBR
Asian Women's Resource Association,64024705,"Butler Sports & Social Club, Adelaide Street, Halifax, HX1 4LY","Adelaide Street, Off Gibbet Street, Halifax, HX1 4LY",2650,0,01/01/14,SBR
Crossley Evans Ltd,64024700,"Adelaide Street Works, Adelaide Street, Halifax, HX1 4LY","Po Box 23, Shipley, Bradford, BD18 2LY",11500,5359,04/01/90,SBR
Aarondale Accountancy Services Ltd,64036700,"Akroyd House, 2 Akroyd Place, Halifax, HX1 1YH",,7000,0,04/01/90,SBR
,64044701,"Albert Street, Halifax, HX1 5NW",,8700,0,01/12/15,SBR
,64044713,"Albert Street, Halifax, HX1 5NW",,6600,0,10/29/12,SBR
,64284824,"New Delight Works, Boothtown Road, Halifax, HX3 6TU",,2475,0,09/06/16,SBR
,64774700,"Damask Street, Halifax, HX1 5SZ",,2225,0,04/01/92,SBR
Dean Clough Ltd,64784876,"Car Park Adj Bowling Mill, Dean Clough Mills, Halifax, HX3 5AX","Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",4200,1555.09,01/15/02,SBR
Royal & Sun Alliance,64784704,"Car Park, Rear Bowling Mill, Dean Clough Mills, Halifax, HX3 5AX","Fao Rates Management, Lambert Smith Hampton, Interchange Place, Edmund Street, Birmingham, B3 2TA",11750,4406.09,12/07/94,SBR
Eight Sixteen Coffee Company Ltd,64296718,"F Mill Ground East A, Dean Clough Mills, Halifax, HX3 5AX",,11750,0,04/01/14,SBR
,65344878,"Office H M 2.7, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,1025,0,07/01/13,SBR
C C R M Ltd,65344883,"Office H M 2.12, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","Office H M 2.12, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",4500,0,05/01/17,SBR
Torus Engineering Ltd,65344875,"Office H M 2.4, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,2800,0,08/13/14,SBR
Calder Scaffolding Ltd,65344961,"Suite H M 2.20, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN","C/O 12 Wood Bottom Lane, Brighouse, HD6 2QW",2050,801.89,04/01/12,DUR SBR
,56132870,"Unit B, 52 Huddersfield Road, Elland, HX5 9AH",,5200,0,04/01/15,SBR
,56132058,"58 Huddersfield Road, Elland, HX5 9AA",,4650,0,09/01/11,SBR
,56132068,"68 Huddersfield Road, Elland, HX5 9AA",,9500,0,02/16/08,SBR
Asda Stores Ltd,56132765,"69a Huddersfield Road, Elland, HX5 9AA","Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",1475,0,04/01/08,EX
Asda Stores Ltd,56132764,"69a Huddersfield Road, Elland, HX5 9AA","Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",3000,1437,04/01/08,ER
,56132080,"80 Huddersfield Road, Elland, HX5 9AA",,5300,0,01/12/05,SBR
Pennine Magpie Ltd,64628733,"Unit 4a, Calderdale Business Park, Club Lane, Halifax             HX2 8AX","Unit 4A, Calderdale Business Park, Club Lane, Halifax, HX2 8DB",550,5.27,12/01/10,DCR MCR
Infinity Office Supplies Ltd,64628763,"Unit 6D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Registered Office, 1st Floor 1 Edmund Street, Bradford, BD5 0BH",2425,0,09/01/11,SBR
Bizspace Ltd,64628772,"Unit 6C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",2425,0,12/01/15,EX
Bizspace Ltd,64628730,"Unit 1A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",6000,2488.39,01/30/08,ER
D.D.H Services Ltd,68608700,"Mixenden Adventure Play Area, Slippy Lane, Mixenden, Halifax             HX2 8QF","Fao Dawn Hartley, Aachen Hall, Skircoat Green Road, King Cross, Halifax, HX3 0HA",4350,1177.78,08/08/14,DUR SBR
Halifax Trade Windows Uk Ltd,68620707,"1 Sod House Green, Halifax, HX3 6QR","1 Sod House Green, Keighley Road, Ovenden, Halifax, HX3 6QR",4900,0,04/01/05,SBR
Pennine Wine & Cheese Ltd,76060008,"8 Bridge Gate, Hebden Bridge, HX7 8EX","8 Bridgegate, Hebden Bridge, HX7 8EX",10250,0,09/27/10,SBR
,76060711,"11B Bridge Gate, Hebden Bridge, HX7 8EX",,6400,0,05/07/11,SBR
E.P.I.C Plc,76060036,"36 Bridge Gate, Hebden Bridge, HX7 8EX","Robin Hood Works, Wakefield Road, Brighouse, HD6 1PE",5600,2013.64,04/01/17,ER
Albanyview Limited,76064708,"Licensed Car Park, Bridge Lanes, Hebden Bridge, HX7 6AT","Equitable House, 55 Pellon Lane, Halifax, HX1 5SP",2800,792.65,04/01/13,DUR SBR
,76693011,"11 Broughton Street, Hebden Bridge, HX7 8JY",,3200,0,07/13/14,SBR
Big Tin Shed Ltd,76560717,"Unit 7 Victoria Works, Victoria Road, Hebden Bridge, HX7 8JX",,10000,0,04/01/17,SBR
,76560727,"(Unofficial Address), Unit 10 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",,3050,0,01/01/15,SBR
,76560723,"(Unofficial Address), Unit 6 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",,3800,0,08/17/14,SBR
,77600030,"30 Town Hall Street, Sowerby Bridge, HX6 2EA",,1875,0,05/01/13,SBR
,77600040,"40 Town Hall Street, Sowerby Bridge, HX6 2EA",,3750,0,04/01/16,SBR
Calderdale Mbc,77604019,"19 Towngate, Sowerby, Sowerby Bridge, HX6 1HT","Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",3000,0,10/01/17,EX
,77612704,"Waiters Arms, 61 Tuel Lane, Sowerby Bridge, HX6 2EW",,2500,0,12/17/09,SBR
,77628069,"69 Wakefield Road, Sowerby Bridge, HX6 2UX",,3150,0,04/01/90,SBR
,77632714,"Unit 1A, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",,3850,0,03/19/15,SBR
Energetics Gas Ltd,78384706,"Energetics Gas Ltd, Ramsden Wood Road, Walsden, Todmorden           OL14 7UD","International House, Stanley Boulevard, Hamilton Int Tech Park, Glasgow, G72 0BN",380,99.53,04/01/13,SBR
,78396710,"Old Booking Office, Todmorden Station, Rise Lane, Todmorden           OL14 7AA",,2375,0,06/01/02,SBR
,78396707,"Old Parcels Office, Todmorden Station, Rise Lane, Todmorden           OL14 7AA",,2800,0,03/12/01,SBR
Gordon Rigg (Nurseries) Ltd,78400712,"Bottoms Joinery Works, Rochdale Road, Todmorden, OL14 7UA","Calderbank Nurseries, Walsden, Todmorden, OL14 7TG",5100,2325.7,04/01/90,DUR SBR
Gordon Rigg (Nurseries) Ltd,78400779,"Car Park, Near Travis House, Rochdale Road, Todmorden           OL14 6LD","Calderbank Nurseries, Walsden, Todmorden, OL14 7TG",2000,0,04/01/90,EX
J C Decaux Uk Ltd,78400802,"Morrisons Supermarket, Rochdale Road, Todmorden, OL14 6LG","Rates Administrator, 27 Sale Place, London, W2 1YR",2000,829.38,04/01/10,SBR
,78400846,"The Old Fire Station, Quality Works, Rochdale Road, Todmorden           OL14 7NA",,8200,3927.8,10/01/09,ER
Firedragon Games Llp,78400863,"Unit 19 Middle Floor, Old Fire Station, Rochdale Road, Todmorden           OL14 7NA",,1550,0,01/01/14,SBR
,78400786,"Quality Works, Rochdale Road, Todmorden, OL14 7NA",,660,0,09/20/05,EX
New Spice Of India Ltd,78400020,"20 Rochdale Road, Todmorden, OL14 7LD","79 Chelmsford Street, Oldham, OL8 1RZ",4100,0,05/04/16,SBR
,78400021,"21 Rochdale Road, Todmorden, OL14 5AA",,1650,0,03/08/13,SBR
,78400023,"23 Rochdale Road, Todmorden, OL14 5AA",,3950,0,05/25/16,SBR
Midgley Matters Association Ltd,69080048,"The Old Co-Op, 4B Towngate, Midgley, Halifax              HX2 6UE",,6600,0,06/21/10,SBR
,69084705,"25A Towngate, Northowram, Halifax, HX3 7DX",,3450,0,10/15/07,SBR
,69144012,"12 Union Street, Halifax, HX1 1PR",,3850,0,10/01/13,SBR
,76176021,"21 Crown Street, Hebden Bridge, HX7 8EH",,10500,0,10/17/11,SBR
,76220702,"1ST & 2ND Floor, 4 Garden Street, Hebden Bridge, HX7 8AQ",,4550,0,11/01/12,SBR
Clear Channel (Uk) Ltd,76240706,"Adv Rt Bus Shltr  07020151, Adj Stoney Lane, Halifax Road, Charlestown          HX7 6PL","Nndr Dept, Orion Gate, Guildford Road, Woking Surrey, GU22 7NJ",125,59.24,09/16/09,SBR
,76244707,"Star Garage, Townson Works, Hangingroyd Lane, Hebden Bridge       HX7 7DD",,9000,0,04/01/90,SBR
Lambert Print And Design Ltd,76244736,"Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD","Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",6800,0,12/01/12,SBR
,76244710,"1st Floor, Burlees House, Hangingroyd Lane, Hebden Bridge       HX7 7DD",,2375,0,07/01/16,SBR
,76552730,"Unit 2 (First Floor), 38 Hangingroyd Lane, Hebden Bridge, HX7 7DD",,1800,0,09/02/09,SBR
B Ainley Commercials Ltd,77340738,"Mearclough Road, Sowerby Bridge, HX6 3LF","Unit 1, Mearclough Road, Sowerby Bridge, HX6 3LF",6600,0,04/01/04,SBR
,77340768,"Unit 4B, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",,1850,0,03/01/12,SBR
Mearclough Farm Feeds & Farm Services Ltd,77340762,"Unit 4 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF","Unit 4, Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",2900,0,02/22/14,SBR
,77340741,"Unit 13A Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",,1375,0,11/01/15,SBR
,77340743,"Unit 6 First Floor, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",,620,0,07/11/14,SBR
,77340719,"Unit 7 (1st Floor), Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",,620,0,12/12/15,SBR
Calderdale Mbc Leisure Services,77344703,"F/O School, Mill Bank Road, Triangle, Sowerby Bridge       HX6 3DY","Fao Shabbir Suleman, Westgate House, Westgate, Halifax, HX1 1PS",600,279.6,04/01/01,SBR
,77348739,"3 The Riverside Complex, Mill Fold, Ripponden, HX6 4DJ",,3250,0,03/16/07,SBR
,76576017,"17 West End, Hebden Bridge, HX7 8UQ",,5000,0,04/01/05,SBR
,76576023,"23 West End, Hebden Bridge, HX7 8UQ",,5600,2609.6,03/30/09,SBR
,76604050,"Triangle Cottage, 50 Wood End, Hebden Bridge, HX7 8HJ",,2000,0,06/17/16,SBR
Tefonica O2 (Uk) Ltd,65932701,"Telecommunication Mast, Site Ref 18479, Old Lindley Road, Holywell Green       HX4 9DF","Fao Telecoms Rating Team, C/O Cluttons Llp, Portman House, 2 Portman Street, London, W1H 6DU",5800,2514.07,04/01/05,SBR
Jc Decaux Uk Ltd,68156712,"Advertising Right, S/O 68 Ovenden Road, Halifax, HX3 5PN","Rates Administrator, 27 Sale Place, London, W2 1YR",3700,1724.2,04/01/96,SBR
,68156705,"1a Ovenden Road, Halifax, HX3 5PN",,6600,0,09/29/01,SBR
,68156098,"98 Ovenden Road, Halifax, HX3 5QG",,2550,0,04/01/90,SBR
Ovenden Private Day Nursery Ltd,68156708,"147 Ovenden Road, Halifax, HX3 5SA",,10750,0,11/14/14,SBR
,68156713,"298/300 Ovenden Road, Halifax, HX3 5TJ",,1175,0,05/20/14,EX
Flying Jewel Ltd,68156350,"350 Ovenden Road, Halifax, HX3 5TJ",,3050,0,08/10/16,SBR
,68156354,"354 Ovenden Road, Halifax, HX3 5TJ",,5100,0,06/01/16,SBR
,68632721,"40A South Parade, Halifax, HX1 2LY",,3400,0,10/30/12,SBR
Ossett Brewery Pub Co Ltd,68876700,"Three Pigeons Inn, 1 Sun Fold, Halifax, HX1 2LX","Ossett Brewery, Kings Yards, Low Mill Road, Osset, WF5 8ND",11500,5220.5,03/07/05,DUR SBR
,68640712,"Unit 7, South Street, Halifax, HX1 2EL",,4050,1989.12,11/20/11,SBR
,68640704,"Unit 8 Carlton Mill, South Street, Halifax, HX1 2EL",,1575,674.14,11/04/11,SBR
After Accident Care Team Ltd,77636710,"Walton House, Walton Street, Sowerby Bridge, HX6 1AN","Walton House, Walton Street, Sowerby Bridge, HX6 1AN",8000,0,10/01/08,SBR
Robinwood Activity Centre Ltd,78400851,"1ST Floor Fielden House, 41 Rochdale Road, Todmorden, OL14 6LD","Attn Mr Martin Vasey, 1ST Floor , Fielden House, 41 Rochdale Road, Todmorden, OL14 6LD",9600,4473.6,07/23/10,SBR
Clear Channel (Uk) Ltd,78400222,"Advert Right On Bus Shelter, Opp 222 Rochdale Road, Todmorden, OL14 7NU","Nndr Dept, Orion Gate, Guildford Road, Woking Surrey, GU22 7NJ",225,104.85,07/04/08,SBR
,78400758,"777 Rochdale Road, Todmorden, OL14 6TG",,2325,0,05/01/11,EX
Roch Valley Self Storage Ltd,78400848,"Hollins Mill, Rochdale Road, Todmorden, OL14 6SA","Hollins Mill, Rochdale Road, Todmorden, OL14 6SA",8500,0,04/01/09,SBR
,78400708,"Angus Firth Ltd, Hollins Mill, Rochdale Road, Todmorden           OL14 6SA",,11750,0,09/17/94,SBR
,78400835,"The Old Fire Station, Rochdale Road, Todmorden, OL14 7NA",,3050,0,05/01/09,SBR
Pure Golf Online Ltd,78400801,"Unit 2B Walsden Ind. Estate, Rochdale Road, Todmorden, OL14 6UD",,5700,0,07/01/13,SBR
,78408784,"Unit 5, Salford Industrial Estate, Salford, Todmorden           OL14 5BT",,3300,1546.16,04/01/14,ER
,68308810,"First Floor Offices, 43-51 Queens Road, Halifax, HX1 3NS",,3550,0,04/01/08,SBR
,68308193,"193 Queens Road, Halifax, HX1 4NE",,4750,0,11/16/16,SBR
,68308757,"200 Queens Road, Halifax, HX1 4NE",,5700,0,10/09/14,SBR
Mirpur Jewellers Ltd,68308201,"201 Queens Road, Halifax, HX1 4NE",,2550,0,09/07/10,SBR
,68308210,"210 Queens Road, Halifax, HX1 4NE",,3950,0,04/01/16,SBR
,68308768,"212 Queens Road, Halifax, HX1 4NE",,6300,0,12/14/08,SBR
,68308808,"214 Queens Road, Halifax, HX1 4NE",,4850,0,03/15/12,SBR
Ace Domestics Ltd,69144027,"27 Union Street, Halifax, HX1 1PR",,4550,0,09/01/95,SBR
,69324712,"Union Street South, Halifax, HX1 2LF",,2600,149.45,04/01/05,DCR MCR
Mobile Broadband Network Ltd,69603701,"T Mobile (77767), Upper Bank House, Upper Bank, Mount Tabor          HX2 0UF","C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",5900,2749.4,04/01/10,SBR
,69196729,"Unit 4, West Central Business Park, Victoria Road, Halifax              HX1 5QH",,7100,0,02/29/16,SBR
,69204007,"7 Victoria Street, Greetland, Halifax, HX4 8DF",,4550,0,03/06/13,SBR
,76244005,"5 Hangingroyd Lane, Hebden Bridge, HX7 7BX",,3600,0,12/05/13,SBR
,76244732,"Office 3 Suite 1, 1ST Flr Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",,1300,0,08/01/14,SBR
,76252789,"Unit 3A, Hawksclough Industrial Est, Burnley Road, Mytholmroyd          HX7 5AD",,2275,0,10/01/12,EX
Sgl Carbon Fibers Ltd,76252812,"Unit 11 Caldene Business Pk, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QJ","Muir Of Ord Industrial Estate, Great North Road, Muir Of Ord, IV6 7UA",1350,382.63,08/22/17,SBR
Mytholmroyd Builders Merchants Ltd,76284731,"Holme End, Hebden Bridge, HX7 8NX",,7600,3541.6,01/01/15,SBR
,76256706,"Unit 2a Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,445,0,05/01/16,SBR
John Fredericks Plastics Ltd,79001005,"Rowleys Garage, 5/7 Acton Flat Lane, Ainley Top, Huddersfield        HD3 3RP","Barbly Works, Lindley Moor Road, Huddersfield, HD3 3RW",1575,733.95,02/01/96,SBR
,79045701,"Wilderness Farm, Gosport Lane, Outlane, Huddersfield         HD3 3FN",,4800,0,02/15/15,SBR
,79004712,"Robert Lilly Commercials, Cooper Bridge Road, Mirfield, WF14 0BS",,9200,0,04/01/15,SBR
,77024759,"Unit 16C, Asquith Bottom Works, Asquith Bottom, Sowerby Bridge       HX6 3BS",,810,0,11/01/14,SBR
,77648064,"64 West Street, Sowerby Bridge, HX6 3AP",,3700,0,05/06/97,SBR
Clear Channel (Uk) Ltd,77648705,"Opp Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AP","Nndr Dept, Orion Gate, Guildford Road, Woking Surrey, GU22 7NJ",560,260.96,04/01/00,SBR
,77476003,"3 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",,3700,0,09/03/16,SBR
National Marketing Services Ltd,77476007,"7 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH","Prospect House, 24 Prospect Road, Wakefield, WF5 8EA",8200,2897.98,05/01/17,SBR
,77476009,"9 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",,3800,0,09/01/15,SBR
,76648759,"Unit 3 Sdh Ind Estate, West Street, Sowerby Bridge, HX6 3BS",,5500,0,05/01/16,SBR
,78192738,"Unit 2, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",,1300,0,04/22/17,SBR
,78416714,"Unit 4, 10A Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",,1800,0,10/01/12,EX
,78192721,"Unit 10 Nanholme Mill, Halifax Road, Todmorden, OL14 5QN",,7600,0,12/01/91,SBR
,78424702,"Clough Foot Manse, Sourhall Road, Todmorden, OL14 7HX",,3800,0,04/01/10,SBR
,78440700,"Stansfield Hall, Stansfield Hall Road, Todmorden, OL14 5LR",,1550,56.65,04/01/91,DOR DUR MAR
Academy Divers Ltd,77404708,"Unit 1 Owenshaw Mill, Old Cawsey, Sowerby Bridge, HX6 2AJ",,3950,0,03/15/13,SBR
,77652746,"12 Wharf Street, Sowerby Bridge, HX6 2AE",,4550,0,01/01/09,SBR
Springhill Water Services Ltd,77652022,"22 Wharf Street, Sowerby Bridge, HX6 2AE","Unit 15c, Moderna Business Park, Burnley Road, Mytholmroyd, HX7 5QQ",3400,1584.4,11/25/15,SBR
,76244725,"Suite 3 2ND Floor, Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",,2475,0,12/04/14,SBR
Butterworth Solicitors & Dfg Solicitors,76244726,"Suite 2 Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD","C/O Suite 2 Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",6000,2796,06/01/16,SBR
Beehive Mills Resource Centre,76256787,"Ground Floor Unit 4, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ","Ground Floor Unit 4, Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",1775,0,08/01/14,SBR
,76256726,"Units 22 & 22a, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",,2050,0,04/01/97,SBR
,76256719,"Unit 16, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",,1500,0,01/01/17,SBR
,76256731,"Basement Unit 18, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",,430,0,09/17/05,EX
Airwave Solutions Ltd,76260704,"02, Telecommunication Mast, Site Ref WY0169A, Height Road, Hebden Bridge        HX7 8PH","C/O Gva, Business Rates (Tm), Po Box 6079, Wolverhampton, WV1 9RA",8800,4100.8,04/01/05,SBR
Hebden Bridge Cricket Club,76660702,"Hebden Bridge Sports Grounds, & Premises, Hollins Holme, Hebden Bridge        HX7 8EH","Mr Jules Atkinson (Treasurer), 18 Booth House Terrace, Booth House Road, Luddendenfoot, Halifax, HX2 6HH",1225,0,04/01/05,SBR
Units To Let [Northern] Ltd,77352708,"Unit 17a, Mill House Works, Mill House Lane, Sowerby Bridge      HX6 3LN","Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",405,0,07/01/09,EX
We Sell Used Conservatories Ltd,77352739,"Unit 12 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN","Rocky Mount, Wood Bottom Lane, Brighouse, HD6 2QW",1900,0,02/02/12,SBR
,77352746,"Unit 32 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",,1575,0,08/01/15,SBR
,68308807,"270 Queens Road, Halifax, HX1 4NJ",,3400,0,10/24/14,SBR
,68308284,"284 Queens Road, Halifax, HX1 4NJ",,5400,0,11/28/15,SBR
Clear Channel (Uk) Ltd,68308752,"Board No 2167, Adj Rook Hotel, Queens Road, Halifax             HX1 4NS","Nndr Dept, Orion Gate, Guildford Road, Woking Surrey, GU22 7NJ",740,387.05,01/01/02,SBR
Leo Sawrij Ltd,68308820,"Sect 3A Unit 6, Pellon Industrial Estate, Queens Road, Halifax              HX1 4PS","Swales Moor Farm, Swales Moor Road, Halifax, HX3 6UF",6500,3113.5,11/01/12,ER
,68168115,"115 Oxford Lane, Siddal, Halifax, HX3 9BJ",,2800,0,08/19/17,SBR
,68224094,"94 Parkinson Lane, Halifax, HX1 3QH",,4150,0,03/01/13,SBR
,68679703,"Empty, 98-100 Spring Hall Lane, Halifax, HX1 4TW",,2650,0,12/01/14,SBR
Dc Sports (Uk) Ltd,64244702,"3RD & 4TH Floors, Berwick Mill, Berwick Street, Halifax              HX1 1QL","2nd Floor, Berwick Mill, 23 Square Road, Halifax, HX1 1QG",11500,1155.49,12/01/11,MAR
,77652733,"40 Wharf Street, Sowerby Bridge, HX6 2AE",,3450,0,11/22/08,SBR
,78508011,"11 Water Street, Todmorden, OL14 5AB",,3700,0,04/01/90,SBR
,78520705,"Store Ref 1, West Street, Todmorden, OL14 5HY",,1750,0,04/01/17,SBR
,78016703,"2 White Hart Fold, Todmorden, OL14 7BD",,4000,1864,11/01/10,SBR
Gough Chiropratic Ltd,77652090,"90 Wharf Street, Sowerby Bridge, HX6 2AF",,9100,0,12/23/11,SBR
Calderdale Mbc Children & Young People's Services,77652737,"Grd Flr Carlton Mill, Wharf Street, Sowerby Bridge, HX6 2AS","Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",780,144.4,03/01/06,SBR
Joseph Sutcliffe & Son Ltd,77664700,"8a Willow Street, Sowerby Bridge, HX6 2BU","8A Willow Street, Sowerby Bridge, HX6 2BU",5600,2609.6,04/01/90,SBR
,78008702,"Alma Works, Alma Street, Todmorden, OL14 6QJ",,2550,0,07/02/99,EX
,78024708,"Gauxholme Saw Mills, Bacup Road, Todmorden, OL14 7PN",,7000,0,04/01/90,SBR
,78024710,"Owler Mill, Bacup Road, Todmorden, OL14 7HL",,5900,0,06/28/16,SBR
,68308823,"Unit 2, Queens Road Works, Queens Road, Halifax              HX1 3XY",,3850,1885.1,04/01/12,SBR
Director Of Safer & Stronger Communities,69216726,"Shelf Village Hall, Wade House Road, Shelf, Halifax              HX3 7PF","Leisure Services, Westgate House, Westgate, Halifax, HX1 1PS",9400,5035.54,05/14/09,SBR
,69216728,"Bbw Business Centre 1ST Flr, 12 Wade House Road, Shelf, Halifax              HX3 7PB",,2700,0,10/01/16,EX
Bostocks Boyce Welch Ltd,69216711,"12a Wade House Road, Shelf, Halifax, HX3 7PB","The Counting House, Tower Building, Wade House Road, Shelf, HX3 7PB",7800,3257.68,04/01/90,DUR SBR
Viney Becks (Shelf) Ltd,69216016,"16 Wade House Road, Shelf, Halifax, HX3 7PB",,5100,0,02/21/11,SBR
,76284730,"Holme End, Hebden Bridge, HX7 8NX",,6500,0,04/01/10,SBR
,76292704,"Holme Street, Hebden Bridge, HX7 8EE",,3400,0,04/01/90,SBR
,76292707,"Hebden Bridge Post Office, Holme Street, Hebden Bridge, HX7 8EE",,5100,0,06/05/09,SBR
,76300004,"4/8 Hope Street, Hebden Bridge, HX7 8AG",,6000,0,09/27/15,SBR
,76346700,"Colden Childrens Club, Lower Smithy, Colden, Hebden Bridge       HX7 7HP",,2225,213.16,09/23/96,MCR
,77352729,"Unit 35, Mill House Works, Mill House Lane, Triangle            HX6 3LN",,2375,0,04/01/16,SBR
