Body Name,ONS Body Code,Service Label,Service Code,Service Division,Service Division Code,Organisational Unit,Expenditure Category,Expenditure Code,CIPFA detailed expenditure type,GLCode,CIPFA detailed expenditure code,Narrative,Date,Transaction Number,Net Amount,Capital and Revenue,SupplierNameEdit,SupplierNo
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,YouthSupport&Development Ser,E07,FCS Achievement Team (OSF),Employee Expenses,100,Training Expenses,E6200.19090,19090,staff training and development, 15/03/2013,P2 641493,"£2,691.67",REV,Baden-Powell House,874346
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,YouthSupport&Development Ser,E07,FCS Achievement Team (OSF),Employee Expenses,100,Training Expenses,E6200.19090,19090,youth work qualification, 14/03/2013,P2 641497,£670.00,REV,YMCA George Williams College,601200
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,YouthSupport&Development Ser,E07,FCS Achievement Team (OSF),Employee Expenses,100,Training Expenses,E6200.19090,19090,Level 2 youth work qualification, 01/03/2013,P2 641498,"£1,996.00",REV,London Youth,828641
The Royal Borough of Kensington and Chelsea,00AW,Planning & Borough Development,PBD,Building Control,P03,PBD Building Control (OST),Third Party Payments,500,Consultants,T0400.54530,54530,Checking, 07/03/2013,P2 641500,"£1,107.00",REV,Monson Engineering Ltd,1290456
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Capital Codes,002,COS SPACE Programme (OSC),Capital Code,003,Fees-Quantity Surveyors,Q3469.00061,00061,Cost consultancy fees for KTH office refurbishment - Jan 2013  - Space plan phase 3, 01/03/2013,P2 641519,"£3,600.00",CAP,Henry Riley Services Ltd,1140536
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Capital Codes,002,COS SPACE Programme (OSC),Capital Code,003,Fees-Architects,Q3469.00060,00060,Fee due for January 2013, 01/03/2013,P2 641529,"£2,613.00",CAP,Sheppard Robson,1225836
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Home to School Transport,E28,FCS School Meals Contracts (OSF),Third Party Payments,500,General Hired & Contracted Ser,E5608.54505.75T,54505,SEN transport, 01/03/2013,P2 641532,"£2,716.45",REV,75 Taxis Ltd,1178618
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,T&H-Highway Maintenance,YT2,TTS Highways (OSY),Third Party Payments,500,Footway Maintenance-Other Jobs,Y7214.55540,55540,Non programmed footway maintenance works at various locations within the Borough, 01/03/2013,P2 641539,"£8,005.42",REV,J Murphy & Sons Ltd,611144
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,T&H-Highway Maintenance,YT2,TTS Highways (OSY),Third Party Payments,500,Street Furniture,Y7220.55735,55735,Street Furniture maintenance at various locations within the Borough, 08/03/2013,P2 641545,"£1,780.30",REV,J Murphy & Sons Ltd,611144
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Older People,S10,ASC E Monitoring Team (OSS),Third Party Payments,500,Home Care-Ext Providers-Health,S3801.55355,55355,Homecare, 15/03/2013,P2 641548,£551.75,REV,Bluebird Care (Kensington & Chelsea),1265729
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Older People,S10,ASC E Monitoring Team (OSS),Third Party Payments,500,Home Care-Ext Providers-Health,S3800.55355,55355,Homecare 1/01/13-3/02/13, 08/03/2013,P2 641560,£644.11,REV,Ashbourne Healthcare Services,642207
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Older People,S10,ASC E Monitoring Team (OSS),Third Party Payments,500,Home Care-Ext Providers-Health,S3801.55355,55355,Homecare 1.1.13-5.2.13, 08/03/2013,P2 641561,"£1,217.30",REV,Ashbourne Healthcare Services,642207
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,School MealsManagementContract,E21,FCS School Meals Contracts (OSF),Supplies & Services,400,Catering Expenditure,E5531.41000,41000,Catering equipment contract, 01/03/2013,P2 641568,"£1,343.71",REV,Cater Cover Service Ltd,1127283
The Royal Borough of Kensington and Chelsea,00AW,"Envrmt,Leisure & Residents Svc",ELR,WM&L-Regulation Street Trading,YW9,ELR Market and Stores (OSY),Employee Expenses,100,Training Expenses,Y2402.19090,19090,Conference advance booking for the Torquay for 22-24 September 2013, 15/03/2013,P2 641582,£585.00,REV,NABMA,1030600
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Learning Disability,S12,ASC Finance (OSS),Third Party Payments,500,P&V Day Care,S6123.54070,54070,03/12/12-30/12/12 Day Care, 01/03/2013,P2 641651,£710.92,REV,Gary Richard Homes Ltd,600101
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Learning Disability,S12,ASC Finance (OSS),Third Party Payments,500,P&V Day Care,S6125.54070,54070,01/02/13-28/02/13 Day Care, 01/03/2013,P2 641652,"£1,579.33",REV,Scope Fees Department,600441
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,COS Risk Management & Insuranc (OSC),Balance Sheet Code,002,Expenditure,B1735.07011,07011,Solicitors costs N1TPH000018, 01/03/2013,P2 641656,"£5,089.50",CAB,Watmores Solicitors,1016532
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,StrategyCommissioning&Perform,E20,CHS Workforce Development Team (OSF),Supplies & Services,400,Training Programme Delivery,E9752.42113,42113,Training and professional development, 15/03/2013,P2 641659,"£1,300.00",REV,Payment to an individual or sole trader,865609
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,StrategyCommissioning&Perform,E20,CHS Workforce Development Team (OSF),Supplies & Services,400,Training Programme Delivery,E9752.42113,42113,Training and professional development, 08/03/2013,P2 641665,£625.00,REV,Alister Prince & Associates,602456
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,StrategyCommissioning&Perform,E20,CHS Workforce Development Team (OSF),Supplies & Services,400,Training Programme Delivery,E9752.42113,42113,Training and professional development, 01/03/2013,P2 641671,"£2,100.00",REV,BAAF Registered Charity,601144
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,StrategyCommissioning&Perform,E20,CHS Workforce Development Team (OSF),Supplies & Services,400,Training Programme Delivery,E9752.42113,42113,Training and professional development, 01/03/2013,P2 641672,"£1,200.00",REV,BAAF Registered Charity,601144
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Commercial Lettings,C23,COS FM Energy (OSC),Premises Expenses,200,Water & Sewerage Rates,P5720.24500,24500,Water bill for 01/04/2012 to 31/03/2013, 05/03/2013,P2 641674,£830.53,REV,Thames Water Utilities Ltd,600917
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,COS Pension Fund (OSC),Superannuation,0,Exp-Professional Advisers Fees,D4505.86401,86401,Q4 2012 Subscription fee, 08/03/2013,P2 641681,"£1,250.00",CAB,Pension Vault Ltd,1271034
The Royal Borough of Kensington and Chelsea,00AW,"Envrmt,Leisure & Residents Svc",ELR,WM&L-Commercial Waste/Rev.Serv,YW6,ELR Commercial Waste (OSY),Supplies & Services,400,Equipment Purchase,Y2350.40080,40080,Leasing of Skip Compactors, 14/03/2013,P2 641682,£520.00,REV,G G Rentals Ltd,1116288
The Royal Borough of Kensington and Chelsea,00AW,"Envrmt,Leisure & Residents Svc",ELR,ES Capital Codes,YCC,ELR Sports & Physical Activty (OSY),Capital Code,003,Construction-Main Ctrctrs A/C,X6341.00090,00090,Remove two planters plus adjacent paving, 08/03/2013,P2 641683,"£6,000.00",CAP,Eurovia Infrastructure Ltd,949196
The Royal Borough of Kensington and Chelsea,00AW,"Envrmt,Leisure & Residents Svc",ELR,Capital Codes,002,ELR Environmental Strategy (OSY),Capital Code,003,Construction-Main Ctrctrs A/C,X6340.00090,00090,Kitchen community Gardener, 22/03/2013,P2 641685,"£1,728.50",CAP,Payment to an individual or sole trader,1091247
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Learning Disability,S12,ASC Learning Dis Local SWT (OSS),Employee Expenses,100,Salaries Agency,S6292.12000,12000,Agency Salaries January 2013, 08/03/2013,P2 641711,"£12,851.03",REV,CNWL NHS Foundation Trust,604430
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,T&H-Transportation & Rd Safety,YT6,TTS Transport Planning (OSY),Third Party Payments,500,Transportation Consultants,Y7120.54534,54534,Secondment of transport planner, 14/03/2013,P2 641713,"£2,426.82",REV,Opus International Consultants (UK) Ltd,1234264
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Capital Codes,002,COS AssetMngt & Capital Prjcts (OSC),Capital Code,003,Fees-Consultants,F9082.00065,00065,"Middle Row Primary - Lead Consultants, Project Managers, Cost Consultants, CDMC", 21/03/2013,P2 641720,"£3,012.50",CAP,EC Harris LLP,604794
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,EY Outreach,E24,FCS Early Start (Golborne) (OSF),Employee Expenses,100,Training Expenses,S2236.19090,19090,Mentoring, 01/03/2013,P2 641721,£640.00,REV,Sally Atkins,1270569
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Schools Strategic Management,E25,COS Recruitment (OSC),Employee Expenses,100,Recruitment Advertising,E2550.18410,18410,Advert for Principal Lead Advisors X2, 19/03/2013,P2 641722,"£3,277.80",REV,Penna Barkers,1105134
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,T&H-Public Lighting,YT3,TTS Derek Mahon-Lighting (OSY),Third Party Payments,500,White Lights û Relighting,Y7252.55797,55797,cam grds sector 3 ladbroke grove sector 3, 22/03/2013,P2 641723,"£3,568.66",REV,Eurovia Infrastructure Ltd,949196
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Property Services,C11,COS Front of House/CRM (OSC),Premises Expenses,200,Cleaning Ad Hoc,P1311.26001,26001,PCs SPACE deep clean, 01/03/2013,P2 641944,£500.60,REV,Equipment Cleaning Services Ltd,605919
The Royal Borough of Kensington and Chelsea,00AW,Planning & Borough Development,PBD,Dc/Plan Info & Land Chgs,P04,PBD Registration (OST),Third Party Payments,500,Consultants,T0100.54530,54530,Warwick road viability assessment, 01/03/2013,P2 641946,"£12,000.00",REV,Knight Frank LLP,1133450
The Royal Borough of Kensington and Chelsea,00AW,Housing Revenue Account,HRA,HRA,H19,HHASC Strategy & Regen (OSS),Supplies & Services,400,Resource Accounting Costs,H0200.45300,45300,Architectural Study, 01/03/2013,P2 641947,"£9,500.00",REV,Levitt Bernstein Associates Ltd,1304278
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Property Services,C11,COS Front of House/CRM (OSC),Premises Expenses,200,Toilet consumables,P1411.26040,26040,PRD toiletries, 08/03/2013,P2 641952,"£1,281.45",REV,PHS Group Plc,611379
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Older People,S10,COS Front of House/CRM (OSC),Premises Expenses,200,Bulk Refuse Disposal,S3130.26540,26540,sanitary services, 01/03/2013,P2 641953,"£1,265.18",REV,PHS Allclear,623822
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,COS Corporate Finance (OSC),Balance Sheet Code,002,Other Sale Expenses,B4402.08456,08456,consultant fees for RTB valuation, 13/03/2013,P2 641956,£750.00,CAB,Cluttons,603514
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Home to School Transport,E28,FCS School Meals Contracts (OSF),Third Party Payments,500,General Hired & Contracted Ser,E5608.54505.OSL,54505,SEN transport, 01/03/2013,P2 641960,"£10,168.74",REV,Olympic South Ltd,602048
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Home to School Transport,E28,FCS School Meals Contracts (OSF),Third Party Payments,500,General Hired & Contracted Ser,E5608.54505.OSL,54505,SEN transport, 05/03/2013,P2 641961,"£3,069.56",REV,Olympic South Ltd,602048
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Supporting People,S17,ASC Finance (OSS),Third Party Payments,500,VO Supp Accom,S6700.54200,54200,SP 10 People @ Southwood House-February 2013, 14/03/2013,P2 641974,"£13,666.66",REV,United Response,600595
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Home to School Transport,E28,FCS School Meals Contracts (OSF),Third Party Payments,500,General Hired & Contracted Ser,E5608.54505.OSL,54505,SEN transport, 12/03/2013,P2 641976,"£13,377.80",REV,Silverburn Finance (UK) Ltd,635350
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Home to School Transport,E28,FCS School Meals Contracts (OSF),Third Party Payments,500,General Hired & Contracted Ser,E5608.54505.OSL,54505,SEN transport, 19/03/2013,P2 641977,"£12,897.80",REV,Silverburn Finance (UK) Ltd,635350
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Housing & Council Tax Benefits,C13,COS Benefits (OSC),Employee Expenses,100,Salaries Agency,P5915.12000,12000,Temp Staff, 15/03/2013,P2 641980,"£1,215.00",REV,Serco Ltd,1200359
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,T&H-Traffic Section,YT5,TTS Transportation Contracts (OSY),Third Party Payments,500,Consultants,Y7130.54530,54530,Secondment of Lot 1 Consultancy team, 21/03/2013,P2 641983,"£37,106.79",REV,Project Centre,601607
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,T&H-Traffic Section,YT5,TTS Transportation Contracts (OSY),Third Party Payments,500,Consultants,Y7130.54530,54530,Secondment of engineer, 15/03/2013,P2 641984,"£6,717.82",REV,Project Centre,601607
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Non Budget Book Business Unit,001,FCS Central London Connexions (OSF),Third Party Payments,500,Other Local Authorities,Z0037.51010.LAM,51010,Fast Forward Payment for Mentors/Support PA's Q3, 08/03/2013,P2 641985,"£9,984.00",CAH,London Borough Of Lambeth,788204
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,COS Group Finance (OSC),Holding Code,005,Payments,C1702.00306,00306,Invoice 52488 w.e 17.02.13, 08/03/2013,P2 641986,"£118,235.44",CAH,Comensura Ltd,1003827
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Finance,C01,COS Customer Services (OSC),Third Party Payments,500,Contractors Costs,P4640.55170,55170,out of hours calls, 07/03/2013,P2 641989,"£6,272.01",REV,General Dynamics IT Ltd,1278782
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,School MealsManagementContract,E21,FCS School Meals Contracts (OSF),Supplies & Services,400,Catering Expenditure,E5531.41000,41000,Catering equipment contract, 20/03/2013,P2 641992,£781.76,REV,Cater Cover Service Ltd,1127283
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Learning Disability,S12,ASC SCOPE Ken Rec CAT (OSS),Supplies & Services,400,Catering Expenditure,S6190.41000,41000,Apetito Meals 21st Jan - 17th Feb 2013, 21/03/2013,P2 642000,£702.00,REV,Apetito Ltd,602090
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Learning Disability,S12,ASC SCOPE Ken Rec CAT (OSS),Supplies & Services,400,Miscellaneous Expenses,S6190.45000,45000,Multi Me Training and software pilot package, 01/03/2013,P2 642003,"£1,500.00",REV,Multi-Me Ltd,1305402
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Capital Codes,002,COS SPACE Programme (OSC),Capital Code,003,Decanting Costs,Q3469.00080,00080,relocation to 2nd floor (phases 2 and 3 combined), 01/03/2013,P2 642034,"£5,195.05",CAP,Filing Plus Ltd,1273669
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Capital Codes,002,COS SPACE Programme (OSC),Capital Code,003,Decanting Costs,Q3469.00080,00080,Relocation to 2nd floor including staff from Oxford Gardens, 01/03/2013,P2 642035,"£1,180.00",CAP,Filing Plus Ltd,1273669
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Learning Disability,S12,ASC Finance (OSS),Third Party Payments,500,P&V Day Care,S6121.54070,54070,Day care 01/03/13 to 31/03/13, 01/03/2013,P2 642036,£753.39,REV,Care Tech Community Services Ltd,848248
The Royal Borough of Kensington and Chelsea,00AW,Planning & Borough Development,PBD,Ser Mgt & Spt Ser Post/Micro,P02,PBD P&D Management (OST),Third Party Payments,500,Consultants,T0200.54530,54530,Kensal fees to 31.01.13, 01/03/2013,P2 642038,"£4,200.00",REV,Out Design Ltd,1282964
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Support Servs/Management,S70,ASC Finance (OSS),Third Party Payments,500,Cash Collection (Securicor),S0206.54760,54760,Securicor March 2013, 04/03/2013,P2 642043,"£2,299.12",REV,G4S Cash Solutions (UK) Ltd,602179
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Physical Disability,S11,ASC Finance (OSS),Third Party Payments,500,P&V Residential,S6520.54060,54060,Resi Fees 03/12/-02/01/13, 15/03/2013,P2 642044,"£4,096.43",REV,NHS Kensington and Chelsea,1236814
The Royal Borough of Kensington and Chelsea,00AW,Housing Services,HOS,Homelessness & Housing Advice,H07,HOS Temp Accommodation (OSS),Third Party Payments,500,PLA Accommod - Stat Homeless,H6400.54714,54714,"PLA 01-31/01/2013, no VAT", 04/03/2013,P2 642045,"£8,929.35",REV,Notting Hill Housing Trust,600089
