Business Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Business Type ID,Business Type Description,Food Hygiene Rating Scheme ID,Food Hygiene Rating Scheme Type,Hygiene Score,Structural Score,Confidence In Management Score,Rating Value,Rating Date,New Rating Pending,Local Authority Business ID,Local Authority Code,Local Authority Name,Local Authority Email Address,Local Authority Website,Ward Code,Ward Name,Longitude,Latitude,Last Uploaded,Location,Organisation URI
Grosvenor Casino St Giles,,262 Tottenham Court Road,London,W1T 7RG,7841,Other catering premises,424577,FHRS,5,5,5,5,04/09/2017,False,26741,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.130481,51.517434,15/04/2018,"(51.517434, -0.130481)",http://opendatacommunities.org/id/london-borough-council/camden
Bounce,,121 Holborn,London,EC1N 2TD,1,Restaurant/Cafe/Canteen,733731,FHRS,5,5,5,5,20/10/2017,False,70593,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.108494,51.518072,15/04/2018,"(51.518072, -0.108494)",http://opendatacommunities.org/id/london-borough-council/camden
Gulshaan Restaurant,,343 Kentish Town Road,London,NW5 2TJ,1,Restaurant/Cafe/Canteen,423910,FHRS,5,5,20,1,11/04/2017,False,14433,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.141189,51.550399,15/04/2018,"(51.550399, -0.141189)",http://opendatacommunities.org/id/london-borough-council/camden
Budgens,,2-4 Winchester Road,,NW3 3NT,4613,Retailers - other,717319,FHRS,5,10,5,4,09/02/2017,False,65181,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,-0.171734,51.543076,15/04/2018,"(51.543076, -0.171734)",http://opendatacommunities.org/id/london-borough-council/camden
Gaucho Grill,,58-62 Charlotte Street,London,W1T 2NU,1,Restaurant/Cafe/Canteen,425669,FHRS,5,5,0,5,28/11/2017,False,59223,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.135847,51.520181,15/04/2018,"(51.520181, -0.135847)",http://opendatacommunities.org/id/london-borough-council/camden
University College Secondary School,,Frognal,London,NW3 6XH,7845,School/college/university,842154,FHRS,10,5,5,4,09/11/2015,False,180326,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,-0.181119,51.553515,15/04/2018,"(51.553515, -0.181119)",http://opendatacommunities.org/id/london-borough-council/camden
Sainsbury's Local,Victoria House,37-63 Southampton Row,,WC1B 4DA,7840,Retailers - supermarkets/hypermarkets,610995,FHRS,15,15,10,2,31/01/2018,False,75840,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.12215,51.519216,15/04/2018,"(51.519216, -0.12215)",http://opendatacommunities.org/id/london-borough-council/camden
Hare & Tortoise,,11-13 Brunswick Centre,London,WC1N 1AF,7843,Pub/bar/nightclub,425417,FHRS,5,5,10,4,04/07/2017,False,55731,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.12395,51.524856,15/04/2018,"(51.524856, -0.12395)",http://opendatacommunities.org/id/london-borough-council/camden
London Euston Premier Travel Inn,,1 Duke's Road,London,WC1H 9PJ,7842,Hotel/bed & breakfast/guest house,423949,FHRS,,,,5,22/08/2017,False,15180,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.129065,51.527743,15/04/2018,"(51.527743, -0.129065)",http://opendatacommunities.org/id/london-borough-council/camden
Community Recovery Service for Older People,Camden Community Trust Day Hos,5 Camden Mews,London,NW1 9DB,1,Restaurant/Cafe/Canteen,426293,FHRS,0,0,0,5,25/10/2017,False,71116,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,-0.134724,51.544128,15/04/2018,"(51.544128, -0.134724)",http://opendatacommunities.org/id/london-borough-council/camden
LULU,706 The Stables Market,Chalk Farm Road,London,NW1 8AH,7844,Takeaway/sandwich shop,1016174,FHRS,10,10,10,3,23/08/2017,False,192940,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.147372,51.541999,15/04/2018,"(51.541999, -0.147372)",http://opendatacommunities.org/id/london-borough-council/camden
Boots the Chemist,,129-133 Kingsway,London,WC2B 6NH,4613,Retailers - other,425026,FHRS,0,0,5,5,08/09/2014,False,45223,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.120573,51.517248,15/04/2018,"(51.517248, -0.120573)",http://opendatacommunities.org/id/london-borough-council/camden
Gordon's Cafe,,25 Gordon Street,London,WC1H 0AH,1,Restaurant/Cafe/Canteen,424216,FHRS,0,0,5,5,26/01/2015,False,21120,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.133013,51.525333,15/04/2018,"(51.525333, -0.133013)",http://opendatacommunities.org/id/london-borough-council/camden
Bar Centrale,,43 Chalk Farm Road,London,NW1 8AJ,4613,Retailers - other,426020,FHRS,,,,5,06/02/2018,False,64389,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,-0.148286,51.542931,15/04/2018,"(51.542931, -0.148286)",http://opendatacommunities.org/id/london-borough-council/camden
Stevenlee Food & News,,290 Gray's Inn Road,London,WC1X 8EB,4613,Retailers - other,426416,FHRS,5,10,10,3,03/02/2014,False,7712,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.118362,51.527527,15/04/2018,"(51.527527, -0.118362)",http://opendatacommunities.org/id/london-borough-council/camden
Grafton News,,33 Grafton Way,London,W1T 5DA,4613,Retailers - other,425056,FHRS,0,10,10,4,25/04/2012,False,46220,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.137528,51.523481,15/04/2018,"(51.523481, -0.137528)",http://opendatacommunities.org/id/london-borough-council/camden
Rose and Crown,,71-73 Torriano Avenue,,NW5 2SG,7843,Pub/bar/nightclub,865591,FHRS,5,5,5,5,07/02/2018,False,83569,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.13293,51.550259,15/04/2018,"(51.550259, -0.13293)",http://opendatacommunities.org/id/london-borough-council/camden
Bon Vivant,,73-77 Marchmont Street,London,WC1N 1AP,1,Restaurant/Cafe/Canteen,1016171,FHRS,0,5,0,5,15/02/2018,False,184040,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.125414,51.525006,15/04/2018,"(51.525006, -0.125414)",http://opendatacommunities.org/id/london-borough-council/camden
Cafe de la Paix,,112 Fortess Road,London,NW5 2HL,1,Restaurant/Cafe/Canteen,425508,FHRS,0,5,10,4,26/04/2012,False,56920,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.139178,51.555502,15/04/2018,"(51.555502, -0.139178)",http://opendatacommunities.org/id/london-borough-council/camden
The Bloomsbury Hotel,,16-22 Great Russell Street,London,WC1B 3NN,7842,Hotel/bed & breakfast/guest house,426183,FHRS,5,5,10,4,23/02/2018,False,68422,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.129065,51.517177,15/04/2018,"(51.517177, -0.129065)",http://opendatacommunities.org/id/london-borough-council/camden
London Farmer’s Market,,,,,7841,Other catering premises,907799,FHRS,5,5,10,4,26/11/2013,False,77353,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Greenland News,,14 Greenland Road,London,NW1 0AY,4613,Retailers - other,425956,FHRS,15,15,10,2,02/01/2017,False,6238,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.140309,51.539433,15/04/2018,"(51.539433, -0.140309)",http://opendatacommunities.org/id/london-borough-council/camden
Mamma Mia Cafe,,296 Kentish Town Road,London,NW5 2TG,1,Restaurant/Cafe/Canteen,425565,FHRS,10,10,10,3,26/02/2014,False,57709,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.140453,51.551125,15/04/2018,"(51.551125, -0.140453)",http://opendatacommunities.org/id/london-borough-council/camden
Tesco,,43-45 Farringdon Road,London,EC1M 3JB,7840,Retailers - supermarkets/hypermarkets,425715,FHRS,10,0,10,4,18/11/2015,False,60112,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.106345,51.520428,15/04/2018,"(51.520428, -0.106345)",http://opendatacommunities.org/id/london-borough-council/camden
Farrer And Company Canteen,,66 Lincoln's Inn Fields,London,WC2A 3LH,1,Restaurant/Cafe/Canteen,424297,FHRS,0,0,5,5,14/07/2017,False,21843,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.119092,51.516469,15/04/2018,"(51.516469, -0.119092)",http://opendatacommunities.org/id/london-borough-council/camden
Subway,,86 Camden High Street,London,NW1 0LT,7844,Takeaway/sandwich shop,425365,FHRS,5,0,0,5,30/11/2016,False,54792,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.140332,51.536744,15/04/2018,"(51.536744, -0.140332)",http://opendatacommunities.org/id/london-borough-council/camden
Wild Food Cafe,Restaurant And Premises At 1st Floor,14 Neal's Yard,,WC2H 9DP,1,Restaurant/Cafe/Canteen,493455,FHRS,10,15,10,2,12/12/2017,False,76103,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.126375,51.514571,15/04/2018,"(51.514571, -0.126375)",http://opendatacommunities.org/id/london-borough-council/camden
Niven's Ltd,,157 King's Cross Road,London,WC1X 9BN,4613,Retailers - other,425997,FHRS,15,15,10,2,20/06/2017,False,63302,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.116921,51.529968,15/04/2018,"(51.529968, -0.116921)",http://opendatacommunities.org/id/london-borough-council/camden
Tinseltown Ltd,,104 Heath Street,London,NW3 1DR,1,Restaurant/Cafe/Canteen,425118,FHRS,0,10,5,4,13/06/2017,False,48254,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,-0.178262,51.559326,15/04/2018,"(51.559326, -0.178262)",http://opendatacommunities.org/id/london-borough-council/camden
Tavistock Tandoori,,52 Tavistock Place,London,WC1H 9RG,1,Restaurant/Cafe/Canteen,425527,FHRS,10,10,10,3,13/04/2016,False,57123,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.125056,51.525656,15/04/2018,"(51.525656, -0.125056)",http://opendatacommunities.org/id/london-borough-council/camden
Attilios Coffee House,Camden Market,Camden High Street,London,,7844,Takeaway/sandwich shop,865582,FHRS,5,10,5,4,27/04/2016,False,181171,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Kape Barako,(Telephone Box Outside),25 Hampstead High Street,London,NW3 1QJ,7844,Takeaway/sandwich shop,877427,FHRS,5,5,5,5,24/05/2016,False,180949,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,-0.176378,51.555933,15/04/2018,"(51.555933, -0.176378)",http://opendatacommunities.org/id/london-borough-council/camden
Pod Food Ltd,,6a Leather Lane,,EC1N 7RA,1,Restaurant/Cafe/Canteen,516227,FHRS,5,5,5,5,16/11/2016,False,74647,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.108947,51.518518,15/04/2018,"(51.518518, -0.108947)",http://opendatacommunities.org/id/london-borough-council/camden
Mace Montessori Ltd. (T/A/ Fortune Green Nursery),,47-51 Fortune Green Road,,NW6 1DR,5,Hospitals/Childcare/Caring Premises,865599,FHRS,0,0,0,5,21/12/2016,False,84031,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,-0.196632,51.556282,15/04/2018,"(51.556282, -0.196632)",http://opendatacommunities.org/id/london-borough-council/camden
Pret a Manger,Lynton House,7-12 Tavistock Square,,WC1H 9LY,7844,Takeaway/sandwich shop,842162,FHRS,0,5,0,5,04/01/2016,False,83039,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
The London Cabaret Club Limited,"Ballroom And Premises At Basement Level 1, Victoria House",37-63 Southampton Row,London,WC1B 4DA,1,Restaurant/Cafe/Canteen,1016129,FHRS,0,0,0,5,14/07/2017,False,181236,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.122149,51.519215,15/04/2018,"(51.519215, -0.122149)",http://opendatacommunities.org/id/london-borough-council/camden
Kentish Town Day Nurserie,,37 Ryland Road,London,NW5 3EH,5,Hospitals/Childcare/Caring Premises,423744,FHRS,0,5,0,5,26/02/2018,False,1146,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.146212,51.547475,15/04/2018,"(51.547475, -0.146212)",http://opendatacommunities.org/id/london-borough-council/camden
Singapore Food Stall,,339 Stables Market,Chalk Farm Road,,7844,Takeaway/sandwich shop,424711,FHRS,10,10,5,3,19/11/2014,False,31420,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.147162,51.542441,15/04/2018,"(51.542441, -0.147162)",http://opendatacommunities.org/id/london-borough-council/camden
Welcome Stationery,,194 Kilburn High Road,London,NW6 4JD,4613,Retailers - other,424940,FHRS,,,,Exempt,31/05/2017,False,4120,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,-0.196263,51.540819,15/04/2018,"(51.540819, -0.196263)",http://opendatacommunities.org/id/london-borough-council/camden
Bills,,42 Kingsway,,WC2B 6EX,1,Restaurant/Cafe/Canteen,735897,FHRS,0,5,5,5,15/11/2016,False,79823,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.118758,51.515825,15/04/2018,"(51.515825, -0.118758)",http://opendatacommunities.org/id/london-borough-council/camden
William Hill Organisation Ltd,,83 Haverstock Hill,London,NW3 4RL,4613,Retailers - other,424747,FHRS,,,,Exempt,07/11/2008,False,3271,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,-0.158604,51.546681,15/04/2018,"(51.546681, -0.158604)",http://opendatacommunities.org/id/london-borough-council/camden
New Ambassadors Theatre,Ambassadors Theatre,West Street,London,WC2H 9ND,7843,Pub/bar/nightclub,424838,FHRS,5,5,10,4,22/01/2010,False,36310,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.128026,51.513006,15/04/2018,"(51.513006, -0.128026)",http://opendatacommunities.org/id/london-borough-council/camden
BT Judd Street,Kelvin House,123 Judd Street,London,WC1H 9NP,1,Restaurant/Cafe/Canteen,950013,FHRS,0,5,5,5,27/02/2017,False,183398,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.126143,51.528344,15/04/2018,"(51.528344, -0.126143)",http://opendatacommunities.org/id/london-borough-council/camden
Woody Grill,,1A Camden Road,London,NW1 9LG,7841,Other catering premises,535603,FHRS,15,5,20,1,20/12/2017,False,20352,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.142015,51.539684,15/04/2018,"(51.539684, -0.142015)",http://opendatacommunities.org/id/london-borough-council/camden
Sizzling Bombay,,132 Drummond Street,London,NW1 2PA,1,Restaurant/Cafe/Canteen,426269,FHRS,20,20,20,0,25/10/2017,False,7028,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.13797,51.526779,15/04/2018,"(51.526779, -0.13797)",http://opendatacommunities.org/id/london-borough-council/camden
Ye Olde Mitre,,1 Ely Court,London,EC1N 6SJ,7843,Pub/bar/nightclub,423794,FHRS,5,5,0,5,08/12/2016,False,12886,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.107436,51.518449,15/04/2018,"(51.518449, -0.107436)",http://opendatacommunities.org/id/london-borough-council/camden
Alara UK Ltd,,58-60 Marchmont Street,London,WC1N 1AB,4613,Retailers - other,424308,FHRS,5,10,10,3,04/02/2013,False,21923,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.125181,51.525397,15/04/2018,"(51.525397, -0.125181)",http://opendatacommunities.org/id/london-borough-council/camden
Food Bazaar,,59 Gray's Inn Road,London,WC1X 8TL,1,Restaurant/Cafe/Canteen,424821,FHRS,10,15,10,2,15/09/2017,False,35525,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.114275,51.522462,15/04/2018,"(51.522462, -0.114275)",http://opendatacommunities.org/id/london-borough-council/camden
Mediterranean Food Bar,,21 Leather Lane,London,EC1N 7TE,1,Restaurant/Cafe/Canteen,939492,FHRS,10,5,10,3,28/11/2016,False,182998,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.109607,51.519977,15/04/2018,"(51.519977, -0.109607)",http://opendatacommunities.org/id/london-borough-council/camden
Vila Ronel Bar and Restaurant,,46 Birchington Road,London,NW6 4LJ,1,Restaurant/Cafe/Canteen,1043940,FHRS,10,10,10,3,06/11/2017,False,180068,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Nuffield Foundation,,28 Bedford Square,London,WC1B 3EG,1,Restaurant/Cafe/Canteen,424046,FHRS,0,0,0,5,24/04/2017,False,20105,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.130642,51.518093,15/04/2018,"(51.518093, -0.130642)",http://opendatacommunities.org/id/london-borough-council/camden
Thyme Restaurant  Premier Inn,,215 Haverstock Hill,London,NW3 4RB,1,Restaurant/Cafe/Canteen,425446,FHRS,5,10,5,4,18/12/2017,False,56079,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,-0.167221,51.551546,15/04/2018,"(51.551546, -0.167221)",http://opendatacommunities.org/id/london-borough-council/camden
Hampstead Newsagents,,3 Holly Hill,London,NW3 6QN,4613,Retailers - other,424491,FHRS,10,10,10,3,25/07/2012,False,2452,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,-0.178997,51.556819,15/04/2018,"(51.556819, -0.178997)",http://opendatacommunities.org/id/london-borough-council/camden
Caffe Nero,,30 Monmouth Street,London,WC2H 9HA,1,Restaurant/Cafe/Canteen,423824,FHRS,10,10,5,3,19/07/2017,False,13359,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.127264,51.513623,15/04/2018,"(51.513623, -0.127264)",http://opendatacommunities.org/id/london-borough-council/camden
Speedy Noodles,,238 Kilburn High Road,,NW6 2BS,1,Restaurant/Cafe/Canteen,653492,FHRS,5,5,0,5,29/01/2016,False,79394,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,-0.198828,51.54283,15/04/2018,"(51.54283, -0.198828)",http://opendatacommunities.org/id/london-borough-council/camden
Miusan (Formerly Zensai),,16 Inverness Street,London,NW1 7HJ,1,Restaurant/Cafe/Canteen,1016173,FHRS,5,10,5,4,11/10/2017,False,190377,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.144172,51.539604,15/04/2018,"(51.539604, -0.144172)",http://opendatacommunities.org/id/london-borough-council/camden
WH Smith,Royal Free Hospital,Pond Street,London,NW3 2QG,4613,Retailers - other,426160,FHRS,0,0,5,5,28/09/2017,False,67948,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,-0.165336,51.553234,15/04/2018,"(51.553234, -0.165336)",http://opendatacommunities.org/id/london-borough-council/camden
Churros Camden,735 The Stables Market,Chalk Farm Road,London,NW1 8AH,7844,Takeaway/sandwich shop,998757,FHRS,5,10,5,4,30/06/2016,False,181796,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.147372,51.542,15/04/2018,"(51.542, -0.147372)",http://opendatacommunities.org/id/london-borough-council/camden
Tario Express Food & Wine,,158 Drury Lane,London,WC2B 5QG,4613,Retailers - other,425146,FHRS,15,10,20,1,07/10/2016,False,49098,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.122295,51.514983,15/04/2018,"(51.514983, -0.122295)",http://opendatacommunities.org/id/london-borough-council/camden
