Body,Body name,Service label,Service division label,Expenditure category,Detailed expenditure type,Detailed Expenditure Code,Date paid,Transaction Number,Net Amount,Capital or revenue,Supplier name
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,06-Jan-2011,1101-00371,541.00,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,06-Jan-2011,1101-00372,428.71,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,06-Jan-2011,1101-00373,546.49,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,10-Jan-2011,1101-00374,542.08,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,11-Jan-2011,1101-00375,866.43,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,11-Jan-2011,1101-00376,908.96,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,11-Jan-2011,1101-00377,611.40,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,11-Jan-2011,1101-00378,862.34,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,11-Jan-2011,1101-00379,1103.33,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,12-Jan-2011,1101-00380,1047.74,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,12-Jan-2011,1101-00381,1019.75,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,13-Jan-2011,1101-00382,934.00,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-00383,678.05,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-00384,908.97,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-00385,428.71,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-00386,743.88,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-00387,636.24,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-00388,525.48,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Jan-2011,1101-00389,914.84,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,21-Jan-2011,1101-00390,441.56,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,21-Jan-2011,1101-00391,1075.52,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,21-Jan-2011,1101-00392,743.88,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,24-Jan-2011,1101-00393,428.62,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,25-Jan-2011,1101-00394,866.94,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,25-Jan-2011,1101-00395,1215.40,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,25-Jan-2011,1101-00396,1213.00,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,28-Jan-2011,1101-00397,-548.74,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,28-Jan-2011,1101-00398,525.48,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,28-Jan-2011,1101-00399,428.71,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,28-Jan-2011,1101-00400,525.48,R,Arabella Health Staffing Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Regeneration,Supplies and Services,Non-Recurring Grants,227,28-Jan-2011,1101-00401,1912.00,R,ARCHWAY
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Regeneration,Supplies and Services,Non-Recurring Grants,227,28-Jan-2011,1101-00402,6290.00,R,ARCHWAY
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,04-Jan-2011,1101-00403,525.60,R,ARCO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,04-Jan-2011,1101-00404,3609.00,R,ARCO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,12-Jan-2011,1101-00405,420.48,R,ARCO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,18-Jan-2011,1101-00406,594.69,R,ARCO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Clothing & Uniforms,241,28-Jan-2011,1101-00407,806.40,R,ARCO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Clothing & Uniforms,241,28-Jan-2011,1101-00408,956.68,R,ARCO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Clothing & Uniforms,241,07-Jan-2011,1101-00409,623.80,R,ARDEN WINCH AND COMPANY LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Clothing & Uniforms,241,07-Jan-2011,1101-00410,2076.00,R,ARDEN WINCH AND COMPANY LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Clothing & Uniforms,241,07-Jan-2011,1101-00411,1305.00,R,ARDEN WINCH AND COMPANY LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Clothing & Uniforms,241,07-Jan-2011,1101-00412,972.50,R,ARDEN WINCH AND COMPANY LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Clothing & Uniforms,241,26-Jan-2011,1101-00413,480.00,R,ARDEN WINCH AND COMPANY LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services Managed By E.L.,Primary Schools,Capital,CONSTRUCTION,3,19-Jan-2011,1101-00414,4055.00,C,ARJO LIMITED
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,12-Jan-2011,1101-00415,430.36,R,ARNOLD CLARK FINANCE LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,14-Jan-2011,1101-00416,443.30,R,ARNOLD CLARK FINANCE LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,21-Jan-2011,1101-00417,430.36,R,ARNOLD CLARK FINANCE LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,21-Jan-2011,1101-00418,436.80,R,ARNOLD CLARK FINANCE LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,04-Jan-2011,1101-00419,642.38,R,ARNOLD LAVER & CO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,07-Jan-2011,1101-00420,752.33,R,ARNOLD LAVER & CO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,19-Jan-2011,1101-00421,509.78,R,ARNOLD LAVER & CO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries Arts & Heritage,Supplies and Services,Operational Materials,205,21-Jan-2011,1101-00422,563.59,R,ARNOLD LAVER & CO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,28-Jan-2011,1101-00423,443.62,R,ARNOLD LAVER & CO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Hired And Contracted Services,265,07-Jan-2011,1101-00424,4400.00,R,Arr Spend Management Solutions
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Hired And Contracted Services,265,14-Jan-2011,1101-00425,3850.00,R,Arr Spend Management Solutions
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Hired And Contracted Services,265,28-Jan-2011,1101-00426,1100.00,R,Arr Spend Management Solutions
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,20-Jan-2011,1101-00427,1367.92,R,Arrigadeen Nursing Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Regeneration,Supplies and Services,Well Being Small Grants Projects,228,14-Jan-2011,1101-00428,500.00,R,Art First
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Third Party Payments,Payments To Voluntary Organisations,561,07-Jan-2011,1101-00429,7139.96,R,ARTICULATE ADVOCACY
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Third Party Payments,Payments To Voluntary Organisations,561,07-Jan-2011,1101-00430,1326.55,R,ARTICULATE ADVOCACY
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Third Party Payments,Payments To Voluntary Organisations,561,18-Jan-2011,1101-00431,7988.14,R,ARTICULATE ADVOCACY
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Transport,Fuel (Non LCC Supplies),321,07-Jan-2011,1101-00432,504.55,R,ARVAL PHH BUSINESS SOLUTIONS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services Managed By E.L.,Other Education Services Managed By E.L.,Transport,Fuel (Non LCC Supplies),321,07-Jan-2011,1101-00433,1578.74,R,ARVAL PHH BUSINESS SOLUTIONS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,CONSTRUCTION,3,04-Jan-2011,1101-00434,600.00,C,Asbestos Consultants
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,CONSTRUCTION,3,04-Jan-2011,1101-00435,5400.00,C,Asbestos Consultants
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,OTHER COSTS,7,19-Jan-2011,1101-00436,750.00,C,Asbestos Consultants
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,CONSTRUCTION,3,19-Jan-2011,1101-00437,2700.00,C,Asbestos Consultants
