Organisation Name (A),Dept (B),Service Cat Label (C),Purpose of Spend (D),Expenditure CIPFA Sub Group Label (E),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 28/06/2016,AAS0272738,44.14,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 07/06/2016,AAS0272247,35.07,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 14/06/2016,AAS0272248,32.96,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 07/06/2016,AAS0272247,60.14,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 14/06/2016,AAS0272248,39.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 28/06/2016,AAS0272738,47.94,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 07/06/2016,AAS0272247,34.05,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 28/06/2016,AAS0272738,41.38,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 21/06/2016,AAS0272488,63.9,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 01/06/2016,AAS0272235,77.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 07/06/2016,AAS0272247,43.02,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 14/06/2016,AAS0272248,48.88,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 01/06/2016,AAS0272235,49.95,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 07/06/2016,AAS0272247,42.27,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 21/06/2016,AAS0272488,43.8,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 21/06/2016,AAS0272488,50.31,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 07/06/2016,AAS0272247,50.6,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 07/06/2016,AAS0272247,51.09,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 01/06/2016,AAS0272235,48.29,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 28/06/2016,AAS0272738,51.37,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 14/06/2016,AAS0272248,52.08,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 07/06/2016,AAS0272247,53.54,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 28/06/2016,AAS0272738,56.13,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 21/06/2016,AAS0272488,51.9,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 01/06/2016,AAS0272235,56.49,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 07/06/2016,AAS0272247,61.63,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 21/06/2016,AAS0272488,61.9,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 21/06/2016,AAS0272488,37.61,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 07/06/2016,AAS0272247,40.07,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 01/06/2016,AAS0272235,14.55,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 14/06/2016,AAS0272248,27.07,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 21/06/2016,AAS0272488,37.16,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 21/06/2016,AAS0272488,21.63,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 01/06/2016,AAS0272235,24.87,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 14/06/2016,AAS0272248,35.39,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 28/06/2016,AAS0272738,46.89,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 07/06/2016,AAS0272247,53.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 14/06/2016,AAS0272248,61.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 01/06/2016,AAS0272235,64.83,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 01/06/2016,AAS0272235,60.45,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 14/06/2016,AAS0272248,62.2,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 21/06/2016,AAS0272488,42.63,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,G B SIGNS SOLUTIONS LIMITED,A0001202, 23/06/2016,HED0272295,40.34,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,G B SIGNS SOLUTIONS LIMITED,A0001202, 23/06/2016,HED0272295,24.66,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,72,G4S CASH SOLUTIONS (UK) LIMITED,A0002616, 09/06/2016,AAS0271923,227.92,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,22,GAZPROM ENERGY,A0090838, 30/06/2016,AAS0272453,10.49,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,22,GAZPROM ENERGY,A0090838, 30/06/2016,AAS0272449,10.82,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,22,GAZPROM ENERGY,A0090838, 30/06/2016,AAS0272456,11.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,22,GAZPROM ENERGY,A0090838, 30/06/2016,AAS0272452,12.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,22,GAZPROM ENERGY,A0090838, 30/06/2016,AAS0272454,40.19,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,GEORGE BOOCOCK DECORATORS LTD,A0000427, 23/06/2016,EST0272315,3956,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,GIBSONS GARDEN MACHINERY LTD,A0001201, 23/06/2016,PCO0272269,337.68,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,GIBSONS GARDEN MACHINERY LTD,A0001201, 09/06/2016,PCO0271721,22.57,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,GIBSONS GARDEN MACHINERY LTD,A0001201, 09/06/2016,PCO0271721,29.6,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,GIBSONS GARDEN MACHINERY LTD,A0001201, 09/06/2016,PCO0271721,138.98,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Capital Costs,Capital : Payments,CD,GIBSONS GARDEN MACHINERY LTD,A0001201, 09/06/2016,PCO0271733,110,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Capital Costs,Capital : Payments,CD,GIBSONS GARDEN MACHINERY LTD,A0001201, 09/06/2016,PCO0271733,25840,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,GISBURN ROAD CHILDRENS CENTRE,A0074210, 23/06/2016,AAS0272175,100,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,44,GLOBAL PAYMENTS,A0072461, 16/06/2016,AAS0272230,7,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,44,GLOBAL PAYMENTS,A0072461, 16/06/2016,AAS0272230,1660.35,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,44,GLOBAL PAYMENTS,A0072461, 16/06/2016,AAS0272229,7,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,44,GLOBAL PAYMENTS,A0072461, 16/06/2016,AAS0272231,7,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,44,GLOBAL PAYMENTS,A0072461, 16/06/2016,AAS0272231,1336.21,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,44,GLOBAL PAYMENTS,A0072461, 16/06/2016,AAS0272229,1737.73,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271968,41.33,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272358,104.53,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272363,115.8,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271967,577,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271973,119.4,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272357,124.52,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271971,147.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272351,58.32,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271969,56.81,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271984,94.46,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271974,121.71,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271987,123.45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271934,156.2,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271965,166.72,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271932,138.6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271935,698.15,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272354,812.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271964,476.63,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 23/06/2016,OPS0272057,545.04,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271970,45.04,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272373,663.9,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272350,172.9,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272377,118.67,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271966,26.5,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272369,30.78,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,PCO0271991,45.43,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271980,40.29,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,PCO0272029,184,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0272019,276.47,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271972,312.45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272366,152.89,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272368,155.1,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272371,85.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272376,85.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272349,134.2,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271965,400.55,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272356,124.35,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 23/06/2016,OPS0272057,85.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271988,118.85,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271979,41.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272370,41.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271986,48.45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272355,61.7,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271976,41.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271982,41.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271970,48.45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271978,48.45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271985,325.7,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271989,48.45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272364,48.45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271977,305.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272367,312.45,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,PCO0271991,330.05,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271983,23.13,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272372,34.13,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271975,40.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,OPS0271981,69.35,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272365,74.85,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272394,85.83,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,32,GO PLANT LIMITED,A0045105, 16/06/2016,PCO0272028,23.13,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,36,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272374,100,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,36,GO PLANT LIMITED,A0045105, 30/06/2016,OPS0272375,100,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,36,GO PLANT LIMITED,A0045105, 02/06/2016,OPS0271585,64720.38,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,46,GOING DUTCH FLORIST,A0001216, 09/06/2016,DAL0271886,12.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,46,GOING DUTCH FLORIST,A0001216, 02/06/2016,DAL0271703,37.5,N,N/A,N,N/A
