Account Name,Business Address 1,Business Address 2,Business Address 3,Business Address 4,Business Address 5,Business Post Code,Property Description,Rates Payable 17/18,Transitional Amount,Liable From,2017 Rateable Value,Account Type,Small Business Relief,Mandatory Relief,Discretionary Relief,Top Up Discretionary Relief,Exempt Property,VO reference
BANSKO LIMITED,The Gillow Suite,The Estate Yard,Nostell Park,Nostell,Wakefield,WF4  1AB,Offices & Premises,£0.00,-£20.91,20/01/2017,9500,Unoccupied,,,,,Yes,0500219025
BANSKO LIMITED,The Lockey Suite,The Estate Yard,Nostell Park,Nostell,Wakefield,WF4  1AB,Offices & Premises,"£7,015.75",-£82.40,20/01/2017,15750,Occupied,,,,,,0500219925
BANSON TOOL HIRE LTD,Unit 1,Thornes Trading Estate,Thornes Lane,Wakefield,West Yorkshire,WF1  5QN,Warehouse & Premises,"£7,357.93",,17/02/1996,16000,Occupied,,,,,,2432850010
BAR BICCARI LIMITED,Bar Biccari Restorante,2 Highfield Road,Horbury,Wakefield,West Yorkshire,WF4  5LU,Restaurant & Premises,£0.00,,10/12/2009,12000,Occupied,Yes,,,,,2903952478
BAR STREET LIMITED,Bar Street,85 Westgate End,Wakefield,West Yorkshire,,WF2  9RL,Public House & Premises,£0.00,"£4,771.89",13/12/2013,5100,Occupied,Yes,,,,,2436109085
BARCLAYS BANK PLC,10 Barnsley Road,South Elmsall,Pontefract,West Yorkshire,,WF9  2SE,Bank & Premises,"£4,023.60",,25/11/2016,8400,Unoccupied,,,,,,0800300101
BARCLAYS BANK PLC,Bank Street,Hemsworth,Pontefract,West Yorkshire,,WF9  4JX,Bank & Premises,"£9,182.45",£794.45,01/04/1990,18000,Occupied,,,,,,1500259010
BARCLAYS BANK PLC,8 The Arcade,Hill Top,Knottingley,West Yorkshire,,WF11 8EA,Bank & Premises,"£7,304.75",,18/02/2011,15250,Unoccupied,,,,,,2010250080
BARCLAYS BANK PLC,5 Market Place,Pontefract,West Yorkshire,,,WF8  1AD,Bank & Premises,"£28,223.34","£3,315.34",01/04/1990,52000,Occupied,,,,,,2111800050
BARCLAYS BANK PLC,Off Southgate,Pontefract,West Yorkshire,,,WF8 1LN,Car Park & Premises,"£3,681.40",,01/04/1990,7900,Occupied,,,,,,2117459360
BARCLAYS BANK PLC,Units G7 & G8,Trinity Walk,Wakefield,West Yorkshire,,WF1  1QS,Bank & Premises,"£77,796.70","£19,837.70",08/05/2012,121000,Occupied,,,,,,2418210708
BARCLAYS BANK PLC,Carlton Street,Castleford,West Yorkshire,,,WF10 1AX,Bank & Premises,"£17,439.25","£1,711.75",01/04/2010,33750,Occupied,,,,,,2602554466
BARCLAYS BANK PLC,Market Street,Normanton,West Yorkshire,,,WF6  2AR,Bank & Premises,"£2,307.24",£0.00,22/09/2017,9200,Unoccupied,,,,,,2707459020
BARCLAYS BANK PLC,30 Bank Street,Ossett,West Yorkshire,,,WF5  8NL,Bank & Premises,"£7,805.50",,05/03/2004,16750,Occupied,,,,,,3300600300
BARCLAYS PROPERTY HOLDINGS LIMITED,Bank Street,Hemsworth,Pontefract,West Yorkshire,,WF9  4JX,Shop & Premises,"£12,454.00",,25/03/2012,26000,Unoccupied,,,,,,1511101001
BARGAIN BOOZE LIMITED,22 Barnsley Road,South Elmsall,Pontefract,West Yorkshire,,WF9  2SE,Offices & Premises,"£3,448.40",,16/05/2014,7400,Occupied,,,,,,0800300220
BARGAIN BOOZE LIMITED,Horbury Road,Wakefield,West Yorkshire,,,WF2  8UB,Shop & Premises,"£15,960.50",,16/05/2014,34250,Occupied,,,,,,2416508165
BARGAIN BOOZE LIMITED,7 High Street,Horbury,Wakefield,West Yorkshire,,WF4  5AB,Shop & Premises,"£9,997.02",-£487.98,16/05/2014,22500,Occupied,,,,,,2903900070
BARGAIN BOOZE LIMITED,11 Wesley Street,Ossett,West Yorkshire,,,WF5  8ER,Shop & Premises,"£6,174.50",,16/05/2014,13250,Occupied,,,,,,3316950110
BARNARDO'S,Unit 4 Stanley Road,Wakefield,West Yorkshire,,,WF1  4LH,Shop & Premises,£393.96,-£487.43,16/10/2009,9500,Occupied,,Yes,,,,2429959340
BARNES CATERERS LIMITED,Unit 9 Beckbridge,Industrial Estate,Ripley Drive,Normanton,West Yorkshire,WF6  1QT,Warehouse & Premises,"£9,203.50",,08/04/2015,19750,Occupied,,,,,,2709839999
BARNES FIELD LIMITED T/A BEERHOUSES,Cricketers Arms,Cluntergate,Horbury,Wakefield,West Yorkshire,WF4 5AG,Public House & Premises,"£4,442.82","-£4,809.18",01/08/2014,22000,Occupied,,,,,,2901809050
BARNSDALE LEISURE LIMITED,Mayfield Farm,Doncaster Road,East Hardwick,Pontefract,West Yorkshire,WF8  3EQ,Caravan Sales,"£6,265.63","-£1,908.45",11/10/2013,18000,Occupied,,,,,,0101294455
BARNSLEY BEER COMPANY LIMITED,43 Barnsley Road,South Elmsall,Pontefract,West Yorkshire,,WF9  2RN,Shop & Premises,"£6,990.00",,04/02/2016,15000,Occupied,,,,,,0800300430
BARNSLEY PREMIER LEISURE LIMITED,Park Road Retail Park,Pontefract,West Yorkshire,,,WF8  4PR,Leisure Centre & Premises,"£16,149.78","£1,234.89",01/02/2013,166000,Occupied,,Yes,,,,2114259808
BARRACUDA FISHERIES LIMITED,5 Horbury Road,Ossett,West Yorkshire,,,WF5 0BL,Shop & Premises,£0.00,,04/12/2000,3350,Occupied,Yes,,,,,3307950050
BARRAN PIZZA LIMITED,2A Dewsbury Road,Wakefield,West Yorkshire,,,WF2 9BS,Shop & Premises,"£2,572.71",,11/01/2017,13250,Occupied,Yes,,,,,2409650021
BARRATT HOMES LIMITED,Adj. 36 Silcoates Street,Wakefield,West Yorkshire,,,WF2  0DX,Contractors Sheds/huts,£592.42,£9.92,01/04/2015,1250,Occupied,,,,,,2428803050
BARRETT PETREE LTD,Above 51 Weeland Road,Knottingley,West Yorkshire,,,WF11 8BE,Hairdressing Salon,£0.00,,01/04/1990,2025,Unoccupied,,,,,Yes,2011350511
BARRETTS LEISURE TIME,187 Dewsbury Road,Ossett,West Yorkshire,,,WF5 9PE,Shop & Premises,£0.00,,01/04/1990,7700,Occupied,Yes,,,,,3303901871
BARRETTS LEISURE TIME,187 Dewsbury Road,Ossett,West Yorkshire,,,WF5  9PE,Hairdressing Salon & Prem,£859.93,,01/04/1990,1850,Occupied,,,,,,3303900187
BARRY MOORE BUILDERS & JOINERS LIMITED,Unit 2 The Maltkilns,Back Northgate,Pontefract,West Yorkshire,,WF8  1HF,Warehouse & Premises,£0.00,"-£1,852.47",01/04/2002,6200,Occupied,Yes,,,,,2100959320
BARSK10 LIMITED,New Wheel Inn,145 Wrenthorpe Road,Wrenthorpe,Wakefield,West Yorkshire,WF2 0JN,Public House & Premises,"£8,282.87",-£166.91,22/06/2016,20500,Occupied,,,,,,3116351450
BATESONS BAKERY LIMITED,21/23 Beancroft Road,Castleford,West Yorkshire,,,WF10 5BW,Shop & Premises,£0.00,£432.30,01/04/2010,6700,Occupied,Yes,,,,,2601200210
BATHING MACHINE LIMITED,David Austin House,Waggon Lane,Upton,Pontefract,West Yorkshire,WF9  1JS,Warehouse & Premises,"£8,970.50",,01/04/1990,19250,Occupied,,,,,,1202309290
BATHSTORE.COM LIMITED,Unit 7 Ings Mill,Dale Street,Ossett,West Yorkshire,,WF5  9HQ,Warehouse & Premises,"£9,441.63",-£577.37,01/01/2013,21500,Occupied,,,,,,33036551771
BATHSTORE.COM LIMITED,Units 3A 4 5 & 11,Ings Mill,Dale Street,Ossett,West Yorkshire,WF5  9HQ,Showroom & Premises,"£8,621.00",,16/10/2012,18500,Occupied,,,,,,3303650206
BAWTRY ENTERPRISES LIMITED,22B Barnsley Road,South Elmsall,Pontefract,West Yorkshire,,WF9  2SA,Shop & Premises,"£2,460.37",£0.00,15/05/2017,7200,Unoccupied,,,,,,0800300222
BAWTRY ENTERPRISES LIMITED,5 Bank Street,Hemsworth,Pontefract,West Yorkshire,,WF8 4DL,Shop & Premises,"£1,888.63",£207.89,01/03/2017,4300,Unoccupied,,,,,,1500250051
BAYFIELDS (PONTEFRACT) LIMITED,32 Ropergate,Pontefract,West Yorkshire,,,WF8  1LY,Shop & Premises,£0.00,,01/03/2012,6100,Occupied,Yes,,,,,2116200322
BAYFIELDS (WAKEFIELD) LIMITED,73 Northgate,Wakefield,West Yorkshire,,,WF1  3BX,Shop & Premises,"£6,407.50",,08/04/2013,13750,Occupied,,,,,,2423507873
BBR GRAPHIC ENGINEERS YORKSHIRE LIMITED,King's Yard,Low Mill Road,Ossett,West Yorkshire,,WF5  8ND,Workshop & Premises,"£46,702.50",,01/04/2005,97500,Occupied,,,,,,3308729010
BC STEAM ENGINEERS LIMITED,Units 3C & 3D,Acorn Park,Albion Street,Castleford,West Yorkshire,WF10 1EG,Workshop & Premises,£0.00,-£845.58,01/12/2016,8600,Occupied,Yes,,,,,2600087030
BCCONNECT LIMITED,Suite 4 The Studios,Colorado Way,Glasshoughton,Castleford,West Yorkshire,WF10 4AT,Office,£0.00,-£140.97,01/08/2017,3000,Occupied,Yes,,,,,2605359904
BDW TRADING LIMITED,109 & 111 Ackworth Road,Pontefract,West Yorkshire,,,WF8  4NH,Showhouse & Premises,"£13,286.15","-£2,519.40",01/11/2014,35500,Occupied,,,,,,210070250
BDW TRADING LIMITED,Silkwood Gate,Dewsbury Road,Wakefield,West Yorkshire,,WF2  9DS,Showhouses & Premises,"£24,429.00",,01/10/2014,51000,Occupied,,,,,,2409652244
BEACONSFIELD FOOTWEAR LIMITED,Unit F2 Junction 32,Outlet Shopping Village,Carr Wood Road,Castleford,West Yorkshire,WF10 4FB,Shop & Premises,"£17,772.48",£413.98,24/08/2011,37250,Occupied,,,,,,2608889002
BEAM CONSULTING ENGINEERS LIMITED,14 Bond Street,Wakefield,West Yorkshire,,,WF1  2QP,Offices & Premises,£0.00,"£1,902.02",23/04/2012,10750,Occupied,Yes,,,,,2403800140
BEAUMONT & GROOM LIMITED,The Royal Oak,15 High Street,Crofton,Wakefield,West Yorkshire,WF4  1NF,Public House & Premises,£0.00,-£254.96,25/08/2016,8000,Occupied,Yes,,,,,3801500150
BEAUMONT ABS LTD,1 Paragon Avenue,Paragon Business Village,Wrenthorpe,Wakefield,West Yorkshire,WF1  2UF,Offices & Premises,"£61,845.74","£25,920.74",01/02/2016,75000,Occupied,,,,,,3110430001
BEAUMONT ABS LTD,Unit 2B South Park Way,Wakefield 41,Wrenthorpe,Wakefield,West Yorkshire,WF2 OXJ,Offices & Premises,"£23,548.54","£9,685.04",01/02/2016,29750,Occupied,,,,,,3113070411
BEAUMONT ABS LTD,2A South Park Way,Wakefield 41,Wrenthorpe,Wakefield,West Yorkshire,WF2  0XJ,Offices & Premises,"£23,104.22","£9,473.72",01/02/2016,29250,Occupied,,,,,,3113070021
BEAUMONT MORGAN DEVELOPMENTS LIMITED,Unit 8,Green Lane Network Centre,Boothroyds Way,Featherstone,Pontefract,WF7  6EN,Business Unit & Premises,"£3,075.60",,03/08/2015,6600,Occupied,,,,,,2207455008
BEAUMONT MORGAN DEVELOPMENTS LIMITED,Unit 8 - Courtyard 31,Ripley Drive,Normanton,West Yorkshire,,WF6  1RN,Offices & Premises,"£18,105.71","£6,805.21",01/04/2015,24250,Occupied,,,,,,2709230808
BEBBINGTON BRUMBY TOWNEND GROUP LIMITED,Ground & First Floors,Unit 2,Benton Office Park,Horbury,Wakefield,WF4  5HL,Offices & Premises,"£19,216.49","£4,537.49",06/10/2014,31500,Occupied,,,,,,2900570202
BEDECK LIMITED,Unit F3/f4 Junction 32,Outlet Shopping Village,Carr Wood Road,Castleford,West Yorkshire,WF10 4FB,Shop & Premises,"£37,428.08",£784.58,24/08/2011,76500,Occupied,,,,,,2608889034
BEDROCK GARMENTS LIMITED,Unit B6b/7 Junction 32,Outlet Shopping Village,Carr Wood Road,Castleford,West Yorkshire,WF10 4FB,Shop & Premises,"£27,615.37",£551.88,23/08/2017,56500,Occupied,,,,,,2608882070
BEDS PLUS LIMITED,Smyth Street,Wakefield,West Yorkshire,,,WF1  1ED,Retail Warehouse & Premis,"£9,902.50",,07/03/2011,21250,Occupied,,,,,,2429055005
BEECHOLME SUPPORT SERVICES LIMITED,Suites A-e,Trinity Buildings,Calder Vale Road,Wakefield,West Yorkshire,WF1  5PE,Offices & Premises,£0.00,-£32.68,15/03/2017,11750,Occupied,Yes,,,,,2405078513
BEER EXCHANGE BARS LIMITED,14 Bull Ring,Wakefield,West Yorkshire,,,WF1  1HA,Wine Bar & Premises,"£7,805.50",,26/10/2015,16750,Occupied,,,,,,2404800140
BEESTON INNS LIMITED,Tawny Owl,Prospect Road,Ossett,West Yorkshire,,WF5 8AF,Public House & Premises,£0.00,-£668.08,11/08/2017,11000,Occupied,Yes,,,,,3312459090
BELL LANE ACADEMY,Bell Lane Primary School,Bell Lane,Ackworth,Pontefract,West Yorkshire,WF7  7JA,School & Premises,"£3,787.91","-£1,325.46",01/08/2015,45750,Occupied,,Yes,,,,0100558100
BELL LANE GARAGE LIMITED,Unit 53E The Lidgates,Langthwaite Grange,Industrial Estate,South Kirkby,Pontefract,WF9  3NR,Warehouse & Premises,£0.00,-£830.40,01/04/2014,7900,Occupied,Yes,,,,,1004347012
BELLA ROMA (WAKEFIELD) LIMITED,63 Northgate,Wakefield,West Yorkshire,,,WF1  3BP,Restaurant & Premises,"£11,329.96",£844.96,01/04/2017,22500,Occupied,,,,,,2423500630
BELLE VUE GARAGE (WAKEFIELD) LIMITED,34 Pincheon Street,Wakefield,West Yorkshire,,,WF1  4DT,Garage & Premises,£0.00,-£634.32,01/04/2003,6200,Occupied,Yes,,,,,2425400340
BELLINGHAM CONSULTANTS LIMITED,Room 4,Unity Works,Westgate,Wakefield,West Yorkshire,WF1  1EP,Offices & Premises,£0.00,-£179.84,11/11/2016,3000,Occupied,Yes,,,,,2460544001
BELLWAY HOMES LIMITED,Red Hall Gardens,Newton Hill,Wakefield,West Yorkshire,,WF1  2DF,Showhouse & Sales Office,"£17,358.50",,19/03/2016,37250,Occupied,,,,,,2107145971
BENCHLINE SHOPFITTING LIMITED,Office 1 - Suite 2,Rcm Business Centre,Dewsbury Road,Ossett,West Yorkshire,WF5  9HU,Offices & Premises,£0.00,£0.00,01/07/2017,1725,Occupied,Yes,,,,,3303909111
BENNETTS ROAST HOUSE LIMITED,31 Market Place,Pontefract,West Yorkshire,,,WF8  1AG,Shop & Premises,"£15,978.67","£1,998.67",04/04/2017,30000,Occupied,,,,,,2111802797
BENNETTS ROAST HOUSE LIMITED,54B Carlton Street,Castleford,West Yorkshire,,,WF10 1AH,Shop & Premises,"£12,582.00",,29/03/2016,27000,Occupied,,,,,,2602550542
BENNETTS ROAST HOUSE LIMITED,28 High Street,Horbury,Wakefield,West Yorkshire,,WF4  5LE,Shop & Premises,"£1,864.00",,01/04/2016,4000,Occupied,,,,,,2903900280
BENTLEYS OF PONTEFRACT LIMITED,Unit 2 & 5A Prince George,Trading Estate,Skinner Lane,Pontefract,West Yorkshire,WF8  1HY,Warehouse & Premises,"£10,523.38","-£2,988.70",17/10/2016,30250,Occupied,,,,,,2117159874
BER PIZZA LIMITED,16 High Street,Upton,Pontefract,West Yorkshire,,WF9  1HG,Shop & Premises,£0.00,-£26.69,02/03/2017,3450,Occupied,Yes,,,,,1201000160
BERARTUNG LIMITED,Cinema House,(Office 6 - First Floor),Doncaster Road,Wakefield,West Yorkshire,WF1  5HL,Offices & Premises,£0.00,-£47.25,08/05/2017,1325,Occupied,Yes,,,,,2459510106
BERNHARDS LANDSCAPES (WAKEFIELD) LIMITED,Bridgegate Farm,Shay Lane,Crofton,Wakefield,West Yorkshire,WF4  1NW,Workshop & Premises,"£6,390.65",-£846.86,12/01/2012,16000,Occupied,,,,,,3800100147
BERWIN RETAIL LIMITED T/A DESIGNER SUIT CO,Unit G13 Junction 32,Outlet Shopping Village,Carr Wood Road,Castleford,West Yorkshire,WF10 4FB,Shop & Premises,"£17,439.25",£430.25,16/10/2015,36500,Occupied,,,,,,2608885013
BESPOKEZ LTD,Unit 6 Riverside,Industrial Estate,Bridge Road,Horbury,Wakefield,WF4  5NL,Workshop & Premises,"£2,159.85",-£990.86,03/05/2017,13250,Occupied,Yes,,,,,2906939160
BEST KEBAB OSSETT LTD,29 Towngate,Ossett,West Yorkshire,,,WF5  9BL,Shop & Premises,£0.00,,26/08/2016,7600,Occupied,Yes,,,,,3316200290
BEST PRESTIGE LTD T/A WILLOW CARS,Unit 6B Wakefield,Commercial Park,Bridge Road,Horbury,Wakefield,WF4  5NW,Workshop & Premises,£0.00,£331.16,23/04/2013,5900,Occupied,Yes,,,,,2900800206
BESTWAY PANACEA HOLDINGS LIMITED,The Pharmacy,Buxton Place,Leeds Road,Wakefield,West Yorkshire,WF1  3QJ,Shop & Premises,"£7,220.07","-£7,109.43",06/12/1999,30750,Occupied,,,,,,2402307101
BESTWAY PANACEA HOLDINGS LIMITED,The Riverside Pharmacy,Savile Road,Castleford,West Yorkshire,,WF10 1PB,Shop & Premises,"£9,997.02","-£2,468.48",01/11/1999,26750,Occupied,,,,,,2615059030
BESTWAY PANACEA HOLDINGS LIMITED,Pharmacy At Orchard,Croft Health Centre,Cluntergate,Horbury,Wakefield,WF4  5DB,Shop & Premises,"£3,054.65","-£12,905.85",08/06/2009,34250,Occupied,,,,,,2901800100
BETTERCARE KEYS LIMITED,The Grange School,2 Milner Way,Ossett,West Yorkshire,,WF5  9JE,Offices & Premises,"£5,592.00",,01/04/2012,12000,Occupied,,,,,,3310607521
BETTERCARE KEYS LIMITED,Denby Grange School,Stocksmoor Road,Midgeley,Wakefield,West Yorkshire,WF4  4JQ,School & Premises,"£5,638.70","-£2,672.90",01/04/2005,18250,Occupied,,,,,,4103206071
BETTERFISH LIMITED T/A THE WETHERBY WHALER,Calder Island Way,Denby Dale Road,Wakefield,West Yorkshire,,WF2  7AW,Restaurant & Premises,"£48,180.04","-£6,130.98",16/03/2000,132000,Occupied,,,,,,2409307262
BEULAY CAFE,652 Barnsley Road,Newmillerdam,Wakefield,West Yorkshire,,WF2 6QQ,Cafe & Premises,£0.00,,01/04/1990,9100,Occupied,Yes,,,,,3700456520
BEVELO LIMITED,70A George Street,Wakefield,West Yorkshire,,,WF1  1DL,Factory & Premises,"£3,801.33",-£822.00,12/07/1997,14000,Occupied,Yes,,,,,2412700701
BFS GROUP LIMITED T/A BIDVEST 3663,Unit A,Tuscany Way,Valencia Park,Normanton,West Yorkshire,WF6  2TZ,Warehouse & Premises,"£259,854.93","£17,959.93",04/10/2013,505000,Occupied,,,,,,2720007538
BGL GROUP LIMITED,1 Red Hall Avenue,Paragon Business Village,Wrenthorpe,Wakefield,West Yorkshire,WF1  2UL,Offices & Premises,"£42,023.01","£16,157.02",15/07/2017,54000,Occupied,,,,,,3110438475
BHALLATEX LIMITED,107-109 Kirkgate,Wakefield,West Yorkshire,,,WF1  1JG,Shop & Premises,"£6,562.75","£1,159.64",01/09/2015,14250,Occupied,,,,,,2418507107
BHOO-JO RETAIL COMPANY LIMITED,72 Kirkgate,Wakefield,West Yorkshire,,,WF1  1UT,Shop & Premises,"£8,271.50",£0.00,01/09/2017,17750,Occupied,,,,,,2418500720
BIBBY DISTRIBUTION LIMITED,Tuscany Way,Normanton,West Yorkshire,,,WF10 1BB,Distribution Warehouse & Premises,"£573,088.16","£41,398.16",01/07/2016,1110000,Occupied,,,,,,2720009090
BIFFA WASTE SERVICES LIMITED,Calder Vale Road,Wakefield,West Yorkshire,,,WF1  5PJ,Workshop & Premises,"£12,573.75",,01/04/2016,26250,Unoccupied,,,,,,2405079230
BIG MINI WORKS LIMITED,5 Pollard Street,Lofthouse,Wakefield,West Yorkshire,,WF3  3HG,Vehicle Rep W'shop & Prem,£0.00,-£446.60,01/03/2013,8300,Occupied,Yes,,,,,3110850505
BINKS AUTO FABRICATIONS LIMITED,Unit 115 Horbury Junction,Industrial Estate,Calder Vale Road,Horbury,Wakefield,WF4  5ER,Martial Arts Studio,£0.00,-£449.37,09/03/2017,3050,Occupied,Yes,,,,,2901031115
BIONUTRICALS UK LIMITED,Unit 4 Tanshelf,Industrial Estate,Colonels Walk,Pontefract,West Yorkshire,WF8  4PJ,Workshop & Premises,£0.00,-£618.61,01/11/2013,6500,Occupied,Yes,,,,,2104807004
BIRKWOOD HOUSE FARM (STORAGE) LIMITED,Birkwood House Farm,20 Weeland Road,Crofton,Wakefield,West Yorkshire,WF4  1LN,Land Used For Stor'& Prem,"£11,300.50",,01/07/2011,24250,Occupied,,,,,,3803200200
BIRKWOOD TAVERNS LIMITED,Robin Hood Inn,10 Church Road,Altofts,Normanton,,WF6 2NJ,Public House & Premises,£0.00,"-£2,799.92",01/04/2016,8400,Occupied,Yes,,,,,2702350100
BISON FABRICATIONS LIMITED,Units 4 5 & Offices At,38 Commercial Street,Wakefield,West Yorkshire,,WF1  5RN,Warehouse & Premises,"£15,264.43",,31/01/2017,33250,Occupied,,,,,,2408334538
BISONWOOD LIMITED,Black Bull Hotel,Lumley Street,Castleford,West Yorkshire,,WF10 5LB,Public House & Premises,£0.00,"£1,289.44",10/02/2017,10200,Occupied,Yes,,,,,2610709180
BIZSPACE LIMITED,Suite F3- First Fl. Right,Headway Business Park,Denby Dale Road,Wakefield,West Yorkshire,WF2  7AZ,Offices & Premises,£0.00,-£20.02,01/01/2016,1350,Unoccupied,,,,,Yes,2415289034
BIZSPACE LIMITED,Suite F2- First Fl. Right,Headway Business Park,Denby Dale Road,Wakefield,West Yorkshire,WF2  7AZ,Offices & Premises,£0.00,-£20.02,01/01/2016,1350,Unoccupied,,,,,Yes,2415289024
BIZSPACE LIMITED,Suite 6A,Headway Business Park,Denby Dale Road,Wakefield,West Yorkshire,WF2  7AZ,Offices & Premises,£0.00,-£66.86,27/09/2016,1000,Unoccupied,,,,,Yes,2415281122
BIZSPACE LIMITED,Suite 6D,Headway Business Park,Denby Dale Road,Wakefield,West Yorkshire,WF2  7AZ,Offices & Premises,£0.00,-£151.70,01/06/2017,2300,Unoccupied,,,,,Yes,2415284455
BIZSPACE LIMITED,Unit 9F,Headway Business Park,Denby Dale Road,Wakefield,West Yorkshire,WF2  7AZ,Store & Premises,"£1,010.49",£0.00,01/06/2017,5300,Unoccupied,,,,,,2415287906
BIZSPACE LIMITED,Units 6D-6f,Headway Business Park,Denby Dale Road,Wakefield,West Yorkshire,WF2  7AZ,Warehouse & Premises,£0.00,"£2,204.55",23/10/2017,52000,Unoccupied,,,,,,2415284679
BIZSPACE LIMITED,Headway Business Park,(Site Managers Base),Denby Dale Road,Wakefield,,WF2 7AZ,Store & Premises,£964.30,-£306.95,30/01/2008,2800,Occupied,,,,,,2415288001
BIZSPACE LIMITED,Unit 1C,Headway Business Park,Denby Dale Road,Wakefield,West Yorkshire,WF2 7AZ,Workshop & Premises,"£3,460.06",-£524.09,01/04/2017,8800,Occupied,,,,,,2415287101
BIZSPACE LIMITED,Unit 6A,Headway Business Park,Denby Dale Road,Wakefield,West Yorkshire,WF2  7AZ,Warehouse & Premises,"£1,723.96",£0.00,17/08/2017,19000,Unoccupied,,,,,,2415289916
BIZSPACE LIMITED,Unit 7,Headway Business Park,Denby Dale Road,Wakefield,West Yorkshire,WF2  7AZ,Warehouse & Premises,"£6,152.94",-£912.31,29/06/2016,14750,Unoccupied,,,,,,2415287070
BJB CARE SERVICES LIMITED,Unit 2 The Gateway,(Office 2A)  Fryers Way,Silkwood Park,Ossett,West Yorkshire,WF5  9TJ,Offices & Premises,£0.00,£0.00,01/05/2017,3250,Occupied,Yes,,,,,3316607854
BJB CONSULTING LIMITED,Unit 7 Calder Close,Calder Park,Wakefield,West Yorkshire,,WF4  3BA,Offices & Premises,"£17,328.17","£6,726.67",22/06/2014,22750,Occupied,,,,,,3701638870
BLACK INC AGENCY LLP,Suite 1 Houghton House,131A Leeds Road,Glasshoughton,Castleford,West Yorkshire,WF10 5JT,Offices & Premises,£0.00,,01/06/2013,2000,Occupied,Yes,,,,,2609777799
BLACKER HALL FARM SHOP LIMITED,Blacker Hall Farm Shop,Branch Road,Calder Grove,Wakefield,West Yorkshire,WF4  3DN,Shop & Premises,"£14,912.00",,01/04/2005,32000,Occupied,,,,,,3700657657
BLACKLIGHT SOFTWARE LIMITED,4 South Park Way,Wakefield 41 Park,Bradford Road,Wrenthorpe,Wakefield,WF2 0XJ,Offices & Premises,"£21,660.21","£8,262.71",06/03/2014,28750,Occupied,,,,,,3113079004
BLACKS OUTDOOR RETAIL LIMITED,Unit K11 Junction 32,Outlet Shopping Village,Carr Wood Road,Castleford,West Yorkshire,WF10 4FB,Shop & Premises,"£17,883.56",£408.56,14/07/2017,37500,Occupied,,,,,,2608882011
BLADES EMPORIUM LIMITED,73A Northgate,Wakefield,West Yorkshire,,,WF1  3BX,Shop & Premises,"£6,013.76","-£1,119.13",01/04/2017,15750,Occupied,,,,,,2423507973
BLAKLEY ELECTRICS LTD,Unit 55 Monckton Road,Wakefield,West Yorkshire,,,WF2  7AL,Warehouse & Premises,"£7,223.00",,01/04/1990,15500,Occupied,,,,,,2422370550
BLINC TRAINING SOLUTIONS LTD,Suite 4 - First Floor,Office 4,Benton Office Park,Horbury,Wakefield,WF4  5RA,Offices & Premises,£0.00,-£312.19,01/03/2016,2700,Occupied,Yes,,,,,2900576404
BLUBECK LIMITED,Part 170 Dewsbury Road,Ossett,West Yorkshire,,,WF5  9PL,Store & Premises,£0.00,"-£1,109.47",29/08/2012,9500,Occupied,Yes,,,,,3303901458
BLUE BELL PROPERTIES (PONTEFRACT) LIMITED,Ye Olde Highwayman,Valley Road,Pontefract,West Yorkshire,,WF8  1LW,Public House & Premises,"£11,393.80",£855.80,05/12/2016,22000,Unoccupied,,,,,,2119759010
BLUE INC (UK) LIMITED,87/88 Cathedral Walk,The Ridings Centre,Wakefield,West Yorkshire,,WF1  1YD,Shop & Premises,"£20,549.43","£9,831.43",19/01/2016,23000,Occupied,,,,,,2406010870
BLUE INC (UK) LIMITED,Units L8/l9 Junction 32,Outlet Shopping Village,Carr Wood Road,Castleford,West Yorkshire,WF10 4FB,Shop & Premises,"£37,421.58","£1,017.58",19/01/2016,76000,Occupied,,,,,,2608881572
BLUE MARLIN FISHERIES LIMITED,179A Batley Road,Wakefield,West Yorkshire,,,WF2  0AH,Shop & Premises,£0.00,-£155.75,01/07/2015,4450,Occupied,Yes,,,,,2402301790
BLUE SKY RESORTS LIMITED,The Caravan Park,Nostell Priory,Nostell,Wakefield,West Yorkshire,WF4  1QD,Leisure Caravan Park,"£23,386.98",-£22.41,27/09/2017,52250,Occupied,,,,,,0500219010
BLUEBELL RETAIL LIMITED,Unit 1 Astoria Court,Tom Dando Close,Normanton,West Yorkshire,,WF6  1TP,Warehouse & Premises,"£11,106.55",,26/01/2015,25000,Occupied,,,,,,2712035971
BLUESTONE LEASING LIMITED,Unit 5 - Ground Floor,Silkwood Court,Silkwood Park,Ossett,West Yorkshire,WF5  9TP,Offices & Premises,"£9,170.23","£2,344.48",01/09/2016,14250,Unoccupied,,,,,,3316605051
