establishmentname,establishmentaddressline1,establishmentaddressline2,establishmentaddressline3,establishmentaddressline4,postcode,rating,latitude,longitude,inspectiondate
Beans,Unit 3,,Oxford Street,Belfast,BT1 3LA,5,,,11/05/2013
Chapter One,,,Royal Avenue,Belfast,BT1 1EA,5,,,10/07/2013
Belfast City Mission,,,Shore Crescent,Belfast,BT15 4JU,3,,,03/10/2014
Caffe Nero,Unit 41 Ug,,1 Victoria Square,Belfast,BT1 4QG,3,374164,334137,23/05/2014
The Ground Floor Cafe,,,10 Belmont Road,Belfast,BT4 2AN,5,374570,337168,24/09/2014
Refresh,,,237 Newtownards Road,Belfast,BT4 1AF,5,374324,335796,30/06/2015
Storm in a teacup,,,33 Massey Avenue,Belfast,BT4 2JT,3,374806,339719,12/05/2014
Clemsons,,,377 Woodstock Road,Belfast,BT6 8PU,4,373056,335763,29/10/2014
The Streat at Ballyhackamore,"Unit 6, Library Court",,400 Upper Newtownards Road,Belfast,BT4 3GE,5,373977,337992,23/05/2014
Yangtze Express,Connswater Shopping Centre,,40 Bloomfield Avenue,Belfast,BT5 5LP,4,374002,336456,30/07/2015
S.D Bell & Co Ltd,,,516 Upper Newtownards Road,Belfast,BT4 3HL,5,373970,338676,05/10/2015
Becky's,,,78 Connsbrook Avenue,Belfast,BT4 1JW,4,374657,336836,11/10/2015
Malone Rugby Football Club,,,8 Gibson Park Avenue,Belfast,BT6 9GL,4,372553,336078,09/07/2013
Funky Monkeys,Cityside Retail Park,,100-150 York Street,Belfast,BT15 1WA,5,375412,334000,15/04/2014
Subway Spar,,,8-14 Antrim Road,Belfast,BT15 2AA,3,375253,333359,30/07/2015
Udderly Cool,,,141 Stranmillis Road,Belfast,BT9 5AJ,4,372045,333586,17/09/2015
Helens Home Bakery,,,162 Ormeau Road,Belfast,BT7 2ED,5,372693,334367,03/10/2014
Black Bear Cafe,,,17 Stranmillis Road,Belfast,BT9 5AF,4,372404,333463,12/06/2014
Dantes @ Ulster Television,Havelock House,,1 Havelock Place,Belfast,BT7 1EB,5,373182,334180,29/05/2014
Jenz Coffee Company,,,207 Lisburn Road,Belfast,BT9 7EJ,5,372366,332766,25/11/2014
Starbucks Coffee Company,"Unit 9B, Boucher Retail Park",,21-43 Boucher Crescent,Belfast,BT12 6HU,5,,,20/05/2014
The Stables,Thos & Lady Dixon Pk,,237 Upper Malone Road,Belfast,BT17 9LA,4,367508,330714,21/08/2015
Cafe Arirang,,,32 Botanic Avenue,Belfast,BT7 1JQ,3,373135,333657,27/07/2015
Arizona Espresso Company,Lesley Plaza,,406-408 Lisburn Road,Belfast,BT9 6GN,5,371221,331963,03/03/2014
Cafe Bedeck,,,467 Lisburn Road,Belfast,BT9 7EZ,4,371863,332424,15/12/2014
Shed Bistro,,,467 Ormeau Road,Belfast,BT7 3GR,3,371631,334743,04/03/2015
Carberry @ Royal Courts of Justice,,,95 Chichester Street,Belfast,BT1 3JA,5,374065,334353,20/05/2015
Queens University - Peter Froggatt Centre,,,University Road,Belfast,BT7 1NN,5,372522,333544,10/01/2014
St Galls Coffee Shop,,,10-12 Milltown Row,,,4,,,23/05/2015
The Sandwich Bar,,,311 Shankill Road,Belfast,BT13 1FT,5,374841,332275,01/08/2015
City Lite,,,44 Castle Street,Belfast,BT1 1HB,3,374282,333669,15/10/2015
The Streat,Kennedy Centre,,564-568 Falls Road,Belfast,BT11 9AE,4,372214,330762,12/03/2015
Costa Cafe,,,564-568 Falls Road,Belfast,BT11 9AB,4,372236,330644,12/01/2015
Funky Monkeys,"Unit 57, Kennedy Centre",,564-568 Falls Road,Belfast,BT11 9AE,5,,,11/04/2014
Delish,,,62 Woodvale Road,Belfast,BT13 3BU,5,375090,331725,07/08/2013
Autograph,B & Q Warehouse,,Boucher Road,Belfast,BT12 6HR,5,,,07/08/2015
Corridor Shop/Cafe,Royal Victoria Hospital,,Grosvenor Road,Belfast,BT12 6BA,3,373702,332292,25/09/2014
ODEON,Unit 13 Sf,,1 Victoria Square,Belfast,BT1 4QG,5,374164,334137,03/04/2015
Odyssey Cinemas,Odyssey,,Queens Quay,,BT3 9QQ,5,,,03/03/2015
Movie House Cinemas Ltd (Cityside),Cityside Retail Park,,100-150 York Street,Belfast,BT15 1WA,5,375412,334000,26/06/2014
Movie House,,,14 Dublin Road,Belfast,BT2 7HN,5,373504,333759,12/11/2013
One Two Nine Bloomfield Avenue,,,129 Bloomfield Avenue,Belfast,BT5 5AB,4,373881,336560,10/08/2015
Helen Grimley,,,12 Somerdale Park,Belfast,BT14 7HD,4,376070,331210,06/11/2012
Auntie Annies Cakes,,,191 Crumlin Road,Belfast,BT14 7AA,5,375483,332625,13/03/2015
Debbies Delights,,,7 Glen Road,Belfast,BT5 7JH,4,372262,338002,21/08/2013
Creative Cakes,Unit 5,,277 Upper Newtownards Road,Belfast,BT4 3JF,5,373933,337973,13/06/2014
The Alternative Bunster,,,14 Rosetta Avenue,Belfast,BT7 3HG,,371166,334847,
Sunshine Playgroup,,,111-113 Limestone Road,Belfast,BT15 3AB,5,376229,333658,23/09/2015
St Vincent de Paul Pre-school Playgroup,,,167a Ligoniel Road,Belfast,BT14 8DP,5,377248,330296,10/01/2014
Our Ladys Preschool Playgroup,,,31-51 Oldpark Avenue,Belfast,BT14 6HH,5,376137,332598,30/11/2015
LITTLE SCHOLAR'S CRECHE AND DAY CARE,Little Scholar's Creche And Day Care,,Belfast Metropolitan College,,BT6 9JD,5,,,01/12/2012
Joanmount Playgroup/Open Door Friendship Group,,,1 Wallasey Park,Belfast,BT14 6PN,4,377204,331545,03/10/2015
Mini Model Nursery,,,35 Dunowen Gardens,Belfast,BT14 6NQ,5,,,12/03/2014
Hobbyhorse,,,143 Northumberland Street,Belfast,BT13 2JF,4,374494,332624,13/08/2015
Wee Care,,,113 North Road,Belfast,BT5 5NF,5,373832,337368,29/07/2015
Wee Care Day Nurseries Ltd,,,119 North Road,Belfast,BT5 5NG,5,373902,337380,29/01/2015
Queens University Childcare Service,,,11 College Gardens,Belfast,BT9 6BQ,5,372592,333297,22/10/2015
Adventures Day Nursery,,,146 Glen Road,Belfast,BT11 8BN,5,372119,329936,13/05/2015
Childsplay Day Care,,,14 Dundela Avenue,Belfast,BT4 3BQ,5,374439,337045,11/06/2014
Dairy Farm Day Centre,"Unit 6, Dairy Farm Centre",,205 Stewartstown Road,Belfast,BT17 0AW,5,369828,328119,05/07/2015
Oasis After School Club,,,22 Avoniel Drive,Belfast,BT5 4SJ,5,373673,336108,14/01/2015
Play for All Afterschool Club,Rosario Youth Club,,469 Ormeau Road,Belfast,BT7 3GR,4,371570,334768,09/03/2014
Rascals,,,555 Upper Newtownards Road,Belfast,BT4 3LP,5,373924,339499,23/09/2015
Oasis Early Years,,,55 Templemore Avenue,Belfast,BT5 4FG,5,374169,335622,01/09/2015
Belfast Central Mission,Grosvenor House,,5 Glengall Street,Belfast,BT12 5AD,5,373848,333441,21/11/2013
Ardmonagh Family Centre,,,61-63 Ardmonagh Gardens,Belfast,BT11 8DX,5,373324,330131,17/11/2015
Oasis Early Years,,,76-90 Castlereagh Street,Belfast,BT15 4NJ,4,,,17/09/2014
Conway Creche and Parents and Toddlers,,,9 Conway Court,Belfast,BT13 2DR,4,374739,332427,01/06/2014
Forge Integrated Pre School Playgroup,,,Carolan Road,Belfast,BT7 3HE,4,371241,334929,22/11/2013
Mulberry Bush,,,107 North Road,Belfast,BT5 5NF,5,373736,337346,12/02/2014
Rascals,,,121 Circular Road,Belfast,BT4 2NA,5,375493,338434,08/07/2015
Oasis Early Years,,,134 Stewartstown Road,Belfast,BT11 9JQ,5,370637,328749,01/06/2015
Hillcrest Day Nursery,,,14 Annadale Avenue,Belfast,BT7 3JH,5,370803,334859,02/02/2015
Clan Mor Sure Start Creche,,,162 Grosvenor Road,Belfast,BT12 5AT,5,373745,332952,17/12/2015
Wee Care Day Nursery,,,1 Windsor Avenue North,Belfast,BT9 6EL,5,372066,333156,30/07/2014
Divis Play Project,Frank Gillen Centre 1a,,Cullingtree Road,Belfast,BT12 4JT,4,374265,333140,05/06/2015
Bumbles Day Nursery,,,22 Knockbreda Road,Belfast,BT6 0JA,5,371145,335161,08/10/2015
Barnardos,,,230 Belmont Road,Belfast,BT4 2AW,5,374726,338496,02/04/2015
Scribbles Day Nursery,,,25-27 Finwood Park,Belfast,BT9 6QR,5,369653,331326,05/12/2015
Newhill First Steps Childcare Centre Ltd,,,265 Old Whiterock Road,Belfast,BT12 7FX,5,,,06/04/2014
Over The Rainbow,,,2 Deramore Drive,Belfast,BT9 5JQ,5,370672,332692,22/01/2015
Pio Day Care,Kennedy Way Industrial Estate,,8A Blackstaff Road,Belfast,BT11 9DT,5,371691,330830,07/10/2014
Early Learners,St. Brigids Playgroup,,30 Windsor Avenue,Belfast,BT9 6EJ,5,372151,333020,05/07/2015
Angels Daycare,,,33 Fortwilliam Park,Belfast,BT15 4AP,5,377556,333677,15/05/2014
Wee Care Day Nursery,,,4-6 Chichester Park South,Belfast,BT15 5DW,5,377459,333010,10/09/2015
Rascals Day Nursery,,,49 Ulsterville Avenue,Belfast,BT9 7AT,5,372720,332911,23/06/2014
SEGAL HOUSE NURSERY (Segal House),Segal House,,4 Annadale Avenue,Belfast,BT7 3JH,5,370807,334936,09/02/2014
The Den Private Day Nursery,,,5 Palmerston Road,Belfast,BT4 1QA,5,374941,337350,11/07/2014
Queens Creche,,,5 Rugby Road,Belfast,BT7 1PS,5,372641,333823,30/06/2015
Taughmonagh Community Creche / Playgroup,,,7 Finwood Park,Belfast,BT9 6QR,5,369675,331378,13/10/2014
Whiterock Creche,,,91 Whiterock Road,Belfast,BT12 7PG,5,373307,330787,28/01/2015
Royal Day Care,,,Broadway,Belfast,,5,,,06/03/2015
Aisling Day Care,Unit 3,,1A Hannahstown Hill,Belfast,BT17 0LT,5,371742.4,327993.1,11/05/2014
St Vincent de Paul Mountainview Centre,,,Norglen Gardens,Belfast,BT11 8EL,5,372704,330083,21/10/2015
Oasis Early Years,,,102-108 Castlereagh Street,Belfast,BT5 4NJ,5,373718,335698,18/11/2015
BELMONT PLAY CARE,Belmont Primary School,,215 Belmont Road,Belfast,BT4 2AG,5,374375,337939,17/10/2014
Bees Knees,,,18 Annadale Avenue,Belfast,BT7 3JH,5,370802,334784,06/12/2014
Travellers Early Years Service,,,91 Whiterock Road,Belfast,BT12 7PG,4,373307,330787,26/06/2015
Wee Muckers Daycare,,,103 Springfield Road,Belfast,BT12 7AE,5,374071,332036,17/09/2015
Wiggle & Giggles Educare,,,10 Finaghy Road South,Belfast,BT10 0DR,5,369912,330437,08/03/2015
Naiscoil Bhreadain,,,11 Rosgoill Park,Belfast,BT11 9QS,5,371400,329231,15/04/2015
Outerwest Surestart,Outerwest Sure Start,,124 Stewartstown Road,Belfast,BT11 9JQ,5,370669,328793,26/06/2013
Kids Together,,,134 Stewartstown Road,Belfast,BT11 9JQ,4,370637,328749,13/03/2015
Holy Family Primary School After Schools,,,14 Newington Avenue,Belfast,BT15 2HP,5,376169,333413,26/03/2015
Sure Start,,,170 Duncairn Gardens,Belfast,BT15 2GN,5,375908,333532,04/09/2013
Small Wonders Childcare 2,,,18 Morpeth Street,Belfast,BT13 2HZ,5,,,22/04/2015
St Colmcille's Pre School Playgroup,St Colmcilles R C Church,,191 Upper Newtownards Road,Belfast,BT4 3JB,5,373952,337637,12/08/2014
Appletree Daycare,,,1a Trenchard,Belfast,BT11 9NS,4,370361,328938,16/11/2015
ST PATRICK'S PLAYGROUP - NATIVITY PARISH,,Dunmurry,1 Bell Steele Road,,BT17 0PB,5,370013,327553,20/01/2015
Giggles@gilnahirk,St Dorothea's Parish Church,,2-4 Gortland Park,Belfast,BT5 7NU,5,372645,339742,19/11/2015
An Droicheád Day Care,,,20 Cooke Street,Belfast,BT7 2EP,3,373148,334309,21/10/2015
Bright Sparks Childcare Nursery,,,22 Montrose Street,Belfast,BT5 4HY,5,374254,335821,13/08/2014
Smile Surestart Creche,Jennymount Methodist Church,,230 North Queen Street,Belfast,BT15 3EG,5,376291,334029,29/05/2014
Waterbabies Child Daycare,Apartment 25,,23 Short Strand,Belfast,BT5 4AS,5,374007,334998,08/06/2015
Rascals,,,275 Upper Lisburn Road,Belfast,BT10 0LN,5,369457,329953,29/09/2014
COUNTRY OAKS DAYCARE,,Belfast,27 Colinglen Road,Dunmurry,BT17 0LR,5,371246,326988,16/10/2015
Rascals Day Nursery,,,27 Upper Lisburn Road,Belfast,BT10 0GX,5,370529,331056,10/03/2014
Teach Mhamo,,,2a Glen Road Heights,Belfast,BT11 8HQ,5,371871,328833,06/01/2015
Kids Korner Day Nursery,,,2b Greenwood Avenue,Belfast,BT4 3JJ,5,374025,338211,25/02/2015
Kinder Kids,,,31 Henry Place,Belfast,BT15 2AY,5,375246,333542,08/07/2015
Village Sure Start Childrens Centre,,,339-343 Donegall Road,Belfast,BT12 6FQ,5,373133,332540,28/08/2014
"Benmore Playgroup, Finaghy Primary School",,,38 Finaghy Road South,Belfast,BT10 0DR,5,369826,330629,27/11/2015
Finaghy Primary School Daycare,,,38 Finaghy Road South,Belfast,BT10 0DR,5,369826,330629,30/05/2014
TLC Day Care,Bloomfield House,,395-405 Newtownards Road,Belfast,BT4 1AQ,5,374164,336414,26/06/2014
First Steps Playgroup,Horn Drive Community Centre,,44a Horn Drive,Belfast,BT11 9GS,3,370856,328726,03/11/2015
St. Oliver Plunket Pre School Playgroup,,,450 Glen Road,Belfast,BT11 8AY,4,371586,328442,13/10/2015
Magical Memories Daycare,,,457 Antrim Road,Belfast,BT15 3BL,5,376824,333259,24/06/2014
Orange Pips Playgroup,Orangefield Presbyterian Church,,464 Castlereagh Road,Belfast,BT5 6BH,4,372379,337182,16/12/2015
Colin Sure Start,,Dunmurry,4 Colinbrook Green,Poleglass,BT17 0PQ,5,370688,327761,20/11/2015
Kids First,,,50 Kingsway,Belfast,BT10 0LF,5,,,13/08/2015
Little Piggies Daycare,,,533 Antrim Road,Belfast,BT15 3BS,5,377116,333238,31/03/2015
Kids @ BT9,,,58 Ulsterville Avenue,Belfast,BT9 7AQ,5,372705,332813,06/12/2014
Manor Street Cliftonville Community Group,,,60-64 Manor Street,Belfast,BT14 6DW,5,375915,332903,13/02/2015
Shankill Sure Start,,,60 Shankill Road,Belfast,BT13 2BB,5,374753,332919,05/03/2013
Early Years Day Care,,,60 Shankill Road,Belfast,BT13 2BB,5,374753,332919,10/10/2014
Stormont Pre-School Playgroup,Stormont Presbyterian Church,,618 Upper Newtownards Road,Belfast,BT4 3HH,5,373968,339297,18/02/2015
YOUNG ONES (DAY NURSERY),,Castlereagh,61 Church Road,,BT6 9SA,5,371080,337508,10/05/2015
Over the Rainbow,,,67 Eglantine Avenue,Belfast,BT9 6EW,5,372266,333103,23/07/2014
THE LEARNING TREE PLAYGROUP,,Castlereagh,69 Church Road,,BT6 9SA,5,370954,337437,10/05/2015
Stepping Stones Nursey Group,,,722 Antrim Road,Newtownabbey,BT36 7PG,4,379957,333082,18/06/2015
Start Smart Daycare,,,72 Rockmore Road,Belfast,BT12 7PD,5,373205,331166,09/12/2014
Little Hands Little Feet Ltd,Gate Lodge,,73A Malone Road,Belfast,BT9 6SB,5,371906,333139,16/10/2015
Kids Together/sure start,,,76A Corrib Avenue,Belfast,BT11 9JD,4,371449,328720,20/10/2015
Thorndale Family Centre Playgroup,,,8 Duncairn Avenue,Belfast,BT14 6BP,5,,,03/11/2015
Glenbrook Surestart,,,Alliance Road,Belfast,,5,,,20/11/2015
Play and Learn Playgroup,Holy Cross Girls' Primary School,,Ardoyne Road,Belfast,BT14 7HZ,5,376575,331263,16/09/2015
Small Wonders Day Care,St Michael's Parish (C Of I) Church,,Craven Street,Belfast,BT13 1JJ,5,374894,332826,17/06/2014
South City After Schools & Little Teddies Pre-School,"Hall, Methodist Church",,Donegall Road,Belfast,BT12 6FR,4,373136,332393,18/02/2015
First Steps Play Group,Tullycarnet Primary School,,Kings Road,Belfast,BT5 7EH,5,373230,340410,11/08/2013
Malone Kindergarden - Simply Me,Kings Hall Complex,,Kings Hall Complex,,,5,,,11/03/2015
Aisling After Schools (90600595),,Dunmurry,Lagmore Drive,,BT17 0TD,3,,,10/05/2015
Tiny Steps Programme for two year olds,,,Legmail Street,Belfast,BT14 8AW,5,376906,330839,18/11/2015
Glenbrook Surestart,,,Ligoniel Road,Belfast,,5,,,20/11/2015
Glenbrook Surestart,,,Oldpark Avenue,Belfast,,4,,,24/11/2015
Bright Minds @ Braniel,Braniel Primary School,Belfast,Ravenswood Park,,BT5 7JU,5,372013,338387,24/11/2014
St Peters Nursery School After School Club,,,Servia Street,Belfast,BT12 4EJ,4,374010,332739,27/09/2013
ROISIN BAN PLAYGROUP,,Dunmurry,St Lukes Primary School,,BT17 0RL,5,,,13/06/2014
LITTLE SAINTS OUT OF SCHOOLS,,Dunmurry,Summerhill Drive,,BT17 0TH,5,,,26/11/2014
DAISY DAYCARE,,Dunmurry,Unit2 30-31 Colin Road,Poleglass,BT17 0LG,4,,,22/04/2015
Brefne Nursery,,,111 Salisbury Avenue,Belfast,BT15 5EB,5,377761,332959,27/11/2014
Flutterbies Playgroup,Cregagh Methodist Church,,28 Cregagh Road,Belfast,BT6 9EQ,5,372758,335908,19/12/2014
Holy Cross Pre-School,,,3A Flax Street,Belfast,BT14 7EJ,5,375866,332069,17/09/2014
Kids Korner Day Nursery,,,460 Ravenhill Road,Belfast,BT6 0BU,5,372204,335051,08/10/2015
YMCA Day Nursery,,,56 Knightsbridge Park,Belfast,BT9 5EH,5,370604,333376,07/07/2015
Kinderkids,Ashton Centre,,5 Churchill Street,Belfast,BT15 2BP,5,375453,333514,18/08/2014
Careers 'N' Kids,,,81 Percy Street,Belfast,BT13 2HT,4,374369,332850,12/03/2015
East Belfast Sure Start,,,122 Albertbridge Road,Belfast,BT5 4GS,4,373913,335473,24/02/2014
Tender Loving care,,,152 Cavehill Road,Belfast,BT15 5EX,4,377847,332616,19/08/2015
Kinder Kids Daycare,,,22 Cliftonville Road,Belfast,BT14 6JX,5,375925,333235,22/04/2015
Queens University Childcare Services,,,1 Rugby Road,Belfast,BT7 1PS,5,372666,333825,09/11/2015
Buddies,,,26 Upper Malone Road,Belfast,BT9 5NA,5,369375,331684,09/12/2014
Lil Butterflies Day Nursery,,,13 Barrack Street,Belfast,BT12 4AH,5,,,18/11/2014
Roden Street Playgroup,,,162 Grosvenor Road,Belfast,BT12 5AT,5,373745,332952,17/12/2015
Knocknagoney Community Centre,,,41A Knocknagoney Drive,Belfast,BT4 2QF,4,376395,338735,29/05/2013
BELVOIR ACTIVITY CENTRE,Belvoir Activity Centre,,108 Belvoir Drive,,BT8 4DT,5,,,17/02/2014
Ardnavally Scout  Activity Centre,,Belfast,109 Old Milltown Road,,BT8 7SP,5,368706,333027,01/08/2015
CASTLEREAGH COMMUNITY CENTRE,Castlereagh Community Centre,,117 Clonduff Drive,,BT6 9NT,5,,,03/09/2015
BRANIEL COMMUNITY CENTRE,Community Centre,Belfast,60 Warren Grove,,BT5 7PX,5,372249,338971,28/11/2014
TULLYCARNET COMMUNITY CENTRE,Tullycarnet Community Centre,Belfast,Kinross Avenue,,BT5 7GF,4,373466,340577,02/11/2013
HANWOOD RESOURCE CENTRE,,Belfast,Kinross Avenue,,BT5 7GE,5,373366,340597,07/01/2013
CREGAGH YOUTH AND COMMUNITY CENTRE,Cregagh Youth And Community Centre,,Mount Merrion Avenue,,BT6 0FL,2,,,08/12/2014
Friendship House,Presbyterian Church In Ireland,,1-5 Blythe Street,Belfast,BT12 5HU,5,373257,333391,17/11/2015
Falls Women's Centre Creche,,,256-258 Falls Road,Belfast,BT12 6AL,4,373388,331685,15/08/2014
Wave Trauma Centre,Rathvarna House,,5 Chichester Park South,Belfast,BT15 5DW,4,377446,333022,26/11/2014
Shalom House,,,12 Cliftonville Road,Belfast,BT14 6JX,5,375901,333287,08/07/2014
Ballymac Friendship Centre L.C,,,1A Fraser Pass,Belfast,BT4 1BP,3,374505,335390,25/09/2014
Quaker Cottage,Quaker Cottage,,295A Ballygomartin Road,Belfast,BT13 3QX,4,374505,329675,09/08/2015
Montague Centre,Montague Centre,,2 Fallswater Street,Belfast,BT12 6BZ,5,373431,331842,06/02/2015
Braidwater M.S Centre,,,34 Annadale Avenue,Belfast,BT7 3JJ,5,370803,334504,02/12/2015
Tullymore Community Centre,,,37A Tullymore Gardens,Belfast,BT11 8NE,5,371559,329330,25/09/2015
Footprints Womens Centre,,,84a Colinmill,Belfast,BT17 0AR,5,370337,327874,01/07/2015
Iskcon,,,140 Upper Dunmurry Lane,Belfast,BT17 0HE,5,369915,328330,28/06/2015
Blackie River Community Group,,,43 Beechmount Pass,Belfast,BT12 7NW,5,373836,331775,18/09/2015
Concorde Community Centre,,,36 Alliance Road,Belfast,BT14 7JB,5,376681,331283,18/06/2014
Vine Centre,The Vine,,193 Crumlin Road,Belfast,BT14 7AA,5,375483,332625,08/05/2015
Indian Community Centre,,,86 Clifton Street,Belfast,BT13 1AB,4,375139,333411,30/12/2014
TK Maxx, Donegall Arcade,,5-7 Castle Place,Belfast,BT1 1GA,5,374403,333852,11/07/2012
New Look,,,537 Donegall Road,Belfast,BT12 6HW,5,373129,331780,31/10/2013
New Look, Unit 19 Boucher Retail Park,,Boucher Crescent,Belfast,BT12 6HU,5,372172,331497,31/10/2013
River Island,UG19,,Victoria Square,Belfast,BT1 4QG,5,,,23/05/2013
Top Shop,MSU2,,Victoria Square,Belfast,BT1 4QG,5,374164,334137,11/11/2014
New Look Retailers Ltd.,Connswater Shopping Centre,,40 Bloomfield Avenue,Belfast,BT5 5LP,5,374002,336456,06/03/2013
New Look,Yorkgate Shopping Centre,,100-150 York Street,Belfast,BT15 1WA,5,375412,334000,10/09/2013
New Look,Fountain House,,19 Donegall Place,Belfast,BT1 5AB,5,374212,333794,24/05/2013
New Look,Castlecourt,,Royal Avenue,Belfast,BT1 1AL,4,374449,333548,31/10/2013
Clarence Court Staff Restaurant,Clarence Court,,10-18 Adelaide Street,Belfast,BT2 8GB,5,373797,333979,09/03/2014
Currie Primary School,,,111-113 Limestone Road,Belfast,BT15 3AB,5,376229,333658,16/05/2014
Caterpillar (Factory Canteen),,,11 Millennium Way,Belfast,BT12 7AL,5,374244,331512,03/06/2014
Belfast Telegragh,,,124-144 Royal Avenue,Belfast,BT1 1DN,4,374746,333755,15/05/2014
Danske Bank,,,14 Donegall Square West,,BT1 6JS,4,,,11/12/2015
Tesco Staff Canteen,,,160-220 Castlereagh Road,Belfast,BT5 5FT,5,,,28/10/2014
Unison,,,165 York Street,Belfast,BT15 1AL,4,375308,334141,12/03/2014
Sodexo Staff Restaurant @ Lislea Drive,,,18 Lislea Drive,Belfast,BT9 7JG,5,371232,331763,18/02/2014
St Mary's University College,,,191 Falls Road,Belfast,BT12 6FE,5,373568,331824,10/06/2015
Dantes Foodservice Ltd,"Department of Social Development, The Lighthouse",,1 Cromac Place,Belfast,BT7 2JB,,373443,334352,
Allied Bakeries (Canteen),,,2-12 Orby Link,Belfast,BT5 5HW,5,373178,336389,14/03/2013
Aramark Canteen at Tesco C.D.C.,"Unit 7, Boucher Business Centre",,2-6 Apollo Road,Belfast,BT12 6HP,5,372235,332102,21/05/2014
"Lagan Construction, Rosemount House",,,21-23 Sydenham Road,Belfast,BT3 9HA,5,374716,335074,28/07/2014
Survitec,,Dunmurry,254-256 Kingsway,,BT17 9AF,4,368422,328863,18/10/2013
Capita,,,27 Clarendon Road,Belfast,BT1 3BG,5,375157,334550,08/04/2014
C.C.E.A.,Clarendon Dock,,29 Clarendon Road,Belfast,BT1 3BG,5,375181,334626,03/12/2015
Cafe Four (Isaac Agnew),,,2 Boucher Crescent,Belfast,BT12 6HU,5,372407,331754,02/03/2015
CAMPBELL CATERING - ARAMARK AT SANGERS,,Castlereagh,2 Marshalls Road,,BT5 6SR,5,372289,337118,23/01/2014
PSNI LISNASHARRAGH (SODEXHO),Psni Lisnasharragh (Sodexho),,40 Montgomery Road,,BT6 9HL,5,,,13/01/2014
Cafe Legal,Laganside Courts,,45 Oxford Street,Belfast,BT1 3LL,4,374195,334325,27/10/2014
Harbour Commissioners,,,4 Corporation Square,Belfast,BT1 3AL,5,,,13/01/2014
Riverside Towers,,,5 Lanyon Place,Belfast,BT1 3BT,5,374017,334581,09/07/2015
Restaurants Associates,Citi Gateways Offices,,60-62 Sydenham Road,Belfast,BT3 9DP,,374829,335012,
BBC,Blackstaff House,,62-64 Great Victoria Street,Belfast,BT2 7BB,5,373690,333613,08/07/2014
SODEXO LTD,,,7-9 Alanbrooke Road,Belfast,BT6 9HB,5,372095,336669,11/04/2014
Isaac Agnew Audi - Belfast Audi,,,80 Sydenham Road,Belfast,BT3 9DP,4,374850,335515,18/11/2015
Price Waterhouse Coopers,Waterfront Plaza,,8 Laganbank Road,Belfast,BT1 3BS,5,374030,334696,10/08/2014
Sodexo at Allstate,,,9 Lanyon Place,Belfast,BT1 3FJ,5,373946,334440,29/07/2015
"Wing Production Unit, Bombardier Aerospace",,,Airport Road West,Belfast,BT3 9DY,5,,,15/01/2014
Russell Cellars Work Canteen,,Castlereagh,Alanbrooke Road,,BT6 9PR,5,,,10/02/2014
40 Signals Squadrin TA Centre,T A Centre,,Clonaver Crescent South,Belfast,BT4 2EY,5,374940,337640,08/06/2015
Sodexo at Diageo,Diageo Staff Canteen,,Marshalls Road,,BT5 6SL,5,,,24/02/2014
Musgrave Cash & Carry Canteen,Musgrave Cash & Carry,,O 15 Dargan Crescent,Belfast,BT3 9HJ,4,377280,334866,29/10/2014
Bombardier Queens Island,,,Queens Island,Belfast,BT3 9DZ,5,,,15/01/2014
Dundonald House,,,Stormont Estate,Belfast,BT4 3SS,5,374483,340381,21/05/2014
Stormont Castle,Stormont Castle,,Stormont Estate,Belfast,BT4 3TT,5,374483,340381,24/03/2015
Colby House,Colby House,,Stranmillis Court,Belfast,BT9 5BJ,5,371839,333771,22/07/2014
Stenaline Superfast VII,Victoria Terminal 4,,West Bank Road,Belfast,BT3 9JL,5,378294,336759,05/07/2015
Stena Superfast VIII,Victoria Terminal 4,,Westbank Road,Belfast,BT3 9JL,5,,,25/11/2014
