ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091435
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096505
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096514
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096515
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,03/02/2017,614.12 ,RESIDENTIAL LONG TERM,V001091177
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,03/02/2017,614.12 ,RESIDENTIAL LONG TERM,V001091471
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,17/02/2017,614.12 ,RESIDENTIAL LONG TERM,V001096224
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,17/02/2017,614.12 ,RESIDENTIAL LONG TERM,V001096555
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,03/02/2017,675.34 ,ASSESSMENT CARE,V001091619
ROCHDALE BOROUGH COUNCIL,13/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,13/02/2017,3658.90 ,RESIDENTIAL LONG TERM,V001094833
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,ELDERCARE LANCS LIMITED,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001090810
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,ELDERCARE LANCS LIMITED,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001095866
ROCHDALE BOROUGH COUNCIL,15/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE UK LTD,15/02/2017,5891.02 ,TELEPHONE EXPENDITURE,V001094882
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,03/02/2017,554.20 ,RESIDENTIAL LONG TERM,V001091087
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,17/02/2017,554.20 ,RESIDENTIAL LONG TERM,V001096132
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,03/02/2017,576.28 ,RESIDENTIAL LONG TERM,V001090840
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,17/02/2017,576.28 ,RESIDENTIAL LONG TERM,V001095895
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,03/02/2017,566.14 ,RESIDENTIAL LONG TERM,V001091187
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,17/02/2017,566.14 ,RESIDENTIAL LONG TERM,V001096233
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091545
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096639
ROCHDALE BOROUGH COUNCIL,23/02/2017,EARLY HELP AND SCHOOLS,ELKLAN TRAINING LTD,23/02/2017,977.50 ,ACTIVITIES,V001098132
ROCHDALE BOROUGH COUNCIL,24/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,EMBARCADERO TECHNOLOGIES EUROPE LIMITED,24/02/2017,1148.81 ,SOFTWARE,V001098224
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,EMBRACE ALL LIMITED,03/02/2017,575.64 ,RESIDENTIAL LONG TERM,V001091281
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,EMBRACE ALL LIMITED,17/02/2017,575.64 ,RESIDENTIAL LONG TERM,V001096330
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,EMBRACE ALL LIMITED,03/02/2017,831.14 ,NURSING LONG TERM,V001091461
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,EMBRACE ALL LIMITED,17/02/2017,831.14 ,NURSING LONG TERM,V001096536
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,EMBRACE ALL LIMITED,03/02/2017,619.54 ,RESIDENTIAL LONG TERM,V001090818
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,EMBRACE ALL LIMITED,17/02/2017,619.54 ,RESIDENTIAL LONG TERM,V001095873
ROCHDALE BOROUGH COUNCIL,03/02/2017,EARLY HELP AND SCHOOLS,EMMA GORDON TUTORING,03/02/2017,770.00 ,OTHER EST - SEN PROVISION,V001088477
ROCHDALE BOROUGH COUNCIL,20/02/2017,EARLY HELP AND SCHOOLS,EMMA GORDON TUTORING,20/02/2017,770.00 ,OTHER EST - SEN PROVISION,V001098048
ROCHDALE BOROUGH COUNCIL,10/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,EMO OIL LIMITED,10/02/2017,4969.80 ,OIL,V001092484
ROCHDALE BOROUGH COUNCIL,16/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,EMO OIL LIMITED,16/02/2017,28530.00 ,TRANSACTIONS-EXPENDITURE,V001095599
ROCHDALE BOROUGH COUNCIL,01/02/2017,EARLY HELP AND SCHOOLS,ENLIGHTENING,01/02/2017,2695.91 ,ACTIVITIES,V001085443
ROCHDALE BOROUGH COUNCIL,16/02/2017,EARLY HELP AND SCHOOLS,ENTERPRISE FLEX-E-RENT,16/02/2017,783.77 ,EXTERNAL HIRE,V001092594
ROCHDALE BOROUGH COUNCIL,08/02/2017,PROPERTY AND HIGHWAYS,ENTERPRISE FLEX-E-RENT,08/02/2017,605.90 ,EQUIPMENT - GENERAL,V001092601
ROCHDALE BOROUGH COUNCIL,08/02/2017,PROPERTY AND HIGHWAYS,ENTERPRISE FLEX-E-RENT,08/02/2017,765.69 ,EQUIPMENT - GENERAL,V001092602
ROCHDALE BOROUGH COUNCIL,08/02/2017,PROPERTY AND HIGHWAYS,ENTERPRISE FLEX-E-RENT,08/02/2017,2524.16 ,EQUIPMENT - GENERAL,V001092595
ROCHDALE BOROUGH COUNCIL,23/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,ENTERPRISE FLEX-E-RENT,23/02/2017,3394.41 ,TRANSACTIONS-EXPENDITURE,V001098981
ROCHDALE BOROUGH COUNCIL,13/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,ENTERPRISE MANCHESTER PARTNERSHIP LTD,13/02/2017,798.63 ,REFUSE DISPOSAL,V001085326
ROCHDALE BOROUGH COUNCIL,17/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,ENTERPRISE MANCHESTER PARTNERSHIP LTD,17/02/2017,798.63 ,REFUSE DISPOSAL,V001092708
ROCHDALE BOROUGH COUNCIL,13/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,ENTERPRISE MANCHESTER PARTNERSHIP LTD,13/02/2017,598.00 ,CONTRACTED SERVICES,V001085187
ROCHDALE BOROUGH COUNCIL,17/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,ENTERPRISE MANCHESTER PARTNERSHIP LTD,17/02/2017,598.00 ,CONTRACTED SERVICES,V001092711
ROCHDALE BOROUGH COUNCIL,17/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,ENTERPRISE MANCHESTER PARTNERSHIP LTD,17/02/2017,725.40 ,CONTRACTED SERVICES,V001092715
ROCHDALE BOROUGH COUNCIL,17/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,ENTERPRISE MANCHESTER PARTNERSHIP LTD,17/02/2017,1071.87 ,CONTRACTED SERVICES,V001092716
ROCHDALE BOROUGH COUNCIL,01/02/2017,PROPERTY AND HIGHWAYS,ENVIRONMENT AGENCY,01/02/2017,24178.75 ,ENVIRONMENTAL AGENCY FLOOD DEFENCE LEVY,V001085435
ROCHDALE BOROUGH COUNCIL,16/02/2017,EARLY HELP AND SCHOOLS,EQUILIBRIUM & ENABLEMENT LIMITED,16/02/2017,3780.00 ,ACTIVITIES,V001094222
ROCHDALE BOROUGH COUNCIL,27/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,EVERYTHING EVERYWHERE LIMITED,27/02/2017,770.94 ,TRANSACTIONS-EXPENDITURE,V001090014
ROCHDALE BOROUGH COUNCIL,14/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,EVERYTHING EVERYWHERE LIMITED,14/02/2017,1097.84 ,TRANSACTIONS-EXPENDITURE,V001093803
ROCHDALE BOROUGH COUNCIL,14/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,EVERYTHING EVERYWHERE LIMITED,14/02/2017,1168.12 ,TRANSACTIONS-EXPENDITURE,V001081218
ROCHDALE BOROUGH COUNCIL,14/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,EVERYTHING EVERYWHERE LIMITED,14/02/2017,1377.71 ,TRANSACTIONS-EXPENDITURE,V001093801
ROCHDALE BOROUGH COUNCIL,14/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,EVERYTHING EVERYWHERE LIMITED,14/02/2017,2014.57 ,TRANSACTIONS-EXPENDITURE,V001093802
ROCHDALE BOROUGH COUNCIL,21/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,EVERYTHING EVERYWHERE LIMITED,21/02/2017,2505.72 ,TRANSACTIONS-EXPENDITURE,V001090012
ROCHDALE BOROUGH COUNCIL,21/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,EVERYTHING EVERYWHERE LIMITED,21/02/2017,6344.83 ,TRANSACTIONS-EXPENDITURE,V001090156
ROCHDALE BOROUGH COUNCIL,20/02/2017,EARLY HELP AND SCHOOLS,EVIDENCE BASED PSYCHOLOGY HUB LTD,20/02/2017,4800.00 ,ACTIVITIES,V001094750
ROCHDALE BOROUGH COUNCIL,20/02/2017,EARLY HELP AND SCHOOLS,EVIDENCE BASED PSYCHOLOGY HUB LTD,20/02/2017,6400.00 ,ACTIVITIES,V001094750
ROCHDALE BOROUGH COUNCIL,15/02/2017,CHILDREN’S SOCIAL CARE,EXCEL FOSTERING,15/02/2017,3250.35 ,FOSTER PARENTS BASIC ALLOWANCE,V001095320
ROCHDALE BOROUGH COUNCIL,15/02/2017,FINANCE SERVICES,EXPERIAN LIMITED,15/02/2017,2000.00 ,CONTRACTED SERVICES,V001092672
ROCHDALE BOROUGH COUNCIL,28/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,EXQUIP NETWORK SERVICES LTD,28/02/2017,5532.84 ,TRANSACTIONS-EXPENDITURE,V001098985
ROCHDALE BOROUGH COUNCIL,23/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,F BRIERLEY & SON LIMITED,23/02/2017,3080.00 ,REPAIRS & ALTS OF BUILDINGS,V001098216
ROCHDALE BOROUGH COUNCIL,06/02/2017,FINANCE SERVICES,F R MARGISON,06/02/2017,634.25 ,MEDICAL FEES,V001092153
ROCHDALE BOROUGH COUNCIL,09/02/2017,EARLY HELP AND SCHOOLS,F S MOULT & SON,09/02/2017,1275.15 ,REPAIRS & ALTS OF BUILDINGS,V001090086
ROCHDALE BOROUGH COUNCIL,09/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,F S MOULT & SON,09/02/2017,1900.00 ,PROPERTY REFURBISHMENT (HOUSING),V001093822
ROCHDALE BOROUGH COUNCIL,09/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,F S MOULT & SON,09/02/2017,6000.00 ,PROPERTY REFURBISHMENT (HOUSING),V001093822
ROCHDALE BOROUGH COUNCIL,10/02/2017,PROPERTY AND HIGHWAYS,F S MOULT & SON,10/02/2017,690.00 ,TRANSACTIONS-EXPENDITURE,V001090151
ROCHDALE BOROUGH COUNCIL,10/02/2017,PROPERTY AND HIGHWAYS,F S MOULT & SON,10/02/2017,1800.00 ,TRANSACTIONS-EXPENDITURE,V001090151
ROCHDALE BOROUGH COUNCIL,28/02/2017,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,28/02/2017,911.49 ,MAINTENANCE,V001092188
ROCHDALE BOROUGH COUNCIL,24/02/2017,LEARNING DIS & MENTAL HEALTH,FACE RECORDING & MEASUREMENT SYSTEMS LTD,24/02/2017,8152.45 ,IT MAINTENANCE,V001098986
ROCHDALE BOROUGH COUNCIL,15/02/2017,CHILDREN’S SOCIAL CARE,FAMILIES @ FAMILYCARE LTD,15/02/2017,3702.33 ,FOSTER PARENTS BASIC ALLOWANCE,V001095321
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,FERN BANK REST HOME,03/02/2017,847.70 ,RESIDENTIAL LONG TERM,V001091139
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,FERN BANK REST HOME,17/02/2017,847.70 ,RESIDENTIAL LONG TERM,V001096187
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,FERN BANK REST HOME,03/02/2017,1433.00 ,RESIDENTIAL LONG TERM,V001091119
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,FERN BANK REST HOME,03/02/2017,1433.00 ,RESIDENTIAL LONG TERM,V001091458
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,FERN BANK REST HOME,17/02/2017,1433.00 ,RESIDENTIAL LONG TERM,V001096164
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,FERN BANK REST HOME,17/02/2017,1433.00 ,RESIDENTIAL LONG TERM,V001096533
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FERN BANK REST HOME,03/02/2017,766.60 ,RESIDENTIAL LONG TERM,V001090676
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FERN BANK REST HOME,17/02/2017,766.60 ,RESIDENTIAL LONG TERM,V001095733
ROCHDALE BOROUGH COUNCIL,01/02/2017,FINANCE SERVICES,FERNS REMOVALS,01/02/2017,560.00 ,ACTIVITIES,V001088000
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIDELITY RESIDENTIAL LIMITED,03/02/2017,541.08 ,RESIDENTIAL LONG TERM,V001091399
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIDELITY RESIDENTIAL LIMITED,17/02/2017,541.08 ,RESIDENTIAL LONG TERM,V001096455
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/02/2017,578.94 ,RESIDENTIAL LONG TERM,V001090766
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,578.94 ,RESIDENTIAL LONG TERM,V001095816
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/02/2017,595.16 ,RESIDENTIAL LONG TERM,V001091356
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,595.16 ,RESIDENTIAL LONG TERM,V001096416
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091407
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096465
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/02/2017,616.12 ,RESIDENTIAL LONG TERM,V001091262
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,616.12 ,RESIDENTIAL LONG TERM,V001096291
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/02/2017,505.26 ,RESIDENTIAL LONG TERM,V001091550
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,505.26 ,RESIDENTIAL LONG TERM,V001096648
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/02/2017,515.68 ,RESIDENTIAL LONG TERM,V001090614
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,515.68 ,RESIDENTIAL LONG TERM,V001095673
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,539.82 ,RESIDENTIAL LONG TERM,V001096769
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,539.82 ,RESIDENTIAL LONG TERM,V001096770
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,539.82 ,RESIDENTIAL LONG TERM,V001096771
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,539.82 ,RESIDENTIAL LONG TERM,V001096772
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,539.82 ,RESIDENTIAL LONG TERM,V001096773
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,539.82 ,RESIDENTIAL LONG TERM,V001096774
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,539.82 ,RESIDENTIAL LONG TERM,V001096775
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/02/2017,557.40 ,RESIDENTIAL LONG TERM,V001091067
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,557.40 ,RESIDENTIAL LONG TERM,V001096124
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/02/2017,566.40 ,RESIDENTIAL LONG TERM,V001090942
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,566.40 ,RESIDENTIAL LONG TERM,V001095995
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/02/2017,594.12 ,RESIDENTIAL LONG TERM,V001091289
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001090793
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001090824
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001090981
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091099
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001095848
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001095878
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096140
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/02/2017,600.12 ,RESIDENTIAL LONG TERM,V001091400
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,600.12 ,RESIDENTIAL LONG TERM,V001096458
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/02/2017,602.12 ,RESIDENTIAL LONG TERM,V001091427
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,602.12 ,RESIDENTIAL LONG TERM,V001096495
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,736.73 ,ASSESSMENT CARE,V001096695
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/02/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001096309
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,FIELDHOUSE NURSING HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001090946
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,FIELDHOUSE NURSING HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096005
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,523.00 ,RESIDENTIAL LONG TERM,V001096568
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,537.04 ,RESIDENTIAL LONG TERM,V001096328
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,537.04 ,RESIDENTIAL LONG TERM,V001096329
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,605.30 ,RESIDENTIAL LONG TERM,V001096569
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,605.30 ,RESIDENTIAL LONG TERM,V001096570
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,605.30 ,RESIDENTIAL LONG TERM,V001096571
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,675.34 ,SHORT TERM CARE - RESIDENTIAL,V001096753
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,519.46 ,RESIDENTIAL LONG TERM,V001096614
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,519.46 ,RESIDENTIAL LONG TERM,V001096615
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,523.46 ,RESIDENTIAL LONG TERM,V001096057
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,523.46 ,RESIDENTIAL LONG TERM,V001096058
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,539.86 ,RESIDENTIAL LONG TERM,V001096456
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,539.86 ,RESIDENTIAL LONG TERM,V001096457
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,564.28 ,RESIDENTIAL LONG TERM,V001096697
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,564.28 ,RESIDENTIAL LONG TERM,V001096698
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,565.44 ,RESIDENTIAL LONG TERM,V001096097
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,565.44 ,RESIDENTIAL LONG TERM,V001096098
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,565.92 ,RESIDENTIAL LONG TERM,V001096640
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,565.92 ,RESIDENTIAL LONG TERM,V001096641
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,580.98 ,RESIDENTIAL LONG TERM,V001096521
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/02/2017,580.98 ,RESIDENTIAL LONG TERM,V001096522
