Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Purpose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931, 15/10/2015,�132.80,EST0265621,No,N/A,N,N/A
Pendle Borough Council,Directorate,Indirect Employee Expenses,1201,Emp : Practising Certificates,THE ASSOCIATION OF ELECTORAL ADMINISTRATORS,A0040939, 22/10/2015,�95.00,MAN0265833,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4301,Printing & Stationery,ELECTORAL REFORM SERVICES,A0041321, 15/10/2015,�393.64,MAN0265546,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4301,Printing & Stationery,ELECTORAL REFORM SERVICES,A0041321, 29/10/2015,�506.39,DAL0265968,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4501,Postages,ELECTORAL REFORM SERVICES,A0041321, 15/10/2015,�938.68,MAN0265546,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4501,Postages,ELECTORAL REFORM SERVICES,A0041321, 22/10/2015,"�2,655.66",MAN0265834,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,Redacted - Personal Data,A0041674, 15/10/2015,�5.44,REG0265550,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,Redacted - Personal Data,A0041674, 08/10/2015,�16.66,REG0265152,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,COUNTRYWIDE COURIERS,A0042116, 01/10/2015,�61.60,OPS0265180,No,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4706,Subscriptions & Donations,COUNCIL FOR VOLUNTARY SERVICE,A0042503, 08/10/2015,"�7,500.00",COR0265432,Yes,225922,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4601,Seminars etc All Costs,HYNDBURN BOROUGH COUNCIL,A0043618, 08/10/2015,�100.00,ENV0265480,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,M J RUSHTON,A0043864, 15/10/2015,�75.00,PCO0265566,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,M J RUSHTON,A0043864, 01/10/2015,�390.00,PCO0265225,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,M J RUSHTON,A0043864, 15/10/2015,�45.00,PCO0265566,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 08/10/2015,�20.00,OPS0265405,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 08/10/2015,�20.00,OPS0265405,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 08/10/2015,�40.00,OPS0265405,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 15/10/2015,�100.00,OPS0265648,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 15/10/2015,�110.00,OPS0265648,No,N/A,N,N/A
Pendle Borough Council,Operational Services,,PD03,Paid in the Year,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 08/10/2015,�160.00,OPS0265401,No,N/A,N,N/A
Pendle Borough Council,Operational Services,,PD03,Paid in the Year,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 08/10/2015,�200.00,OPS0265401,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,E.ON UK PLC,A0044040, 29/10/2015,�54.38,AAS0265924,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,E.ON UK PLC,A0044040, 15/10/2015,�245.50,EST0265630,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4705,Other Expenses,E.ON UK PLC,A0044040, 15/10/2015,-�733.52,HED0265583,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4705,Other Expenses,E.ON UK PLC,A0044040, 15/10/2015,�380.70,HED0265583,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4705,Other Expenses,E.ON UK PLC,A0044040, 15/10/2015,�412.15,HED0265583,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,NPOWER LTD,A0044051, 01/10/2015,�84.96,EST0265269,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,NPOWER LTD,A0044051, 01/10/2015,�532.81,EST0265268,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,NPOWER LTD,A0044051, 01/10/2015,�549.02,EST0265266,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,NPOWER LTD,A0044051, 01/10/2015,�554.93,EST0265265,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4705,Other Expenses,BURNLEY BOROUGH COUNCIL,A0044855, 15/10/2015,�300.00,HED0265584,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,GO PLANT LIMITED,A0045105, 08/10/2015,�132.50,OPS0265396,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�0.05,OPS0265779,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 15/10/2015,�42.18,OPS0265678,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 01/10/2015,�119.73,OPS0265165,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�184.71,OPS0265697,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�32.15,OPS0265779,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�32.15,OPS0265779,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�32.15,OPS0265779,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 01/10/2015,�188.17,OPS0265169,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�32.15,OPS0265779,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�32.15,OPS0265779,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 01/10/2015,�109.00,OPS0265163,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�28.76,OPS0265699,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�32.15,OPS0265779,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 01/10/2015,�503.00,OPS0265178,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�32.15,OPS0265779,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�121.88,OPS0265696,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�32.15,OPS0265779,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 01/10/2015,�14.02,OPS0265174,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�32.15,OPS0265779,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 01/10/2015,�28.87,OPS0265164,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�32.15,OPS0265779,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�32.15,OPS0265779,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 01/10/2015,�106.20,OPS0265173,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 01/10/2015,�119.60,OPS0265167,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�32.15,OPS0265779,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�168.75,OPS0265698,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�14.35,OPS0265692,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 15/10/2015,�622.25,OPS0265683,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�32.15,OPS0265779,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 01/10/2015,�103.55,OPS0265175,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�210.33,OPS0265691,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 15/10/2015,�6.63,OPS0265685,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 01/10/2015,�36.88,OPS0265155,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 01/10/2015,�217.55,OPS0265159,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 15/10/2015,�41.83,OPS0265680,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 01/10/2015,�51.91,OPS0265301,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�369.42,OPS0265693,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 01/10/2015,�143.48,OPS0265162,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 01/10/2015,�285.22,OPS0265171,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�313.62,OPS0265690,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 22/10/2015,�334.43,OPS0265761,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 01/10/2015,�55.86,OPS0265177,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 15/10/2015,�67.75,OPS0265686,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,GO PLANT LIMITED,A0045105, 01/10/2015,�26.40,OPS0265156,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 01/10/2015,�41.83,OPS0265168,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 15/10/2015,�58.33,OPS0265682,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 01/10/2015,�115.60,OPS0265176,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 01/10/2015,�97.95,OPS0265179,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 22/10/2015,�177.25,OPS0265700,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 01/10/2015,�80.23,OPS0265172,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 01/10/2015,�85.83,OPS0265160,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 15/10/2015,�99.84,OPS0265681,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 01/10/2015,�83.63,OPS0265166,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 22/10/2015,�85.83,OPS0265694,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 15/10/2015,�85.83,OPS0265679,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 01/10/2015,�51.75,OPS0265157,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 22/10/2015,�319.56,OPS0265695,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 22/10/2015,�107.85,OPS0265760,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 01/10/2015,�80.20,OPS0265161,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 01/10/2015,�41.83,OPS0265158,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 01/10/2015,�310.25,OPS0265170,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 15/10/2015,�41.83,OPS0265684,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 22/10/2015,�61.70,OPS0265792,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 15/10/2015,�85.83,OPS0265687,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 15/10/2015,�74.83,OPS0265688,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3204,Tyres,GO PLANT LIMITED,A0045105, 22/10/2015,�77.03,OPS0265689,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,GO PLANT LIMITED,A0045105, 22/10/2015,"�65,374.88",OPS0265742,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4304,Reference Books Acts,HAMMICKS LEGAL INFORMATION SERVICES,A0045271, 08/10/2015,�284.00,DAL0265400,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4705,Other Expenses,Redacted - Personal Data,A0045403, 15/10/2015,�35.41,ENV0265666,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4508,Mobile Phones,PLUSNET TECHNOLOGIES LIMITED,A0045646, 30/10/2015,�15.00,AAS0266032,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,SUTCLIFFE PLAY LTD,A0045788, 22/10/2015,�409.20,PCO0265735,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,1201,Emp : Practising Certificates,BARCLAYCARD COMMERCIAL,A0045954, 22/10/2015,�352.00,AAS0265574,No,N/A,Y,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,1201,Emp : Practising Certificates,BARCLAYCARD COMMERCIAL,A0045954, 22/10/2015,�352.00,AAS0265574,No,N/A,Y,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,1201,Emp : Practising Certificates,BARCLAYCARD COMMERCIAL,A0045954, 22/10/2015,�352.00,AAS0265574,No,N/A,Y,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,1211,Training,BARCLAYCARD COMMERCIAL,A0045954, 22/10/2015,�47.75,AAS0265840,No,N/A,Y,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BARCLAYCARD COMMERCIAL,A0045954, 22/10/2015,�390.00,AAS0265737,No,N/A,Y,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3105,Tprt : Repairs : General,BARCLAYCARD COMMERCIAL,A0045954, 22/10/2015,�167.50,AAS0265737,No,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4003,EFM : Other Equipment,BARCLAYCARD COMMERCIAL,A0045954, 22/10/2015,-�0.10,AAS0265839,No,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4003,EFM : Other Equipment,BARCLAYCARD COMMERCIAL,A0045954, 22/10/2015,�0.10,AAS0265839,No,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4003,EFM : Other Equipment,BARCLAYCARD COMMERCIAL,A0045954, 22/10/2015,�103.16,AAS0265737,No,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4003,EFM : Other Equipment,BARCLAYCARD COMMERCIAL,A0045954, 22/10/2015,�152.73,AAS0265739,No,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4301,Printing & Stationery,BARCLAYCARD COMMERCIAL,A0045954, 22/10/2015,�35.00,AAS0265574,No,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4403,Court Fees,BARCLAYCARD COMMERCIAL,A0045954, 22/10/2015,�280.00,AAS0265574,No,N/A,Y,N/A
