Publisher Label,Publisher URI,"Contract Reference","Title of the Agreement","Directorate or service responsible","Description of goods and services","Procurement classification: CPV code","Procurement classification: CPV label","Procurement classification: Proclass code","Procurement classification: Proclass label","Start date","End date","Review date","Contract value","Irrecoverable VAT","Supplier name","Supplier registered company number","Supplier registered company number Uri","Supplier registered charity number","Supplier registered charity number Uri","SME supplier","VCSE supplier","Tender type"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJLH","Independent NHS Complaints Advocacy Services","Health and Well Being","Independent NHS Complaints Advocacy Services","85312300","Guidance and counselling services","329999","Social Community Care Supplies & Services�",25/03/2013 00:00:00,28/02/2017 00:00:00,28/08/2016 00:00:00,383222,0,"London Borough of Tower Hamlets","",,"",,"No","Yes","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJLJ","Independent NHS Complaints Advocacy Services","Health and Well Being","Independent NHS Complaints Advocacy Services","85312300","Guidance and counselling services","329999","Social Community Care Supplies & Services�",25/03/2013 00:00:00,28/02/2017 00:00:00,25/08/2016 00:00:00,344713,0,"London Borough of Islington","",,"",,"No","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9HDDQQ","Agreement for the Provision of Healthwatch Services","Commissioning Social Care","Agreement for the Provision of Healthwatch Services","98390000","Other services","329999","Social Community Care Supplies & Services�",01/04/2013 00:00:00,31/03/2015 00:00:00,01/10/2014 00:00:00,37800,0,"Your Voice In Health and Social Care","",,"",,"","","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9J3EE8","Contract for the Provision of Care Support Carers information, Rights & Advocacy Servces (Lot1)","Carers Service Commissioning","Contract for the Provision of Care Support Carers information, Rights & Advocacy Servces (Lot1)","98390000","Other services","329999","Social Community Care Supplies & Services�",01/04/2013 00:00:00,31/03/2016 00:00:00,01/01/2016 00:00:00,25599,0,"Crossroadscare Hounslow","3098474","https://beta.companieshouse.gov.uk/company/3098474","",,"No","Yes","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9M8JKN","CCTV Service and Maintenance","REDE","CCTV Service and Maintenance","50610000","Repair and maintenance services of security equipment","221100","Health & Safety�",01/04/2013 00:00:00,31/03/2016 00:00:00,07/09/2015 00:00:00,1217886,0,"GD Security Systems","1805191","https://beta.companieshouse.gov.uk/company/1805191","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9M9KYY","Engineering service contract for Lighting conductors service & maintenance","REDE","Engineering service contract for Lighting conductors service & maintenance","50700000","Repair and maintenance services of building installations","391111","Works - Construction, Repair & Maintenance",01/04/2013 00:00:00,31/03/2016 00:00:00,31/03/2015 00:00:00,2964053,0,"Omega Red Group Ltd","2197902","https://beta.companieshouse.gov.uk/company/2197902","",,"No","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9T7JEU","Contract for the provision of public health services GUM","rede","Contract for the provision of public health services GUM","98390000","Other services","329999","Social Community Care Supplies & Services�",01/04/2013 00:00:00,31/03/2015 00:00:00,31/01/2015 00:00:00,1207100,0,"West Middlesex University Hopsital","",,"",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-A27JNL","Drugs and Alcohol","Public Health","Drugs and Alcohol","85100000","Health services","311600","Healthcare",01/04/2013 00:00:00,04/07/2018 00:00:00,01/11/2017 00:00:00,831500,0,"Cranstoun Drug Services","3306337","https://beta.companieshouse.gov.uk/company/3306337","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-A27JV6","HRCH School Of Nursing","public health","HRCH School Of Nursing","85100000","Health services","311600","Healthcare",01/04/2013 00:00:00,30/09/2015 00:00:00,01/04/2015 00:00:00,1611200,0,"Hounslow and Richmond Community Healthcare NHS Trust","",,"",,"No","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-A27K4E","HRCH Stop smoking and healthy lifestyles","Public Health","HRCH Stop smoking and healthy lifestyles","85100000","Health services","311600","Healthcare",01/04/2013 00:00:00,31/03/2016 00:00:00,01/11/2015 00:00:00,83632.95,0,"Hounslow and Richmond Community Healthcare NHS Trust","",,"",,"No","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-A2CFN8","Corporate Insurance Lots 1 Property, 2- Casualty - 3 Motor, 5 Trustee Indemity","rede","Corporate Insurance Lots 1 Property, 2- Casualty - 3 Motor, 5 Trustee Indemity","66000000","Financial and insurance services","209999","Financial Services",01/04/2013 00:00:00,31/03/2018 00:00:00,01/09/2017 00:00:00,91020,0,"Zurich Municipal","",,"",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJJX","Engineering Service Contract for Bolier Service and Maintenance - Schedule of Rates","REDE","Engineering Service Contract for Bolier Service and Maintenance - Schedule of Rates","50531100","Repair and maintenance services of boilers","399999","Works - Construction, Repair & Maintenance",01/04/2013 00:00:00,31/03/2016 00:00:00,01/03/2015 00:00:00,63014.21,0,"BTU Installation and Maintenance Ltd","",,"",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJJY","Fire Alarms","REDE","Fire Alarms","31625200","Fire-alarm systems","101100","Building Construction Materials",01/04/2013 00:00:00,31/03/2016 00:00:00,01/04/2014 00:00:00,48372,0,"GDT Fire Alarms Ltd","2719543","https://beta.companieshouse.gov.uk/company/2719543","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJJZ","Engineering Service Contract for Catering Equipment Service & maintenance","REDE","Engineering Service Contract for Catering Equipment Service & maintenance","39310000","Catering equipment","111100","Catering",01/04/2013 00:00:00,31/03/2016 00:00:00,01/04/2015 00:00:00,48372,0,"GS Catering Equipment Ltd (T/A GS Group)","1702374","https://beta.companieshouse.gov.uk/company/1702374","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJK2","Engineering Service Contract for Intruder Alarms Service and Maintenance","REDE","Engineering Service Contract for Intruder Alarms Service and Maintenance","31625300","Burglar-alarm systems","101100","Building Construction Materials",01/04/2013 00:00:00,31/03/2016 00:00:00,01/10/2015 00:00:00,47264,0,"GD Security Systems","1805191","https://beta.companieshouse.gov.uk/company/1805191","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJK3","CCTV Service and Maintenance","REDE","CCTV Service and Maintenance","35120000","Surveillance and security systems and devices","C10.1N ES","",01/04/2013 00:00:00,31/03/2016 00:00:00,01/10/2015 00:00:00,288000,0,"GD Security Systems","1805191","https://beta.companieshouse.gov.uk/company/1805191","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJK4","Engineering Service Contract for Emergency Lighting  Service and Maintenance","REDE","Engineering Service Contract for Emergency Lighting  Service and Maintenance","31518200","Emergency lighting equipment","101900","Building Construction Materials",01/04/2013 00:00:00,31/03/2016 00:00:00,01/10/2015 00:00:00,37679.1,0,"Security Elecrical Services Datchet Ltd","4754575","https://beta.companieshouse.gov.uk/company/4754575","",,"","","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJK7","Contract for the provision of Tenants contents insurance","Hounslow Homes","Contract for the provision of Tenants contents insurance","66510000","Insurance services","201800","Financial Services",01/04/2013 00:00:00,31/03/2016 00:00:00,01/10/2015 00:00:00,45000,0,"Thistle Insurance Services Limited","338645","https://beta.companieshouse.gov.uk/company/338645","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJK8","Engineering Service & maintenance Contract For Pressurisation & Booster Pumps","REDE","Engineering Service & maintenance Contract For Pressurisation & Booster Pumps","71333000","Mechanical engineering services","399999","Works - Construction, Repair & Maintenance",01/04/2013 00:00:00,31/03/2016 00:00:00,01/10/2015 00:00:00,25000,0,"BTU Installation and Maintenance Ltd","1561231","https://beta.companieshouse.gov.uk/company/1561231","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJKF","Data Management Services for the Hounslow Connexsions Service","Childrens and adults services","Data Management Services for the Hounslow Connexsions Service","48612000","Database-management system","271430","Information Communication Technology",01/04/2013 00:00:00,31/03/2016 00:00:00,01/10/2015 00:00:00,392000,0,"CfBT EDUCATION TRUST","867944","https://beta.companieshouse.gov.uk/company/867944","270901","http://apps.charitycommission.gov.uk/Showcharity/RegisterOfCharities/CharityWithoutPartB.aspx?RegisteredCharityNumber=270901","No","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJKJ","Voiceability Advocacy","Health and Well Being","Voiceability Advocacy","85312300","Guidance and counselling services","329999","Social Community Care Supplies & Services�",01/04/2013 00:00:00,31/03/2015 00:00:00,01/10/2014 00:00:00,55909,0,"Voiceability","3798884","https://beta.companieshouse.gov.uk/company/3798884","",,"No","Yes","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJKQ","Mayors Office for Policing and Crime","Rede","Mayors Office for Policing and Crime","75241100","Police services","C10.1N ES","",01/04/2013 00:00:00,31/03/2016 00:00:00,01/10/2015 00:00:00,55909,0,"SW1H 0NY,
SME Status not set,
VCS Status not set,","",,"",,"","","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJKT","Access Agreement Independent NHS Complaints Advocacy Services","Health and Well Being","Access Agreement Independent NHS Complaints Advocacy Services","85312300","Guidance and counselling services","329999","Social Community Care Supplies & Services�",01/04/2013 00:00:00,31/03/2015 00:00:00,01/10/2014 00:00:00,55909,0,"Voiceability","3798884","https://beta.companieshouse.gov.uk/company/3798884","",,"No","Yes","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJKU","Access Agreement Independent NHS Complaints Advocacy Services","Health and Well Being","Access Agreement Independent NHS Complaints Advocacy Services","85312300","Guidance and counselling services","329999","Social Community Care Supplies & Services�",01/04/2013 00:00:00,31/03/2015 00:00:00,01/10/2014 00:00:00,75000,0,"Voiceability","3798884","https://beta.companieshouse.gov.uk/company/3798884","",,"No","Yes","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJKV","Access Agreement Independent NHS Complaints Advocacy Services","Health and Well Being","Access Agreement Independent NHS Complaints Advocacy Services","85312300","Guidance and counselling services","329999","Social Community Care Supplies & Services�",01/04/2013 00:00:00,28/02/2017 00:00:00,01/04/2014 00:00:00,25650,0,"London Borough of Brent","",,"",,"No","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJLN","Agreement for the Provision of Adult Social Care","Health and Well Being","Agreement for the Provision of Adult Social Care","85300000","Social work and related services","329999","Social Community Care Supplies & Services�",01/04/2013 00:00:00,31/03/2015 00:00:00,01/09/2014 00:00:00,200000,0,"POhWER","3323040","https://beta.companieshouse.gov.uk/company/3323040","",,"Yes","Yes","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJLQ","Provision of Adult Social Care","Health and Well Being","Provision of Adult Social Care","85300000","Social work and related services","329999","Social Community Care Supplies & Services�",01/04/2013 00:00:00,31/03/2015 00:00:00,01/09/2014 00:00:00,16000,0,"Voiceability","3798884","https://beta.companieshouse.gov.uk/company/3798884","",,"No","Yes","RFQ"
