Account Holder1,Liable From,Rateable Value,% Mandatory relief,% Discretionary relief, % small business rate relief,Empty property,Empty From,Address,Addr2,Addr3,Addr4,Postcode,Exemption reason,Description Code,Property Description,Property reference
CO-OPERATIVE GROUP PENSION FUND TRUSTEES LTD,25/06/2008,2000,0,0,0,Y,25/06/2008,CAR SPACE 5,36 PARK ROW,LEEDS,,LS1 5HG,,CP1,CAR PARKING SPACE AND PREMISES,2051186363301
CO-OPERATIVE GROUP PENSION FUND TRUSTEES LTD,17/05/2013,2000,0,0,0,Y,17/05/2013,CAR SPACE 16 AT,36 PARK ROW,LEEDS,,LS1 5HG,,CP1,CAR PARKING SPACE AND PREMISES,2051186363310
CO-OPERATIVE GROUP PENSION FUND TRUSTEES LTD,12/06/2009,2000,0,0,0,Y,12/06/2009,CAR SPACE 7 AT,36 PARK ROW,LEEDS,,LS1 5HG,,CP1,CAR PARKING SPACE AND PREMISES,2051186476069
CO-OPERATIVE GROUP PENSION FUND TRUSTEES LTD,05/04/2011,2000,0,0,0,Y,05/04/2011,CAR SPACE 8 AT,36 PARK ROW,LEEDS,,LS1 5HG,,CP1,CAR PARKING SPACE AND PREMISES,2051186476080
CO-OPERATIVE GROUP PENSION FUND TRUSTEES LTD,27/10/2011,2000,0,0,0,Y,27/10/2011,CAR SPACE 4 AT,36 PARK ROW,LEEDS,,LS1 5HG,,CP1,Car Parking Space and Premises,2051186643113
BRITISH AIRWAYS PENSION FUND TRUSTEES LTD,07/06/2007,0,0,0,0,Y,07/06/2007,2ND FLOOR NORTH,PENNINE HOUSE,RUSSELL STREET,LEEDS,LS1 5RN,,CO,OFFICES AND PREMISES,2051356353451
CALDEA NOMINEES LTD & PENSIONEER TRUSTEES LTD & NEW HOUSE LEISURE,14/01/2014,47750,0,0,0,Y,01/04/2014,GROUND FLOOR 4320 PARK APPROACH,THORPE PARK,SELBY ROAD,LEEDS,LS15 8GB,,CO,OFFICES AND PREMISES,2115049654992
R M TUNSTALL & S M TUNSTALL TRUSTEES OF CEDARPOINT LTD SSAS,10/09/2013,17250,0,0,0,Y,10/09/2013,57 BRADFORD ROAD,STANNINGLEY,PUDSEY,,LS28 6AT,Industrial Property,IF3,WORKSHOP AND PREMISES,2321954306530
HOBSON & SONS (LONDON) LTD TURNER VIRR & CO LTD,28/03/2008,69000,0,0,0,,,UNIT 6C HELIOS 47,ISABELLA ROAD,GARFORTH,LEEDS,LS25 2HF,Industrial Property,CW,WAREHOUSE AND PREMISES,2275056448261
IMPROVING HEALTH AND WELLBEING UK C.I.C,06/09/2012,6900,0,50,0,,,W2 GREENHOUSE,BEESTON ROAD,LEEDS,,LS11 6AL,,CO,OFFICES AND PREMISES,2050128501612
PPG ARCHITECTURAL COATINGS UK LTD,01/04/2000,28250,0,0,0,,,GND AND PT 1ST FLR,6 CROSS CHANCELLOR STREET,MEANWOOD,LEEDS,LS6 2TG,Industrial Property,CW,WAREHOUSE AND PREMISES,2010425368110
PPG ARCHITECTURAL COATINGS UK LTD,01/04/2000,24000,0,0,0,,,UNIT 2,SYDENHAM ROAD,LEEDS,,LS11 9RU,Industrial Property,CW,WAREHOUSE AND PREMISES,2054295304313
REGENTS FACILITIES MANAGEMENT UK LTD,06/04/2009,18750,0,0,0,,,26 NEW ROAD SIDE,RAWDON,LEEDS,,LS19 6HN,,CO,OFFICES AND PREMISES,2222078328153
PPG ARCHITECTURAL COATINGS UK LTD,01/04/2000,330000,0,0,0,,,KALON GROUP,WIDE LANE,MORLEY,LEEDS,LS27 8AQ,Industrial Property,IF,FACTORY AND PREMISES,2292791305573
UK SAFETY MANAGEMENT LTD & UK RISK MANAGEMENT LTD,01/04/2012,158000,0,0,0,,,UNIT 5 TEMPLE POINT,BULLERTHORPE LANE,LEEDS,,LS15 9JL,,CO,Offices and Premises,2115004101127
THIS IS MY:HEALTH SCREENING  & ULTRASOUND CENTRE,18/02/2003,20500,0,0,0,,,3 GEMINI PARK,SHEEPSCAR WAY,LEEDS,,LS7 3JB,,CO,OFFICES AND PREMISES,2043977331131
PUBLIC & COMMERCIAL SERVICES UNION,24/05/2010,67000,0,0,0,,,3RD FLOOR,TOWN CENTRE HOUSE,MERRION CENTRE,LEEDS,LS2 8LY,,CO,OFFICES AND PREMISES,2053306486861
BAKERS FOOD & ALLIED WORKERS UNION,01/04/2000,3800,0,0,0,,,10 GREENSIDE,PUDSEY,LEEDS,,LS28 8PU,,CS,SHOP AND PREMISES,2312023314089
PAFRAS UNITS 13/14,29/01/2009,2375,80,0,0,,,UNIT 14,CHAPELTOWN BUSINESS CENTRE,CHAPELTOWN ROAD,LEEDS,LS7 3DX,,CO,OFFICES AND PREMISES,2040306407771
HXRUK II (NORTH EAST) LTD RE: UNIVERSAL ENERGY & RESOURCES LLP,08/04/2013,16750,0,0,0,,,"SUITES 28, 30 & 32",THE SUGAR REFINERY,"DEWSBURY ROAD,  HUNSLET",LEEDS,LS11 7DF,,CO,OFFICES AND PREMISES,2020468363738
NHS LEADERSHIP ACADEMY UNIVERSITY HOSPITAL SOUTH,20/09/2013,131000,0,0,0,,,PT GND FLOOR,3 THE EMBANKMENT,SOVEREIGN STREET,LEEDS,LS1 4BJ,,CO,OFFICES AND PREMISES,2053661347007
NHS LEADERSHIP ACADEMY UNIVERSITY HOSPITAL SOUTH,20/09/2013,2250,0,0,0,,,CAR SPACE 3 VICTORIA WHARF,THE EMBANKMENT,SOVEREIGN STREET,LEEDS,LS1 4BJ,LD,CP1,Car Parking Space and Premises,2053661515087
NHS LEADERSHIP ACADEMY UNIVERSITY HOSPITAL SOUTH,20/09/2013,6700,0,0,0,,,CAR SPACES 8-10 VICTORIA WHARF,THE EMBANKMENT,SOVEREIGN STREET,LEEDS,LS1 4BJ,LD,CP1,Car Parking Space and Premises,2053661515098
NHS LEADERSHIP ACADEMY UNIVERSITY HOSPITAL SOUTH,20/09/2013,377500,0,0,0,,,3RD & 4TH FLRS,3 THE EMBANKMENT,SOVEREIGN STREET,LEEDS,LS1 4BJ,,CO,Offices and Premises,2053661621249
CARLISLE CAR & COMMERCIAL VEHICLE REPAIRS LTD,01/04/2000,14500,0,0,0,,,CARLISLE CAR & COMMERCIALS,CARLISLE ROAD,PUDSEY,,LS28 8LW,Industrial Property,CG2,GARAGE AND PREMISES,2312019346962
SUPPORT AFTER RAPE & SEXUAL VIOLENCE LEEDS,01/07/2012,9600,80,0,0,,,ROOMS 300 - 301,3RD FLOOR,7 EASTGATE,LEEDS,LS2 7LY,CR,CO,Offices and Premises,2050506608126
THE FASCIA COMPANY UPVC WAREHOUSE LTD,22/06/2010,20250,0,0,0,,,UNIT 10,ALLERTON BYWATER NETWORK CENTRE,"LETCHMIRE ROAD, ALLERTON BYWATER",CASTLEFORD,WF10 2DB,Industrial Property,CW,WAREHOUSE AND PREMISES,2265034423488
BILL DYSON SKIP HIRE & WASTE MANAGEMENT LTD,01/04/2003,3900,0,0,0,,,OPP UNIT 14,WHITEHALL ESTATE,"WHITEHALL ROAD, LOW WORTLEY",LEEDS,LS12 5JB,LD,CW1,LAND USED FOR STORAGE AND PREMISES,2211772365928
BILL DYSON SKIP HIRE & WASTE MANAGEMENT LTD,24/04/2001,15000,0,0,0,,,UNIT 14 WHITEHALL ESTATE,WHITEHALL ROAD,LOW WORTLEY,LEEDS,LS12 5JB,Industrial Property,IMX,WASTE TRANSFER STATION AND PREMISES,2211772366171
VOXTECH LTD C/O ARMSTRONG WATSON MILNE BOOTH,01/04/2011,220,0,0,0,,,STREET SITE 91,ADJ 149/153 HAREHILLS ROAD,HAREHILLS,LEEDS,LS8 5BW,,CA,ADVERTISING RIGHT AND PREMISES,2090719503647
HXRUK II (NORTH EAST) LTD RE: WELCOME FINANCIAL SERVICES LTD,07/02/2011,3900,0,0,0,,,OFFICE 40,SUGAR MILL,OAKHURST ROAD,LEEDS,LS11 7HF,,CO,OFFICES AND PREMISES,2020468482680
WELLINGTON PLACE NOMINEE NO1 LTD WELLINGTON PLACE NOMINEE NO2 LTD,28/07/2009,208000,0,0,0,,,CAR PARK AT,WELLINGTON PLACE,WHITEHALL ROAD,LEEDS,LS1 4AW,,CP,Car Park and Premises,2053440489611
WELLINGTON PLACE NOMINEE NO1 LTD WELLINGTON PLACE NOMINEE NO2 LTD,23/06/2008,69000,0,0,0,,,MARKETING SUITE,WELLINGTON PLACE,WELLINGTON STREET,LEEDS,LS1 4AP,,CO,OFFICES AND PREMISES,2054920473990
THE FIREWORK COMPANY WEST MIDLANDS LTD,01/07/2000,7900,0,0,0,Y,01/04/2014,12 STATION ROAD,CROSSGATES,LEEDS,,LS15 7JX,,CS,SHOP AND PREMISES,2111514311927
LEEDS CITY COUNCIL ,30/11/2010,6600,0,0,0,Y,30/11/2010,62 OATLAND LANE,LEEDS,,,LS7 1SP,CR,CS,SHOP AND PREMISES,2014272321178
LEEDS CITY COUNCIL ,31/03/2010,4050,0,0,0,Y,31/03/2010,60 OATLAND LANE,LEEDS,,,LS7 1SP,CR,CS,SHOP AND PREMISES,2014272321181
LEEDS CITY COUNCIL ,22/01/2009,4050,0,0,0,Y,22/01/2009,52 OATLAND LANE,LEEDS,,,LS7 1SP,CR,CO,OFFICE AND PREMISES,2014272321218
LEEDS CITY COUNCIL ,31/01/2011,4050,0,0,0,Y,01/04/2011,58 OATLAND LANE,LEEDS,,,LS7 1SP,CR,CR1,CAFE AND PREMISES,2014272321223
LEEDS CITY COUNCIL ,31/07/2011,3950,0,0,0,Y,01/04/2012,1 MEYNELL WALK,HOLBECK,LEEDS,,LS11 9NJ,CR,CS,SHOP AND PREMISES,2051042317558
LEEDS CITY COUNCIL ,30/06/2013,9800,0,0,0,Y,01/04/2014,42 NEW BRIGGATE,LEEDS,,,LS1 6NU,Listed Building,CS,SHOP AND PREMISES,2051098325812
LEEDS CITY COUNCIL ,07/06/2007,0,0,0,0,Y,07/06/2007,3 COMPTON ROAD,BURMANTOFTS,LEEDS,,LS9 7BJ,,CS,SHOP AND PREMISES,2090379320688
LEEDS CITY COUNCIL ,01/04/2007,1675,0,0,0,Y,01/04/2007,13 GELDER ROAD,LEEDS,,,LS12 3UF,,CS,SHOP AND PREMISES,2104338320046
LEEDS CITY COUNCIL ,15/10/2011,3850,0,0,0,Y,15/10/2011,26 ALBERT DRIVE,MORLEY,LEEDS,,LS27 8SF,,CS,SHOP AND PREMISES,2292798318357
WEST REGISTER (REALISATIONS) LTD WEST REGISTER PROPERTY,10/08/2009,92500,0,0,0,,,THE ELLINGTON,23/25 YORK PLACE,LEEDS,,LS1 2EY,,CH,Hotel and Premises,2053258477950
BHC HOLDINGS LIMITED WEST RIDING MOTOR AUTIONS LTD,17/12/2009,5700,0,0,0,Y,17/12/2009,TELECOM MAST SITE REF LS0019,BRUNTCLIFFE LANE,MORLEY,LEEDS,LS27 0LZ,LD,MT1,COMMUNICATION STATION AND PREMISES,2302688368171
LEEDS CITY COUNCIL ,01/04/2000,17250,0,0,0,Y,01/04/2003,TOWN HALL,QUEEN STREET,MORLEY,LEEDS,LS27 9DY,Listed Building,MP1,LAW COURT AND PREMISES,2292705334015
CLOCKWORK HORTICULTURE WHOLESALE LTD,27/04/2011,6500,0,0,0,Y,25/11/2013,GARAGE AND OFFICE AT,SPRING CLOSE STREET,LEEDS,,LS9 8RT,Industrial Property,IF3,WORKSHOP AND PREMISES,2171882368955
BARMASTER (INDEPENDANT WHOLESALERS) LTD,29/09/2006,5100,0,0,0,,,2ND FLOOR,HIGH POINT HOUSE,"QUEEN STREET, MORLEY",LEEDS,LS27 9EB,,CL2,CLUB AND PREMISES,2292705428120
WEST YORKSHIRE FEDERATION OF WOMENS INSTITUTES,01/06/2012,15000,80,0,0,,,164/166 TOWN STREET,RODLEY,LEEDS,,LS13 1HP,,CO,Offices and Premises,2321677606179
NHS SHARED BUSINESS SERVICES LTD XANSA,01/04/2005,197000,0,0,0,,,GROUND FLOOR,2 STERLING WAY,TINGLEY,WAKEFIELD,WF3 1WE,,CO,Offices and Premises,2294945367573
NHS SHARED BUSINESS SERVICES LTD XANSA,01/04/2005,190000,0,0,0,,,1ST FLOOR,2 STERLING WAY,TINGLEY,WAKEFIELD,WF3 1WE,,CO,Offices and Premises,2294945368228
NHS SHARED BUSINESS SERVICES LTD XANSA,01/04/2005,190000,0,0,0,,,2ND FLOOR,2 STERLING WAY,TINGLEY,WAKEFIELD,WF3 1WE,,CO,Offices and Premises,2294945368229
KCOM GROUP PUBLIC LIMITED COMPAN Y,01/04/2005,2020000,0,0,0,,,AFFINITI FIBRE OPTIC TELECOMS,NETWORK IN ENGLAND & WALES,INCLUDING LS11 5JJ,,LS2 7JL,,MTX,TELECOMMUNICATIONS FIBRE OPTIC NETWORK AND PREMISES,2054908487400
THE FIRE BRIGADE UNION YORKS & HUMBERSIDE,05/03/2001,11000,0,0,0,,,9A MARSH STREET,ROTHWELL,LEEDS,,LS26 0AG,,CO,OFFICES & PREMISES,2282895309907
BRADFORD PROPERTY TRUST LTD YORKSHIRE BRANCH,01/04/2000,750,0,0,0,Y,01/04/2005,BETWEEN,57/59 SANDRINGHAM DRIVE,MOORTOWN,LEEDS,LS17 8DB,Industrial Property,CW3,STORE AND PREMISES,2241371307852
BRITISH AUTO RACING CLUB YORKSHIRE CENTRE,01/04/2000,6500,0,0,92,,,STOCKTON FARM,HAREWOOD AVENUE,HAREWOOD,LEEDS,LS17 9LA,Listed Building,LX,ROAD USED FOR RACING AND PREMISES,2243125327473
RENTAL FACILITIES MANAGEMENT LTD,01/11/2011,4550,0,0,0,Y,01/11/2011,SUITE E 2ND FLOOR,CHENGATE HOUSE,61 PEPPER ROAD,LEEDS,LS10 2RU,,CO,Offices and Premises,2071203652760
BAM CONSTRUCT UK LTD,14/01/2014,28250,0,0,0,,,NATIONWIDE ACCESS LTD,SCOTT LANE,MORLEY,LEEDS,LS27 0LF,Industrial Property,CG2,GARAGE AND PREMISES,2303974404427
GET AWAY GIRLS,30/11/2000,9200,80,0,0,,,67 BAYSWATER GROVE,HAREHILLS,LEEDS,,LS8 5LN,,CO,OFFICES AND PREMISES,2010106340733
INCHMERY LTD,06/08/2001,7800,0,0,0,Y,01/04/2003,111/113 BAYSWATER ROAD,HAREHILLS,LEEDS,,LS8 5NT,,CS,SHOP AND PREMISES,2010109322071
BAYSWATER GROUP LTD,01/04/2005,4450,0,0,100,,,94 BAYSWATER ROAD,HAREHILLS,LEEDS,,LS8 5NT,,CS,SHOP AND PREMISES,2010109322758
LEEDS ANIMATION WORKSHOP,01/04/2000,3350,0,50,100,,,45 BAYSWATER ROW,LEEDS,,,LS8 5LF,,CO,OFFICES AND PREMISES,2010110339162
CLEAR CHANNEL UK LIMITED,29/11/2006,800,0,0,0,,,ADSHEL SITE REF 0704 0862 OPP,BECKETT WING,BECKETT STREET,LEEDS,LS9 7LS,,CA,ADVERTISING RIGHT AND PREMISES,2010113456390
CLEAR CHANNEL UK LIMITED,29/11/2006,800,0,0,0,,,ADVERTISING RIGHT 0704 0863,AT ST JAMES HOSPITAL,BECKETT STREET,LEEDS,LS9 7JZ,,CA,ADVERTISING RIGHT AND PREMISES,2010113468446
CLEAR CHANNEL UK LIMITED,01/04/2008,800,0,0,0,,,ADVERT RIGHT SITE REF 0704 0904,OPP BECKETT WING,BECKETT STREET,LEEDS,LS9 7TF,,CA,ADVERTISING RIGHT AND PREMISES,2010113477477
THACKRAY MEDICAL MUSEUM CO LTD,01/04/2000,160000,80,0,0,,,THACKRAY MEDICAL MUSEUM,BECKETT STREET,BURMANTOFTS,LEEDS,LS9 7LP,Listed Building,EM1,MUSEUM AND PREMISES,2010114356678
WOMENS ROYAL VOLUNTARY SERVICE,01/04/2000,5100,80,0,0,,,WRVS CAFE AT MAIN ENTR OF ST JAMES,BECKETT STREET,BURMANTOFTS,LEEDS,LS9 7TF,,CR1,CAFE AND PREMISES,2010116360364
CLEAR CHANNEL UK LIMITED,15/08/2008,1200,0,0,0,,,ADSHEL SITE REF 0704 1126,O/S ST JAMES HOSPITAL,BECKETT STREET,LEEDS,LS9 7TF,,CA,ADVERTISING RIGHT AND PREMISES,2010116480612
CLEAR CHANNEL UK LTD,02/06/2009,800,0,0,0,,,ADSHEL ADVERT RIGHT REF 0704 1169,FRONT OF 41 BECKETT STREET,BURMANTOFTS,LEEDS,LS9 7LP,,CA,ADVERTISING RIGHT AND PREMISES,2010116490546
BLACKBURN & SON LTD,27/04/2011,5900,0,0,0,Y,15/04/2013,UNIT 8 GLEDHOW WING,ST JAMES UNIVERSITY HOSPITAL,BECKETT STREET,LEEDS,LS9 7TF,,CS,SHOP AND PREMISES,2010116497278
UNIVERSITY OF LEEDS,01/04/2010,29500,80,0,0,,,LABRATORIES AT ST JAMES UNIVERSITY,HOSPITAL,BECKETT STREET,LEEDS,LS9 7TF,,EX,Labratories and Premises,2010116622283
UNIVERSITY OF LEEDS,01/12/2005,590000,80,0,0,,,BIOMEDICAL RESEARCH AND,CLINICAL SCIENCES,ST JAMES HOSPITAL BECKETT STREET,LEEDS,LS9 7LP,Listed Building,EU,UNIVERSITY AND PREMISES,2010116632299
ARTLINK WEST YORKSHIRE,01/04/2000,6100,80,0,0,,,191 BELLE VUE ROAD,WOODHOUSE,LEEDS,,LS3 1HG,,LC,COMMUNITY CENTRE AND PREMISES,2010145322608
WEST YORKSHIRE POLICE AUTHORITY,01/04/2000,88500,0,0,0,Y,08/08/2012,WEST YORKSHIRE POLICE AUTHORITY,BELLE VUE ROAD,WOODHOUSE,LEEDS,LS3 1HF,Industrial Property,CG2,Garage and Premises,2010145334164
FIMEX LTD,14/07/2010,29500,0,0,0,,,SHAWELD HOUSE,BENSON STREET,SHEEPSCAR,LEEDS,LS7 1AG,Industrial Property,CW,WAREHOUSE AND PREMISES,2010148323379
THE TILE COMPANY LTD,04/12/2013,4550,0,0,0,Y,04/12/2013,18/20 BENSON STREET,SHEEPSCAR,LEEDS,,LS7 1BL,,CS7,office,2010148613802
THE TILE COMPANY LTD,04/12/2013,93000,0,0,0,,,VACANT PARTS,18/20 BENSON STREET,SHEEPSCAR,LEEDS,LS7 1BL,,CS7,Showroom and Premises,2010148613813
RIYAT ASSOCIATES LTD,01/10/2012,8300,0,0,62,,,RIYAT ASSOCIATES LTD,BENSON HOUSE,14 BENSON STREET,LEEDS,LS7 1BL,Industrial Property,CW,Warehouse and Premises,2010148619984
BIZNES INTERNET LTD,01/04/2012,13250,0,0,0,Y,01/04/2012,2 BEULAH MOUNT,LEEDS,,,LS6 2JZ,,CW3O,"Store, Office and Premises",2010154655080
PLACES FOR PEOPLE GROUP LTD,27/06/2005,2150,0,0,0,Y,27/06/2005,15 BEXLEY ROAD,HAREHILLS,LEEDS,,LS8 5LG,Z,CO,OFFICES AND PREMISES,2010156334690
TESCO STORES LTD,14/12/2007,122000,0,0,0,,,SHEEPSCAR SERVICE STATION,98 ROUNDHAY ROAD,LEEDS,,LS7 1QR,,CG,PETROL FILLING STATION AND PREMISES,2010159100855
JCDECAUX (UK) LTD,01/04/2000,1675,0,0,0,,,ADVERTISING RIGHT NO 012701 AT,116 ROUNDHAY ROAD,LEEDS,,LS8 5NA,,CA,ADVERTISING RIGHT AND PREMISES,2010159312765
OPEN ALL HOURS IN LEEDS LTD,01/04/2010,7200,0,0,80,,,128 ROUNDHAY ROAD,LEEDS,,,LS8 5NA,,CS,SHOP AND PREMISES,2010159320423
FIRST RESPONSE GROUP LTD,01/01/2010,8200,0,0,63,,,UNIT A5,UNITY BUSINESS CENTRE,ROUNDHAY ROAD,LEEDS,LS7 1AB,Industrial Property,CO,Offices and Premises,2010159345054
UNITY PROPERTY SERVICES LTD,12/01/2013,8000,80,0,0,Y,12/01/2013,UNIT A1,UNITY BUSINESS CENTRE,ROUNDHAY ROAD,LEEDS,LS7 1AB,Charity,CO,Offices and Premises,2010159345056
ADVONET LTD,01/04/2014,7700,0,0,72,,,UNIT A3,UNITY BUSINESS CENTRE,ROUNDHAY ROAD,LEEDS,LS7 1AB,Industrial Property,CO,Offices and Premises,2010159345058
UNITY PROPERTY SERVICES LTD,21/12/2012,6100,80,0,0,Y,21/12/2012,UNIT A2,UNITY BUSINESS CENTRE,ROUNDHAY ROAD,LEEDS,LS7 1AB,Charity,CO,Offices and Premises,2010159345060
LEEDS ADVOCACY,01/04/2000,7600,80,0,0,,,UNIT A4,UNITY BUSINESS CENTRE,ROUNDHAY ROAD,LEEDS,LS7 1AB,Industrial Property,CO,Offices and Premises,2010159345061
TELEFONICA UK LTD,01/01/2002,5100,0,0,0,,,TELECOMMUNICATION MAST SITE 16907,ROUNDHAY ROAD,LEEDS,,LS7 3BG,,MT1,COMMUNICATION STATION AND PREMISES,2010159367308
CLEAR CHANNEL UK LIMITED,01/04/2002,800,0,0,0,,,ADVERT RIGHT 0704 0355 O/S,THOMAS DANBY COLLEGE,ROUNDHAY ROAD,LEEDS,LS7 3BG,,CA,ADVERTISING RIGHT AND PREMISES,2010159367561
CLEAR CHANNEL UK LIMITED,01/02/2003,10250,0,0,0,,,ADVERT RIGHT 6506 01-04,OPP THOMAS DANBY COLLEGE,ROUNDHAY ROAD,LEEDS,LS7 3HG,,CA,ADVERTISING RIGHT AND PREMISES,2010159369531
YCS SKILLS CENTRE,04/05/2010,7000,0,50,83,,,124 ROUNDHAY ROAD,LEEDS,,,LS8 5NA,,CS,Shop and Premises,2010159496112
COMMUNITY LINKS (NORTHERN) LTD,01/11/2013,5800,80,0,0,,,SUITE 3 AT,150 ROUNDHAY ROAD,LEEDS,,LS8 5LJ,,CO,Offices and Premises,2010159517980
COMMUNITY LINKS (NORTHERN) LTD,20/02/2007,33250,80,0,0,,,SUITES 1 AND 4 AT,150 ROUNDHAY ROAD,LEEDS,,LS8 5LJ,,CO,OFFICES AND PREMISES,2010159650737
COMMUNITY LINKS (NORTHERN) LTD,20/02/2007,14750,80,0,0,,,SUITE 5 AT,150 ROUNDHAY ROAD,LEEDS,,LS8 5LJ,Charity,CO,OFFICES AND PREMISES,2010159650759
PRIMESIGHT LTD,01/09/2009,2800,0,0,0,,,ADVERT RIGHT 101 09 0041,OPP OLD BLENHEIM BAPTIST SCHOOL,BLACKMAN LANE,LEEDS,LS2 9AP,,CA,Advertising Right and Premises,2010164313379
HK&CO LTD,01/12/2013,4300,0,0,100,,,31 BLACKMAN LANE,WOODHOUSE,LEEDS,,LS7 1LW,Listed Building,CS,SHOP AND PREMISES,2010165315001
FOUNDATION HOUSING,01/04/2001,89000,80,0,0,,,TENNANT HALL,BLENHEIM GROVE,WOODHOUSE,LEEDS,LS7 1HR,Listed Building,CO,OFFICES AND PREMISES,2010170337256
LANGDALE CLOSE PROPERTIES LTD,01/04/2000,2300,0,0,0,Y,01/04/2003,6 BLENHEIM TERRACE,WOODHOUSE,LEEDS,,LS2 9HZ,Industrial Property,CG1,GARAGE AND PREMISES,2010172312130
BARCLAYS BANK PLC,01/04/2000,30750,0,0,0,,,25 BLENHEIM TERRACE,WOODHOUSE,LEEDS,,LS2 9HD,Listed Building,CS1,BANK AND PREMISES,2010172314882
BLACKWELL RETAIL LTD,01/04/2000,69000,0,0,0,,,21 BLENHEIM TERRACE,WOODHOUSE,LEEDS,,LS2 9HD,,CS,SHOP AND PREMISES,2010172314978
HSBC BANK PLC,01/04/2000,28500,0,0,0,,,27 BLENHEIM TERRACE,WOODHOUSE,LEEDS,,LS2 9HD,,CS1,BANK AND PREMISES,2010172314999
TESCO STORES LTD,23/02/2010,57000,0,0,0,,,19/20 BLENHEIM TERRACE,WOODHOUSE,LEEDS,,LS2 9HD,Listed Building,CS1,BANK & PREMISES,2010172321919
LANDMARK PROPERTIES LTD,28/09/2005,12000,0,0,0,Y,28/09/2005,UPPER GROUND FLOOR,16 BLENHEIM TERRACE,WOODHOUSE,LEEDS,LS2 9HN,Listed Building,CO,OFFICES AND PREMISES,2010172348668
LANGDALE CLOSE PROPERTIES LTD,14/05/2013,6900,0,0,0,Y,14/05/2013,2ND FLOOR,6 BLENHEIM TERRACE,WOODHOUSE,LEEDS,LS2 9HD,Listed Building,CO,OFFICES AND PREMISES,2010172355634
LANDMARK PROPERTIES LTD,23/12/2010,39750,0,0,0,Y,23/12/2010,16 BLENHEIM TERRACE,WOODHOUSE,LEEDS,,LS2 9HN,Listed Building,CO,OFFICES AND PREMISES,2010172361468
UNIVERSITY OF LEEDS,17/01/2003,45750,80,0,0,,,15 BLENHEIM TERRACE,WOODHOUSE,LEEDS,,LS2 9HD,,CO,OFFICES AND PREMISES,2010172362345
UNIVERSITY OF LEEDS,01/04/2000,118000,80,0,0,,,11/14 BLENHEIM TERRACE,WOODHOUSE,LEEDS,,LS2 9HD,,CO,OFFICES AND PREMISES,2010172362346
VOLANS LEACH AND SCHOFIELD,01/04/2003,27500,0,0,0,,,10 BLENHEIM TERRACE,WOODHOUSE,LEEDS,,LS2 9HX,Listed Building,CO,OFFICES AND PREMISES,2010172369266
LANDMARK PROPERTIES LTD,23/12/2010,22000,0,0,0,Y,23/12/2010,2ND FLOOR,16 BLENHEIM TERRACE,LEEDS,,LS2 9HN,Listed Building,CO,OFFICES AND PREMISES,2010172425095
TELEFONICA UK LTD,01/04/2005,2250,0,0,0,,,O2 SITE REF 12431,BLENHEIM TERRACE,LEEDS,,LS2 9HE,,MT1,COMMUNICATION STATION AND PREMISES,2010172436942
A - Y INVESTMENTS CO LTD,01/01/2014,77500,0,0,0,Y,01/01/2014,22/23 BLENHEIM TERRACE,WOODHOUSE,LEEDS,,LS2 9HD,Listed Building,CO,OFFICES AND PREMISES,2010172481030
BROWN BEAN LTD T/A COOL BEANS,10/05/2010,13250,0,0,0,,,LOWER GROUND FLOOR,30 BLENHEIM TERRACE,LEEDS,,LS2 9HD,,CS,Shop and Premises,2010172495903
TESCO STORES LTD,22/06/2012,26000,0,0,0,,,TESCO EXPRESS,102 BURLEY ROAD,BURLEY,LEEDS,LS3 1JP,,CS,SHOP AND PREMISES,2010244101566
OILGEAR TOWLER LTD,07/02/2006,143000,0,0,0,,,37 BURLEY ROAD,BURLEY,LEEDS,,LS3 1JT,Industrial Property,IF,FACTORY AND PREMISES,2010244305760
BEDSIDE MANOR LTD,21/11/2003,29000,0,0,0,,,108/112 BURLEY ROAD,BURLEY,LEEDS,,LS3 1JP,,CS,SHOP AND PREMISES,2010244314923
ABACUS EXPRESS LTD,01/04/2000,11000,0,0,0,,,114 BURLEY ROAD,BURLEY,LEEDS,,LS3 1JP,,CO,OFFICES AND PREMISES,2010244331640
HANGAR SEVEN (LEEDS) LTD,18/06/2013,25250,0,0,0,,,UNIT 1 AT ANGEL COURT,35 BURLEY ROAD,BURLEY,LEEDS,LS3 1JT,Industrial Property,IF3,"WORKSHOP, OFFICE AND PREMISES",2010244359651
SLEEK NETWORKS LTD,23/02/2009,23750,0,0,0,,,UNIT 4 ANGEL COURT,BURLEY ROAD,BURLEY,LEEDS,LS3 1JT,Industrial Property,CW,WAREHOUSE AND PREMISES,2010244360517
BALMORAL INVESTMENTS LTD,14/11/2005,9100,0,0,0,Y,14/11/2005,116 BURLEY ROAD,BURLEY,LEEDS,,LS3 1JP,Z,CO,OFFICES AND PREMISES,2010244361996
LAHORE CAFE BAR (LEEDS) LIMITED,05/08/2011,14750,0,0,0,,,84-90 BURLEY ROAD,BURLEY,LEEDS,,LS3 1JP,,CR,RESTAURANT AND PREMISES,2010244365406
PRIMESIGHT LTD,01/09/2009,1025,0,0,0,,,ADVERT RIGHT 4404 GABLE,112 BURLEY ROAD,BURLEY,LEEDS,LS3 1JP,,CA,ADVERTISING RIGHT AND PREMISES,2010244368352
ABACUS EXPRESS LTD,01/12/2005,6400,0,0,0,,,118 BURLEY ROAD,LEEDS,,,LS3 1JP,,CO,OFFICES AND PREMISES,2010244412017
