Propref,Property Description,Ratepayer,Rv,Liability Start,Reliefs Granted
56252708,Day Nursery and Premises,,15500,06/01/15,SBR
56256700,Factory and Premises,John Horsfall & Sons Ltd,73000,08/19/96,
56256701,Warehouse And Premises,Interweave Textiles Ltd,69500,03/08/04,
56256702,Stables And Premises,,3600,08/10/17,SBR
56264700,Offices and Premises,Integrated Mechanical Ltd,24000,08/08/14,SBR
56264702,Factory and Premises,Eurotek Foundry Products Ltd,35750,12/12/94,SBR
56264705,Workshop And Premises,Dromec Measurement Ltd,16000,05/24/99,SBR
56264706,Store And Premises,Northern Motor Home Hire Ltd,10750,08/17/16,SBR
56265701,Public Conveniences(Part Exempt)& Premises,Calderdale Mbc,2750,04/01/03,SBR
56267701,Offices and Premises,Eastwood Financial Services Ltd,43500,04/01/14,SBR
56267702,Warehouse And Premises,Reece Safety Products Ltd,92000,03/03/14,
56267703,Offices and Premises,Wynne Systems Uk Ltd,42000,04/01/16,SBR
56267704,Land Used For Storage and Premises,Cakvs Ltd,47000,10/01/14,DUR SBR
56269701,Workshop And Premises,,5600,01/03/16,SBR
56270702,Advertising Right and Premises,Clear Channel (Uk) Ltd,450,01/05/11,SBR
56271002,Warehouse And Premises,Nu-Swift International Ltd,194000,10/29/12,
56271004,Superstore And Premises,Wm Morrison Supermarkets Plc,1030000,03/18/13,
56271701,Site Of Atm And Premises,Barclays Bank Plc,11750,03/18/13,SBR
64004700,Workshop And Premises,Mark Of Quality Ltd,2475,01/02/98,SBR
64004701,Public House and Premises,,13750,03/10/17,ER
64004702,Veterinary Surgery And Premises,Halifax Vets4Pets Ltd,23500,08/27/02,DUR SBR
64016002,Hairdressing Salon and Premises,,5100,10/01/15,SBR
64024700,Workshop And Premises,Crossley Evans Ltd,11500,04/01/90,SBR
64024701,Warehouse And Premises,Shop & Bakery Equipment Ltd,15500,04/01/90,SBR
64024704,Workshop And Premises,Crossley Evans Ltd,7400,04/01/05,ER
64024705,Club and Premises,Asian Women's Resource Association,2650,01/01/14,SBR
64024711,Workshop And Premises,,9500,06/01/12,SBR
64024712,Workshop And Premises,,8600,04/01/10,SBR
64024714,Car Sales Land And Premises,,6900,05/01/15,DUR SBR
64024715,Car Sales Site and Premises,,6600,05/01/15,SBR
64028700,Vehicle Repair Workshop And Premises,,8100,09/12/14,SBR
64032700,Garage And Premises,Pennine Housing 2000,11500,01/30/15,ER
64032702,Offices and Premises,Akroyd Court Tenants & Residents Association,1575,06/01/09,DOR SBR
64036010,Store And Premises,,990,06/01/02,EX
64036700,Offices and Premises,Aarondale Accountancy Services Ltd,7000,04/01/90,SBR
64036701,Gymnasium And Premises,,13750,11/02/91,SBR
64036711,Workshop And Premises,,5200,11/08/05,SBR
64036712,Offices and Premises,,9800,04/01/10,SBR
64036714,Dance School And Premises,,13250,04/23/05,SBR
64036718,Car Park,Calderdale Mbc Parking Services,5500,05/05/09,SBR
64036719,Gymnasium And Premises,Evolve Fitness & Physio Limited,9000,11/28/12,SBR
64036720,Warehouse And Premises,Pot Of Gold (Cosmetics Ltd),5200,10/10/09,SBR
64040001,Hairdressing Salon and Premises,,2500,10/01/12,SBR
64040056,Shop and Premises,,2100,08/12/02,SBR
64040700,Workshop And Premises,Turner Adams Joinery Limited,2700,07/31/15,SBR
64040701,Workshop And Premises,,6400,06/01/16,SBR
64040703,Store And Premises,,2225,02/05/03,SBR
64040705,Workshop And Premises,,3050,04/01/97,SBR
64040706,Garage And Premises,,2475,07/01/08,SBR
64040711,Workshop And Premises,R Collett & Sons (Transport) Ltd,84000,06/24/96,
64040714,Factory and Premises,S & S Fab Tech Ltd,9600,04/01/95,DUR SBR
64040719,Communication Station and Premises,Everything Everywhere Ltd,10750,04/01/98,SBR
64040720,Store And Premises,C S L Commercials Ltd,2300,11/01/12,SBR
64040721,Store And Premises,R Collett & Sons (Transport) Ltd,4750,01/01/17,ER
64040722,Workshop And Premises,,4450,04/01/10,SBR
64040723,Workshop And Premises,G & A Engineering Ltd,6200,04/01/00,SBR
64040724,Store And Premises,R Collett & Sons (Transport) Ltd,2175,05/01/14,EX
64040727,Warehouse And Premises,Wolseley U.K Ltd,13250,01/04/14,SBR
64040728,Warehouse And Premises,Wolseley U.K Ltd,14500,09/01/03,SBR
64040736,Garage And Premises,,4550,02/01/12,SBR
64040737,Warehouse And Premises,Pennine Housing 2000 Ltd,8000,12/20/13,SBR
64040741,Workshop And Premises,Ducati Mondo Ltd,4250,10/01/12,SBR
64040742,Workshop And Premises,Harmonised Electrical Services Ltd,7800,10/01/12,SBR
64040743,Childrens Centre And Premises,North Halifax Partnership Ltd,30000,04/01/13,DCR MCR
64040744,School and Premises,Ling Bob Junior & Infants School,53500,04/01/13,
64040745,Warehouse And Premises,Suez Recyclng And Recovery Uk Ltd,39750,07/06/16,SBR
64040746,Warehouse And Premises,,8500,08/01/16,SBR
64040748,Vehicle Repair Workshop And Premises,,3100,08/28/15,SBR
64040749,Vehicle Repair Workshop And Premises,,4800,08/28/15,SBR
64040750,Salon And Premises,,1450,07/11/16,SBR
64044700,Warehouse And Premises,Fit-Lock Systems Ltd,10250,08/04/08,SBR
64044701,Warehouse And Premises,,8700,01/12/15,SBR
64044710,Store And Premises,,9100,05/01/14,SBR
64044711,Vehicle Repair Workshop And Premises,,3750,04/01/06,SBR
64044712,Workshop And Premises,,3450,07/02/12,SBR
64044713,Store And Premises,,6600,10/29/12,SBR
64048120,Shop and Premises,,3400,04/01/11,SBR
64052002,Shop and Premises,,8700,03/22/11,SBR
64052003,Shop and Premises,,4000,03/01/13,SBR
64052009,Shop and Premises,,3950,08/22/02,SBR
64052010,Shop and Premises,Card City Retail Ltd,13000,07/14/17,SBR
64052015,Shop and Premises,,3950,03/01/11,SBR
64052017,Shop and Premises,,3950,10/01/09,SBR
64052019,Offices and Premises,Calderdale Mbc Markets Manager,4450,04/01/90,SBR
64052100,Shop and Premises,,3900,07/13/03,SBR
64052701,Shop and Premises,,7900,07/01/14,SBR
64052702,Hairdressing Salon and Premises,Mr Bevan Ltd,16250,10/05/09,SBR
64052703,Offices and Premises,Due West Ltd,6500,07/01/16,ER
64052704,Shop and Premises,,3800,02/05/07,SBR
64052706,Shop and Premises,Ziggy's Schoolwear (Halifax) Ltd,16750,02/01/11,SBR
64052707,Offices And Premises,,2300,04/01/17,SBR
64052708,Offices And Premises,Due West Ltd,2800,04/01/17,EX
64056016,Shop and Premises,Calderdale And Kirklees Careers Ltd,33750,08/03/98,SBR
64056017,Bar And Premises,,4300,08/05/16,SBR
64056019,Shop and Premises,Selmar Properties Ltd,6400,12/13/16,ER
64056023,Shop and Premises,Cafe Dino's Ltd,6600,07/16/11,SBR
64056700,Restaurant and Premises,Lantern Group Ltd,18500,10/25/17,SBR
64060702,Offices and Premises,J Speak & Co Ltd,3500,07/01/94,DUR SBR
64064700,Offices and Premises,Jandis Management Ltd,24250,03/01/13,DUR SBR
64068700,Garage And Premises,,7900,04/01/90,SBR
64068701,Workshop And Premises,My Automotive Limited,6300,04/15/14,SBR
64068702,Store And Premises,The Northern Lights Projects,4450,11/14/16,ER
64068703,Store And Premises,The Northern Lights Projects,4500,11/14/16,ER
64068704,Store And Premises,The Northern Lights Projects,4500,11/01/16,ER
64068705,Store And Premises,The Northern Lights Projects,5500,11/01/16,ER
64068706,Store And Premises,The Northern Lights Projects,4500,11/01/16,ER
64068707,Store And Premises,The Northern Lights Projects,4500,01/01/17,ER
64068708,Store And Premises,The Northern Lights Projects,6100,01/01/17,ER
64072702,Offices and Premises,Soft Options (Systems) Ltd,22500,04/01/15,DUR SBR
64072703,Club and Premises,,4650,04/01/90,SBR
64076700,Showroom And Premises,Cotterill Business Supplies Ltd,26500,04/01/90,SBR
64080700,Club and Premises,Arden Road Social Club,13750,04/01/90,SBR
64080702,Offices and Premises,Arch-Way Project,9000,04/01/13,DCR MCR
64084700,Workshop And Premises,Metaltech (1997) Ltd,12250,01/05/99,SBR
64084701,Workshop And Premises,Envoyjade Ltd,38000,04/01/90,SBR
64084703,Workshop And Premises,,7700,04/01/90,SBR
64084704,Warehouse And Premises,,2275,04/01/07,EX
64084707,Store And Premises,,960,04/01/07,EX
64088702,Cricket Club And Premises,,5200,04/01/90,MAR
64088703,Wind Farm and Premises,,4050,09/01/15,SBR
64096095,Shop and Premises,,4750,11/12/01,SBR
64096700,Shop and Premises,Cardelium Ltd,2800,06/27/14,SBR
64096701,Shop and Premises,,2950,11/20/95,SBR
64096702,Shop and Premises,,3050,07/01/07,SBR
64096703,Shop and Premises,,3050,01/15/17,SBR
64096704,Hairdressing Salon and Premises,,2750,12/25/09,SBR
64104038,Shop and Premises,,1900,10/15/16,SBR
64104045,"Shop, Store and Premises",,3400,03/29/16,SBR
64104701,Advertising Right and Premises,J C Decaux Uk Ltd,1175,04/01/94,SBR
64104705,Communication Station and Premises,Mobile Broadband Network Ltd,12000,05/21/10,SBR
64104706,Beauty Salon And Premises,,3700,12/07/12,SBR
64106701,Car Parking Space,Ramsdens Solicitors Llp,600,01/01/09,SBR
64120700,Shop and Premises,,3650,12/08/11,SBR
64120703,School and Premises,Brighter Futures Academy Trust,52500,09/01/12,MCR
64124720,Warehouse And Premises,Nestle Uk Ltd,35250,09/10/04,EX
64124723,Factory and Premises,Nestle Uk Ltd,715000,12/23/05,
64124724,Warehouse And Premises,Keep Safe Self Storage Ltd,25000,10/01/08,SBR
64124725,Workshop And Premises,Bailey Hall Ltd,2550,12/30/11,DUR SBR
64128700,Public House and Premises,,21250,01/09/12,SSR SBR DBR
64130002,Offices,C N S Northern Ltd,16250,05/17/17,ER
64130701,Car Park and Premises,Balmoral  Partnership,5500,02/06/09,DUR SBR
64136014,Shop and Premises,Pennine Housing 2000,2800,02/01/17,EX
64136016,Shop and Premises,,3600,10/28/91,SBR
64140001,Shop and Premises,,2050,09/17/05,EX
64144032,Shop and Premises,,5500,04/13/02,SBR
64144704,Workshop And Premises,J.I Electronics Ltd,4600,04/01/14,SBR
64144705,Workshop And Premises,Calder Temperature Controls Ltd,5200,04/01/14,SBR
64148700,Store And Premises,Transaxle Services Ltd,355,01/30/98,SBR
64148701,Workshop And Premises,,1775,04/01/00,SBR
64152701,Advertising Right and Premises,Primesight Ltd,1175,09/01/09,SBR
64160700,Sewage Treatment Works And Premises,Yorkshire Water Services Ltd,6600,04/01/90,SBR
64164001,Shop and Premises,,7900,04/21/17,SBR
64164701,Public House and Premises,Hexagon Pub Company Ltd,50000,06/19/17,SBR DBR
64164704,Car Park and Premises,E.C.P Holdings Ltd,38250,05/19/00,SBR
64164705,Public House and Premises,J D Wetherspoon Plc,136000,04/01/00,
64168035,Shop and Premises,,2025,07/01/11,DUR SBR
64172003,Shop and Premises,,1825,04/01/15,EX
64176003,Shop and Premises,,2700,06/01/14,SBR
64176005,Shop and Premises,,3250,04/01/14,SBR
64176064,Shop and Premises,Halifax Amateur Operatic Society,3700,03/19/11,DCR DUR MCR
64176105,Shop and Premises,,3550,10/01/15,SBR
64176704,Warehouse And Premises,Bibi Investments Ltd,25750,09/10/16,ER
64176705,Warehouse And Premises,Simms Electrical Distributors Ltd (In Liquidation),6500,09/21/16,EX
64176709,Showroom And Premises,Sky Diy Supercentre Ltd,25500,12/09/02,SBR
64176711,Club and Premises,,8400,04/01/90,SBR
64176714,Offices and Premises,Calderdale Mbc,10750,03/01/06,SBR
64176715,Garage And Premises,My Carr Ltd,8500,07/15/16,SBR
64176716,Warehouse And Premises,,7600,01/01/14,SBR
64176717,Garage And Premises,Calderdale Mbc Transport Division,101000,04/01/07,
64176719,Childrens Centre And Premises,Halifax Opportunities Trust,4050,07/01/14,DCR MCR
64176720,School and Premises,Mount Pellon Primary Academy,84000,04/01/13,MCR
64180700,Workshop And Premises,,2550,02/12/13,EX
64184702,Workshop And Premises,,7500,04/01/90,SBR
64184703,Store And Premises,,3150,04/01/07,ER
64184704,Advertising Right and Premises,Clear Channel (Uk) Ltd,1775,04/01/13,SBR
64184705,Advertising Right and Premises,J C Decaux Uk Ltd,740,04/01/94,SBR
64184707,Factory and Premises,Aquaspersions Ltd,70000,07/05/99,
64184708,Office and Premises,Xma Ltd,33000,04/01/14,SBR
64184709,Warehouse And Premises,Qc Supplies Retirement Benefit Scheme,66000,04/01/14,ER
64188701,Garage,,4150,04/01/90,SBR
64188702,Workshop And Premises,,5300,04/01/90,SBR
64188704,Function Hall and Premises,,9900,08/01/13,SBR
64188705,Workshop And Premises,W Brown (Halifax) Ltd,2850,04/01/90,SBR
64188706,Garage And Premises,,2175,04/01/97,SBR
64188707,Car Park,,2500,04/18/14,DUR SBR
64192006,Garage And Premises,Malcolm Taylor (Halifax) Ltd,4500,09/01/06,SBR
64192027,Workshop And Premises,,16250,11/01/02,SBR
64192701,Workshop And Premises,,6500,04/01/11,SBR
64192703,Showroom And Premises,,24000,03/01/17,DUR
64196002,Shop and Premises,,11750,08/01/11,SBR
64196005,Shop and Premises,Pennine Housing 2000 Ltd,2950,04/02/01,EX
64196006,Shop and Premises,Pennine Housing 2000 Ltd,2750,04/01/02,EX
64196007,Shop and Premises,Pennine Housing 2000 Ltd,2750,04/01/02,EX
64212085,Shop and Premises,,5400,02/13/11,SBR
64212700,Library And Premises,Calderdale Mbc Leisure Services,11000,04/01/90,SBR
64224003,Office and Premises,,4550,02/01/15,SBR
64224700,Vehicle Repair Workshop And Premises,,6400,04/01/10,SBR
64224701,Showroom And Premises,Bell Hall Garage Ltd,7900,01/03/18,EX
64228032,Hairdressing Salon and Premises,,5200,11/08/09,SBR
64232002,Shop and Premises,,3350,02/14/05,SBR
64236700,Car Park,,900,04/01/99,DUR SBR
64236701,Workshop And Premises,,4500,07/15/91,SBR
64236704,Workshop And Premises,,3600,04/01/14,SBR
64236705,Warehouse And Premises,,2600,04/01/13,SBR
64236706,Workshop And Premises,,2350,04/01/15,SBR
64236707,Workshop And Premises,,4050,01/23/99,SBR
64236708,Workshop,,1950,11/14/14,SBR
64236710,Workshop,J & G Ainley Tow Bar Ltd,1850,04/01/14,EX
64236712,Workshop And Premises,,2900,04/01/14,SBR
64236713,Store And Premises,,2950,06/01/14,SBR
64236715,Warehouse And Premises,,6900,06/01/11,SBR
64236716,Workshop And Premises,J & G Ainley Ltd,8900,09/01/03,SBR
64236717,Communication Station and Premises,J & G Ainley (Tow Bars) Ltd,6000,12/09/09,EX
64236720,Warehouse And Premises,,3550,04/01/14,SBR
64236721,Workshop And Premises,,4500,05/14/14,SBR
64236722,Store And Premises,Injectors & Glow Plugs Removals Ltd,980,05/15/14,SBR
64236723,Store And Premises,,2550,01/01/14,SBR
64236724,Workshop And Premises,,4050,01/01/14,SBR
64236725,Store And Premises,,2550,01/01/14,SBR
64236726,Warehouse And Premises,,8100,01/01/14,SBR
64236727,Warehouse And Premises,,7100,01/01/14,SBR
64236728,Warehouse And Premises,,5000,01/01/14,SBR
64236729,Warehouse And Premises,,3700,01/01/14,SBR
64236730,Warehouse And Premises,,8800,01/01/14,SBR
64240703,Retail Warehouse And Premises,Matalan Retail Ltd,300000,02/15/03,
64242008,Offices and Premises,D3GOV Ltd,5000,02/07/15,SBR
64242076,Shop and Premises,,1625,10/01/13,SBR
64242706,Offices and Premises,,4000,01/01/17,SBR
64242707,Offices and Premises,Uber Britannia Ltd,2075,12/01/15,DUR SBR
64242708,Offices and Premises,Halifax Opportunities Trust,2125,05/09/17,
64242709,Offices and Premises,Halifax Opportunities Trust,1975,10/01/09,DCR MCR
64242710,Offices and Premises,Inomed Health Ltd,3800,09/01/16,SBR
64242711,Offices and Premises,Inomed Health Ltd,2050,11/01/14,SBR
64242712,Offices and Premises,We Buy Any Car Ltd,5900,01/02/15,DUR SBR
64242713,Offices and Premises,Halifax Opportunities Trust,4650,06/01/17,DCR MCR
64242714,Offices and Premises,Proline Logistics Limited,1525,08/01/17,SBR
64242715,Offices and Premises,,1500,09/01/17,SBR
64242716,Offices and Premises,Dawn To Dusk Ltd,1600,04/01/11,SBR
64242717,Offices and Premises,Halifax Opportunities Trust,1575,11/01/14,DCR MCR
64242718,Offices and Premises,Nmj Holdings Ltd,3000,12/14/09,SBR
64242725,Offices and Premises,Halifax Opportunities Trust,4050,09/01/17,
64242726,Offices and Premises,Fusion Housing Association,2075,09/01/17,SBR
64242727,Offices and Premises,Halls Reactive Maintenance Ltd,2100,06/01/16,SBR
64242728,Offices and Premises,,1975,01/05/15,SBR
64242729,Offices and Premises,H.F Supported Accommodation,3800,07/13/10,SBR
64242730,Offices and Premises,Halifax Opportunities Trust,2050,12/01/17,EX
64242731,Offices and Premises,The Pluss Organisation C I C,5900,12/01/17,SBR
64242732,Offices and Premises,A I D C Solutions Ltd,2800,06/01/07,SBR
64242733,Offices and Premises,Healthwatch Kirklees,4250,04/01/16,DUR MCR
64242734,Offices and Premises,,1525,01/01/17,SBR
64242735,Offices and Premises,Igadgets Ltd,1500,11/04/16,DUR SBR
64242736,Offices and Premises,Primal Kitchen Ltd,1600,12/01/17,SBR
64242737,Offices and Premises,,1575,10/01/16,SBR
64242738,Offices and Premises,Halifax Opportunities Trust,1550,08/01/17,
64242739,Offices and Premises,,3750,10/01/11,SBR
64242747,Warehouse And Premises,Global Commercial Investments Ltd,4900,02/01/08,ER
64242748,Offices and Premises,Smart People Training & Development Company Ltd,3400,01/04/16,SBR
64242749,Offices and Premises,Aim For Achievement In Mind Ltd,5900,08/01/16,SBR
64242750,Offices and Premises,P L Projects Limited,2300,09/01/17,SBR
64242751,Offices and Premises,Hx Car Park Management Ltd,2400,08/01/17,SBR
64242752,Offices and Premises,Gp Strategies Training Ltd,2950,09/01/17,SBR
64242753,Offices and Premises,Interserve Healthcare Ltd,5600,04/01/16,DUR SBR
64242754,Offices and Premises,Kra Accountants Ltd,4450,11/01/16,SBR
64242756,Offices and Premises,B I M Department Limited,2600,08/01/17,SBR
64242757,Offices and Premises,Mayfair Solicitors Limited,2400,06/01/16,SBR
64242758,Offices and Premises,Himmat Ltd,2600,11/01/16,MCR
64242759,Offices and Premises,Ulearn Education Ltd,3650,05/08/17,SBR
64242763,Offices and Premises,Halifax Opportunities Trust,22750,11/13/09,DCR DUR MCR
64242766,Car Park and Premises,Halifax Opportunities Trust,10000,08/29/09,DCR DUR MCR
64242782,Offices and Premises,Maramar Holdings Ltd,3950,06/13/15,SBR
64242783,Workshop And Premises,Maramar Holdings Ltd,5200,08/13/17,EX
64242784,Offices and Premises,Maramar Holdings Ltd,9400,06/13/15,ER
64242793,Offices and Premises,Dexter Nicholas Ltd,7900,06/01/11,SBR
64242801,Offices and Premises,Simply Paving Ltd,1500,04/01/17,SBR
64242802,Offices and Premises,R D T Ltd,9100,07/17/13,DUR SBR
64242803,Offices and Premises,,5100,01/01/13,SBR
64242806,Offices and Premises,Ink Creations Ltd,23000,10/01/13,DUR SBR
64242808,Shop and Premises,,2000,02/01/15,SBR
64242809,Shop and Premises,,1600,11/01/13,SBR
64242811,Workshop And Premises,,3600,12/10/11,SBR
64242812,Warehouse And Premises,,6500,11/02/16,SBR
64242813,Warehouse And Premises,,4200,07/11/15,SBR
64242815,Function Venue and Premises,Crestell Ltd,22500,06/01/13,SBR
64242816,Conference Centre and Premises,Texsys Ltd,15000,06/01/13,SBR
64242817,Warehouse And Premises,Global Commercial Investments Ltd,3150,08/01/14,ER
64242818,Warehouse And Premises,,3250,08/01/14,SBR
64242819,Offices and Premises,The Asbestos Law Partnership Llp,2750,02/01/17,SBR
64242820,Offices and Premises,Halifax Opportunities Trust,5100,06/01/16,DCR MCR
64242821,Offices and Premises,S I Direct Limited,6000,10/01/17,SBR
64242822,Offices and Premises,Halifax Opportunities Trust,17000,04/20/15,DCR DUR MCR
64242823,Offices and Premises,Halifax Opportunities Trust,10750,12/31/14,DCR DUR MCR
64242824,Offices and Premises,Simply Paving Ltd,18250,12/31/14,DUR SBR
